# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  27               1.86634525E-02   2.80929720E+02   8.38420479E-01   1.60530170E-01   4.27383107E-04   3.39759693E-04   1.92715772E-04   7.47745838E-38   5.89167158E-05   2.29903877E-05  
  28               2.16056483E-02   2.87971523E+02   8.38420478E-01   1.60530170E-01   4.27383338E-04   3.39759876E-04   1.92715876E-04   6.80199107E-37   5.89167476E-05   2.29903877E-05  
  29               2.49999139E-02   2.96915761E+02   8.38420478E-01   1.60530169E-01   4.27383583E-04   3.39760071E-04   1.92715987E-04   9.81281710E-36   5.89167814E-05   2.29903877E-05  
  30               2.89147521E-02   3.04383107E+02   8.38420477E-01   1.60530169E-01   4.27383850E-04   3.39760283E-04   1.92716107E-04   7.96219643E-35   5.89168182E-05   2.29903877E-05  
  31               3.34290504E-02   3.13769846E+02   8.38420477E-01   1.60530169E-01   4.27384139E-04   3.39760513E-04   1.92716237E-04   9.74847806E-34   5.89168580E-05   2.29903877E-05  
  32               3.86317398E-02   3.21864262E+02   8.38420476E-01   1.60530169E-01   4.27384455E-04   3.39760765E-04   1.92716380E-04   7.42373687E-33   5.89169017E-05   2.29903876E-05  
  33               4.46233900E-02   3.32120782E+02   8.38420475E-01   1.60530168E-01   4.27384794E-04   3.39761034E-04   1.92716533E-04   8.56380731E-32   5.89169484E-05   2.29903875E-05  
  34               5.15161023E-02   3.41386332E+02   8.38420475E-01   1.60530168E-01   4.27385174E-04   3.39761336E-04   1.92716704E-04   6.80723380E-31   5.89170007E-05   2.29903874E-05  
  35               5.94384910E-02   3.52968719E+02   8.38420471E-01   1.60530165E-01   4.27385568E-04   3.39761649E-04   1.92716882E-04   7.90444018E-30   5.89170550E-05   2.29903871E-05  
  36               6.85379197E-02   3.63652623E+02   8.38420473E-01   1.60530163E-01   4.27386041E-04   3.39762025E-04   1.92717095E-04   6.55067499E-29   5.89171203E-05   2.29903868E-05  
  37               7.89799720E-02   3.76824556E+02   8.38420105E-01   1.60530086E-01   4.27386312E-04   3.39762241E-04   1.92717217E-04   7.62417387E-28   5.89171576E-05   2.29903758E-05  
  38               9.09432912E-02   3.89640924E+02   8.38420141E-01   1.60530038E-01   4.27391164E-04   3.39766098E-04   1.92719405E-04   7.04456403E-27   5.89178265E-05   2.29903689E-05  
  39               1.04610037E-01   4.06365744E+02   8.38420171E-01   1.60530007E-01   4.27391668E-04   3.39766499E-04   1.92719633E-04   1.05573204E-25   5.89178960E-05   2.29903645E-05  
  40               1.20163309E-01   4.23672651E+02   8.38420241E-01   1.60529934E-01   4.27392209E-04   3.39766928E-04   1.92719876E-04   1.38620840E-24   5.89179705E-05   2.29903540E-05  
  41               1.37852542E-01   4.41476946E+02   8.38420371E-01   1.60529771E-01   4.27392652E-04   3.39767281E-04   1.92720076E-04   1.58476031E-23   5.89180316E-05   2.29903306E-05  
  42               1.57961621E-01   4.59913404E+02   8.38420302E-01   1.60529389E-01   4.27393022E-04   3.39767575E-04   1.92720243E-04   1.61708773E-22   5.89180826E-05   2.29902759E-05  
  43               1.80794658E-01   4.78887548E+02   8.38417931E-01   1.60528527E-01   4.27395271E-04   3.39769363E-04   1.92721257E-04   1.46241924E-21   5.89183927E-05   2.29901525E-05  
  44               2.06677829E-01   4.98515086E+02   8.38419230E-01   1.60527152E-01   4.27426669E-04   3.39794324E-04   1.92735415E-04   1.19446488E-20   5.89227210E-05   2.29899556E-05  
  45               2.35988515E-01   5.18694582E+02   8.38420928E-01   1.60525457E-01   4.27425459E-04   3.39793362E-04   1.92734869E-04   8.75457728E-20   5.89225542E-05   2.29897129E-05  
  46               2.69165350E-01   5.39569634E+02   8.38423228E-01   1.60523163E-01   4.27423821E-04   3.39792059E-04   1.92734131E-04   5.86781598E-19   5.89223283E-05   2.29893842E-05  
  47               3.06704539E-01   5.61047832E+02   8.38425927E-01   1.60520469E-01   4.27421495E-04   3.39790210E-04   1.92733082E-04   3.57864398E-18   5.89220078E-05   2.29889985E-05  
  48               3.49138984E-01   5.83269047E+02   8.38428767E-01   1.60517636E-01   4.27419076E-04   3.39788287E-04   1.92731991E-04   2.01711149E-17   5.89216743E-05   2.29885927E-05  
  49               3.97036701E-01   6.06106338E+02   8.38431468E-01   1.60514940E-01   4.27416930E-04   3.39786581E-04   1.92731023E-04   1.04353100E-16   5.89213784E-05   2.29882066E-05  
  50               4.51015618E-01   6.29689262E+02   8.38433895E-01   1.60512517E-01   4.27415255E-04   3.39785250E-04   1.92730268E-04   5.02032399E-16   5.89211476E-05   2.29878596E-05  
  51               5.11849264E-01   6.53919104E+02   8.38435968E-01   1.60510446E-01   4.27414172E-04   3.39784389E-04   1.92729780E-04   2.23747981E-15   5.89209983E-05   2.29875630E-05  
  52               5.80412541E-01   6.78969007E+02   8.38437703E-01   1.60508707E-01   4.27413723E-04   3.39784032E-04   1.92729578E-04   9.36578916E-15   5.89209364E-05   2.29873140E-05  
  53               6.57602978E-01   7.04706494E+02   8.38439112E-01   1.60507283E-01   4.27413987E-04   3.39784242E-04   1.92729697E-04   3.66188450E-14   5.89209728E-05   2.29871100E-05  
  54               7.44339021E-01   7.31255368E+02   8.38440234E-01   1.60506114E-01   4.27415069E-04   3.39785102E-04   1.92730184E-04   1.35005721E-13   5.89211219E-05   2.29869425E-05  
  55               8.41562320E-01   7.58439186E+02   8.38440995E-01   1.60505143E-01   4.27417231E-04   3.39786821E-04   1.92731159E-04   4.66447033E-13   5.89214199E-05   2.29868033E-05  
  56               9.50442694E-01   7.86408075E+02   8.38441533E-01   1.60504335E-01   4.27422107E-04   3.39790697E-04   1.92733358E-04   1.52560463E-12   5.89220921E-05   2.29866873E-05  
  57               1.07251047E+00   8.15086274E+02   8.38442141E-01   1.60503707E-01   4.27427801E-04   3.39795223E-04   1.92735926E-04   4.71874251E-12   5.89228771E-05   2.29865966E-05  
  58               1.20929056E+00   8.44627897E+02   8.38442644E-01   1.60503174E-01   4.27431404E-04   3.39798088E-04   1.92737550E-04   1.39201350E-11   5.89233737E-05   2.29914008E-05  
  59               1.36227788E+00   8.74874788E+02   8.38443049E-01   1.60502695E-01   4.27435487E-04   3.39801334E-04   1.92739391E-04   3.90099890E-11   5.89239366E-05   2.30048323E-05  
  60               1.53293065E+00   9.05896960E+02   8.38443344E-01   1.60502202E-01   4.27440143E-04   3.39805036E-04   1.92741491E-04   1.04377997E-10   5.89245785E-05   2.30441960E-05  
  61               1.72267267E+00   9.37502909E+02   8.38443437E-01   1.60501587E-01   4.27445834E-04   3.39809561E-04   1.92744057E-04   2.65688686E-10   5.89253629E-05   2.31542733E-05  
  62               1.93353772E+00   9.69812627E+02   8.38442953E-01   1.60500629E-01   4.27453876E-04   3.39815961E-04   1.92747683E-04   6.47586322E-10   5.89264717E-05   2.34446345E-05  
  63               2.16792971E+00   1.00277159E+03   8.38442601E-01   1.60499262E-01   4.27468256E-04   3.39827420E-04   1.92754168E-04   1.51253352E-09   5.89284540E-05   2.42916019E-05  
  64               2.42829257E+00   1.03645757E+03   8.38444644E-01   1.60497223E-01   4.27470552E-04   3.39829349E-04   1.92755202E-04   3.40002306E-09   5.89287705E-05   2.42912222E-05  
  65               2.71715565E+00   1.07079644E+03   8.38448025E-01   1.60493853E-01   4.27471038E-04   3.39830118E-04   1.92755418E-04   7.35712768E-09   5.89288380E-05   2.42905916E-05  
  66               3.03710743E+00   1.10578339E+03   8.38453403E-01   1.60488488E-01   4.27468977E-04   3.39829826E-04   1.92754466E-04   1.53560490E-08   5.89285571E-05   2.42895806E-05  
  67               3.39086613E+00   1.14137377E+03   8.38461464E-01   1.60480431E-01   4.27463461E-04   3.39829988E-04   1.92751846E-04   3.09519368E-08   5.89278155E-05   2.42880417E-05  
  68               3.78207361E+00   1.17757344E+03   8.38472717E-01   1.60469160E-01   4.27453455E-04   3.39836814E-04   1.92746616E-04   6.03731623E-08   5.89265367E-05   2.42858355E-05  
  69               4.21529132E+00   1.21451039E+03   8.38487289E-01   1.60454524E-01   4.27436697E-04   3.39870024E-04   1.92735464E-04   1.14426885E-07   5.89247219E-05   2.42828509E-05  
  70               4.69512479E+00   1.25212358E+03   8.38504614E-01   1.60437032E-01   4.27404358E-04   3.39986906E-04   1.92704160E-04   2.10791432E-07   5.89225167E-05   2.42790458E-05  
  71               5.22618072E+00   1.29053239E+03   8.38523719E-01   1.60417567E-01   4.27318850E-04   3.40343824E-04   1.92593492E-04   3.78703583E-07   5.89201770E-05   2.42743759E-05  
  72               5.81317589E+00   1.32958116E+03   8.38543228E-01   1.60397424E-01   4.27045747E-04   3.41321517E-04   1.92190260E-04   6.62690064E-07   5.89180674E-05   2.42687788E-05  
  73               6.46136662E+00   1.36937961E+03   8.38562250E-01   1.60377650E-01   4.26201319E-04   3.43680024E-04   1.90875769E-04   1.13291042E-06   5.89164776E-05   2.42619088E-05  
  74               7.17818904E+00   1.40991344E+03   8.38580686E-01   1.60359265E-01   4.23914246E-04   3.48656030E-04   1.87231210E-04   1.89359512E-06   5.89155037E-05   2.42527274E-05  
  75               7.97746339E+00   1.45159528E+03   8.38599892E-01   1.60342941E-01   4.18675573E-04   3.57767286E-04   1.78877325E-04   3.11280181E-06   5.89147677E-05   2.42377494E-05  
  76               8.87836674E+00   1.49482657E+03   8.38621644E-01   1.60329266E-01   4.08765599E-04   3.72099832E-04   1.63553270E-04   5.05504752E-06   5.89138118E-05   2.42055955E-05  
  77               9.90206427E+00   1.53998166E+03   8.38643942E-01   1.60317955E-01   3.93873306E-04   3.91202930E-04   1.41955240E-04   8.13646669E-06   5.89126925E-05   2.41189817E-05  
  78               1.10623188E+01   1.58695362E+03   8.38651545E-01   1.60306342E-01   3.77575399E-04   4.12791672E-04   1.18488646E-04   1.29522055E-05   5.89145877E-05   2.38657317E-05  
  79               1.23483466E+01   1.63466930E+03   8.38660813E-01   1.60298865E-01   3.69784564E-04   4.34466716E-04   9.56778326E-05   2.01800560E-05   5.89360385E-05   2.24006266E-05  
  80               1.37361844E+01   1.68199524E+03   8.38666251E-01   1.60292099E-01   3.57213028E-04   4.50831472E-04   7.95253058E-05   3.05164745E-05   5.89371875E-05   2.23224173E-05  
  81               1.51885842E+01   1.72755335E+03   8.38655132E-01   1.60285028E-01   3.50812849E-04   4.64016719E-04   6.63870811E-05   4.44160601E-05   5.89414967E-05   2.21514846E-05  
  82               1.66439151E+01   1.76989861E+03   8.38621233E-01   1.60276868E-01   3.55908540E-04   4.75231260E-04   5.51391989E-05   6.18104460E-05   5.89564638E-05   2.18052503E-05  
  83               1.80151857E+01   1.80710722E+03   8.38555647E-01   1.60266130E-01   3.74941771E-04   4.84810627E-04   4.55679388E-05   8.15095395E-05   5.89777768E-05   2.13095084E-05  
  84               1.94706723E+01   1.84428829E+03   8.38472729E-01   1.60256609E-01   4.11701909E-04   4.93783430E-04   3.62520498E-05   1.06200736E-04   5.90023965E-05   2.06534904E-05  
  85               2.08023546E+01   1.87634164E+03   8.38452198E-01   1.60253149E-01   4.09434970E-04   4.97516164E-04   3.26531506E-05   1.32208337E-04   5.90367646E-05   2.06499691E-05  
  86               2.19927216E+01   1.90371732E+03   8.38421367E-01   1.60248258E-01   4.06753353E-04   5.00177869E-04   2.99750146E-05   1.58421640E-04   5.90293101E-05   2.06445035E-05  
  87               2.33099667E+01   1.93255242E+03   8.38395037E-01   1.60244918E-01   4.04285481E-04   5.02609668E-04   2.75053180E-05   1.90514570E-04   5.90208940E-05   2.06364878E-05  
  88               2.47727142E+01   1.96320862E+03   8.38361390E-01   1.60241007E-01   4.02015003E-04   5.04824362E-04   2.51977788E-05   2.30340330E-04   5.90121166E-05   2.06244212E-05  
  89               2.59787717E+01   1.98733802E+03   8.38330380E-01   1.60237624E-01   4.00419733E-04   5.06404715E-04   2.35912116E-05   2.66253736E-04   5.90188388E-05   2.06122532E-05  
  90               2.69044080E+01   2.00533186E+03   8.38304501E-01   1.60234908E-01   3.99313272E-04   5.07476759E-04   2.24916840E-05   2.95928221E-04   5.90044880E-05   2.06013141E-05  
  91               2.79427471E+01   2.02482291E+03   8.38241742E-01   1.60225668E-01   3.98218321E-04   5.08511759E-04   2.13994656E-05   3.31005229E-04   5.89857844E-05   2.05870736E-05  
  92               2.91022312E+01   2.04597783E+03   8.38204589E-01   1.60222002E-01   3.97138749E-04   5.09565998E-04   2.03051234E-05   3.72864138E-04   5.89608519E-05   2.05702326E-05  
  93               3.04008274E+01   2.06881075E+03   8.38160062E-01   1.60217679E-01   3.96089204E-04   5.10590823E-04   1.92325921E-05   4.22708149E-04   5.89369009E-05   2.05495008E-05  
  94               3.18667797E+01   2.09377352E+03   8.38105671E-01   1.60212502E-01   3.95060702E-04   5.11599033E-04   1.81612188E-05   4.83257195E-04   5.89152128E-05   2.05234969E-05  
  95               3.35232626E+01   2.12082814E+03   8.38039617E-01   1.60206325E-01   3.94022980E-04   5.12568462E-04   1.71198332E-05   5.56515075E-04   5.88837903E-05   2.04911047E-05  
  96               3.47644004E+01   2.14047199E+03   8.37986564E-01   1.60201421E-01   3.93334929E-04   5.13218795E-04   1.64261216E-05   6.15108660E-04   5.88917609E-05   2.04648000E-05  
  97               3.56579851E+01   2.15419439E+03   8.37946923E-01   1.60197789E-01   3.92884846E-04   5.13630484E-04   1.59759763E-05   6.58836358E-04   5.88634101E-05   2.04451139E-05  
  98               3.66699980E+01   2.16947380E+03   8.37900059E-01   1.60193518E-01   3.92410297E-04   5.14065135E-04   1.54982377E-05   7.10441658E-04   5.88403907E-05   2.04217642E-05  
  99               3.78120497E+01   2.18620072E+03   8.37845444E-01   1.60188569E-01   3.91927873E-04   5.14502325E-04   1.50118425E-05   7.70480692E-04   5.88172064E-05   2.03946571E-05  
  100              3.91007043E+01   2.20465087E+03   8.37780905E-01   1.60182750E-01   3.91427557E-04   5.14950777E-04   1.45067217E-05   8.41330582E-04   5.87918604E-05   2.03626610E-05  
  101              4.05504010E+01   2.22470358E+03   8.37703550E-01   1.60175611E-01   3.90928008E-04   5.15389331E-04   1.40015248E-05   9.23952402E-04   5.87650519E-05   2.03255307E-05  
