# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               H2S             
  28               1.05229226E-02   5.95269763E+02   8.38495915E-01   1.60510471E-01   2.89714337E-16   4.34351130E-04   3.52682890E-04   1.13321273E-04   5.94176965E-05   2.29885259E-05  
  29               1.30833720E-02   6.06000528E+02   8.38495893E-01   1.60510493E-01   5.70526254E-16   4.34351178E-04   3.52682928E-04   1.13321286E-04   5.94177030E-05   2.29885290E-05  
  30               1.62615933E-02   6.12544374E+02   8.38495813E-01   1.60510570E-01   8.15720789E-16   4.34351304E-04   3.52683031E-04   1.13321319E-04   5.94177203E-05   2.29885400E-05  
  31               2.02042933E-02   6.23776562E+02   8.38495787E-01   1.60510596E-01   1.59272376E-15   4.34351410E-04   3.52683117E-04   1.13321346E-04   5.94177348E-05   2.29885437E-05  
  32               2.50929608E-02   6.30751370E+02   8.38495700E-01   1.60510683E-01   2.28459465E-15   4.34351552E-04   3.52683232E-04   1.13321383E-04   5.94177542E-05   2.29885562E-05  
  33               3.11517447E-02   6.42778471E+02   8.38495666E-01   1.60510708E-01   4.49615591E-15   4.34351603E-04   3.52683274E-04   1.13321397E-04   5.94177612E-05   2.29885598E-05  
  34               3.86555249E-02   6.50623054E+02   8.38495574E-01   1.60510800E-01   6.63218587E-15   4.34351767E-04   3.52683407E-04   1.13321440E-04   5.94177836E-05   2.29885729E-05  
  35               4.79390995E-02   6.63853694E+02   8.38495552E-01   1.60510821E-01   1.34040898E-14   4.34352032E-04   3.52683622E-04   1.13321509E-04   5.94178199E-05   2.29885760E-05  
  36               5.94093657E-02   6.73052966E+02   8.38495446E-01   1.60510906E-01   2.07746389E-14   4.34352176E-04   3.52683739E-04   1.13321546E-04   5.94178396E-05   2.29885881E-05  
  37               7.35605771E-02   6.88109846E+02   8.38495439E-01   1.60510912E-01   4.41883549E-14   4.34352244E-04   3.52683794E-04   1.13321564E-04   5.94178489E-05   2.29885890E-05  
  38               9.09841997E-02   6.99231596E+02   8.38495305E-01   1.60510974E-01   7.33291895E-14   4.34352875E-04   3.52684306E-04   1.13321729E-04   5.94179352E-05   2.29885978E-05  
  39               1.12388725E-01   7.16393921E+02   8.38495317E-01   1.60510960E-01   1.63686081E-13   4.34353008E-04   3.52684414E-04   1.13321763E-04   5.94179534E-05   2.29885958E-05  
  40               1.38623105E-01   7.29875737E+02   8.38495088E-01   1.60510975E-01   2.92114891E-13   4.34355277E-04   3.52686256E-04   1.13322355E-04   5.94182638E-05   2.29885978E-05  
  41               1.70688150E-01   7.49672923E+02   8.38495128E-01   1.60510931E-01   6.87802860E-13   4.34356034E-04   3.52686871E-04   1.13322553E-04   5.94183673E-05   2.29885913E-05  
  42               2.09745742E-01   7.65908363E+02   8.38494934E-01   1.60510910E-01   1.31474743E-12   4.34356016E-04   3.52686857E-04   1.13322548E-04   5.94183649E-05   2.29885882E-05  
  43               2.57230535E-01   7.88877151E+02   8.38495020E-01   1.60510815E-01   3.25994256E-12   4.34358120E-04   3.52688565E-04   1.13323097E-04   5.94186528E-05   2.29885740E-05  
  44               3.14839201E-01   8.08730441E+02   8.38495063E-01   1.60510761E-01   6.73965417E-12   4.34358087E-04   3.52688539E-04   1.13323089E-04   5.94186483E-05   2.29910698E-05  
  45               3.84517380E-01   8.35678396E+02   8.38495251E-01   1.60510541E-01   1.76161915E-11   4.34357872E-04   3.52688364E-04   1.13323032E-04   5.94186188E-05   2.29990192E-05  
  46               4.68441915E-01   8.60008618E+02   8.38495403E-01   1.60510298E-01   3.93049262E-11   4.34357745E-04   3.52688261E-04   1.13322999E-04   5.94186015E-05   2.30156671E-05  
  47               5.69140501E-01   8.91816982E+02   8.38495807E-01   1.60509640E-01   1.07650649E-10   4.34357649E-04   3.52688183E-04   1.13322974E-04   5.94185883E-05   2.30746009E-05  
  48               6.89280466E-01   9.21354544E+02   8.38496036E-01   1.60508657E-01   2.55087795E-10   4.34358106E-04   3.52688554E-04   1.13323093E-04   5.94186508E-05   2.32132340E-05  
  49               8.31769349E-01   9.58475201E+02   8.38496852E-01   1.60506279E-01   7.12938650E-10   4.34361997E-04   3.52691713E-04   1.13324108E-04   5.94191830E-05   2.36909655E-05  
  50               1.00017159E+00   9.93577307E+02   8.38499171E-01   1.60502757E-01   1.74021653E-09   4.34365021E-04   3.52694165E-04   1.13324896E-04   5.94195961E-05   2.42921102E-05  
  51               1.19869695E+00   1.03602571E+03   8.38506878E-01   1.60495085E-01   4.78772143E-09   4.34354204E-04   3.52685362E-04   1.13322067E-04   5.94181132E-05   2.42908312E-05  
  52               1.43168145E+00   1.07621899E+03   8.38517932E-01   1.60484081E-01   1.14970091E-08   4.34339460E-04   3.52673278E-04   1.13318179E-04   5.94160781E-05   2.42889657E-05  
  53               1.70368569E+00   1.12309222E+03   8.38537650E-01   1.60464425E-01   2.97905878E-08   4.34313257E-04   3.52651392E-04   1.13311093E-04   5.94123988E-05   2.42855661E-05  
  54               2.02013249E+00   1.16709209E+03   8.38559802E-01   1.60442305E-01   6.73185910E-08   4.34287731E-04   3.52627245E-04   1.13302795E-04   5.94084065E-05   2.42815362E-05  
  55               2.38869072E+00   1.21720435E+03   8.38589105E-01   1.60412978E-01   1.59640583E-07   4.34265109E-04   3.52592012E-04   1.13287382E-04   5.94030227E-05   2.42757651E-05  
  56               2.81743720E+00   1.26403111E+03   8.38614377E-01   1.60387559E-01   3.33151610E-07   4.34303860E-04   3.52543194E-04   1.13242264E-04   5.93985078E-05   2.42699034E-05  
  57               3.31496328E+00   1.31647877E+03   8.38641054E-01   1.60360554E-01   7.17352776E-07   4.34529653E-04   3.52403067E-04   1.13037552E-04   5.93936429E-05   2.42620701E-05  
  58               3.89086981E+00   1.36525965E+03   8.38660673E-01   1.60340728E-01   1.37578015E-06   4.35330238E-04   3.51911666E-04   1.12141816E-04   5.93901853E-05   2.42531492E-05  
  59               4.55925225E+00   1.41962943E+03   8.38680224E-01   1.60321937E-01   2.70870732E-06   4.37480714E-04   3.50371646E-04   1.09094847E-04   5.93867094E-05   2.42361666E-05  
  60               5.34053576E+00   1.47051782E+03   8.38695887E-01   1.60309728E-01   4.83409336E-06   4.42153364E-04   3.46571244E-04   1.01303791E-04   5.93838974E-05   2.41984200E-05  
  61               6.26089269E+00   1.52731322E+03   8.38711147E-01   1.60298955E-01   8.84524267E-06   4.50643905E-04   3.39417345E-04   8.67287392E-05   5.93813422E-05   2.40588072E-05  
  62               7.33505433E+00   1.58063625E+03   8.38709971E-01   1.60290409E-01   1.48579401E-05   4.62352831E-04   3.31690112E-04   7.06936994E-05   5.93841371E-05   2.36348576E-05  
  63               8.56041235E+00   1.63908040E+03   8.38708008E-01   1.60284426E-01   2.53439734E-05   4.76285314E-04   3.29875348E-04   5.40890540E-05   5.94036258E-05   2.21828922E-05  
  64               9.90320230E+00   1.69346758E+03   8.38692198E-01   1.60277993E-01   4.00914356E-05   4.86921687E-04   3.26553772E-04   4.37914194E-05   5.94092961E-05   2.20506745E-05  
  65               1.12747059E+01   1.75256649E+03   8.38634536E-01   1.60267067E-01   6.45203635E-05   4.97758104E-04   3.37547281E-04   3.26407813E-05   5.94293410E-05   2.15809324E-05  
  66               1.25234042E+01   1.80223130E+03   8.38542998E-01   1.60256072E-01   9.38607229E-05   5.06199767E-04   3.72538708E-04   2.40560582E-05   5.94806253E-05   2.08495614E-05  
  67               1.35507962E+01   1.83937996E+03   8.38479584E-01   1.60249603E-01   1.22387667E-04   5.10582038E-04   3.95511145E-04   1.96638675E-05   5.95121635E-05   2.04986313E-05  
  68               1.47227430E+01   1.87997672E+03   8.38435296E-01   1.60243423E-01   1.61621821E-04   5.13194886E-04   3.93815571E-04   1.70539597E-05   5.95069054E-05   2.04992348E-05  
  69               1.57176609E+01   1.91154041E+03   8.38403252E-01   1.60239935E-01   1.98697924E-04   5.14823592E-04   3.92179627E-04   1.54157022E-05   5.95193020E-05   2.04952899E-05  
  70               1.65059205E+01   1.93623828E+03   8.38373613E-01   1.60236859E-01   2.32559118E-04   5.15947271E-04   3.91005435E-04   1.42530038E-05   5.95127189E-05   2.04879702E-05  
  71               1.74373948E+01   1.96317247E+03   8.38336425E-01   1.60233169E-01   2.74472233E-04   5.16989438E-04   3.89917476E-04   1.31827932E-05   5.95025663E-05   2.04768471E-05  
  72               1.85292064E+01   1.99428565E+03   8.38255344E-01   1.60222429E-01   3.30688164E-04   5.18043842E-04   3.88761398E-04   1.20550952E-05   5.94837732E-05   2.04570951E-05  
  73               1.93733219E+01   2.01651524E+03   8.38214354E-01   1.60218590E-01   3.76053908E-04   5.18714525E-04   3.88101731E-04   1.13749326E-05   5.95168347E-05   2.04405163E-05  
  74               2.00127799E+01   2.03367599E+03   8.38179414E-01   1.60215333E-01   4.14759389E-04   5.19189930E-04   3.87571726E-04   1.08604088E-05   5.95033911E-05   2.04246878E-05  
  75               2.07830173E+01   2.05270380E+03   8.38137487E-01   1.60211482E-01   4.60929695E-04   5.19649580E-04   3.87113422E-04   1.03716774E-05   5.94879291E-05   2.04059571E-05  
  76               2.17043645E+01   2.07574333E+03   8.38081317E-01   1.60206353E-01   5.22807025E-04   5.20185464E-04   3.86519688E-04   9.79458224E-06   5.94697165E-05   2.03786961E-05  
  77               2.28037044E+01   2.10114452E+03   8.38012836E-01   1.60200171E-01   5.98006193E-04   5.20677141E-04   3.85960664E-04   9.25580861E-06   5.94479069E-05   2.03452019E-05  
  78               2.41070053E+01   2.13098185E+03   8.37921823E-01   1.60192004E-01   6.97788106E-04   5.21212929E-04   3.85340164E-04   8.65929965E-06   5.94218750E-05   2.02990175E-05  
  79               2.56423550E+01   2.16339186E+03   8.37810147E-01   1.60182066E-01   8.19947503E-04   5.21680137E-04   3.84774718E-04   8.11969088E-06   5.93897887E-05   2.02424734E-05  
  80               2.74402393E+01   2.20032903E+03   8.37663613E-01   1.60169084E-01   9.80040710E-04   5.22151883E-04   3.84181576E-04   7.55727721E-06   5.93518924E-05   2.01675357E-05  
  81               2.95338348E+01   2.23976546E+03   8.37484062E-01   1.60153263E-01   1.17592179E-03   5.22532775E-04   3.83660188E-04   7.06762008E-06   5.93054913E-05   2.00774860E-05  
  82               3.19596626E+01   2.28353243E+03   8.37250061E-01   1.60132497E-01   1.42884426E-03   5.22881513E-04   3.83139880E-04   6.58312374E-06   5.92514153E-05   1.99628575E-05  
  83               3.47571866E+01   2.32947797E+03   8.36960052E-01   1.60107610E-01   1.73586089E-03   5.23231219E-04   3.88717801E-04   6.08388523E-06   5.91901535E-05   1.98619471E-05  
  84               3.79714339E+01   2.37939566E+03   8.36601787E-01   1.60076284E-01   2.12569908E-03   5.23417083E-04   3.88456239E-04   5.70288365E-06   5.91158866E-05   1.96977699E-05  
  85               4.16535465E+01   2.43105522E+03   8.36172450E-01   1.60038807E-01   2.59272601E-03   5.23488502E-04   3.88249048E-04   5.39985448E-06   5.90280692E-05   1.95115367E-05  
  86               4.58606188E+01   2.48629799E+03   8.35637041E-01   1.59992105E-01   3.17507301E-03   5.23485415E-04   3.88045808E-04   5.12175480E-06   5.89273154E-05   1.92915714E-05  
  87               5.06575504E+01   2.54280158E+03   8.35006424E-01   1.59937149E-01   3.86084162E-03   5.23361437E-04   3.87901827E-04   4.91523733E-06   5.88097831E-05   1.90501277E-05  
  88               5.61222612E+01   2.60246540E+03   8.34236202E-01   1.59870051E-01   4.69836777E-03   5.23145469E-04   3.87774938E-04   4.73436469E-06   5.86753151E-05   1.87748832E-05  
  89               6.23454488E+01   2.66311935E+03   8.33343442E-01   1.59792319E-01   5.66901148E-03   5.22801394E-04   3.87719014E-04   4.61586895E-06   5.85199670E-05   1.84811004E-05  
  90               6.94315112E+01   2.72651732E+03   8.32277084E-01   1.59699490E-01   6.82833440E-03   5.22344734E-04   3.87704432E-04   4.52358004E-06   5.83424349E-05   1.81572459E-05  
  91               7.74990431E+01   2.79069533E+03   8.31062036E-01   1.59593754E-01   8.14917218E-03   5.21747740E-04   3.87784531E-04   4.48627015E-06   5.81387158E-05   1.78204966E-05  
  92               8.66837197E+01   2.85727744E+03   8.29641591E-01   1.59470158E-01   9.69320765E-03   5.21014856E-04   3.87941205E-04   4.47496088E-06   5.79060952E-05   1.74600568E-05  
  93               9.71382997E+01   2.92451947E+03   8.28049461E-01   1.59331660E-01   1.14237006E-02   5.20123695E-04   3.88229008E-04   4.51310749E-06   5.76400359E-05   1.70936623E-05  
  94               1.09035005E+02   2.99386344E+03   8.26226476E-01   1.59173097E-01   1.34049934E-02   5.19068957E-04   3.88640591E-04   4.57783140E-06   5.73355768E-05   1.67115260E-05  
  95               1.22562841E+02   3.06363019E+03   8.24221682E-01   1.58998761E-01   1.55836685E-02   5.17831594E-04   3.89232402E-04   4.69066070E-06   5.69865944E-05   1.63319469E-05  
  96               1.37903081E+02   3.13504089E+03   8.21977927E-01   1.58803667E-01   1.80218627E-02   5.16401708E-04   3.89998399E-04   4.83158187E-06   5.65847109E-05   1.59457680E-05  
  97               1.55240056E+02   3.20628257E+03   8.19570645E-01   1.58594404E-01   2.06374734E-02   5.14766968E-04   3.90988491E-04   5.02151766E-06   5.61211003E-05   1.55719789E-05  
  98               1.74771301E+02   3.27871678E+03   8.16933600E-01   1.58365194E-01   2.35025197E-02   5.12912902E-04   3.92183070E-04   5.23965991E-06   5.55794166E-05   1.51988234E-05  
  99               1.96711223E+02   3.35050993E+03   8.14167531E-01   1.58124828E-01   2.65073896E-02   5.10829693E-04   3.93621669E-04   5.50889201E-06   5.49435136E-05   1.48449303E-05  
  100              2.21295426E+02   3.42333500E+03   8.11183408E-01   1.57865536E-01   2.97488935E-02   5.08494773E-04   3.95262694E-04   5.80594852E-06   5.41802439E-05   1.44946627E-05  
  101              2.48785844E+02   3.49531716E+03   8.08105864E-01   1.57598193E-01   3.30914397E-02   5.05898563E-04   3.97137766E-04   6.15689403E-06   5.32604703E-05   1.41664220E-05  
