# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H                N2               H2S             
  20               1.13111293E-02   1.43685513E+02   8.38107586E-01   1.60470294E-01   7.77831806E-04   5.28260634E-04   5.53846725E-05   2.45679571E-76   3.30537911E-05   2.29843066E-05  
  21               1.37907380E-02   1.49705773E+02   8.38107578E-01   1.60470292E-01   7.77831852E-04   5.28260665E-04   5.53846758E-05   3.30144037E-73   3.30537930E-05   2.29843063E-05  
  22               1.68001182E-02   1.55989432E+02   8.38107547E-01   1.60470286E-01   7.77831902E-04   5.28260699E-04   5.53846794E-05   3.35380071E-70   3.30537952E-05   2.29843055E-05  
  23               2.04518746E-02   1.62451988E+02   8.38107438E-01   1.60470266E-01   7.77831982E-04   5.28260753E-04   5.53846851E-05   2.36533396E-67   3.30537986E-05   2.29843025E-05  
  24               2.48825798E-02   1.69170020E+02   8.38107096E-01   1.60470200E-01   7.77831823E-04   5.28260646E-04   5.53846737E-05   1.26804677E-64   3.30537918E-05   2.29842931E-05  
  25               3.02568242E-02   1.76047452E+02   8.38106063E-01   1.60470002E-01   7.77832721E-04   5.28261255E-04   5.53847377E-05   4.78332968E-62   3.30538300E-05   2.29842648E-05  
  26               3.67731314E-02   1.83158791E+02   8.38103245E-01   1.60469463E-01   7.77830801E-04   5.28259951E-04   5.53846009E-05   1.37804576E-59   3.30537483E-05   2.29841875E-05  
  27               4.46704610E-02   1.90422325E+02   8.38095537E-01   1.60467987E-01   7.77838334E-04   5.28265067E-04   5.53851373E-05   2.88471767E-57   3.30540685E-05   2.29839761E-05  
  28               5.42346623E-02   1.98026745E+02   8.38001949E-01   1.60450068E-01   7.77825376E-04   5.28256267E-04   5.53842147E-05   5.09012667E-55   3.30535178E-05   2.29814096E-05  
  29               6.58097181E-02   2.05746751E+02   8.38107414E-01   1.60470261E-01   7.77947802E-04   5.28339412E-04   5.53929319E-05   6.54426525E-53   3.30587203E-05   2.29843019E-05  
  30               7.98106036E-02   2.13734685E+02   8.37576055E-01   1.60368523E-01   7.77808956E-04   5.28245115E-04   5.53830455E-05   6.86051088E-51   3.30528200E-05   2.29697298E-05  
  31               9.67376914E-02   2.21764913E+02   8.38106671E-01   1.60470119E-01   7.78441859E-04   5.28674948E-04   5.54281107E-05   5.23953414E-49   3.30797151E-05   2.29842815E-05  
  32               1.17196484E-01   2.29964543E+02   8.38107334E-01   1.60470246E-01   7.78001151E-04   5.28375644E-04   5.53967305E-05   3.19382408E-47   3.30609873E-05   2.29842997E-05  
  33               1.41914391E-01   2.38108875E+02   8.38106665E-01   1.60470118E-01   7.78446007E-04   5.28677765E-04   5.54284060E-05   1.42234061E-45   3.30798914E-05   2.29842813E-05  
  34               1.71785632E-01   2.46435090E+02   8.38106664E-01   1.60470118E-01   7.78446098E-04   5.28677827E-04   5.54284125E-05   5.30197253E-44   3.30798952E-05   2.29842813E-05  
  35               2.07910517E-01   2.54851806E+02   8.38106664E-01   1.60470117E-01   7.78446190E-04   5.28677890E-04   5.54284191E-05   1.60957999E-42   3.30798992E-05   2.29842813E-05  
  36               2.51613840E-01   2.63618679E+02   8.38106664E-01   1.60470117E-01   7.78446287E-04   5.28677956E-04   5.54284260E-05   4.45991057E-41   3.30799033E-05   2.29842813E-05  
  37               3.04492945E-01   2.72606740E+02   8.38106664E-01   1.60470117E-01   7.78446391E-04   5.28678026E-04   5.54284334E-05   1.07318407E-39   3.30799077E-05   2.29842813E-05  
  38               3.68468137E-01   2.82022497E+02   8.38106664E-01   1.60470117E-01   7.78446503E-04   5.28678102E-04   5.54284413E-05   2.41464434E-38   3.30799125E-05   2.29842813E-05  
  39               4.45837030E-01   2.91769144E+02   8.38106664E-01   1.60470117E-01   7.78446623E-04   5.28678184E-04   5.54284499E-05   4.89404568E-37   3.30799176E-05   2.29842813E-05  
  40               5.39378929E-01   3.02085792E+02   8.38106663E-01   1.60470117E-01   7.78446752E-04   5.28678272E-04   5.54284591E-05   9.57129313E-36   3.30799231E-05   2.29842813E-05  
  41               6.52403645E-01   3.12916616E+02   8.38106663E-01   1.60470117E-01   7.78446892E-04   5.28678366E-04   5.54284690E-05   1.75626287E-34   3.30799290E-05   2.29842813E-05  
  42               7.88833780E-01   3.24575386E+02   8.38106663E-01   1.60470117E-01   7.78447041E-04   5.28678468E-04   5.54284797E-05   3.24440009E-33   3.30799354E-05   2.29842813E-05  
  43               9.53332653E-01   3.37058838E+02   8.38106662E-01   1.60470117E-01   7.78447203E-04   5.28678578E-04   5.54284912E-05   5.89446390E-32   3.30799422E-05   2.29842812E-05  
  44               1.15153995E+00   3.50611473E+02   8.38106662E-01   1.60470117E-01   7.78447381E-04   5.28678698E-04   5.54285038E-05   1.08866093E-30   3.30799498E-05   2.29842812E-05  
  45               1.39009146E+00   3.65184410E+02   8.38106659E-01   1.60470116E-01   7.78447569E-04   5.28678826E-04   5.54285173E-05   1.96855810E-29   3.30799578E-05   2.29842811E-05  
  46               1.67658636E+00   3.81220858E+02   8.38106659E-01   1.60470116E-01   7.78447793E-04   5.28678978E-04   5.54285332E-05   3.69685668E-28   3.30799673E-05   2.29842811E-05  
  47               2.01981443E+00   3.98854134E+02   8.38106419E-01   1.60470070E-01   7.78447912E-04   5.28679059E-04   5.54285417E-05   7.10018074E-27   3.30799724E-05   2.29842745E-05  
  48               2.43019451E+00   4.18430901E+02   8.38106438E-01   1.60470046E-01   7.78450500E-04   5.28680817E-04   5.54287259E-05   1.41544674E-25   3.30800823E-05   2.29842711E-05  
  49               2.91888272E+00   4.39792454E+02   8.38106436E-01   1.60470045E-01   7.78450771E-04   5.28681001E-04   5.54287452E-05   2.73978871E-24   3.30800938E-05   2.29842710E-05  
  50               3.49776716E+00   4.63175706E+02   8.38106342E-01   1.60470028E-01   7.78451075E-04   5.28681207E-04   5.54287669E-05   5.14197989E-23   3.30801068E-05   2.29842685E-05  
  51               4.18047377E+00   4.88589463E+02   8.38105961E-01   1.60470037E-01   7.78451689E-04   5.28681624E-04   5.54288106E-05   9.06757888E-22   3.30801329E-05   2.29842698E-05  
  52               4.98415609E+00   5.15055840E+02   8.38102886E-01   1.60469725E-01   7.78451495E-04   5.28681492E-04   5.54287968E-05   1.32948262E-20   3.30801246E-05   2.29842251E-05  
  53               5.92791388E+00   5.42483633E+02   8.38103068E-01   1.60469420E-01   7.78520600E-04   5.28728425E-04   5.54337173E-05   1.62556373E-19   3.30830612E-05   2.29841813E-05  
  54               7.03208029E+00   5.70975941E+02   8.38103096E-01   1.60469391E-01   7.78520992E-04   5.28728691E-04   5.54337452E-05   1.69404023E-18   3.30830779E-05   2.29841773E-05  
  55               8.32017707E+00   5.99814520E+02   8.38103148E-01   1.60469339E-01   7.78521375E-04   5.28728951E-04   5.54337725E-05   1.44192799E-17   3.30830941E-05   2.29841697E-05  
  56               9.82309577E+00   6.27904815E+02   8.38103231E-01   1.60469255E-01   7.78521739E-04   5.28729199E-04   5.54337985E-05   9.54281123E-17   3.30831096E-05   2.29841577E-05  
  57               1.15717086E+01   6.56973609E+02   8.38103366E-01   1.60469119E-01   7.78522027E-04   5.28729394E-04   5.54338189E-05   5.67864452E-16   3.30831218E-05   2.29841382E-05  
  58               1.35969726E+01   6.86157256E+02   8.38103564E-01   1.60468920E-01   7.78522242E-04   5.28729540E-04   5.54338342E-05   2.91153028E-15   3.30831310E-05   2.29841098E-05  
  59               1.59311337E+01   7.17424545E+02   8.38103873E-01   1.60468610E-01   7.78522255E-04   5.28729549E-04   5.54338352E-05   1.44933404E-14   3.30831316E-05   2.29840653E-05  
  60               1.86246587E+01   7.50227202E+02   8.38104318E-01   1.60468158E-01   7.78522034E-04   5.28729399E-04   5.54338195E-05   6.75619655E-14   3.30831222E-05   2.29840006E-05  
  61               2.17307340E+01   7.86790917E+02   8.38105001E-01   1.60467454E-01   7.78521325E-04   5.28728918E-04   5.54337690E-05   3.24228982E-13   3.30830920E-05   2.29838997E-05  
  62               2.53103066E+01   8.21705842E+02   8.38105722E-01   1.60466656E-01   7.78520586E-04   5.28728415E-04   5.54337163E-05   1.26299187E-12   3.30830606E-05   2.29837851E-05  
  63               2.94198982E+01   8.60585661E+02   8.38106630E-01   1.60465540E-01   7.78519914E-04   5.28727959E-04   5.54336685E-05   5.06159980E-12   3.30830321E-05   2.29836423E-05  
  64               3.41270497E+01   8.97470108E+02   8.38107492E-01   1.60464449E-01   7.78523346E-04   5.28730290E-04   5.54339128E-05   1.67747283E-11   3.30831779E-05   2.29834849E-05  
  65               3.95190612E+01   9.38606422E+02   8.38108771E-01   1.60463132E-01   7.78526063E-04   5.28732135E-04   5.54341063E-05   5.73385285E-11   3.30832934E-05   2.29868010E-05  
  66               4.56667707E+01   9.77415849E+02   8.38109814E-01   1.60461983E-01   7.78524790E-04   5.28731270E-04   5.54340157E-05   1.65028251E-10   3.30832392E-05   2.30078055E-05  
  67               5.26339077E+01   1.02042462E+03   8.38110857E-01   1.60460634E-01   7.78524169E-04   5.28730849E-04   5.54339715E-05   4.86687306E-10   3.30832129E-05   2.30767394E-05  
  68               6.04753631E+01   1.06045283E+03   8.38111160E-01   1.60459499E-01   7.78526725E-04   5.28732585E-04   5.54341535E-05   1.22154256E-09   3.30833215E-05   2.32484499E-05  
  69               6.92861033E+01   1.10474695E+03   8.38110942E-01   1.60458174E-01   7.78537694E-04   5.28740034E-04   5.54349345E-05   3.14163366E-09   3.30837876E-05   2.37331508E-05  
  70               7.92161099E+01   1.14599754E+03   8.38110754E-01   1.60457226E-01   7.78550070E-04   5.28748436E-04   5.54358159E-05   7.03817790E-09   3.30843136E-05   2.42851514E-05  
  71               9.04131401E+01   1.19204012E+03   8.38111698E-01   1.60456247E-01   7.78548636E-04   5.28747438E-04   5.54357150E-05   1.62784781E-08   3.30842534E-05   2.42848549E-05  
  72               1.03006305E+02   1.23420243E+03   8.38112295E-01   1.60455561E-01   7.78548174E-04   5.28746946E-04   5.54356911E-05   3.29373634E-08   3.30842394E-05   2.42845346E-05  
  73               1.17100549E+02   1.27726641E+03   8.38112770E-01   1.60454896E-01   7.78547550E-04   5.28745537E-04   5.54357009E-05   6.44032949E-08   3.30842461E-05   2.42840955E-05  
  74               1.32807485E+02   1.31844620E+03   8.38113003E-01   1.60454350E-01   7.78544775E-04   5.28738958E-04   5.54357837E-05   1.16804830E-07   3.30842998E-05   2.42835402E-05  
  75               1.50372700E+02   1.36209079E+03   8.38113165E-01   1.60453712E-01   7.78529611E-04   5.28710202E-04   5.54359045E-05   2.11291760E-07   3.30843901E-05   2.42827180E-05  
  76               1.70019834E+02   1.40515116E+03   8.38113209E-01   1.60453111E-01   7.78466092E-04   5.28603278E-04   5.54359968E-05   3.64536354E-07   3.30845181E-05   2.42816136E-05  
  77               1.91997496E+02   1.45139726E+03   8.38113361E-01   1.60452372E-01   7.78257573E-04   5.28282579E-04   5.54359152E-05   6.32705557E-07   3.30847444E-05   2.42799344E-05  
  78               2.16493096E+02   1.49752715E+03   8.38113814E-01   1.60451674E-01   7.77718245E-04   5.27539474E-04   5.54350254E-05   1.05730646E-06   3.30851816E-05   2.42775449E-05  
  79               2.43628052E+02   1.54699375E+03   8.38114746E-01   1.60450820E-01   7.76656372E-04   5.26206741E-04   5.54319183E-05   1.77578295E-06   3.30864795E-05   2.42735522E-05  
  80               2.73553383E+02   1.59557685E+03   8.38115742E-01   1.60449945E-01   7.75165252E-04   5.24442718E-04   5.54231828E-05   2.85543584E-06   3.30900030E-05   2.42668897E-05  
  81               3.06600087E+02   1.64579582E+03   8.38116532E-01   1.60448846E-01   7.73265666E-04   5.22149704E-04   5.54009390E-05   4.52893615E-06   3.30977957E-05   2.42536332E-05  
  82               3.42882818E+02   1.69500281E+03   8.38100077E-01   1.60444474E-01   7.71396523E-04   5.19510920E-04   5.53914175E-05   6.91058279E-06   3.31283047E-05   2.42261219E-05  
  83               3.82498336E+02   1.74544885E+03   8.38081229E-01   1.60443002E-01   7.88857167E-04   5.15945427E-04   5.53434480E-05   1.03954439E-05   3.31439563E-05   2.34127162E-05  
  84               4.25591311E+02   1.79456329E+03   8.38080402E-01   1.60441400E-01   7.85778464E-04   5.12434880E-04   5.53618558E-05   1.50914967E-05   3.31267200E-05   2.34218339E-05  
  85               4.72275667E+02   1.84471722E+03   8.38078036E-01   1.60439436E-01   7.82370463E-04   5.08370032E-04   5.54646433E-05   2.16325385E-05   3.30636970E-05   2.34258145E-05  
  86               5.22435618E+02   1.89311686E+03   8.38072319E-01   1.60437202E-01   7.79746033E-04   5.04206066E-04   5.57662590E-05   2.99953598E-05   3.28990159E-05   2.34164482E-05  
  87               5.75514302E+02   1.94163990E+03   8.38059684E-01   1.60434121E-01   7.79026681E-04   4.99550884E-04   5.61133089E-05   4.09498143E-05   3.27051273E-05   2.33785862E-05  
  88               6.33615435E+02   1.98955172E+03   8.38032199E-01   1.60429485E-01   7.83322505E-04   4.94640822E-04   5.66477564E-05   5.47326318E-05   3.24139837E-05   2.32859087E-05  
  89               6.96831470E+02   2.03898012E+03   8.37981715E-01   1.60422595E-01   7.97588683E-04   4.88704441E-04   5.72080417E-05   7.27777748E-05   3.21038144E-05   2.30919221E-05  
  90               7.65355906E+02   2.08741733E+03   8.37904629E-01   1.60414007E-01   8.27254552E-04   4.81964861E-04   5.79343578E-05   9.47552171E-05   3.17074571E-05   2.27774303E-05  
  91               8.44205971E+02   2.14010417E+03   8.37833964E-01   1.60406087E-01   8.51229159E-04   4.74540809E-04   5.87320509E-05   1.24537730E-04   3.12674745E-05   2.25373124E-05  
  92               9.30142960E+02   2.19197722E+03   8.37806660E-01   1.60401818E-01   8.46324274E-04   4.69004584E-04   5.96944942E-05   1.60552865E-04   3.07420875E-05   2.25337959E-05  
  93               1.02011083E+03   2.24318233E+03   8.37772511E-01   1.60396969E-01   8.41532820E-04   4.63477180E-04   6.06521594E-05   2.03881709E-04   3.02138873E-05   2.25249769E-05  
  94               1.12602038E+03   2.29790269E+03   8.37713987E-01   1.60388782E-01   8.36901242E-04   4.57928244E-04   6.18262168E-05   2.59552799E-04   2.95678551E-05   2.25105830E-05  
  95               1.22821441E+03   2.34741266E+03   8.37656634E-01   1.60382763E-01   8.37527937E-04   4.52636268E-04   6.29090323E-05   3.19627216E-04   2.89684622E-05   2.25002514E-05  
  96               1.31855581E+03   2.38778860E+03   8.37607852E-01   1.60377455E-01   8.34846976E-04   4.48855933E-04   6.38793346E-05   3.75878200E-04   2.84326232E-05   2.24836072E-05  
  97               1.42388973E+03   2.43258125E+03   8.37545615E-01   1.60370920E-01   8.31996855E-04   4.44722470E-04   6.49583774E-05   4.46969639E-04   2.78325919E-05   2.24617412E-05  
  98               1.54628240E+03   2.48069821E+03   8.37437730E-01   1.60357334E-01   8.29363744E-04   4.40597515E-04   6.61993935E-05   5.33893154E-04   2.71409110E-05   2.24344685E-05  
  99               1.64767586E+03   2.51816612E+03   8.37369390E-01   1.60350985E-01   8.27590265E-04   4.37551983E-04   6.71966145E-05   6.09877527E-04   2.65855757E-05   2.24116491E-05  
  100              1.72801548E+03   2.54646835E+03   8.37313067E-01   1.60345656E-01   8.26408210E-04   4.35349182E-04   6.79682428E-05   6.72344943E-04   2.61551149E-05   2.23931785E-05  
  101              1.82281181E+03   2.57824511E+03   8.37244646E-01   1.60339311E-01   8.25283942E-04   4.33014962E-04   6.88643132E-05   7.47811483E-04   2.56554156E-05   2.23714064E-05  
