# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              N2               NH3              H2S              H2O(s)          
  20               1.48433399E-02   9.60394972E+01   8.38119564E-01   1.60472585E-01   7.74154299E-04   5.24755773E-04   4.07030457E-05   4.00051498E-05   2.29835725E-05   0.00000000E+00  
  21               1.73894117E-02   1.01105216E+02   8.38119415E-01   1.60472557E-01   7.74154299E-04   5.24755772E-04   4.07030456E-05   4.00051498E-05   2.29835684E-05   1.41074927E-16  
  22               2.03373613E-02   1.06055323E+02   8.38118799E-01   1.60472439E-01   7.74154437E-04   5.24755866E-04   4.07030529E-05   4.00051569E-05   2.29835515E-05   2.01466803E-15  
  23               2.37540669E-02   1.11543704E+02   8.38116534E-01   1.60472005E-01   7.74154881E-04   5.24756167E-04   4.07030762E-05   4.00051799E-05   2.29834894E-05   2.04015261E-14  
  24               2.77168764E-02   1.16920176E+02   8.38106412E-01   1.60470067E-01   7.74156715E-04   5.24757410E-04   4.07031726E-05   4.00052746E-05   2.29832118E-05   2.25770815E-13  
  25               3.23155228E-02   1.22957355E+02   8.38034618E-01   1.60456321E-01   7.74165021E-04   5.24763041E-04   4.07036094E-05   4.00057039E-05   2.29812430E-05   1.87141806E-12  
  26               3.76539056E-02   1.28954095E+02   8.38119453E-01   1.60472564E-01   7.74228492E-04   5.24806064E-04   4.07069465E-05   4.00089838E-05   2.29835694E-05   1.67196736E-11  
  27               4.38521030E-02   1.35671493E+02   8.38119522E-01   1.60472577E-01   7.74182155E-04   5.24774655E-04   4.07045103E-05   4.00065893E-05   2.29835713E-05   1.13161508E-10  
  28               5.10497219E-02   1.42327060E+02   8.38119421E-01   1.60472558E-01   7.74249221E-04   5.24820115E-04   4.07080364E-05   4.00100550E-05   2.29835685E-05   8.25117646E-10  
  29               5.94088322E-02   1.49777876E+02   8.38119419E-01   1.60472558E-01   7.74248535E-04   5.24819650E-04   4.07080003E-05   4.00100195E-05   2.29835685E-05   4.52684860E-09  
  30               6.91176085E-02   1.57088340E+02   8.38119400E-01   1.60472554E-01   7.74249286E-04   5.24820159E-04   4.07080398E-05   4.00100584E-05   2.29835679E-05   2.68342834E-08  
  31               8.03948938E-02   1.65257610E+02   8.38119319E-01   1.60472538E-01   7.74249306E-04   5.24820172E-04   4.07080409E-05   4.00100594E-05   2.29835658E-05   1.22245929E-07  
  32               9.34940803E-02   1.73285661E+02   8.38118916E-01   1.60472461E-01   7.74249368E-04   5.24820214E-04   4.07080441E-05   4.00100626E-05   2.29835547E-05   6.03390020E-07  
  33               1.08704346E-01   1.82250150E+02   8.38117764E-01   1.60472241E-01   7.74249706E-04   5.24820444E-04   4.07080619E-05   4.00100801E-05   2.29835231E-05   1.97526308E-06  
  34               1.26361960E-01   1.90358292E+02   8.38111925E-01   1.60471123E-01   7.74250726E-04   5.24821135E-04   4.07081155E-05   4.00101327E-05   2.29833630E-05   8.93007584E-06  
  35               1.46833096E-01   2.00293640E+02   8.38098937E-01   1.60468636E-01   7.74255906E-04   5.24824646E-04   4.07083879E-05   4.00104004E-05   2.29830068E-05   2.43961963E-05  
  36               1.70539638E-01   2.09002244E+02   8.38052231E-01   1.60459693E-01   7.74268141E-04   5.24832940E-04   4.07090312E-05   4.00110327E-05   2.29817260E-05   8.00246425E-05  
  37               1.97990662E-01   2.18794812E+02   8.37560935E-01   1.60365626E-01   7.74313634E-04   5.24863777E-04   4.07114231E-05   4.00133836E-05   2.29682533E-05   6.65322638E-04  
  38               2.29782098E-01   2.27327454E+02   8.38118626E-01   1.60472406E-01   7.74781476E-04   5.25180900E-04   4.07360210E-05   4.00375598E-05   2.29835467E-05   0.00000000E+00  
  39               2.66610837E-01   2.37131972E+02   8.38119246E-01   1.60472524E-01   7.74366709E-04   5.24899753E-04   4.07142136E-05   4.00161263E-05   2.29835637E-05   0.00000000E+00  
  40               3.09306073E-01   2.46116692E+02   8.38118509E-01   1.60472383E-01   7.74859356E-04   5.25233691E-04   4.07401157E-05   4.00415843E-05   2.29835435E-05   0.00000000E+00  
  41               3.58832892E-01   2.57016831E+02   8.38118510E-01   1.60472383E-01   7.74858805E-04   5.25233317E-04   4.07400868E-05   4.00415558E-05   2.29835435E-05   0.00000000E+00  
  42               4.16233760E-01   2.69025782E+02   8.38118515E-01   1.60472384E-01   7.74855606E-04   5.25231149E-04   4.07399186E-05   4.00413905E-05   2.29835437E-05   0.00000000E+00  
  43               4.82678194E-01   2.81594868E+02   8.38118508E-01   1.60472383E-01   7.74859698E-04   5.25233923E-04   4.07401337E-05   4.00416019E-05   2.29835435E-05   0.00000000E+00  
  44               5.59484370E-01   2.94562325E+02   8.38118508E-01   1.60472383E-01   7.74859691E-04   5.25233918E-04   4.07401334E-05   4.00416016E-05   2.29835435E-05   0.00000000E+00  
  45               6.48224723E-01   3.08128949E+02   8.38118508E-01   1.60472383E-01   7.74859684E-04   5.25233913E-04   4.07401330E-05   4.00416012E-05   2.29835435E-05   0.00000000E+00  
  46               7.50650779E-01   3.22114465E+02   8.38118508E-01   1.60472383E-01   7.74859676E-04   5.25233908E-04   4.07401325E-05   4.00416008E-05   2.29835435E-05   0.00000000E+00  
  47               8.68735833E-01   3.36743859E+02   8.38118508E-01   1.60472383E-01   7.74859667E-04   5.25233902E-04   4.07401321E-05   4.00416003E-05   2.29835435E-05   0.00000000E+00  
  48               1.00479059E+00   3.51819358E+02   8.38118508E-01   1.60472383E-01   7.74859656E-04   5.25233895E-04   4.07401315E-05   4.00415998E-05   2.29835435E-05   0.00000000E+00  
  49               1.16151750E+00   3.67606113E+02   8.38118504E-01   1.60472382E-01   7.74859655E-04   5.25233894E-04   4.07401315E-05   4.00415997E-05   2.29835434E-05   0.00000000E+00  
  50               1.34190627E+00   3.83870557E+02   8.38118505E-01   1.60472382E-01   7.74859636E-04   5.25233881E-04   4.07401305E-05   4.00415988E-05   2.29835433E-05   0.00000000E+00  
  51               1.54918764E+00   4.00888782E+02   8.38118216E-01   1.60472326E-01   7.74859682E-04   5.25233912E-04   4.07401329E-05   4.00416012E-05   2.29835354E-05   0.00000000E+00  
  52               1.78683039E+00   4.18378451E+02   8.38118245E-01   1.60472299E-01   7.74859149E-04   5.25233551E-04   4.07401049E-05   4.00415736E-05   2.29835314E-05   0.00000000E+00  
  53               2.05893683E+00   4.36652516E+02   8.38118235E-01   1.60472296E-01   7.74865253E-04   5.25237689E-04   4.07404258E-05   4.00418890E-05   2.29835311E-05   0.00000000E+00  
  54               2.37016339E+00   4.55411254E+02   8.38118218E-01   1.60472292E-01   7.74865233E-04   5.25237675E-04   4.07404247E-05   4.00418880E-05   2.29835305E-05   0.00000000E+00  
  55               2.72541125E+00   4.74982088E+02   8.38117819E-01   1.60472229E-01   7.74865327E-04   5.25237739E-04   4.07404297E-05   4.00418928E-05   2.29835215E-05   0.00000000E+00  
  56               3.12984408E+00   4.95006242E+02   8.38117525E-01   1.60472520E-01   7.74866489E-04   5.25238526E-04   4.07404908E-05   4.00419529E-05   2.29835632E-05   0.00000000E+00  
  57               3.58898132E+00   5.15829565E+02   8.38114735E-01   1.60471974E-01   7.74871934E-04   5.25242217E-04   4.07407771E-05   4.00422343E-05   2.29834849E-05   0.00000000E+00  
  58               4.11012630E+00   5.37108428E+02   8.38115030E-01   1.60471689E-01   7.74866725E-04   5.25238686E-04   4.07405032E-05   4.00419651E-05   2.29834441E-05   0.00000000E+00  
  59               4.70185302E+00   5.59283634E+02   8.38114971E-01   1.60471636E-01   7.74929156E-04   5.25281005E-04   4.07437857E-05   4.00451913E-05   2.29834365E-05   0.00000000E+00  
  60               5.37277172E+00   5.81947199E+02   8.38115030E-01   1.60471577E-01   7.74928979E-04   5.25280885E-04   4.07437763E-05   4.00451821E-05   2.29834281E-05   0.00000000E+00  
  61               6.13133581E+00   6.05508513E+02   8.38115128E-01   1.60471479E-01   7.74929296E-04   5.25281099E-04   4.07437930E-05   4.00451985E-05   2.29834140E-05   0.00000000E+00  
  62               6.98589565E+00   6.29469033E+02   8.38115283E-01   1.60471325E-01   7.74928925E-04   5.25280848E-04   4.07437735E-05   4.00451793E-05   2.29833919E-05   0.00000000E+00  
  63               7.94701766E+00   6.54302588E+02   8.38115520E-01   1.60471088E-01   7.74928366E-04   5.25280469E-04   4.07437441E-05   4.00451505E-05   2.29833580E-05   0.00000000E+00  
  64               9.02908331E+00   6.79572572E+02   8.38115861E-01   1.60470749E-01   7.74927567E-04   5.25279927E-04   4.07437021E-05   4.00451091E-05   2.29833094E-05   0.00000000E+00  
  65               1.02462513E+01   7.05813130E+02   8.38116341E-01   1.60470269E-01   7.74926453E-04   5.25279172E-04   4.07436435E-05   4.00450516E-05   2.29832407E-05   0.00000000E+00  
  66               1.16124806E+01   7.32455965E+02   8.38116964E-01   1.60469646E-01   7.74924971E-04   5.25278168E-04   4.07435656E-05   4.00449750E-05   2.29831514E-05   0.00000000E+00  
  67               1.31418213E+01   7.60037748E+02   8.38117756E-01   1.60468848E-01   7.74923099E-04   5.25276899E-04   4.07434672E-05   4.00448783E-05   2.29830372E-05   0.00000000E+00  
  68               1.48503338E+01   7.87934870E+02   8.38118633E-01   1.60467905E-01   7.74920955E-04   5.25275445E-04   4.07433544E-05   4.00447674E-05   2.29829020E-05   0.00000000E+00  
  69               1.67644007E+01   8.16893973E+02   8.38119664E-01   1.60466811E-01   7.74918702E-04   5.25273919E-04   4.07432360E-05   4.00446511E-05   2.29827451E-05   0.00000000E+00  
  70               1.89132009E+01   8.46332422E+02   8.38120704E-01   1.60465627E-01   7.74916890E-04   5.25272690E-04   4.07431407E-05   4.00445574E-05   2.29825751E-05   0.00000000E+00  
  71               2.13229680E+01   8.76950902E+02   8.38121749E-01   1.60464343E-01   7.74918412E-04   5.25273722E-04   4.07432207E-05   4.00446360E-05   2.29823905E-05   0.00000000E+00  
  72               2.40160083E+01   9.07927633E+02   8.38122964E-01   1.60463110E-01   7.74920113E-04   5.25274875E-04   4.07433102E-05   4.00447240E-05   2.29822123E-05   0.00000000E+00  
  73               2.70098533E+01   9.39914497E+02   8.38124166E-01   1.60461873E-01   7.74917322E-04   5.25272983E-04   4.07431634E-05   4.00445797E-05   2.29917164E-05   0.00000000E+00  
  74               3.03228842E+01   9.71968822E+02   8.38125225E-01   1.60460718E-01   7.74915003E-04   5.25271411E-04   4.07430415E-05   4.00444599E-05   2.30146089E-05   0.00000000E+00  
  75               3.39914767E+01   1.00496455E+03   8.38126113E-01   1.60459591E-01   7.74913712E-04   5.25270536E-04   4.07429736E-05   4.00443932E-05   2.30711931E-05   0.00000000E+00  
  76               3.80572070E+01   1.03816447E+03   8.38126618E-01   1.60458531E-01   7.74914849E-04   5.25271306E-04   4.07430334E-05   4.00444519E-05   2.32015743E-05   0.00000000E+00  
  77               4.25562206E+01   1.07232489E+03   8.38126340E-01   1.60457422E-01   7.74921161E-04   5.25275585E-04   4.07433653E-05   4.00447781E-05   2.34942420E-05   0.00000000E+00  
  78               4.75194848E+01   1.10661799E+03   8.38125694E-01   1.60456458E-01   7.74935996E-04   5.25285640E-04   4.07441453E-05   4.00455448E-05   2.42850895E-05   0.00000000E+00  
  79               5.29795583E+01   1.14171213E+03   8.38126460E-01   1.60455681E-01   7.74933683E-04   5.25284067E-04   4.07440240E-05   4.00454255E-05   2.42848921E-05   0.00000000E+00  
  80               5.89754249E+01   1.17687185E+03   8.38127133E-01   1.60454978E-01   7.74931595E-04   5.25282623E-04   4.07439158E-05   4.00453192E-05   2.42846641E-05   0.00000000E+00  
  81               6.55565642E+01   1.21279693E+03   8.38127743E-01   1.60454296E-01   7.74929838E-04   5.25281291E-04   4.07438313E-05   4.00452361E-05   2.42843755E-05   0.00000000E+00  
  82               7.28024330E+01   1.24897100E+03   8.38128238E-01   1.60453635E-01   7.74928538E-04   5.25279780E-04   4.07437996E-05   4.00452046E-05   2.42840036E-05   0.00000000E+00  
  83               8.07812055E+01   1.28604716E+03   8.38128609E-01   1.60452932E-01   7.74926740E-04   5.25275965E-04   4.07438614E-05   4.00452643E-05   2.42834981E-05   0.00000000E+00  
  84               8.95485463E+01   1.32337576E+03   8.38128792E-01   1.60452178E-01   7.74918670E-04   5.25260642E-04   4.07440549E-05   4.00454503E-05   2.42828194E-05   0.00000000E+00  
  85               9.91485857E+01   1.36141908E+03   8.38128823E-01   1.60451315E-01   7.74882807E-04   5.25202882E-04   4.07443731E-05   4.00457484E-05   2.42818905E-05   0.00000000E+00  
  86               1.09621143E+02   1.39953329E+03   8.38128793E-01   1.60450359E-01   7.74756672E-04   5.25017453E-04   4.07447655E-05   4.00460849E-05   2.42806498E-05   0.00000000E+00  
  87               1.21033727E+02   1.43820305E+03   8.38128960E-01   1.60449292E-01   7.74394326E-04   5.24519246E-04   4.07451070E-05   4.00462667E-05   2.42789646E-05   0.00000000E+00  
  88               1.33472854E+02   1.47701091E+03   8.38129716E-01   1.60448186E-01   7.73545562E-04   5.23428560E-04   4.07452996E-05   4.00460091E-05   2.42766784E-05   0.00000000E+00  
  89               1.47052961E+02   1.51647213E+03   8.38131308E-01   1.60447021E-01   7.71954972E-04   5.21522012E-04   4.07454861E-05   4.00449862E-05   2.42734063E-05   0.00000000E+00  
  90               1.61849119E+02   1.55615380E+03   8.38133827E-01   1.60445841E-01   7.69614700E-04   5.18835087E-04   4.07457296E-05   4.00422378E-05   2.42645494E-05   0.00000000E+00  
  91               1.77901288E+02   1.59625808E+03   8.38136424E-01   1.60444398E-01   7.66508820E-04   5.15485384E-04   4.07473106E-05   4.00370946E-05   2.42603668E-05   0.00000000E+00  
  92               1.95226379E+02   1.63632308E+03   8.38139417E-01   1.60442927E-01   7.63392627E-04   5.11558287E-04   4.07483484E-05   4.00250176E-05   2.42252496E-05   0.00000000E+00  
  93               2.13786093E+02   1.67634096E+03   8.38125967E-01   1.60437973E-01   7.59312021E-04   5.07099131E-04   4.07718014E-05   4.00265956E-05   2.42192744E-05   0.00000000E+00  
  94               2.33597921E+02   1.71603947E+03   8.38110715E-01   1.60435944E-01   7.74491425E-04   5.01467093E-04   4.07742759E-05   4.00038589E-05   2.33787122E-05   0.00000000E+00  
  95               2.54730121E+02   1.75557866E+03   8.38113391E-01   1.60433737E-01   7.69401343E-04   4.95993195E-04   4.07716188E-05   3.99901913E-05   2.33844068E-05   0.00000000E+00  
  96               2.77242685E+02   1.79489136E+03   8.38115976E-01   1.60431450E-01   7.63945936E-04   4.90150991E-04   4.07526931E-05   4.00113600E-05   2.33871886E-05   0.00000000E+00  
  97               3.01137062E+02   1.83389345E+03   8.38116971E-01   1.60428904E-01   7.58544395E-04   4.84006474E-04   4.07032407E-05   4.00952768E-05   2.33831495E-05   0.00000000E+00  
  98               3.26922821E+02   1.87333207E+03   8.38114598E-01   1.60425847E-01   7.53613978E-04   4.77461812E-04   4.06116612E-05   4.02560428E-05   2.33667204E-05   0.00000000E+00  
  99               3.54146238E+02   1.91223528E+03   8.38107483E-01   1.60422327E-01   7.50317601E-04   4.70694431E-04   4.04774474E-05   4.04913329E-05   2.33275726E-05   0.00000000E+00  
  100              3.82493449E+02   1.95037550E+03   8.38091700E-01   1.60417899E-01   7.50253308E-04   4.63620936E-04   4.03146348E-05   4.07743516E-05   2.32491516E-05   0.00000000E+00  
  101              4.13165997E+02   1.98895436E+03   8.37999090E-01   1.60399980E-01   7.55878330E-04   4.55849281E-04   4.01107552E-05   4.11229835E-05   2.31044722E-05   0.00000000E+00  
