# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                N2               CH4              H2S             
  14               4.43119561E-03   2.89581544E+02   8.38512550E-01   1.60547795E-01   5.08145827E-04   3.02255872E-04   2.49156472E-36   6.00067873E-05   4.06840643E-05   2.29923621E-05  
  15               5.15381657E-03   2.97632518E+02   8.38512550E-01   1.60547794E-01   5.08145816E-04   3.02255866E-04   2.67356886E-35   6.00067860E-05   4.06840635E-05   2.29923620E-05  
  16               5.97505958E-03   3.03945370E+02   8.38512550E-01   1.60547794E-01   5.08145804E-04   3.02255859E-04   1.54734652E-34   6.00067847E-05   4.06840625E-05   2.29923619E-05  
  17               6.90862396E-03   3.12109822E+02   8.38512552E-01   1.60547793E-01   5.08145794E-04   3.02255853E-04   1.37488156E-33   6.00067835E-05   4.06840617E-05   2.29923618E-05  
  18               7.96998403E-03   3.18584596E+02   8.38512552E-01   1.60547791E-01   5.08145780E-04   3.02255844E-04   7.06341084E-33   6.00067818E-05   4.06840606E-05   2.29923615E-05  
  19               9.17678499E-03   3.26950463E+02   8.38512556E-01   1.60547788E-01   5.08145771E-04   3.02255839E-04   5.41407359E-32   6.00067807E-05   4.06840599E-05   2.29923610E-05  
  20               1.05487903E-02   3.33758631E+02   8.38512557E-01   1.60547783E-01   5.08145750E-04   3.02255827E-04   2.59595616E-31   6.00067783E-05   4.06840582E-05   2.29923604E-05  
  21               1.21084395E-02   3.42531169E+02   8.38512566E-01   1.60547774E-01   5.08145768E-04   3.02255837E-04   1.81576039E-30   6.00067804E-05   4.06840597E-05   2.29923591E-05  
  22               1.38812720E-02   3.49757746E+02   8.38512576E-01   1.60547764E-01   5.08145742E-04   3.02255822E-04   8.26307520E-30   6.00067773E-05   4.06840576E-05   2.29923576E-05  
  23               1.58966771E-02   3.58901664E+02   8.38512577E-01   1.60547737E-01   5.08145678E-04   3.02255784E-04   5.22913850E-29   6.00067698E-05   4.06840525E-05   2.29923538E-05  
  24               1.81875780E-02   3.66591837E+02   8.38512604E-01   1.60547710E-01   5.08145946E-04   3.02255943E-04   2.26948201E-28   6.00068015E-05   4.06840739E-05   2.29923499E-05  
  25               2.07910223E-02   3.76330094E+02   8.38512660E-01   1.60547655E-01   5.08145842E-04   3.02255881E-04   1.35603772E-27   6.00067891E-05   4.06840655E-05   2.29923420E-05  
  26               2.37479923E-02   3.84824604E+02   8.38512726E-01   1.60547589E-01   5.08145758E-04   3.02255831E-04   5.92673610E-27   6.00067792E-05   4.06840589E-05   2.29923326E-05  
  27               2.71046743E-02   3.95512196E+02   8.38512606E-01   1.60547398E-01   5.08145332E-04   3.02255578E-04   3.51335674E-26   6.00067289E-05   4.06840247E-05   2.29923053E-05  
  28               3.09124888E-02   4.05075481E+02   8.38512800E-01   1.60547197E-01   5.08149361E-04   3.02257974E-04   1.58052024E-25   6.00072047E-05   4.06843473E-05   2.29922765E-05  
  29               3.52285773E-02   4.16950473E+02   8.38513160E-01   1.60546838E-01   5.08148759E-04   3.02257617E-04   9.40874593E-25   6.00071337E-05   4.06842991E-05   2.29922250E-05  
  30               4.01154421E-02   4.27967114E+02   8.38513623E-01   1.60546371E-01   5.08147985E-04   3.02257156E-04   4.47464867E-24   6.00070422E-05   4.06842372E-05   2.29921582E-05  
  31               4.56428948E-02   4.41655836E+02   8.38514508E-01   1.60545446E-01   5.08146841E-04   3.02256476E-04   2.82176370E-23   6.00069071E-05   4.06841456E-05   2.29920256E-05  
  32               5.18841814E-02   4.55266853E+02   8.38512586E-01   1.60543600E-01   5.08143638E-04   3.02254570E-04   1.57297327E-22   6.00065288E-05   4.06838891E-05   2.29917613E-05  
  33               5.89126641E-02   4.72955058E+02   8.38514937E-01   1.60541181E-01   5.08182337E-04   3.02277589E-04   1.28490885E-21   6.00110988E-05   4.06869875E-05   2.29914149E-05  
  34               6.68017895E-02   4.91094443E+02   8.38517929E-01   1.60538197E-01   5.08177772E-04   3.02274874E-04   9.44998818E-21   6.00105598E-05   4.06866220E-05   2.29909875E-05  
  35               7.56527422E-02   5.09763529E+02   8.38521129E-01   1.60535006E-01   5.08172947E-04   3.02272004E-04   6.34419304E-20   6.00099900E-05   4.06862357E-05   2.29905306E-05  
  36               8.55757269E-02   5.28919388E+02   8.38524171E-01   1.60531973E-01   5.08168419E-04   3.02269310E-04   3.88697267E-19   6.00094552E-05   4.06858732E-05   2.29900962E-05  
  37               9.66999488E-02   5.48651339E+02   8.38526856E-01   1.60529296E-01   5.08164433E-04   3.02266940E-04   2.20062370E-18   6.00089846E-05   4.06855541E-05   2.29897128E-05  
  38               1.09165923E-01   5.68914695E+02   8.38529098E-01   1.60527060E-01   5.08161123E-04   3.02264971E-04   1.15033230E-17   6.00085937E-05   4.06852890E-05   2.29893926E-05  
  39               1.23126598E-01   5.89791977E+02   8.38530922E-01   1.60525240E-01   5.08158425E-04   3.02263366E-04   5.60733727E-17   6.00082751E-05   4.06850730E-05   2.29891320E-05  
  40               1.38743360E-01   6.11217474E+02   8.38532372E-01   1.60523794E-01   5.08156290E-04   3.02262096E-04   2.54289555E-16   6.00080229E-05   4.06849020E-05   2.29889249E-05  
  41               1.56187307E-01   6.33263671E+02   8.38533519E-01   1.60522650E-01   5.08154579E-04   3.02261078E-04   1.08162103E-15   6.00078208E-05   4.06847651E-05   2.29887610E-05  
  42               1.75668965E-01   6.55878688E+02   8.38534418E-01   1.60521750E-01   5.08153237E-04   3.02260280E-04   4.31097956E-15   6.00076624E-05   4.06846576E-05   2.29886321E-05  
  43               1.97418406E-01   6.79161068E+02   8.38535121E-01   1.60521037E-01   5.08152202E-04   3.02259664E-04   1.62389894E-14   6.00075401E-05   4.06845747E-05   2.29885300E-05  
  44               2.21677680E-01   7.03029860E+02   8.38535654E-01   1.60520470E-01   5.08151535E-04   3.02259267E-04   5.76631155E-14   6.00074614E-05   4.06845214E-05   2.29884487E-05  
  45               2.48703770E-01   7.27574078E+02   8.38535932E-01   1.60519987E-01   5.08151367E-04   3.02259167E-04   1.94402659E-13   6.00074415E-05   4.06845079E-05   2.29883796E-05  
  46               2.78757799E-01   7.52684508E+02   8.38536067E-01   1.60519578E-01   5.08153711E-04   3.02260562E-04   6.20182715E-13   6.00077183E-05   4.06846956E-05   2.29883208E-05  
  47               3.12123080E-01   7.78448589E+02   8.38536371E-01   1.60519265E-01   5.08156376E-04   3.02262147E-04   1.88464206E-12   6.00080331E-05   4.06849089E-05   2.29882756E-05  
  48               3.49179358E-01   8.04794631E+02   8.38536656E-01   1.60518970E-01   5.08155816E-04   3.02261814E-04   5.44931111E-12   6.00079669E-05   4.06848641E-05   2.29910564E-05  
  49               3.90314564E-01   8.31846218E+02   8.38536964E-01   1.60518631E-01   5.08155227E-04   3.02261464E-04   1.50998244E-11   6.00078974E-05   4.06848170E-05   2.29981094E-05  
  50               4.35915315E-01   8.59467248E+02   8.38537359E-01   1.60518141E-01   5.08154610E-04   3.02261096E-04   3.99599211E-11   6.00078245E-05   4.06847676E-05   2.30181533E-05  
  51               4.86383768E-01   8.87766204E+02   8.38537940E-01   1.60517298E-01   5.08154100E-04   3.02260793E-04   1.01610432E-10   6.00077643E-05   4.06847267E-05   2.30748615E-05  
  52               5.42102507E-01   9.16557090E+02   8.38538806E-01   1.60515745E-01   5.08154334E-04   3.02260932E-04   2.47208366E-10   6.00077919E-05   4.06847454E-05   2.32266263E-05  
  53               6.03462616E-01   9.45943655E+02   8.38540205E-01   1.60512894E-01   5.08157054E-04   3.02262550E-04   5.78776147E-10   6.00081132E-05   4.06849633E-05   2.36106432E-05  
  54               6.71025650E-01   9.75783418E+02   8.38543639E-01   1.60508097E-01   5.08157623E-04   3.02262888E-04   1.30117778E-09   6.00081803E-05   4.06850087E-05   2.42929344E-05  
  55               7.45372259E-01   1.00625770E+03   8.38551441E-01   1.60500321E-01   5.08144416E-04   3.02255031E-04   2.82939148E-09   6.00066204E-05   4.06839511E-05   2.42916867E-05  
  56               8.27072607E-01   1.03715843E+03   8.38563290E-01   1.60488514E-01   5.08124853E-04   3.02243390E-04   5.92895720E-09   6.00043093E-05   4.06823838E-05   2.42897825E-05  
  57               9.16728991E-01   1.06867241E+03   8.38579781E-01   1.60472081E-01   5.08098028E-04   3.02227419E-04   1.20531873E-08   6.00011389E-05   4.06802318E-05   2.42871049E-05  
  58               1.01498782E+00   1.10055930E+03   8.38600273E-01   1.60451654E-01   5.08065402E-04   3.02207961E-04   2.36787960E-08   5.99972776E-05   4.06776010E-05   2.42837134E-05  
  59               1.12248433E+00   1.13302513E+03   8.38623529E-01   1.60428455E-01   5.08028895E-04   3.02186070E-04   4.52475145E-08   5.99929391E-05   4.06745945E-05   2.42797375E-05  
  60               1.24004869E+00   1.16582075E+03   8.38647440E-01   1.60404577E-01   5.07992371E-04   3.02163740E-04   8.37968437E-08   5.99885410E-05   4.06713015E-05   2.42754242E-05  
  61               1.36867299E+00   1.19925867E+03   8.38670620E-01   1.60381389E-01   5.07958674E-04   3.02141556E-04   1.51584972E-07   5.99842903E-05   4.06669603E-05   2.42708712E-05  
  62               1.50932739E+00   1.23303635E+03   8.38691584E-01   1.60360353E-01   5.07933545E-04   3.02119154E-04   2.66662148E-07   5.99804714E-05   4.06578565E-05   2.42661689E-05  
  63               1.66297097E+00   1.26744184E+03   8.38709963E-01   1.60341815E-01   5.07924535E-04   3.02091627E-04   4.59207948E-07   5.99771050E-05   4.06314514E-05   2.42611457E-05  
  64               1.83064132E+00   1.30216013E+03   8.38725328E-01   1.60326192E-01   5.07945544E-04   3.02048860E-04   7.70917707E-07   5.99742823E-05   4.05559677E-05   2.42555337E-05  
  65               2.01352673E+00   1.33748686E+03   8.38737970E-01   1.60313171E-01   5.08016311E-04   3.01972442E-04   1.26935397E-06   5.99719059E-05   4.03631661E-05   2.42485057E-05  
  66               2.21282910E+00   1.37313431E+03   8.38747990E-01   1.60302656E-01   5.08167630E-04   3.01837000E-04   2.04313532E-06   5.99699830E-05   3.99214945E-05   2.42382254E-05  
  67               2.43005113E+00   1.40940848E+03   8.38755766E-01   1.60294183E-01   5.08441327E-04   3.01616265E-04   3.23251766E-06   5.99684354E-05   3.90100318E-05   2.42194633E-05  
  68               2.66717683E+00   1.44612115E+03   8.38761452E-01   1.60287519E-01   5.08894887E-04   3.01305270E-04   5.01768413E-06   5.99673991E-05   3.73100346E-05   2.41786317E-05  
  69               2.92601458E+00   1.48352383E+03   8.38760420E-01   1.60281365E-01   5.09596846E-04   3.00968350E-04   7.67271409E-06   5.99668560E-05   3.44741910E-05   2.40796953E-05  
  70               3.20773204E+00   1.52128399E+03   8.38763439E-01   1.60278253E-01   5.10637422E-04   3.00855945E-04   1.15200968E-05   5.99688984E-05   3.03343131E-05   2.33267918E-05  
  71               3.51180650E+00   1.55932547E+03   8.38751860E-01   1.60272897E-01   5.12154482E-04   3.01308708E-04   1.69916481E-05   5.99864613E-05   2.54078200E-05   2.32995688E-05  
  72               3.83554687E+00   1.59696062E+03   8.38746896E-01   1.60271966E-01   5.13862678E-04   3.03250520E-04   2.44810321E-05   5.99891300E-05   2.03086326E-05   2.19341409E-05  
  73               4.17138929E+00   1.63351856E+03   8.38734181E-01   1.60268818E-01   5.15731196E-04   3.06208792E-04   3.43184941E-05   5.99937384E-05   1.64466601E-05   2.18766907E-05  
  74               4.50930632E+00   1.66793578E+03   8.38712726E-01   1.60265394E-01   5.17682133E-04   3.11965024E-04   4.64915600E-05   6.00078340E-05   1.34813501E-05   2.17328528E-05  
  75               4.83346808E+00   1.69913321E+03   8.38679703E-01   1.60261378E-01   5.19515435E-04   3.21894274E-04   6.05359200E-05   6.00304992E-05   1.11404784E-05   2.14750229E-05  
  76               5.12743642E+00   1.72594465E+03   8.38633609E-01   1.60256315E-01   5.21332772E-04   3.35579848E-04   7.53314693E-05   6.00885517E-05   9.31720478E-06   2.11406664E-05  
  77               5.38049459E+00   1.74811878E+03   8.38582603E-01   1.60251202E-01   5.22424043E-04   3.50464900E-04   8.97834140E-05   6.00922388E-05   7.92339452E-06   2.07981328E-05  
  78               5.65634242E+00   1.77128026E+03   8.38523693E-01   1.60248503E-01   5.23473715E-04   3.68708646E-04   1.07301026E-04   6.00939867E-05   6.45231603E-06   2.02710749E-05  
  79               5.88122208E+00   1.78954779E+03   8.38502845E-01   1.60245758E-01   5.24263774E-04   3.76174640E-04   1.23073655E-04   6.01133151E-05   5.95471041E-06   2.02788833E-05  
  80               6.04923965E+00   1.80279160E+03   8.38488855E-01   1.60244113E-01   5.24658413E-04   3.79092818E-04   1.35681319E-04   6.01125591E-05   5.63883258E-06   2.02831751E-05  
  81               6.23593087E+00   1.81720444E+03   8.38462523E-01   1.60240331E-01   5.25025727E-04   3.80600109E-04   1.50617162E-04   6.01117181E-05   5.32236265E-06   2.02861452E-05  
  82               6.44384250E+00   1.83279022E+03   8.38445882E-01   1.60238669E-01   5.25371982E-04   3.81168563E-04   1.68282819E-04   6.01106692E-05   5.00940911E-06   2.02879719E-05  
  83               6.67490978E+00   1.84967147E+03   8.38426610E-01   1.60236826E-01   5.25705597E-04   3.81167494E-04   1.89336504E-04   6.01093187E-05   4.69805504E-06   2.02878513E-05  
  84               6.93196381E+00   1.86787993E+03   8.38403859E-01   1.60234710E-01   5.25937014E-04   3.80948516E-04   2.14450113E-04   6.01086417E-05   4.39444983E-06   2.02852131E-05  
  85               7.21985553E+00   1.88769202E+03   8.38376339E-01   1.60232194E-01   5.26049452E-04   3.80702183E-04   2.44866768E-04   6.01057219E-05   4.10064881E-06   2.02792403E-05  
  86               7.43923414E+00   1.90233650E+03   8.38353390E-01   1.60230059E-01   5.26537324E-04   3.80712752E-04   2.69565311E-04   6.01553365E-05   3.89883861E-06   2.02727271E-05  
  87               7.60017206E+00   1.91288500E+03   8.38336151E-01   1.60228509E-01   5.26622159E-04   3.80480995E-04   2.88608603E-04   6.01542513E-05   3.76207913E-06   2.02668639E-05  
  88               7.78159711E+00   1.92452243E+03   8.38285821E-01   1.60220943E-01   5.26727806E-04   3.80285057E-04   3.10866901E-04   6.01529401E-05   3.62098009E-06   2.02586153E-05  
  89               7.98562594E+00   1.93736238E+03   8.38261915E-01   1.60218811E-01   5.26853060E-04   3.80106176E-04   3.37067683E-04   6.01514088E-05   3.47451593E-06   2.02488445E-05  
  90               8.21451761E+00   1.95141780E+03   8.38233847E-01   1.60216304E-01   5.26986713E-04   3.79937625E-04   3.67779860E-04   6.01495171E-05   3.32524168E-06   2.02365846E-05  
  91               8.47048844E+00   1.96675753E+03   8.38200832E-01   1.60213363E-01   5.27123241E-04   3.79763689E-04   4.03874352E-04   6.01472542E-05   3.17395861E-06   2.02210316E-05  
  92               8.75578412E+00   1.98338425E+03   8.38162053E-01   1.60209922E-01   5.27258005E-04   3.79604917E-04   4.46200904E-04   6.01443564E-05   3.02237507E-06   2.02019457E-05  
  93               9.07283452E+00   2.00131275E+03   8.38116610E-01   1.60205898E-01   5.27389218E-04   3.79428211E-04   4.95804300E-04   6.01408098E-05   2.87256643E-06   2.01782400E-05  
  94               9.42393611E+00   2.02055613E+03   8.38063288E-01   1.60201192E-01   5.27514455E-04   3.79275323E-04   5.53926986E-04   6.01362182E-05   2.72517961E-06   2.01496471E-05  
  95               9.81332307E+00   2.04114057E+03   8.38000836E-01   1.60195692E-01   5.27631727E-04   3.79095168E-04   6.22038819E-04   6.01304241E-05   2.58243706E-06   2.01148913E-05  
  96               1.02440298E+01   2.06313515E+03   8.37927370E-01   1.60189234E-01   5.27740256E-04   3.78913083E-04   7.02124118E-04   6.01231311E-05   2.44396293E-06   2.00731756E-05  
  97               1.07192407E+01   2.08638495E+03   8.37841700E-01   1.60181717E-01   5.27837007E-04   3.78734203E-04   7.95473808E-04   6.01140626E-05   2.31287264E-06   2.00240194E-05  
  98               1.12422820E+01   2.11102893E+03   8.37741123E-01   1.60172903E-01   5.27922311E-04   3.78556634E-04   9.05027600E-04   6.01029515E-05   2.18746638E-06   1.99660218E-05  
  99               1.18166774E+01   2.13677863E+03   8.37624718E-01   1.60162714E-01   5.27992374E-04   3.78384257E-04   1.03178182E-03   6.00897031E-05   2.07164591E-06   1.98991951E-05  
  100              1.24461368E+01   2.16389248E+03   8.37488439E-01   1.60150796E-01   5.28049197E-04   3.78212503E-04   1.18014341E-03   6.00744814E-05   1.96191416E-06   1.98215868E-05  
  101              1.31346530E+01   2.19187827E+03   8.37330451E-01   1.60136786E-01   5.28084929E-04   3.78048037E-04   1.34994128E-03   6.00597517E-05   1.86345707E-06   1.97342423E-05  
