# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  80               9.71479330E+01   2.03958479E+03   8.38234660E-01   1.60281651E-01   5.16148743E-04   1.38950942E-04   1.95719937E-04   3.90106444E-04   5.52048989E-05   2.14148511E-05  
  81               1.03370156E+02   2.07043206E+03   8.38209611E-01   1.60276856E-01   5.10039959E-04   1.32657481E-04   2.31626868E-04   3.96203845E-04   5.51102769E-05   2.13901257E-05  
  82               1.08277389E+02   2.09633649E+03   8.38184932E-01   1.60272303E-01   5.04496628E-04   1.26948644E-04   2.66396732E-04   4.01740417E-04   5.50409406E-05   2.13637074E-05  
  83               1.14031767E+02   2.12234076E+03   8.38155380E-01   1.60267903E-01   5.00241810E-04   1.22514486E-04   3.04548868E-04   4.05986752E-04   5.49444019E-05   2.13408723E-05  
  84               1.20738618E+02   2.15439240E+03   8.38113235E-01   1.60261760E-01   4.94536969E-04   1.16570866E-04   3.58494715E-04   4.11689234E-04   5.48465588E-05   2.13057177E-05  
  85               1.28502212E+02   2.18673170E+03   8.38033032E-01   1.60249750E-01   4.90109240E-04   1.11876244E-04   4.19258979E-04   4.16097443E-04   5.47117167E-05   2.12719600E-05  
  86               1.34637718E+02   2.21362384E+03   8.37985312E-01   1.60243914E-01   4.86060992E-04   1.07623877E-04   4.76855284E-04   4.20119195E-04   5.46225083E-05   2.12384608E-05  
  87               1.39374683E+02   2.23136911E+03   8.37950747E-01   1.60240101E-01   4.84151715E-04   1.05568852E-04   5.17114900E-04   4.22008000E-04   5.45378368E-05   2.12189746E-05  
  88               1.45026364E+02   2.25473587E+03   8.37900964E-01   1.60234428E-01   4.81032898E-04   1.02256837E-04   5.75683753E-04   4.25100592E-04   5.44532035E-05   2.11872525E-05  
  89               1.51736004E+02   2.27874229E+03   8.37845124E-01   1.60228589E-01   4.78710825E-04   9.97185735E-05   6.39648465E-04   4.27392780E-04   5.43366637E-05   2.11574089E-05  
  90               1.59662894E+02   2.30858559E+03   8.37765768E-01   1.60220072E-01   4.75427368E-04   9.61596830E-05   7.28426595E-04   4.30636701E-04   5.42132031E-05   2.11137584E-05  
  91               1.68980320E+02   2.33965380E+03   8.37669776E-01   1.60210890E-01   4.77787487E-04   9.25267215E-05   8.28970699E-04   4.33945047E-04   5.40597315E-05   2.10896741E-05  
  92               1.79883288E+02   2.37643684E+03   8.37550170E-01   1.60199145E-01   4.74780289E-04   8.89739821E-05   9.63263861E-04   4.37058410E-04   5.38863537E-05   2.10307189E-05  
  93               1.92585265E+02   2.41502207E+03   8.37409439E-01   1.60185869E-01   4.72451639E-04   8.60456316E-05   1.11951369E-03   4.39478414E-04   5.36737826E-05   2.09678316E-05  
  94               2.07328948E+02   2.45879167E+03   8.37227499E-01   1.60168902E-01   4.69896030E-04   8.27887562E-05   1.32090386E-03   4.42117831E-04   5.34363248E-05   2.08886177E-05  
  95               2.24385082E+02   2.50470276E+03   8.37011689E-01   1.60149283E-01   4.67998284E-04   8.01053863E-05   1.55814211E-03   4.44082039E-04   5.31550198E-05   2.08022386E-05  
  96               2.44072938E+02   2.55541705E+03   8.36738887E-01   1.60124712E-01   4.66136110E-04   7.73242875E-05   1.85729823E-03   4.45999162E-04   5.28392088E-05   2.06977636E-05  
  97               2.66769641E+02   2.60850127E+03   8.36414769E-01   1.60095969E-01   4.64944109E-04   7.50774818E-05   2.21125643E-03   4.47235216E-04   5.24727892E-05   2.05832256E-05  
  98               2.92930539E+02   2.66586250E+03   8.36014529E-01   1.60060720E-01   4.64052132E-04   7.29385062E-05   2.64754539E-03   4.48169314E-04   5.20594339E-05   2.04500865E-05  
  99               3.23103372E+02   2.72532512E+03   8.35545381E-01   1.60019816E-01   4.63963218E-04   7.13896787E-05   3.15757116E-03   4.48308934E-04   5.15834886E-05   2.03069995E-05  
  100              3.57954628E+02   2.78911896E+03   8.34972675E-01   1.59970062E-01   4.64313167E-04   6.99859100E-05   3.77956169E-03   4.48033381E-04   5.10474366E-05   2.01438989E-05  
  101              3.98309701E+02   2.85474733E+03   8.34311790E-01   1.59913032E-01   4.65628325E-04   6.92198471E-05   4.49600775E-03   4.46834671E-04   5.04325701E-05   1.99727606E-05  
