# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H               
  15               1.57986902E-02   1.06179419E+02   8.38117250E-01   1.60472141E-01   7.74658183E-04   5.25244798E-04   4.11683695E-05   4.01450864E-05   2.29819243E-05   3.05366249E-104 
  16               1.86877327E-02   1.11879239E+02   8.38115592E-01   1.60471823E-01   7.74659082E-04   5.25245408E-04   4.11684173E-05   4.01451330E-05   2.29818789E-05   7.54714529E-99  
  17               2.20424440E-02   1.16211735E+02   8.38102203E-01   1.60469260E-01   7.74661297E-04   5.25246910E-04   4.11685350E-05   4.01452478E-05   2.29815117E-05   4.10529763E-95  
  18               2.59380354E-02   1.22743845E+02   8.38036489E-01   1.60456678E-01   7.74674774E-04   5.25256047E-04   4.11692512E-05   4.01459462E-05   2.29797098E-05   5.77953848E-90  
  19               3.04616511E-02   1.27873534E+02   8.38118212E-01   1.60472325E-01   7.74745541E-04   5.25304030E-04   4.11730121E-05   4.01496136E-05   2.29819507E-05   2.67632723E-86  
  20               3.57152613E-02   1.35226338E+02   8.38118328E-01   1.60472347E-01   7.74668061E-04   5.25251496E-04   4.11688945E-05   4.01455983E-05   2.29819539E-05   1.61688373E-81  
  21               4.18178537E-02   1.41001163E+02   8.38118201E-01   1.60472323E-01   7.74752383E-04   5.25308669E-04   4.11733757E-05   4.01499681E-05   2.29819504E-05   4.03002738E-78  
  22               4.89080665E-02   1.49040432E+02   8.38118198E-01   1.60472322E-01   7.74753060E-04   5.25309128E-04   4.11734116E-05   4.01500032E-05   2.29819503E-05   8.05160372E-74  
  23               5.71458119E-02   1.55429282E+02   8.38118180E-01   1.60472319E-01   7.74753066E-04   5.25309132E-04   4.11734120E-05   4.01500035E-05   2.29819498E-05   9.95014600E-71  
  24               6.67196264E-02   1.63997682E+02   8.38118133E-01   1.60472310E-01   7.74753089E-04   5.25309148E-04   4.11734132E-05   4.01500047E-05   2.29819486E-05   5.95579121E-67  
  25               7.78484707E-02   1.70752695E+02   8.38117825E-01   1.60472251E-01   7.74753152E-04   5.25309191E-04   4.11734166E-05   4.01500080E-05   2.29819401E-05   2.99785933E-64  
  26               9.07866111E-02   1.79644093E+02   8.38117203E-01   1.60472132E-01   7.74753488E-04   5.25309419E-04   4.11734344E-05   4.01500254E-05   2.29819230E-05   5.38489689E-61  
  27               1.05826921E-01   1.86735306E+02   8.38113566E-01   1.60471435E-01   7.74754361E-04   5.25310011E-04   4.11734808E-05   4.01500707E-05   2.29818233E-05   1.24798022E-58  
  28               1.23300526E-01   1.96148939E+02   8.38106947E-01   1.60470168E-01   7.74758431E-04   5.25312770E-04   4.11736971E-05   4.01502816E-05   2.29816418E-05   9.54327187E-56  
  29               1.43576742E-01   2.03969536E+02   8.38002095E-01   1.60450092E-01   7.74768164E-04   5.25319369E-04   4.11742143E-05   4.01507859E-05   2.29787667E-05   1.46409712E-53  
  30               1.67099237E-01   2.13489586E+02   8.38118022E-01   1.60472289E-01   7.74872961E-04   5.25390425E-04   4.11797836E-05   4.01562168E-05   2.29819455E-05   4.12269159E-51  
  31               1.94390810E-01   2.21124179E+02   8.37595636E-01   1.60372269E-01   7.74865704E-04   5.25385505E-04   4.11793980E-05   4.01558408E-05   2.29676212E-05   2.62377310E-49  
  32               2.26071084E-01   2.30269836E+02   8.38117446E-01   1.60472178E-01   7.75257131E-04   5.25650905E-04   4.12001999E-05   4.01761257E-05   2.29819297E-05   2.67398880E-47  
  33               2.62872546E-01   2.37595142E+02   8.38117295E-01   1.60472149E-01   7.75358291E-04   5.25719496E-04   4.12055760E-05   4.01813681E-05   2.29819256E-05   8.24029986E-46  
  34               3.05641026E-01   2.46712103E+02   8.38118017E-01   1.60472288E-01   7.74876235E-04   5.25392645E-04   4.11799577E-05   4.01563865E-05   2.29819454E-05   4.47845528E-44  
  35               3.55375487E-01   2.54426123E+02   8.38117292E-01   1.60472149E-01   7.75360126E-04   5.25720740E-04   4.12056735E-05   4.01814632E-05   2.29819255E-05   1.03671726E-42  
  36               4.13226711E-01   2.64271919E+02   8.38117286E-01   1.60472148E-01   7.75364014E-04   5.25723376E-04   4.12058801E-05   4.01816647E-05   2.29819253E-05   4.44895281E-41  
  37               4.80482246E-01   2.73032614E+02   8.38117286E-01   1.60472148E-01   7.75364027E-04   5.25723385E-04   4.12058808E-05   4.01816654E-05   2.29819253E-05   9.92495407E-40  
  38               5.58624910E-01   2.84257832E+02   8.38117286E-01   1.60472148E-01   7.75364041E-04   5.25723395E-04   4.12058816E-05   4.01816661E-05   2.29819253E-05   4.07226980E-38  
  39               6.49282274E-01   2.95031851E+02   8.38117286E-01   1.60472148E-01   7.75364057E-04   5.25723405E-04   4.12058824E-05   4.01816669E-05   2.29819253E-05   1.09531898E-36  
  40               7.54274716E-01   3.09426465E+02   8.38117286E-01   1.60472148E-01   7.75364074E-04   5.25723417E-04   4.12058833E-05   4.01816678E-05   2.29819253E-05   6.34623315E-35  
  41               8.75580346E-01   3.24206081E+02   8.38117286E-01   1.60472148E-01   7.75364093E-04   5.25723430E-04   4.12058843E-05   4.01816688E-05   2.29819253E-05   2.80863363E-33  
  42               1.01566341E+00   3.39715824E+02   8.38117286E-01   1.60472148E-01   7.75364114E-04   5.25723444E-04   4.12058855E-05   4.01816699E-05   2.29819253E-05   1.05003938E-31  
  43               1.17734434E+00   3.55557206E+02   8.38117281E-01   1.60472147E-01   7.75364138E-04   5.25723460E-04   4.12058867E-05   4.01816711E-05   2.29819252E-05   3.05149853E-30  
  44               1.36385447E+00   3.72234542E+02   8.38117281E-01   1.60472146E-01   7.75364161E-04   5.25723476E-04   4.12058880E-05   4.01816723E-05   2.29819251E-05   7.76263341E-29  
  45               1.57874721E+00   3.89223807E+02   8.38117281E-01   1.60472146E-01   7.75364193E-04   5.25723497E-04   4.12058897E-05   4.01816740E-05   2.29819251E-05   1.57227612E-27  
  46               1.82589940E+00   4.07119980E+02   8.38116913E-01   1.60472075E-01   7.75364259E-04   5.25723542E-04   4.12058932E-05   4.01816774E-05   2.29819150E-05   2.84782970E-26  
  47               2.10985877E+00   4.25302480E+02   8.38116949E-01   1.60472040E-01   7.75363766E-04   5.25723208E-04   4.12058669E-05   4.01816518E-05   2.29819099E-05   4.19554358E-25  
  48               2.43564093E+00   4.44455057E+02   8.38116940E-01   1.60472038E-01   7.75368460E-04   5.25726391E-04   4.12061164E-05   4.01818951E-05   2.29819096E-05   5.61992843E-24  
  49               2.80863488E+00   4.63877845E+02   8.38116876E-01   1.60472026E-01   7.75368579E-04   5.25726471E-04   4.12061228E-05   4.01819013E-05   2.29819080E-05   6.25412967E-23  
  50               3.23450881E+00   4.84294775E+02   8.38116490E-01   1.60472006E-01   7.75368856E-04   5.25726659E-04   4.12061374E-05   4.01819156E-05   2.29819051E-05   6.38920119E-22  
  51               3.71941388E+00   5.04942413E+02   8.38116233E-01   1.60472261E-01   7.75370141E-04   5.25727530E-04   4.12062057E-05   4.01819822E-05   2.29819415E-05   5.51858824E-21  
  52               4.27145147E+00   5.26631174E+02   8.38113532E-01   1.60471729E-01   7.75370563E-04   5.25727817E-04   4.12062282E-05   4.01820041E-05   2.29818654E-05   4.42746237E-20  
  53               4.89983481E+00   5.48617587E+02   8.38113814E-01   1.60471448E-01   7.75370403E-04   5.25727708E-04   4.12062197E-05   4.01819958E-05   2.29818252E-05   3.08092505E-19  
  54               5.61398941E+00   5.71722501E+02   8.38113757E-01   1.60471391E-01   7.75434409E-04   5.25771106E-04   4.12096212E-05   4.01853128E-05   2.29818170E-05   2.01407716E-18  
  55               6.42339133E+00   5.95103715E+02   8.38113821E-01   1.60471326E-01   7.75434921E-04   5.25771453E-04   4.12096484E-05   4.01853393E-05   2.29818077E-05   1.15770115E-17  
  56               7.33735635E+00   6.19562531E+02   8.38113930E-01   1.60471218E-01   7.75434804E-04   5.25771374E-04   4.12096422E-05   4.01853332E-05   2.29817921E-05   6.26075325E-17  
  57               8.36860556E+00   6.44258319E+02   8.38114095E-01   1.60471052E-01   7.75434574E-04   5.25771218E-04   4.12096300E-05   4.01853213E-05   2.29817684E-05   3.01414199E-16  
  58               9.53244387E+00   6.70133880E+02   8.38114351E-01   1.60470796E-01   7.75434161E-04   5.25770938E-04   4.12096080E-05   4.01852999E-05   2.29817318E-05   1.38106219E-15  
  59               1.08439044E+01   6.96279812E+02   8.38114710E-01   1.60470439E-01   7.75433531E-04   5.25770511E-04   4.12095745E-05   4.01852672E-05   2.29816805E-05   5.71712244E-15  
  60               1.23177698E+01   7.23610867E+02   8.38115215E-01   1.60469933E-01   7.75432587E-04   5.25769871E-04   4.12095244E-05   4.01852183E-05   2.29816082E-05   2.26116346E-14  
  61               1.39689082E+01   7.51117289E+02   8.38115852E-01   1.60469293E-01   7.75431313E-04   5.25769007E-04   4.12094567E-05   4.01851523E-05   2.29815164E-05   8.13551239E-14  
  62               1.58159368E+01   7.79805234E+02   8.38116658E-01   1.60468472E-01   7.75429645E-04   5.25767876E-04   4.12093680E-05   4.01850659E-05   2.29813989E-05   2.80824899E-13  
  63               1.78901818E+01   8.08803657E+02   8.38117563E-01   1.60467523E-01   7.75427765E-04   5.25766601E-04   4.12092681E-05   4.01849684E-05   2.29812628E-05   8.96373636E-13  
  64               2.02223264E+01   8.39229952E+02   8.38118499E-01   1.60466389E-01   7.75425838E-04   5.25765295E-04   4.12091657E-05   4.01848686E-05   2.29811000E-05   2.77849101E-12  
  65               2.28400027E+01   8.69992722E+02   8.38119447E-01   1.60465189E-01   7.75424718E-04   5.25764535E-04   4.12091062E-05   4.01848105E-05   2.29809276E-05   8.02786076E-12  
  66               2.57666758E+01   9.02106870E+02   8.38120678E-01   1.60463942E-01   7.75426495E-04   5.25765740E-04   4.12092006E-05   4.01849026E-05   2.29807476E-05   2.24898833E-11  
  67               2.90204472E+01   9.34313153E+02   8.38121854E-01   1.60462731E-01   7.75428098E-04   5.25766827E-04   4.12092858E-05   4.01849857E-05   2.29884319E-05   5.87176320E-11  
  68               3.26272078E+01   9.67691208E+02   8.38122997E-01   1.60461508E-01   7.75425721E-04   5.25765216E-04   4.12091595E-05   4.01848625E-05   2.30077587E-05   1.48358816E-10  
  69               3.66315008E+01   1.00118603E+03   8.38123933E-01   1.60460363E-01   7.75424181E-04   5.25764171E-04   4.12090777E-05   4.01847827E-05   2.30554673E-05   3.52626285E-10  
  70               4.10731766E+01   1.03594738E+03   8.38124580E-01   1.60459215E-01   7.75424445E-04   5.25764350E-04   4.12090917E-05   4.01847964E-05   2.31734555E-05   8.15980900E-10  
  71               4.59864198E+01   1.07076906E+03   8.38124347E-01   1.60458063E-01   7.75428927E-04   5.25767389E-04   4.12093299E-05   4.01850286E-05   2.34388157E-05   1.78657160E-09  
  72               5.13991471E+01   1.10666829E+03   8.38123685E-01   1.60456999E-01   7.75447882E-04   5.25780241E-04   4.12103373E-05   4.01860110E-05   2.42851758E-05   3.80448310E-09  
  73               5.73406114E+01   1.14242924E+03   8.38124486E-01   1.60456186E-01   7.75445774E-04   5.25778806E-04   4.12102255E-05   4.01859020E-05   2.42849742E-05   7.68936166E-09  
  74               6.38587073E+01   1.17918613E+03   8.38125235E-01   1.60455406E-01   7.75443783E-04   5.25777429E-04   4.12101211E-05   4.01858003E-05   2.42847309E-05   1.51527255E-08  
  75               7.10343070E+01   1.21594765E+03   8.38125871E-01   1.60454695E-01   7.75442172E-04   5.25776195E-04   4.12100433E-05   4.01857245E-05   2.42844344E-05   2.86034553E-08  
  76               7.89420045E+01   1.25392669E+03   8.38126425E-01   1.60453968E-01   7.75440911E-04   5.25774678E-04   4.12100140E-05   4.01856962E-05   2.42840357E-05   5.30020025E-08  
  77               8.76427299E+01   1.29194324E+03   8.38126804E-01   1.60453244E-01   7.75439041E-04   5.25770534E-04   4.12100850E-05   4.01857670E-05   2.42835085E-05   9.45770513E-08  
  78               9.71846044E+01   1.33101582E+03   8.38127023E-01   1.60452434E-01   7.75429777E-04   5.25753071E-04   4.12102853E-05   4.01859683E-05   2.42827748E-05   1.65602735E-07  
  79               1.07604106E+02   1.36993862E+03   8.38127069E-01   1.60451561E-01   7.75387644E-04   5.25685569E-04   4.12105964E-05   4.01862937E-05   2.42817925E-05   2.79769663E-07  
  80               1.18942936E+02   1.40960594E+03   8.38127093E-01   1.60450562E-01   7.75239489E-04   5.25468646E-04   4.12109102E-05   4.01866756E-05   2.42804398E-05   4.63108451E-07  
  81               1.31290482E+02   1.44915616E+03   8.38127362E-01   1.60449504E-01   7.74816876E-04   5.24891697E-04   4.12109883E-05   4.01869954E-05   2.42786234E-05   7.43427410E-07  
  82               1.44777374E+02   1.48959447E+03   8.38128290E-01   1.60448368E-01   7.73846228E-04   5.23657396E-04   4.12104531E-05   4.01872009E-05   2.42760585E-05   1.17442812E-06  
  83               1.59495349E+02   1.53011235E+03   8.38130031E-01   1.60447208E-01   7.72105626E-04   5.21599471E-04   4.12086364E-05   4.01874439E-05   2.42723527E-05   1.80958017E-06  
  84               1.75497491E+02   1.57129094E+03   8.38132620E-01   1.60445977E-01   7.69651778E-04   5.18765099E-04   4.12042575E-05   4.01882998E-05   2.42611178E-05   2.74239852E-06  
  85               1.92803607E+02   1.61235537E+03   8.38134985E-01   1.60444457E-01   7.66456253E-04   5.15326822E-04   4.11953049E-05   4.01912574E-05   2.42565413E-05   4.05863139E-06  
  86               2.11418405E+02   1.65358017E+03   8.38137667E-01   1.60442906E-01   7.63475463E-04   5.11260480E-04   4.11748141E-05   4.01947625E-05   2.42096363E-05   5.89389317E-06  
  87               2.31295781E+02   1.69437656E+03   8.38124406E-01   1.60437961E-01   7.59244681E-04   5.06708997E-04   4.11615355E-05   4.02213552E-05   2.42034255E-05   8.36449805E-06  
  88               2.52430395E+02   1.73492450E+03   8.38109050E-01   1.60435807E-01   7.74038236E-04   5.00944783E-04   4.11181201E-05   4.02304912E-05   2.33864848E-05   1.16438224E-05  
  89               2.74898865E+02   1.77501145E+03   8.38111451E-01   1.60433564E-01   7.68929499E-04   4.95391226E-04   4.10818954E-05   4.02339503E-05   2.33897195E-05   1.58921691E-05  
  90               2.99067748E+02   1.81547127E+03   8.38113340E-01   1.60431121E-01   7.63415448E-04   4.89345354E-04   4.10828588E-05   4.02201620E-05   2.33898828E-05   2.14361333E-05  
  91               3.24744243E+02   1.85547571E+03   8.38112578E-01   1.60428297E-01   7.58194468E-04   4.83023508E-04   4.11585931E-05   4.01714628E-05   2.33807608E-05   2.84181249E-05  
  92               3.51751267E+02   1.89508519E+03   8.38108227E-01   1.60425055E-01   7.53961758E-04   4.76380234E-04   4.13045699E-05   4.00822911E-05   2.33544610E-05   3.71066489E-05  
  93               3.80899683E+02   1.93496092E+03   8.38096595E-01   1.60421003E-01   7.52167414E-04   4.69323911E-04   4.15323512E-05   3.99472144E-05   2.32952814E-05   4.79556314E-05  
  94               4.10839081E+02   1.97361729E+03   8.38072983E-01   1.60415678E-01   7.54962698E-04   4.61898097E-04   4.18039037E-05   3.97847153E-05   2.31839592E-05   6.08501004E-05  
  95               4.40618056E+02   2.00964424E+03   8.38035689E-01   1.60409173E-01   7.64215077E-04   4.54303879E-04   4.21210284E-05   3.95995772E-05   2.30113624E-05   7.52795475E-05  
  96               4.73201347E+02   2.04707648E+03   8.37976496E-01   1.60400378E-01   7.83432633E-04   4.45306556E-04   4.24826395E-05   3.93843642E-05   2.27462573E-05   9.31192887E-05  
  97               5.08922280E+02   2.08554522E+03   8.37906681E-01   1.60391415E-01   8.11719042E-04   4.35084704E-04   4.29167677E-05   3.91306307E-05   2.24238635E-05   1.14843974E-04  
  98               5.43934932E+02   2.12134092E+03   8.37892635E-01   1.60387644E-01   8.05613756E-04   4.28584398E-04   4.33556040E-05   3.88742660E-05   2.24172070E-05   1.38577174E-04  
  99               5.77170273E+02   2.15342533E+03   8.37876833E-01   1.60384077E-01   8.00359699E-04   4.22938215E-04   4.37939116E-05   3.86192159E-05   2.24091678E-05   1.63010863E-04  
  100              6.14284315E+02   2.18770270E+03   8.37856349E-01   1.60380016E-01   7.94894482E-04   4.17008886E-04   4.42829429E-05   3.83334718E-05   2.23981938E-05   1.92808929E-04  
  101              6.55749413E+02   2.22380382E+03   8.37786300E-01   1.60367077E-01   7.89416163E-04   4.11007290E-04   4.48457021E-05   3.80024480E-05   2.23831888E-05   2.28626308E-04  
