# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                CH4              N2               H2S             
  57               1.91203578E+00   1.04678070E+03   8.38463304E-01   1.60495440E-01   3.73341107E-04   4.03127691E-04   4.94257705E-09   1.66800318E-04   5.90645099E-05   2.42908939E-05  
  58               2.15176179E+00   1.08188848E+03   8.38469584E-01   1.60489191E-01   3.73334578E-04   4.03120301E-04   1.06838468E-08   1.66797254E-04   5.90634282E-05   2.42897839E-05  
  59               2.41881185E+00   1.12099511E+03   8.38480620E-01   1.60478190E-01   3.73323546E-04   4.03107141E-04   2.39091299E-08   1.66791769E-04   5.90615056E-05   2.42878128E-05  
  60               2.71593138E+00   1.15750721E+03   8.38494419E-01   1.60464411E-01   3.73312814E-04   4.03090922E-04   4.79913858E-08   1.66784794E-04   5.90591665E-05   2.42852728E-05  
  61               3.04654254E+00   1.19820464E+03   8.38514441E-01   1.60444384E-01   3.73304464E-04   4.03066093E-04   9.96140859E-08   1.66773079E-04   5.90557272E-05   2.42814382E-05  
  62               3.41453766E+00   1.23481009E+03   8.38533661E-01   1.60425096E-01   3.73326561E-04   4.03036818E-04   1.82920273E-07   1.66753328E-04   5.90524540E-05   2.42774402E-05  
  63               3.82536469E+00   1.27159682E+03   8.38553385E-01   1.60405211E-01   3.73427815E-04   4.02984997E-04   3.24496951E-07   1.66699379E-04   5.90490329E-05   2.42728658E-05  
  64               4.28512784E+00   1.30602255E+03   8.38570328E-01   1.60388005E-01   3.73734240E-04   4.02864805E-04   5.35621134E-07   1.66529111E-04   5.90462905E-05   2.42682259E-05  
  65               4.80021353E+00   1.34178021E+03   8.38586937E-01   1.60371087E-01   3.74487670E-04   4.02540052E-04   8.76798376E-07   1.66017293E-04   5.90436455E-05   2.42626780E-05  
  66               5.37754235E+00   1.37610830E+03   8.38600986E-01   1.60357020E-01   3.76130529E-04   4.01714394E-04   1.36736231E-06   1.64645191E-04   5.90417552E-05   2.42564128E-05  
  67               6.02596520E+00   1.41268865E+03   8.38615569E-01   1.60343387E-01   3.79327190E-04   3.99830419E-04   2.14593227E-06   1.61456241E-04   5.90399244E-05   2.42472789E-05  
  68               6.75732965E+00   1.44869668E+03   8.38629671E-01   1.60332462E-01   3.84898931E-04   3.96038526E-04   3.25862401E-06   1.55074274E-04   5.90384342E-05   2.42330885E-05  
  69               7.58680559E+00   1.48781735E+03   8.38646092E-01   1.60322287E-01   3.93674858E-04   3.89341418E-04   5.02191186E-06   1.44155968E-04   5.90372743E-05   2.42024195E-05  
  70               8.53288991E+00   1.52712572E+03   8.38662222E-01   1.60314441E-01   4.05727242E-04   3.79454447E-04   7.56004665E-06   1.29186254E-04   5.90352732E-05   2.41325915E-05  
  71               9.61145751E+00   1.57022975E+03   8.38675237E-01   1.60306537E-01   4.20697633E-04   3.67401271E-04   1.15865118E-05   1.11591034E-04   5.90413073E-05   2.39401230E-05  
  72               1.08263763E+01   1.61416471E+03   8.38675083E-01   1.60298325E-01   4.36698822E-04   3.57133324E-04   1.74587722E-05   9.45671602E-05   5.90406272E-05   2.34559200E-05  
  73               1.21578350E+01   1.66221639E+03   8.38676274E-01   1.60291865E-01   4.53572858E-04   3.52705767E-04   2.67727827E-05   7.68517478E-05   5.90581903E-05   2.23143634E-05  
  74               1.35598294E+01   1.71122476E+03   8.38667917E-01   1.60284635E-01   4.67423222E-04   3.45258673E-04   4.04614418E-05   6.30124508E-05   5.90615654E-05   2.21710874E-05  
  75               1.49891634E+01   1.75771126E+03   8.38635778E-01   1.60276336E-01   4.79118894E-04   3.48639594E-04   5.85558772E-05   5.12647305E-05   5.90758147E-05   2.18395183E-05  
  76               1.63716962E+01   1.79883996E+03   8.38566222E-01   1.60264996E-01   4.88826873E-04   3.67916982E-04   7.97897990E-05   4.14641881E-05   5.91015033E-05   2.13155713E-05  
  77               1.75908273E+01   1.83336048E+03   8.38479783E-01   1.60255518E-01   4.97290980E-04   4.08295581E-04   1.02325400E-04   3.28122448E-05   5.91647824E-05   2.06145641E-05  
  78               1.85957316E+01   1.85987920E+03   8.38463223E-01   1.60252760E-01   5.00214669E-04   4.06766514E-04   1.22980173E-04   3.00202221E-05   5.91611740E-05   2.06139788E-05  
  79               1.97138402E+01   1.88864289E+03   8.38442523E-01   1.60249796E-01   5.02876112E-04   4.04104836E-04   1.49272616E-04   2.73209241E-05   5.91556850E-05   2.06106128E-05  
  80               2.09533619E+01   1.91842069E+03   8.38405766E-01   1.60244482E-01   5.05188216E-04   4.01732876E-04   1.81117192E-04   2.49416307E-05   5.91481416E-05   2.06045081E-05  
  81               2.19905354E+01   1.94275999E+03   8.38380313E-01   1.60241520E-01   5.06918910E-04   3.99978736E-04   2.11232675E-04   2.31814291E-05   5.91554580E-05   2.05967162E-05  
  82               2.28153461E+01   1.96099233E+03   8.38358768E-01   1.60239153E-01   5.08060870E-04   3.98807838E-04   2.36278950E-04   2.20214713E-05   5.91448722E-05   2.05896362E-05  
  83               2.37479852E+01   1.98151777E+03   8.38331665E-01   1.60236269E-01   5.09264704E-04   3.97573269E-04   2.67474536E-04   2.07827727E-05   5.91313706E-05   2.05793504E-05  
  84               2.47980204E+01   2.00331330E+03   8.38299499E-01   1.60232979E-01   5.10389905E-04   3.96416612E-04   3.04042112E-04   1.96225196E-05   5.91150234E-05   2.05666581E-05  
  85               2.59748770E+01   2.02734288E+03   8.38229221E-01   1.60223207E-01   5.11500451E-04   3.95237115E-04   3.49113974E-04   1.84310316E-05   5.90942836E-05   2.05487499E-05  
  86               2.68185085E+01   2.04364284E+03   8.38199306E-01   1.60220321E-01   5.12204881E-04   3.94525546E-04   3.82536454E-04   1.77136881E-05   5.91249884E-05   2.05355415E-05  
  87               2.74020610E+01   2.05506469E+03   8.38176856E-01   1.60218161E-01   5.12676518E-04   3.94042262E-04   4.07610320E-04   1.72150094E-05   5.91068806E-05   2.05252031E-05  
  88               2.80691567E+01   2.06738939E+03   8.38151406E-01   1.60215745E-01   5.13133831E-04   3.93558905E-04   4.35937411E-04   1.67328750E-05   5.90909142E-05   2.05134870E-05  
  89               2.88337770E+01   2.08168848E+03   8.38119839E-01   1.60212767E-01   5.13659740E-04   3.93030929E-04   4.70975549E-04   1.61751322E-05   5.90749391E-05   2.04985393E-05  
  90               2.97095281E+01   2.09721754E+03   8.38083409E-01   1.60209374E-01   5.14168399E-04   3.92486781E-04   5.11330782E-04   1.56323704E-05   5.90574418E-05   2.04811572E-05  
  91               3.07093844E+01   2.11491997E+03   8.38038592E-01   1.60205226E-01   5.14728379E-04   3.91884191E-04   5.60888395E-04   1.50310147E-05   5.90379839E-05   2.04591559E-05  
  92               3.18472000E+01   2.13405733E+03   8.37986377E-01   1.60200445E-01   5.15263191E-04   3.91301516E-04   6.18453251E-04   1.44494707E-05   5.90157062E-05   2.04336148E-05  
  93               3.31377819E+01   2.15544908E+03   8.37922735E-01   1.60194655E-01   5.15825411E-04   3.90683172E-04   6.88490257E-04   1.38321122E-05   5.89903751E-05   2.04019948E-05  
  94               3.45968436E+01   2.17846007E+03   8.37848088E-01   1.60187921E-01   5.16354522E-04   3.90090745E-04   7.70450614E-04   1.32398991E-05   5.89610226E-05   2.03650897E-05  
  95               3.62412514E+01   2.20366659E+03   8.37758148E-01   1.60179854E-01   5.16881681E-04   3.89490417E-04   8.69046719E-04   1.26392684E-05   5.89276708E-05   2.03205207E-05  
  96               3.80888659E+01   2.23067361E+03   8.37651984E-01   1.60170389E-01   5.17371145E-04   3.88918109E-04   9.85237304E-04   1.20652967E-05   5.88894133E-05   2.02684026E-05  
  97               4.01590702E+01   2.25962742E+03   8.37526039E-01   1.60159214E-01   5.17825890E-04   3.88369189E-04   1.12289792E-03   1.15130835E-05   5.88459489E-05   2.02072815E-05  
  98               4.24724044E+01   2.29061902E+03   8.37376254E-01   1.60145974E-01   5.18244940E-04   3.87842860E-04   1.28644213E-03   1.09814943E-05   5.87968431E-05   2.01356872E-05  
  99               4.50509164E+01   2.32307749E+03   8.37200243E-01   1.60130272E-01   5.18594244E-04   3.87373189E-04   1.47626008E-03   1.05025355E-05   5.87410128E-05   2.00545483E-05  
  100              4.79192920E+01   2.35755598E+03   8.36986026E-01   1.60111959E-01   5.19068659E-04   3.92925320E-04   1.70092712E-03   9.89669067E-06   5.86830413E-05   1.99930178E-05  
  101              5.11051554E+01   2.39324861E+03   8.36748986E-01   1.60091198E-01   5.19293889E-04   3.92661755E-04   1.95897554E-03   9.50503256E-06   5.86127531E-05   1.98888394E-05  
