# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  27               6.28117945E-02   5.39225808E+02   8.38314007E-01   1.60486241E-01   1.17720531E-18   6.02183181E-04   1.40814259E-04   3.60896184E-04   5.65409625E-05   2.29843528E-05  
  28               7.64327043E-02   5.46150844E+02   8.38313587E-01   1.60486657E-01   1.98528852E-18   6.02185044E-04   1.40814695E-04   3.60897301E-04   5.65411375E-05   2.29844124E-05  
  29               9.29260309E-02   5.59291221E+02   8.38314108E-01   1.60486136E-01   5.60702217E-18   6.02185148E-04   1.40814720E-04   3.60897364E-04   5.65411472E-05   2.29843378E-05  
  30               1.12870607E-01   5.67300551E+02   8.38313795E-01   1.60486445E-01   9.91027619E-18   6.02186848E-04   1.40815117E-04   3.60898382E-04   5.65413068E-05   2.29843821E-05  
  31               1.36962751E-01   5.81642932E+02   8.38314356E-01   1.60485885E-01   2.83692868E-17   6.02186910E-04   1.40815132E-04   3.60898420E-04   5.65413127E-05   2.29843018E-05  
  32               1.66020840E-01   5.90968414E+02   8.38314161E-01   1.60486076E-01   5.27823404E-17   6.02188435E-04   1.40815488E-04   3.60899333E-04   5.65414558E-05   2.29843292E-05  
  33               2.01009545E-01   6.06785886E+02   8.38314764E-01   1.60485474E-01   1.53981738E-16   6.02188463E-04   1.40815495E-04   3.60899350E-04   5.65414585E-05   2.29842429E-05  
  34               2.43054420E-01   6.17806239E+02   8.38314705E-01   1.60485529E-01   3.04731502E-16   6.02189809E-04   1.40815809E-04   3.60900157E-04   5.65415848E-05   2.29842508E-05  
  35               2.93501847E-01   6.35498770E+02   8.38315354E-01   1.60484880E-01   9.13734177E-16   6.02189829E-04   1.40815814E-04   3.60900169E-04   5.65415867E-05   2.29841579E-05  
  36               3.53952900E-01   6.48521201E+02   8.38315419E-01   1.60484811E-01   1.92052514E-15   6.02190994E-04   1.40816086E-04   3.60900867E-04   5.65416961E-05   2.29841480E-05  
  37               4.26285452E-01   6.68380305E+02   8.38316087E-01   1.60484143E-01   5.88857043E-15   6.02191071E-04   1.40816104E-04   3.60900913E-04   5.65417033E-05   2.29840523E-05  
  38               5.12687697E-01   6.83839218E+02   8.38316254E-01   1.60483961E-01   1.31566964E-14   6.02192102E-04   1.40816346E-04   3.60901531E-04   5.65418002E-05   2.29840263E-05  
  39               6.15714540E-01   7.06234032E+02   8.38316915E-01   1.60483300E-01   4.10470667E-14   6.02192397E-04   1.40816415E-04   3.60901708E-04   5.65418278E-05   2.29839315E-05  
  40               7.38215947E-01   7.24520970E+02   8.38317106E-01   1.60483029E-01   9.67383780E-14   6.02193330E-04   1.40816633E-04   3.60902267E-04   5.65419154E-05   2.29838927E-05  
  41               8.83412124E-01   7.49794729E+02   8.38317731E-01   1.60482401E-01   3.04014317E-13   6.02194552E-04   1.40816919E-04   3.60903000E-04   5.65420302E-05   2.29838027E-05  
  42               1.05502993E+00   7.71395231E+02   8.38317873E-01   1.60482060E-01   7.50086737E-13   6.02195333E-04   1.40817101E-04   3.60903467E-04   5.65421035E-05   2.29837538E-05  
  43               1.25766484E+00   8.00162413E+02   8.38318244E-01   1.60481441E-01   2.37086739E-12   6.02200498E-04   1.40818309E-04   3.60906563E-04   5.65425885E-05   2.29836646E-05  
  44               1.49634834E+00   8.25648968E+02   8.38318565E-01   1.60481110E-01   6.06431254E-12   6.02201337E-04   1.40818505E-04   3.60907065E-04   5.65426672E-05   2.29836166E-05  
  45               1.77656312E+00   8.58251558E+02   8.38319056E-01   1.60480587E-01   1.89393258E-11   6.02204965E-04   1.40819354E-04   3.60909240E-04   5.65430079E-05   2.29895738E-05  
  46               2.10453078E+00   8.87793558E+02   8.38319320E-01   1.60480243E-01   4.88811560E-11   6.02206056E-04   1.40819609E-04   3.60909894E-04   5.65431103E-05   2.30036551E-05  
  47               2.48711304E+00   9.24304366E+02   8.38319614E-01   1.60479712E-01   1.47257711E-10   6.02207237E-04   1.40819886E-04   3.60910602E-04   5.65432212E-05   2.30557964E-05  
  48               2.93144947E+00   9.57742773E+02   8.38319412E-01   1.60479208E-01   3.71683087E-10   6.02209413E-04   1.40820400E-04   3.60911906E-04   5.65434255E-05   2.31875990E-05  
  49               3.44618837E+00   9.97724781E+02   8.38318758E-01   1.60478315E-01   1.04819456E-09   6.02214969E-04   1.40821728E-04   3.60915235E-04   5.65439472E-05   2.36295161E-05  
  50               4.04118850E+00   1.03432254E+03   8.38318369E-01   1.60477365E-01   2.49848395E-09   6.02231726E-04   1.40825808E-04   3.60925278E-04   5.65455206E-05   2.42882575E-05  
  51               4.72873691E+00   1.07684176E+03   8.38320041E-01   1.60475703E-01   6.41652960E-09   6.02229628E-04   1.40826090E-04   3.60924018E-04   5.65453239E-05   2.42878895E-05  
  52               5.52193790E+00   1.11545329E+03   8.38322250E-01   1.60473496E-01   1.40493147E-08   6.02226570E-04   1.40829150E-04   3.60922159E-04   5.65450399E-05   2.42873761E-05  
  53               6.43511974E+00   1.15953729E+03   8.38326397E-01   1.60469331E-01   3.24642610E-08   6.02219466E-04   1.40843355E-04   3.60917706E-04   5.65443955E-05   2.42863991E-05  
  54               7.48514472E+00   1.19943186E+03   8.38331436E-01   1.60464208E-01   6.50163640E-08   6.02209401E-04   1.40906701E-04   3.60910182E-04   5.65436235E-05   2.42851289E-05  
  55               8.69415144E+00   1.24483731E+03   8.38339751E-01   1.60455622E-01   1.36589593E-07   6.02184411E-04   1.41136887E-04   3.60886537E-04   5.65422791E-05   2.42829361E-05  
  56               1.00863478E+01   1.28604951E+03   8.38348266E-01   1.60446341E-01   2.53454363E-07   6.02110378E-04   1.41924903E-04   3.60792418E-04   5.65410571E-05   2.42803262E-05  
  57               1.16862212E+01   1.33281503E+03   8.38360000E-01   1.60432676E-01   4.90882886E-07   6.01819982E-04   1.44255631E-04   3.60393984E-04   5.65396030E-05   2.42761845E-05  
  58               1.35185582E+01   1.37518952E+03   8.38369253E-01   1.60419730E-01   8.51075702E-07   6.00687129E-04   1.50243984E-04   3.58799013E-04   5.65395758E-05   2.42714966E-05  
  59               1.56155319E+01   1.42303568E+03   8.38381017E-01   1.60402982E-01   1.53152244E-06   5.97046311E-04   1.63118178E-04   3.53738679E-04   5.65409178E-05   2.42641313E-05  
  60               1.80340129E+01   1.46627727E+03   8.38393915E-01   1.60390155E-01   2.49407294E-06   5.87832097E-04   1.83178591E-04   3.41613706E-04   5.65435609E-05   2.42550196E-05  
  61               2.08460937E+01   1.51503286E+03   8.38417932E-01   1.60376756E-01   4.19855130E-06   5.69842032E-04   2.10436100E-04   3.19508511E-04   5.65450924E-05   2.42366515E-05  
  62               2.41156909E+01   1.55904152E+03   8.38440264E-01   1.60368152E-01   6.46255252E-06   5.48845901E-04   2.34057666E-04   2.96577438E-04   5.65438139E-05   2.42027477E-05  
  63               2.78863577E+01   1.60889350E+03   8.38467693E-01   1.60358688E-01   1.02949229E-05   5.26334439E-04   2.61223592E-04   2.69475944E-04   5.65466108E-05   2.39145029E-05  
  64               3.21581748E+01   1.65421242E+03   8.38474085E-01   1.60349529E-01   1.52101601E-05   5.07635318E-04   2.80547289E-04   2.50057645E-04   5.65440243E-05   2.38932647E-05  
  65               3.69129333E+01   1.70601399E+03   8.38484557E-01   1.60339977E-01   2.33608867E-05   4.98043741E-04   3.07469685E-04   2.22988687E-04   5.65632801E-05   2.28699671E-05  
  66               4.21078551E+01   1.75429897E+03   8.38492992E-01   1.60332529E-01   3.38987828E-05   4.81965862E-04   3.25840625E-04   2.04496065E-04   5.65581730E-05   2.28070842E-05  
  67               4.76351048E+01   1.81073995E+03   8.38486007E-01   1.60320365E-01   5.16608053E-05   4.66618493E-04   3.50847826E-04   1.79292482E-04   5.65549351E-05   2.25967620E-05  
  68               5.31844395E+01   1.86488297E+03   8.38437503E-01   1.60304284E-01   7.56299975E-05   4.69247267E-04   3.76052819E-04   1.53887004E-04   5.65552182E-05   2.21135898E-05  
  69               5.84180314E+01   1.90953948E+03   8.38346903E-01   1.60287706E-01   1.01534150E-04   5.06552459E-04   3.99850220E-04   1.29942077E-04   5.65737239E-05   2.13034720E-05  
  70               6.31372934E+01   1.94938920E+03   8.38334189E-01   1.60281924E-01   1.30751886E-04   4.95837906E-04   4.10605394E-04   1.19034323E-04   5.65220477E-05   2.12726905E-05  
  71               6.84623020E+01   1.98911496E+03   8.38313210E-01   1.60276323E-01   1.66035301E-04   4.87112177E-04   4.19316489E-04   1.10152975E-04   5.64483493E-05   2.12446826E-05  
  72               7.29122395E+01   2.02243113E+03   8.38278242E-01   1.60269027E-01   2.01678784E-04   4.80055268E-04   4.26348056E-04   1.02960523E-04   5.63936396E-05   2.12161356E-05  
  73               7.63404603E+01   2.04508860E+03   8.38258284E-01   1.60265632E-01   2.28891735E-04   4.76169926E-04   4.30221330E-04   9.89748607E-05   5.63372519E-05   2.11988919E-05  
  74               8.03365057E+01   2.07268878E+03   8.38230139E-01   1.60261044E-01   2.66547142E-04   4.71233120E-04   4.35145432E-04   9.39082281E-05   5.62761135E-05   2.11730399E-05  
  75               8.49674596E+01   2.10114598E+03   8.38195705E-01   1.60256270E-01   3.09837051E-04   4.67103826E-04   4.39260704E-04   8.96339580E-05   5.61973824E-05   2.11480478E-05  
  76               9.03013672E+01   2.13447951E+03   8.38148325E-01   1.60250045E-01   3.68245889E-04   4.62252036E-04   4.44103007E-04   8.45960985E-05   5.61092778E-05   2.11131781E-05  
  77               9.43245676E+01   2.15698624E+03   8.38082020E-01   1.60240057E-01   4.11820674E-04   4.59620789E-04   4.46719001E-04   8.18183007E-05   5.60433339E-05   2.10897997E-05  
  78               9.72730951E+01   2.17450180E+03   8.38050630E-01   1.60236397E-01   4.49148735E-04   4.57344723E-04   4.48974211E-04   7.94501797E-05   5.59938291E-05   2.10687178E-05  
  79               1.00782361E+02   2.19294626E+03   8.38015023E-01   1.60232501E-01   4.90513170E-04   4.55464074E-04   4.50830384E-04   7.74660779E-05   5.59306900E-05   2.10482751E-05  
  80               1.04939340E+02   2.21585339E+03   8.37966498E-01   1.60227188E-01   5.46890112E-04   4.52916999E-04   4.53346475E-04   7.47886443E-05   5.58627553E-05   2.10188033E-05  
  81               1.09839128E+02   2.24024271E+03   8.37909886E-01   1.60221340E-01   6.11507024E-04   4.50736466E-04   4.55491173E-04   7.24584119E-05   5.57749037E-05   2.09881417E-05  
  82               1.15586396E+02   2.26923954E+03   8.37834815E-01   1.60213675E-01   6.96886559E-04   4.48077421E-04   4.58105871E-04   6.96152641E-05   5.56781964E-05   2.09469433E-05  
  83               1.22294686E+02   2.30017092E+03   8.37743779E-01   1.60204581E-01   7.96918391E-04   4.45783772E-04   4.60346858E-04   6.71081076E-05   5.55581312E-05   2.09021277E-05  
  84               1.30088291E+02   2.33558137E+03   8.37621615E-01   1.60193171E-01   9.25655886E-04   4.48358192E-04   4.63501917E-04   6.36650165E-05   5.54300015E-05   2.08684063E-05  
  85               1.39103983E+02   2.37315907E+03   8.37484032E-01   1.60180309E-01   1.07802315E-03   4.46363955E-04   4.65581529E-04   6.12174899E-05   5.52696746E-05   2.08056195E-05  
  86               1.49493690E+02   2.41504220E+03   8.37309454E-01   1.60164198E-01   1.27070502E-03   4.44306609E-04   4.67711542E-04   5.86472856E-05   5.50895702E-05   2.07282383E-05  
  87               1.61425139E+02   2.45907582E+03   8.37101712E-01   1.60145398E-01   1.49879970E-03   4.42684663E-04   4.69385079E-04   5.64614358E-05   5.48782376E-05   2.06421633E-05  
  88               1.75086734E+02   2.50714781E+03   8.36842529E-01   1.60122153E-01   1.78271215E-03   4.41139358E-04   4.70962513E-04   5.42755433E-05   5.46410904E-05   2.05391534E-05  
  89               1.90696457E+02   2.55722124E+03   8.36536384E-01   1.60095036E-01   2.11697283E-03   4.40075202E-04   4.72038924E-04   5.24914589E-05   5.43672422E-05   2.04256614E-05  
  90               2.08510500E+02   2.61108132E+03   8.36160305E-01   1.60061907E-01   2.52699742E-03   4.39199574E-04   4.72911064E-04   5.07825605E-05   5.40604696E-05   2.02933841E-05  
  91               2.28826911E+02   2.66681000E+03   8.35720067E-01   1.60023420E-01   3.00600493E-03   4.38849570E-04   4.73249463E-04   4.94709207E-05   5.37099633E-05   2.01496883E-05  
  92               2.51996531E+02   2.72609013E+03   8.35187650E-01   1.59977024E-01   3.58480873E-03   4.38794998E-04   4.73292108E-04   4.82810495E-05   5.33176499E-05   1.99864816E-05  
  93               2.78431370E+02   2.78717667E+03   8.34570403E-01   1.59923480E-01   4.25499737E-03   4.39318108E-04   4.72771248E-04   4.74671683E-05   5.28726783E-05   1.98119529E-05  
  94               3.08615066E+02   2.85162385E+03   8.33835519E-01   1.59859846E-01   5.05250031E-03   4.40251146E-04   4.71866778E-04   4.68023100E-05   5.23747662E-05   1.96185517E-05  
  95               3.43111327E+02   2.91784288E+03   8.32992948E-01   1.59787092E-01   5.96613331E-03   4.41838043E-04   4.70353773E-04   4.64903736E-05   5.18127643E-05   1.94152155E-05  
  96               3.82580986E+02   2.98740765E+03   8.32002835E-01   1.59701675E-01   7.03942947E-03   4.43948398E-04   4.68377019E-04   4.63260842E-05   5.11842781E-05   1.91941305E-05  
  97               4.27792132E+02   3.05858530E+03   8.30884368E-01   1.59605373E-01   8.25115539E-03   4.46827678E-04   4.65708631E-04   4.65110266E-05   5.04764461E-05   1.89662853E-05  
  98               4.79516605E+02   3.13282251E+03   8.29594039E-01   1.59494328E-01   9.64879207E-03   4.50357997E-04   4.62473933E-04   4.68507944E-05   4.96856589E-05   1.87238409E-05  
  99               5.38621824E+02   3.20826864E+03   8.28164014E-01   1.59371437E-01   1.11970447E-02   4.54742944E-04   4.58470550E-04   4.75239883E-05   4.87989791E-05   1.84788460E-05  
  100              6.06077623E+02   3.28645708E+03   8.26544709E-01   1.59232313E-01   1.29499992E-02   4.59856233E-04   4.53809134E-04   4.83393592E-05   4.78079487E-05   1.82222358E-05  
  101              6.82654721E+02   3.36516961E+03   8.24791246E-01   1.59081834E-01   1.48474745E-02   4.65839923E-04   4.48316904E-04   4.94670293E-05   4.66994915E-05   1.79677519E-05  
