# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  88               1.32177291E+02   1.23843322E+03   8.38105262E-01   1.60457038E-01   7.79414287E-04   5.29565642E-04   6.34214318E-05   2.91306766E-05   2.42847941E-05   0.00000000E+00  
  89               1.46462218E+02   1.27457974E+03   8.38105737E-01   1.60456468E-01   7.79399860E-04   5.29555290E-04   6.34202814E-05   2.91301491E-05   2.42844522E-05   0.00000000E+00  
  90               1.62125070E+02   1.31133191E+03   8.38106120E-01   1.60455915E-01   7.79385279E-04   5.29543280E-04   6.34191956E-05   2.91296537E-05   2.42840029E-05   0.00000000E+00  
  91               1.79265112E+02   1.34839086E+03   8.38106400E-01   1.60455379E-01   7.79368131E-04   5.29524303E-04   6.34181930E-05   2.91292052E-05   2.42834126E-05   0.00000000E+00  
  92               1.97961104E+02   1.38594459E+03   8.38106592E-01   1.60454841E-01   7.79340217E-04   5.29482626E-04   6.34172891E-05   2.91288298E-05   2.42826268E-05   0.00000000E+00  
  93               2.18327384E+02   1.42367430E+03   8.38106719E-01   1.60454310E-01   7.79278974E-04   5.29379994E-04   6.34164777E-05   2.91285802E-05   2.42815895E-05   0.00000000E+00  
  94               2.40484669E+02   1.46187097E+03   8.38106862E-01   1.60453774E-01   7.79136003E-04   5.29146026E-04   6.34156493E-05   2.91285554E-05   2.42801964E-05   0.00000000E+00  
  95               2.64562296E+02   1.50020037E+03   8.38107082E-01   1.60453250E-01   7.78840121E-04   5.28699101E-04   6.34144108E-05   2.91289448E-05   2.42783109E-05   0.00000000E+00  
  96               2.90815236E+02   1.53916091E+03   8.38107472E-01   1.60452733E-01   7.78344420E-04   5.28002210E-04   6.34119232E-05   2.91302138E-05   2.42742646E-05   0.00000000E+00  
  97               3.19441231E+02   1.57842313E+03   8.38107747E-01   1.60452164E-01   7.77611773E-04   5.27084049E-04   6.34061902E-05   2.91331566E-05   2.42715825E-05   0.00000000E+00  
  98               3.50555062E+02   1.61824703E+03   8.38108028E-01   1.60451592E-01   7.76860044E-04   5.25955309E-04   6.33950286E-05   2.91396660E-05   2.42577729E-05   0.00000000E+00  
  99               3.84194445E+02   1.65807806E+03   8.38107539E-01   1.60450811E-01   7.75732944E-04   5.24637315E-04   6.33738646E-05   2.91507276E-05   2.42537194E-05   0.00000000E+00  
  100              4.20333391E+02   1.69808900E+03   8.38106787E-01   1.60450111E-01   7.75313576E-04   5.23105157E-04   6.33454998E-05   2.91678841E-05   2.42091774E-05   0.00000000E+00  
  101              4.58939459E+02   1.73771285E+03   8.38012797E-01   1.60431404E-01   7.73770976E-04   5.21351740E-04   6.33119949E-05   2.91768043E-05   2.42007391E-05   0.00000000E+00  
