# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  28               6.86923273E-02   3.74087525E+02   8.38163372E-01   1.60480950E-01   7.45690127E-04   4.97687288E-04   4.90683594E-28   1.45709521E-05   5.08220570E-05   2.29848021E-05  
  29               8.35276644E-02   3.84297314E+02   8.38163377E-01   1.60480945E-01   7.45690324E-04   4.97687420E-04   2.87631395E-27   1.45709559E-05   5.08220705E-05   2.29848013E-05  
  30               1.01496088E-01   3.92186811E+02   8.38163381E-01   1.60480941E-01   7.45690532E-04   4.97687559E-04   1.03294514E-26   1.45709600E-05   5.08220847E-05   2.29848007E-05  
  31               1.23238531E-01   4.03381885E+02   8.38163391E-01   1.60480931E-01   7.45690734E-04   4.97687694E-04   6.02481816E-26   1.45709639E-05   5.08220984E-05   2.29847992E-05  
  32               1.49518057E-01   4.12302211E+02   8.38163398E-01   1.60480923E-01   7.45690957E-04   4.97687842E-04   2.24163942E-25   1.45709683E-05   5.08221136E-05   2.29847981E-05  
  33               1.81242796E-01   4.24550974E+02   8.38162898E-01   1.60480803E-01   7.45690846E-04   4.97687768E-04   1.28306510E-24   1.45709661E-05   5.08221060E-05   2.29847810E-05  
  34               2.19494610E-01   4.34672675E+02   8.38162951E-01   1.60480734E-01   7.45698142E-04   4.97692638E-04   4.93741547E-24   1.45711087E-05   5.08226033E-05   2.29847711E-05  
  35               2.65563970E-01   4.48376361E+02   8.38162978E-01   1.60480692E-01   7.45698328E-04   4.97692762E-04   2.85734285E-23   1.45711123E-05   5.08226160E-05   2.29847650E-05  
  36               3.20963722E-01   4.60107132E+02   8.38162876E-01   1.60480637E-01   7.45698566E-04   4.97692921E-04   1.16176967E-22   1.45711170E-05   5.08226322E-05   2.29847572E-05  
  37               3.87470368E-01   4.75538853E+02   8.38162603E-01   1.60480599E-01   7.45699380E-04   4.97693464E-04   6.77854048E-22   1.45711329E-05   5.08226877E-05   2.29847517E-05  
  38               4.67145601E-01   4.89335415E+02   8.38162494E-01   1.60480703E-01   7.45701806E-04   4.97695083E-04   2.94526390E-21   1.45711803E-05   5.08228530E-05   2.29847667E-05  
  39               5.62418094E-01   5.07146520E+02   8.38160174E-01   1.60480015E-01   7.45702824E-04   4.97695763E-04   1.78088293E-20   1.45712002E-05   5.08229224E-05   2.29846680E-05  
  40               6.76155716E-01   5.22710866E+02   8.38160541E-01   1.60479549E-01   7.45758503E-04   4.97732924E-04   7.64277612E-20   1.45722881E-05   5.08267172E-05   2.29846013E-05  
  41               8.11826100E-01   5.41955337E+02   8.38160944E-01   1.60479146E-01   7.45757979E-04   4.97732574E-04   4.18939859E-19   1.45722779E-05   5.08266815E-05   2.29845436E-05  
  42               9.73396649E-01   5.59763607E+02   8.38161382E-01   1.60478709E-01   7.45757899E-04   4.97732521E-04   1.80259054E-18   1.45722764E-05   5.08266760E-05   2.29844810E-05  
  43               1.16559992E+00   5.81545533E+02   8.38162172E-01   1.60477921E-01   7.45756602E-04   4.97731655E-04   9.64947805E-18   1.45722510E-05   5.08265876E-05   2.29843682E-05  
  44               1.39367928E+00   6.02224484E+02   8.38163027E-01   1.60477069E-01   7.45755193E-04   4.97730715E-04   4.20311903E-17   1.45722235E-05   5.08264916E-05   2.29842461E-05  
  45               1.66338366E+00   6.26988572E+02   8.38164396E-01   1.60475704E-01   7.45752666E-04   4.97729029E-04   2.18065578E-16   1.45721741E-05   5.08263194E-05   2.29840506E-05  
  46               1.98140892E+00   6.50797727E+02   8.38165783E-01   1.60474321E-01   7.45750135E-04   4.97727339E-04   9.36190742E-16   1.45721246E-05   5.08261469E-05   2.29838525E-05  
  47               2.35618838E+00   6.78716287E+02   8.38167696E-01   1.60472414E-01   7.45746461E-04   4.97724887E-04   4.58000291E-15   1.45720528E-05   5.08258965E-05   2.29835794E-05  
  48               2.79665067E+00   7.05779886E+02   8.38169450E-01   1.60470662E-01   7.45743183E-04   4.97722699E-04   1.87971504E-14   1.45719888E-05   5.08256731E-05   2.29833285E-05  
  49               3.31224581E+00   7.36806486E+02   8.38171531E-01   1.60468573E-01   7.45739221E-04   4.97720055E-04   8.41003130E-14   1.45719114E-05   5.08254030E-05   2.29830293E-05  
  50               3.91331063E+00   7.66956339E+02   8.38173243E-01   1.60466814E-01   7.45736208E-04   4.97718044E-04   3.19037552E-13   1.45718525E-05   5.08251976E-05   2.29827772E-05  
  51               4.61442155E+00   8.00945675E+02   8.38174948E-01   1.60464905E-01   7.45733381E-04   4.97716157E-04   1.27842609E-12   1.45717973E-05   5.08250050E-05   2.29825036E-05  
  52               5.43203724E+00   8.34120334E+02   8.38176217E-01   1.60463383E-01   7.45735527E-04   4.97717589E-04   4.41466412E-12   1.45718392E-05   5.08251512E-05   2.29822851E-05  
  53               6.38278056E+00   8.71091993E+02   8.38177693E-01   1.60461886E-01   7.45737940E-04   4.97719200E-04   1.57850242E-11   1.45718865E-05   5.08253157E-05   2.29820693E-05  
  54               7.48294169E+00   9.07232484E+02   8.38178796E-01   1.60460732E-01   7.45736393E-04   4.97718167E-04   4.93195874E-11   1.45718569E-05   5.08252103E-05   2.29924847E-05  
  55               8.75295326E+00   9.47035082E+02   8.38179768E-01   1.60459582E-01   7.45735204E-04   4.97717374E-04   1.56929013E-10   1.45718383E-05   5.08251293E-05   2.30289865E-05  
  56               1.02174567E+01   9.85960044E+02   8.38180147E-01   1.60458644E-01   7.45735709E-04   4.97717711E-04   4.42160249E-10   1.45718776E-05   5.08251637E-05   2.31375676E-05  
  57               1.19018603E+01   1.02838381E+03   8.38179707E-01   1.60457587E-01   7.45740128E-04   4.97720660E-04   1.25370656E-09   1.45721295E-05   5.08254649E-05   2.34812713E-05  
  58               1.38307485E+01   1.06959648E+03   8.38178923E-01   1.60456728E-01   7.45761497E-04   4.97734921E-04   3.16977784E-09   1.45734545E-05   5.08269213E-05   2.42851315E-05  
  59               1.60321129E+01   1.11361197E+03   8.38179739E-01   1.60455901E-01   7.45760029E-04   4.97733937E-04   7.92285392E-09   1.45777699E-05   5.08268217E-05   2.42848918E-05  
  60               1.85504286E+01   1.15568653E+03   8.38180546E-01   1.60455062E-01   7.45758384E-04   4.97732788E-04   1.76991917E-08   1.45971919E-05   5.08267141E-05   2.42845784E-05  
  61               2.14349538E+01   1.20011247E+03   8.38181613E-01   1.60453893E-01   7.45755751E-04   4.97730667E-04   3.89054212E-08   1.46728525E-05   5.08265679E-05   2.42840762E-05  
  62               2.47340792E+01   1.24210829E+03   8.38182693E-01   1.60452502E-01   7.45751029E-04   4.97725073E-04   7.72163477E-08   1.49399380E-05   5.08264721E-05   2.42833866E-05  
  63               2.84939853E+01   1.28611333E+03   8.38183911E-01   1.60450430E-01   7.45733573E-04   4.97700394E-04   1.50930523E-07   1.57354286E-05   5.08265061E-05   2.42823089E-05  
  64               3.27659770E+01   1.32730848E+03   8.38184490E-01   1.60447925E-01   7.45654783E-04   4.97586609E-04   2.69540861E-07   1.76987245E-05   5.08270273E-05   2.42808965E-05  
  65               3.76283744E+01   1.37056892E+03   8.38184593E-01   1.60444369E-01   7.45338774E-04   4.97147045E-04   4.77427347E-07   2.16452299E-05   5.08282832E-05   2.42788006E-05  
  66               4.31608962E+01   1.41114667E+03   8.38184576E-01   1.60440620E-01   7.44259171E-04   4.95717599E-04   7.85058574E-07   2.75462985E-05   5.08301129E-05   2.42762025E-05  
  67               4.94546319E+01   1.45449909E+03   8.38186805E-01   1.60436123E-01   7.41361741E-04   4.92079147E-04   1.29718529E-06   3.57393405E-05   5.08319794E-05   2.42723867E-05  
  68               5.65895089E+01   1.49586871E+03   8.38193405E-01   1.60432436E-01   7.35498415E-04   4.85308374E-04   2.02713884E-06   4.45762533E-05   5.08324984E-05   2.42673907E-05  
  69               6.46375147E+01   1.54103462E+03   8.38204819E-01   1.60428138E-01   7.25883354E-04   4.74851779E-04   3.22223702E-06   5.60473718E-05   5.08321654E-05   2.42586027E-05  
  70               7.37108843E+01   1.58515784E+03   8.38217679E-01   1.60424099E-01   7.14594621E-04   4.63092074E-04   4.92035450E-06   6.78194562E-05   5.08310391E-05   2.42432209E-05  
  71               8.38855868E+01   1.63416765E+03   8.38233136E-01   1.60418621E-01   7.00133771E-04   4.47760753E-04   7.70124642E-06   8.31714011E-05   5.08297283E-05   2.42066611E-05  
  72               9.51580626E+01   1.68310876E+03   8.38232737E-01   1.60410026E-01   6.85850372E-04   4.31551370E-04   1.17155785E-05   9.92525318E-05   5.08273715E-05   2.41217512E-05  
  73               1.07441956E+02   1.73791244E+03   8.38237772E-01   1.60401946E-01   6.82408657E-04   4.08371414E-04   1.83358996E-05   1.22295006E-04   5.08454237E-05   2.32521100E-05  
  74               1.20672457E+02   1.79192811E+03   8.38254407E-01   1.60394158E-01   6.62489586E-04   3.87216200E-04   2.77200055E-05   1.43248150E-04   5.08305376E-05   2.32252873E-05  
  75               1.34796664E+02   1.84433506E+03   8.38260145E-01   1.60385581E-01   6.45789606E-04   3.66871700E-04   4.03723943E-05   1.63351289E-04   5.07910090E-05   2.31614397E-05  
  76               1.49571437E+02   1.89498244E+03   8.38249697E-01   1.60375736E-01   6.35919735E-04   3.46739740E-04   5.68646310E-05   1.83202054E-04   5.07139647E-05   2.30099940E-05  
  77               1.64452482E+02   1.94176729E+03   8.38205298E-01   1.60362311E-01   6.38316335E-04   3.26942008E-04   7.66820092E-05   2.02691617E-04   5.05944724E-05   2.27210636E-05  
  78               1.80762829E+02   1.98967481E+03   8.38112264E-01   1.60344896E-01   6.76928841E-04   3.00348796E-04   1.02563943E-04   2.28953254E-04   5.04522387E-05   2.20238819E-05  
  79               1.97034272E+02   2.03372248E+03   8.38102431E-01   1.60338307E-01   6.63636972E-04   2.86695309E-04   1.32218546E-04   2.42253212E-04   5.02725522E-05   2.19991330E-05  
  80               2.12658720E+02   2.07373600E+03   8.38087192E-01   1.60332103E-01   6.52330229E-04   2.75025978E-04   1.64908243E-04   2.53560916E-04   5.00968075E-05   2.19732687E-05  
  81               2.30415110E+02   2.11596318E+03   8.38052156E-01   1.60323235E-01   6.41534521E-04   2.63810059E-04   2.06074635E-04   2.64343037E-04   4.98828488E-05   2.19433517E-05  
  82               2.46046526E+02   2.15138812E+03   8.38025826E-01   1.60317328E-01   6.33063515E-04   2.54942833E-04   2.46703496E-04   2.72814047E-04   4.96953675E-05   2.19155874E-05  
  83               2.58809956E+02   2.17855766E+03   8.38001128E-01   1.60312654E-01   6.27181727E-04   2.48729995E-04   2.81874998E-04   2.78697564E-04   4.95343568E-05   2.18934079E-05  
  84               2.73741778E+02   2.20947544E+03   8.37968214E-01   1.60307022E-01   6.20747829E-04   2.41886477E-04   3.26746737E-04   2.85138468E-04   4.93497731E-05   2.18658734E-05  
  85               2.91107969E+02   2.24320598E+03   8.37925727E-01   1.60300632E-01   6.14491703E-04   2.35116248E-04   3.81742488E-04   2.91433194E-04   4.91271375E-05   2.18347033E-05  
  86               3.11233232E+02   2.28089024E+03   8.37839396E-01   1.60287085E-01   6.07819420E-04   2.27897388E-04   4.51701236E-04   2.98055260E-04   4.88724839E-05   2.17955732E-05  
  87               3.27473275E+02   2.30939777E+03   8.37788734E-01   1.60280686E-01   6.03372702E-04   2.22992690E-04   5.10763018E-04   3.02486848E-04   4.86632679E-05   2.17654254E-05  
  88               3.40093620E+02   2.33126044E+03   8.37741407E-01   1.60275311E-01   6.04408593E-04   2.18336109E-04   5.60208155E-04   3.06784048E-04   4.85084055E-05   2.17526753E-05  
  89               3.55124898E+02   2.35579620E+03   8.37690845E-01   1.60269514E-01   6.01202440E-04   2.14573558E-04   6.19667010E-04   3.10096404E-04   4.83143059E-05   2.17248675E-05  
  90               3.72953511E+02   2.38440815E+03   8.37625971E-01   1.60262267E-01   5.97537865E-04   2.10235398E-04   6.95340518E-04   3.13879899E-04   4.80906377E-05   2.16900436E-05  
  91               3.94013099E+02   2.41610665E+03   8.37546329E-01   1.60253828E-01   5.94071504E-04   2.05988298E-04   7.86750913E-04   3.17469796E-04   4.78207364E-05   2.16506187E-05  
  92               4.18790924E+02   2.45225192E+03   8.37444892E-01   1.60243370E-01   5.90335585E-04   2.01318185E-04   9.02237008E-04   3.21337710E-04   4.75109175E-05   2.16023375E-05  
  93               4.47835773E+02   2.49170996E+03   8.37320759E-01   1.60231119E-01   5.87000702E-04   1.96901743E-04   1.04178199E-03   3.24805638E-04   4.71440686E-05   2.15478742E-05  
  94               4.81775078E+02   2.53579852E+03   8.37164134E-01   1.60216026E-01   5.83647521E-04   1.92261400E-04   1.21666962E-03   3.28297713E-04   4.67257485E-05   2.14825768E-05  
  95               5.21368543E+02   2.58328780E+03   8.36973587E-01   1.60198265E-01   5.80938118E-04   1.88055297E-04   1.42746774E-03   3.31148997E-04   4.62379446E-05   2.14095246E-05  
  96               5.67560396E+02   2.63560928E+03   8.36734998E-01   1.60176422E-01   5.78481137E-04   1.83809569E-04   1.69012313E-03   3.33761046E-04   4.56842577E-05   2.13234675E-05  
  97               6.21411045E+02   2.69141702E+03   8.36446562E-01   1.60150626E-01   5.76921479E-04   1.80149940E-04   2.00563652E-03   3.35494341E-04   4.50459283E-05   2.12281759E-05  
  98               6.84153801E+02   2.75211962E+03   8.36089251E-01   1.60119044E-01   5.75899419E-04   1.76605884E-04   2.39524758E-03   3.36727827E-04   4.43263519E-05   2.11181064E-05  
  99               7.57199877E+02   2.81619706E+03   8.35662117E-01   1.60081865E-01   5.76031120E-04   1.73760339E-04   2.85906649E-03   3.36860530E-04   4.35070493E-05   2.09981808E-05  
  100              8.42120568E+02   2.88503944E+03   8.35140746E-01   1.60036787E-01   5.76973523E-04   1.71129125E-04   3.42416885E-03   3.36265219E-04   4.25922961E-05   2.08626884E-05  
  101              9.40588803E+02   2.95685044E+03   8.34528142E-01   1.59984320E-01   5.79286776E-04   1.69241968E-04   4.08644693E-03   3.34401718E-04   4.15667197E-05   2.07181255E-05  
