# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               H2S             
  35               2.70167686E-01   6.29120525E+02   8.38464903E-01   1.60513649E-01   6.24488547E-16   3.96974095E-04   3.84890369E-04   1.46098412E-04   5.91580501E-05   2.29898074E-05  
  36               3.11363916E-01   6.51653974E+02   8.38466212E-01   1.60512343E-01   2.49217815E-15   3.96972688E-04   3.84889004E-04   1.46097894E-04   5.91578404E-05   2.29896203E-05  
  37               3.58289163E-01   6.74024788E+02   8.38467227E-01   1.60511325E-01   8.95329716E-15   3.96971613E-04   3.84887962E-04   1.46097499E-04   5.91576802E-05   2.29894744E-05  
  38               4.11609874E-01   7.00028877E+02   8.38468239E-01   1.60510298E-01   3.59966305E-14   3.96970634E-04   3.84887013E-04   1.46097139E-04   5.91575344E-05   2.29893273E-05  
  39               4.72021584E-01   7.26116147E+02   8.38468972E-01   1.60509499E-01   1.31137646E-13   3.96970091E-04   3.84886487E-04   1.46096939E-04   5.91574535E-05   2.29892128E-05  
  40               5.40233710E-01   7.56221079E+02   8.38469556E-01   1.60508704E-01   5.25368739E-13   3.96971841E-04   3.84888183E-04   1.46097583E-04   5.91577142E-05   2.29890989E-05  
  41               6.17007210E-01   7.86199293E+02   8.38469928E-01   1.60508093E-01   1.87661766E-12   3.96973944E-04   3.84890222E-04   1.46098357E-04   5.91580276E-05   2.29890110E-05  
  42               7.03481058E-01   8.17765014E+02   8.38470410E-01   1.60507600E-01   6.48395703E-12   3.96973525E-04   3.84889816E-04   1.46098203E-04   5.91579652E-05   2.29889394E-05  
  43               8.00807884E-01   8.49199562E+02   8.38470794E-01   1.60507174E-01   2.02697770E-11   3.96973252E-04   3.84889551E-04   1.46098102E-04   5.91579244E-05   2.29971342E-05  
  44               9.10148896E-01   8.82331563E+02   8.38471150E-01   1.60506682E-01   6.17366045E-11   3.96973191E-04   3.84889492E-04   1.46098080E-04   5.91579153E-05   2.30245789E-05  
  45               1.03274720E+00   9.15172823E+02   8.38471402E-01   1.60506008E-01   1.71379736E-10   3.96973701E-04   3.84889987E-04   1.46098267E-04   5.91579914E-05   2.31080197E-05  
  46               1.16986178E+00   9.49771085E+02   8.38471234E-01   1.60504734E-01   4.65714230E-10   3.96976303E-04   3.84892508E-04   1.46099225E-04   5.91583790E-05   2.33631345E-05  
  47               1.32315274E+00   9.83924160E+02   8.38471386E-01   1.60502711E-01   1.16209105E-09   3.96984473E-04   3.84900426E-04   1.46102230E-04   5.91595960E-05   2.42921346E-05  
  48               1.49439137E+00   1.02002390E+03   8.38474965E-01   1.60499147E-01   2.85989648E-09   3.96979941E-04   3.84896016E-04   1.46100556E-04   5.91589182E-05   2.42915232E-05  
  49               1.68541528E+00   1.05551497E+03   8.38480858E-01   1.60493282E-01   6.50477646E-09   3.96972926E-04   3.84889147E-04   1.46097947E-04   5.91578625E-05   2.42905129E-05  
  50               1.89823423E+00   1.09310006E+03   8.38490849E-01   1.60483332E-01   1.46636542E-08   3.96961006E-04   3.84877323E-04   1.46093451E-04   5.91560464E-05   2.42887864E-05  
  51               2.13515947E+00   1.12987706E+03   8.38504639E-01   1.60469580E-01   3.07120120E-08   3.96945913E-04   3.84861679E-04   1.46087454E-04   5.91536502E-05   2.42863533E-05  
  52               2.39908881E+00   1.16738715E+03   8.38522670E-01   1.60451576E-01   6.21321721E-08   3.96927328E-04   3.84840059E-04   1.46078902E-04   5.91503750E-05   2.42830624E-05  
  53               2.69371736E+00   1.20280693E+03   8.38541543E-01   1.60432694E-01   1.15425744E-07   3.96916243E-04   3.84816894E-04   1.46068263E-04   5.91470624E-05   2.42794052E-05  
  54               3.02289177E+00   1.23954430E+03   8.38562326E-01   1.60411845E-01   2.11266708E-07   3.96925115E-04   3.84785390E-04   1.46047864E-04   5.91433119E-05   2.42750327E-05  
  55               3.39066574E+00   1.27432033E+03   8.38580887E-01   1.60393136E-01   3.60617700E-07   3.97001483E-04   3.84736190E-04   1.45994053E-04   5.91400920E-05   2.42705741E-05  
  56               3.80167611E+00   1.31053844E+03   8.38599255E-01   1.60374530E-01   6.10532453E-07   3.97235670E-04   3.84619432E-04   1.45825285E-04   5.91368352E-05   2.42653572E-05  
  57               4.26164396E+00   1.34481747E+03   8.38614274E-01   1.60359303E-01   9.73741694E-07   3.97825428E-04   3.84319988E-04   1.45324730E-04   5.91343589E-05   2.42598540E-05  
  58               4.77696567E+00   1.38075199E+03   8.38628806E-01   1.60344863E-01   1.54962570E-06   3.99094316E-04   3.83586619E-04   1.44027935E-04   5.91319544E-05   2.42526234E-05  
  59               5.35597374E+00   1.41496658E+03   8.38641069E-01   1.60333707E-01   2.34731580E-06   4.01512586E-04   3.81996842E-04   1.41130614E-04   5.91301270E-05   2.42431634E-05  
  60               6.00941824E+00   1.45129218E+03   8.38653692E-01   1.60323354E-01   3.57264734E-06   4.05655758E-04   3.78965078E-04   1.35580504E-04   5.91284006E-05   2.42261358E-05  
  61               6.74974869E+00   1.48631396E+03   8.38666702E-01   1.60316048E-01   5.22731958E-06   4.11972198E-04   3.73991393E-04   1.26732624E-04   5.91264784E-05   2.41341206E-05  
  62               7.59084846E+00   1.52416872E+03   8.38676461E-01   1.60308451E-01   7.74470361E-06   4.20746652E-04   3.66856546E-04   1.14653863E-04   5.91248494E-05   2.41194147E-05  
  63               8.54527396E+00   1.56134952E+03   8.38687810E-01   1.60303707E-01   1.11404374E-05   4.31511094E-04   3.59256853E-04   1.01319718E-04   5.91306117E-05   2.35747926E-05  
  64               9.62015420E+00   1.60214960E+03   8.38685208E-01   1.60296085E-01   1.63303624E-05   4.43459101E-04   3.50555488E-04   8.80177931E-05   5.91295430E-05   2.35440706E-05  
  65               1.08040763E+01   1.64309148E+03   8.38684686E-01   1.60291637E-01   2.34887345E-05   4.56244277E-04   3.49050197E-04   7.44584426E-05   5.91482344E-05   2.23005488E-05  
  66               1.20721808E+01   1.68846710E+03   8.38680535E-01   1.60285663E-01   3.46284424E-05   4.68031637E-04   3.41933413E-04   6.25550304E-05   5.91499479E-05   2.22106281E-05  
  67               1.33849252E+01   1.73560117E+03   8.38658948E-01   1.60278387E-01   5.08920444E-05   4.79384845E-04   3.40853150E-04   5.10025872E-05   5.91603224E-05   2.19670497E-05  
  68               1.46684599E+01   1.77805326E+03   8.38605709E-01   1.60268883E-01   7.06446385E-05   4.88985175E-04   3.53711304E-04   4.13328245E-05   5.91818277E-05   2.15190738E-05  
  69               1.58114877E+01   1.81355571E+03   8.38535858E-01   1.60259657E-01   9.17866650E-05   4.96629549E-04   3.79546156E-04   3.36115436E-05   5.92222949E-05   2.09784415E-05  
  70               1.67401100E+01   1.84081865E+03   8.38477617E-01   1.60253447E-01   1.11393998E-04   5.01694238E-04   4.04292086E-04   2.85116911E-05   5.92531070E-05   2.05842234E-05  
  71               1.77622224E+01   1.86956048E+03   8.38457798E-01   1.60250497E-01   1.35740601E-04   5.04356501E-04   4.02631811E-04   2.58657825E-05   5.92492808E-05   2.05835554E-05  
  72               1.88946383E+01   1.89980966E+03   8.38423255E-01   1.60245434E-01   1.65959846E-04   5.06720262E-04   4.00243597E-04   2.34608930E-05   5.92425263E-05   2.05797278E-05  
  73               1.98494394E+01   1.92418729E+03   8.38399471E-01   1.60242640E-01   1.94178389E-04   5.08400702E-04   3.98543775E-04   2.17591454E-05   5.92507790E-05   2.05742526E-05  
  74               2.06134516E+01   1.94302254E+03   8.38378558E-01   1.60240314E-01   2.18588145E-04   5.09559077E-04   3.97350400E-04   2.05704479E-05   5.92440638E-05   2.05682642E-05  
  75               2.14776665E+01   1.96366036E+03   8.38352878E-01   1.60237573E-01   2.48169697E-04   5.10719354E-04   3.96158277E-04   1.93802996E-05   5.92347829E-05   2.05598022E-05  
  76               2.24510179E+01   1.98609837E+03   8.38321448E-01   1.60234341E-01   2.83964332E-04   5.11858170E-04   3.94984902E-04   1.82069760E-05   5.92217095E-05   2.05482191E-05  
  77               2.35422590E+01   2.01031921E+03   8.38251414E-01   1.60224465E-01   3.27200414E-04   5.12930396E-04   3.93836440E-04   1.70645499E-05   5.92002240E-05   2.05320552E-05  
  78               2.43117824E+01   2.02681954E+03   8.38222417E-01   1.60221659E-01   3.59610005E-04   5.13632912E-04   3.93135135E-04   1.63546623E-05   5.92354926E-05   2.05196384E-05  
  79               2.48312343E+01   2.03774593E+03   8.38201940E-01   1.60219693E-01   3.82473250E-04   5.14047300E-04   3.92699532E-04   1.59099536E-05   5.92229124E-05   2.05106744E-05  
  80               2.54253902E+01   2.04998758E+03   8.38177707E-01   1.60217386E-01   4.09458946E-04   5.14496033E-04   3.92225208E-04   1.54382895E-05   5.92097256E-05   2.04996832E-05  
  81               2.61070502E+01   2.06376774E+03   8.38148657E-01   1.60214649E-01   4.41662030E-04   5.14974342E-04   3.91759350E-04   1.49331006E-05   5.91954304E-05   2.04864975E-05  
  82               2.68863598E+01   2.07912825E+03   8.38114145E-01   1.60211427E-01   4.79913553E-04   5.15469491E-04   3.91229522E-04   1.44069716E-05   5.91797628E-05   2.04701670E-05  
  83               2.77765651E+01   2.09625251E+03   8.38072771E-01   1.60207600E-01   5.25657212E-04   5.15982491E-04   3.90675614E-04   1.38576976E-05   5.91622249E-05   2.04502203E-05  
  84               2.87901040E+01   2.11516126E+03   8.38023378E-01   1.60203071E-01   5.80131936E-04   5.16501591E-04   3.90109505E-04   1.32965871E-05   5.91424935E-05   2.04260863E-05  
  85               2.99401984E+01   2.13597690E+03   8.37964229E-01   1.60197691E-01   6.45223527E-04   5.17023260E-04   3.89533650E-04   1.27260259E-05   5.91198601E-05   2.03968483E-05  
  86               3.12409509E+01   2.15868150E+03   8.37893706E-01   1.60191323E-01   7.22673807E-04   5.17534793E-04   3.88960113E-04   1.21579120E-05   5.90939544E-05   2.03617835E-05  
  87               3.27073320E+01   2.18335930E+03   8.37809468E-01   1.60183766E-01   8.15024578E-04   5.18031781E-04   3.88392077E-04   1.15953297E-05   5.90641614E-05   2.03197954E-05  
  88               3.43553335E+01   2.20995050E+03   8.37709322E-01   1.60174833E-01   9.24643364E-04   5.18502082E-04   3.87840859E-04   1.10492652E-05   5.90301330E-05   2.02700592E-05  
  89               3.62019930E+01   2.23849017E+03   8.37590247E-01   1.60164263E-01   1.05481039E-03   5.18941065E-04   3.87309723E-04   1.05227485E-05   5.89913377E-05   2.02113977E-05  
  90               3.82656627E+01   2.26888876E+03   8.37449358E-01   1.60151808E-01   1.20864919E-03   5.19338799E-04   3.86807593E-04   1.00241668E-05   5.89473240E-05   2.01429617E-05  
  91               4.05660566E+01   2.30113348E+03   8.37280942E-01   1.60136766E-01   1.39021202E-03   5.19689929E-04   3.86337918E-04   9.55570433E-06   5.88973783E-05   2.00635888E-05  
  92               4.31240050E+01   2.33512929E+03   8.37077194E-01   1.60119369E-01   1.60354345E-03   5.20140958E-04   3.91851415E-04   8.98571991E-06   5.88454815E-05   2.00050438E-05  
  93               4.59629204E+01   2.37079752E+03   8.36847865E-01   1.60099271E-01   1.85322274E-03   5.20383341E-04   3.91580449E-04   8.59208267E-06   5.87828058E-05   1.99014411E-05  
  94               4.91090557E+01   2.40810495E+03   8.36580060E-01   1.60075842E-01   2.14469169E-03   5.20566967E-04   3.91337869E-04   8.23512114E-06   5.87126357E-05   1.97843599E-05  
  95               5.25912354E+01   2.44688670E+03   8.36269573E-01   1.60048716E-01   2.48251687E-03   5.20685582E-04   3.91129387E-04   7.91853235E-06   5.86340872E-05   1.96537063E-05  
  96               5.64408883E+01   2.48720801E+03   8.35909587E-01   1.60017300E-01   2.87411222E-03   5.20740904E-04   3.90951698E-04   7.63703564E-06   5.85465954E-05   1.95084158E-05  
  97               6.06935539E+01   2.52874009E+03   8.35497434E-01   1.59981364E-01   3.32236275E-03   5.20722792E-04   3.90815767E-04   7.39826913E-06   5.84489706E-05   1.93497713E-05  
  98               6.53901504E+01   2.57177145E+03   8.35022762E-01   1.59940003E-01   3.83853647E-03   5.20637783E-04   3.90713491E-04   7.19051677E-06   5.83406867E-05   1.91758244E-05  
  99               7.05781260E+01   2.61573866E+03   8.34486776E-01   1.59893330E-01   4.42129209E-03   5.20470080E-04   3.90664835E-04   7.02761334E-06   5.82200460E-05   1.89900214E-05  
  100              7.63104959E+01   2.66127947E+03   8.33872407E-01   1.59839849E-01   5.08921293E-03   5.20231474E-04   3.90654537E-04   6.88981871E-06   5.80865980E-05   1.87884296E-05  
  101              8.26496484E+01   2.70740892E+03   8.33190127E-01   1.59780487E-01   5.83086038E-03   5.19898098E-04   3.90716425E-04   6.80099061E-06   5.79379857E-05   1.85782520E-05  
