# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  47               1.05326751E+00   8.32190418E+02   8.38366493E-01   1.60488511E-01   9.31256602E-12   5.37618583E-04   2.13364629E-04   2.98525779E-04   5.75282112E-05   2.29871103E-05  
  48               1.27579229E+00   8.67274031E+02   8.38366849E-01   1.60488110E-01   3.08666361E-11   5.37618683E-04   2.13364669E-04   2.98525835E-04   5.75282219E-05   2.29984558E-05  
  49               1.54109654E+00   8.95600070E+02   8.38366914E-01   1.60487890E-01   7.42121307E-11   5.37619244E-04   2.13364892E-04   2.98526147E-04   5.75282820E-05   2.30226629E-05  
  50               1.85560534E+00   9.35286438E+02   8.38367056E-01   1.60487299E-01   2.39275540E-10   5.37620280E-04   2.13365304E-04   2.98526722E-04   5.75283928E-05   2.31285688E-05  
  51               2.22720603E+00   9.68513371E+02   8.38366324E-01   1.60486630E-01   5.81447967E-10   5.37622704E-04   2.13366273E-04   2.98528068E-04   5.75286522E-05   2.33674991E-05  
  52               2.66540217E+00   1.01285824E+03   8.38365893E-01   1.60485195E-01   1.77871491E-09   5.37638470E-04   2.13372567E-04   2.98536822E-04   5.75303393E-05   2.42894642E-05  
  53               3.18003951E+00   1.05061363E+03   8.38367509E-01   1.60483596E-01   4.20673175E-09   5.37636200E-04   2.13371904E-04   2.98535561E-04   5.75300966E-05   2.42891387E-05  
  54               3.78234961E+00   1.09854891E+03   8.38371468E-01   1.60479659E-01   1.17296107E-08   5.37629682E-04   2.13370529E-04   2.98531932E-04   5.75294003E-05   2.42883431E-05  
  55               4.48642836E+00   1.13931460E+03   8.38376314E-01   1.60474817E-01   2.57875367E-08   5.37621831E-04   2.13374173E-04   2.98527457E-04   5.75285745E-05   2.42873194E-05  
  56               5.30965028E+00   1.18967029E+03   8.38386341E-01   1.60464757E-01   6.42427332E-08   5.37604329E-04   2.13397660E-04   2.98516851E-04   5.75268115E-05   2.42851665E-05  
  57               6.27121179E+00   1.23243855E+03   8.38396626E-01   1.60454312E-01   1.29426128E-07   5.37579206E-04   2.13528068E-04   2.98495128E-04   5.75250730E-05   2.42827337E-05  
  58               7.39162868E+00   1.28464360E+03   8.38413945E-01   1.60436460E-01   2.89381881E-07   5.37499435E-04   2.14036499E-04   2.98404330E-04   5.75221539E-05   2.42783263E-05  
  59               8.69644399E+00   1.32905108E+03   8.38427877E-01   1.60421193E-01   5.37408336E-07   5.37170454E-04   2.15862259E-04   2.97941656E-04   5.75202263E-05   2.42738298E-05  
  60               1.02158469E+01   1.38305024E+03   8.38447343E-01   1.60398995E-01   1.09451248E-06   5.35826877E-04   2.21230657E-04   2.95995150E-04   5.75181950E-05   2.42661499E-05  
  61               1.19876263E+01   1.42912808E+03   8.38461430E-01   1.60383133E-01   1.89529603E-06   5.31062173E-04   2.33606382E-04   2.89146908E-04   5.75187590E-05   2.42577403E-05  
  62               1.40683938E+01   1.48501886E+03   8.38485537E-01   1.60363634E-01   3.56342434E-06   5.18326281E-04   2.57248240E-04   2.71485145E-04   5.75197192E-05   2.42393069E-05  
  63               1.65271693E+01   1.53289212E+03   8.38510358E-01   1.60353324E-01   5.80598760E-06   4.98075224E-04   2.83249769E-04   2.47400965E-04   5.75195913E-05   2.42058154E-05  
  64               1.94510559E+01   1.59053218E+03   8.38542148E-01   1.60340973E-01   1.01495581E-05   4.70211744E-04   3.14668209E-04   2.15868779E-04   5.75182762E-05   2.40856329E-05  
  65               2.28615404E+01   1.63975591E+03   8.38546179E-01   1.60331591E-01   1.56129019E-05   4.53691145E-04   3.35280544E-04   1.95388106E-04   5.75207089E-05   2.38061595E-05  
  66               2.67117936E+01   1.69880519E+03   8.38557395E-01   1.60321292E-01   2.56698808E-05   4.42257183E-04   3.63784076E-04   1.66616790E-04   5.75405235E-05   2.26980631E-05  
  67               3.09152088E+01   1.75010404E+03   8.38555958E-01   1.60313461E-01   3.81217747E-05   4.29425721E-04   3.80405273E-04   1.49943488E-04   5.75386872E-05   2.26042238E-05  
  68               3.53432112E+01   1.81273654E+03   8.38529242E-01   1.60299289E-01   6.09771319E-05   4.21771786E-04   4.05869165E-04   1.24276452E-04   5.75479371E-05   2.22306435E-05  
  69               3.96535913E+01   1.86822920E+03   8.38452055E-01   1.60282409E-01   8.99094551E-05   4.42229577E-04   4.29086821E-04   1.00900952E-04   5.75728715E-05   2.15203663E-05  
  70               4.36216943E+01   1.91489216E+03   8.38388531E-01   1.60271175E-01   1.22283340E-04   4.61720084E-04   4.44870719E-04   8.49994647E-05   5.75839344E-05   2.10547738E-05  
  71               4.70883039E+01   1.95313126E+03   8.38367668E-01   1.60266148E-01   1.55517834E-04   4.54354592E-04   4.52260390E-04   7.74981890E-05   5.75464550E-05   2.10312069E-05  
  72               5.10760975E+01   1.99416575E+03   8.38325788E-01   1.60258433E-01   1.99023519E-04   4.47537029E-04   4.59038880E-04   7.05772597E-05   5.74912675E-05   2.10038173E-05  
  73               5.45018671E+01   2.02749430E+03   8.38293260E-01   1.60253523E-01   2.41267836E-04   4.42695357E-04   4.63856489E-04   6.56407794E-05   5.74492584E-05   2.09793454E-05  
  74               5.73097824E+01   2.05344170E+03   8.38263009E-01   1.60249445E-01   2.78922358E-04   4.39342250E-04   4.67190252E-04   6.22079858E-05   5.74020410E-05   2.09587340E-05  
  75               6.06290523E+01   2.08289417E+03   8.38223016E-01   1.60244477E-01   3.27291603E-04   4.35892347E-04   4.70619340E-04   5.86597370E-05   5.73454778E-05   2.09331062E-05  
  76               6.45242349E+01   2.11574054E+03   8.38140729E-01   1.60232717E-01   3.88907478E-04   4.32466228E-04   4.73995013E-04   5.51226258E-05   5.72713989E-05   2.09009447E-05  
  77               6.75927919E+01   2.14055564E+03   8.38095417E-01   1.60227811E-01   4.41381406E-04   4.30151443E-04   4.76311450E-04   5.26923571E-05   5.72281586E-05   2.08749054E-05  
  78               6.99629711E+01   2.15909301E+03   8.38058207E-01   1.60223886E-01   4.84129766E-04   4.28533017E-04   4.77900384E-04   5.10136588E-05   5.71820763E-05   2.08539759E-05  
  79               7.28274775E+01   2.18081409E+03   8.38010645E-01   1.60219000E-01   5.38326257E-04   4.26771647E-04   4.79625652E-04   4.91786439E-05   5.71303648E-05   2.08279036E-05  
  80               7.62687802E+01   2.20600614E+03   8.37949843E-01   1.60212916E-01   6.07074482E-04   4.24895214E-04   4.81457715E-04   4.72125973E-05   5.70682880E-05   2.07954677E-05  
  81               8.03778267E+01   2.23481163E+03   8.37872474E-01   1.60205368E-01   6.93905645E-04   4.22962240E-04   4.83336702E-04   4.51708665E-05   5.69933406E-05   2.07554940E-05  
  82               8.52541694E+01   2.26750447E+03   8.37773786E-01   1.60195956E-01   8.03951127E-04   4.20998260E-04   4.85235352E-04   4.30747980E-05   5.69039038E-05   2.07060684E-05  
  83               9.10069432E+01   2.30397283E+03   8.37647179E-01   1.60183937E-01   9.42096613E-04   4.19094204E-04   4.87059607E-04   4.10112955E-05   5.67970261E-05   2.06459621E-05  
  84               9.77548167E+01   2.34447217E+03   8.37481811E-01   1.60169156E-01   1.11635462E-03   4.22695522E-04   4.89292973E-04   3.85206262E-05   5.66777902E-05   2.05995774E-05  
  85               1.05630749E+02   2.38860278E+03   8.37284472E-01   1.60151311E-01   1.33296489E-03   4.21208462E-04   4.90836970E-04   3.66376851E-05   5.65306526E-05   2.05125174E-05  
  86               1.14783376E+02   2.43669232E+03   8.37036834E-01   1.60129157E-01   1.60404299E-03   4.19869915E-04   4.92203883E-04   3.48638865E-05   5.63598923E-05   2.04079221E-05  
  87               1.25380530E+02   2.48803970E+03   8.36732446E-01   1.60102183E-01   1.93643594E-03   4.18792327E-04   4.93277333E-04   3.33055946E-05   5.61607572E-05   2.02862255E-05  
  88               1.37612193E+02   2.54313104E+03   8.36355272E-01   1.60068966E-01   2.34765648E-03   4.17924646E-04   4.94107750E-04   3.18954079E-05   5.59320839E-05   2.01434755E-05  
  89               1.51707599E+02   2.60103091E+03   8.35899467E-01   1.60029052E-01   2.84387701E-03   4.17390127E-04   4.94575977E-04   3.07391188E-05   5.56677292E-05   1.99821294E-05  
  90               1.67935871E+02   2.66249539E+03   8.35342317E-01   1.59980428E-01   3.44989405E-03   4.17123323E-04   4.94752233E-04   2.97418219E-05   5.53660181E-05   1.97975776E-05  
  91               1.86614484E+02   2.72638287E+03   8.34680623E-01   1.59922870E-01   4.16898318E-03   4.17260600E-04   4.94512922E-04   2.90093580E-05   5.50192996E-05   1.95949339E-05  
  92               2.08117028E+02   2.79372045E+03   8.33883432E-01   1.59853644E-01   5.03490360E-03   4.17735197E-04   4.93934336E-04   2.84305098E-05   5.46250674E-05   1.93688294E-05  
  93               2.32885332E+02   2.86306269E+03   8.32955384E-01   1.59773221E-01   6.04237019E-03   4.18709151E-04   4.92875950E-04   2.81234420E-05   5.41736749E-05   1.91280645E-05  
  94               2.61439495E+02   2.93598398E+03   8.31850529E-01   1.59677550E-01   7.24146651E-03   4.20102164E-04   4.91429729E-04   2.79453304E-05   5.36616401E-05   1.88645169E-05  
  95               2.94392479E+02   3.01070696E+03   8.30586164E-01   1.59568215E-01   8.61310235E-03   4.22103767E-04   4.89432385E-04   2.80316054E-05   5.30766809E-05   1.85907770E-05  
  96               3.32433910E+02   3.08876653E+03   8.29110354E-01   1.59440653E-01   1.02138281E-02   4.24658098E-04   4.86948425E-04   2.82532755E-05   5.24120703E-05   1.82987293E-05  
  97               3.76242615E+02   3.16794137E+03   8.27464605E-01   1.59298559E-01   1.19982365E-02   4.27941925E-04   4.83817648E-04   2.87463915E-05   5.16545785E-05   1.80045399E-05  
  98               4.26547961E+02   3.24991921E+03   8.25588158E-01   1.59136586E-01   1.40325115E-02   4.31864342E-04   4.80115456E-04   2.93625784E-05   5.07941184E-05   1.76976429E-05  
  99               4.84138187E+02   3.33218111E+03   8.23553558E-01   1.58961131E-01   1.62375181E-02   4.36575382E-04   4.75679032E-04   3.02482572E-05   4.98122835E-05   1.73966208E-05  
  100              5.49943918E+02   3.41690320E+03   8.21280452E-01   1.58765132E-01   1.87007738E-02   4.41942542E-04   4.70582890E-04   3.12380558E-05   4.86846528E-05   1.70865258E-05  
  101              6.24924650E+02   3.50155333E+03   8.18865325E-01   1.58557060E-01   2.13171455E-02   4.48076423E-04   4.64669934E-04   3.24790440E-05   4.73799004E-05   1.67861395E-05  
