# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  56               9.55312817E-01   1.33169529E+03   8.38747462E-01   1.60275475E-01   1.68820030E-06   5.26909551E-04   3.42490175E-04   6.02483448E-05   1.37825901E-09   2.42357279E-05  
  57               1.05694748E+00   1.36857974E+03   8.38750861E-01   1.60270687E-01   2.76914841E-06   5.26950407E-04   3.42525076E-04   6.02520766E-05   4.55385563E-09   2.42190947E-05  
  58               1.16797697E+00   1.40838795E+03   8.38752264E-01   1.60266779E-01   4.59820997E-06   5.26998892E-04   3.42589703E-04   6.02560445E-05   1.53172653E-08   2.41787900E-05  
  59               1.28943461E+00   1.44622154E+03   8.38750246E-01   1.60263896E-01   7.22561062E-06   5.27054257E-04   3.42726262E-04   6.02598478E-05   4.47511940E-08   2.40848776E-05  
  60               1.42227450E+00   1.48703825E+03   8.38744076E-01   1.60261180E-01   1.14888987E-05   5.27183536E-04   3.43065155E-04   6.02707561E-05   1.32750643E-07   2.38255529E-05  
  61               1.56702632E+00   1.52576966E+03   8.38727774E-01   1.60257990E-01   1.73657755E-05   5.27258128E-04   3.43700536E-04   6.02736453E-05   3.43730843E-07   2.32478348E-05  
  62               1.72370446E+00   1.56707199E+03   8.38717051E-01   1.60258241E-01   2.64255881E-05   5.27499524E-04   3.45025717E-04   6.02936339E-05   8.15503136E-07   2.17766719E-05  
  63               1.89097077E+00   1.60561555E+03   8.38700995E-01   1.60256169E-01   3.82024383E-05   5.27618695E-04   3.47003484E-04   6.02981061E-05   2.90050413E-06   2.17121973E-05  
  64               2.06636997E+00   1.64555877E+03   8.38668562E-01   1.60252831E-01   5.50523577E-05   5.27798075E-04   3.50050363E-04   6.03086541E-05   9.35998622E-06   2.14885991E-05  
  65               2.24476908E+00   1.68121837E+03   8.38623765E-01   1.60249518E-01   7.49242084E-05   5.28021726E-04   3.54560065E-04   6.03238649E-05   2.23675131E-05   2.10861919E-05  
  66               2.41639688E+00   1.71555412E+03   8.38563522E-01   1.60246556E-01   9.97566601E-05   5.28384066E-04   3.60284399E-04   6.03556172E-05   4.47635798E-05   2.05275450E-05  
  67               2.57121035E+00   1.74276282E+03   8.38505131E-01   1.60243584E-01   1.23817468E-04   5.28771973E-04   3.65699588E-04   6.03919768E-05   6.55583086E-05   2.01228482E-05  
  68               2.73738192E+00   1.77279109E+03   8.38472275E-01   1.60240280E-01   1.56267455E-04   5.28838307E-04   3.69500696E-04   6.03925003E-05   6.54880763E-05   2.01297722E-05  
  69               2.88508378E+00   1.79619447E+03   8.38442560E-01   1.60237355E-01   1.85874756E-04   5.29041345E-04   3.72395143E-04   6.04100274E-05   6.54288353E-05   2.01297876E-05  
  70               3.00838300E+00   1.81701022E+03   8.38412919E-01   1.60234550E-01   2.16498192E-04   5.29083184E-04   3.74241656E-04   6.04103086E-05   6.53778840E-05   2.01240996E-05  
  71               3.14637642E+00   1.83718532E+03   8.38348386E-01   1.60225324E-01   2.49515603E-04   5.29105106E-04   3.75370691E-04   6.04101309E-05   6.53215628E-05   2.01144765E-05  
  72               3.30032873E+00   1.86113098E+03   8.38306257E-01   1.60221547E-01   2.94780089E-04   5.29086404E-04   3.76075326E-04   6.04071035E-05   6.52599027E-05   2.00969471E-05  
  73               3.41561777E+00   1.87659247E+03   8.38275726E-01   1.60218750E-01   3.26871675E-04   5.29528730E-04   3.76830236E-04   6.04600774E-05   6.52163352E-05   2.00832042E-05  
  74               3.49711440E+00   1.88909632E+03   8.38249126E-01   1.60216386E-01   3.55601845E-04   5.29517873E-04   3.77086536E-04   6.04593400E-05   6.51837047E-05   2.00689247E-05  
  75               3.58921296E+00   1.90065750E+03   8.38223650E-01   1.60214135E-01   3.83178682E-04   5.29518113E-04   3.77236047E-04   6.04584793E-05   6.51497746E-05   2.00554132E-05  
  76               3.69358658E+00   1.91572568E+03   8.38187165E-01   1.60210922E-01   4.22796075E-04   5.29526784E-04   3.77307713E-04   6.04572137E-05   6.51089413E-05   2.00338499E-05  
  77               3.81143253E+00   1.93007362E+03   8.38150516E-01   1.60207704E-01   4.62621168E-04   5.29542931E-04   3.77320343E-04   6.04558138E-05   6.50659426E-05   2.00121936E-05  
  78               3.94421157E+00   1.94799805E+03   8.38099713E-01   1.60203252E-01   5.17860338E-04   5.29562924E-04   3.77292443E-04   6.04538868E-05   6.50152664E-05   1.99800563E-05  
  79               4.09249740E+00   1.96525118E+03   8.38047330E-01   1.60198666E-01   5.74845233E-04   5.29585035E-04   3.77236537E-04   6.04518482E-05   6.49619653E-05   1.99468290E-05  
  80               4.25779062E+00   1.98598682E+03   8.37976928E-01   1.60192508E-01   6.51426400E-04   5.29604434E-04   3.77166477E-04   6.04489273E-05   6.49005283E-05   1.99002417E-05  
  81               4.44295919E+00   2.00630980E+03   8.37902070E-01   1.60185966E-01   7.32889134E-04   5.29620113E-04   3.77079845E-04   6.04456220E-05   6.48352688E-05   1.98509822E-05  
  82               4.64986406E+00   2.03022230E+03   8.37802871E-01   1.60177297E-01   8.40843041E-04   5.29630006E-04   3.76975238E-04   6.04411652E-05   6.47605893E-05   1.97841035E-05  
  83               4.88046134E+00   2.05375905E+03   8.37695713E-01   1.60167941E-01   9.57442565E-04   5.29632296E-04   3.76871607E-04   6.04359448E-05   6.46813217E-05   1.97132645E-05  
  84               5.13687424E+00   2.08078506E+03   8.37556313E-01   1.60155770E-01   1.10912091E-03   5.29625978E-04   3.76753234E-04   6.04289954E-05   6.45917663E-05   1.96206672E-05  
  85               5.42136604E+00   2.10743825E+03   8.37404232E-01   1.60142498E-01   1.27457905E-03   5.29609309E-04   3.76638046E-04   6.04207105E-05   6.44968487E-05   1.95225895E-05  
  86               5.73642071E+00   2.13738706E+03   8.37209995E-01   1.60125548E-01   1.48589990E-03   5.29580974E-04   3.76505691E-04   6.04099646E-05   6.43908087E-05   1.93987961E-05  
  87               6.08469765E+00   2.16697522E+03   8.36996670E-01   1.60106939E-01   1.71797013E-03   5.29540018E-04   3.76375641E-04   6.03972398E-05   6.42785571E-05   1.92680737E-05  
  88               6.46915020E+00   2.19956851E+03   8.36729468E-01   1.60083631E-01   2.00865004E-03   5.29483546E-04   3.76225730E-04   6.03814597E-05   6.41544062E-05   1.91085447E-05  
  89               6.89295626E+00   2.23182532E+03   8.36434963E-01   1.60057946E-01   2.32901602E-03   5.29412325E-04   3.76075827E-04   6.03632447E-05   6.40231093E-05   1.89409888E-05  
  90               7.35971919E+00   2.26661453E+03   8.36075038E-01   1.60026557E-01   2.72054454E-03   5.29321324E-04   3.75905238E-04   6.03416621E-05   6.38793756E-05   1.87439418E-05  
  91               7.87334230E+00   2.30123193E+03   8.35674355E-01   1.59991408E-01   3.15418444E-03   5.29211193E-04   3.75795275E-04   6.03167419E-05   6.37270871E-05   1.85374125E-05  
  92               8.43785028E+00   2.33803494E+03   8.35187756E-01   1.59949496E-01   3.67427988E-03   5.29086952E-04   3.81923236E-04   6.02904833E-05   6.35617216E-05   1.83327238E-05  
  93               9.05799119E+00   2.37468737E+03   8.34659336E-01   1.59903421E-01   4.24893209E-03   5.28933960E-04   3.81841973E-04   6.02588579E-05   6.33869985E-05   1.80868399E-05  
  94               9.73941961E+00   2.41321296E+03   8.34036781E-01   1.59849144E-01   4.92603089E-03   5.28752178E-04   3.81676749E-04   6.02231553E-05   6.31982297E-05   1.78129390E-05  
  95               1.04879672E+01   2.45163894E+03   8.33351428E-01   1.59789396E-01   5.67144035E-03   5.28547171E-04   3.81486131E-04   6.01834079E-05   6.29987869E-05   1.75311870E-05  
  96               1.13102220E+01   2.49165085E+03   8.32557423E-01   1.59720176E-01   6.53503943E-03   5.28308146E-04   3.81255943E-04   6.01384753E-05   6.27844377E-05   1.72246507E-05  
  97               1.22136278E+01   2.53157434E+03   8.31688794E-01   1.59644455E-01   7.47980500E-03   5.28042533E-04   3.81001064E-04   6.00887570E-05   6.25582458E-05   1.69128712E-05  
  98               1.32064307E+01   2.57286187E+03   8.30697532E-01   1.59558046E-01   8.55795854E-03   5.27738246E-04   3.80706120E-04   6.00329165E-05   6.23161661E-05   1.65805129E-05  
  99               1.42978330E+01   2.61403741E+03   8.29622151E-01   1.59464308E-01   9.72759873E-03   5.27404364E-04   3.80387773E-04   5.99714987E-05   6.20611672E-05   1.62466858E-05  
  100              1.54982341E+01   2.65648311E+03   8.28408695E-01   1.59358537E-01   1.10474130E-02   5.27026692E-04   3.80028611E-04   5.99028304E-05   6.17890421E-05   1.58961030E-05  
  101              1.68193511E+01   2.69871312E+03   8.27107317E-01   1.59245107E-01   1.24628402E-02   5.26617652E-04   3.79649655E-04   5.98277438E-05   6.15031428E-05   1.55493151E-05  
