# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              N2               NH3              H2S              H2O(s)          
  43               4.85677642E-02   1.58817229E+02   8.38117570E-01   1.60471997E-01   7.76299576E-04   5.27941599E-04   4.21973516E-05   3.40463964E-05   2.29823171E-05   4.08997358E-08  
  44               5.53665478E-02   1.65785375E+02   8.38117470E-01   1.60471978E-01   7.76299556E-04   5.27941585E-04   4.21973505E-05   3.40463956E-05   2.29823144E-05   1.59312179E-07  
  45               6.31110591E-02   1.72907457E+02   8.38117096E-01   1.60471907E-01   7.76299484E-04   5.27941536E-04   4.21973466E-05   3.40463924E-05   2.29823041E-05   6.05229456E-07  
  46               7.19315140E-02   1.80439783E+02   8.38115876E-01   1.60471673E-01   7.76299301E-04   5.27941412E-04   4.21973367E-05   3.40463844E-05   2.29822706E-05   2.05944841E-06  
  47               8.19754680E-02   1.88126994E+02   8.38111890E-01   1.60470910E-01   7.76298711E-04   5.27941011E-04   4.21973046E-05   3.40463585E-05   2.29821613E-05   6.80968874E-06  
  48               9.34087582E-02   1.96211142E+02   8.38100486E-01   1.60468726E-01   7.76297572E-04   5.27940236E-04   4.21972427E-05   3.40463085E-05   2.29818486E-05   2.03997081E-05  
  49               1.06416620E-01   2.04462670E+02   8.38067814E-01   1.60462471E-01   7.76294527E-04   5.27938165E-04   4.21970772E-05   3.40461750E-05   2.29809527E-05   5.93330646E-05  
  50               1.21207262E-01   2.13103227E+02   8.37984409E-01   1.60446501E-01   7.76291091E-04   5.27935828E-04   4.21968904E-05   3.40460243E-05   2.29786656E-05   1.58716470E-04  
  51               1.38014459E-01   2.21942446E+02   8.37671327E-01   1.60386556E-01   7.76013370E-04   5.27746957E-04   4.21817943E-05   3.40338442E-05   2.29700805E-05   5.32248820E-04  
  52               1.57117499E-01   2.31168470E+02   8.38116697E-01   1.60471830E-01   7.76906349E-04   5.28354250E-04   4.22303341E-05   3.40730078E-05   2.29822931E-05   0.00000000E+00  
  53               1.78833947E-01   2.40640129E+02   8.38116690E-01   1.60471829E-01   7.76910980E-04   5.28357399E-04   4.22305858E-05   3.40732109E-05   2.29822930E-05   0.00000000E+00  
  54               2.03524877E-01   2.50504492E+02   8.38116690E-01   1.60471829E-01   7.76910932E-04   5.28357366E-04   4.22305832E-05   3.40732088E-05   2.29822930E-05   0.00000000E+00  
  55               2.31613571E-01   2.60667164E+02   8.38116690E-01   1.60471829E-01   7.76910979E-04   5.28357398E-04   4.22305858E-05   3.40732108E-05   2.29822930E-05   0.00000000E+00  
  56               2.63570773E-01   2.71236147E+02   8.38116690E-01   1.60471829E-01   7.76910975E-04   5.28357396E-04   4.22305856E-05   3.40732106E-05   2.29822930E-05   0.00000000E+00  
  57               2.99925872E-01   2.82150484E+02   8.38116690E-01   1.60471829E-01   7.76910970E-04   5.28357393E-04   4.22305854E-05   3.40732104E-05   2.29822930E-05   0.00000000E+00  
  58               3.41274015E-01   2.93492440E+02   8.38116690E-01   1.60471829E-01   7.76910965E-04   5.28357389E-04   4.22305851E-05   3.40732102E-05   2.29822930E-05   0.00000000E+00  
  59               3.88298407E-01   3.05219314E+02   8.38116690E-01   1.60471829E-01   7.76910959E-04   5.28357385E-04   4.22305848E-05   3.40732099E-05   2.29822930E-05   0.00000000E+00  
  60               4.41766027E-01   3.17404818E+02   8.38116690E-01   1.60471829E-01   7.76910953E-04   5.28357381E-04   4.22305845E-05   3.40732096E-05   2.29822930E-05   0.00000000E+00  
  61               5.02536825E-01   3.30007287E+02   8.38116689E-01   1.60471829E-01   7.76910949E-04   5.28357378E-04   4.22305843E-05   3.40732094E-05   2.29822929E-05   0.00000000E+00  
  62               5.71574004E-01   3.43095269E+02   8.38116689E-01   1.60471829E-01   7.76910940E-04   5.28357372E-04   4.22305838E-05   3.40732090E-05   2.29822929E-05   0.00000000E+00  
  63               6.49968513E-01   3.56633425E+02   8.38116668E-01   1.60471824E-01   7.76910946E-04   5.28357376E-04   4.22305842E-05   3.40732092E-05   2.29822923E-05   0.00000000E+00  
  64               7.38975638E-01   3.70694492E+02   8.38116670E-01   1.60471822E-01   7.76910903E-04   5.28357347E-04   4.22305819E-05   3.40732073E-05   2.29822920E-05   0.00000000E+00  
  65               8.39997231E-01   3.85244057E+02   8.38116669E-01   1.60471822E-01   7.76911221E-04   5.28357563E-04   4.22305993E-05   3.40732212E-05   2.29822920E-05   0.00000000E+00  
  66               9.54610839E-01   4.00352223E+02   8.38116670E-01   1.60471822E-01   7.76911213E-04   5.28357557E-04   4.22305988E-05   3.40732208E-05   2.29822920E-05   0.00000000E+00  
  67               1.08456792E+00   4.15980237E+02   8.38116670E-01   1.60471821E-01   7.76911199E-04   5.28357548E-04   4.22305981E-05   3.40732201E-05   2.29822919E-05   0.00000000E+00  
  68               1.23178385E+00   4.32191786E+02   8.38116254E-01   1.60471740E-01   7.76910893E-04   5.28357340E-04   4.22305816E-05   3.40732067E-05   2.29822803E-05   0.00000000E+00  
  69               1.39841454E+00   4.48943722E+02   8.38116278E-01   1.60471695E-01   7.76917532E-04   5.28361855E-04   4.22309425E-05   3.40734978E-05   2.29822738E-05   0.00000000E+00  
  70               1.58681885E+00   4.66301514E+02   8.38116168E-01   1.60471676E-01   7.76917603E-04   5.28361903E-04   4.22309464E-05   3.40735008E-05   2.29822710E-05   0.00000000E+00  
  71               1.79958169E+00   4.84209892E+02   8.38115803E-01   1.60471695E-01   7.76917983E-04   5.28362162E-04   4.22309672E-05   3.40735174E-05   2.29822738E-05   0.00000000E+00  
  72               2.03972452E+00   5.02746146E+02   8.38115589E-01   1.60471898E-01   7.76924253E-04   5.28366426E-04   4.22313081E-05   3.40737923E-05   2.29823028E-05   0.00000000E+00  
  73               2.31059128E+00   5.21859683E+02   8.38112977E-01   1.60471362E-01   7.76921689E-04   5.28364682E-04   4.22311688E-05   3.40736798E-05   2.29822260E-05   0.00000000E+00  
  74               2.61597542E+00   5.41636365E+02   8.38113195E-01   1.60471038E-01   7.76980521E-04   5.28404692E-04   4.22343668E-05   3.40762599E-05   2.29821798E-05   0.00000000E+00  
  75               2.95992880E+00   5.62017234E+02   8.38113284E-01   1.60470949E-01   7.76980862E-04   5.28404924E-04   4.22343855E-05   3.40762748E-05   2.29821670E-05   0.00000000E+00  
  76               3.34668595E+00   5.83066741E+02   8.38113430E-01   1.60470804E-01   7.76980518E-04   5.28404690E-04   4.22343669E-05   3.40762596E-05   2.29821461E-05   0.00000000E+00  
  77               3.78089850E+00   6.04706874E+02   8.38113658E-01   1.60470577E-01   7.76979995E-04   5.28404335E-04   4.22343386E-05   3.40762366E-05   2.29821136E-05   0.00000000E+00  
  78               4.26807331E+00   6.27025091E+02   8.38114002E-01   1.60470234E-01   7.76979207E-04   5.28403798E-04   4.22342959E-05   3.40762019E-05   2.29820646E-05   0.00000000E+00  
  79               4.81422527E+00   6.49957471E+02   8.38114494E-01   1.60469744E-01   7.76978083E-04   5.28403034E-04   4.22342349E-05   3.40761524E-05   2.29819944E-05   0.00000000E+00  
  80               5.42588559E+00   6.73588558E+02   8.38115168E-01   1.60469072E-01   7.76976559E-04   5.28401998E-04   4.22341523E-05   3.40760855E-05   2.29818981E-05   0.00000000E+00  
  81               6.10975135E+00   6.97827305E+02   8.38116040E-01   1.60468203E-01   7.76974562E-04   5.28400640E-04   4.22340439E-05   3.40759978E-05   2.29817737E-05   0.00000000E+00  
  82               6.87269445E+00   7.22730191E+02   8.38117108E-01   1.60467136E-01   7.76972107E-04   5.28398970E-04   4.22339106E-05   3.40758899E-05   2.29816209E-05   0.00000000E+00  
  83               7.72244466E+00   7.48195808E+02   8.38118338E-01   1.60465903E-01   7.76969278E-04   5.28397046E-04   4.22337570E-05   3.40757657E-05   2.29814443E-05   0.00000000E+00  
  84               8.66905106E+00   7.74349164E+02   8.38119653E-01   1.60464532E-01   7.76966182E-04   5.28394941E-04   4.22335889E-05   3.40756297E-05   2.29812478E-05   0.00000000E+00  
  85               9.72421536E+00   8.01133291E+02   8.38121040E-01   1.60463092E-01   7.76963776E-04   5.28393305E-04   4.22334584E-05   3.40755240E-05   2.29810414E-05   0.00000000E+00  
  86               1.09000091E+01   8.28672749E+02   8.38122373E-01   1.60461612E-01   7.76960346E-04   5.28390971E-04   4.22332722E-05   3.40753733E-05   2.29808292E-05   0.00000000E+00  
  87               1.22083291E+01   8.56833642E+02   8.38123587E-01   1.60460149E-01   7.76962973E-04   5.28392758E-04   4.22334152E-05   3.40754883E-05   2.29806191E-05   0.00000000E+00  
  88               1.36606399E+01   8.85700959E+02   8.38124944E-01   1.60458786E-01   7.76959635E-04   5.28390488E-04   4.22332341E-05   3.40753417E-05   2.29804227E-05   0.00000000E+00  
  89               1.52683363E+01   9.15079838E+02   8.38126184E-01   1.60457518E-01   7.76960559E-04   5.28391116E-04   4.22332846E-05   3.40753819E-05   2.29870955E-05   0.00000000E+00  
  90               1.70468693E+01   9.45132150E+02   8.38127297E-01   1.60456341E-01   7.76957940E-04   5.28389335E-04   4.22331426E-05   3.40752668E-05   2.30029857E-05   0.00000000E+00  
  91               1.90134666E+01   9.75700259E+02   8.38128213E-01   1.60455263E-01   7.76955903E-04   5.28387950E-04   4.22330322E-05   3.40751772E-05   2.30413320E-05   0.00000000E+00  
  92               2.11851021E+01   1.00694358E+03   8.38128843E-01   1.60454255E-01   7.76954916E-04   5.28387279E-04   4.22329789E-05   3.40751335E-05   2.31315565E-05   0.00000000E+00  
  93               2.35780936E+01   1.03862941E+03   8.38128977E-01   1.60453292E-01   7.76956041E-04   5.28388044E-04   4.22330405E-05   3.40751825E-05   2.33322917E-05   0.00000000E+00  
  94               2.62079257E+01   1.07090288E+03   8.38128529E-01   1.60452352E-01   7.76961336E-04   5.28391645E-04   4.22333287E-05   3.40754144E-05   2.37592575E-05   0.00000000E+00  
  95               2.90890687E+01   1.10346929E+03   8.38128247E-01   1.60451550E-01   7.76978085E-04   5.28403036E-04   4.22342397E-05   3.40761486E-05   2.42843206E-05   0.00000000E+00  
  96               3.22427137E+01   1.13656826E+03   8.38128910E-01   1.60450878E-01   7.76975974E-04   5.28401598E-04   4.22341254E-05   3.40760556E-05   2.42841282E-05   0.00000000E+00  
  97               3.57038685E+01   1.17005483E+03   8.38129538E-01   1.60450229E-01   7.76973876E-04   5.28400165E-04   4.22340122E-05   3.40759633E-05   2.42838924E-05   0.00000000E+00  
  98               3.95047545E+01   1.20424993E+03   8.38130162E-01   1.60449557E-01   7.76971718E-04   5.28398671E-04   4.22338967E-05   3.40758692E-05   2.42835843E-05   0.00000000E+00  
  99               4.36742168E+01   1.23883683E+03   8.38130781E-01   1.60448836E-01   7.76969507E-04   5.28397073E-04   4.22337818E-05   3.40757755E-05   2.42831744E-05   0.00000000E+00  
  100              4.82372887E+01   1.27406916E+03   8.38131427E-01   1.60448006E-01   7.76967124E-04   5.28395194E-04   4.22336660E-05   3.40756811E-05   2.42826143E-05   0.00000000E+00  
  101              5.32149420E+01   1.30953199E+03   8.38037376E-01   1.60428897E-01   7.76875559E-04   5.28329531E-04   4.22288771E-05   3.40718164E-05   2.42791136E-05   0.00000000E+00  
