# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  26               2.28458707E-02   2.88845605E+02   8.38372415E-01   1.60520987E-01   4.99320011E-04   2.54418138E-04   2.62727732E-04   8.71172978E-37   5.82632703E-05   2.29887642E-05  
  27               2.66490087E-02   2.96692747E+02   8.38372415E-01   1.60520987E-01   4.99320013E-04   2.54418139E-04   2.62727733E-04   8.89353418E-36   5.82632705E-05   2.29887642E-05  
  28               3.10679120E-02   3.05218725E+02   8.38372415E-01   1.60520987E-01   4.99320016E-04   2.54418141E-04   2.62727734E-04   9.72392878E-35   5.82632708E-05   2.29887642E-05  
  29               3.62005643E-02   3.13528115E+02   8.38372415E-01   1.60520987E-01   4.99320020E-04   2.54418143E-04   2.62727736E-04   8.78265871E-34   5.82632713E-05   2.29887642E-05  
  30               4.21594742E-02   3.22603004E+02   8.38372415E-01   1.60520987E-01   4.99320022E-04   2.54418144E-04   2.62727738E-04   8.56416738E-33   5.82632716E-05   2.29887642E-05  
  31               4.90729085E-02   3.31621441E+02   8.38372415E-01   1.60520987E-01   4.99320032E-04   2.54418149E-04   2.62727743E-04   7.24988385E-32   5.82632727E-05   2.29887641E-05  
  32               5.70881804E-02   3.41541987E+02   8.38372414E-01   1.60520986E-01   4.99320034E-04   2.54418150E-04   2.62727743E-04   6.69673460E-31   5.82632729E-05   2.29887640E-05  
  33               6.63746024E-02   3.51539673E+02   8.38372415E-01   1.60520985E-01   4.99320060E-04   2.54418163E-04   2.62727758E-04   5.52769968E-30   5.82632760E-05   2.29887639E-05  
  34               7.71280687E-02   3.62611700E+02   8.38372410E-01   1.60520982E-01   4.99320058E-04   2.54418162E-04   2.62727756E-04   5.01849789E-29   5.82632757E-05   2.29887635E-05  
  35               8.95694956E-02   3.73999162E+02   8.38372414E-01   1.60520979E-01   4.99320144E-04   2.54418206E-04   2.62727802E-04   4.22743729E-28   5.82632857E-05   2.29887630E-05  
  36               1.03946683E-01   3.86645380E+02   8.38372190E-01   1.60520929E-01   4.99319995E-04   2.54418130E-04   2.62727723E-04   3.90689482E-27   5.82632684E-05   2.29887558E-05  
  37               1.20538506E-01   3.99755555E+02   8.38372217E-01   1.60520894E-01   4.99323341E-04   2.54419835E-04   2.62729484E-04   3.37331161E-26   5.82636588E-05   2.29887508E-05  
  38               1.39652413E-01   4.14392185E+02   8.38372243E-01   1.60520868E-01   4.99323307E-04   2.54419817E-04   2.62729466E-04   3.20060331E-25   5.82636548E-05   2.29887471E-05  
  39               1.61616860E-01   4.30121406E+02   8.38372293E-01   1.60520814E-01   4.99323231E-04   2.54419779E-04   2.62729426E-04   3.03282199E-24   5.82636460E-05   2.29887394E-05  
  40               1.86774723E-01   4.49190957E+02   8.38372342E-01   1.60520659E-01   4.99323014E-04   2.54419669E-04   2.62729312E-04   3.79091646E-23   5.82636207E-05   2.29887172E-05  
  41               2.15499701E-01   4.68881272E+02   8.38369412E-01   1.60519824E-01   4.99321952E-04   2.54419127E-04   2.62728753E-04   4.13993212E-22   5.82634967E-05   2.29885976E-05  
  42               2.48257628E-01   4.89184534E+02   8.38369951E-01   1.60519195E-01   4.99363762E-04   2.54440431E-04   2.62750752E-04   3.97457159E-21   5.82683754E-05   2.29885075E-05  
  43               2.85564314E-01   5.10146159E+02   8.38370989E-01   1.60518160E-01   4.99362265E-04   2.54439668E-04   2.62749965E-04   3.39405883E-20   5.82682007E-05   2.29883593E-05  
  44               3.28007223E-01   5.31755549E+02   8.38372620E-01   1.60516535E-01   4.99359862E-04   2.54438443E-04   2.62748700E-04   2.59026743E-19   5.82679203E-05   2.29881266E-05  
  45               3.76280967E-01   5.54073437E+02   8.38374858E-01   1.60514304E-01   4.99356582E-04   2.54436772E-04   2.62746974E-04   1.78636779E-18   5.82675376E-05   2.29878071E-05  
  46               4.31141993E-01   5.77094605E+02   8.38377529E-01   1.60511642E-01   4.99352657E-04   2.54434772E-04   2.62744909E-04   1.11781428E-17   5.82670795E-05   2.29874259E-05  
  47               4.93437525E-01   6.00866534E+02   8.38380356E-01   1.60508824E-01   4.99348523E-04   2.54432666E-04   2.62742734E-04   6.39806270E-17   5.82665972E-05   2.29870223E-05  
  48               5.64080334E-01   6.25376116E+02   8.38383074E-01   1.60506115E-01   4.99344550E-04   2.54430642E-04   2.62740644E-04   3.35940243E-16   5.82661336E-05   2.29866343E-05  
  49               6.44120609E-01   6.50661177E+02   8.38385520E-01   1.60503677E-01   4.99340984E-04   2.54428825E-04   2.62738767E-04   1.62841752E-15   5.82657175E-05   2.29862851E-05  
  50               7.34800815E-01   6.76738587E+02   8.38387621E-01   1.60501579E-01   4.99337917E-04   2.54427262E-04   2.62737153E-04   7.31881153E-15   5.82653596E-05   2.29859847E-05  
  51               8.37410639E-01   7.03625703E+02   8.38389372E-01   1.60499823E-01   4.99335403E-04   2.54425981E-04   2.62735831E-04   3.06259990E-14   5.82650663E-05   2.29857331E-05  
  52               9.53359337E-01   7.31319399E+02   8.38390786E-01   1.60498374E-01   4.99333465E-04   2.54424993E-04   2.62734811E-04   1.19664313E-13   5.82648401E-05   2.29855257E-05  
  53               1.08418261E+00   7.59815646E+02   8.38391788E-01   1.60497166E-01   4.99332278E-04   2.54424388E-04   2.62734186E-04   4.37843984E-13   5.82647016E-05   2.29853525E-05  
  54               1.23163675E+00   7.89133521E+02   8.38392519E-01   1.60496167E-01   4.99333901E-04   2.54425215E-04   2.62735040E-04   1.50602971E-12   5.82648910E-05   2.29852092E-05  
  55               1.39789367E+00   8.19290759E+02   8.38393289E-01   1.60495386E-01   4.99335960E-04   2.54426265E-04   2.62736124E-04   4.88651759E-12   5.82651313E-05   2.29850965E-05  
  56               1.58513995E+00   8.50320811E+02   8.38393918E-01   1.60494736E-01   4.99335081E-04   2.54425817E-04   2.62735661E-04   1.50139386E-11   5.82650287E-05   2.29900103E-05  
  57               1.79558456E+00   8.82134776E+02   8.38394414E-01   1.60494172E-01   4.99334437E-04   2.54425489E-04   2.62735322E-04   4.36547748E-11   5.82649536E-05   2.30041448E-05  
  58               2.03170461E+00   9.14794785E+02   8.38394752E-01   1.60493627E-01   4.99334281E-04   2.54425410E-04   2.62735240E-04   1.20714054E-10   5.82649353E-05   2.30469941E-05  
  59               2.29606341E+00   9.48163682E+02   8.38394801E-01   1.60492995E-01   4.99335332E-04   2.54425949E-04   2.62735793E-04   3.16931310E-10   5.82650580E-05   2.31708006E-05  
  60               2.59186345E+00   9.82386249E+02   8.38394247E-01   1.60492090E-01   4.99339706E-04   2.54428195E-04   2.62738095E-04   7.95683996E-10   5.82655684E-05   2.35072098E-05  
  61               2.92249349E+00   1.01728987E+03   8.38393887E-01   1.60490873E-01   4.99349435E-04   2.54433223E-04   2.62743214E-04   1.90576566E-09   5.82667036E-05   2.42903196E-05  
  62               3.29148158E+00   1.05302802E+03   8.38395679E-01   1.60489099E-01   4.99346185E-04   2.54431855E-04   2.62741503E-04   4.38374592E-09   5.82663246E-05   2.42899668E-05  
  63               3.70270231E+00   1.08939089E+03   8.38398615E-01   1.60486185E-01   4.99341150E-04   2.54430396E-04   2.62738845E-04   9.65791342E-09   5.82657381E-05   2.42893814E-05  
  64               4.16093548E+00   1.12661719E+03   8.38403331E-01   1.60481481E-01   4.99333313E-04   2.54430433E-04   2.62734666E-04   2.05386931E-08   5.82648310E-05   2.42884277E-05  
  65               4.67154719E+00   1.16448978E+03   8.38410472E-01   1.60474336E-01   4.99321588E-04   2.54438453E-04   2.62728154E-04   4.20470857E-08   5.82635078E-05   2.42869545E-05  
  66               5.24072684E+00   1.20333796E+03   8.38420702E-01   1.60464054E-01   4.99303528E-04   2.54475448E-04   2.62716732E-04   8.35666018E-08   5.82616506E-05   2.42847738E-05  
  67               5.87481733E+00   1.24283896E+03   8.38434075E-01   1.60450517E-01   4.99272505E-04   2.54605749E-04   2.62690504E-04   1.60504393E-07   5.82593042E-05   2.42817604E-05  
  68               6.58110006E+00   1.28113099E+03   8.38448890E-01   1.60435300E-01   4.99201688E-04   2.55005865E-04   2.62607207E-04   2.89575552E-07   5.82568644E-05   2.42780899E-05  
  69               7.36829584E+00   1.31783936E+03   8.38463544E-01   1.60419836E-01   4.98989347E-04   2.56082160E-04   2.62313923E-04   4.91388226E-07   5.82546692E-05   2.42739009E-05  
  70               8.24694728E+00   1.35542701E+03   8.38478632E-01   1.60403396E-01   4.98344093E-04   2.58632792E-04   2.61375236E-04   8.18810479E-07   5.82529380E-05   2.42687350E-05  
  71               9.22909109E+00   1.39274660E+03   8.38492936E-01   1.60387580E-01   4.96557490E-04   2.63985618E-04   2.58738058E-04   1.31903883E-06   5.82520850E-05   2.42624946E-05  
  72               1.03315235E+01   1.43186202E+03   8.38508498E-01   1.60371777E-01   4.92252798E-04   2.73865356E-04   2.52432443E-04   2.11659929E-06   5.82520022E-05   2.42537236E-05  
  73               1.15763568E+01   1.47151715E+03   8.38526520E-01   1.60357897E-01   4.83384161E-04   2.89608720E-04   2.39890994E-04   3.32430521E-06   5.82522408E-05   2.42399276E-05  
  74               1.29910520E+01   1.51364441E+03   8.38549742E-01   1.60345482E-01   4.68192830E-04   3.11167263E-04   2.19791580E-04   5.23254749E-06   5.82516989E-05   2.42111225E-05  
  75               1.46029598E+01   1.55695745E+03   8.38575050E-01   1.60335292E-01   4.47900702E-04   3.35755249E-04   1.95240703E-04   8.11476205E-06   5.82508256E-05   2.41412676E-05  
  76               1.64302773E+01   1.60317174E+03   8.38585264E-01   1.60323214E-01   4.26946837E-04   3.61210713E-04   1.69564211E-04   1.26304962E-05   5.82508021E-05   2.39449035E-05  
  77               1.84604427E+01   1.65069454E+03   8.38597620E-01   1.60314434E-01   4.17488886E-04   3.87226698E-04   1.43233659E-04   1.93874682E-05   5.82734908E-05   2.26025882E-05  
  78               2.06623300E+01   1.70110172E+03   8.38610682E-01   1.60305916E-01   3.98622088E-04   4.08750694E-04   1.21651554E-04   2.98240709E-05   5.82730964E-05   2.25233300E-05  
  79               2.29760938E+01   1.74989315E+03   8.38607232E-01   1.60297414E-01   3.86823277E-04   4.26864602E-04   1.03458059E-04   4.41389756E-05   5.82760485E-05   2.23560321E-05  
  80               2.53321846E+01   1.79550046E+03   8.38573675E-01   1.60286859E-01   3.87791165E-04   4.42693999E-04   8.75401668E-05   6.23665539E-05   5.82899645E-05   2.20050602E-05  
  81               2.76181872E+01   1.83682711E+03   8.38511442E-01   1.60274878E-01   4.05247747E-04   4.57097604E-04   7.30455113E-05   8.39842991E-05   5.83143839E-05   2.14604363E-05  
  82               2.96552887E+01   1.87119920E+03   8.38438216E-01   1.60264718E-01   4.37363686E-04   4.69123677E-04   6.09232999E-05   1.06399872E-04   5.83613042E-05   2.08631169E-05  
  83               3.13932161E+01   1.89925419E+03   8.38424012E-01   1.60261433E-01   4.32988529E-04   4.73811320E-04   5.62117786E-05   1.28214152E-04   5.83505307E-05   2.08520013E-05  
  84               3.33231389E+01   1.92877042E+03   8.38394644E-01   1.60255926E-01   4.28662240E-04   4.78105420E-04   5.18485023E-05   1.54993606E-04   5.83350796E-05   2.08391446E-05  
  85               3.54585176E+01   1.96006217E+03   8.38369354E-01   1.60251975E-01   4.24586176E-04   4.82151066E-04   4.77288476E-05   1.88284787E-04   5.83119693E-05   2.08236860E-05  
  86               3.71735877E+01   1.98392512E+03   8.38346153E-01   1.60248771E-01   4.21842279E-04   4.84877806E-04   4.49453560E-05   2.17388625E-04   5.83071803E-05   2.08105626E-05  
  87               3.84618828E+01   2.00144811E+03   8.38326846E-01   1.60246282E-01   4.19957548E-04   4.86739103E-04   4.30384685E-05   2.41057941E-04   5.82871793E-05   2.07996640E-05  
  88               3.99224616E+01   2.02054496E+03   8.38303451E-01   1.60243441E-01   4.18082084E-04   4.88594709E-04   4.11318776E-05   2.69147171E-04   5.82631832E-05   2.07869764E-05  
  89               4.15709733E+01   2.04158641E+03   8.38274671E-01   1.60240109E-01   4.16157148E-04   4.90498485E-04   3.91689086E-05   3.03158690E-04   5.82335875E-05   2.07714112E-05  
  90               4.34241955E+01   2.06425968E+03   8.38207850E-01   1.60230146E-01   4.14263713E-04   4.92336173E-04   3.72459532E-05   3.43542015E-04   5.81939759E-05   2.07522879E-05  
  91               4.54988341E+01   2.08886183E+03   8.38165449E-01   1.60225688E-01   4.12396869E-04   4.94179021E-04   3.53227416E-05   3.92225386E-04   5.81517455E-05   2.07300047E-05  
  92               4.70600812E+01   2.10664925E+03   8.38131562E-01   1.60222211E-01   4.11200432E-04   4.95391910E-04   3.40538718E-05   4.30698958E-04   5.81601810E-05   2.07126595E-05  
  93               4.82119187E+01   2.11957361E+03   8.38105230E-01   1.60219557E-01   4.10337805E-04   4.96228311E-04   3.31736993E-05   4.60549732E-04   5.81287267E-05   2.06989245E-05  
  94               4.95351832E+01   2.13399411E+03   8.38074036E-01   1.60216465E-01   4.09440238E-04   4.97098577E-04   3.22530355E-05   4.95728046E-04   5.81003927E-05   2.06828715E-05  
  95               5.10506814E+01   2.15019323E+03   8.38036579E-01   1.60212803E-01   4.08482945E-04   4.98024007E-04   3.12689527E-05   5.37796307E-04   5.80712743E-05   2.06636470E-05  
  96               5.27807508E+01   2.16811292E+03   8.37992096E-01   1.60208521E-01   4.07500891E-04   4.98969323E-04   3.02560246E-05   5.87533245E-04   5.80387517E-05   2.06410857E-05  
  97               5.47493953E+01   2.18793593E+03   8.37938947E-01   1.60203474E-01   4.06489509E-04   4.99938245E-04   2.92089603E-05   6.46729506E-04   5.80016660E-05   2.06143529E-05  
  98               5.69822568E+01   2.20965930E+03   8.37875743E-01   1.60197550E-01   4.05471905E-04   5.00907111E-04   2.81501184E-05   7.16862281E-04   5.79591329E-05   2.05829567E-05  
  99               5.95068843E+01   2.23330093E+03   8.37800768E-01   1.60190609E-01   4.04465114E-04   5.01858230E-04   2.70955937E-05   7.99772818E-04   5.79104412E-05   2.05462646E-05  
  100              6.23526875E+01   2.25897626E+03   8.37711572E-01   1.60182438E-01   4.03471179E-04   5.02788596E-04   2.60463511E-05   8.98121239E-04   5.78552609E-05   2.05032577E-05  
  101              6.55514255E+01   2.28645049E+03   8.37604833E-01   1.60172560E-01   4.02532542E-04   5.03653473E-04   2.50441583E-05   1.01330085E-03   5.77927381E-05   2.04538241E-05  
