# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  24               1.16396863E-02   4.95464282E+02   8.38421860E-01   1.60501733E-01   3.63419451E-20   4.52875242E-04   3.14116459E-04   2.15344507E-04   5.84806295E-05   2.29858884E-05  
  25               1.42642832E-02   5.06464833E+02   8.38422133E-01   1.60501457E-01   1.04294561E-19   4.52876058E-04   3.14117025E-04   2.15344896E-04   5.84807349E-05   2.29858489E-05  
  26               1.74712354E-02   5.10739258E+02   8.38421643E-01   1.60501943E-01   1.45711638E-19   4.52877944E-04   3.14118333E-04   2.15345792E-04   5.84809784E-05   2.29859185E-05  
  27               2.13887714E-02   5.22117138E+02   8.38421905E-01   1.60501679E-01   4.05856848E-19   4.52878799E-04   3.14118926E-04   2.15346199E-04   5.84810889E-05   2.29858807E-05  
  28               2.61722192E-02   5.26754448E+02   8.38421413E-01   1.60502166E-01   5.72476112E-19   4.52880713E-04   3.14120254E-04   2.15347109E-04   5.84813360E-05   2.29859505E-05  
  29               3.20094316E-02   5.39025588E+02   8.38421712E-01   1.60501866E-01   1.61953326E-18   4.52881544E-04   3.14120830E-04   2.15347504E-04   5.84814433E-05   2.29859074E-05  
  30               3.91264372E-02   5.44522079E+02   8.38421273E-01   1.60502300E-01   2.40151567E-18   4.52883418E-04   3.14122130E-04   2.15348395E-04   5.84816853E-05   2.29859697E-05  
  31               4.77941865E-02   5.58014014E+02   8.38421627E-01   1.60501945E-01   7.01821685E-18   4.52884207E-04   3.14122677E-04   2.15348770E-04   5.84817871E-05   2.29859188E-05  
  32               5.83369450E-02   5.64689189E+02   8.38421271E-01   1.60502296E-01   1.11157685E-17   4.52886004E-04   3.14123923E-04   2.15349625E-04   5.84820192E-05   2.29859691E-05  
  33               7.11449221E-02   5.79616044E+02   8.38421676E-01   1.60501889E-01   3.35837181E-17   4.52886764E-04   3.14124451E-04   2.15349986E-04   5.84821174E-05   2.29859108E-05  
  34               8.66789565E-02   5.87705075E+02   8.38421418E-01   1.60502143E-01   5.69905871E-17   4.52888475E-04   3.14125637E-04   2.15350800E-04   5.84823383E-05   2.29859472E-05  
  35               1.05485211E-01   6.04252055E+02   8.38421861E-01   1.60501698E-01   1.77078179E-16   4.52889243E-04   3.14126170E-04   2.15351165E-04   5.84824375E-05   2.29858834E-05  
  36               1.28209647E-01   6.14067056E+02   8.38421709E-01   1.60501846E-01   3.23318515E-16   4.52890866E-04   3.14127296E-04   2.15351937E-04   5.84826470E-05   2.29859046E-05  
  37               1.55619179E-01   6.32563242E+02   8.38422181E-01   1.60501372E-01   1.03445457E-15   4.52891656E-04   3.14127843E-04   2.15352312E-04   5.84827490E-05   2.29858367E-05  
  38               1.88623943E-01   6.44451703E+02   8.38422129E-01   1.60501417E-01   2.03324394E-15   4.52893206E-04   3.14128918E-04   2.15353049E-04   5.84829492E-05   2.29858432E-05  
  39               2.28300123E-01   6.65226487E+02   8.38422610E-01   1.60500934E-01   6.66891018E-15   4.52894093E-04   3.14129534E-04   2.15353471E-04   5.84830638E-05   2.29857740E-05  
  40               2.75903350E-01   6.79769273E+02   8.38422644E-01   1.60500878E-01   1.42225807E-14   4.52895582E-04   3.14130567E-04   2.15354179E-04   5.84832561E-05   2.29857660E-05  
  41               3.32894134E-01   7.03313145E+02   8.38423116E-01   1.60500403E-01   4.77690555E-14   4.52896788E-04   3.14131403E-04   2.15354752E-04   5.84834117E-05   2.29856979E-05  
  42               4.00903193E-01   7.20964390E+02   8.38423180E-01   1.60500265E-01   1.09589670E-13   4.52898246E-04   3.14132414E-04   2.15355446E-04   5.84836000E-05   2.29856781E-05  
  43               4.81802435E-01   7.47774892E+02   8.38423486E-01   1.60499790E-01   3.74157653E-13   4.52900161E-04   3.14133743E-04   2.15356357E-04   5.84838474E-05   2.29856100E-05  
  44               5.77703588E-01   7.69193759E+02   8.38423431E-01   1.60499567E-01   9.18623001E-13   4.52903909E-04   3.14136342E-04   2.15358139E-04   5.84843313E-05   2.29855779E-05  
  45               6.91180818E-01   7.99946759E+02   8.38423832E-01   1.60499151E-01   3.16998211E-12   4.52908173E-04   3.14139300E-04   2.15360166E-04   5.84848820E-05   2.29855177E-05  
  46               8.25080409E-01   8.25810608E+02   8.38424032E-01   1.60498932E-01   8.21944159E-12   4.52909783E-04   3.14140416E-04   2.15360932E-04   5.84850898E-05   2.29884687E-05  
  47               9.82610794E-01   8.61055439E+02   8.38424400E-01   1.60498511E-01   2.81772117E-11   4.52911226E-04   3.14141418E-04   2.15361618E-04   5.84852762E-05   2.29998487E-05  
  48               1.16727074E+00   8.91697573E+02   8.38424553E-01   1.60498174E-01   7.48629352E-11   4.52913065E-04   3.14142693E-04   2.15362492E-04   5.84855137E-05   2.30288632E-05  
  49               1.38266442E+00   9.31449725E+02   8.38424726E-01   1.60497434E-01   2.46478318E-10   4.52915722E-04   3.14144537E-04   2.15363756E-04   5.84858568E-05   2.31526461E-05  
  50               1.63268324E+00   9.66462751E+02   8.38424284E-01   1.60496416E-01   6.40561846E-10   4.52920631E-04   3.14147945E-04   2.15366090E-04   5.84864906E-05   2.34678951E-05  
  51               1.92230754E+00   1.01004429E+03   8.38424822E-01   1.60494214E-01   1.94611304E-09   4.52931756E-04   3.14155681E-04   2.15371380E-04   5.84879273E-05   2.42908179E-05  
  52               2.25742282E+00   1.04838944E+03   8.38427847E-01   1.60491207E-01   4.73058093E-09   4.52929380E-04   3.14154150E-04   2.15370249E-04   5.84876206E-05   2.42902650E-05  
  53               2.64454871E+00   1.09456790E+03   8.38434644E-01   1.60484442E-01   1.28378773E-08   4.52921649E-04   3.14149376E-04   2.15366564E-04   5.84866234E-05   2.42890206E-05  
  54               3.09056133E+00   1.13483229E+03   8.38443275E-01   1.60475828E-01   2.83132950E-08   4.52911664E-04   3.14145542E-04   2.15361721E-04   5.84853470E-05   2.42873875E-05  
  55               3.60385829E+00   1.18239806E+03   8.38458891E-01   1.60460210E-01   6.78757078E-08   4.52891399E-04   3.14145050E-04   2.15351367E-04   5.84828257E-05   2.42843526E-05  
  56               4.19558804E+00   1.22370373E+03   8.38474542E-01   1.60444482E-01   1.35432431E-07   4.52866749E-04   3.14188054E-04   2.15333943E-04   5.84803830E-05   2.42810509E-05  
  57               4.87856778E+00   1.27244086E+03   8.38497267E-01   1.60421508E-01   2.91395537E-07   4.52806407E-04   3.14374815E-04   2.15272634E-04   5.84767206E-05   2.42758258E-05  
  58               5.66603548E+00   1.31481074E+03   8.38515460E-01   1.60402790E-01   5.34608853E-07   4.52614967E-04   3.15072925E-04   2.15000415E-04   5.84740953E-05   2.42707178E-05  
  59               6.57221946E+00   1.36476126E+03   8.38538136E-01   1.60379241E-01   1.05089153E-06   4.51902415E-04   3.17149482E-04   2.13910822E-04   5.84710264E-05   2.42628652E-05  
  60               7.61470627E+00   1.40816930E+03   8.38554574E-01   1.60362820E-01   1.79541181E-06   4.49525929E-04   3.22338747E-04   2.10158229E-04   5.84697540E-05   2.42543240E-05  
  61               8.82573027E+00   1.45929017E+03   8.38576446E-01   1.60344381E-01   3.26447950E-06   4.43261641E-04   3.33117516E-04   2.00352731E-04   5.84683257E-05   2.42367691E-05  
  62               1.02470196E+01   1.50373641E+03   8.38596086E-01   1.60334025E-01   5.23753365E-06   4.31398637E-04   3.49400616E-04   1.83483049E-04   5.84675816E-05   2.42051910E-05  
  63               1.19271815E+01   1.55617137E+03   8.38620604E-01   1.60322872E-01   8.90071015E-06   4.13189228E-04   3.71321697E-04   1.59480497E-04   5.84661863E-05   2.41004120E-05  
  64               1.38887272E+01   1.60197247E+03   8.38621402E-01   1.60314003E-01   1.35652242E-05   3.98913617E-04   3.89934278E-04   1.41164981E-04   5.84683374E-05   2.38585439E-05  
  65               1.61182003E+01   1.65623115E+03   8.38628880E-01   1.60305703E-01   2.19201335E-05   3.92450815E-04   4.12844662E-04   1.17437127E-04   5.84904314E-05   2.25046862E-05  
  66               1.85821658E+01   1.70424626E+03   8.38628861E-01   1.60299541E-01   3.23891292E-05   3.81736660E-04   4.26577945E-04   1.03967992E-04   5.84905794E-05   2.24380507E-05  
  67               2.12104057E+01   1.76152970E+03   8.38611004E-01   1.60289430E-01   5.09016293E-05   3.74335584E-04   4.44707851E-04   8.56268211E-05   5.84994469E-05   2.21812803E-05  
  68               2.38026929E+01   1.81594957E+03   8.38543633E-01   1.60274864E-01   7.63024462E-05   3.87948285E-04   4.62213458E-04   6.79937144E-05   5.85258885E-05   2.15934276E-05  
  69               2.61662310E+01   1.86147171E+03   8.38449512E-01   1.60262028E-01   1.04979772E-04   4.29458693E-04   4.77086204E-04   5.30066314E-05   5.85843094E-05   2.07983203E-05  
  70               2.82001525E+01   1.89806824E+03   8.38429573E-01   1.60257927E-01   1.34071908E-04   4.24342217E-04   4.82506030E-04   4.75566880E-05   5.85727328E-05   2.07869079E-05  
  71               3.05136610E+01   1.93711174E+03   8.38388858E-01   1.60251012E-01   1.72132788E-04   4.19443124E-04   4.87354882E-04   4.26227361E-05   5.85528977E-05   2.07718456E-05  
  72               3.24016417E+01   1.96724567E+03   8.38360808E-01   1.60247175E-01   2.07229997E-04   4.16181388E-04   4.90586802E-04   3.93284414E-05   5.85495600E-05   2.07578481E-05  
  73               3.38299159E+01   1.98903285E+03   8.38337025E-01   1.60244203E-01   2.36067385E-04   4.14075647E-04   4.92666650E-04   3.71996863E-05   5.85283402E-05   2.07461314E-05  
  74               3.54980296E+01   2.01361368E+03   8.38306360E-01   1.60240607E-01   2.72460850E-04   4.11913238E-04   4.94800820E-04   3.50068804E-05   5.85001658E-05   2.07309264E-05  
  75               3.74331009E+01   2.04084307E+03   8.38267311E-01   1.60236294E-01   3.17921443E-04   4.09775905E-04   4.96908546E-04   3.28324528E-05   5.84600414E-05   2.07116308E-05  
  76               3.96803028E+01   2.07120225E+03   8.38187368E-01   1.60225349E-01   3.75678472E-04   4.07635713E-04   4.98982870E-04   3.06532294E-05   5.84155183E-05   2.06857265E-05  
  77               4.14560649E+01   2.09410657E+03   8.38144103E-01   1.60220999E-01   4.24585126E-04   4.06240946E-04   5.00392468E-04   2.91793631E-05   5.84213216E-05   2.06643772E-05  
  78               4.28246346E+01   2.11137400E+03   8.38108452E-01   1.60217468E-01   4.64789633E-04   4.05217768E-04   5.01380169E-04   2.81398074E-05   5.83858153E-05   2.06463250E-05  
  79               4.44504057E+01   2.13110827E+03   8.38064279E-01   1.60213177E-01   5.14309800E-04   4.04151489E-04   5.02406739E-04   2.70509317E-05   5.83519790E-05   2.06241816E-05  
  80               4.63756399E+01   2.15392586E+03   8.38008264E-01   1.60207822E-01   5.76818866E-04   4.02999596E-04   5.03510307E-04   2.58717473E-05   5.83152437E-05   2.05959843E-05  
  81               4.86431845E+01   2.17957921E+03   8.37938757E-01   1.60201292E-01   6.53997921E-04   4.01841357E-04   5.04611060E-04   2.46806190E-05   5.82719547E-05   2.05614236E-05  
  82               5.12994523E+01   2.20863778E+03   8.37850883E-01   1.60193149E-01   7.51197885E-04   4.00643200E-04   5.05740015E-04   2.34428115E-05   5.82211716E-05   2.05179002E-05  
  83               5.43947715E+01   2.24066147E+03   8.37742273E-01   1.60183226E-01   8.70863709E-04   3.99493474E-04   5.06808374E-04   2.22448929E-05   5.81606140E-05   2.04651192E-05  
  84               5.79837386E+01   2.27620804E+03   8.37605764E-01   1.60170882E-01   1.02083684E-03   3.98356829E-04   5.07848266E-04   2.10498390E-05   5.80902374E-05   2.03997596E-05  
  85               6.21260257E+01   2.31463886E+03   8.37436284E-01   1.60155509E-01   1.20434993E-03   3.97320229E-04   5.08770898E-04   1.99421036E-05   5.80071686E-05   2.03218031E-05  
  86               6.68860286E+01   2.35651795E+03   8.37219743E-01   1.60136728E-01   1.43254378E-03   4.02139033E-04   5.09901495E-04   1.86154235E-05   5.79173785E-05   2.02579088E-05  
  87               7.23360753E+01   2.40101105E+03   8.36966311E-01   1.60114351E-01   1.70900141E-03   4.01452242E-04   5.10584498E-04   1.76773503E-05   5.78069025E-05   2.01479072E-05  
  88               7.85569097E+01   2.44876135E+03   8.36654130E-01   1.60086900E-01   2.04921879E-03   4.00842303E-04   5.11152427E-04   1.68065978E-05   5.76808099E-05   2.00176009E-05  
  89               8.56377961E+01   2.49875424E+03   8.36280480E-01   1.60054168E-01   2.45604814E-03   4.00381156E-04   5.11532416E-04   1.60710311E-05   5.75353819E-05   1.98695124E-05  
  90               9.36808410E+01   2.55176163E+03   8.35826180E-01   1.60014462E-01   2.95041834E-03   4.00017939E-04   5.11773040E-04   1.54101079E-05   5.73704989E-05   1.96986196E-05  
  91               1.02808207E+02   2.60661658E+03   8.35290922E-01   1.59967787E-01   3.53255215E-03   3.99828414E-04   5.11804174E-04   1.48877547E-05   5.71816578E-05   1.95097849E-05  
  92               1.13162342E+02   2.66435329E+03   8.34648202E-01   1.59911807E-01   4.23134395E-03   3.99760959E-04   5.11676417E-04   1.44365168E-05   5.69682858E-05   1.92969712E-05  
  93               1.24909941E+02   2.72361917E+03   8.33902904E-01   1.59846983E-01   5.04135743E-03   3.99900090E-04   5.11317864E-04   1.41209477E-05   5.67249635E-05   1.90680041E-05  
  94               1.38243114E+02   2.78569411E+03   8.33019491E-01   1.59770192E-01   6.00130685E-03   4.00197853E-04   5.10776009E-04   1.38703817E-05   5.64504186E-05   1.88156149E-05  
  95               1.53381685E+02   2.84898591E+03   8.32012584E-01   1.59682747E-01   7.09514753E-03   4.00750441E-04   5.09975023E-04   1.37527270E-05   5.61382685E-05   1.85511361E-05  
  96               1.70575879E+02   2.91507233E+03   8.30834367E-01   1.59580456E-01   8.37494073E-03   4.01512487E-04   5.08959082E-04   1.36922807E-05   5.57862253E-05   1.82652664E-05  
  97               1.90110329E+02   2.98208149E+03   8.29514951E-01   1.59465986E-01   9.80778226E-03   4.02592489E-04   5.07646832E-04   1.37627332E-05   5.53866363E-05   1.79730295E-05  
  98               2.12306318E+02   3.05182495E+03   8.27993142E-01   1.59333978E-01   1.14602676E-02   4.03948741E-04   5.06074765E-04   1.38861773E-05   5.49349832E-05   1.76629963E-05  
  99               2.37483117E+02   3.12199764E+03   8.26325340E-01   1.59189393E-01   1.32708964E-02   4.05694116E-04   5.04159031E-04   1.41434734E-05   5.44223609E-05   1.73543392E-05  
  100              2.65972746E+02   3.19451067E+03   8.24439483E-01   1.59025924E-01   1.53180919E-02   4.07775678E-04   5.01934235E-04   1.44519069E-05   5.38409806E-05   1.70335485E-05  
  101              2.98133370E+02   3.26697284E+03   8.22415553E-01   1.58850583E-01   1.75147268E-02   4.10289957E-04   4.99321715E-04   1.48911895E-05   5.31788089E-05   1.67208842E-05  
