# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  21               2.56329701E-02   3.16977755E+02   8.38340131E-01   1.60514809E-01   5.43297901E-04   2.06475135E-04   3.04651894E-04   2.59406572E-33   5.77057053E-05   2.29897416E-05  
  22               3.00442711E-02   3.24031824E+02   8.38340130E-01   1.60514809E-01   5.43297927E-04   2.06475145E-04   3.04651909E-04   1.45203525E-32   5.77057080E-05   2.29897415E-05  
  23               3.51761502E-02   3.32919181E+02   8.38340131E-01   1.60514809E-01   5.43297961E-04   2.06475158E-04   3.04651928E-04   1.16568020E-31   5.77057117E-05   2.29897415E-05  
  24               4.11429137E-02   3.40538534E+02   8.38340130E-01   1.60514808E-01   5.43297988E-04   2.06475168E-04   3.04651943E-04   6.28952810E-31   5.77057146E-05   2.29897413E-05  
  25               4.80763210E-02   3.50098129E+02   8.38340131E-01   1.60514807E-01   5.43298037E-04   2.06475187E-04   3.04651970E-04   4.77528211E-30   5.77057198E-05   2.29897412E-05  
  26               5.61296408E-02   3.58438241E+02   8.38340107E-01   1.60514800E-01   5.43298049E-04   2.06475191E-04   3.04651977E-04   2.53110618E-29   5.77057210E-05   2.29897402E-05  
  27               6.54810263E-02   3.68722396E+02   8.38340112E-01   1.60514794E-01   5.43298496E-04   2.06475362E-04   3.04652228E-04   1.80921431E-28   5.77057685E-05   2.29897394E-05  
  28               7.63337492E-02   3.77862394E+02   8.38340116E-01   1.60514790E-01   5.43298524E-04   2.06475372E-04   3.04652244E-04   9.39138649E-28   5.77057715E-05   2.29897388E-05  
  29               8.89192530E-02   3.89101586E+02   8.38340124E-01   1.60514782E-01   5.43298549E-04   2.06475382E-04   3.04652258E-04   6.48769055E-27   5.77057741E-05   2.29897376E-05  
  30               1.03496911E-01   3.99429459E+02   8.38340136E-01   1.60514770E-01   5.43298569E-04   2.06475389E-04   3.04652268E-04   3.44999678E-26   5.77057762E-05   2.29897359E-05  
  31               1.20361152E-01   4.12048041E+02   8.38339786E-01   1.60514673E-01   5.43298321E-04   2.06475295E-04   3.04652129E-04   2.40254136E-25   5.77057499E-05   2.29897220E-05  
  32               1.39840168E-01   4.23918753E+02   8.38339848E-01   1.60514599E-01   5.43304063E-04   2.06477477E-04   3.04655349E-04   1.33203115E-24   5.77063598E-05   2.29897115E-05  
  33               1.62311302E-01   4.38187733E+02   8.38339917E-01   1.60514523E-01   5.43304035E-04   2.06477467E-04   3.04655334E-04   9.33427904E-24   5.77063568E-05   2.29897006E-05  
  34               1.88192945E-01   4.51982433E+02   8.38339945E-01   1.60514399E-01   5.43303921E-04   2.06477423E-04   3.04655270E-04   5.42390122E-23   5.77063447E-05   2.29896827E-05  
  35               2.17940488E-01   4.68612595E+02   8.38339804E-01   1.60514158E-01   5.43304652E-04   2.06477701E-04   3.04655679E-04   3.98604487E-22   5.77064223E-05   2.29896483E-05  
  36               2.52041651E-01   4.85378974E+02   8.38337265E-01   1.60513497E-01   5.43306021E-04   2.06478221E-04   3.04656448E-04   2.58536745E-21   5.77065678E-05   2.29895536E-05  
  37               2.91046219E-01   5.04446222E+02   8.38338194E-01   1.60512489E-01   5.43344889E-04   2.06492993E-04   3.04678242E-04   1.87451195E-20   5.77106960E-05   2.29894092E-05  
  38               3.35557557E-01   5.23740184E+02   8.38339305E-01   1.60511380E-01   5.43343523E-04   2.06492473E-04   3.04677476E-04   1.19829757E-19   5.77105509E-05   2.29892504E-05  
  39               3.86234192E-01   5.46679636E+02   8.38341274E-01   1.60509418E-01   5.43340422E-04   2.06491295E-04   3.04675737E-04   9.25486053E-19   5.77102216E-05   2.29889694E-05  
  40               4.43810123E-01   5.69466818E+02   8.38343681E-01   1.60507019E-01   5.43336660E-04   2.06489865E-04   3.04673628E-04   5.96670045E-18   5.77098220E-05   2.29886258E-05  
  41               5.09187671E-01   5.93811620E+02   8.38346536E-01   1.60504174E-01   5.43332155E-04   2.06488153E-04   3.04671102E-04   3.73398596E-17   5.77093435E-05   2.29882183E-05  
  42               5.83333289E-01   6.17974921E+02   8.38349259E-01   1.60501460E-01   5.43327910E-04   2.06486540E-04   3.04668722E-04   1.99026197E-16   5.77088927E-05   2.29878295E-05  
  43               6.67311690E-01   6.43803052E+02   8.38351932E-01   1.60498795E-01   5.43323726E-04   2.06484950E-04   3.04666375E-04   1.03709542E-15   5.77084482E-05   2.29874479E-05  
  44               7.62431540E-01   6.69422469E+02   8.38354147E-01   1.60496585E-01   5.43320314E-04   2.06483653E-04   3.04664462E-04   4.68361396E-15   5.77080859E-05   2.29871313E-05  
  45               8.70078543E-01   6.96851178E+02   8.38356136E-01   1.60494595E-01   5.43317267E-04   2.06482495E-04   3.04662754E-04   2.08286877E-14   5.77077622E-05   2.29868464E-05  
  46               9.91792618E-01   7.24009639E+02   8.38357667E-01   1.60493042E-01   5.43315055E-04   2.06481654E-04   3.04661513E-04   8.13336028E-14   5.77075272E-05   2.29866238E-05  
  47               1.12919561E+00   7.53087275E+02   8.38358846E-01   1.60491655E-01   5.43313424E-04   2.06481035E-04   3.04660599E-04   3.13945673E-13   5.77073541E-05   2.29864252E-05  
  48               1.28404802E+00   7.81783503E+02   8.38359810E-01   1.60490613E-01   5.43315292E-04   2.06481745E-04   3.04661646E-04   1.07461762E-12   5.77075524E-05   2.29862757E-05  
  49               1.45861669E+00   8.12545980E+02   8.38360529E-01   1.60489678E-01   5.43317688E-04   2.06482655E-04   3.04662990E-04   3.65350175E-12   5.77078070E-05   2.29861411E-05  
  50               1.65525115E+00   8.42863319E+02   8.38361206E-01   1.60488987E-01   5.43316852E-04   2.06482338E-04   3.04662521E-04   1.11373249E-11   5.77077182E-05   2.29871597E-05  
  51               1.87640714E+00   8.75358474E+02   8.38361791E-01   1.60488353E-01   5.43316188E-04   2.06482085E-04   3.04662149E-04   3.37995792E-11   5.77076477E-05   2.29978545E-05  
  52               2.12479390E+00   9.07248859E+02   8.38362175E-01   1.60487814E-01   5.43316037E-04   2.06482028E-04   3.04662064E-04   9.26227817E-11   5.77076316E-05   2.30285914E-05  
  53               2.40307114E+00   9.41402844E+02   8.38362355E-01   1.60487194E-01   5.43316963E-04   2.06482383E-04   3.04662583E-04   2.53082647E-10   5.77077299E-05   2.31241986E-05  
  54               2.71451670E+00   9.74759676E+02   8.38361747E-01   1.60486384E-01   5.43320309E-04   2.06483666E-04   3.04664459E-04   6.28474187E-10   5.77080853E-05   2.33739470E-05  
  55               3.06273579E+00   1.01053264E+03   8.38360999E-01   1.60485284E-01   5.43334066E-04   2.06488945E-04   3.04672173E-04   1.56152480E-09   5.77095465E-05   2.42894881E-05  
  56               3.45150199E+00   1.04531041E+03   8.38362395E-01   1.60483902E-01   5.43331541E-04   2.06488201E-04   3.04670757E-04   3.54841336E-09   5.77092785E-05   2.42892083E-05  
  57               3.88523891E+00   1.08266408E+03   8.38364856E-01   1.60481459E-01   5.43327106E-04   2.06487344E-04   3.04668265E-04   8.09228288E-09   5.77088079E-05   2.42887089E-05  
  58               4.36909856E+00   1.11886006E+03   8.38368533E-01   1.60477793E-01   5.43320741E-04   2.06488038E-04   3.04664663E-04   1.69943528E-08   5.77081361E-05   2.42879483E-05  
  59               4.90857105E+00   1.15786476E+03   8.38374699E-01   1.60471625E-01   5.43309998E-04   2.06494728E-04   3.04658433E-04   3.59509175E-08   5.77070206E-05   2.42866564E-05  
  60               5.51032000E+00   1.19506894E+03   8.38382820E-01   1.60463462E-01   5.43295213E-04   2.06525168E-04   3.04648932E-04   6.98316413E-08   5.77056005E-05   2.42848932E-05  
  61               6.18335119E+00   1.22985234E+03   8.38392116E-01   1.60454040E-01   5.43273186E-04   2.06627012E-04   3.04630592E-04   1.24499072E-07   5.77039978E-05   2.42827505E-05  
  62               6.93671443E+00   1.26449466E+03   8.38402870E-01   1.60442983E-01   5.43228581E-04   2.06914507E-04   3.04581035E-04   2.13957604E-07   5.77022525E-05   2.42800727E-05  
  63               7.78044884E+00   1.29769238E+03   8.38413678E-01   1.60431552E-01   5.43113002E-04   2.07643762E-04   3.04427823E-04   3.48202814E-07   5.77006572E-05   2.42770342E-05  
  64               8.72671294E+00   1.33158019E+03   8.38425044E-01   1.60419048E-01   5.42788656E-04   2.09313783E-04   3.03969972E-04   5.57528633E-07   5.76993530E-05   2.42733351E-05  
  65               9.78824709E+00   1.36474818E+03   8.38435557E-01   1.60406836E-01   5.41916779E-04   2.12783288E-04   3.02715508E-04   8.60902995E-07   5.76987690E-05   2.42691127E-05  
  66               1.09795130E+01   1.39939127E+03   8.38446597E-01   1.60393914E-01   5.39785970E-04   2.19306815E-04   2.99660565E-04   1.32578963E-06   5.76989642E-05   2.42637006E-05  
  67               1.23198440E+01   1.43408086E+03   8.38458143E-01   1.60381859E-01   5.35129241E-04   2.30204429E-04   2.93129191E-04   1.99560245E-06   5.76999476E-05   2.42567939E-05  
  68               1.38330207E+01   1.47103824E+03   8.38473558E-01   1.60369938E-01   5.26199917E-04   2.46380950E-04   2.81118861E-04   3.02285832E-06   5.77008573E-05   2.42460335E-05  
  69               1.55482800E+01   1.50877378E+03   8.38493503E-01   1.60359834E-01   5.11790040E-04   2.66855666E-04   2.63115648E-04   4.51473019E-06   5.77008242E-05   2.42273166E-05  
  70               1.75007084E+01   1.54939826E+03   8.38518129E-01   1.60350405E-01   4.92289336E-04   2.90166604E-04   2.40528140E-04   6.80958607E-06   5.76998214E-05   2.41856162E-05  
  71               1.97159418E+01   1.59128409E+03   8.38540435E-01   1.60341758E-01   4.71299619E-04   3.13490204E-04   2.17253124E-04   1.01625906E-05   5.76989964E-05   2.40861788E-05  
  72               2.21966254E+01   1.63636883E+03   8.38549700E-01   1.60330827E-01   4.51608331E-04   3.37510203E-04   1.93129038E-04   1.53119741E-05   5.77012201E-05   2.38213472E-05  
  73               2.49053210E+01   1.68284541E+03   8.38559851E-01   1.60322060E-01   4.42754917E-04   3.62661615E-04   1.67815253E-04   2.28472350E-05   5.77211985E-05   2.26998917E-05  
  74               2.77905928E+01   1.73261902E+03   8.38571297E-01   1.60313089E-01   4.23631504E-04   3.84835134E-04   1.45518971E-04   3.43787342E-05   5.77203246E-05   2.26056174E-05  
  75               3.07285596E+01   1.77940653E+03   8.38564754E-01   1.60303999E-01   4.13070562E-04   4.03737478E-04   1.26501787E-04   4.93788894E-05   5.77266994E-05   2.24076192E-05  
  76               3.35115870E+01   1.82036974E+03   8.38529492E-01   1.60293130E-01   4.15064587E-04   4.19867584E-04   1.10275220E-04   6.66880626E-05   5.77403645E-05   2.20558602E-05  
  77               3.64763973E+01   1.86129394E+03   8.38467194E-01   1.60280540E-01   4.33269823E-04   4.36427735E-04   9.35939247E-05   8.87902957E-05   5.77628693E-05   2.14965753E-05  
  78               3.91556519E+01   1.89584327E+03   8.38405952E-01   1.60270792E-01   4.57206535E-04   4.49363866E-04   8.05756258E-05   1.11878291E-04   5.77869928E-05   2.10131572E-05  
  79               4.14651651E+01   1.92431170E+03   8.38392458E-01   1.60267178E-01   4.51694250E-04   4.54975834E-04   7.49034195E-05   1.34471159E-04   5.77634133E-05   2.09971853E-05  
  80               4.40193306E+01   1.95412539E+03   8.38363327E-01   1.60261279E-01   4.46483129E-04   4.60157359E-04   6.96281860E-05   1.61992653E-04   5.77368683E-05   2.09795739E-05  
  81               4.68444356E+01   1.98571804E+03   8.38338470E-01   1.60256984E-01   4.41534161E-04   4.65082422E-04   6.46019094E-05   1.96071608E-04   5.77057666E-05   2.09594019E-05  
  82               4.91590834E+01   2.01025755E+03   8.38315076E-01   1.60253473E-01   4.38121066E-04   4.68482585E-04   6.11234631E-05   2.26349686E-04   5.76889300E-05   2.09427181E-05  
  83               5.09411421E+01   2.02874731E+03   8.38294987E-01   1.60250684E-01   4.35699918E-04   4.70883063E-04   5.86613289E-05   2.51641717E-04   5.76558154E-05   2.09288846E-05  
  84               5.29527520E+01   2.04869308E+03   8.38270743E-01   1.60247553E-01   4.33330317E-04   4.73236769E-04   5.62368920E-05   2.81364068E-04   5.76197205E-05   2.09134235E-05  
  85               5.52148315E+01   2.07065874E+03   8.38240808E-01   1.60243891E-01   4.30875930E-04   4.75674052E-04   5.37182553E-05   3.17390536E-04   5.75789039E-05   2.08947708E-05  
  86               5.77454980E+01   2.09405070E+03   8.38173252E-01   1.60233696E-01   4.28514484E-04   4.77985171E-04   5.12954524E-05   3.59623350E-04   5.75337299E-05   2.08729564E-05  
  87               6.05877426E+01   2.11959478E+03   8.38129103E-01   1.60228871E-01   4.26167683E-04   4.80345645E-04   4.88282973E-05   4.10888032E-04   5.74810765E-05   2.08477742E-05  
  88               6.27547954E+01   2.13816759E+03   8.38093682E-01   1.60225122E-01   4.24602657E-04   4.81883046E-04   4.72114501E-05   4.51589592E-04   5.74618017E-05   2.08281932E-05  
  89               6.43591007E+01   2.15183715E+03   8.38065651E-01   1.60222207E-01   4.23479456E-04   4.82982964E-04   4.60503756E-05   4.83661343E-04   5.74243591E-05   2.08126463E-05  
  90               6.62008246E+01   2.16684326E+03   8.38032980E-01   1.60218891E-01   4.22358663E-04   4.84077914E-04   4.48854884E-05   5.20760710E-04   5.73894360E-05   2.07952167E-05  
  91               6.83084550E+01   2.18390154E+03   8.37993174E-01   1.60214901E-01   4.21116621E-04   4.85289488E-04   4.35921447E-05   5.65789731E-04   5.73510867E-05   2.07739537E-05  
  92               7.07126272E+01   2.20247472E+03   8.37946675E-01   1.60210343E-01   4.19898352E-04   4.86473041E-04   4.23151947E-05   6.18053364E-04   5.73063511E-05   2.07499662E-05  
  93               7.34462078E+01   2.22324588E+03   8.37890371E-01   1.60204896E-01   4.18596616E-04   4.87734274E-04   4.09454853E-05   6.81093853E-04   5.72559326E-05   2.07211182E-05  
  94               7.65443411E+01   2.24566086E+03   8.37824535E-01   1.60198644E-01   4.17346327E-04   4.88938732E-04   3.96172255E-05   7.54416511E-04   5.71973736E-05   2.06884666E-05  
  95               8.00447254E+01   2.27031570E+03   8.37745447E-01   1.60191226E-01   4.16062406E-04   4.90169873E-04   3.82432107E-05   8.42192575E-04   5.71315716E-05   2.06498081E-05  
  96               8.39876868E+01   2.29669406E+03   8.37652982E-01   1.60182681E-01   4.14856714E-04   4.91316346E-04   3.69338673E-05   9.44392427E-04   5.70560595E-05   2.06060273E-05  
  97               8.84168366E+01   2.32521862E+03   8.37541101E-01   1.60172251E-01   4.13675111E-04   4.92428963E-04   3.56331639E-05   1.06550546E-03   5.69711784E-05   2.05551085E-05  
  98               9.33783013E+01   2.35552282E+03   8.37405140E-01   1.60160365E-01   4.18124421E-04   4.93893994E-04   3.39849643E-05   1.20660459E-03   5.68815822E-05   2.05252559E-05  
  99               9.89238065E+01   2.38773001E+03   8.37254479E-01   1.60146855E-01   4.17243126E-04   4.94808264E-04   3.28313167E-05   1.37161391E-03   5.67744833E-05   2.04600246E-05  
  100              1.05109765E+02   2.42180627E+03   8.37078421E-01   1.60131178E-01   4.16454961E-04   4.95613823E-04   3.17529378E-05   1.56409728E-03   5.66547277E-05   2.03862005E-05  
  101              1.11998808E+02   2.45736813E+03   8.36875821E-01   1.60113258E-01   4.15811081E-04   4.96258376E-04   3.07990369E-05   1.78522382E-03   5.65202348E-05   2.03045328E-05  
