# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  27               1.57147503E-02   2.33018266E+02   8.38155255E-01   1.60479411E-01   7.52443881E-04   5.04247820E-04   3.87431186E-46   1.03479167E-05   5.02632881E-05   2.29850740E-05  
  28               1.91891358E-02   2.40696993E+02   8.38155255E-01   1.60479411E-01   7.52443931E-04   5.04247854E-04   1.26118718E-44   1.03479174E-05   5.02632915E-05   2.29850740E-05  
  29               2.34210038E-02   2.48186629E+02   8.38155255E-01   1.60479411E-01   7.52443985E-04   5.04247890E-04   3.03896908E-43   1.03479181E-05   5.02632951E-05   2.29850740E-05  
  30               2.85737098E-02   2.56028669E+02   8.38155255E-01   1.60479411E-01   7.52444043E-04   5.04247929E-04   6.96294199E-42   1.03479189E-05   5.02632989E-05   2.29850740E-05  
  31               3.48458200E-02   2.63769603E+02   8.38155255E-01   1.60479411E-01   7.52444104E-04   5.04247970E-04   1.26861856E-40   1.03479198E-05   5.02633030E-05   2.29850740E-05  
  32               4.24771931E-02   2.71960810E+02   8.38155255E-01   1.60479411E-01   7.52444170E-04   5.04248014E-04   2.28710526E-39   1.03479207E-05   5.02633074E-05   2.29850740E-05  
  33               5.17559737E-02   2.80210064E+02   8.38155255E-01   1.60479411E-01   7.52444240E-04   5.04248060E-04   3.53261044E-38   1.03479216E-05   5.02633120E-05   2.29850740E-05  
  34               6.30301233E-02   2.88985781E+02   8.38155255E-01   1.60479411E-01   7.52444314E-04   5.04248110E-04   5.47944963E-37   1.03479226E-05   5.02633170E-05   2.29850740E-05  
  35               7.67234056E-02   2.97712274E+02   8.38155255E-01   1.60479411E-01   7.52444393E-04   5.04248163E-04   7.09177807E-36   1.03479237E-05   5.02633223E-05   2.29850740E-05  
  36               9.33484081E-02   3.06988114E+02   8.38155255E-01   1.60479411E-01   7.52444477E-04   5.04248219E-04   9.20219094E-35   1.03479249E-05   5.02633279E-05   2.29850740E-05  
  37               1.13521355E-01   3.16432619E+02   8.38155254E-01   1.60479411E-01   7.52444566E-04   5.04248279E-04   1.06863878E-33   1.03479261E-05   5.02633338E-05   2.29850739E-05  
  38               1.37983552E-01   3.26647808E+02   8.38155254E-01   1.60479411E-01   7.52444660E-04   5.04248342E-04   1.29561910E-32   1.03479274E-05   5.02633402E-05   2.29850739E-05  
  39               1.67626219E-01   3.37144046E+02   8.38155253E-01   1.60479410E-01   7.52444764E-04   5.04248412E-04   1.43373115E-31   1.03479288E-05   5.02633471E-05   2.29850739E-05  
  40               2.03512633E-01   3.48548734E+02   8.38155253E-01   1.60479410E-01   7.52444870E-04   5.04248483E-04   1.66261098E-30   1.03479303E-05   5.02633542E-05   2.29850739E-05  
  41               2.46925114E-01   3.60352634E+02   8.38155246E-01   1.60479409E-01   7.52444997E-04   5.04248568E-04   1.78065684E-29   1.03479320E-05   5.02633626E-05   2.29850737E-05  
  42               2.99395590E-01   3.73207117E+02   8.38155246E-01   1.60479407E-01   7.52445108E-04   5.04248643E-04   1.99146475E-28   1.03479336E-05   5.02633701E-05   2.29850735E-05  
  43               3.62715958E-01   3.86697967E+02   8.38155247E-01   1.60479407E-01   7.52445292E-04   5.04248766E-04   2.11035775E-27   1.03479361E-05   5.02633824E-05   2.29850734E-05  
  44               4.38970218E-01   4.01588528E+02   8.38154973E-01   1.60479353E-01   7.52445304E-04   5.04248774E-04   2.38600565E-26   1.03479363E-05   5.02633832E-05   2.29850657E-05  
  45               5.30611585E-01   4.17368141E+02   8.38154997E-01   1.60479324E-01   7.52448213E-04   5.04250723E-04   2.58122587E-25   1.03479763E-05   5.02635774E-05   2.29850615E-05  
  46               6.40499255E-01   4.34733079E+02   8.38154999E-01   1.60479319E-01   7.52448384E-04   5.04250838E-04   2.91475403E-24   1.03479786E-05   5.02635889E-05   2.29850608E-05  
  47               7.71955848E-01   4.53377156E+02   8.38154960E-01   1.60479302E-01   7.52448542E-04   5.04250944E-04   3.20300112E-23   1.03479808E-05   5.02635994E-05   2.29850584E-05  
  48               9.28739384E-01   4.74171491E+02   8.38154587E-01   1.60479248E-01   7.52448829E-04   5.04251136E-04   3.73175750E-22   1.03479848E-05   5.02636187E-05   2.29850507E-05  
  49               1.11525399E+00   4.96760585E+02   8.38151560E-01   1.60478938E-01   7.52447935E-04   5.04250537E-04   4.26454877E-21   1.03479724E-05   5.02635589E-05   2.29850063E-05  
  50               1.33637883E+00   5.22096566E+02   8.38151837E-01   1.60478544E-01   7.52513839E-04   5.04294702E-04   5.12287142E-20   1.03488788E-05   5.02679613E-05   2.29849498E-05  
  51               1.59782894E+00   5.48721631E+02   8.38152056E-01   1.60478324E-01   7.52514242E-04   5.04294972E-04   5.44489311E-19   1.03488843E-05   5.02679882E-05   2.29849183E-05  
  52               1.90632652E+00   5.76818134E+02   8.38152480E-01   1.60477902E-01   7.52513659E-04   5.04294582E-04   5.19922948E-18   1.03488763E-05   5.02679493E-05   2.29848579E-05  
  53               2.26985119E+00   6.06725146E+02   8.38153247E-01   1.60477137E-01   7.52512366E-04   5.04293715E-04   4.56156373E-17   1.03488585E-05   5.02678629E-05   2.29847482E-05  
  54               2.69682196E+00   6.38114036E+02   8.38154486E-01   1.60475901E-01   7.52510122E-04   5.04292211E-04   3.57488593E-16   1.03488277E-05   5.02677130E-05   2.29845713E-05  
  55               3.19685723E+00   6.71304722E+02   8.38156286E-01   1.60474107E-01   7.52506651E-04   5.04289885E-04   2.55516316E-15   1.03487799E-05   5.02674811E-05   2.29843143E-05  
  56               3.78058578E+00   7.05731758E+02   8.38158518E-01   1.60471879E-01   7.52502266E-04   5.04286947E-04   1.61255686E-14   1.03487196E-05   5.02671882E-05   2.29839951E-05  
  57               4.46153149E+00   7.41338757E+02   8.38160951E-01   1.60469436E-01   7.52497316E-04   5.04283630E-04   9.03158949E-14   1.03486516E-05   5.02668576E-05   2.29836452E-05  
  58               5.25439657E+00   7.78269119E+02   8.38163333E-01   1.60466985E-01   7.52492546E-04   5.04280433E-04   4.55543574E-13   1.03485860E-05   5.02665389E-05   2.29832941E-05  
  59               6.17703584E+00   8.16429216E+02   8.38165407E-01   1.60464691E-01   7.52488516E-04   5.04277732E-04   2.07402606E-12   1.03485305E-05   5.02662697E-05   2.29829652E-05  
  60               7.24846821E+00   8.55975363E+02   8.38167235E-01   1.60462651E-01   7.52489426E-04   5.04278342E-04   8.63233365E-12   1.03485431E-05   5.02663305E-05   2.29826721E-05  
  61               8.49084890E+00   8.96733041E+02   8.38168916E-01   1.60460931E-01   7.52490877E-04   5.04279314E-04   3.28208239E-11   1.03485634E-05   5.02664274E-05   2.29866038E-05  
  62               9.92844423E+00   9.38895088E+02   8.38170252E-01   1.60459460E-01   7.52488507E-04   5.04277726E-04   1.15405936E-10   1.03485336E-05   5.02662691E-05   2.30121796E-05  
  63               1.15861163E+01   9.82143436E+02   8.38171051E-01   1.60458183E-01   7.52487622E-04   5.04277133E-04   3.73720799E-10   1.03485426E-05   5.02662100E-05   2.31033265E-05  
  64               1.34906829E+01   1.02666709E+03   8.38170801E-01   1.60456949E-01   7.52490479E-04   5.04279047E-04   1.12744486E-09   1.03487248E-05   5.02664008E-05   2.34031629E-05  
  65               1.56695061E+01   1.07203694E+03   8.38170074E-01   1.60455873E-01   7.52513099E-04   5.04294206E-04   3.15260275E-09   1.03498966E-05   5.02679119E-05   2.42850046E-05  
  66               1.81631425E+01   1.11869579E+03   8.38170985E-01   1.60454951E-01   7.52511308E-04   5.04293000E-04   8.30392914E-09   1.03544523E-05   5.02677928E-05   2.42847435E-05  
  67               2.10235847E+01   1.16180449E+03   8.38171784E-01   1.60454117E-01   7.52509445E-04   5.04291696E-04   1.87876232E-08   1.03761422E-05   5.02676733E-05   2.42844229E-05  
  68               2.43068767E+01   1.20565934E+03   8.38172711E-01   1.60453078E-01   7.52507022E-04   5.04289654E-04   4.04970510E-08   1.04608264E-05   5.02675492E-05   2.42839421E-05  
  69               2.80671830E+01   1.24637336E+03   8.38173526E-01   1.60451934E-01   7.52502393E-04   5.04283866E-04   7.80589979E-08   1.07459347E-05   5.02674859E-05   2.42833103E-05  
  70               3.23612860E+01   1.28857558E+03   8.38174311E-01   1.60450305E-01   7.52485232E-04   5.04259002E-04   1.47401726E-07   1.15372852E-05   5.02675864E-05   2.42823562E-05  
  71               3.72749425E+01   1.32844526E+03   8.38174482E-01   1.60448375E-01   7.52409093E-04   5.04149552E-04   2.57137969E-07   1.33383048E-05   5.02681065E-05   2.42811172E-05  
  72               4.28885726E+01   1.37096117E+03   8.38174289E-01   1.60445600E-01   7.52112661E-04   5.03741375E-04   4.49712860E-07   1.67664940E-05   5.02691935E-05   2.42792622E-05  
  73               4.92772172E+01   1.41228632E+03   8.38174284E-01   1.60442526E-01   7.51108735E-04   5.02424893E-04   7.46145066E-07   2.18056531E-05   5.02707856E-05   2.42768515E-05  
  74               5.65267753E+01   1.45756756E+03   8.38176501E-01   1.60438602E-01   7.48330515E-04   4.98971944E-04   1.26169700E-06   2.91244528E-05   5.02721734E-05   2.42731338E-05  
  75               6.47172264E+01   1.50277826E+03   8.38183267E-01   1.60434912E-01   7.42348765E-04   4.92111089E-04   2.05982065E-06   3.79125312E-05   5.02727826E-05   2.42677661E-05  
  76               7.39823376E+01   1.55276344E+03   8.38195499E-01   1.60430407E-01   7.31982088E-04   4.80915896E-04   3.43907760E-06   4.99763250E-05   5.02723047E-05   2.42575804E-05  
  77               8.44194651E+01   1.60320485E+03   8.38210090E-01   1.60425546E-01   7.18881720E-04   4.67215220E-04   5.57288613E-06   6.37195177E-05   5.02713447E-05   2.42369096E-05  
  78               9.60436362E+01   1.65865505E+03   8.38212604E-01   1.60416153E-01   7.02251968E-04   4.49160597E-04   9.19491537E-06   8.17194980E-05   5.02700267E-05   2.41809863E-05  
  79               1.08747601E+02   1.71504078E+03   8.38216580E-01   1.60408430E-01   7.00585474E-04   4.26865631E-04   1.47970167E-05   1.03896173E-04   5.02921039E-05   2.32722545E-05  
  80               1.22486117E+02   1.76955671E+03   8.38234065E-01   1.60401127E-01   6.81197370E-04   4.06699682E-04   2.27122064E-05   1.23877766E-04   5.02842372E-05   2.32566283E-05  
  81               1.37290292E+02   1.82401214E+03   8.38246037E-01   1.60393138E-01   6.62749469E-04   3.86083480E-04   3.39402539E-05   1.44265898E-04   5.02593724E-05   2.32156274E-05  
  82               1.53097777E+02   1.87630495E+03   8.38242863E-01   1.60384052E-01   6.49607098E-04   3.66444647E-04   4.87137712E-05   1.63634160E-04   5.01941515E-05   2.31155070E-05  
  83               1.69846312E+02   1.92810940E+03   8.38215843E-01   1.60372375E-01   6.46162677E-04   3.45610098E-04   6.83138464E-05   1.84146550E-04   5.00874555E-05   2.28811332E-05  
  84               1.87293959E+02   1.97694924E+03   8.38153611E-01   1.60357556E-01   6.59753446E-04   3.24042902E-04   9.22506059E-05   2.05364653E-04   4.99323169E-05   2.24679885E-05  
  85               2.04789173E+02   2.02327543E+03   8.38091472E-01   1.60344604E-01   6.79524109E-04   3.02712979E-04   1.21006150E-04   2.26338522E-04   4.97678563E-05   2.20454185E-05  
  86               2.21680829E+02   2.06413803E+03   8.38078090E-01   1.60338489E-01   6.68030846E-04   2.90851992E-04   1.51920964E-04   2.37835291E-04   4.95769419E-05   2.20218954E-05  
  87               2.40899740E+02   2.10868484E+03   8.38045180E-01   1.60329325E-01   6.56070560E-04   2.78448681E-04   1.92750729E-04   2.49784127E-04   4.93648986E-05   2.19912987E-05  
  88               2.58048831E+02   2.14509242E+03   8.38020208E-01   1.60323485E-01   6.47460174E-04   2.69431144E-04   2.32074941E-04   2.58394284E-04   4.91575872E-05   2.19652374E-05  
  89               2.72178455E+02   2.17449240E+03   8.37995601E-01   1.60318414E-01   6.40651813E-04   2.62262291E-04   2.68486097E-04   2.65204831E-04   4.89936546E-05   2.19413048E-05  
  90               2.88758717E+02   2.20651905E+03   8.37963251E-01   1.60312785E-01   6.34089278E-04   2.55271658E-04   3.12898839E-04   2.71773394E-04   4.87878973E-05   2.19147448E-05  
  91               3.08091667E+02   2.24281200E+03   8.37919730E-01   1.60305920E-01   6.26957568E-04   2.47574700E-04   3.70275182E-04   2.78950623E-04   4.85551578E-05   2.18813503E-05  
  92               3.30537865E+02   2.28192435E+03   8.37832313E-01   1.60292154E-01   6.20160194E-04   2.40194022E-04   4.40703069E-04   2.85697872E-04   4.82723785E-05   2.18427503E-05  
  93               3.48431998E+02   2.31199625E+03   8.37780396E-01   1.60285442E-01   6.15232978E-04   2.34769175E-04   5.01811127E-04   2.90611048E-04   4.80530737E-05   2.18110769E-05  
  94               3.62055130E+02   2.33367805E+03   8.37734322E-01   1.60280269E-01   6.16449178E-04   2.30298420E-04   5.49606306E-04   2.94712713E-04   4.78842317E-05   2.17994589E-05  
  95               3.78355861E+02   2.35916346E+03   8.37682973E-01   1.60274256E-01   6.12909926E-04   2.26165967E-04   6.10400139E-04   2.98364309E-04   4.76840314E-05   2.17705631E-05  
  96               3.97776813E+02   2.38791248E+03   8.37619099E-01   1.60267164E-01   6.09384919E-04   2.21943725E-04   6.84760201E-04   3.02010049E-04   4.74412268E-05   2.17371448E-05  
  97               4.20819949E+02   2.42083510E+03   8.37537832E-01   1.60258453E-01   6.05618604E-04   2.17341871E-04   7.78361134E-04   3.05907420E-04   4.71573871E-05   2.16965083E-05  
  98               4.48049806E+02   2.45750905E+03   8.37436598E-01   1.60248071E-01   6.01998156E-04   2.12740042E-04   8.93429045E-04   3.09664218E-04   4.68206619E-05   2.16493551E-05  
  99               4.80112212E+02   2.49840097E+03   8.37309617E-01   1.60235495E-01   5.98482542E-04   2.08062969E-04   1.03631049E-03   3.13321607E-04   4.64282409E-05   2.15937887E-05  
  100              5.17762522E+02   2.54346565E+03   8.37151474E-01   1.60220339E-01   5.95265444E-04   2.03475108E-04   1.21261265E-03   3.16685289E-04   4.59720545E-05   2.15292358E-05  
  101              5.61956121E+02   2.59247929E+03   8.36956721E-01   1.60202247E-01   5.92620751E-04   1.99217111E-04   1.42784968E-03   3.19483127E-04   4.54409615E-05   2.14558045E-05  
