# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  11               2.13952989E-04   4.31072520E+02   8.38500797E-01   1.60511110E-01   9.54122054E-23   5.28735069E-04   3.63132888E-04   6.04017335E-05   0.00000000E+00   2.29875375E-05  
  12               2.62080469E-04   4.38756012E+02   8.38500604E-01   1.60511302E-01   2.51125251E-22   5.28736415E-04   3.63133812E-04   6.04018872E-05   0.00000000E+00   2.29875649E-05  
  13               3.19940669E-04   4.46033642E+02   8.38500614E-01   1.60511290E-01   6.04959057E-22   5.28737113E-04   3.63134291E-04   6.04019670E-05   0.00000000E+00   2.29875632E-05  
  14               3.89511672E-04   4.53783760E+02   8.38500630E-01   1.60511273E-01   1.50263737E-21   5.28737857E-04   3.63134802E-04   6.04020519E-05   0.00000000E+00   2.29875608E-05  
  15               4.73164248E-04   4.61239737E+02   8.38500637E-01   1.60511264E-01   3.48372424E-21   5.28738649E-04   3.63135346E-04   6.04021424E-05   0.00000000E+00   2.29875595E-05  
  16               5.73746015E-04   4.69172552E+02   8.38500650E-01   1.60511250E-01   8.30910066E-21   5.28739483E-04   3.63135919E-04   6.04022376E-05   0.00000000E+00   2.29875575E-05  
  17               6.94683178E-04   4.76714701E+02   8.38500653E-01   1.60511245E-01   1.83600127E-20   5.28740365E-04   3.63136525E-04   6.04023385E-05   0.00000000E+00   2.29875568E-05  
  18               8.40100977E-04   4.84663492E+02   8.38500660E-01   1.60511237E-01   4.13375173E-20   5.28741286E-04   3.63137157E-04   6.04024437E-05   0.00000000E+00   2.29875556E-05  
  19               1.01496794E-03   4.92125443E+02   8.38500657E-01   1.60511237E-01   8.57856430E-20   5.28742254E-04   3.63137822E-04   6.04025543E-05   0.00000000E+00   2.29875557E-05  
  20               1.22525691E-03   5.00010975E+02   8.38500658E-01   1.60511235E-01   1.81739551E-19   5.28743255E-04   3.63138510E-04   6.04026686E-05   0.00000000E+00   2.29875554E-05  
  21               1.47813163E-03   5.07480933E+02   8.38500650E-01   1.60511241E-01   3.59622470E-19   5.28744298E-04   3.63139226E-04   6.04027878E-05   0.00000000E+00   2.29875562E-05  
  22               1.78217993E-03   5.15590610E+02   8.38500648E-01   1.60511241E-01   7.41750465E-19   5.28745378E-04   3.63139968E-04   6.04029112E-05   0.00000000E+00   2.29875562E-05  
  23               2.14775185E-03   5.23376969E+02   8.38500640E-01   1.60511247E-01   1.44656476E-18   5.28746483E-04   3.63140727E-04   6.04030374E-05   0.00000000E+00   2.29875571E-05  
  24               2.58723709E-03   5.31926242E+02   8.38500638E-01   1.60511247E-01   2.96369292E-18   5.28747613E-04   3.63141503E-04   6.04031664E-05   0.00000000E+00   2.29875571E-05  
  25               3.11547048E-03   5.40171758E+02   8.38500630E-01   1.60511253E-01   5.76011896E-18   5.28748802E-04   3.63142319E-04   6.04033023E-05   0.00000000E+00   2.29875579E-05  
  26               3.75022410E-03   5.49218689E+02   8.38500628E-01   1.60511253E-01   1.17435365E-17   5.28749992E-04   3.63143136E-04   6.04034382E-05   0.00000000E+00   2.29875579E-05  
  27               4.51282105E-03   5.57816317E+02   8.38500618E-01   1.60511260E-01   2.24617185E-17   5.28751216E-04   3.63143977E-04   6.04035780E-05   0.00000000E+00   2.29875589E-05  
  28               5.42876379E-03   5.67228668E+02   8.38500615E-01   1.60511261E-01   4.49317265E-17   5.28752481E-04   3.63144846E-04   6.04037225E-05   0.00000000E+00   2.29875591E-05  
  29               6.52842883E-03   5.76329116E+02   8.38500605E-01   1.60511268E-01   8.54895345E-17   5.28753760E-04   3.63145724E-04   6.04038687E-05   0.00000000E+00   2.29875601E-05  
  30               7.84782949E-03   5.86578490E+02   8.38500604E-01   1.60511266E-01   1.73743813E-16   5.28755053E-04   3.63146612E-04   6.04040164E-05   0.00000000E+00   2.29875598E-05  
  31               9.42962025E-03   5.96597559E+02   8.38500598E-01   1.60511269E-01   3.37848773E-16   5.28756500E-04   3.63147606E-04   6.04041816E-05   0.00000000E+00   2.29875602E-05  
  32               1.13242316E-02   6.07859134E+02   8.38500601E-01   1.60511263E-01   7.00784015E-16   5.28757868E-04   3.63148546E-04   6.04043380E-05   0.00000000E+00   2.29875593E-05  
  33               1.35910594E-02   6.19049962E+02   8.38500599E-01   1.60511259E-01   1.40473729E-15   5.28759235E-04   3.63149484E-04   6.04044941E-05   0.00000000E+00   2.29875588E-05  
  34               1.63006463E-02   6.31622508E+02   8.38500607E-01   1.60511246E-01   3.00342116E-15   5.28760939E-04   3.63150655E-04   6.04046887E-05   0.00000000E+00   2.29875569E-05  
  35               1.95377221E-02   6.44074197E+02   8.38500602E-01   1.60511235E-01   6.16782030E-15   5.28762344E-04   3.63151620E-04   6.04048493E-05   0.00000000E+00   2.29875553E-05  
  36               2.34016417E-02   6.58154084E+02   8.38500612E-01   1.60511211E-01   1.35802201E-14   5.28764800E-04   3.63153307E-04   6.04051299E-05   0.00000000E+00   2.29875519E-05  
  37               2.80081656E-02   6.72448909E+02   8.38500582E-01   1.60511179E-01   2.92054244E-14   5.28766199E-04   3.63154267E-04   6.04052897E-05   0.00000000E+00   2.29875473E-05  
  38               3.34921425E-02   6.88610532E+02   8.38500578E-01   1.60511130E-01   6.73480367E-14   5.28770989E-04   3.63157557E-04   6.04058369E-05   0.00000000E+00   2.29875402E-05  
  39               4.00089189E-02   7.05030042E+02   8.38500510E-01   1.60511058E-01   1.51055008E-13   5.28772445E-04   3.63158557E-04   6.04060033E-05   0.00000000E+00   2.29875298E-05  
  40               4.77345534E-02   7.23698509E+02   8.38500381E-01   1.60510923E-01   3.64997652E-13   5.28777082E-04   3.63161742E-04   6.04065329E-05   0.00000000E+00   2.29875104E-05  
  41               5.68660476E-02   7.43126456E+02   8.38500521E-01   1.60510778E-01   8.72272813E-13   5.28778661E-04   3.63162826E-04   6.04067133E-05   0.00000000E+00   2.29874893E-05  
  42               6.76231162E-02   7.65150267E+02   8.38500804E-01   1.60510487E-01   2.23728013E-12   5.28780153E-04   3.63163851E-04   6.04068838E-05   0.00000000E+00   2.29891392E-05  
  43               8.02680134E-02   7.88039557E+02   8.38501312E-01   1.60509960E-01   5.63052980E-12   5.28781302E-04   3.63164640E-04   6.04070150E-05   0.00000000E+00   2.29928140E-05  
  44               9.51028796E-02   8.13879416E+02   8.38502398E-01   1.60508821E-01   1.50988083E-11   5.28781804E-04   3.63164985E-04   6.04070724E-05   0.00000000E+00   2.30037661E-05  
  45               1.12452523E-01   8.41067865E+02   8.38504498E-01   1.60506553E-01   3.99501664E-11   5.28780928E-04   3.63164383E-04   6.04069723E-05   0.00000000E+00   2.30361854E-05  
  46               1.32661006E-01   8.71554454E+02   8.38508960E-01   1.60501560E-01   1.11322569E-10   5.28777469E-04   3.63162008E-04   6.04065772E-05   0.00000000E+00   2.31432878E-05  
  47               1.56068403E-01   9.03536450E+02   8.38517149E-01   1.60491899E-01   3.02930903E-10   5.28779661E-04   3.63163513E-04   6.04068275E-05   0.00000000E+00   2.34693328E-05  
  48               1.83005087E-01   9.38872447E+02   8.38533769E-01   1.60473699E-01   8.49758604E-10   5.28752369E-04   3.63144769E-04   6.04037098E-05   0.00000000E+00   2.42877372E-05  
  49               2.13905574E-01   9.75702228E+02   8.38561328E-01   1.60446230E-01   2.29919696E-09   5.28709493E-04   3.63115322E-04   6.03988117E-05   0.00000000E+00   2.42834917E-05  
  50               2.49269605E-01   1.01593827E+03   8.38598413E-01   1.60409265E-01   6.30171578E-09   5.28655126E-04   3.63077982E-04   6.03926008E-05   1.13180984E-15   2.42777126E-05  
  51               2.89562094E-01   1.05747555E+03   8.38636617E-01   1.60371193E-01   1.64483880E-08   5.28598411E-04   3.63039029E-04   6.03861216E-05   1.30097725E-14   2.42715937E-05  
  52               3.35166511E-01   1.10293938E+03   8.38672915E-01   1.60335001E-01   4.34247882E-08   5.28547414E-04   3.63003999E-04   6.03802952E-05   1.54984644E-13   2.42653892E-05  
  53               3.86440618E-01   1.14837023E+03   8.38699805E-01   1.60308138E-01   1.05798412E-07   5.28509098E-04   3.62977664E-04   6.03759157E-05   1.48359268E-12   2.42600225E-05  
  54               4.44146254E-01   1.19478812E+03   8.38718714E-01   1.60289130E-01   2.44689662E-07   5.28483287E-04   3.62959890E-04   6.03729601E-05   1.21381182E-11   2.42548513E-05  
  55               5.09176873E-01   1.24147751E+03   8.38730863E-01   1.60276682E-01   5.32431168E-07   5.28467813E-04   3.62949236E-04   6.03711739E-05   8.28571789E-11   2.42490607E-05  
  56               5.82388243E-01   1.28924514E+03   8.38738286E-01   1.60268604E-01   1.11106606E-06   5.28459303E-04   3.62943794E-04   6.03701582E-05   4.97037007E-10   2.42407736E-05  
  57               6.64600378E-01   1.33733481E+03   8.38742018E-01   1.60263535E-01   2.20423917E-06   5.28456242E-04   3.62944421E-04   6.03697137E-05   2.58216898E-09   2.42254031E-05  
  58               7.56617097E-01   1.38640545E+03   8.38742479E-01   1.60260156E-01   4.21651178E-06   5.28458293E-04   3.62957695E-04   6.03697559E-05   1.20910852E-08   2.41856710E-05  
  59               8.59571977E-01   1.43577048E+03   8.38737991E-01   1.60257485E-01   7.72499450E-06   5.28470183E-04   3.63008234E-04   6.03707499E-05   5.04049049E-08   2.40606550E-05  
  60               9.74563952E-01   1.48601026E+03   8.38718906E-01   1.60253495E-01   1.37053536E-05   5.28514517E-04   3.63165996E-04   6.03751914E-05   1.91289496E-07   2.36489002E-05  
  61               1.10218082E+00   1.53631195E+03   8.38707228E-01   1.60254485E-01   2.33853342E-05   5.28689373E-04   3.63621139E-04   6.03941962E-05   4.87659562E-07   2.17267397E-05  
  62               1.24168159E+00   1.58645649E+03   8.38687622E-01   1.60252250E-01   3.84533317E-05   5.28743969E-04   3.64330167E-04   6.03991415E-05   2.72677210E-06   2.16649813E-05  
  63               1.38817240E+00   1.63427485E+03   8.38646253E-01   1.60248458E-01   5.99437988E-05   5.28854338E-04   3.65674858E-04   6.04103147E-05   1.11964597E-05   2.13729697E-05  
  64               1.53779108E+00   1.67935811E+03   8.38581255E-01   1.60244647E-01   8.89166905E-05   5.29129870E-04   3.67819776E-04   6.04405478E-05   3.22772830E-05   2.07606044E-05  
  65               1.68390107E+00   1.71992467E+03   8.38500488E-01   1.60242192E-01   1.24400520E-04   5.29474446E-04   3.70344311E-04   6.04790530E-05   6.58089706E-05   2.00513791E-05  
  66               1.81442168E+00   1.75405166E+03   8.38463519E-01   1.60238735E-01   1.62945521E-04   5.29635676E-04   3.72105238E-04   6.04969913E-05   6.57421570E-05   2.00568415E-05  
  67               1.92422549E+00   1.78103124E+03   8.38428167E-01   1.60235478E-01   2.00079852E-04   5.29632257E-04   3.73605552E-04   6.04963430E-05   6.56870819E-05   2.00519802E-05  
  68               2.04961840E+00   1.81062035E+03   8.38350277E-01   1.60225201E-01   2.48780755E-04   5.29627498E-04   3.74530631E-04   6.04961328E-05   6.56224197E-05   2.00358877E-05  
  69               2.19409134E+00   1.84273289E+03   8.38291358E-01   1.60219986E-01   3.12417155E-04   5.29595313E-04   3.75049217E-04   6.04932500E-05   6.55522699E-05   2.00071812E-05  
  70               2.31007583E+00   1.86754847E+03   8.38236862E-01   1.60215093E-01   3.70488530E-04   5.30043510E-04   3.75845802E-04   6.05466168E-05   6.54964578E-05   1.99757883E-05  
  71               2.39709785E+00   1.88527816E+03   8.38193653E-01   1.60211276E-01   4.17139935E-04   5.30021433E-04   3.76220359E-04   6.05454914E-05   6.54553109E-05   1.99485628E-05  
  72               2.49757070E+00   1.90537530E+03   8.38139361E-01   1.60206499E-01   4.75918450E-04   5.30004112E-04   3.76492940E-04   6.05439771E-05   6.54079993E-05   1.99123832E-05  
  73               2.61291509E+00   1.92731783E+03   8.38073314E-01   1.60200705E-01   5.47543533E-04   5.29991593E-04   3.76658429E-04   6.05420198E-05   6.53546148E-05   1.98668292E-05  
  74               2.74450552E+00   1.95165726E+03   8.37990672E-01   1.60193476E-01   6.37277232E-04   5.29981910E-04   3.76727725E-04   6.05394689E-05   6.52941554E-05   1.98083885E-05  
  75               2.89305555E+00   1.97765056E+03   8.37890884E-01   1.60184755E-01   7.45784176E-04   5.29972883E-04   3.76708305E-04   6.05362959E-05   6.52271570E-05   1.97365674E-05  
  76               3.06016093E+00   2.00583146E+03   8.37767357E-01   1.60173968E-01   8.80154171E-04   5.29958526E-04   3.76631063E-04   6.05319710E-05   6.51525457E-05   1.96473687E-05  
  77               3.24974954E+00   2.03588816E+03   8.37616717E-01   1.60160819E-01   1.04403259E-03   5.29936444E-04   3.76521828E-04   6.05264238E-05   6.50695918E-05   1.95398599E-05  
  78               3.46413740E+00   2.06835131E+03   8.37429206E-01   1.60144456E-01   1.24802311E-03   5.29902485E-04   3.76392265E-04   6.05191779E-05   6.49769922E-05   1.94084842E-05  
  79               3.70588394E+00   2.10252871E+03   8.37201766E-01   1.60124612E-01   1.49544722E-03   5.29854260E-04   3.76248805E-04   6.05098416E-05   6.48748691E-05   1.92540137E-05  
  80               3.97782429E+00   2.13892761E+03   8.36921265E-01   1.60100143E-01   1.80058716E-03   5.29788187E-04   3.76088827E-04   6.04976786E-05   6.47617940E-05   1.90704461E-05  
  81               4.28310146E+00   2.17681115E+03   8.36584135E-01   1.60070737E-01   2.16732566E-03   5.29702501E-04   3.75913051E-04   6.04821927E-05   6.46379296E-05   1.88601277E-05  
  82               4.62520825E+00   2.21670547E+03   8.36172990E-01   1.60034878E-01   2.61457332E-03   5.29592853E-04   3.75715256E-04   6.04626299E-05   6.45016574E-05   1.86168114E-05  
  83               5.00804272E+00   2.25776860E+03   8.35685604E-01   1.59992373E-01   3.14474737E-03   5.29457839E-04   3.75498958E-04   6.04387708E-05   6.43533202E-05   1.83457573E-05  
  84               5.43595777E+00   2.30058141E+03   8.35097759E-01   1.59940895E-01   3.78195221E-03   5.29289534E-04   3.75353323E-04   6.04096246E-05   6.41908992E-05   1.80406434E-05  
  85               5.91346773E+00   2.34416431E+03   8.34407461E-01   1.59881214E-01   4.52360124E-03   5.29097586E-04   3.81430956E-04   6.03780496E-05   6.40153900E-05   1.77406692E-05  
  86               6.44596495E+00   2.38924942E+03   8.33600843E-01   1.59810875E-01   5.40086002E-03   5.28861353E-04   3.81269836E-04   6.03390289E-05   6.38245351E-05   1.73778032E-05  
  87               7.03978199E+00   2.43482731E+03   8.32677998E-01   1.59730411E-01   6.40461845E-03   5.28588929E-04   3.80992752E-04   6.02947329E-05   6.36191720E-05   1.69957592E-05  
  88               7.70162238E+00   2.48171197E+03   8.31603905E-01   1.59636763E-01   7.57290616E-03   5.28270111E-04   3.80656333E-04   6.02437212E-05   6.33967289E-05   1.65867808E-05  
  89               8.43916223E+00   2.52886708E+03   8.30395384E-01   1.59531399E-01   8.88741969E-03   5.27908969E-04   3.80270014E-04   6.01861003E-05   6.31585194E-05   1.61664035E-05  
  90               9.26086616E+00   2.57712396E+03   8.29012641E-01   1.59410849E-01   1.03914386E-02   5.27494430E-04   3.79822502E-04   6.01204761E-05   6.29017746E-05   1.57266593E-05  
  91               1.01761171E+01   2.62543156E+03   8.27484036E-01   1.59277588E-01   1.20541065E-02   5.27033862E-04   3.79326738E-04   6.00472428E-05   6.26282974E-05   1.52849143E-05  
  92               1.11953021E+01   2.67467992E+03   8.25763274E-01   1.59127579E-01   1.39257760E-02   5.26514168E-04   3.78768596E-04   5.99646371E-05   6.23350634E-05   1.48319700E-05  
  93               1.23298615E+01   2.72379500E+03   8.23893203E-01   1.58964561E-01   1.59598299E-02   5.25946805E-04   3.78166209E-04   5.98733581E-05   6.20244717E-05   1.43861770E-05  
  94               1.35923903E+01   2.77371203E+03   8.21820579E-01   1.58783890E-01   1.82141772E-02   5.25316511E-04   3.77502936E-04   5.97711166E-05   6.16932737E-05   1.39369289E-05  
  95               1.49967028E+01   2.82336826E+03   8.19602766E-01   1.58590570E-01   2.06264093E-02   5.24638822E-04   3.76802401E-04   5.96587875E-05   6.13444255E-05   1.35022296E-05  
  96               1.65580043E+01   2.87383604E+03   8.17171268E-01   1.58378630E-01   2.32710251E-02   5.23893940E-04   3.76042786E-04   5.95330021E-05   6.09740808E-05   1.30686337E-05  
  97               1.82929647E+01   2.92390129E+03   8.14608932E-01   1.58155293E-01   2.60578975E-02   5.23104514E-04   3.75257338E-04   5.93948992E-05   6.05862966E-05   1.26556422E-05  
  98               2.02197860E+01   2.97478700E+03   8.11827633E-01   1.57912877E-01   2.90828711E-02   5.22244937E-04   3.74417496E-04   5.92393244E-05   6.01765026E-05   1.22469707E-05  
  99               2.23583686E+01   3.02519219E+03   8.08933952E-01   1.57660675E-01   3.22300016E-02   5.21344451E-04   3.73565334E-04   5.90672082E-05   5.97497077E-05   1.18623572E-05  
  100              2.47293297E+01   3.07637342E+03   8.05825355E-01   1.57389747E-01   3.56108055E-02   5.20373097E-04   3.72666892E-04   5.88708127E-05   5.93010897E-05   1.14845700E-05  
  101              2.73539490E+01   3.12692722E+03   8.02635068E-01   1.57111711E-01   3.90803581E-02   5.19367574E-04   3.71773389E-04   5.86504469E-05   5.88369264E-05   1.11333178E-05  
