# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  18               5.85995597E-03   2.56701203E+02   8.38346661E-01   1.60516029E-01   5.41293633E-04   2.02189440E-04   3.03913572E-04   2.01045400E-41   5.89305982E-05   2.29888803E-05  
  19               6.89445957E-03   2.61993027E+02   8.38346661E-01   1.60516029E-01   5.41293806E-04   2.02189504E-04   3.03913669E-04   1.45496165E-40   5.89306176E-05   2.29888803E-05  
  20               8.09977763E-03   2.70373725E+02   8.38346661E-01   1.60516028E-01   5.41293988E-04   2.02189572E-04   3.03913772E-04   2.97625701E-39   5.89306380E-05   2.29888803E-05  
  21               9.50369811E-03   2.75905495E+02   8.38346660E-01   1.60516028E-01   5.41294180E-04   2.02189644E-04   3.03913879E-04   1.91715340E-38   5.89306594E-05   2.29888803E-05  
  22               1.11385410E-02   2.84606439E+02   8.38346660E-01   1.60516028E-01   5.41294382E-04   2.02189720E-04   3.03913993E-04   3.22956264E-37   5.89306820E-05   2.29888803E-05  
  23               1.30415479E-02   2.90531193E+02   8.38346660E-01   1.60516028E-01   5.41294595E-04   2.02189799E-04   3.03914113E-04   1.95195787E-36   5.89307058E-05   2.29888803E-05  
  24               1.52567053E-02   2.99510747E+02   8.38346659E-01   1.60516028E-01   5.41294820E-04   2.02189883E-04   3.03914239E-04   2.69922113E-35   5.89307309E-05   2.29888803E-05  
  25               1.78345113E-02   3.05785304E+02   8.38346659E-01   1.60516028E-01   5.41295057E-04   2.02189972E-04   3.03914372E-04   1.50483191E-34   5.89307574E-05   2.29888802E-05  
  26               2.08334950E-02   3.15211124E+02   8.38346659E-01   1.60516028E-01   5.41295310E-04   2.02190066E-04   3.03914514E-04   1.80958818E-33   5.89307856E-05   2.29888802E-05  
  27               2.43201097E-02   3.22145137E+02   8.38346658E-01   1.60516027E-01   5.41295573E-04   2.02190165E-04   3.03914662E-04   1.00447237E-32   5.89308151E-05   2.29888801E-05  
  28               2.83716501E-02   3.32259911E+02   8.38346658E-01   1.60516026E-01   5.41295858E-04   2.02190271E-04   3.03914821E-04   1.11003576E-31   5.89308468E-05   2.29888800E-05  
  29               3.30767398E-02   3.39887022E+02   8.38346657E-01   1.60516025E-01   5.41296150E-04   2.02190380E-04   3.03914986E-04   6.05117888E-31   5.89308795E-05   2.29888798E-05  
  30               3.85382513E-02   3.50681758E+02   8.38346659E-01   1.60516023E-01   5.41296478E-04   2.02190503E-04   3.03915170E-04   6.04266983E-30   5.89309161E-05   2.29888795E-05  
  31               4.48749398E-02   3.59076416E+02   8.38346649E-01   1.60516018E-01   5.41296795E-04   2.02190621E-04   3.03915348E-04   3.22449575E-29   5.89309515E-05   2.29888788E-05  
  32               5.22233050E-02   3.70797432E+02   8.38346656E-01   1.60516010E-01   5.41297293E-04   2.02190807E-04   3.03915627E-04   3.01841802E-28   5.89310067E-05   2.29888776E-05  
  33               6.07381241E-02   3.80327795E+02   8.38346663E-01   1.60516002E-01   5.41297646E-04   2.02190939E-04   3.03915826E-04   1.65249940E-27   5.89310462E-05   2.29888765E-05  
  34               7.05954173E-02   3.93364411E+02   8.38346449E-01   1.60515934E-01   5.41297868E-04   2.02191022E-04   3.03915950E-04   1.51410217E-26   5.89310715E-05   2.29888668E-05  
  35               8.19902642E-02   4.04450849E+02   8.38346495E-01   1.60515882E-01   5.41301192E-04   2.02192263E-04   3.03917816E-04   8.77723777E-26   5.89314346E-05   2.29888594E-05  
  36               9.51403906E-02   4.19210528E+02   8.38346568E-01   1.60515808E-01   5.41301503E-04   2.02192380E-04   3.03917991E-04   8.04332353E-25   5.89314697E-05   2.29888487E-05  
  37               1.10287579E-01   4.32269488E+02   8.38346666E-01   1.60515702E-01   5.41301805E-04   2.02192493E-04   3.03918161E-04   4.97572650E-24   5.89315039E-05   2.29888336E-05  
  38               1.27714090E-01   4.49220260E+02   8.38346855E-01   1.60515432E-01   5.41301897E-04   2.02192527E-04   3.03918212E-04   4.60183437E-23   5.89315153E-05   2.29887948E-05  
  39               1.47718040E-01   4.65151264E+02   8.38344041E-01   1.60514473E-01   5.41300201E-04   2.02191894E-04   3.03917260E-04   3.18660352E-22   5.89313322E-05   2.29886576E-05  
  40               1.70592004E-01   4.86726804E+02   8.38345041E-01   1.60513379E-01   5.41346456E-04   2.02209171E-04   3.03943230E-04   3.65247435E-21   5.89363696E-05   2.29885008E-05  
  41               1.96639306E-01   5.06807261E+02   8.38346583E-01   1.60511840E-01   5.41344995E-04   2.02208626E-04   3.03942410E-04   2.90942046E-20   5.89362124E-05   2.29882804E-05  
  42               2.26262872E-01   5.29718554E+02   8.38349123E-01   1.60509307E-01   5.41341627E-04   2.02207368E-04   3.03940519E-04   2.57682661E-19   5.89358476E-05   2.29879177E-05  
  43               2.59955152E-01   5.51010078E+02   8.38351798E-01   1.60506641E-01   5.41338041E-04   2.02206028E-04   3.03938505E-04   1.64890390E-18   5.89354591E-05   2.29875358E-05  
  44               2.98251846E-01   5.75398362E+02   8.38355087E-01   1.60503361E-01   5.41333503E-04   2.02204333E-04   3.03935958E-04   1.17423261E-17   5.89349673E-05   2.29870661E-05  
  45               3.41728561E-01   5.98019896E+02   8.38357773E-01   1.60500683E-01   5.41329989E-04   2.02203021E-04   3.03933985E-04   6.23505942E-17   5.89345872E-05   2.29866825E-05  
  46               3.91003408E-01   6.23954591E+02   8.38360551E-01   1.60497913E-01   5.41326421E-04   2.02201688E-04   3.03931981E-04   3.66408819E-16   5.89342013E-05   2.29862858E-05  
  47               4.46795673E-01   6.47935054E+02   8.38362539E-01   1.60495928E-01   5.41324212E-04   2.02200863E-04   3.03930741E-04   1.64749477E-15   5.89339638E-05   2.29860016E-05  
  48               5.10007920E-01   6.75516385E+02   8.38364462E-01   1.60494005E-01   5.41322260E-04   2.02200134E-04   3.03929645E-04   8.18383472E-15   5.89337547E-05   2.29857261E-05  
  49               5.81581407E-01   7.01007114E+02   8.38365757E-01   1.60492695E-01   5.41321529E-04   2.02199861E-04   3.03929235E-04   3.19229573E-14   5.89336792E-05   2.29855386E-05  
  50               6.62486954E-01   7.30340706E+02   8.38366965E-01   1.60491440E-01   5.41321323E-04   2.02199784E-04   3.03929119E-04   1.36732640E-13   5.89336615E-05   2.29853588E-05  
  51               7.53726755E-01   7.57316334E+02   8.38367614E-01   1.60490577E-01   5.41322483E-04   2.02200217E-04   3.03929770E-04   4.67899942E-13   5.89337935E-05   2.29852350E-05  
  52               8.56457515E-01   7.88331928E+02   8.38368200E-01   1.60489734E-01   5.41326642E-04   2.02201771E-04   3.03932105E-04   1.74515609E-12   5.89342529E-05   2.29851139E-05  
  53               9.72244140E-01   8.16807012E+02   8.38368721E-01   1.60489194E-01   5.41331438E-04   2.02203563E-04   3.03934798E-04   5.30833049E-12   5.89347825E-05   2.29850358E-05  
  54               1.10271814E+00   8.49667828E+02   8.38369250E-01   1.60488634E-01   5.41333163E-04   2.02204208E-04   3.03935767E-04   1.75724574E-11   5.89349786E-05   2.29916188E-05  
  55               1.24950264E+00   8.79745962E+02   8.38369587E-01   1.60488201E-01   5.41335327E-04   2.02205021E-04   3.03936982E-04   4.82094814E-11   5.89352229E-05   2.30090357E-05  
  56               1.41420851E+00   9.14393088E+02   8.38369907E-01   1.60487610E-01   5.41338033E-04   2.02206053E-04   3.03938501E-04   1.42841962E-10   5.89355266E-05   2.30709316E-05  
  57               1.59848858E+00   9.45875222E+02   8.38369843E-01   1.60486891E-01   5.41342038E-04   2.02207658E-04   3.03940749E-04   3.54821519E-10   5.89359721E-05   2.32272854E-05  
  58               1.80453176E+00   9.82138113E+02   8.38369640E-01   1.60485541E-01   5.41360123E-04   2.02214888E-04   3.03950903E-04   9.47036691E-10   5.89379508E-05   2.37163238E-05  
  59               2.03496005E+00   1.01501714E+03   8.38370307E-01   1.60483752E-01   5.41359516E-04   2.02216780E-04   3.03950553E-04   2.15325285E-09   5.89378957E-05   2.42892268E-05  
  60               2.29257890E+00   1.05301211E+03   8.38373834E-01   1.60480243E-01   5.41355476E-04   2.02223508E-04   3.03948222E-04   5.25046850E-09   5.89374742E-05   2.42885892E-05  
  61               2.58029959E+00   1.08734231E+03   8.38378755E-01   1.60475311E-01   5.41348671E-04   2.02253625E-04   3.03943894E-04   1.10452062E-08   5.89368094E-05   2.42876830E-05  
  62               2.90120191E+00   1.12700352E+03   8.38387907E-01   1.60466079E-01   5.41331771E-04   2.02362047E-04   3.03931262E-04   2.47974447E-08   5.89353848E-05   2.42859777E-05  
  63               3.25876725E+00   1.16270680E+03   8.38398793E-01   1.60454865E-01   5.41293210E-04   2.02750090E-04   3.03889181E-04   4.85932026E-08   5.89338012E-05   2.42838450E-05  
  64               3.65734358E+00   1.20404010E+03   8.38415667E-01   1.60437047E-01   5.41151120E-04   2.03960890E-04   3.03705050E-04   1.01339994E-07   5.89315023E-05   2.42803501E-05  
  65               4.10245434E+00   1.24131550E+03   8.38431592E-01   1.60418962E-01   5.40549682E-04   2.07472023E-04   3.02850819E-04   1.87030415E-07   5.89304006E-05   2.42765352E-05  
  66               4.60186687E+00   1.28215109E+03   8.38450363E-01   1.60396854E-01   5.38335458E-04   2.15995000E-04   2.99675124E-04   3.52111020E-07   5.89301651E-05   2.42714273E-05  
  67               5.16762280E+00   1.31617542E+03   8.38465597E-01   1.60380954E-01   5.31816682E-04   2.32020873E-04   2.90565818E-04   5.71768635E-07   5.89317254E-05   2.42669908E-05  
  68               5.81764945E+00   1.35590767E+03   8.38491275E-01   1.60363323E-01   5.17264904E-04   2.57421853E-04   2.71184834E-04   9.81745742E-07   5.89322060E-05   2.42608602E-05  
  69               6.57348034E+00   1.39040133E+03   8.38520069E-01   1.60353373E-01   4.95758576E-04   2.84230943E-04   2.46406486E-04   1.51266132E-06   5.89310653E-05   2.42550195E-05  
  70               7.46093715E+00   1.43185069E+03   8.38558619E-01   1.60342175E-01   4.67209717E-04   3.15007979E-04   2.15640290E-04   2.49035906E-06   5.89281642E-05   2.42443940E-05  
  71               8.50052337E+00   1.46913234E+03   8.38586463E-01   1.60334972E-01   4.44629518E-04   3.37816721E-04   1.93010375E-04   3.76556095E-06   5.89259314E-05   2.42282626E-05  
  72               9.71063349E+00   1.51403455E+03   8.38618027E-01   1.60325959E-01   4.18806371E-04   3.64328063E-04   1.66324919E-04   6.08033131E-06   5.89236380E-05   2.41837715E-05  
  73               1.11013985E+01   1.55540938E+03   8.38635567E-01   1.60319046E-01   4.01077767E-04   3.83202752E-04   1.47457817E-04   9.14761639E-06   5.89227626E-05   2.40850158E-05  
  74               1.26704248E+01   1.60466160E+03   8.38643109E-01   1.60308559E-01   3.82171262E-04   4.06046687E-04   1.24515000E-04   1.46109104E-05   5.89247460E-05   2.37624054E-05  
  75               1.43853401E+01   1.65062905E+03   8.38644486E-01   1.60301545E-01   3.80502859E-04   4.25449640E-04   1.05051166E-04   2.19488023E-05   5.89444260E-05   2.24502429E-05  
  76               1.62025199E+01   1.70430747E+03   8.38649133E-01   1.60293421E-01   3.64800764E-04   4.44249740E-04   8.61660325E-05   3.47064250E-05   5.89402518E-05   2.23406854E-05  
  77               1.80688790E+01   1.75410164E+03   8.38630205E-01   1.60284848E-01   3.60502380E-04   4.59214438E-04   7.11206567E-05   5.16627818E-05   5.89376643E-05   2.20853638E-05  
  78               1.98733828E+01   1.79899640E+03   8.38569217E-01   1.60272471E-01   3.72328452E-04   4.72166846E-04   5.80885979E-05   7.25152766E-05   5.89331462E-05   2.16046742E-05  
  79               2.14447448E+01   1.83500112E+03   8.38469834E-01   1.60260306E-01   4.22208456E-04   4.84745615E-04   4.54672245E-05   9.39130410E-05   5.89562073E-05   2.07175206E-05  
  80               2.26980115E+01   1.86265748E+03   8.38456666E-01   1.60257482E-01   4.18337305E-04   4.88605709E-04   4.15671356E-05   1.13769856E-04   5.89333202E-05   2.07126817E-05  
  81               2.40855954E+01   1.89137497E+03   8.38439041E-01   1.60254449E-01   4.14857907E-04   4.92056858E-04   3.80705272E-05   1.37889962E-04   5.89123532E-05   2.07068057E-05  
  82               2.56209309E+01   1.92206179E+03   8.38404219E-01   1.60248827E-01   4.11543581E-04   4.95325110E-04   3.47436640E-05   1.68257470E-04   5.88879066E-05   2.06976032E-05  
  83               2.68998804E+01   1.94613076E+03   8.38381922E-01   1.60245927E-01   4.09287516E-04   4.97552087E-04   3.24736037E-05   1.95685717E-04   5.88706855E-05   2.06890690E-05  
  84               2.79149394E+01   1.96496932E+03   8.38361976E-01   1.60243484E-01   4.07638373E-04   4.99177527E-04   3.08129831E-05   2.19706993E-04   5.88537523E-05   2.06806362E-05  
  85               2.90615710E+01   1.98514566E+03   8.38338043E-01   1.60240728E-01   4.06061297E-04   5.00728432E-04   2.92223196E-05   2.47949856E-04   5.88343493E-05   2.06706049E-05  
  86               3.03516014E+01   2.00746824E+03   8.38308201E-01   1.60237434E-01   4.04432118E-04   5.02328856E-04   2.75760019E-05   2.82681602E-04   5.88128712E-05   2.06572305E-05  
  87               3.17967112E+01   2.03116385E+03   8.38272474E-01   1.60233673E-01   4.02914818E-04   5.03828258E-04   2.60246858E-05   3.23647740E-04   5.87854507E-05   2.06411859E-05  
  88               3.28474816E+01   2.04807354E+03   8.38213751E-01   1.60224954E-01   4.01871020E-04   5.04808384E-04   2.49867381E-05   3.55785425E-04   5.87682176E-05   2.06270967E-05  
  89               3.35910857E+01   2.05953639E+03   8.38193225E-01   1.60222926E-01   4.01252070E-04   5.05427211E-04   2.43406045E-05   3.78930987E-04   5.87528743E-05   2.06176289E-05  
  90               3.44456248E+01   2.07272858E+03   8.38168180E-01   1.60220443E-01   4.00531401E-04   5.06122166E-04   2.36134832E-05   4.07152701E-04   5.87373914E-05   2.06055336E-05  
  91               3.54241258E+01   2.08722091E+03   8.38138866E-01   1.60217588E-01   3.99843963E-04   5.06820373E-04   2.28784130E-05   4.39960035E-04   5.87189055E-05   2.05917602E-05  
  92               3.65439800E+01   2.10362854E+03   8.38103301E-01   1.60214164E-01   3.99055487E-04   5.07574694E-04   2.20809731E-05   4.79727093E-04   5.86980251E-05   2.05743778E-05  
  93               3.78213648E+01   2.12160568E+03   8.38061353E-01   1.60210187E-01   3.98267195E-04   5.08323951E-04   2.12820786E-05   5.26427700E-04   5.86733778E-05   2.05539513E-05  
  94               3.92735532E+01   2.14166306E+03   8.38010512E-01   1.60205418E-01   3.97436198E-04   5.09109448E-04   2.04388462E-05   5.82855649E-04   5.86455796E-05   2.05288775E-05  
  95               4.09189408E+01   2.16340915E+03   8.37950514E-01   1.60199863E-01   3.96624275E-04   5.09869625E-04   1.96123407E-05   6.49206843E-04   5.86131454E-05   2.04994532E-05  
  96               4.27771064E+01   2.18732655E+03   8.37878095E-01   1.60193221E-01   3.95794186E-04   5.10639854E-04   1.87652613E-05   7.29084051E-04   5.85766426E-05   2.04637915E-05  
  97               4.48689096E+01   2.21296873E+03   8.37792781E-01   1.60185476E-01   3.95003970E-04   5.11362395E-04   1.79546314E-05   8.22919558E-04   5.85345077E-05   2.04222252E-05  
  98               4.72166419E+01   2.24079221E+03   8.37690346E-01   1.60176245E-01   3.94219922E-04   5.12068763E-04   1.71465487E-05   9.35357164E-04   5.84872429E-05   2.03725835E-05  
  99               4.98442201E+01   2.27030053E+03   8.37570108E-01   1.60165491E-01   3.93494131E-04   5.12707316E-04   1.63916708E-05   1.06706261E-03   5.84332239E-05   2.03153405E-05  
  100              5.27774534E+01   2.30193321E+03   8.37424665E-01   1.60152351E-01   3.92793920E-04   5.13306049E-04   1.56577753E-05   1.22397547E-03   5.83727345E-05   2.02480237E-05  
  101              5.60436558E+01   2.33513874E+03   8.37249364E-01   1.60137321E-01   3.97973432E-04   5.14053553E-04   1.47764869E-05   1.40683235E-03   5.83092826E-05   2.02028599E-05  
