# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  20               3.36079513E-02   9.80072577E+01   8.38100421E-01   1.60468922E-01   7.79460453E-04   5.30292413E-04   6.57883204E-05   2.78295084E-05   2.29821074E-05   8.69332587E-18  
  21               3.93446393E-02   1.02629048E+02   8.38100273E-01   1.60468894E-01   7.79460451E-04   5.30292412E-04   6.57883203E-05   2.78295084E-05   2.29821033E-05   2.12674610E-16  
  22               4.59982797E-02   1.08336538E+02   8.38099847E-01   1.60468813E-01   7.79460588E-04   5.30292504E-04   6.57883318E-05   2.78295133E-05   2.29820916E-05   2.15129196E-15  
  23               5.37216833E-02   1.13450219E+02   8.38097343E-01   1.60468333E-01   7.79460997E-04   5.30292783E-04   6.57883663E-05   2.78295279E-05   2.29820230E-05   3.16833480E-14  
  24               6.26900447E-02   1.19747830E+02   8.38090443E-01   1.60467012E-01   7.79463464E-04   5.30294461E-04   6.57885746E-05   2.78296160E-05   2.29818338E-05   2.49519001E-13  
  25               7.31074812E-02   1.25372528E+02   8.38012150E-01   1.60452021E-01   7.79470593E-04   5.30299311E-04   6.57891763E-05   2.78298705E-05   2.29796868E-05   2.81611139E-12  
  26               8.52125393E-02   1.32306647E+02   8.38100292E-01   1.60468898E-01   7.79545945E-04   5.30350576E-04   6.57955362E-05   2.78325608E-05   2.29821038E-05   1.76671559E-11  
  27               9.92841903E-02   1.38499040E+02   8.38100400E-01   1.60468918E-01   7.79473992E-04   5.30301624E-04   6.57894632E-05   2.78299919E-05   2.29821068E-05   1.57966877E-10  
  28               1.15645325E-01   1.46146066E+02   8.38100277E-01   1.60468895E-01   7.79555477E-04   5.30357061E-04   6.57963408E-05   2.78329012E-05   2.29821034E-05   8.08060197E-10  
  29               1.34667098E-01   1.52968480E+02   8.38100271E-01   1.60468894E-01   7.79556092E-04   5.30357479E-04   6.57963927E-05   2.78329231E-05   2.29821033E-05   5.83421741E-09  
  30               1.56780938E-01   1.61384717E+02   8.38100257E-01   1.60468891E-01   7.79556091E-04   5.30357479E-04   6.57963926E-05   2.78329231E-05   2.29821029E-05   2.27456151E-08  
  31               1.82494637E-01   1.68585797E+02   8.38100177E-01   1.60468876E-01   7.79556099E-04   5.30357484E-04   6.57963933E-05   2.78329234E-05   2.29821007E-05   1.18201981E-07  
  32               2.12408376E-01   1.77166635E+02   8.38099955E-01   1.60468833E-01   7.79556172E-04   5.30357534E-04   6.57963995E-05   2.78329260E-05   2.29820946E-05   3.82994363E-07  
  33               2.47213225E-01   1.84808359E+02   8.38098895E-01   1.60468630E-01   7.79556397E-04   5.30357686E-04   6.57964185E-05   2.78329340E-05   2.29820655E-05   1.64522537E-06  
  34               2.87711571E-01   1.93930944E+02   8.38095919E-01   1.60468060E-01   7.79557492E-04   5.30358432E-04   6.57965110E-05   2.78329731E-05   2.29819839E-05   5.18905523E-06  
  35               3.34734216E-01   2.02703467E+02   8.38085728E-01   1.60466109E-01   7.79560708E-04   5.30360620E-04   6.57967826E-05   2.78330880E-05   2.29817045E-05   1.73262396E-05  
  36               3.89269716E-01   2.12223172E+02   8.38063614E-01   1.60461875E-01   7.79572037E-04   5.30368327E-04   6.57977388E-05   2.78334924E-05   2.29810981E-05   4.36544819E-05  
  37               4.52490337E-01   2.21140649E+02   8.37998428E-01   1.60449394E-01   7.79598229E-04   5.30386146E-04   6.57999495E-05   2.78344276E-05   2.29793105E-05   1.21276998E-04  
  38               5.25812309E-01   2.30845402E+02   8.37603401E-01   1.60373759E-01   7.79675311E-04   5.30438588E-04   6.58064555E-05   2.78371797E-05   2.29684783E-05   5.91812070E-04  
  39               6.10943775E-01   2.40285617E+02   8.38099486E-01   1.60468743E-01   7.80078835E-04   5.30713119E-04   6.58405140E-05   2.78515870E-05   2.29820817E-05   0.00000000E+00  
  40               7.09793248E-01   2.51190093E+02   8.38100071E-01   1.60468855E-01   7.79692084E-04   5.30449999E-04   6.58078714E-05   2.78377786E-05   2.29820978E-05   0.00000000E+00  
  41               8.24508852E-01   2.63589434E+02   8.38099353E-01   1.60468718E-01   7.80166999E-04   5.30773099E-04   6.58479554E-05   2.78547347E-05   2.29820781E-05   0.00000000E+00  
  42               9.57577711E-01   2.76396641E+02   8.38099348E-01   1.60468717E-01   7.80170637E-04   5.30775574E-04   6.58482625E-05   2.78548646E-05   2.29820779E-05   0.00000000E+00  
  43               1.11174456E+00   2.89880486E+02   8.38099348E-01   1.60468717E-01   7.80170616E-04   5.30775560E-04   6.58482609E-05   2.78548639E-05   2.29820779E-05   0.00000000E+00  
  44               1.29018697E+00   3.03762019E+02   8.38099348E-01   1.60468717E-01   7.80170592E-04   5.30775544E-04   6.58482590E-05   2.78548631E-05   2.29820779E-05   0.00000000E+00  
  45               1.49645599E+00   3.18252847E+02   8.38099348E-01   1.60468717E-01   7.80170566E-04   5.30775526E-04   6.58482569E-05   2.78548621E-05   2.29820779E-05   0.00000000E+00  
  46               1.73446613E+00   3.33210844E+02   8.38099347E-01   1.60468717E-01   7.80170537E-04   5.30775506E-04   6.58482546E-05   2.78548611E-05   2.29820779E-05   0.00000000E+00  
  47               2.00883608E+00   3.48736088E+02   8.38099348E-01   1.60468717E-01   7.80170505E-04   5.30775484E-04   6.58482521E-05   2.78548600E-05   2.29820779E-05   0.00000000E+00  
  48               2.32507219E+00   3.64825729E+02   8.38099342E-01   1.60468716E-01   7.80170470E-04   5.30775460E-04   6.58482493E-05   2.78548587E-05   2.29820778E-05   0.00000000E+00  
  49               2.68923983E+00   3.81479631E+02   8.38099342E-01   1.60468715E-01   7.80170427E-04   5.30775432E-04   6.58482459E-05   2.78548572E-05   2.29820777E-05   0.00000000E+00  
  50               3.10772747E+00   3.98746382E+02   8.38099342E-01   1.60468715E-01   7.80170388E-04   5.30775405E-04   6.58482429E-05   2.78548559E-05   2.29820777E-05   0.00000000E+00  
  51               3.58709364E+00   4.16529115E+02   8.38099003E-01   1.60468650E-01   7.80170404E-04   5.30775416E-04   6.58482444E-05   2.78548564E-05   2.29820684E-05   0.00000000E+00  
  52               4.13503138E+00   4.34928195E+02   8.38099036E-01   1.60468618E-01   7.80169777E-04   5.30774989E-04   6.58481918E-05   2.78548341E-05   2.29820637E-05   0.00000000E+00  
  53               4.76032404E+00   4.53841114E+02   8.38099020E-01   1.60468614E-01   7.80176022E-04   5.30779238E-04   6.58487192E-05   2.78550571E-05   2.29820633E-05   0.00000000E+00  
  54               5.47197521E+00   4.73380472E+02   8.38098895E-01   1.60468596E-01   7.80175983E-04   5.30779212E-04   6.58487163E-05   2.78550557E-05   2.29820607E-05   0.00000000E+00  
  55               6.27921176E+00   4.93401117E+02   8.38098525E-01   1.60468633E-01   7.80176350E-04   5.30779461E-04   6.58487476E-05   2.78550688E-05   2.29820660E-05   0.00000000E+00  
  56               7.19170137E+00   5.14006327E+02   8.38098312E-01   1.60468845E-01   7.80177292E-04   5.30780102E-04   6.58488275E-05   2.78551025E-05   2.29820962E-05   0.00000000E+00  
  57               8.22268384E+00   5.35104690E+02   8.38095568E-01   1.60468314E-01   7.80182564E-04   5.30783689E-04   6.58492729E-05   2.78552908E-05   2.29820203E-05   0.00000000E+00  
  58               9.38846958E+00   5.56881112E+02   8.38095847E-01   1.60468045E-01   7.80177316E-04   5.30780118E-04   6.58488304E-05   2.78551034E-05   2.29819818E-05   0.00000000E+00  
  59               1.07049743E+01   5.79223953E+02   8.38095765E-01   1.60468014E-01   7.80240582E-04   5.30823160E-04   6.58541707E-05   2.78573623E-05   2.29819772E-05   0.00000000E+00  
  60               1.21873406E+01   6.02237960E+02   8.38095787E-01   1.60467991E-01   7.80240436E-04   5.30823061E-04   6.58541589E-05   2.78573571E-05   2.29819740E-05   0.00000000E+00  
  61               1.38495918E+01   6.25741609E+02   8.38095823E-01   1.60467955E-01   7.80240255E-04   5.30822938E-04   6.58541442E-05   2.78573507E-05   2.29819688E-05   0.00000000E+00  
  62               1.57077653E+01   6.49838901E+02   8.38095879E-01   1.60467900E-01   7.80240022E-04   5.30822779E-04   6.58541251E-05   2.78573424E-05   2.29819609E-05   0.00000000E+00  
  63               1.77885193E+01   6.74477224E+02   8.38095962E-01   1.60467817E-01   7.80239720E-04   5.30822573E-04   6.58541003E-05   2.78573317E-05   2.29819491E-05   0.00000000E+00  
  64               2.01183113E+01   6.99837179E+02   8.38096082E-01   1.60467698E-01   7.80239327E-04   5.30822306E-04   6.58540678E-05   2.78573177E-05   2.29819320E-05   0.00000000E+00  
  65               2.27223008E+01   7.25764483E+02   8.38096248E-01   1.60467531E-01   7.80238823E-04   5.30821963E-04   6.58540260E-05   2.78572998E-05   2.29819081E-05   0.00000000E+00  
  66               2.56249424E+01   7.52380516E+02   8.38096473E-01   1.60467304E-01   7.80238156E-04   5.30821510E-04   6.58539705E-05   2.78572761E-05   2.29818756E-05   0.00000000E+00  
  67               2.88520155E+01   7.79489521E+02   8.38096761E-01   1.60467009E-01   7.80237339E-04   5.30820954E-04   6.58539024E-05   2.78572469E-05   2.29818332E-05   0.00000000E+00  
  68               3.24431634E+01   8.07326668E+02   8.38097085E-01   1.60466625E-01   7.80236399E-04   5.30820314E-04   6.58538239E-05   2.78572134E-05   2.29817782E-05   0.00000000E+00  
  69               3.64570219E+01   8.35869474E+02   8.38097495E-01   1.60466159E-01   7.80235489E-04   5.30819695E-04   6.58537480E-05   2.78571810E-05   2.29817113E-05   0.00000000E+00  
  70               4.09458127E+01   8.65353552E+02   8.38097914E-01   1.60465587E-01   7.80234963E-04   5.30819337E-04   6.58537045E-05   2.78571623E-05   2.29816289E-05   0.00000000E+00  
  71               4.59522268E+01   8.95526099E+02   8.38098329E-01   1.60464921E-01   7.80237825E-04   5.30821285E-04   6.58539472E-05   2.78572646E-05   2.29815327E-05   0.00000000E+00  
  72               5.15070652E+01   9.26471176E+02   8.38099010E-01   1.60464221E-01   7.80240685E-04   5.30823231E-04   6.58541896E-05   2.78573668E-05   2.29814307E-05   0.00000000E+00  
  73               5.76324653E+01   9.57801982E+02   8.38099724E-01   1.60463475E-01   7.80238833E-04   5.30821970E-04   6.58540343E-05   2.78573008E-05   2.29901525E-05   0.00000000E+00  
  74               6.43623855E+01   9.89691223E+02   8.38100429E-01   1.60462689E-01   7.80237226E-04   5.30820877E-04   6.58538999E-05   2.78572435E-05   2.30100264E-05   0.00000000E+00  
  75               7.17755718E+01   1.02198969E+03   8.38101044E-01   1.60461883E-01   7.80236455E-04   5.30820353E-04   6.58538359E-05   2.78572161E-05   2.30556024E-05   0.00000000E+00  
  76               7.99448079E+01   1.05501516E+03   8.38101459E-01   1.60461044E-01   7.80237683E-04   5.30821187E-04   6.58539407E-05   2.78572600E-05   2.31579562E-05   0.00000000E+00  
  77               8.89297413E+01   1.08843968E+03   8.38101047E-01   1.60460096E-01   7.80243220E-04   5.30824949E-04   6.58544092E-05   2.78574578E-05   2.33750320E-05   0.00000000E+00  
  78               9.87781711E+01   1.12246973E+03   8.38100082E-01   1.60459201E-01   7.80259965E-04   5.30836316E-04   6.58558238E-05   2.78580559E-05   2.42855172E-05   0.00000000E+00  
  79               1.09545155E+02   1.15674106E+03   8.38100752E-01   1.60458503E-01   7.80257985E-04   5.30834827E-04   6.58556567E-05   2.78579857E-05   2.42853446E-05   0.00000000E+00  
  80               1.21298153E+02   1.19156902E+03   8.38101373E-01   1.60457834E-01   7.80256242E-04   5.30832979E-04   6.58555078E-05   2.78579261E-05   2.42851413E-05   0.00000000E+00  
  81               1.34128533E+02   1.22660156E+03   8.38101924E-01   1.60457212E-01   7.80254669E-04   5.30829164E-04   6.58553786E-05   2.78578871E-05   2.42848968E-05   0.00000000E+00  
  82               1.48184605E+02   1.26239161E+03   8.38102421E-01   1.60456611E-01   7.80252148E-04   5.30817479E-04   6.58552410E-05   2.78578911E-05   2.42845852E-05   0.00000000E+00  
  83               1.63587512E+02   1.29855541E+03   8.38102857E-01   1.60456048E-01   7.80243587E-04   5.30780646E-04   6.58549879E-05   2.78580151E-05   2.42841856E-05   0.00000000E+00  
  84               1.80434691E+02   1.33544055E+03   8.38103279E-01   1.60455505E-01   7.80212608E-04   5.30682519E-04   6.58542477E-05   2.78585047E-05   2.42836576E-05   0.00000000E+00  
  85               1.98805130E+02   1.37258416E+03   8.38103719E-01   1.60454999E-01   7.80126676E-04   5.30482698E-04   6.58519119E-05   2.78601231E-05   2.42829666E-05   0.00000000E+00  
  86               2.18789589E+02   1.41026383E+03   8.38104208E-01   1.60454511E-01   7.79952291E-04   5.30168478E-04   6.58448297E-05   2.78649736E-05   2.42820469E-05   0.00000000E+00  
  87               2.40519854E+02   1.44815660E+03   8.38104717E-01   1.60454040E-01   7.79675293E-04   5.29744568E-04   6.58247425E-05   2.78782266E-05   2.42808264E-05   0.00000000E+00  
  88               2.64139834E+02   1.48658348E+03   8.38105263E-01   1.60453563E-01   7.79287013E-04   5.29195047E-04   6.57728180E-05   2.79109471E-05   2.42787770E-05   0.00000000E+00  
  89               2.89914221E+02   1.52541857E+03   8.38105784E-01   1.60453068E-01   7.78754461E-04   5.28505291E-04   6.56536485E-05   2.79824966E-05   2.42768366E-05   0.00000000E+00  
  90               3.18054925E+02   1.56498494E+03   8.38106344E-01   1.60452558E-01   7.78133995E-04   5.27644580E-04   6.54191045E-05   2.81158479E-05   2.42709443E-05   0.00000000E+00  
  91               3.48692161E+02   1.60490616E+03   8.38106628E-01   1.60451952E-01   7.77252649E-04   5.26604995E-04   6.50554484E-05   2.83118124E-05   2.42678931E-05   0.00000000E+00  
  92               3.81877738E+02   1.64527452E+03   8.38106834E-01   1.60451363E-01   7.76584347E-04   5.25358912E-04   6.46294257E-05   2.85258100E-05   2.42459622E-05   0.00000000E+00  
  93               4.17541934E+02   1.68553292E+03   8.38089976E-01   1.60447411E-01   7.75295452E-04   5.23914089E-04   6.42919137E-05   2.86975323E-05   2.42413235E-05   0.00000000E+00  
  94               4.55654024E+02   1.72576183E+03   8.38069979E-01   1.60446597E-01   7.94767023E-04   5.22040206E-04   6.40592683E-05   2.88068932E-05   2.34145322E-05   0.00000000E+00  
  95               4.96243147E+02   1.76562054E+03   8.38069422E-01   1.60445722E-01   7.93074151E-04   5.20180032E-04   6.39608244E-05   2.88497201E-05   2.34276011E-05   0.00000000E+00  
  96               5.38795171E+02   1.80480339E+03   8.38067691E-01   1.60444670E-01   7.91394141E-04   5.18153934E-04   6.39596106E-05   2.88428554E-05   2.34350158E-05   0.00000000E+00  
  97               5.83490734E+02   1.84322665E+03   8.38065434E-01   1.60443582E-01   7.89666919E-04   5.15999190E-04   6.40625531E-05   2.87826479E-05   2.34403689E-05   0.00000000E+00  
  98               6.31309169E+02   1.88195196E+03   8.38061125E-01   1.60442214E-01   7.88150733E-04   5.13647092E-04   6.42385192E-05   2.86842194E-05   2.34392636E-05   0.00000000E+00  
  99               6.82538210E+02   1.92071419E+03   8.38054038E-01   1.60440576E-01   7.87373272E-04   5.11133495E-04   6.45093378E-05   2.85365805E-05   2.34266997E-05   0.00000000E+00  
  100              7.37635196E+02   1.96005680E+03   8.38041468E-01   1.60438352E-01   7.88301824E-04   5.08375444E-04   6.48434963E-05   2.83549703E-05   2.33924407E-05   0.00000000E+00  
  101              7.98489076E+02   2.00059842E+03   8.37950432E-01   1.60422020E-01   7.92829502E-04   5.05257320E-04   6.52749881E-05   2.81168621E-05   2.33160534E-05   0.00000000E+00  
