# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  13               7.01307305E-04   5.35316057E+02   8.38404590E-01   1.60492349E-01   7.79284202E-18   4.89966211E-04   2.65515603E-04   2.53760968E-04   5.90835445E-05   2.29862720E-05  
  14               8.83026270E-04   5.46004569E+02   8.38404590E-01   1.60492349E-01   1.82344323E-17   4.89966309E-04   2.65515656E-04   2.53761018E-04   5.90835566E-05   2.29862720E-05  
  15               1.10893612E-03   5.50785992E+02   8.38404569E-01   1.60492369E-01   2.47592181E-17   4.89966460E-04   2.65515738E-04   2.53761096E-04   5.90835752E-05   2.29862749E-05  
  16               1.38976306E-03   5.61645742E+02   8.38404569E-01   1.60492368E-01   5.58918135E-17   4.89966618E-04   2.65515823E-04   2.53761178E-04   5.90835947E-05   2.29862748E-05  
  17               1.73872617E-03   5.66783891E+02   8.38404546E-01   1.60492390E-01   7.65360517E-17   4.89966839E-04   2.65515943E-04   2.53761293E-04   5.90836219E-05   2.29862780E-05  
  18               2.17228479E-03   5.77873602E+02   8.38404545E-01   1.60492390E-01   1.67504955E-16   4.89967070E-04   2.65516068E-04   2.53761413E-04   5.90836504E-05   2.29862780E-05  
  19               2.71075591E-03   5.83265125E+02   8.38404519E-01   1.60492415E-01   2.28837240E-16   4.89967404E-04   2.65516249E-04   2.53761586E-04   5.90836915E-05   2.29862815E-05  
  20               3.37942069E-03   5.94497095E+02   8.38404518E-01   1.60492416E-01   4.82503792E-16   4.89967761E-04   2.65516443E-04   2.53761770E-04   5.90837355E-05   2.29862816E-05  
  21               4.20952623E-03   6.00011329E+02   8.38404484E-01   1.60492444E-01   6.50591311E-16   4.89968223E-04   2.65516693E-04   2.53762010E-04   5.90837925E-05   2.29862857E-05  
  22               5.23992891E-03   6.11278513E+02   8.38404481E-01   1.60492447E-01   1.31394812E-15   4.89968803E-04   2.65517007E-04   2.53762310E-04   5.90838638E-05   2.29862860E-05  
  23               6.51868504E-03   6.16755361E+02   8.38404442E-01   1.60492481E-01   1.72999156E-15   4.89969464E-04   2.65517365E-04   2.53762652E-04   5.90839452E-05   2.29862910E-05  
  24               8.10567396E-03   6.28009938E+02   8.38404436E-01   1.60492487E-01   3.34660989E-15   4.89970226E-04   2.65517778E-04   2.53763047E-04   5.90840391E-05   2.29862918E-05  
  25               1.00755216E-02   6.33391116E+02   8.38404380E-01   1.60492529E-01   4.29384288E-15   4.89971141E-04   2.65518274E-04   2.53763521E-04   5.90841517E-05   2.29862978E-05  
  26               1.25210131E-02   6.44590681E+02   8.38404368E-01   1.60492538E-01   7.96163562E-15   4.89972352E-04   2.65518930E-04   2.53764148E-04   5.90843004E-05   2.29862991E-05  
  27               1.55570135E-02   6.49966903E+02   8.38404306E-01   1.60492591E-01   1.00324977E-14   4.89973589E-04   2.65519601E-04   2.53764789E-04   5.90844526E-05   2.29863067E-05  
  28               1.93257285E-02   6.61342349E+02   8.38404289E-01   1.60492605E-01   1.81411915E-14   4.89975029E-04   2.65520381E-04   2.53765535E-04   5.90846297E-05   2.29863088E-05  
  29               2.40024023E-02   6.66887116E+02   8.38404187E-01   1.60492664E-01   2.27107980E-14   4.89976614E-04   2.65521240E-04   2.53766356E-04   5.90848247E-05   2.29863172E-05  
  30               2.98030240E-02   6.78738037E+02   8.38404164E-01   1.60492682E-01   4.07841627E-14   4.89978978E-04   2.65522520E-04   2.53767580E-04   5.90851138E-05   2.29863197E-05  
  31               3.69924878E-02   6.84937038E+02   8.38404068E-01   1.60492753E-01   5.21237260E-14   4.89980950E-04   2.65523589E-04   2.53768601E-04   5.90853563E-05   2.29863299E-05  
  32               4.58944973E-02   6.97737401E+02   8.38404045E-01   1.60492771E-01   9.51845038E-14   4.89983320E-04   2.65524874E-04   2.53769829E-04   5.90856471E-05   2.29863324E-05  
  33               5.69030707E-02   7.04956770E+02   8.38403823E-01   1.60492825E-01   1.26153084E-13   4.89985589E-04   2.65526103E-04   2.53771004E-04   5.90859260E-05   2.29863401E-05  
  34               7.04982397E-02   7.19199376E+02   8.38403752E-01   1.60492825E-01   2.38763838E-13   4.89990393E-04   2.65528706E-04   2.53773492E-04   5.90865109E-05   2.29863400E-05  
  35               8.72578530E-02   7.27974298E+02   8.38403665E-01   1.60492903E-01   3.34795436E-13   4.89993802E-04   2.65530553E-04   2.53775258E-04   5.90869279E-05   2.29863512E-05  
  36               1.07877035E-01   7.44019906E+02   8.38403664E-01   1.60492898E-01   6.60989962E-13   4.89996457E-04   2.65531992E-04   2.53776633E-04   5.90872543E-05   2.29863503E-05  
  37               1.33189869E-01   7.54774474E+02   8.38403404E-01   1.60492929E-01   9.89130774E-13   4.89999248E-04   2.65533504E-04   2.53778078E-04   5.90875974E-05   2.29863546E-05  
  38               1.64204914E-01   7.73050863E+02   8.38403427E-01   1.60492892E-01   2.04704008E-12   4.90004706E-04   2.65536462E-04   2.53780905E-04   5.90882622E-05   2.29863490E-05  
  39               2.02136247E-01   7.86236530E+02   8.38403378E-01   1.60492931E-01   3.28366071E-12   4.90007723E-04   2.65538097E-04   2.53782467E-04   5.90886330E-05   2.29863543E-05  
  40               2.48444521E-01   8.07133447E+02   8.38403459E-01   1.60492835E-01   7.10826240E-12   4.90010641E-04   2.65539678E-04   2.53783979E-04   5.90889921E-05   2.29892982E-05  
  41               3.04859397E-01   8.23317583E+02   8.38403456E-01   1.60492813E-01   1.22648225E-11   4.90013742E-04   2.65541358E-04   2.53785585E-04   5.90893735E-05   2.29930380E-05  
  42               3.73410787E-01   8.47419571E+02   8.38403642E-01   1.60492580E-01   2.77898182E-11   4.90016676E-04   2.65542948E-04   2.53787104E-04   5.90897349E-05   2.30052139E-05  
  43               4.56426897E-01   8.67107430E+02   8.38403718E-01   1.60492402E-01   5.13036747E-11   4.90019809E-04   2.65544646E-04   2.53788727E-04   5.90901205E-05   2.30240766E-05  
  44               5.56659318E-01   8.94930268E+02   8.38404085E-01   1.60491808E-01   1.20764250E-10   4.90022919E-04   2.65546333E-04   2.53790338E-04   5.90905037E-05   2.30856744E-05  
  45               6.77167736E-01   9.18772833E+02   8.38404189E-01   1.60491160E-01   2.37226825E-10   4.90026552E-04   2.65548310E-04   2.53792219E-04   5.90909501E-05   2.31935211E-05  
  46               8.21421879E-01   9.50876746E+02   8.38404482E-01   1.60489452E-01   5.74196432E-10   4.90031932E-04   2.65551263E-04   2.53795005E-04   5.90916074E-05   2.35340127E-05  
  47               9.93541121E-01   9.79495493E+02   8.38404941E-01   1.60487490E-01   1.18604540E-09   4.90044439E-04   2.65558233E-04   2.53801482E-04   5.90931247E-05   2.42898265E-05  
  48               1.19844288E+00   1.01652856E+03   8.38409308E-01   1.60483161E-01   2.91803158E-09   4.90040744E-04   2.65557107E-04   2.53799557E-04   5.90926896E-05   2.42890968E-05  
  49               1.44146485E+00   1.05036950E+03   8.38414788E-01   1.60477708E-01   6.21159954E-09   4.90035446E-04   2.65558727E-04   2.53796712E-04   5.90920738E-05   2.42881593E-05  
  50               1.72847877E+00   1.09241376E+03   8.38425928E-01   1.60466592E-01   1.51308036E-08   4.90021114E-04   2.65571572E-04   2.53788539E-04   5.90904551E-05   2.42862344E-05  
  51               2.06612604E+00   1.13117468E+03   8.38438792E-01   1.60453677E-01   3.20798524E-08   4.89998345E-04   2.65659497E-04   2.53770177E-04   5.90885782E-05   2.42839144E-05  
  52               2.46272077E+00   1.17774968E+03   8.38459794E-01   1.60432403E-01   7.50681607E-08   4.89924295E-04   2.66050401E-04   2.53687377E-04   5.90853712E-05   2.42799514E-05  
  53               2.92806711E+00   1.22081201E+03   8.38479607E-01   1.60411715E-01   1.53893459E-07   4.89585269E-04   2.67655916E-04   2.53205772E-04   5.90828114E-05   2.42757279E-05  
  54               3.47417869E+00   1.27114814E+03   8.38504913E-01   1.60384803E-01   3.37944922E-07   4.87955647E-04   2.73093635E-04   2.50783405E-04   5.90804540E-05   2.42695718E-05  
  55               4.11964145E+00   1.31748525E+03   8.38527522E-01   1.60363904E-01   6.53560281E-07   4.81305528E-04   2.87476431E-04   2.40959483E-04   5.90805570E-05   2.42634286E-05  
  56               4.89992554E+00   1.37075542E+03   8.38563574E-01   1.60343496E-01   1.32686243E-06   4.62444340E-04   3.16029269E-04   2.14824604E-04   5.90798404E-05   2.42545330E-05  
  57               5.86364702E+00   1.41981958E+03   8.38600969E-01   1.60332221E-01   2.39444533E-06   4.34839655E-04   3.47065756E-04   1.83874304E-04   5.90773674E-05   2.42428260E-05  
  58               7.06389919E+00   1.47587822E+03   8.38640147E-01   1.60321363E-01   4.49318797E-06   4.03857788E-04   3.78929965E-04   1.51670263E-04   5.90740564E-05   2.42118183E-05  
  59               8.53077151E+00   1.52794562E+03   8.38661114E-01   1.60313780E-01   7.63318375E-06   3.83512092E-04   4.00171430E-04   1.30501417E-04   5.90724022E-05   2.41298313E-05  
  60               1.02818241E+01   1.58689282E+03   8.38667136E-01   1.60303334E-01   1.34261800E-05   3.64853991E-04   4.22412907E-04   1.08158234E-04   5.90733599E-05   2.38187404E-05  
  61               1.22883206E+01   1.64121413E+03   8.38664158E-01   1.60296853E-01   2.16124528E-05   3.66090561E-04   4.39906891E-04   9.06026725E-05   5.90934397E-05   2.23807107E-05  
  62               1.44885711E+01   1.70057123E+03   8.38661769E-01   1.60289631E-01   3.54400853E-05   3.54303118E-04   4.55136993E-04   7.52892954E-05   5.90832183E-05   2.22787557E-05  
  63               1.68061312E+01   1.75402383E+03   8.38631372E-01   1.60281198E-01   5.35316257E-05   3.54791783E-04   4.66754269E-04   6.35886109E-05   5.90657399E-05   2.20092644E-05  
  64               1.90426492E+01   1.81137898E+03   8.38550676E-01   1.60267096E-01   8.21442697E-05   3.77738613E-04   4.81886944E-04   4.83671050E-05   5.90594132E-05   2.13171509E-05  
  65               2.11223865E+01   1.86227582E+03   8.38460115E-01   1.60255720E-01   1.17584405E-04   4.13642191E-04   4.93326084E-04   3.68673058E-05   5.90570761E-05   2.06744315E-05  
  66               2.30491756E+01   1.90376655E+03   8.38421673E-01   1.60249498E-01   1.54805764E-04   4.09327942E-04   4.97586974E-04   3.25380475E-05   5.90224630E-05   2.06675707E-05  
  67               2.46969926E+01   1.93908890E+03   8.38389838E-01   1.60245315E-01   1.94098912E-04   4.06023834E-04   5.00847564E-04   2.92208827E-05   5.90017749E-05   2.06558348E-05  
  68               2.60134562E+01   1.96401383E+03   8.38362831E-01   1.60242177E-01   2.26063921E-04   4.04172874E-04   5.02664666E-04   2.73595283E-05   5.89775635E-05   2.06467503E-05  
  69               2.75656024E+01   1.99436820E+03   8.38324095E-01   1.60237860E-01   2.71290764E-04   4.01963660E-04   5.04832924E-04   2.51356644E-05   5.89536768E-05   2.06300224E-05  
  70               2.93804911E+01   2.02594324E+03   8.38244408E-01   1.60226775E-01   3.25220573E-04   4.00120085E-04   5.06599206E-04   2.32844596E-05   5.89162553E-05   2.06095409E-05  
  71               3.07267470E+01   2.05008041E+03   8.38202462E-01   1.60222562E-01   3.72695578E-04   3.98756552E-04   5.07948347E-04   2.18846317E-05   5.88965632E-05   2.05896489E-05  
  72               3.16965531E+01   2.06532123E+03   8.38173754E-01   1.60219776E-01   4.04848764E-04   3.98064076E-04   5.08610072E-04   2.11874078E-05   5.88758484E-05   2.05769499E-05  
  73               3.28685360E+01   2.08523426E+03   8.38132438E-01   1.60215762E-01   4.51081089E-04   3.97110570E-04   5.09564864E-04   2.01867061E-05   5.88561139E-05   2.05567184E-05  
  74               3.42756281E+01   2.10648043E+03   8.38084722E-01   1.60211259E-01   5.04131398E-04   3.96260340E-04   5.10368690E-04   1.93289743E-05   5.88277479E-05   2.05342693E-05  
  75               3.59593536E+01   2.13272305E+03   8.38018717E-01   1.60205070E-01   5.77382662E-04   3.95188464E-04   5.11380158E-04   1.82492168E-05   5.87972528E-05   2.05012574E-05  
  76               3.79611548E+01   2.16100230E+03   8.37939685E-01   1.60197810E-01   6.64594486E-04   3.94249451E-04   5.12249828E-04   1.72984189E-05   5.87566911E-05   2.04628520E-05  
  77               4.03264998E+01   2.19426092E+03   8.37833796E-01   1.60188161E-01   7.81174298E-04   3.93189717E-04   5.13222199E-04   1.62251267E-05   5.87111433E-05   2.04101520E-05  
  78               4.31042318E+01   2.23004202E+03   8.37704539E-01   1.60176540E-01   9.22961661E-04   3.92260903E-04   5.14049949E-04   1.52768544E-05   5.86540461E-05   2.03473645E-05  
  79               4.63484035E+01   2.27036881E+03   8.37536485E-01   1.60161536E-01   1.10695209E-03   3.91313703E-04   5.14873668E-04   1.43054196E-05   5.85883591E-05   2.02662051E-05  
  80               5.01174531E+01   2.31357746E+03   8.37327099E-01   1.60142785E-01   1.33354231E-03   3.90487917E-04   5.15553813E-04   1.34470298E-05   5.85093022E-05   2.01690618E-05  
  81               5.44765066E+01   2.36049227E+03   8.37057782E-01   1.60119538E-01   1.61860513E-03   3.95672159E-04   5.16345091E-04   1.24609240E-05   5.84224974E-05   2.00822075E-05  
  82               5.94985832E+01   2.41050014E+03   8.36734392E-01   1.60091156E-01   1.97084110E-03   3.95180675E-04   5.16792554E-04   1.17599273E-05   5.83158347E-05   1.99415442E-05  
  83               6.52679205E+01   2.46334432E+03   8.36338204E-01   1.60056489E-01   2.40208083E-03   3.94787371E-04   5.17090431E-04   1.11589276E-05   5.81917050E-05   1.97775982E-05  
  84               7.18769206E+01   2.51927642E+03   8.35851665E-01   1.60013998E-01   2.93142850E-03   3.94477335E-04   5.17250106E-04   1.06363632E-05   5.80488150E-05   1.95871342E-05  
  85               7.94354776E+01   2.57731736E+03   8.35269729E-01   1.59963265E-01   3.56430526E-03   3.94294800E-04   5.17231276E-04   1.02254688E-05   5.78834822E-05   1.93739975E-05  
  86               8.80735116E+01   2.63822277E+03   8.34566009E-01   1.59901973E-01   4.32944183E-03   3.94212578E-04   5.17059615E-04   9.88532994E-06   5.76943326E-05   1.91334148E-05  
  87               9.79431302E+01   2.70097735E+03   8.33737712E-01   1.59829900E-01   5.22979994E-03   3.94280625E-04   5.16695728E-04   9.64629906E-06   5.74769304E-05   1.88716593E-05  
  88               1.09223204E+02   2.76621579E+03   8.32756597E-01   1.59744577E-01   6.29609964E-03   3.94490051E-04   5.16150730E-04   9.47828107E-06   5.72285890E-05   1.85855997E-05  
  89               1.22122406E+02   2.83307144E+03   8.31622258E-01   1.59645986E-01   7.52870515E-03   3.94892017E-04   5.15389862E-04   9.40385981E-06   5.69441495E-05   1.82828189E-05  
  90               1.36881341E+02   2.90224962E+03   8.30302148E-01   1.59531287E-01   8.96300118E-03   3.95488876E-04   5.14415491E-04   9.39593092E-06   5.66194655E-05   1.79603498E-05  
  91               1.53771267E+02   2.97288774E+03   8.28802021E-01   1.59401000E-01   1.05926426E-02   3.96338362E-04   5.13191304E-04   9.47567573E-06   5.62480500E-05   1.76271826E-05  
  92               1.73097555E+02   3.04571193E+03   8.27086140E-01   1.59252011E-01   1.24564657E-02   3.97451049E-04   5.11710833E-04   9.61846603E-06   5.58233253E-05   1.72801838E-05  
  93               1.95167444E+02   3.11943744E+03   8.25183439E-01   1.59086863E-01   1.45229072E-02   3.98892194E-04   5.09933310E-04   9.85278424E-06   5.53366793E-05   1.69320782E-05  
  94               2.20293535E+02   3.19487848E+03   8.23055125E-01   1.58902171E-01   1.68341350E-02   4.00658520E-04   5.07853593E-04   1.01484100E-05   5.47779027E-05   1.65778848E-05  
  95               2.48816964E+02   3.27066836E+03   8.20749954E-01   1.58702203E-01   1.93370425E-02   4.02801749E-04   5.05431942E-04   1.05348646E-05   5.41332635E-05   1.62307533E-05  
  96               2.81111517E+02   3.34779210E+03   8.18223218E-01   1.58483055E-01   2.20802373E-02   4.05299220E-04   5.02656751E-04   1.09810896E-05   5.33816326E-05   1.58833372E-05  
  97               3.17578775E+02   3.42494205E+03   8.15538457E-01   1.58250280E-01   2.49945520E-02   4.08181064E-04   4.99487340E-04   1.15172838E-05   5.24972255E-05   1.55477280E-05  
  98               3.58648852E+02   3.50324323E+03   8.12641194E-01   1.57999116E-01   2.81392211E-02   4.11398077E-04   4.95906225E-04   1.21104195E-05   5.14369893E-05   1.52143989E-05  
  99               4.04787173E+02   3.58128202E+03   8.09616444E-01   1.57736982E-01   3.14217219E-02   4.14968066E-04   4.91870983E-04   1.27958008E-05   5.01546440E-05   1.48958461E-05  
  100              4.56505699E+02   3.66030622E+03   8.06398744E-01   1.57458152E-01   3.49132188E-02   4.18823104E-04   4.87358518E-04   1.35386623E-05   4.85703157E-05   1.45811661E-05  
  101              5.14376393E+02   3.73883965E+03   8.03093151E-01   1.57171790E-01   3.84993649E-02   4.22989094E-04   4.82325691E-04   1.43798650E-05   4.66138248E-05   1.42833309E-05  
