# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H                N2               H2S             
  30               7.48110921E-02   2.10631080E+02   8.38104516E-01   1.60469706E-01   7.79287514E-04   5.30048953E-04   5.66235587E-05   1.16895543E-51   3.25043326E-05   2.29841560E-05  
  31               9.07159417E-02   2.17696256E+02   8.37633013E-01   1.60379429E-01   7.79417325E-04   5.30137247E-04   5.66329909E-05   5.96467147E-50   3.25097471E-05   2.29712255E-05  
  32               1.09949059E-01   2.26801786E+02   8.38104344E-01   1.60469673E-01   7.79401791E-04   5.30126681E-04   5.66318621E-05   6.74805076E-48   3.25090992E-05   2.29841512E-05  
  33               1.33193648E-01   2.34042960E+02   8.38103654E-01   1.60469541E-01   7.79859712E-04   5.30438146E-04   5.66651350E-05   2.17569299E-46   3.25281992E-05   2.29841323E-05  
  34               1.61292115E-01   2.43210924E+02   8.38103654E-01   1.60469541E-01   7.79859897E-04   5.30438272E-04   5.66651485E-05   1.33846342E-44   3.25282070E-05   2.29841323E-05  
  35               1.95280238E-01   2.50701380E+02   8.38103653E-01   1.60469541E-01   7.79860086E-04   5.30438400E-04   5.66651622E-05   3.03169624E-43   3.25282149E-05   2.29841323E-05  
  36               2.36413377E-01   2.60230291E+02   8.38103653E-01   1.60469541E-01   7.79860284E-04   5.30438535E-04   5.66651766E-05   1.26207010E-41   3.25282232E-05   2.29841323E-05  
  37               2.86202992E-01   2.68265575E+02   8.38103653E-01   1.60469541E-01   7.79860496E-04   5.30438679E-04   5.66651920E-05   2.33772373E-40   3.25282321E-05   2.29841323E-05  
  38               3.46479432E-01   2.78367924E+02   8.38103652E-01   1.60469541E-01   7.79860724E-04   5.30438834E-04   5.66652085E-05   7.35295674E-39   3.25282416E-05   2.29841323E-05  
  39               4.19431859E-01   2.87140579E+02   8.38103652E-01   1.60469541E-01   7.79860968E-04   5.30439000E-04   5.66652263E-05   1.18588411E-37   3.25282519E-05   2.29841323E-05  
  40               5.07711776E-01   2.98078909E+02   8.38103652E-01   1.60469541E-01   7.79861230E-04   5.30439179E-04   5.66652453E-05   3.07201944E-36   3.25282629E-05   2.29841323E-05  
  41               6.14492788E-01   3.07930514E+02   8.38103651E-01   1.60469541E-01   7.79861512E-04   5.30439370E-04   5.66652658E-05   4.65799213E-35   3.25282747E-05   2.29841322E-05  
  42               7.43555963E-01   3.20143966E+02   8.38103651E-01   1.60469540E-01   7.79861813E-04   5.30439575E-04   5.66652877E-05   1.09159303E-33   3.25282873E-05   2.29841322E-05  
  43               8.99382153E-01   3.31643110E+02   8.38103650E-01   1.60469540E-01   7.79862137E-04   5.30439795E-04   5.66653112E-05   1.70171215E-32   3.25283009E-05   2.29841322E-05  
  44               1.08740355E+00   3.45795498E+02   8.38103649E-01   1.60469540E-01   7.79862488E-04   5.30440034E-04   5.66653367E-05   3.94824388E-31   3.25283156E-05   2.29841322E-05  
  45               1.31404782E+00   3.59509243E+02   8.38103647E-01   1.60469540E-01   7.79862862E-04   5.30440288E-04   5.66653639E-05   6.50541431E-30   3.25283313E-05   2.29841321E-05  
  46               1.58679534E+00   3.76179333E+02   8.38103646E-01   1.60469539E-01   7.79863283E-04   5.30440575E-04   5.66653945E-05   1.50863792E-28   3.25283490E-05   2.29841321E-05  
  47               1.91417683E+00   3.93005670E+02   8.38103434E-01   1.60469499E-01   7.79863622E-04   5.30440805E-04   5.66654191E-05   2.73484967E-27   3.25283632E-05   2.29841262E-05  
  48               2.30646387E+00   4.13329180E+02   8.38103450E-01   1.60469477E-01   7.79866334E-04   5.30442650E-04   5.66656162E-05   6.68723781E-26   3.25284764E-05   2.29841232E-05  
  49               2.77487171E+00   4.34133704E+02   8.38103449E-01   1.60469477E-01   7.79866855E-04   5.30443004E-04   5.66656540E-05   1.28799295E-24   3.25284983E-05   2.29841231E-05  
  50               3.33149206E+00   4.58452186E+02   8.38103401E-01   1.60469468E-01   7.79867426E-04   5.30443393E-04   5.66656956E-05   2.93263967E-23   3.25285222E-05   2.29841218E-05  
  51               3.98950286E+00   4.83583295E+02   8.38103007E-01   1.60469433E-01   7.79868176E-04   5.30443903E-04   5.66657501E-05   5.31021480E-22   3.25285536E-05   2.29841168E-05  
  52               4.76620316E+00   5.10415054E+02   8.38099867E-01   1.60469152E-01   7.79868157E-04   5.30443890E-04   5.66657487E-05   8.53443733E-21   3.25285530E-05   2.29840766E-05  
  53               5.68095858E+00   5.37603755E+02   8.38100049E-01   1.60468845E-01   7.79938150E-04   5.30491497E-04   5.66708344E-05   1.06763492E-19   3.25314726E-05   2.29840326E-05  
  54               6.75475132E+00   5.66592275E+02   8.38100074E-01   1.60468818E-01   7.79938919E-04   5.30492021E-04   5.66708904E-05   1.20835500E-18   3.25315049E-05   2.29840287E-05  
  55               8.01022345E+00   5.95592681E+02   8.38100123E-01   1.60468768E-01   7.79939710E-04   5.30492559E-04   5.66709478E-05   1.07519906E-17   3.25315381E-05   2.29840216E-05  
  56               9.47858808E+00   6.23865837E+02   8.38100202E-01   1.60468687E-01   7.79940511E-04   5.30493103E-04   5.66710060E-05   7.39506201E-17   3.25315717E-05   2.29840100E-05  
  57               1.11918174E+01   6.52901429E+02   8.38100331E-01   1.60468557E-01   7.79941263E-04   5.30493615E-04   5.66710607E-05   4.49062504E-16   3.25316034E-05   2.29839913E-05  
  58               1.31822739E+01   6.82115676E+02   8.38100521E-01   1.60468365E-01   7.79941968E-04   5.30494094E-04   5.66711119E-05   2.35208616E-15   3.25316330E-05   2.29839639E-05  
  59               1.54818444E+01   7.13248415E+02   8.38100817E-01   1.60468067E-01   7.79942503E-04   5.30494458E-04   5.66711508E-05   1.18402181E-14   3.25316556E-05   2.29839212E-05  
  60               1.81393283E+01   7.45982620E+02   8.38101247E-01   1.60467631E-01   7.79942829E-04   5.30494680E-04   5.66711745E-05   5.59735948E-14   3.25316696E-05   2.29838586E-05  
  61               2.12089347E+01   7.82743424E+02   8.38101921E-01   1.60466937E-01   7.79942677E-04   5.30494576E-04   5.66711635E-05   2.75595005E-13   3.25316635E-05   2.29837593E-05  
  62               2.47526096E+01   8.18061016E+02   8.38102650E-01   1.60466137E-01   7.79942489E-04   5.30494449E-04   5.66711499E-05   1.10558993E-12   3.25316561E-05   2.29836444E-05  
  63               2.88291563E+01   8.57186426E+02   8.38103556E-01   1.60465020E-01   7.79942354E-04   5.30494357E-04   5.66711401E-05   4.52271031E-12   3.25316508E-05   2.29834840E-05  
  64               3.35026319E+01   8.94500609E+02   8.38104428E-01   1.60463910E-01   7.79946389E-04   5.30497102E-04   5.66714333E-05   1.53406125E-11   3.25318195E-05   2.29833239E-05  
  65               3.88627254E+01   9.35883180E+02   8.38105718E-01   1.60462583E-01   7.79949744E-04   5.30499384E-04   5.66716770E-05   5.32297527E-11   3.25319598E-05   2.29859545E-05  
  66               4.49828060E+01   9.75151769E+02   8.38106789E-01   1.60461410E-01   7.79949067E-04   5.30498923E-04   5.66716278E-05   1.56054881E-10   3.25319320E-05   2.30059938E-05  
  67               5.19288815E+01   1.01844662E+03   8.38107851E-01   1.60460048E-01   7.79949042E-04   5.30498906E-04   5.66716260E-05   4.65664347E-10   3.25319314E-05   2.30722048E-05  
  68               5.97571028E+01   1.05896802E+03   8.38108186E-01   1.60458891E-01   7.79952154E-04   5.30501022E-04   5.66718522E-05   1.18612539E-09   3.25320617E-05   2.32405179E-05  
  69               6.85546752E+01   1.10353621E+03   8.38107966E-01   1.60457554E-01   7.79964111E-04   5.30509143E-04   5.66727213E-05   3.07539256E-09   3.25325611E-05   2.37178881E-05  
  70               7.84735212E+01   1.14523033E+03   8.38107738E-01   1.60456582E-01   7.79977080E-04   5.30517852E-04   5.66736658E-05   6.96135453E-09   3.25331042E-05   2.42850552E-05  
  71               8.96646472E+01   1.19153455E+03   8.38108631E-01   1.60455588E-01   7.79976492E-04   5.30516643E-04   5.66736391E-05   1.61907181E-08   3.25330916E-05   2.42847561E-05  
  72               1.02259794E+02   1.23360529E+03   8.38109166E-01   1.60454906E-01   7.79975008E-04   5.30510324E-04   5.66736708E-05   3.27105667E-08   3.25331249E-05   2.42844377E-05  
  73               1.16364682E+02   1.27689486E+03   8.38109629E-01   1.60454237E-01   7.79963612E-04   5.30478218E-04   5.66736614E-05   6.42115599E-08   3.25331958E-05   2.42839969E-05  
  74               1.32085947E+02   1.31796978E+03   8.38109971E-01   1.60453726E-01   7.79910306E-04   5.30359752E-04   5.66733915E-05   1.16261361E-07   3.25333916E-05   2.42834494E-05  
  75               1.49667321E+02   1.36180773E+03   8.38110484E-01   1.60453152E-01   7.79741151E-04   5.30054600E-04   5.66720712E-05   2.10918914E-07   3.25340746E-05   2.42826348E-05  
  76               1.69335665E+02   1.40475076E+03   8.38111100E-01   1.60452674E-01   7.79393577E-04   5.29540754E-04   5.66669110E-05   3.63277254E-07   3.25366306E-05   2.42815540E-05  
  77               1.91341826E+02   1.45118152E+03   8.38111990E-01   1.60452072E-01   7.78784734E-04   5.28744257E-04   5.66484674E-05   6.32036631E-07   3.25456355E-05   2.42798910E-05  
  78               2.15873258E+02   1.49720033E+03   8.38112948E-01   1.60451483E-01   7.77950233E-04   5.27719147E-04   5.65899209E-05   1.05465775E-06   3.25735950E-05   2.42775282E-05  
  79               2.43050120E+02   1.54680438E+03   8.38114230E-01   1.60450693E-01   7.76703064E-04   5.26235981E-04   5.64248454E-05   1.77408825E-06   3.26508723E-05   2.42735401E-05  
  80               2.73015310E+02   1.59561809E+03   8.38115438E-01   1.60449847E-01   7.75155085E-04   5.24428847E-04   5.61037780E-05   2.85950132E-06   3.28003464E-05   2.42668451E-05  
  81               3.06100140E+02   1.64593012E+03   8.38116439E-01   1.60448784E-01   7.73233440E-04   5.22114639E-04   5.56534416E-05   4.53872987E-06   3.30098801E-05   2.42535324E-05  
  82               3.42416283E+02   1.69532264E+03   8.38100211E-01   1.60444443E-01   7.71262719E-04   5.19447751E-04   5.53734334E-05   6.93621014E-06   3.31484209E-05   2.42257696E-05  
  83               3.82058250E+02   1.74582108E+03   8.38081351E-01   1.60442960E-01   7.88804547E-04   5.15863198E-04   5.51794404E-05   1.04360028E-05   3.32352746E-05   2.34127668E-05  
  84               4.25170048E+02   1.79507865E+03   8.38080536E-01   1.60441347E-01   7.85672233E-04   5.12322286E-04   5.52412193E-05   1.51647951E-05   3.31935535E-05   2.34217975E-05  
  85               4.71865345E+02   1.84525497E+03   8.38078139E-01   1.60439373E-01   7.82254846E-04   5.08240870E-04   5.53561708E-05   2.17351870E-05   3.31216717E-05   2.34256426E-05  
  86               5.22040299E+02   1.89377754E+03   8.38072348E-01   1.60437116E-01   7.79622225E-04   5.04042357E-04   5.56842541E-05   3.01577067E-05   3.29406757E-05   2.34159351E-05  
  87               5.75124359E+02   1.94231180E+03   8.38059549E-01   1.60434012E-01   7.78945900E-04   4.99369060E-04   5.60351564E-05   4.11631166E-05   3.27443891E-05   2.33773763E-05  
  88               6.33223810E+02   1.99032070E+03   8.38031704E-01   1.60429325E-01   7.83357792E-04   4.94417297E-04   5.65719587E-05   5.50403564E-05   3.24514500E-05   2.32830867E-05  
  89               6.96425932E+02   2.03974818E+03   8.37980647E-01   1.60422371E-01   7.97855124E-04   4.88450058E-04   5.71357634E-05   7.31668961E-05   3.21393669E-05   2.30868168E-05  
  90               7.64915503E+02   2.08825371E+03   8.37903071E-01   1.60413763E-01   8.27918804E-04   4.81646327E-04   5.78603664E-05   9.52806347E-05   3.17433217E-05   2.27690655E-05  
  91               8.43723154E+02   2.14093364E+03   8.37833731E-01   1.60405925E-01   8.50952457E-04   4.74251710E-04   5.86610127E-05   1.25191564E-04   3.13018458E-05   2.25367795E-05  
  92               9.29613828E+02   2.19287260E+03   8.37806269E-01   1.60401629E-01   8.46020885E-04   4.68685800E-04   5.96219285E-05   1.61419306E-04   3.07769538E-05   2.25330959E-05  
  93               1.01955950E+03   2.24409432E+03   8.37771943E-01   1.60396761E-01   8.41220672E-04   4.63146923E-04   6.05817237E-05   2.04951154E-04   3.02474892E-05   2.25241388E-05  
  94               1.12544013E+03   2.29889313E+03   8.37713015E-01   1.60388515E-01   8.36565702E-04   4.57569911E-04   6.17547314E-05   2.60957131E-04   2.96016393E-05   2.25095408E-05  
  95               1.22769797E+03   2.34847096E+03   8.37655347E-01   1.60382465E-01   8.37186546E-04   4.52261627E-04   6.28398785E-05   3.21381934E-04   2.90007827E-05   2.24990481E-05  
  96               1.31823957E+03   2.38900518E+03   8.37606138E-01   1.60377109E-01   8.34483398E-04   4.48452873E-04   6.38115697E-05   3.78129534E-04   2.84638258E-05   2.24821858E-05  
  97               1.42382327E+03   2.43393784E+03   8.37543382E-01   1.60370525E-01   8.31621861E-04   4.44300138E-04   6.48940057E-05   4.49800574E-04   2.78616627E-05   2.24600954E-05  
  98               1.54652559E+03   2.48224274E+03   8.37434943E-01   1.60356900E-01   8.28970741E-04   4.40146179E-04   6.61372892E-05   5.37542325E-04   2.71682694E-05   2.24325211E-05  
  99               1.64809424E+03   2.51981424E+03   8.37366024E-01   1.60350496E-01   8.27189532E-04   4.37084950E-04   6.71358864E-05   6.14168518E-04   2.66118253E-05   2.24094793E-05  
  100              1.72846082E+03   2.54816356E+03   8.37309279E-01   1.60345127E-01   8.26002100E-04   4.34871354E-04   6.79071018E-05   6.77103892E-04   2.61812802E-05   2.23908487E-05  
  101              1.82329554E+03   2.57999607E+03   8.37240337E-01   1.60338733E-01   8.24872660E-04   4.32525348E-04   6.88027809E-05   7.53144575E-04   2.56814337E-05   2.23688916E-05  
