# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                N2               CH4              H2S             
  47               2.81818713E-01   8.43084518E+02   8.38540241E-01   1.60518175E-01   4.90585405E-04   2.97325940E-04   2.72217556E-11   6.02616164E-05   6.02251858E-05   2.30106396E-05  
  48               3.14916936E-01   8.70404149E+02   8.38541048E-01   1.60517167E-01   4.90580682E-04   2.97323078E-04   6.93963613E-11   6.02610643E-05   6.02246059E-05   2.30530465E-05  
  49               3.51539054E-01   9.00163768E+02   8.38542638E-01   1.60515020E-01   4.90575462E-04   2.97319913E-04   1.80728268E-10   6.02604517E-05   6.02239649E-05   2.31817505E-05  
  50               3.91942092E-01   9.28614322E+02   8.38545010E-01   1.60511246E-01   4.90570555E-04   2.97316938E-04   4.24229521E-10   6.02598779E-05   6.02233620E-05   2.34967323E-05  
  51               4.36456280E-01   9.59520006E+02   8.38550575E-01   1.60504121E-01   4.90568125E-04   2.97315459E-04   1.01455841E-09   6.02596082E-05   6.02230623E-05   2.42923431E-05  
  52               4.85528161E-01   9.89047545E+02   8.38561193E-01   1.60493573E-01   4.90547611E-04   2.97303006E-04   2.20830480E-09   6.02571152E-05   6.02205383E-05   2.42906840E-05  
  53               5.39606246E-01   1.02115518E+03   8.38578349E-01   1.60476506E-01   4.90517169E-04   2.97284482E-04   4.89988561E-09   6.02533937E-05   6.02167776E-05   2.42879864E-05  
  54               5.99129361E-01   1.05180110E+03   8.38599055E-01   1.60455889E-01   4.90481827E-04   2.97262791E-04   9.97625768E-09   6.02490388E-05   6.02123320E-05   2.42846897E-05  
  55               6.64539970E-01   1.08505154E+03   8.38625459E-01   1.60429582E-01   4.90438691E-04   2.97235722E-04   2.06649354E-08   6.02436282E-05   6.02065793E-05   2.42804025E-05  
  56               7.36286857E-01   1.11670252E+03   8.38650807E-01   1.60404309E-01   4.90399758E-04   2.97208821E-04   3.95315580E-08   6.02384154E-05   6.01997249E-05   2.42761307E-05  
  57               8.14876952E-01   1.15096077E+03   8.38677459E-01   1.60377713E-01   4.90366292E-04   2.97177145E-04   7.67966412E-08   6.02329107E-05   6.01867907E-05   2.42713669E-05  
  58               9.01055677E-01   1.18358981E+03   8.38699380E-01   1.60355816E-01   4.90364535E-04   2.97134851E-04   1.38895054E-07   6.02281844E-05   6.01473014E-05   2.42670169E-05  
  59               9.95680095E-01   1.21898336E+03   8.38720049E-01   1.60335194E-01   4.90440002E-04   2.97037953E-04   2.55365301E-07   6.02235278E-05   5.99943131E-05   2.42622384E-05  
  60               1.09966309E+00   1.25279618E+03   8.38735885E-01   1.60319676E-01   4.90711254E-04   2.96776285E-04   4.40633915E-07   6.02196370E-05   5.94544015E-05   2.42576058E-05  
  61               1.21405641E+00   1.28947577E+03   8.38750573E-01   1.60306115E-01   4.91347757E-04   2.96136362E-04   7.72459319E-07   6.02158860E-05   5.79562969E-05   2.42518542E-05  
  62               1.34014734E+00   1.32474357E+03   8.38762804E-01   1.60296698E-01   4.92559974E-04   2.94828437E-04   1.28185548E-06   6.02125706E-05   5.46469280E-05   2.42448890E-05  
  63               1.47972723E+00   1.36129037E+03   8.38774896E-01   1.60289694E-01   4.94548355E-04   2.92575053E-04   2.10616462E-06   6.02093746E-05   4.88588537E-05   2.42337739E-05  
  64               1.63505148E+00   1.39486104E+03   8.38784891E-01   1.60285573E-01   4.97398554E-04   2.89356490E-04   3.22760456E-06   6.02065143E-05   4.13070998E-05   2.42154219E-05  
  65               1.80851780E+00   1.43109465E+03   8.38794577E-01   1.60282452E-01   5.01126722E-04   2.85450545E-04   5.00877723E-06   6.02052073E-05   3.31440366E-05   2.40973376E-05  
  66               2.00193665E+00   1.46548158E+03   8.38794984E-01   1.60279175E-01   5.05379877E-04   2.81714996E-04   7.41280184E-06   6.02033971E-05   2.66406429E-05   2.40831338E-05  
  67               2.21575252E+00   1.50348349E+03   8.38796294E-01   1.60277399E-01   5.10031859E-04   2.80237731E-04   1.12305745E-05   6.02107496E-05   2.06282211E-05   2.33669568E-05  
  68               2.44914550E+00   1.54059036E+03   8.38781526E-01   1.60272845E-01   5.14157078E-04   2.79083712E-04   1.64755132E-05   6.02104954E-05   1.65419373E-05   2.33452297E-05  
  69               2.69716072E+00   1.58212084E+03   8.38766648E-01   1.60271143E-01   5.18201489E-04   2.87641594E-04   2.49005017E-05   6.02313686E-05   1.21782870E-05   2.18564184E-05  
  70               2.95433441E+00   1.62112044E+03   8.38751102E-01   1.60268328E-01   5.20845198E-04   2.89283630E-04   3.59196990E-05   6.02343460E-05   9.66608671E-06   2.17966859E-05  
  71               3.21559434E+00   1.65899075E+03   8.38723582E-01   1.60264825E-01   5.22867387E-04   2.95464302E-04   5.04340462E-05   6.02451576E-05   7.65917948E-06   2.16153017E-05  
  72               3.46784257E+00   1.69241289E+03   8.38675836E-01   1.60259403E-01   5.24363805E-04   3.09727656E-04   6.70760204E-05   6.02640330E-05   6.15361390E-06   2.12913583E-05  
  73               3.69336838E+00   1.72142523E+03   8.38609902E-01   1.60252323E-01   5.25538938E-04   3.32936637E-04   8.51669701E-05   6.02991411E-05   4.96772963E-06   2.08770150E-05  
  74               3.88060695E+00   1.74374947E+03   8.38521296E-01   1.60245923E-01   5.26571399E-04   3.78945568E-04   1.01679944E-04   6.03440829E-05   3.90407945E-06   2.01938708E-05  
  75               4.07726601E+00   1.76700293E+03   8.38501774E-01   1.60243893E-01   5.26965949E-04   3.80348275E-04   1.21772170E-04   6.03416636E-05   3.51351615E-06   2.02055641E-05  
  76               4.29426018E+00   1.79092262E+03   8.38470758E-01   1.60240065E-01   5.27277466E-04   3.80018032E-04   1.45716099E-04   6.03380353E-05   3.17608097E-06   2.02131257E-05  
  77               4.48081587E+00   1.81128343E+03   8.38449453E-01   1.60238096E-01   5.27540277E-04   3.79741156E-04   1.69198410E-04   6.03538935E-05   2.91746390E-06   2.02156977E-05  
  78               4.62996114E+00   1.82658393E+03   8.38431690E-01   1.60236477E-01   5.27699133E-04   3.79534686E-04   1.88762129E-04   6.03507564E-05   2.74806592E-06   2.02154614E-05  
  79               4.79592680E+00   1.84368574E+03   8.38409681E-01   1.60234483E-01   5.27867914E-04   3.79325054E-04   2.12946608E-04   6.03468351E-05   2.56963811E-06   2.02124404E-05  
  80               4.98089112E+00   1.86167798E+03   8.38384097E-01   1.60232184E-01   5.28022921E-04   3.79126621E-04   2.40995720E-04   6.03420472E-05   2.40465340E-06   2.02065911E-05  
  81               5.18819235E+00   1.88165549E+03   8.38320245E-01   1.60223213E-01   5.28161142E-04   3.78906271E-04   2.75780370E-04   6.03353304E-05   2.23535187E-06   2.01954861E-05  
  82               5.42075107E+00   1.90290059E+03   8.38282417E-01   1.60219859E-01   5.28304575E-04   3.78710229E-04   3.17119949E-04   6.03285332E-05   2.07764819E-06   2.01804501E-05  
  83               5.68099099E+00   1.92620039E+03   8.38235503E-01   1.60215704E-01   5.28441722E-04   3.78516270E-04   3.68339837E-04   6.03219274E-05   1.92088942E-06   2.01585510E-05  
  84               5.97137934E+00   1.95093248E+03   8.38179110E-01   1.60210730E-01   5.28556989E-04   3.78329187E-04   4.29851128E-04   6.03098432E-05   1.77566002E-06   2.01293918E-05  
  85               6.19271438E+00   1.96934135E+03   8.38132106E-01   1.60206587E-01   5.28652578E-04   3.78226768E-04   4.80997753E-04   6.03436767E-05   1.67718401E-06   2.01034858E-05  
  86               6.35384151E+00   1.98225040E+03   8.38096628E-01   1.60203469E-01   5.28697038E-04   3.78132877E-04   5.19668432E-04   6.03316780E-05   1.61435013E-06   2.00831304E-05  
  87               6.53391434E+00   1.99650941E+03   8.38054624E-01   1.60199781E-01   5.28747703E-04   3.78074112E-04   5.65371657E-04   6.03233959E-05   1.54831082E-06   2.00586975E-05  
  88               6.73443654E+00   2.01187863E+03   8.38006171E-01   1.60195531E-01   5.28795518E-04   3.77974400E-04   6.18161060E-04   6.03169226E-05   1.48294032E-06   2.00296914E-05  
  89               6.95693569E+00   2.02856598E+03   8.37949417E-01   1.60190557E-01   5.28841289E-04   3.77869832E-04   6.79979917E-04   6.03107898E-05   1.41673737E-06   1.99951824E-05  
  90               7.20340027E+00   2.04647850E+03   8.37883503E-01   1.60184785E-01   5.28882968E-04   3.77762379E-04   7.51761015E-04   6.03042268E-05   1.35149050E-06   1.99547420E-05  
  91               7.47423032E+00   2.06556555E+03   8.37807205E-01   1.60178109E-01   5.28919684E-04   3.77652328E-04   8.34833709E-04   6.02968987E-05   1.28768355E-06   1.99077016E-05  
  92               7.77146215E+00   2.08587216E+03   8.37718715E-01   1.60170371E-01   5.28950680E-04   3.77539361E-04   9.31164613E-04   6.02885832E-05   1.22548722E-06   1.98531198E-05  
  93               8.09902018E+00   2.10740152E+03   8.37616238E-01   1.60161415E-01   5.28974410E-04   3.77424062E-04   1.04270558E-03   6.02791179E-05   1.16584305E-06   1.97902577E-05  
  94               8.45915229E+00   2.13032632E+03   8.37496495E-01   1.60150955E-01   5.28990793E-04   3.77304405E-04   1.17302400E-03   6.02684144E-05   1.10781390E-06   1.97174228E-05  
  95               8.85425134E+00   2.15434611E+03   8.37358798E-01   1.60138931E-01   5.28997358E-04   3.77183011E-04   1.32286619E-03   6.02562462E-05   1.05359883E-06   1.96349508E-05  
  96               9.28684226E+00   2.17976957E+03   8.37198081E-01   1.60124902E-01   5.28994451E-04   3.77056190E-04   1.49774344E-03   6.02425662E-05   1.00131245E-06   1.95403453E-05  
  97               9.75963554E+00   2.20615017E+03   8.37014491E-01   1.60108881E-01   5.28979450E-04   3.76927442E-04   1.69749258E-03   6.02270897E-05   9.53530823E-07   1.94349030E-05  
  98               1.02755259E+01   2.23390620E+03   8.36800886E-01   1.60090245E-01   5.28952605E-04   3.76791808E-04   1.92988637E-03   6.02097637E-05   9.07849035E-07   1.93153374E-05  
  99               1.08376453E+01   2.26247984E+03   8.36558506E-01   1.60069103E-01   5.28911525E-04   3.76653383E-04   2.19357082E-03   6.01902730E-05   8.66911948E-07   1.91840529E-05  
  100              1.14493829E+01   2.29234836E+03   8.36278160E-01   1.60044653E-01   5.28855943E-04   3.76506476E-04   2.49854775E-03   6.01685212E-05   8.28221118E-07   1.90372083E-05  
  101              1.21144231E+01   2.32291281E+03   8.35960128E-01   1.60016714E-01   5.28782766E-04   3.76354432E-04   2.84235319E-03   6.01440640E-05   7.94140859E-07   1.88781232E-05  
