# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  18               1.96041800E-03   5.26434281E+02   8.38359949E-01   1.60484169E-01   2.02878802E-18   5.56790248E-04   1.85917967E-04   3.18966083E-04   5.85743266E-05   2.29843250E-05  
  19               2.44724447E-03   5.28690166E+02   8.38359860E-01   1.60484257E-01   2.24884231E-18   5.56790852E-04   1.85918169E-04   3.18966429E-04   5.85743904E-05   2.29843376E-05  
  20               3.05231107E-03   5.42032756E+02   8.38359892E-01   1.60484223E-01   6.88134850E-18   5.56791365E-04   1.85918340E-04   3.18966723E-04   5.85744448E-05   2.29843328E-05  
  21               3.80420465E-03   5.44430200E+02   8.38359793E-01   1.60484321E-01   7.63835138E-18   5.56792200E-04   1.85918619E-04   3.18967201E-04   5.85745330E-05   2.29843468E-05  
  22               4.73867104E-03   5.57816446E+02   8.38359821E-01   1.60484291E-01   2.19164662E-17   5.56792986E-04   1.85918882E-04   3.18967651E-04   5.85746162E-05   2.29843425E-05  
  23               5.89983382E-03   5.60250329E+02   8.38359709E-01   1.60484400E-01   2.41272395E-17   5.56794132E-04   1.85919264E-04   3.18968308E-04   5.85747374E-05   2.29843582E-05  
  24               7.34273264E-03   5.73726530E+02   8.38359733E-01   1.60484374E-01   6.54627756E-17   5.56795240E-04   1.85919634E-04   3.18968942E-04   5.85748547E-05   2.29843544E-05  
  25               9.13537283E-03   5.76200716E+02   8.38359604E-01   1.60484500E-01   7.15227437E-17   5.56796777E-04   1.85920147E-04   3.18969823E-04   5.85750173E-05   2.29843724E-05  
  26               1.13624263E-02   5.89765291E+02   8.38359623E-01   1.60484478E-01   1.84171670E-16   5.56798299E-04   1.85920656E-04   3.18970695E-04   5.85751784E-05   2.29843693E-05  
  27               1.41287261E-02   5.92148180E+02   8.38359470E-01   1.60484626E-01   1.97806414E-16   5.56800295E-04   1.85921322E-04   3.18971838E-04   5.85753894E-05   2.29843905E-05  
  28               1.75644283E-02   6.05926210E+02   8.38359485E-01   1.60484607E-01   4.89692402E-16   5.56802254E-04   1.85921976E-04   3.18972960E-04   5.85755968E-05   2.29843878E-05  
  29               2.18301586E-02   6.08342056E+02   8.38359307E-01   1.60484780E-01   5.22380703E-16   5.56804730E-04   1.85922803E-04   3.18974379E-04   5.85758587E-05   2.29844126E-05  
  30               2.71238981E-02   6.22575280E+02   8.38359320E-01   1.60484762E-01   1.26640160E-15   5.56807159E-04   1.85923614E-04   3.18975770E-04   5.85761158E-05   2.29844100E-05  
  31               3.36900107E-02   6.25464781E+02   8.38359116E-01   1.60484956E-01   1.38281620E-15   5.56810079E-04   1.85924589E-04   3.18977443E-04   5.85764246E-05   2.29844377E-05  
  32               4.18302747E-02   6.40664696E+02   8.38359136E-01   1.60484930E-01   3.38653153E-15   5.56812831E-04   1.85925508E-04   3.18979020E-04   5.85767159E-05   2.29844340E-05  
  33               5.19135945E-02   6.44440445E+02   8.38358921E-01   1.60485138E-01   3.87258027E-15   5.56816095E-04   1.85926598E-04   3.18980890E-04   5.85770613E-05   2.29844638E-05  
  34               6.43924540E-02   6.61070615E+02   8.38358951E-01   1.60485094E-01   9.77561135E-15   5.56819332E-04   1.85927679E-04   3.18982744E-04   5.85774038E-05   2.29844575E-05  
  35               7.98161821E-02   6.66275801E+02   8.38358735E-01   1.60485300E-01   1.20077974E-14   5.56822834E-04   1.85928848E-04   3.18984750E-04   5.85777744E-05   2.29844870E-05  
  36               9.88530439E-02   6.84619685E+02   8.38358792E-01   1.60485236E-01   3.13173099E-14   5.56825980E-04   1.85929899E-04   3.18986552E-04   5.85781076E-05   2.29844779E-05  
  37               1.22306944E-01   6.91610710E+02   8.38358565E-01   1.60485422E-01   4.16408675E-14   5.56829672E-04   1.85931132E-04   3.18988668E-04   5.85784985E-05   2.29845045E-05  
  38               1.51155454E-01   7.12047835E+02   8.38358646E-01   1.60485333E-01   1.12575067E-13   5.56833294E-04   1.85932341E-04   3.18990742E-04   5.85788820E-05   2.29844916E-05  
  39               1.86551986E-01   7.21281460E+02   8.38358299E-01   1.60485460E-01   1.63259971E-13   5.56837129E-04   1.85933622E-04   3.18992939E-04   5.85792881E-05   2.29845098E-05  
  40               2.29878867E-01   7.44097283E+02   8.38358403E-01   1.60485343E-01   4.54462879E-13   5.56843465E-04   1.85935737E-04   3.18996569E-04   5.85799573E-05   2.29844930E-05  
  41               2.82762667E-01   7.56034725E+02   8.38358051E-01   1.60485420E-01   7.19823316E-13   5.56848170E-04   1.85937308E-04   3.18999264E-04   5.85804550E-05   2.29845038E-05  
  42               3.47180650E-01   7.81682157E+02   8.38358191E-01   1.60485271E-01   2.05754342E-12   5.56851201E-04   1.85938320E-04   3.19001000E-04   5.85807767E-05   2.29844822E-05  
  43               4.25475313E-01   7.96861148E+02   8.38358108E-01   1.60485337E-01   3.55213371E-12   5.56857426E-04   1.85940399E-04   3.19004567E-04   5.85814346E-05   2.29844912E-05  
  44               5.20472001E-01   8.25898826E+02   8.38358293E-01   1.60485133E-01   1.03836861E-11   5.56860476E-04   1.85941417E-04   3.19006314E-04   5.85817585E-05   2.29889200E-05  
  45               6.35404487E-01   8.45069143E+02   8.38358267E-01   1.60485116E-01   1.95202595E-11   5.56863850E-04   1.85942544E-04   3.19008247E-04   5.85821166E-05   2.29944980E-05  
  46               7.73993167E-01   8.78162215E+02   8.38358526E-01   1.60484761E-01   5.79969083E-11   5.56866855E-04   1.85943549E-04   3.19009968E-04   5.85824360E-05   2.30209429E-05  
  47               9.40282219E-01   9.01922682E+02   8.38358482E-01   1.60484536E-01   1.17050846E-10   5.56870198E-04   1.85944672E-04   3.19011883E-04   5.85827910E-05   2.30635565E-05  
  48               1.13903792E+00   9.39540134E+02   8.38358694E-01   1.60483626E-01   3.47508131E-10   5.56874301E-04   1.85946074E-04   3.19014234E-04   5.85832261E-05   2.32531488E-05  
  49               1.37568842E+00   9.68334754E+02   8.38358281E-01   1.60482686E-01   7.36065721E-10   5.56879718E-04   1.85948081E-04   3.19017337E-04   5.85837997E-05   2.35884903E-05  
  50               1.65662083E+00   1.01074687E+03   8.38359510E-01   1.60480061E-01   2.13512684E-09   5.56893441E-04   1.85953613E-04   3.19025193E-04   5.85852476E-05   2.42886656E-05  
  51               1.98882492E+00   1.04459832E+03   8.38362306E-01   1.60477279E-01   4.59364634E-09   5.56891453E-04   1.85958642E-04   3.19023994E-04   5.85850500E-05   2.42881580E-05  
  52               2.38090470E+00   1.09159769E+03   8.38369816E-01   1.60469774E-01   1.26572716E-08   5.56880508E-04   1.85981739E-04   3.19017252E-04   5.85839621E-05   2.42867992E-05  
  53               2.84192863E+00   1.12992928E+03   8.38377729E-01   1.60461750E-01   2.66463183E-08   5.56863821E-04   1.86119267E-04   3.19002414E-04   5.85828723E-05   2.42852823E-05  
  54               3.38270197E+00   1.18068137E+03   8.38394484E-01   1.60444509E-01   6.77786859E-08   5.56794798E-04   1.86709989E-04   3.18926184E-04   5.85801822E-05   2.42819657E-05  
  55               4.01657728E+00   1.22223694E+03   8.38408256E-01   1.60429041E-01   1.34806015E-07   5.56431535E-04   1.89192939E-04   3.18422043E-04   5.85784166E-05   2.42787085E-05  
  56               4.76133456E+00   1.27570711E+03   8.38430243E-01   1.60402972E-01   3.11342323E-07   5.54607700E-04   1.97469405E-04   3.15835003E-04   5.85762662E-05   2.42727964E-05  
  57               5.64042769E+00   1.31955864E+03   8.38447247E-01   1.60384766E-01   5.76751615E-07   5.46635395E-04   2.17307093E-04   3.04839069E-04   5.85778648E-05   2.42676022E-05  
  58               6.69505627E+00   1.37536116E+03   8.38485247E-01   1.60361967E-01   1.21235958E-06   5.22949911E-04   2.55857227E-04   2.74019340E-04   5.85798850E-05   2.42589267E-05  
  59               7.97891269E+00   1.42147606E+03   8.38522956E-01   1.60351486E-01   2.09854413E-06   4.93569245E-04   2.87948207E-04   2.42914849E-04   5.85781647E-05   2.42499767E-05  
  60               9.57044403E+00   1.47997125E+03   8.38572678E-01   1.60338054E-01   4.06056221E-06   4.54838437E-04   3.27654545E-04   2.03033392E-04   5.85739860E-05   2.42255195E-05  
  61               1.15126645E+01   1.52893108E+03   8.38596088E-01   1.60330591E-01   6.64586408E-06   4.33829908E-04   3.49425307E-04   1.81289788E-04   5.85718531E-05   2.41746751E-05  
  62               1.38301676E+01   1.59011773E+03   8.38611581E-01   1.60317656E-01   1.19837371E-05   4.07133200E-04   3.78775273E-04   1.51817853E-04   5.85692187E-05   2.39605986E-05  
  63               1.64808680E+01   1.64099520E+03   8.38611686E-01   1.60310883E-01   1.86204281E-05   4.07640479E-04   3.97877188E-04   1.32647219E-04   5.85879586E-05   2.25585017E-05  
  64               1.94271118E+01   1.70248682E+03   8.38621777E-01   1.60302341E-01   3.11596896E-05   3.88756379E-04   4.18917382E-04   1.11497807E-04   5.85689594E-05   2.24760409E-05  
  65               2.26026335E+01   1.75362934E+03   8.38605562E-01   1.60294802E-01   4.59986804E-05   3.83253051E-04   4.31536962E-04   9.87765623E-05   5.85266497E-05   2.23129744E-05  
  66               2.58022842E+01   1.81555348E+03   8.38541510E-01   1.60278780E-01   7.30469834E-05   3.92124228E-04   4.52575709E-04   7.76046905E-05   5.84975987E-05   2.17292941E-05  
  67               2.86981110E+01   1.86691294E+03   8.38440601E-01   1.60264083E-01   1.04606465E-04   4.36121454E-04   4.70711059E-04   5.93881041E-05   5.84879740E-05   2.08487106E-05  
  68               3.11276645E+01   1.90649463E+03   8.38419997E-01   1.60259579E-01   1.35967913E-04   4.29856168E-04   4.76950701E-04   5.30683229E-05   5.84505425E-05   2.08341940E-05  
  69               3.39144215E+01   1.94930198E+03   8.38378054E-01   1.60252337E-01   1.78293524E-04   4.24081984E-04   4.82675253E-04   4.72428616E-05   5.84079741E-05   2.08148614E-05  
  70               3.62813248E+01   1.98314980E+03   8.38345756E-01   1.60247881E-01   2.18865776E-04   4.20236247E-04   4.86486381E-04   4.33507229E-05   5.83705505E-05   2.07971570E-05  
  71               3.81801789E+01   2.00926260E+03   8.38315872E-01   1.60244140E-01   2.55119466E-04   4.17581860E-04   4.89113007E-04   4.06576047E-05   5.83390659E-05   2.07809830E-05  
  72               4.04204057E+01   2.03845613E+03   8.38276886E-01   1.60239625E-01   3.01194162E-04   4.14967405E-04   4.91696959E-04   3.79942589E-05   5.83002925E-05   2.07605915E-05  
  73               4.30428244E+01   2.07121024E+03   8.38194630E-01   1.60228131E-01   3.60725653E-04   4.12341613E-04   4.94258047E-04   3.53184248E-05   5.82519144E-05   2.07330184E-05  
  74               4.50630584E+01   2.09523805E+03   8.38151339E-01   1.60223669E-01   4.10119846E-04   4.10648484E-04   4.95932554E-04   3.35693738E-05   5.82161178E-05   2.07107762E-05  
  75               4.65839487E+01   2.11287452E+03   8.38116339E-01   1.60220128E-01   4.49759186E-04   4.09508246E-04   4.97074131E-04   3.23705212E-05   5.81884231E-05   2.06928581E-05  
  76               4.84191774E+01   2.13339440E+03   8.38072106E-01   1.60215753E-01   4.99605162E-04   4.08257859E-04   4.98285373E-04   3.10893387E-05   5.81545026E-05   2.06702351E-05  
  77               5.06243847E+01   2.15733996E+03   8.38015268E-01   1.60210240E-01   5.63292583E-04   4.06907386E-04   4.99587615E-04   2.97013782E-05   5.81136332E-05   2.06412651E-05  
  78               5.32577294E+01   2.18467998E+03   8.37943161E-01   1.60203388E-01   6.43616135E-04   4.05525232E-04   5.00911244E-04   2.82735687E-05   5.80638144E-05   2.06050490E-05  
  79               5.63827655E+01   2.21582946E+03   8.37850852E-01   1.60194766E-01   7.45947252E-04   4.04107988E-04   5.02257324E-04   2.68006927E-05   5.80043713E-05   2.05592015E-05  
  80               6.00688643E+01   2.25059248E+03   8.37734238E-01   1.60184050E-01   8.74634225E-04   4.02731559E-04   5.03548608E-04   2.53562096E-05   5.79329676E-05   2.05025213E-05  
  81               6.43918484E+01   2.28927440E+03   8.37584053E-01   1.60170227E-01   1.03759932E-03   4.01395276E-04   5.04780848E-04   2.39374153E-05   5.78485736E-05   2.04320115E-05  
  82               6.94342271E+01   2.33139132E+03   8.37391366E-01   1.60153403E-01   1.24038892E-03   4.05825974E-04   5.06196936E-04   2.23217571E-05   5.77540006E-05   2.03767848E-05  
  83               7.52877392E+01   2.37750075E+03   8.37157180E-01   1.60132579E-01   1.49630651E-03   4.04868813E-04   5.07180994E-04   2.10732189E-05   5.76385951E-05   2.02728798E-05  
  84               8.20558805E+01   2.42648338E+03   8.36870417E-01   1.60107265E-01   1.80911789E-03   4.04093998E-04   5.07944387E-04   1.99946946E-05   5.75026367E-05   2.01513997E-05  
  85               8.98540273E+01   2.47927546E+03   8.36512105E-01   1.60075774E-01   2.19956807E-03   4.03422299E-04   5.08561581E-04   1.89990166E-05   5.73464964E-05   2.00062893E-05  
  86               9.88121578E+01   2.53455786E+03   8.36079428E-01   1.60037905E-01   2.67056423E-03   4.02957507E-04   5.08929459E-04   1.81822090E-05   5.71650205E-05   1.98412307E-05  
  87               1.09089088E+02   2.59291426E+03   8.35552506E-01   1.59991908E-01   3.24378189E-03   4.02659225E-04   5.09089022E-04   1.74878211E-05   5.69568733E-05   1.96522566E-05  
  88               1.20870947E+02   2.65394826E+03   8.34919306E-01   1.59936745E-01   3.93224911E-03   4.02564361E-04   5.09008843E-04   1.69332020E-05   5.67180345E-05   1.94404542E-05  
  89               1.34379077E+02   2.71741096E+03   8.34166715E-01   1.59871285E-01   4.75018171E-03   4.02702259E-04   5.08667985E-04   1.65225233E-05   5.64442677E-05   1.92071514E-05  
  90               1.49869199E+02   2.78358517E+03   8.33272604E-01   1.59793595E-01   5.72163483E-03   4.03077457E-04   5.08069997E-04   1.62297701E-05   5.61318092E-05   1.89511332E-05  
  91               1.67638551E+02   2.85181946E+03   8.32230760E-01   1.59703157E-01   6.85327136E-03   4.03752180E-04   5.07169059E-04   1.60810916E-05   5.57745659E-05   1.86775875E-05  
  92               1.88029644E+02   2.92271590E+03   8.31011152E-01   1.59597346E-01   8.17774176E-03   4.04729402E-04   5.05972442E-04   1.60377154E-05   5.53677233E-05   1.83841448E-05  
  93               2.11438569E+02   2.99525078E+03   8.29620742E-01   1.59476802E-01   9.68734204E-03   4.06097024E-04   5.04415215E-04   1.61422718E-05   5.49029715E-05   1.80799473E-05  
  94               2.38313441E+02   3.07037076E+03   8.28019471E-01   1.59338025E-01   1.14256274E-02   4.07853394E-04   5.02505257E-04   1.63439361E-05   5.43731889E-05   1.77604363E-05  
  95               2.69100156E+02   3.14650528E+03   8.26239585E-01   1.59183863E-01   1.33573826E-02   4.10095774E-04   5.00166369E-04   1.66996640E-05   5.37678940E-05   1.74391100E-05  
  96               3.04271475E+02   3.22486226E+03   8.24230958E-01   1.59009929E-01   1.55371383E-02   4.12795268E-04   4.97414506E-04   1.71425376E-05   5.30761813E-05   1.71082726E-05  
  97               3.44335066E+02   3.30356465E+03   8.22054204E-01   1.58821544E-01   1.78988358E-02   4.16036150E-04   4.94167944E-04   1.77396054E-05   5.22819890E-05   1.67837366E-05  
  98               3.89834092E+02   3.38404729E+03   8.19649276E-01   1.58613449E-01   2.05078148E-02   4.19758642E-04   4.90439531E-04   1.84180591E-05   5.13623972E-05   1.64548824E-05  
  99               4.41346961E+02   3.46446085E+03   8.17096093E-01   1.58392641E-01   2.32770534E-02   4.24015588E-04   4.86151018E-04   1.92443923E-05   5.02890703E-05   1.61369258E-05  
  100              4.99493584E+02   3.54642519E+03   8.14320945E-01   1.58152661E-01   2.62867522E-02   4.28713678E-04   4.81311182E-04   2.01411791E-05   4.90137750E-05   1.58168290E-05  
  101              5.65053638E+02   3.62804435E+03   8.11427520E-01   1.57902575E-01   2.94240240E-02   4.33904942E-04   4.75831866E-04   2.11869759E-05   4.74852995E-05   1.55106210E-05  
