# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  13               1.92384013E-03   2.09631577E+02   8.38401062E-01   1.60526473E-01   4.61510505E-04   2.93606193E-04   2.27974780E-04   4.03576209E-51   5.94894790E-05   2.29893674E-05  
  14               2.27734562E-03   2.16863731E+02   8.38401061E-01   1.60526473E-01   4.61511096E-04   2.93606569E-04   2.27975071E-04   2.37651949E-49   5.94895558E-05   2.29893674E-05  
  15               2.68576878E-03   2.24023357E+02   8.38401060E-01   1.60526473E-01   4.61511688E-04   2.93606946E-04   2.27975364E-04   1.03307242E-47   5.94896329E-05   2.29893673E-05  
  16               3.15767782E-03   2.31082953E+02   8.38401058E-01   1.60526472E-01   4.61512332E-04   2.93607355E-04   2.27975682E-04   3.37581952E-46   5.94897165E-05   2.29893673E-05  
  17               3.70306032E-03   2.38004720E+02   8.38401057E-01   1.60526472E-01   4.61512979E-04   2.93607767E-04   2.27976002E-04   8.39460870E-45   5.94898006E-05   2.29893673E-05  
  18               4.33361533E-03   2.44795162E+02   8.38401056E-01   1.60526472E-01   4.61513644E-04   2.93608190E-04   2.27976330E-04   1.63917122E-43   5.94898870E-05   2.29893672E-05  
  19               5.06280502E-03   2.51584098E+02   8.38401055E-01   1.60526472E-01   4.61514325E-04   2.93608623E-04   2.27976667E-04   2.71706180E-42   5.94899756E-05   2.29893672E-05  
  20               5.90606503E-03   2.58406404E+02   8.38401053E-01   1.60526471E-01   4.61515018E-04   2.93609064E-04   2.27977009E-04   3.92609489E-41   5.94900656E-05   2.29893672E-05  
  21               6.88122584E-03   2.65308406E+02   8.38401052E-01   1.60526471E-01   4.61515718E-04   2.93609509E-04   2.27977355E-04   5.07946073E-40   5.94901565E-05   2.29893671E-05  
  22               8.00891890E-03   2.72229796E+02   8.38401051E-01   1.60526471E-01   4.61516416E-04   2.93609953E-04   2.27977699E-04   5.79481785E-39   5.94902472E-05   2.29893671E-05  
  23               9.31289503E-03   2.79277403E+02   8.38401049E-01   1.60526471E-01   4.61517100E-04   2.93610388E-04   2.27978037E-04   6.09588919E-38   5.94903362E-05   2.29893670E-05  
  24               1.08203560E-02   2.86469236E+02   8.38401048E-01   1.60526470E-01   4.61517825E-04   2.93610850E-04   2.27978396E-04   5.96363107E-37   5.94904304E-05   2.29893670E-05  
  25               1.25625880E-02   2.93885795E+02   8.38401047E-01   1.60526470E-01   4.61518594E-04   2.93611339E-04   2.27978776E-04   5.57038120E-36   5.94905304E-05   2.29893670E-05  
  26               1.45756464E-02   3.01521524E+02   8.38401045E-01   1.60526470E-01   4.61519411E-04   2.93611858E-04   2.27979179E-04   4.95123767E-35   5.94906365E-05   2.29893669E-05  
  27               1.69008547E-02   3.09435917E+02   8.38401044E-01   1.60526469E-01   4.61520280E-04   2.93612411E-04   2.27979608E-04   4.25204453E-34   5.94907495E-05   2.29893668E-05  
  28               1.95854070E-02   3.17640135E+02   8.38401042E-01   1.60526468E-01   4.61521201E-04   2.93612997E-04   2.27980063E-04   3.52689354E-33   5.94908692E-05   2.29893667E-05  
  29               2.26830814E-02   3.26199588E+02   8.38401040E-01   1.60526468E-01   4.61522185E-04   2.93613623E-04   2.27980549E-04   2.86241429E-32   5.94909971E-05   2.29893666E-05  
  30               2.62551555E-02   3.35137144E+02   8.38401038E-01   1.60526466E-01   4.61523223E-04   2.93614284E-04   2.27981062E-04   2.27353735E-31   5.94911320E-05   2.29893664E-05  
  31               3.03719600E-02   3.44454538E+02   8.38401038E-01   1.60526464E-01   4.61524345E-04   2.93614997E-04   2.27981616E-04   1.75857075E-30   5.94912778E-05   2.29893660E-05  
  32               3.51143071E-02   3.54189209E+02   8.38401029E-01   1.60526458E-01   4.61525508E-04   2.93615737E-04   2.27982191E-04   1.32887935E-29   5.94914290E-05   2.29893652E-05  
  33               4.05744463E-02   3.64489489E+02   8.38401034E-01   1.60526451E-01   4.61526883E-04   2.93616612E-04   2.27982870E-04   1.00493635E-28   5.94916076E-05   2.29893642E-05  
  34               4.68554158E-02   3.75496166E+02   8.38401043E-01   1.60526439E-01   4.61528191E-04   2.93617444E-04   2.27983516E-04   7.73445451E-28   5.94917777E-05   2.29893625E-05  
  35               5.40720113E-02   3.87349295E+02   8.38400770E-01   1.60526360E-01   4.61529397E-04   2.93618211E-04   2.27984112E-04   6.12937599E-27   5.94919346E-05   2.29893511E-05  
  36               6.23526633E-02   4.00084436E+02   8.38400831E-01   1.60526285E-01   4.61534948E-04   2.93621743E-04   2.27986854E-04   4.95094298E-26   5.94926519E-05   2.29893405E-05  
  37               7.18380254E-02   4.13900663E+02   8.38400917E-01   1.60526196E-01   4.61536418E-04   2.93622678E-04   2.27987580E-04   4.13863110E-25   5.94928430E-05   2.29893278E-05  
  38               8.26775740E-02   4.29211439E+02   8.38401094E-01   1.60526009E-01   4.61537856E-04   2.93623592E-04   2.27988290E-04   3.72459625E-24   5.94930302E-05   2.29893009E-05  
  39               9.50212820E-02   4.47858807E+02   8.38401442E-01   1.60525520E-01   4.61538881E-04   2.93624245E-04   2.27988797E-04   4.46466657E-23   5.94931643E-05   2.29892309E-05  
  40               1.09043929E-01   4.66365722E+02   8.38399146E-01   1.60524156E-01   4.61541972E-04   2.93626211E-04   2.27990324E-04   4.29851200E-22   5.94935649E-05   2.29890356E-05  
  41               1.24956475E-01   4.86184054E+02   8.38400688E-01   1.60522534E-01   4.61577517E-04   2.93648824E-04   2.28007882E-04   4.01754796E-21   5.94981490E-05   2.29888033E-05  
  42               1.42996811E-01   5.05835454E+02   8.38402873E-01   1.60520351E-01   4.61576802E-04   2.93648369E-04   2.28007529E-04   3.08738068E-20   5.94980593E-05   2.29884906E-05  
  43               1.63419392E-01   5.26890604E+02   8.38405776E-01   1.60517452E-01   4.61575195E-04   2.93647347E-04   2.28006735E-04   2.32086867E-19   5.94978548E-05   2.29880755E-05  
  44               1.86530311E-01   5.47741906E+02   8.38408763E-01   1.60514469E-01   4.61573753E-04   2.93646429E-04   2.28006022E-04   1.46260678E-18   5.94976717E-05   2.29876482E-05  
  45               2.12662837E-01   5.70116847E+02   8.38411834E-01   1.60511401E-01   4.61572340E-04   2.93645530E-04   2.28005325E-04   9.08843308E-18   5.94974927E-05   2.29872089E-05  
  46               2.42182842E-01   5.92251961E+02   8.38414425E-01   1.60508812E-01   4.61571901E-04   2.93645251E-04   2.28005108E-04   4.81564289E-17   5.94974396E-05   2.29868381E-05  
  47               2.75482479E-01   6.16006145E+02   8.38416760E-01   1.60506476E-01   4.61572046E-04   2.93645343E-04   2.28005180E-04   2.52600921E-16   5.94974620E-05   2.29865036E-05  
  48               3.12990938E-01   6.39442515E+02   8.38418558E-01   1.60504674E-01   4.61573344E-04   2.93646168E-04   2.28005820E-04   1.14412542E-15   5.94976334E-05   2.29862456E-05  
  49               3.55243413E-01   6.64619916E+02   8.38420102E-01   1.60503123E-01   4.61575470E-04   2.93647521E-04   2.28006871E-04   5.15539806E-15   5.94979123E-05   2.29860234E-05  
  50               4.02809439E-01   6.89451805E+02   8.38421244E-01   1.60501962E-01   4.61578924E-04   2.93649718E-04   2.28008577E-04   2.03520320E-14   5.94983631E-05   2.29858571E-05  
  51               4.56285616E-01   7.16136495E+02   8.38422194E-01   1.60500967E-01   4.61583689E-04   2.93652749E-04   2.28010931E-04   8.01564718E-14   5.94989841E-05   2.29857145E-05  
  52               5.16304003E-01   7.42364349E+02   8.38422738E-01   1.60500198E-01   4.61590289E-04   2.93656948E-04   2.28014191E-04   2.79036913E-13   5.94998430E-05   2.29856043E-05  
  53               5.83512664E-01   7.70501283E+02   8.38423126E-01   1.60499520E-01   4.61600432E-04   2.93663400E-04   2.28019201E-04   9.69210861E-13   5.95011599E-05   2.29855069E-05  
  54               6.58754878E-01   7.98067717E+02   8.38423577E-01   1.60499037E-01   4.61611912E-04   2.93670704E-04   2.28024872E-04   3.00265444E-12   5.95026506E-05   2.29854373E-05  
  55               7.42977763E-01   8.27710893E+02   8.38423987E-01   1.60498590E-01   4.61621389E-04   2.93676733E-04   2.28029554E-04   9.32667846E-12   5.95038842E-05   2.29893120E-05  
  56               8.37134862E-01   8.56682536E+02   8.38424308E-01   1.60498197E-01   4.61631579E-04   2.93683216E-04   2.28034587E-04   2.60694002E-11   5.95052105E-05   2.29993692E-05  
  57               9.42230905E-01   8.87834643E+02   8.38424626E-01   1.60497712E-01   4.61642352E-04   2.93690073E-04   2.28039909E-04   7.31638744E-11   5.95066127E-05   2.30311763E-05  
  58               1.05931080E+00   9.18123531E+02   8.38424840E-01   1.60497066E-01   4.61653999E-04   2.93697500E-04   2.28045662E-04   1.85821556E-10   5.95081278E-05   2.31176811E-05  
  59               1.18946735E+00   9.50671129E+02   8.38424637E-01   1.60495845E-01   4.61668226E-04   2.93706629E-04   2.28052690E-04   4.74288159E-10   5.95099761E-05   2.33676153E-05  
  60               1.33412552E+00   9.82180747E+02   8.38424598E-01   1.60494031E-01   4.61688587E-04   2.93719912E-04   2.28062747E-04   1.10278568E-09   5.95126158E-05   2.42908240E-05  
  61               1.49481226E+00   1.01614511E+03   8.38427748E-01   1.60490895E-01   4.61694901E-04   2.93725205E-04   2.28065856E-04   2.58706058E-09   5.95134460E-05   2.42902851E-05  
  62               1.67314056E+00   1.04890135E+03   8.38432644E-01   1.60486006E-01   4.61698918E-04   2.93732611E-04   2.28067773E-04   5.56370162E-09   5.95139890E-05   2.42894415E-05  
  63               1.87086854E+00   1.08428365E+03   8.38441057E-01   1.60477593E-01   4.61697349E-04   2.93748701E-04   2.28066565E-04   1.21013749E-08   5.95138636E-05   2.42879830E-05  
  64               2.09000585E+00   1.11826242E+03   8.38452379E-01   1.60466231E-01   4.61690170E-04   2.93803425E-04   2.28060320E-04   2.42601150E-08   5.95133304E-05   2.42859812E-05  
  65               2.33272344E+00   1.15507355E+03   8.38468864E-01   1.60449607E-01   4.61663761E-04   2.93979776E-04   2.28032832E-04   4.93129913E-08   5.95119248E-05   2.42829844E-05  
  66               2.60170038E+00   1.19031004E+03   8.38487056E-01   1.60431014E-01   4.61575844E-04   2.94541013E-04   2.27914763E-04   9.29004095E-08   5.95106234E-05   2.42794743E-05  
  67               2.89994543E+00   1.22867953E+03   8.38509049E-01   1.60408145E-01   4.61224154E-04   2.96178651E-04   2.27406166E-04   1.78050617E-07   5.95091555E-05   2.42748695E-05  
  68               3.23135323E+00   1.26541474E+03   8.38529413E-01   1.60386597E-01   4.59851088E-04   3.00627611E-04   2.25344336E-04   3.18381193E-07   5.95091177E-05   2.42700101E-05  
  69               3.60224049E+00   1.30591251E+03   8.38552944E-01   1.60363607E-01   4.55451721E-04   3.10806889E-04   2.18707743E-04   5.83145957E-07   5.95094791E-05   2.42639120E-05  
  70               4.02409258E+00   1.34550036E+03   8.38579271E-01   1.60345308E-01   4.44471914E-04   3.29262560E-04   2.02698794E-04   1.01226169E-06   5.95094844E-05   2.42572946E-05  
  71               4.51434774E+00   1.38842246E+03   8.38614551E-01   1.60330007E-01   4.24263110E-04   3.55587384E-04   1.75687628E-04   1.77565193E-06   5.95075201E-05   2.42480136E-05  
  72               5.09215222E+00   1.42761793E+03   8.38646437E-01   1.60320941E-01   4.00437950E-04   3.81719028E-04   1.49199646E-04   2.85070816E-06   5.95053971E-05   2.42348365E-05  
  73               5.77280762E+00   1.47205779E+03   8.38677919E-01   1.60312067E-01   3.75479969E-04   4.07354242E-04   1.23090299E-04   4.73975947E-06   5.95033887E-05   2.42022159E-05  
  74               6.56372253E+00   1.51417610E+03   8.38697739E-01   1.60305453E-01   3.57105362E-04   4.26587661E-04   1.04101817E-04   7.40835013E-06   5.95024536E-05   2.41254022E-05  
  75               7.46506479E+00   1.56214299E+03   8.38700783E-01   1.60295840E-01   3.40609274E-04   4.45814079E-04   8.47649254E-05   1.20246520E-05   5.95043268E-05   2.38786713E-05  
  76               8.45934661E+00   1.60803860E+03   8.38698596E-01   1.60289850E-01   3.43169271E-04   4.62604180E-04   6.79338082E-05   1.85277225E-05   5.95284408E-05   2.22500324E-05  
  77               9.52600457E+00   1.65964759E+03   8.38701120E-01   1.60283824E-01   3.31345238E-04   4.76342326E-04   5.41472957E-05   2.94919656E-05   5.95286665E-05   2.21794735E-05  
  78               1.06262754E+01   1.70895940E+03   8.38685487E-01   1.60277435E-01   3.27631199E-04   4.87116910E-04   4.33245969E-05   4.47558194E-05   5.95316743E-05   2.19976655E-05  
  79               1.17210535E+01   1.75379374E+03   8.38638190E-01   1.60268753E-01   3.37400511E-04   4.95772342E-04   3.46192494E-05   6.39704739E-05   5.95422815E-05   2.16082735E-05  
  80               1.27543254E+01   1.79345030E+03   8.38565094E-01   1.60259075E-01   3.63132700E-04   5.02962603E-04   2.73850463E-05   8.63851791E-05   5.95537931E-05   2.10479145E-05  
  81               1.36542223E+01   1.82565101E+03   8.38487853E-01   1.60251318E-01   3.98858088E-04   5.08243765E-04   2.20748948E-05   1.09088565E-04   5.95838100E-05   2.05105834E-05  
  82               1.44218734E+01   1.85206463E+03   8.38470021E-01   1.60248908E-01   3.96880545E-04   5.10213153E-04   2.00823092E-05   1.31284889E-04   5.95672838E-05   2.05132266E-05  
  83               1.52703420E+01   1.87969093E+03   8.38437928E-01   1.60244352E-01   3.95065105E-04   5.11977174E-04   1.82845851E-05   1.58348719E-04   5.95511423E-05   2.05130211E-05  
  84               1.62085560E+01   1.90904212E+03   8.38409100E-01   1.60241134E-01   3.93378342E-04   5.13617056E-04   1.66121449E-05   1.92050826E-04   5.95340426E-05   2.05091097E-05  
  85               1.69777666E+01   1.93192579E+03   8.38382820E-01   1.60238361E-01   3.92229731E-04   5.14728151E-04   1.54741433E-05   2.22212723E-04   5.95319255E-05   2.05032175E-05  
  86               1.75703420E+01   1.94914779E+03   8.38360641E-01   1.60236097E-01   3.91434439E-04   5.15494219E-04   1.46868316E-05   2.47431758E-04   5.95187943E-05   2.04968180E-05  
  87               1.82367438E+01   1.96777115E+03   8.38334209E-01   1.60233469E-01   3.90654264E-04   5.16242721E-04   1.39138882E-05   2.77244739E-04   5.95065162E-05   2.04881685E-05  
  88               1.89834164E+01   1.98811208E+03   8.38269967E-01   1.60224194E-01   3.89855365E-04   5.16972647E-04   1.31355477E-05   3.13122940E-04   5.94908534E-05   2.04755257E-05  
  89               1.98166805E+01   2.00991331E+03   8.38231758E-01   1.60220572E-01   3.89100282E-04   5.17692714E-04   1.23834544E-05   3.55659968E-04   5.94747789E-05   2.04601299E-05  
  90               2.07473958E+01   2.03353837E+03   8.38185444E-01   1.60216232E-01   3.88379877E-04   5.18397496E-04   1.16408556E-05   4.06981966E-04   5.94541514E-05   2.04401020E-05  
  91               2.14526656E+01   2.05079238E+03   8.38148244E-01   1.60212787E-01   3.87876313E-04   5.18861036E-04   1.11490724E-05   4.48090965E-04   5.94501878E-05   2.04230487E-05  
  92               2.19721844E+01   2.06329096E+03   8.38119322E-01   1.60210130E-01   3.87560507E-04   5.19177355E-04   1.08108840E-05   4.79950671E-04   5.94363862E-05   2.04095768E-05  
  93               2.25627927E+01   2.07707465E+03   8.38085587E-01   1.60207050E-01   3.87204365E-04   5.19498900E-04   1.04643099E-05   5.17110252E-04   5.94245693E-05   2.03933816E-05  
  94               2.32320853E+01   2.09243304E+03   8.38045457E-01   1.60203406E-01   3.86827007E-04   5.19836404E-04   1.00977826E-05   5.61250392E-04   5.94113980E-05   2.03737111E-05  
  95               2.39878701E+01   2.10917943E+03   8.37998628E-01   1.60199180E-01   3.86447375E-04   5.20171001E-04   9.72989251E-06   6.12673586E-04   5.93960771E-05   2.03505293E-05  
  96               2.48412789E+01   2.12766732E+03   8.37942888E-01   1.60194173E-01   3.86053354E-04   5.20513289E-04   9.34901373E-06   6.73803620E-04   5.93786897E-05   2.03225457E-05  
  97               2.58020071E+01   2.14765139E+03   8.37877788E-01   1.60188355E-01   3.85665468E-04   5.20842846E-04   8.97517522E-06   7.45097047E-04   5.93585331E-05   2.02897478E-05  
  98               2.68803442E+01   2.16945823E+03   8.37800486E-01   1.60181474E-01   3.85271818E-04   5.21169802E-04   8.59702453E-06   8.29662272E-04   5.93357650E-05   2.02505745E-05  
  99               2.80872723E+01   2.19272830E+03   8.37710643E-01   1.60173511E-01   3.84895229E-04   5.21471688E-04   8.23660552E-06   9.27834519E-04   5.93095242E-05   2.02052665E-05  
  100              2.94344993E+01   2.21783573E+03   8.37604372E-01   1.60164120E-01   3.84521173E-04   5.21760730E-04   7.88008011E-06   1.04386182E-03   5.92800352E-05   2.01518571E-05  
  101              3.09346395E+01   2.24426899E+03   8.37479858E-01   1.60152948E-01   3.84174094E-04   5.22011238E-04   7.55152562E-06   1.17752580E-03   5.92461093E-05   2.00911070E-05  
