# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  28               1.67584623E-01   4.52642849E+02   8.38243321E-01   1.60495781E-01   6.73488182E-04   4.30072312E-04   6.25693448E-23   6.51509357E-05   5.71521275E-05   2.29849543E-05  
  29               1.94803737E-01   4.65281885E+02   8.38243112E-01   1.60495574E-01   6.73488233E-04   4.30072344E-04   2.81902268E-22   6.51509406E-05   5.71521334E-05   2.29849246E-05  
  30               2.26162747E-01   4.80231379E+02   8.38243173E-01   1.60495511E-01   6.73489249E-04   4.30072992E-04   1.52488845E-21   6.51510389E-05   5.71522213E-05   2.29849156E-05  
  31               2.62213207E-01   4.95121298E+02   8.38241091E-01   1.60494569E-01   6.73492784E-04   4.30075250E-04   7.37846626E-21   6.51513809E-05   5.71525231E-05   2.29847806E-05  
  32               3.03581567E-01   5.11753840E+02   8.38242081E-01   1.60493588E-01   6.73487546E-04   4.30071905E-04   3.87172966E-20   6.51508742E-05   5.71520804E-05   2.29846402E-05  
  33               3.51020534E-01   5.27469530E+02   8.38242871E-01   1.60492712E-01   6.73534777E-04   4.30102066E-04   1.67273514E-19   6.51554431E-05   5.71560904E-05   2.29845148E-05  
  34               4.05373058E-01   5.45787404E+02   8.38244226E-01   1.60491361E-01   6.73532766E-04   4.30100781E-04   8.34700688E-19   6.51552486E-05   5.71559218E-05   2.29843213E-05  
  35               4.67562132E-01   5.63635868E+02   8.38245726E-01   1.60489867E-01   6.73530065E-04   4.30099057E-04   3.59706855E-18   6.51549874E-05   5.71556949E-05   2.29841073E-05  
  36               5.38619957E-01   5.84324713E+02   8.38247791E-01   1.60487809E-01   6.73526172E-04   4.30096571E-04   1.76217672E-17   6.51546108E-05   5.71553670E-05   2.29838125E-05  
  37               6.19643296E-01   6.04739051E+02   8.38249846E-01   1.60485761E-01   6.73522344E-04   4.30094126E-04   7.56688035E-17   6.51542405E-05   5.71550448E-05   2.29835192E-05  
  38               7.11801521E-01   6.28107086E+02   8.38252281E-01   1.60483334E-01   6.73517686E-04   4.30091152E-04   3.59404607E-16   6.51537900E-05   5.71546525E-05   2.29831717E-05  
  39               8.16422842E-01   6.51522834E+02   8.38254482E-01   1.60481141E-01   6.73513592E-04   4.30088537E-04   1.52615798E-15   6.51533939E-05   5.71543083E-05   2.29828576E-05  
  40               9.35059999E-01   6.78123490E+02   8.38256789E-01   1.60478839E-01   6.73509231E-04   4.30085753E-04   7.02697264E-15   6.51529721E-05   5.71539420E-05   2.29825280E-05  
  41               1.06931316E+00   7.05647891E+02   8.38258778E-01   1.60476847E-01   6.73505636E-04   4.30083457E-04   3.01888112E-14   6.51526243E-05   5.71536410E-05   2.29822426E-05  
  42               1.22096454E+00   7.34373936E+02   8.38260456E-01   1.60475139E-01   6.73502554E-04   4.30081488E-04   1.22949750E-13   6.51523262E-05   5.71533841E-05   2.29819980E-05  
  43               1.39189020E+00   7.63409907E+02   8.38261646E-01   1.60473741E-01   6.73500475E-04   4.30080161E-04   4.55487972E-13   6.51521252E-05   5.71532129E-05   2.29817977E-05  
  44               1.58434002E+00   7.93673513E+02   8.38262568E-01   1.60472555E-01   6.73499758E-04   4.30079703E-04   1.60977522E-12   6.51520558E-05   5.71531577E-05   2.29816275E-05  
  45               1.80107635E+00   8.24275900E+02   8.38263469E-01   1.60471642E-01   6.73502252E-04   4.30081296E-04   5.23831795E-12   6.51522974E-05   5.71533756E-05   2.29814960E-05  
  46               2.04515539E+00   8.56238155E+02   8.38264220E-01   1.60470864E-01   6.73504879E-04   4.30082973E-04   1.64088722E-11   6.51525530E-05   5.71536052E-05   2.29865467E-05  
  47               2.31967480E+00   8.88527756E+02   8.38264797E-01   1.60470220E-01   6.73504186E-04   4.30082531E-04   4.77254552E-11   6.51524944E-05   5.71535534E-05   2.30008609E-05  
  48               2.62767876E+00   9.22154385E+02   8.38265203E-01   1.60469609E-01   6.73503944E-04   4.30082376E-04   1.33933837E-10   6.51525152E-05   5.71535402E-05   2.30452488E-05  
  49               2.97241160E+00   9.55966445E+02   8.38265253E-01   1.60468969E-01   6.73504948E-04   4.30083017E-04   3.50458113E-10   6.51528353E-05   5.71536330E-05   2.31714576E-05  
  50               3.35797999E+00   9.91129903E+02   8.38264655E-01   1.60468108E-01   6.73509759E-04   4.30086088E-04   8.88470816E-10   6.51543329E-05   5.71540490E-05   2.35204078E-05  
  51               3.78891468E+00   1.02644808E+03   8.38264144E-01   1.60467063E-01   6.73526376E-04   4.30096691E-04   2.11585134E-09   6.51604523E-05   5.71554681E-05   2.42867113E-05  
  52               4.27061273E+00   1.06319493E+03   8.38265592E-01   1.60465604E-01   6.73523252E-04   4.30094628E-04   4.90675609E-09   6.51783673E-05   5.71552188E-05   2.42864012E-05  
  53               4.80881759E+00   1.10008332E+03   8.38267827E-01   1.60463306E-01   6.73518054E-04   4.30090794E-04   1.07613948E-08   6.52472236E-05   5.71548440E-05   2.42859028E-05  
  54               5.40972461E+00   1.13778054E+03   8.38271275E-01   1.60459625E-01   6.73507164E-04   4.30080459E-04   2.27476715E-08   6.54885904E-05   5.71543112E-05   2.42850950E-05  
  55               6.08165646E+00   1.17277249E+03   8.38275384E-01   1.60454796E-01   6.73474883E-04   4.30040111E-04   4.33593115E-08   6.62557155E-05   5.71538253E-05   2.42840080E-05  
  56               6.83393395E+00   1.20916592E+03   8.38280591E-01   1.60447734E-01   6.73348659E-04   4.29868052E-04   8.14808467E-08   6.83574247E-05   5.71536030E-05   2.42823864E-05  
  57               7.67717454E+00   1.24296503E+03   8.38284940E-01   1.60439518E-01   6.72850783E-04   4.29179747E-04   1.40692029E-07   7.33279147E-05   5.71544952E-05   2.42804150E-05  
  58               8.62524423E+00   1.27833737E+03   8.38289495E-01   1.60428874E-01   6.71188834E-04   4.26922564E-04   2.41558737E-07   8.31994270E-05   5.71569782E-05   2.42777359E-05  
  59               9.69508279E+00   1.31122608E+03   8.38294921E-01   1.60418597E-01   6.66558393E-04   4.20879196E-04   3.86370070E-07   9.85345559E-05   5.71608646E-05   2.42748466E-05  
  60               1.09088234E+01   1.34614813E+03   8.38307653E-01   1.60407743E-01   6.56371709E-04   4.08318284E-04   6.20655803E-07   1.19111945E-04   5.71639911E-05   2.42712828E-05  
  61               1.22939614E+01   1.37891401E+03   8.38328521E-01   1.60399868E-01   6.40236526E-04   3.90283816E-04   9.40939931E-07   1.39883429E-04   5.71642092E-05   2.42677025E-05  
  62               1.38823442E+01   1.41430266E+03   8.38356386E-01   1.60391814E-01   6.19040625E-04   3.67992206E-04   1.44474178E-06   1.62992707E-04   5.71624524E-05   2.42616336E-05  
  63               1.57042047E+01   1.44804392E+03   8.38382146E-01   1.60385348E-01   5.99010774E-04   3.47791574E-04   2.11931424E-06   1.83110807E-04   5.71601080E-05   2.42569620E-05  
  64               1.77927075E+01   1.48510956E+03   8.38410227E-01   1.60377866E-01   5.76766583E-04   3.25205536E-04   3.17197318E-06   2.05695550E-04   5.71575973E-05   2.42469742E-05  
  65               2.01759601E+01   1.52108729E+03   8.38433827E-01   1.60371530E-01   5.57961682E-04   3.05746511E-04   4.58203212E-06   2.25093949E-04   5.71555442E-05   2.42052501E-05  
  66               2.28762644E+01   1.56107646E+03   8.38457899E-01   1.60363652E-01   5.35944556E-04   2.83522743E-04   6.78727561E-06   2.47253128E-04   5.71517324E-05   2.41946182E-05  
  67               2.59014945E+01   1.60054425E+03   8.38477521E-01   1.60356802E-01   5.19589409E-04   2.63222556E-04   9.78382448E-06   2.67480621E-04   5.71506521E-05   2.39432646E-05  
  68               2.92460548E+01   1.64456014E+03   8.38488409E-01   1.60346459E-01   4.97357174E-04   2.40596914E-04   1.44865616E-05   2.90004615E-04   5.71399883E-05   2.39202577E-05  
  69               3.28747261E+01   1.68850618E+03   8.38496387E-01   1.60337991E-01   4.91221479E-04   2.16330367E-04   2.09898564E-05   3.14167017E-04   5.71439842E-05   2.28474291E-05  
  70               3.67575109E+01   1.73724227E+03   8.38513479E-01   1.60329197E-01   4.69704430E-04   1.92955494E-04   3.11651182E-05   3.37410939E-04   5.71213745E-05   2.27789552E-05  
  71               4.08272461E+01   1.78651979E+03   8.38515014E-01   1.60319190E-01   4.53544610E-04   1.70437790E-04   4.55241117E-05   3.59778832E-04   5.70943580E-05   2.26261759E-05  
  72               4.49862029E+01   1.83242168E+03   8.38491210E-01   1.60307992E-01   4.49783150E-04   1.50277630E-04   6.35016785E-05   3.79787686E-04   5.70568540E-05   2.23131830E-05  
  73               4.90727544E+01   1.87488347E+03   8.38431953E-01   1.60293699E-01   4.62082901E-04   1.30661220E-04   8.51106493E-05   3.99260693E-04   5.70170593E-05   2.18021490E-05  
  74               5.27748013E+01   1.91038517E+03   8.38364168E-01   1.60281853E-01   4.90123969E-04   1.13432142E-04   1.07503034E-04   4.16390204E-04   5.69811519E-05   2.12166752E-05  
  75               5.59452297E+01   1.93978790E+03   8.38353392E-01   1.60277770E-01   4.82880268E-04   1.06089561E-04   1.29614645E-04   4.23628033E-04   5.69381881E-05   2.11957415E-05  
  76               5.94497431E+01   1.97010129E+03   8.38337687E-01   1.60273558E-01   4.76313970E-04   9.94192325E-05   1.56092390E-04   4.30182767E-04   5.68862642E-05   2.11745121E-05  
  77               6.33118797E+01   2.00250341E+03   8.38304593E-01   1.60266719E-01   4.69840694E-04   9.28347398E-05   1.89236836E-04   4.36628794E-04   5.68291149E-05   2.11493768E-05  
  78               6.64535840E+01   2.02713364E+03   8.38283819E-01   1.60263058E-01   4.65521246E-04   8.84221879E-05   2.17973241E-04   4.40934571E-04   5.67790841E-05   2.11303161E-05  
  79               6.88462290E+01   2.04584060E+03   8.38265694E-01   1.60260104E-01   4.62345742E-04   8.51656512E-05   2.42214825E-04   4.44106946E-04   5.67425469E-05   2.11142832E-05  
  80               7.15571115E+01   2.06571413E+03   8.38243958E-01   1.60256916E-01   4.59334130E-04   8.20785428E-05   2.70136360E-04   4.47099805E-04   5.66972488E-05   2.10974694E-05  
  81               7.46202485E+01   2.08808684E+03   8.38216382E-01   1.60253095E-01   4.56045662E-04   7.86920867E-05   3.04798085E-04   4.50376326E-04   5.66484375E-05   2.10765876E-05  
  82               7.80654753E+01   2.11169526E+03   8.38183443E-01   1.60248908E-01   4.52986035E-04   7.55203472E-05   3.44943944E-04   4.53424932E-04   5.65894028E-05   2.10542742E-05  
  83               8.19174152E+01   2.13770721E+03   8.38111976E-01   1.60238136E-01   4.49757284E-04   7.21702396E-05   3.94166745E-04   4.56614008E-04   5.65233890E-05   2.10263952E-05  
  84               8.48227951E+01   2.15619652E+03   8.38079496E-01   1.60234485E-01   4.47746315E-04   7.00454037E-05   4.32269160E-04   4.58632224E-04   5.64727657E-05   2.10067121E-05  
  85               8.69661368E+01   2.16998318E+03   8.38053470E-01   1.60231566E-01   4.46217756E-04   6.84540436E-05   4.62736863E-04   4.60142236E-04   5.64370471E-05   2.09906023E-05  
  86               8.94308491E+01   2.18493082E+03   8.38023487E-01   1.60228332E-01   4.44746586E-04   6.69117635E-05   4.97416166E-04   4.61592131E-04   5.63932811E-05   2.09732961E-05  
  87               9.22564361E+01   2.20218865E+03   8.37986324E-01   1.60224370E-01   4.43040319E-04   6.51218562E-05   5.40238212E-04   4.63273067E-04   5.63452665E-05   2.09516672E-05  
  88               9.54854251E+01   2.22086575E+03   8.37943118E-01   1.60219914E-01   4.41398780E-04   6.33851982E-05   5.89528717E-04   4.64885676E-04   5.62877847E-05   2.09279308E-05  
  89               9.91636506E+01   2.24198738E+03   8.37890107E-01   1.60214531E-01   4.39584909E-04   6.14603983E-05   6.49725801E-04   4.66665520E-04   5.62240855E-05   2.08990110E-05  
  90               1.03340289E+02   2.26467649E+03   8.37828324E-01   1.60208431E-01   4.37870683E-04   5.96197545E-05   7.19307151E-04   4.68341255E-04   5.61491554E-05   2.08670189E-05  
  91               1.08068231E+02   2.28989363E+03   8.37753135E-01   1.60201119E-01   4.36051796E-04   5.76541309E-05   8.03611915E-04   4.70115500E-04   5.60658968E-05   2.08287249E-05  
  92               1.13404299E+02   2.31676505E+03   8.37663490E-01   1.60192406E-01   4.34370397E-04   5.58059695E-05   9.01269043E-04   4.71744875E-04   5.59693567E-05   2.07861426E-05  
  93               1.19409279E+02   2.34613560E+03   8.37550621E-01   1.60182191E-01   4.37921535E-04   5.33246387E-05   1.01852628E-03   4.74008000E-04   5.58685407E-05   2.07608049E-05  
  94               1.26150069E+02   2.37718745E+03   8.37427479E-01   1.60170843E-01   4.36508792E-04   5.15718590E-05   1.15437911E-03   4.75479672E-04   5.57467227E-05   2.07055126E-05  
  95               1.33699922E+02   2.41060296E+03   8.37280746E-01   1.60157464E-01   4.35145712E-04   4.98382020E-05   1.31580655E-03   4.76890803E-04   5.56113051E-05   2.06416048E-05  
  96               1.42138324E+02   2.44570970E+03   8.37110353E-01   1.60142112E-01   4.33972614E-04   4.82647136E-05   1.50267688E-03   4.78098027E-04   5.54585134E-05   2.05706409E-05  
  97               1.51553544E+02   2.48291020E+03   8.36910162E-01   1.60124224E-01   4.32925747E-04   4.67798183E-05   1.72175873E-03   4.79164827E-04   5.52886773E-05   2.04904509E-05  
  98               1.62042425E+02   2.52182276E+03   8.36678315E-01   1.60103669E-01   4.32077434E-04   4.54510291E-05   1.97496511E-03   4.80018727E-04   5.50991079E-05   2.04017858E-05  
  99               1.73719894E+02   2.56244003E+03   8.36410520E-01   1.60080076E-01   4.31435474E-04   4.42769683E-05   2.26695212E-03   4.80653290E-04   5.48882337E-05   2.03041696E-05  
  100              1.86716048E+02   2.60491425E+03   8.36100551E-01   1.60052896E-01   4.30987136E-04   4.32328457E-05   2.60450773E-03   4.81083364E-04   5.46548479E-05   2.01964945E-05  
  101              2.01182593E+02   2.64856710E+03   8.35749903E-01   1.60022304E-01   4.30837456E-04   4.24136672E-05   2.98585176E-03   4.81208180E-04   5.43946240E-05   2.00815551E-05  
