# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               N2               H                H2S             
  21               2.06141292E-02   1.76086149E+02   8.38139320E-01   1.60476360E-01   7.64502676E-04   5.16235319E-04   2.90596717E-06   5.27010949E-05   5.98737225E-62   2.29818186E-05  
  22               2.41089254E-02   1.85023747E+02   8.38134631E-01   1.60475462E-01   7.64505133E-04   5.16236979E-04   2.90597651E-06   5.27012644E-05   7.16708096E-59   2.29816900E-05  
  23               2.81691584E-02   1.91844631E+02   8.38021779E-01   1.60453854E-01   7.64513792E-04   5.16242826E-04   2.90600942E-06   5.27018614E-05   1.00468664E-56   2.29785956E-05  
  24               3.28822379E-02   2.01651888E+02   8.38142877E-01   1.60477041E-01   7.64613659E-04   5.16310261E-04   2.90638903E-06   5.27087458E-05   7.01491432E-54   2.29819161E-05  
  25               3.83502423E-02   2.08979306E+02   8.37621454E-01   1.60377205E-01   7.64623964E-04   5.16317220E-04   2.90642820E-06   5.27094564E-05   6.11671496E-52   2.29676187E-05  
  26               4.46926150E-02   2.18849282E+02   8.38142290E-01   1.60476928E-01   7.65008793E-04   5.16577078E-04   2.90789098E-06   5.27359847E-05   1.60172568E-49   2.29819000E-05  
  27               5.20469263E-02   2.26051590E+02   8.38142154E-01   1.60476902E-01   7.65100057E-04   5.16638705E-04   2.90823789E-06   5.27422762E-05   6.68883725E-48   2.29818963E-05  
  28               6.05746250E-02   2.35485289E+02   8.38142882E-01   1.60477041E-01   7.64610289E-04   5.16307986E-04   2.90637622E-06   5.27085141E-05   6.39909573E-46   2.29819163E-05  
  29               7.04672385E-02   2.42287707E+02   8.38142150E-01   1.60476901E-01   7.65103187E-04   5.16640818E-04   2.90824979E-06   5.27424923E-05   1.34384742E-44   2.29818962E-05  
  30               8.19507470E-02   2.51475692E+02   8.38142148E-01   1.60476901E-01   7.65104448E-04   5.16641670E-04   2.90825458E-06   5.27425794E-05   6.45509156E-43   2.29818961E-05  
  31               9.52830912E-02   2.58380415E+02   8.38142153E-01   1.60476902E-01   7.65100663E-04   5.16639114E-04   2.90824020E-06   5.27423187E-05   9.67255118E-42   2.29818963E-05  
  32               1.10756009E-01   2.67920874E+02   8.38142148E-01   1.60476901E-01   7.65104493E-04   5.16641700E-04   2.90825476E-06   5.27425829E-05   3.31443295E-40   2.29818961E-05  
  33               1.28697938E-01   2.75397682E+02   8.38142148E-01   1.60476901E-01   7.65104499E-04   5.16641704E-04   2.90825478E-06   5.27425836E-05   4.37187614E-39   2.29818961E-05  
  34               1.49496574E-01   2.85696679E+02   8.38142148E-01   1.60476901E-01   7.65104505E-04   5.16641709E-04   2.90825481E-06   5.27425843E-05   1.25239988E-37   2.29818961E-05  
  35               1.73593692E-01   2.94121492E+02   8.38142148E-01   1.60476901E-01   7.65104512E-04   5.16641713E-04   2.90825484E-06   5.27425850E-05   1.60903809E-36   2.29818961E-05  
  36               2.01503877E-01   3.05458838E+02   8.38142148E-01   1.60476901E-01   7.65104520E-04   5.16641718E-04   2.90825487E-06   5.27425858E-05   4.08382067E-35   2.29818961E-05  
  37               2.33812754E-01   3.15028370E+02   8.38142148E-01   1.60476901E-01   7.65104528E-04   5.16641724E-04   2.90825490E-06   5.27425866E-05   5.14583229E-34   2.29818961E-05  
  38               2.71185071E-01   3.27689108E+02   8.38142147E-01   1.60476901E-01   7.65104537E-04   5.16641730E-04   2.90825494E-06   5.27425875E-05   1.19291389E-32   2.29818961E-05  
  39               3.14344348E-01   3.39093319E+02   8.38142147E-01   1.60476901E-01   7.65104546E-04   5.16641736E-04   2.90825497E-06   5.27425885E-05   1.63790574E-31   2.29818961E-05  
  40               3.64069139E-01   3.54496283E+02   8.38142144E-01   1.60476900E-01   7.65104557E-04   5.16641744E-04   2.90825502E-06   5.27425896E-05   4.39939219E-30   2.29818960E-05  
  41               4.21169538E-01   3.70447788E+02   8.38142144E-01   1.60476900E-01   7.65104568E-04   5.16641751E-04   2.90825506E-06   5.27425908E-05   9.93881876E-29   2.29818960E-05  
  42               4.86696991E-01   3.86946680E+02   8.38141849E-01   1.60476843E-01   7.65104586E-04   5.16641763E-04   2.90825513E-06   5.27425925E-05   1.90316523E-27   2.29818878E-05  
  43               5.61825705E-01   4.04034471E+02   8.38141878E-01   1.60476813E-01   7.65104341E-04   5.16641598E-04   2.90825420E-06   5.27425761E-05   3.13496615E-26   2.29818836E-05  
  44               6.47837966E-01   4.21704229E+02   8.38141880E-01   1.60476811E-01   7.65104492E-04   5.16641700E-04   2.90825478E-06   5.27425871E-05   4.46630754E-25   2.29818833E-05  
  45               7.46164973E-01   4.39995422E+02   8.38141881E-01   1.60476805E-01   7.65104208E-04   5.16641508E-04   2.90825371E-06   5.27425681E-05   5.57079401E-24   2.29818824E-05  
  46               8.58438921E-01   4.58898172E+02   8.38141794E-01   1.60476779E-01   7.65111398E-04   5.16646364E-04   2.90828104E-06   5.27430644E-05   6.10928121E-23   2.29818786E-05  
  47               9.86532202E-01   4.78456367E+02   8.38141435E-01   1.60476759E-01   7.65111688E-04   5.16646559E-04   2.90828215E-06   5.27430851E-05   5.95566057E-22   2.29818759E-05  
  48               1.13254790E+00   4.98665112E+02   8.38138453E-01   1.60476420E-01   7.65112740E-04   5.16647270E-04   2.90828615E-06   5.27431585E-05   5.18273185E-21   2.29818273E-05  
  49               1.29878543E+00   5.19567560E+02   8.38138814E-01   1.60476062E-01   7.65111153E-04   5.16646198E-04   2.90828013E-06   5.27430499E-05   4.06332688E-20   2.29817760E-05  
  50               1.48789598E+00   5.41157826E+02   8.38138979E-01   1.60475894E-01   7.65112524E-04   5.16647124E-04   2.90828534E-06   5.27431454E-05   2.88012589E-19   2.29817520E-05  
  51               1.70281122E+00   5.63479525E+02   8.38139181E-01   1.60475586E-01   7.65172553E-04   5.16687659E-04   2.90851353E-06   5.27472846E-05   1.86031521E-18   2.29817079E-05  
  52               1.94686319E+00   5.86521025E+02   8.38139658E-01   1.60475111E-01   7.65172221E-04   5.16687435E-04   2.90851227E-06   5.27472629E-05   1.09782154E-17   2.29816398E-05  
  53               2.22379694E+00   6.10335527E+02   8.38140391E-01   1.60474380E-01   7.65170772E-04   5.16686457E-04   2.90850678E-06   5.27471643E-05   5.96407259E-17   2.29815351E-05  
  54               2.53748929E+00   6.34888634E+02   8.38141435E-01   1.60473339E-01   7.65168660E-04   5.16685031E-04   2.90849876E-06   5.27470201E-05   2.98513412E-16   2.29813861E-05  
  55               2.89240473E+00   6.60225824E+02   8.38142809E-01   1.60471971E-01   7.65165717E-04   5.16683044E-04   2.90848758E-06   5.27468187E-05   1.38539149E-15   2.29811901E-05  
  56               3.29332021E+00   6.86306711E+02   8.38144468E-01   1.60470317E-01   7.65162130E-04   5.16680622E-04   2.90847395E-06   5.27465731E-05   5.96617548E-15   2.29809533E-05  
  57               3.74533042E+00   7.13153324E+02   8.38146322E-01   1.60468467E-01   7.65157883E-04   5.16677755E-04   2.90845783E-06   5.27462822E-05   2.39547186E-14   2.29806883E-05  
  58               4.25482097E+00   7.40757835E+02   8.38148250E-01   1.60466534E-01   7.65153492E-04   5.16674790E-04   2.90844115E-06   5.27459816E-05   8.99214617E-14   2.29804114E-05  
  59               4.82850422E+00   7.69170211E+02   8.38150139E-01   1.60464616E-01   7.65149060E-04   5.16671797E-04   2.90842432E-06   5.27456783E-05   3.17316817E-13   2.29801366E-05  
  60               5.47440358E+00   7.98380625E+02   8.38151782E-01   1.60462771E-01   7.65145210E-04   5.16669198E-04   2.90840974E-06   5.27454156E-05   1.05496427E-12   2.29798723E-05  
  61               6.20128035E+00   8.28450907E+02   8.38153233E-01   1.60461063E-01   7.65142434E-04   5.16667323E-04   2.90839941E-06   5.27452271E-05   3.32133806E-12   2.29796272E-05  
  62               7.01776360E+00   8.59309559E+02   8.38154717E-01   1.60459568E-01   7.65143651E-04   5.16668146E-04   2.90840531E-06   5.27453142E-05   9.89845728E-12   2.29794123E-05  
  63               7.93355253E+00   8.90987033E+02   8.38156014E-01   1.60458245E-01   7.65145135E-04   5.16669148E-04   2.90841822E-06   5.27454200E-05   2.80307397E-11   2.29849537E-05  
  64               8.95998498E+00   9.23440544E+02   8.38157112E-01   1.60457085E-01   7.65142755E-04   5.16667541E-04   2.90844782E-06   5.27452598E-05   7.55037584E-11   2.29994615E-05  
  65               1.01081194E+01   9.56684647E+02   8.38157960E-01   1.60456057E-01   7.65141174E-04   5.16666474E-04   2.90863188E-06   5.27451549E-05   1.94048163E-10   2.30393042E-05  
  66               1.13905425E+01   9.90650137E+02   8.38158426E-01   1.60455118E-01   7.65141405E-04   5.16666631E-04   2.90949716E-06   5.27451751E-05   4.76089525E-10   2.31445610E-05  
  67               1.28196821E+01   1.02534141E+03   8.38157982E-01   1.60454150E-01   7.65146332E-04   5.16669956E-04   2.91316557E-06   5.27455193E-05   1.11825079E-09   2.34067632E-05  
  68               1.44075214E+01   1.06063285E+03   8.38157051E-01   1.60453279E-01   7.65165740E-04   5.16683047E-04   2.92748100E-06   5.27468631E-05   2.51350237E-09   2.42846294E-05  
  69               1.61699753E+01   1.09657591E+03   8.38157709E-01   1.60452567E-01   7.65163866E-04   5.16681676E-04   2.97816380E-06   5.27467483E-05   5.42811757E-09   2.42844455E-05  
  70               1.81289585E+01   1.13319387E+03   8.38158314E-01   1.60451792E-01   7.65162311E-04   5.16679949E-04   3.14018445E-06   5.27467093E-05   1.12941840E-08   2.42842032E-05  
  71               2.03068461E+01   1.17057359E+03   8.38158796E-01   1.60450844E-01   7.65159216E-04   5.16673953E-04   3.59593377E-06   5.27468741E-05   2.27274669E-08   2.42838589E-05  
  72               2.27268403E+01   1.20866375E+03   8.38158999E-01   1.60449574E-01   7.65140080E-04   5.16640802E-04   4.68176835E-06   5.27475455E-05   4.42653971E-08   2.42833527E-05  
  73               2.54111417E+01   1.24748261E+03   8.38158865E-01   1.60447814E-01   7.65025211E-04   5.16471403E-04   6.80082425E-06   5.27490025E-05   8.36243937E-08   2.42826061E-05  
  74               2.83816557E+01   1.28691097E+03   8.38158883E-01   1.60445482E-01   7.64499150E-04   5.15766308E-04   1.02473916E-05   5.27507533E-05   1.53198488E-07   2.42815366E-05  
  75               3.16657832E+01   1.32696726E+03   8.38160571E-01   1.60442667E-01   7.62697787E-04   5.13514735E-04   1.52683654E-05   5.27519017E-05   2.72748160E-07   2.42800605E-05  
  76               3.53080938E+01   1.36780581E+03   8.38166213E-01   1.60439589E-01   7.58175436E-04   5.08308052E-04   2.21817038E-05   5.27516863E-05   4.73651369E-07   2.42780683E-05  
  77               3.93565811E+01   1.40953873E+03   8.38176725E-01   1.60436220E-01   7.50092799E-04   4.99709994E-04   3.13182465E-05   5.27507002E-05   8.04375005E-07   2.42753322E-05  
  78               4.38664789E+01   1.45228256E+03   8.38191210E-01   1.60432234E-01   7.38865629E-04   4.88180429E-04   4.29449087E-05   5.27496014E-05   1.33884238E-06   2.42713932E-05  
  79               4.88837357E+01   1.49597134E+03   8.38208907E-01   1.60427456E-01   7.24937289E-04   4.73985237E-04   5.71282778E-05   5.27490624E-05   2.18379103E-06   2.42653543E-05  
  80               5.44401798E+01   1.54046692E+03   8.38229212E-01   1.60421883E-01   7.08652388E-04   4.57353246E-04   7.37103977E-05   5.27503312E-05   3.48847760E-06   2.42550872E-05  
  81               6.05504726E+01   1.58543414E+03   8.38249556E-01   1.60415321E-01   6.90539360E-04   4.38788018E-04   9.22016585E-05   5.27559460E-05   5.44508084E-06   2.42351848E-05  
  82               6.72312684E+01   1.63071891E+03   8.38271190E-01   1.60408584E-01   6.72933243E-04   4.18621915E-04   1.12274989E-04   5.27670360E-05   8.30602702E-06   2.41090670E-05  
  83               7.44639909E+01   1.67587523E+03   8.38278217E-01   1.60398601E-01   6.52776960E-04   3.98122121E-04   1.32651868E-04   5.28037271E-05   1.23539845E-05   2.40942953E-05  
  84               8.22260715E+01   1.72066401E+03   8.38285009E-01   1.60390679E-01   6.49062069E-04   3.74916485E-04   1.55722397E-04   5.28116970E-05   1.79211867E-05   2.31932397E-05  
  85               9.05116262E+01   1.76488314E+03   8.38302691E-01   1.60383439E-01   6.29832594E-04   3.54842185E-04   1.75640878E-04   5.27992822E-05   2.53691640E-05   2.31676558E-05  
  86               9.92232339E+01   1.80806246E+03   8.38314533E-01   1.60376105E-01   6.12846675E-04   3.35706963E-04   1.94598116E-04   5.27603936E-05   3.50038533E-05   2.31204733E-05  
  87               1.08127165E+02   1.84914518E+03   8.38315494E-01   1.60368216E-01   6.00135914E-04   3.17787995E-04   2.12320585E-04   5.27000339E-05   4.68426018E-05   2.30290646E-05  
  88               1.16886530E+02   1.88703442E+03   8.38303129E-01   1.60359683E-01   5.93977006E-04   3.00990720E-04   2.28912666E-04   5.26256538E-05   6.05491309E-05   2.28658671E-05  
  89               1.26226581E+02   1.92496071E+03   8.38271195E-01   1.60349100E-01   5.96598440E-04   2.83216254E-04   2.46460550E-04   5.25364831E-05   7.74346682E-05   2.25854027E-05  
  90               1.35140833E+02   1.95914548E+03   8.38217407E-01   1.60336661E-01   6.09607517E-04   2.65714354E-04   2.63743659E-04   5.24440800E-05   9.58103988E-05   2.22129681E-05  
  91               1.43246218E+02   1.98866084E+03   8.38169948E-01   1.60327040E-01   6.26849792E-04   2.50121473E-04   2.79149572E-04   5.23569574E-05   1.14416151E-04   2.18584242E-05  
  92               1.52204069E+02   2.01976988E+03   8.38161616E-01   1.60322186E-01   6.17311156E-04   2.40353880E-04   2.88689582E-04   5.22510359E-05   1.37118899E-04   2.18370093E-05  
  93               1.62109228E+02   2.05243295E+03   8.38148418E-01   1.60317018E-01   6.08013944E-04   2.30797762E-04   2.97985663E-04   5.21283898E-05   1.64750021E-04   2.18130868E-05  
  94               1.70597531E+02   2.07920190E+03   8.38133979E-01   1.60312684E-01   6.00892783E-04   2.23444746E-04   3.05108540E-04   5.20205733E-05   1.90611865E-04   2.17922255E-05  
  95               1.77407257E+02   2.09988561E+03   8.38110628E-01   1.60307389E-01   5.95690854E-04   2.18064731E-04   3.10293487E-04   5.19313715E-05   2.12744822E-04   2.17750966E-05  
  96               1.85103716E+02   2.12252378E+03   8.38093262E-01   1.60303570E-01   5.90291725E-04   2.12449584E-04   3.15690477E-04   5.18300977E-05   2.39292239E-04   2.17558043E-05  
  97               1.93771722E+02   2.14706933E+03   8.38071297E-01   1.60299290E-01   5.84796525E-04   2.06705027E-04   3.21184218E-04   5.17138167E-05   2.70985020E-04   2.17340088E-05  
  98               2.03488457E+02   2.17356152E+03   8.38043726E-01   1.60294494E-01   5.79236212E-04   2.00855777E-04   3.26745508E-04   5.15820599E-05   3.08852450E-04   2.17092952E-05  
  99               2.14421613E+02   2.20210410E+03   8.38009235E-01   1.60289101E-01   5.73688676E-04   1.94970736E-04   3.32299214E-04   5.14317332E-05   3.54199584E-04   2.16813691E-05  
  100              2.22871288E+02   2.22340489E+03   8.37980089E-01   1.60284888E-01   5.69820690E-04   1.90811967E-04   3.36196028E-04   5.13151976E-05   3.91354486E-04   2.16595400E-05  
  101              2.29130204E+02   2.23873623E+03   8.37923695E-01   1.60275339E-01   5.67134941E-04   1.87954112E-04   3.38835968E-04   5.12262332E-05   4.19914793E-04   2.16423889E-05  
