# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  13               2.47155800E-03   4.35030379E+02   8.38561432E-01   1.60529033E-01   4.89257956E-23   5.19907278E-04   2.73647242E-04   6.04178302E-05   0.00000000E+00   2.29915080E-05  
  14               2.93933093E-03   4.41978969E+02   8.38561501E-01   1.60528568E-01   1.16149417E-22   5.19905372E-04   2.73646275E-04   6.04173865E-05   0.00000000E+00   2.29914413E-05  
  15               3.48227065E-03   4.50159229E+02   8.38561596E-01   1.60528473E-01   3.14999549E-22   5.19905623E-04   2.73646442E-04   6.04171919E-05   0.00000000E+00   2.29914276E-05  
  16               4.11257355E-03   4.57013447E+02   8.38561738E-01   1.60528332E-01   6.96950261E-22   5.19905244E-04   2.73646278E-04   6.04169220E-05   0.00000000E+00   2.29914074E-05  
  17               4.84433083E-03   4.65238832E+02   8.38562032E-01   1.60528039E-01   1.77890825E-21   5.19904736E-04   2.73646047E-04   6.04166349E-05   0.00000000E+00   2.29913655E-05  
  18               5.69378379E-03   4.72218194E+02   8.38562149E-01   1.60527922E-01   3.78909465E-21   5.19904390E-04   2.73645902E-04   6.04163639E-05   0.00000000E+00   2.29913488E-05  
  19               6.67963455E-03   4.80775736E+02   8.38562419E-01   1.60527653E-01   9.44504563E-21   5.19903908E-04   2.73645685E-04   6.04160739E-05   0.00000000E+00   2.29913103E-05  
  20               7.82336890E-03   4.88211073E+02   8.38562544E-01   1.60527529E-01   2.01125513E-20   5.19903556E-04   2.73645537E-04   6.04157955E-05   0.00000000E+00   2.29912925E-05  
  21               9.14968858E-03   4.97285723E+02   8.38562803E-01   1.60527271E-01   4.98186952E-20   5.19903080E-04   2.73645325E-04   6.04154988E-05   0.00000000E+00   2.29912556E-05  
  22               1.06868329E-02   5.05313305E+02   8.38562938E-01   1.60527138E-01   1.07029042E-19   5.19902713E-04   2.73645170E-04   6.04152105E-05   0.00000000E+00   2.29912364E-05  
  23               1.24671704E-02   5.15104491E+02   8.38563193E-01   1.60526883E-01   2.67248550E-19   5.19902235E-04   2.73644958E-04   6.04149045E-05   0.00000000E+00   2.29912000E-05  
  24               1.45283108E-02   5.23993920E+02   8.38563347E-01   1.60526731E-01   5.90248153E-19   5.19901845E-04   2.73644792E-04   6.04146036E-05   0.00000000E+00   2.29911781E-05  
  25               1.69135417E-02   5.34675587E+02   8.38563597E-01   1.60526481E-01   1.49612650E-18   5.19901363E-04   2.73644579E-04   6.04142864E-05   0.00000000E+00   2.29911424E-05  
  26               1.96721020E-02   5.44542181E+02   8.38563761E-01   1.60526318E-01   3.39347235E-18   5.19900960E-04   2.73644409E-04   6.04139723E-05   0.00000000E+00   2.29911190E-05  
  27               2.28597375E-02   5.56410897E+02   8.38564011E-01   1.60526070E-01   8.85586040E-18   5.19900473E-04   2.73644195E-04   6.04136417E-05   0.00000000E+00   2.29910835E-05  
  28               2.65392425E-02   5.67674007E+02   8.38564191E-01   1.60525890E-01   2.10795294E-17   5.19900058E-04   2.73644020E-04   6.04133124E-05   0.00000000E+00   2.29910577E-05  
  29               3.07818367E-02   5.81089268E+02   8.38564437E-01   1.60525645E-01   5.73226109E-17   5.19899570E-04   2.73643807E-04   6.04129670E-05   0.00000000E+00   2.29910226E-05  
  30               3.56670033E-02   5.93976220E+02   8.38564621E-01   1.60525461E-01   1.42868673E-16   5.19899150E-04   2.73643632E-04   6.04126213E-05   0.00000000E+00   2.29909963E-05  
  31               4.12828201E-02   6.09214349E+02   8.38564854E-01   1.60525229E-01   4.04363806E-16   5.19898669E-04   2.73643426E-04   6.04122595E-05   0.00000000E+00   2.29909631E-05  
  32               4.77250665E-02   6.24240542E+02   8.38565036E-01   1.60525044E-01   1.06959110E-15   5.19898332E-04   2.73643296E-04   6.04119049E-05   0.00000000E+00   2.29909365E-05  
  33               5.51040518E-02   6.41869923E+02   8.38565253E-01   1.60524828E-01   3.18940732E-15   5.19897854E-04   2.73643094E-04   6.04115237E-05   0.00000000E+00   2.29909056E-05  
  34               6.35466902E-02   6.59459950E+02   8.38565404E-01   1.60524649E-01   8.92533105E-15   5.19898028E-04   2.73643237E-04   6.04112070E-05   0.00000000E+00   2.29908800E-05  
  35               7.31908218E-02   6.79797536E+02   8.38565591E-01   1.60524458E-01   2.76633182E-14   5.19897606E-04   2.73643068E-04   6.04108088E-05   0.00000000E+00   2.29908526E-05  
  36               8.41813917E-02   7.00429624E+02   8.38565573E-01   1.60524264E-01   8.13497065E-14   5.19900375E-04   2.73644580E-04   6.04107678E-05   0.00000000E+00   2.29908248E-05  
  37               9.66683487E-02   7.24144627E+02   8.38565706E-01   1.60524077E-01   2.62366050E-13   5.19900698E-04   2.73644807E-04   6.04104281E-05   0.00000000E+00   2.29907979E-05  
  38               1.10803732E-01   7.48472621E+02   8.38565689E-01   1.60523859E-01   8.06599985E-13   5.19902780E-04   2.73645962E-04   6.04102771E-05   0.00000000E+00   2.29907663E-05  
  39               1.26748175E-01   7.75961171E+02   8.38565959E-01   1.60523583E-01   2.65103530E-12   5.19902047E-04   2.73645637E-04   6.04097818E-05   0.00000000E+00   2.29907263E-05  
  40               1.44705825E-01   8.04273100E+02   8.38566414E-01   1.60523100E-01   8.28576225E-12   5.19901011E-04   2.73645156E-04   6.04092326E-05   0.00000000E+00   2.29960807E-05  
  41               1.64872057E-01   8.36966024E+02   8.38567548E-01   1.60521861E-01   2.82559909E-11   5.19899328E-04   2.73644336E-04   6.04085864E-05   0.00000000E+00   2.30173701E-05  
  42               1.87452169E-01   8.68144928E+02   8.38569769E-01   1.60519267E-01   8.30644306E-11   5.19897382E-04   2.73643382E-04   6.04078828E-05   0.00000000E+00   2.30860268E-05  
  43               2.12661140E-01   9.02125015E+02   8.38574521E-01   1.60513068E-01   2.47823940E-10   5.19900888E-04   2.73645303E-04   6.04077777E-05   0.00000000E+00   2.33280198E-05  
  44               2.40721468E-01   9.34310002E+02   8.38583376E-01   1.60502338E-01   6.44959004E-10   5.19880644E-04   2.73634729E-04   6.04048641E-05   0.00000000E+00   2.42920908E-05  
  45               2.71942481E-01   9.69460380E+02   8.38603002E-01   1.60482801E-01   1.70979686E-09   5.19847107E-04   2.73617167E-04   6.04003364E-05   0.00000000E+00   2.42890669E-05  
  46               3.06688391E-01   1.00271167E+03   8.38628260E-01   1.60457655E-01   4.01547858E-09   5.19805304E-04   2.73595258E-04   6.03947483E-05   3.58199901E-16   2.42851476E-05  
  47               3.45309379E-01   1.03917247E+03   8.38661488E-01   1.60424552E-01   9.64627480E-09   5.19753959E-04   2.73568298E-04   6.03879080E-05   3.25321895E-15   2.42799184E-05  
  48               3.88146086E-01   1.07349982E+03   8.38692165E-01   1.60393976E-01   2.07326869E-08   5.19706687E-04   2.73543268E-04   6.03813283E-05   2.26905821E-14   2.42749464E-05  
  49               4.35539852E-01   1.11115813E+03   8.38723232E-01   1.60362989E-01   4.55977880E-08   5.19661527E-04   2.73518375E-04   6.03746611E-05   1.69132603E-13   2.42696316E-05  
  50               4.87877455E-01   1.14639700E+03   8.38746505E-01   1.60339746E-01   9.04566955E-08   5.19630229E-04   2.73496962E-04   6.03690075E-05   9.64878172E-13   2.42651943E-05  
  51               5.45737000E-01   1.18523011E+03   8.38767156E-01   1.60319072E-01   1.84166588E-07   5.19611792E-04   2.73470790E-04   6.03636910E-05   5.82091401E-12   2.42604746E-05  
  52               6.09757654E-01   1.22155714E+03   8.38781023E-01   1.60305151E-01   3.41838975E-07   5.19621162E-04   2.73429475E-04   6.03592734E-05   2.73608390E-11   2.42561187E-05  
  53               6.80610193E-01   1.26179478E+03   8.38792547E-01   1.60293579E-01   6.52764302E-07   5.19670537E-04   2.73347017E-04   6.03551398E-05   1.35725102E-10   2.42504877E-05  
  54               7.59043847E-01   1.29935509E+03   8.38799932E-01   1.60286353E-01   1.14498386E-06   5.19789589E-04   2.73190112E-04   6.03514922E-05   5.36747422E-10   2.42436199E-05  
  55               8.46037042E-01   1.33942922E+03   8.38805851E-01   1.60280944E-01   2.01633318E-06   5.20013437E-04   2.72925064E-04   6.03479059E-05   2.11262895E-09   2.42316420E-05  
  56               9.42822105E-01   1.37608127E+03   8.38809791E-01   1.60277863E-01   3.26460794E-06   5.20390032E-04   2.72569035E-04   6.03445744E-05   6.71530901E-09   2.42104693E-05  
  57               1.05083404E+00   1.41551388E+03   8.38812478E-01   1.60275520E-01   5.33902281E-06   5.20972046E-04   2.72251838E-04   6.03417289E-05   2.16479948E-08   2.41576918E-05  
  58               1.17130947E+00   1.45176092E+03   8.38810880E-01   1.60273705E-01   8.14170494E-06   5.21793905E-04   2.72441491E-04   6.03402218E-05   5.86952965E-08   2.40420747E-05  
  59               1.30451445E+00   1.49148193E+03   8.38793054E-01   1.60269515E-01   1.26645942E-05   5.22880023E-04   2.74187158E-04   6.03415033E-05   1.64758801E-07   2.37330280E-05  
  60               1.44910714E+00   1.52892154E+03   8.38782239E-01   1.60270101E-01   1.87322553E-05   5.24295576E-04   2.80056773E-04   6.03624357E-05   2.37617363E-07   2.17673766E-05  
  61               1.60322281E+00   1.57128040E+03   8.38769241E-01   1.60267893E-01   2.87000729E-05   5.25535362E-04   2.83262780E-04   6.03632076E-05   1.06861874E-06   2.17593156E-05  
  62               1.76398133E+00   1.61247418E+03   8.38745226E-01   1.60264825E-01   4.24995617E-05   5.26625674E-04   2.88122768E-04   6.03691407E-05   4.05767319E-06   2.16605287E-05  
  63               1.92446013E+00   1.65042281E+03   8.38705695E-01   1.60260710E-01   5.98878603E-05   5.27468998E-04   2.99519768E-04   6.03826679E-05   1.18316899E-05   2.13954784E-05  
  64               2.07297665E+00   1.68367362E+03   8.38644086E-01   1.60254602E-01   7.98262445E-05   5.28124783E-04   3.19800092E-04   6.04157379E-05   2.59517380E-05   2.09735470E-05  
  65               2.19903033E+00   1.71012020E+03   8.38575037E-01   1.60248288E-01   9.94437191E-05   5.28693955E-04   3.46415637E-04   6.04720832E-05   4.38999442E-05   2.05327771E-05  
  66               2.32975492E+00   1.73666634E+03   8.38506096E-01   1.60243550E-01   1.23149960E-04   5.28953250E-04   3.74730146E-04   6.04715827E-05   6.56225934E-05   2.01059394E-05  
  67               2.44868528E+00   1.75942040E+03   8.38470684E-01   1.60238984E-01   1.47052123E-04   5.29135255E-04   3.77865534E-04   6.04842066E-05   6.55698537E-05   2.01120651E-05  
  68               2.54990058E+00   1.77845430E+03   8.38449422E-01   1.60237054E-01   1.70008273E-04   5.29228745E-04   3.78072874E-04   6.04817065E-05   6.55260231E-05   2.01132843E-05  
  69               2.66358190E+00   1.79870476E+03   8.38424176E-01   1.60234807E-01   1.97576773E-04   5.29319235E-04   3.77960887E-04   6.04788324E-05   6.54777833E-05   2.01106080E-05  
  70               2.79141078E+00   1.82105988E+03   8.38392385E-01   1.60231999E-01   2.32359837E-04   5.29355654E-04   3.77789800E-04   6.04730509E-05   6.54237804E-05   2.01023251E-05  
  71               2.88621143E+00   1.83673000E+03   8.38367262E-01   1.60229764E-01   2.59571690E-04   5.29509756E-04   3.77750035E-04   6.05252364E-05   6.53845472E-05   2.00934139E-05  
  72               2.95136227E+00   1.84762326E+03   8.38318254E-01   1.60222338E-01   2.80108261E-04   5.29489728E-04   3.77646669E-04   6.05212244E-05   6.53550511E-05   2.00846376E-05  
  73               3.02460041E+00   1.85917923E+03   8.38297039E-01   1.60220479E-01   3.03229571E-04   5.29517175E-04   3.77581412E-04   6.05177710E-05   6.53252600E-05   2.00748810E-05  
  74               3.10761474E+00   1.87246064E+03   8.38270741E-01   1.60218167E-01   3.31888517E-04   5.29551896E-04   3.77507973E-04   6.05147382E-05   6.52911944E-05   2.00614256E-05  
  75               3.20197811E+00   1.88673840E+03   8.38240341E-01   1.60215499E-01   3.64991512E-04   5.29584320E-04   3.77441244E-04   6.05115108E-05   6.52532992E-05   2.00449899E-05  
  76               3.30879490E+00   1.90294927E+03   8.38202665E-01   1.60212194E-01   4.06028730E-04   5.29617856E-04   3.77357550E-04   6.05081654E-05   6.52102498E-05   2.00229429E-05  
  77               3.42920754E+00   1.92023363E+03   8.38158883E-01   1.60208358E-01   4.53682854E-04   5.29646988E-04   3.77281032E-04   6.05043484E-05   6.51627323E-05   1.99962840E-05  
  78               3.56427011E+00   1.93949869E+03   8.38104956E-01   1.60203636E-01   5.12360851E-04   5.29674844E-04   3.77202610E-04   6.05003656E-05   6.51094337E-05   1.99618414E-05  
  79               3.71497526E+00   1.95979928E+03   8.38042307E-01   1.60198155E-01   5.80500241E-04   5.29696449E-04   3.77131292E-04   6.04956340E-05   6.50512122E-05   1.99208938E-05  
  80               3.88398850E+00   1.98223592E+03   8.37965025E-01   1.60191399E-01   6.64550205E-04   5.29714399E-04   3.77063228E-04   6.04903574E-05   6.49861220E-05   1.98690925E-05  
  81               4.07300849E+00   2.00586213E+03   8.37874453E-01   1.60183485E-01   7.63117350E-04   5.29724377E-04   3.76960206E-04   6.04840708E-05   6.49149154E-05   1.98076798E-05  
  82               4.28381810E+00   2.03161474E+03   8.37763255E-01   1.60173773E-01   8.84120903E-04   5.29727765E-04   3.76848348E-04   6.04768303E-05   6.48359917E-05   1.97318350E-05  
  83               4.51829843E+00   2.05848726E+03   8.37632954E-01   1.60162398E-01   1.02589826E-03   5.29721093E-04   3.76733987E-04   6.04681629E-05   6.47502114E-05   1.96438684E-05  
  84               4.77846228E+00   2.08741479E+03   8.37473968E-01   1.60148521E-01   1.19887650E-03   5.29704669E-04   3.76609737E-04   6.04581536E-05   6.46558783E-05   1.95377604E-05  
  85               5.06647777E+00   2.11733439E+03   8.37288398E-01   1.60132329E-01   1.40076521E-03   5.29675857E-04   3.76481326E-04   6.04463558E-05   6.45539710E-05   1.94169832E-05  
  86               5.38469084E+00   2.14918637E+03   8.37063786E-01   1.60112732E-01   1.64512189E-03   5.29633775E-04   3.76340795E-04   6.04327481E-05   6.44426634E-05   1.92745971E-05  
  87               5.73565369E+00   2.18187713E+03   8.36803197E-01   1.60090001E-01   1.92860583E-03   5.29576681E-04   3.76193605E-04   6.04169379E-05   6.43230403E-05   1.91155584E-05  
  88               6.12215781E+00   2.21635903E+03   8.36490653E-01   1.60062741E-01   2.26860196E-03   5.29502324E-04   3.76031022E-04   6.03987387E-05   6.41931121E-05   1.89320747E-05  
  89               6.54727998E+00   2.25150228E+03   8.36131080E-01   1.60031382E-01   2.65974842E-03   5.29409946E-04   3.75858686E-04   6.03778382E-05   6.40541051E-05   1.87310611E-05  
  90               7.01440932E+00   2.28825275E+03   8.35704760E-01   1.59994205E-01   3.12349689E-03   5.29295832E-04   3.75667075E-04   6.03538562E-05   6.39038758E-05   1.85041971E-05  
  91               7.52699368E+00   2.32546802E+03   8.35217482E-01   1.59951510E-01   3.65139101E-03   5.29159230E-04   3.75462172E-04   6.03265039E-05   6.37437034E-05   1.82604745E-05  
  92               8.08924085E+00   2.36410190E+03   8.34640668E-01   1.59901721E-01   4.26943281E-03   5.29003325E-04   3.81750886E-04   6.02963173E-05   6.35714575E-05   1.80215671E-05  
  93               8.70618005E+00   2.40311039E+03   8.33999529E-01   1.59845821E-01   4.96674880E-03   5.28816460E-04   3.81578973E-04   6.02614080E-05   6.33884357E-05   1.77360030E-05  
  94               9.38300688E+00   2.44339235E+03   8.33257984E-01   1.59781169E-01   5.77328958E-03   5.28597878E-04   3.81366327E-04   6.02218213E-05   6.31921197E-05   1.74264245E-05  
  95               1.01255328E+01   2.48397165E+03   8.32429188E-01   1.59708913E-01   6.67474072E-03   5.28350162E-04   3.81120465E-04   6.01775443E-05   6.29838842E-05   1.71043292E-05  
  96               1.09404387E+01   2.52560139E+03   8.31484990E-01   1.59626598E-01   7.70171982E-03   5.28066024E-04   3.80833597E-04   6.01277013E-05   6.27613958E-05   1.67625134E-05  
  97               1.18351243E+01   2.56744742E+03   8.30440987E-01   1.59535586E-01   8.83725574E-03   5.27748956E-04   3.80513804E-04   6.00723506E-05   6.25259092E-05   1.64124738E-05  
  98               1.28178215E+01   2.61026593E+03   8.29264789E-01   1.59433053E-01   1.01165769E-02   5.27390237E-04   3.80151575E-04   6.00103891E-05   6.22749258E-05   1.60467185E-05  
  99               1.38979019E+01   2.65315976E+03   8.27981220E-01   1.59321164E-01   1.15126748E-02   5.26995926E-04   3.79758353E-04   5.99420772E-05   6.20100749E-05   1.56786519E-05  
  100              1.50857655E+01   2.69711075E+03   8.26544413E-01   1.59195920E-01   1.30754367E-02   5.26553411E-04   3.79319819E-04   5.98657753E-05   6.17280561E-05   1.52975279E-05  
  101              1.63933866E+01   2.74087949E+03   8.25002797E-01   1.59061546E-01   1.47521772E-02   5.26075171E-04   3.78856101E-04   5.97822956E-05   6.14317164E-05   1.49220177E-05  
