# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  47               1.19329332E-01   1.68615567E+02   8.38108881E-01   1.60470334E-01   7.77979660E-04   5.29743844E-04   5.85468678E-05   2.69930033E-05   2.29833158E-05   1.63596615E-07  
  48               1.37894838E-01   1.76736501E+02   8.38108452E-01   1.60470252E-01   7.77979761E-04   5.29743912E-04   5.85468404E-05   2.69930537E-05   2.29833041E-05   6.74080549E-07  
  49               1.59336237E-01   1.85197978E+02   8.38106848E-01   1.60469944E-01   7.77980230E-04   5.29744231E-04   5.85468353E-05   2.69931241E-05   2.29832601E-05   2.58419985E-06  
  50               1.84098991E-01   1.94051222E+02   8.38101389E-01   1.60468899E-01   7.77982067E-04   5.29745482E-04   5.85469270E-05   2.69932503E-05   2.29831104E-05   9.08532209E-06  
  51               2.12670896E-01   2.03236866E+02   8.38084011E-01   1.60465572E-01   7.77988516E-04   5.29749873E-04   5.85473586E-05   2.69935462E-05   2.29826338E-05   2.97799253E-05  
  52               2.45608127E-01   2.12801201E+02   8.38033093E-01   1.60455823E-01   7.78009488E-04   5.29764152E-04   5.85488748E-05   2.69943570E-05   2.29812375E-05   9.04108038E-05  
  53               2.83553777E-01   2.22703262E+02   8.37565374E-01   1.60366270E-01   7.78072059E-04   5.29806758E-04   5.85535121E-05   2.69966239E-05   2.29684113E-05   6.47585604E-04  
  54               3.27272556E-01   2.33006844E+02   8.38108156E-01   1.60470195E-01   7.78553231E-04   5.30134398E-04   5.85896404E-05   2.70134292E-05   2.29832959E-05   0.00000000E+00  
  55               3.77685736E-01   2.43684655E+02   8.38108257E-01   1.60470214E-01   7.78485730E-04   5.30088434E-04   5.85844667E-05   2.70112132E-05   2.29832987E-05   0.00000000E+00  
  56               4.35854645E-01   2.54810493E+02   8.38108785E-01   1.60470315E-01   7.78134726E-04   5.29849427E-04   5.85579452E-05   2.69991778E-05   2.29833132E-05   0.00000000E+00  
  57               5.03025429E-01   2.66362151E+02   8.38108105E-01   1.60470185E-01   7.78587099E-04   5.30157457E-04   5.85918683E-05   2.70150347E-05   2.29832945E-05   0.00000000E+00  
  58               5.80561783E-01   2.78407271E+02   8.38108098E-01   1.60470184E-01   7.78591744E-04   5.30160619E-04   5.85920862E-05   2.70153725E-05   2.29832944E-05   0.00000000E+00  
  59               6.69946831E-01   2.90897419E+02   8.38108098E-01   1.60470184E-01   7.78591719E-04   5.30160600E-04   5.85919419E-05   2.70155627E-05   2.29832944E-05   0.00000000E+00  
  60               7.72954726E-01   3.03904816E+02   8.38108098E-01   1.60470184E-01   7.78591636E-04   5.30160543E-04   5.85917879E-05   2.70157581E-05   2.29832944E-05   0.00000000E+00  
  61               8.91587946E-01   3.17391280E+02   8.38108098E-01   1.60470184E-01   7.78591544E-04   5.30160479E-04   5.85916156E-05   2.70159768E-05   2.29832944E-05   0.00000000E+00  
  62               1.02817173E+00   3.31438508E+02   8.38108098E-01   1.60470184E-01   7.78591442E-04   5.30160408E-04   5.85914227E-05   2.70162216E-05   2.29832943E-05   0.00000000E+00  
  63               1.18533024E+00   3.46006388E+02   8.38108098E-01   1.60470184E-01   7.78591327E-04   5.30160328E-04   5.85912071E-05   2.70164954E-05   2.29832943E-05   0.00000000E+00  
  64               1.36603644E+00   3.61177970E+02   8.38108085E-01   1.60470181E-01   7.78591200E-04   5.30160240E-04   5.85909663E-05   2.70168013E-05   2.29832940E-05   0.00000000E+00  
  65               1.57364564E+00   3.76901746E+02   8.38108087E-01   1.60470180E-01   7.78591048E-04   5.30160134E-04   5.85906969E-05   2.70171421E-05   2.29832938E-05   0.00000000E+00  
  66               1.81185203E+00   3.93262711E+02   8.38108087E-01   1.60470180E-01   7.78590906E-04   5.30160035E-04   5.85903991E-05   2.70175225E-05   2.29832938E-05   0.00000000E+00  
  67               2.08497774E+00   4.10206244E+02   8.38108087E-01   1.60470180E-01   7.78590726E-04   5.30159910E-04   5.85900664E-05   2.70179443E-05   2.29832938E-05   0.00000000E+00  
  68               2.39771982E+00   4.27826837E+02   8.38107761E-01   1.60470117E-01   7.78590733E-04   5.30159912E-04   5.85897132E-05   2.70184193E-05   2.29832848E-05   0.00000000E+00  
  69               2.75515317E+00   4.46036028E+02   8.38107790E-01   1.60470085E-01   7.78590224E-04   5.30159563E-04   5.85892832E-05   2.70189272E-05   2.29832802E-05   0.00000000E+00  
  70               3.16269717E+00   4.64915935E+02   8.38107733E-01   1.60470076E-01   7.78589719E-04   5.30159216E-04   5.85888120E-05   2.70194910E-05   2.29832789E-05   0.00000000E+00  
  71               3.62610463E+00   4.84353736E+02   8.38107335E-01   1.60470048E-01   7.78596659E-04   5.30163938E-04   5.85888562E-05   2.70203734E-05   2.29832749E-05   0.00000000E+00  
  72               4.15254926E+00   5.04473524E+02   8.38107072E-01   1.60470309E-01   7.78597711E-04   5.30164650E-04   5.85884089E-05   2.70211163E-05   2.29833123E-05   0.00000000E+00  
  73               4.75026230E+00   5.25191363E+02   8.38104335E-01   1.60469774E-01   7.78597375E-04   5.30164417E-04   5.85878059E-05   2.70218800E-05   2.29832357E-05   0.00000000E+00  
  74               5.42819759E+00   5.46635172E+02   8.38104610E-01   1.60469495E-01   7.78599794E-04   5.30166059E-04   5.85873551E-05   2.70228133E-05   2.29831957E-05   0.00000000E+00  
  75               6.19552421E+00   5.68678091E+02   8.38104642E-01   1.60469468E-01   7.78596878E-04   5.30164068E-04   5.85864441E-05   2.70236403E-05   2.29831918E-05   0.00000000E+00  
  76               7.06156388E+00   5.91423300E+02   8.38104596E-01   1.60469403E-01   7.78658231E-04   5.30205840E-04   5.85903072E-05   2.70267812E-05   2.29831826E-05   0.00000000E+00  
  77               8.03725475E+00   6.14738778E+02   8.38104672E-01   1.60469327E-01   7.78658264E-04   5.30205857E-04   5.85894916E-05   2.70278805E-05   2.29831717E-05   0.00000000E+00  
  78               9.13603063E+00   6.38787847E+02   8.38104791E-01   1.60469209E-01   7.78657621E-04   5.30205413E-04   5.85885582E-05   2.70290464E-05   2.29831547E-05   0.00000000E+00  
  79               1.03721118E+01   6.63435288E+02   8.38104970E-01   1.60469031E-01   7.78656819E-04   5.30204860E-04   5.85875403E-05   2.70303040E-05   2.29831292E-05   0.00000000E+00  
  80               1.17596484E+01   6.88815780E+02   8.38105229E-01   1.60468773E-01   7.78655813E-04   5.30204167E-04   5.85864288E-05   2.70316598E-05   2.29830923E-05   0.00000000E+00  
  81               1.33126558E+01   7.14732798E+02   8.38105586E-01   1.60468416E-01   7.78654572E-04   5.30203315E-04   5.85852172E-05   2.70331184E-05   2.29830412E-05   0.00000000E+00  
  82               1.50456822E+01   7.41317956E+02   8.38106060E-01   1.60467942E-01   7.78653005E-04   5.30202240E-04   5.85838959E-05   2.70346799E-05   2.29829732E-05   0.00000000E+00  
  83               1.69814571E+01   7.68452235E+02   8.38106655E-01   1.60467340E-01   7.78651111E-04   5.30200942E-04   5.85824637E-05   2.70363462E-05   2.29828870E-05   0.00000000E+00  
  84               1.91482893E+01   7.96416757E+02   8.38107335E-01   1.60466592E-01   7.78648886E-04   5.30199419E-04   5.85809164E-05   2.70381225E-05   2.29827798E-05   0.00000000E+00  
  85               2.15747807E+01   8.25047872E+02   8.38108138E-01   1.60465724E-01   7.78646454E-04   5.30197754E-04   5.85792561E-05   2.70400225E-05   2.29826553E-05   0.00000000E+00  
  86               2.42873568E+01   8.54545248E+02   8.38108989E-01   1.60464733E-01   7.78643998E-04   5.30196072E-04   5.85774914E-05   2.70420597E-05   2.29825129E-05   0.00000000E+00  
  87               2.73094604E+01   8.84602830E+02   8.38109823E-01   1.60463659E-01   7.78645837E-04   5.30197315E-04   5.85759436E-05   2.70443892E-05   2.29823583E-05   0.00000000E+00  
  88               3.06615464E+01   9.15374041E+02   8.38110895E-01   1.60462576E-01   7.78643690E-04   5.30195843E-04   5.85739868E-05   2.70467272E-05   2.29822015E-05   0.00000000E+00  
  89               3.43774287E+01   9.46596141E+02   8.38111938E-01   1.60461491E-01   7.78644513E-04   5.30196393E-04   5.85721403E-05   2.70493205E-05   2.29916085E-05   0.00000000E+00  
  90               3.84963683E+01   9.78584518E+02   8.38112928E-01   1.60460409E-01   7.78641519E-04   5.30194344E-04   5.85698789E-05   2.70519535E-05   2.30141839E-05   0.00000000E+00  
  91               4.30540251E+01   1.01101193E+03   8.38113749E-01   1.60459362E-01   7.78639220E-04   5.30192768E-04   5.85675271E-05   2.70548028E-05   2.30677128E-05   0.00000000E+00  
  92               4.80820371E+01   1.04412240E+03   8.38114274E-01   1.60458327E-01   7.78638574E-04   5.30192316E-04   5.85651479E-05   2.70579140E-05   2.31907302E-05   0.00000000E+00  
  93               5.36079559E+01   1.07749940E+03   8.38113977E-01   1.60457253E-01   7.78641545E-04   5.30194325E-04   5.85628865E-05   2.70613589E-05   2.34552608E-05   0.00000000E+00  
  94               5.96543546E+01   1.11136086E+03   8.38113245E-01   1.60456276E-01   7.78660819E-04   5.30207420E-04   5.85617017E-05   2.70655731E-05   2.42850661E-05   0.00000000E+00  
  95               6.62671588E+01   1.14540272E+03   8.38113965E-01   1.60455512E-01   7.78658331E-04   5.30205614E-04   5.85587395E-05   2.70692250E-05   2.42848773E-05   0.00000000E+00  
  96               7.35338638E+01   1.18014277E+03   8.38114602E-01   1.60454788E-01   7.78656101E-04   5.30203591E-04   5.85556576E-05   2.70730964E-05   2.42846550E-05   0.00000000E+00  
  97               8.15242100E+01   1.21530289E+03   8.38115138E-01   1.60454109E-01   7.78653857E-04   5.30199878E-04   5.85524763E-05   2.70772126E-05   2.42843838E-05   0.00000000E+00  
  98               9.02964023E+01   1.25116770E+03   8.38115588E-01   1.60453445E-01   7.78648996E-04   5.30188136E-04   5.85492019E-05   2.70815766E-05   2.42840345E-05   0.00000000E+00  
  99               9.98977042E+01   1.28732782E+03   8.38115954E-01   1.60452800E-01   7.78632704E-04   5.30149577E-04   5.85458449E-05   2.70861668E-05   2.42835804E-05   0.00000000E+00  
  100              1.10365664E+02   1.32400835E+03   8.38116272E-01   1.60452144E-01   7.78587740E-04   5.30052200E-04   5.85424454E-05   2.70908821E-05   2.42829762E-05   0.00000000E+00  
  101              1.21730721E+02   1.36074349E+03   8.38022359E-01   1.60433443E-01   7.78237480E-04   5.29591926E-04   5.85340846E-05   2.70893889E-05   2.42794518E-05   0.00000000E+00  
