# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  12               6.92734792E-04   1.95828031E+02   8.38158274E-01   1.60479993E-01   7.52797880E-04   5.04872626E-04   1.02391769E-54   9.06028805E-06   5.37276223E-05   2.29825680E-05  
  13               8.62572622E-04   2.01741010E+02   8.38158274E-01   1.60479993E-01   7.52797905E-04   5.04872643E-04   4.58794733E-53   9.06028836E-06   5.37276241E-05   2.29825680E-05  
  14               1.07070233E-03   2.06607642E+02   8.38158274E-01   1.60479993E-01   7.52797933E-04   5.04872662E-04   8.71522408E-52   9.06028869E-06   5.37276261E-05   2.29825680E-05  
  15               1.32582495E-03   2.12309522E+02   8.38158274E-01   1.60479993E-01   7.52797963E-04   5.04872682E-04   2.34376044E-50   9.06028906E-06   5.37276283E-05   2.29825680E-05  
  16               1.63858229E-03   2.17013854E+02   8.38158273E-01   1.60479993E-01   7.52797997E-04   5.04872705E-04   3.04457319E-49   9.06028947E-06   5.37276307E-05   2.29825680E-05  
  17               2.02197093E-03   2.22745803E+02   8.38158273E-01   1.60479993E-01   7.52798035E-04   5.04872730E-04   6.09262974E-48   9.06028993E-06   5.37276334E-05   2.29825680E-05  
  18               2.49175774E-03   2.27682812E+02   8.38158273E-01   1.60479993E-01   7.52798077E-04   5.04872759E-04   7.00476223E-47   9.06029044E-06   5.37276364E-05   2.29825680E-05  
  19               3.06707080E-03   2.33839503E+02   8.38158273E-01   1.60479993E-01   7.52798124E-04   5.04872790E-04   1.30094606E-45   9.06029101E-06   5.37276397E-05   2.29825680E-05  
  20               3.77125194E-03   2.39269203E+02   8.38158273E-01   1.60479993E-01   7.52798174E-04   5.04872824E-04   1.48689572E-44   9.06029162E-06   5.37276434E-05   2.29825680E-05  
  21               4.63288001E-03   2.45781605E+02   8.38158273E-01   1.60479993E-01   7.52798230E-04   5.04872861E-04   2.43433011E-43   9.06029229E-06   5.37276473E-05   2.29825680E-05  
  22               5.68671944E-03   2.51515788E+02   8.38158273E-01   1.60479993E-01   7.52798290E-04   5.04872901E-04   2.49151788E-42   9.06029302E-06   5.37276516E-05   2.29825680E-05  
  23               6.97506186E-03   2.58445739E+02   8.38158273E-01   1.60479993E-01   7.52798355E-04   5.04872945E-04   3.66782261E-41   9.06029381E-06   5.37276562E-05   2.29825680E-05  
  24               8.54927232E-03   2.64687211E+02   8.38158273E-01   1.60479993E-01   7.52798424E-04   5.04872992E-04   3.61359889E-40   9.06029465E-06   5.37276612E-05   2.29825679E-05  
  25               1.04717803E-02   2.72064096E+02   8.38158273E-01   1.60479993E-01   7.52798499E-04   5.04873042E-04   4.77790064E-39   9.06029556E-06   5.37276666E-05   2.29825679E-05  
  26               1.28181433E-02   2.78764455E+02   8.38158273E-01   1.60479993E-01   7.52798579E-04   5.04873096E-04   4.37083939E-38   9.06029653E-06   5.37276723E-05   2.29825679E-05  
  27               1.56806451E-02   2.86555739E+02   8.38158273E-01   1.60479993E-01   7.52798664E-04   5.04873153E-04   5.09117224E-37   9.06029756E-06   5.37276784E-05   2.29825679E-05  
  28               1.91719603E-02   2.93529496E+02   8.38158272E-01   1.60479993E-01   7.52798755E-04   5.04873214E-04   4.04523742E-36   9.06029866E-06   5.37276849E-05   2.29825679E-05  
  29               2.34289826E-02   3.01588790E+02   8.38158272E-01   1.60479993E-01   7.52798851E-04   5.04873278E-04   3.98059779E-35   9.06029982E-06   5.37276917E-05   2.29825679E-05  
  30               2.86171833E-02   3.08971077E+02   8.38158272E-01   1.60479993E-01   7.52798952E-04   5.04873346E-04   2.87565571E-34   9.06030106E-06   5.37276990E-05   2.29825679E-05  
  31               3.49372667E-02   3.17578650E+02   8.38158272E-01   1.60479992E-01   7.52799059E-04   5.04873418E-04   2.59803304E-33   9.06030235E-06   5.37277066E-05   2.29825679E-05  
  32               4.26308853E-02   3.25584605E+02   8.38158271E-01   1.60479992E-01   7.52799176E-04   5.04873496E-04   1.79313311E-32   9.06030376E-06   5.37277149E-05   2.29825679E-05  
  33               5.19889017E-02   3.34917126E+02   8.38158271E-01   1.60479992E-01   7.52799294E-04   5.04873575E-04   1.53421427E-31   9.06030519E-06   5.37277234E-05   2.29825678E-05  
  34               6.33613732E-02   3.43783130E+02   8.38158270E-01   1.60479991E-01   7.52799428E-04   5.04873666E-04   1.04885758E-30   9.06030682E-06   5.37277330E-05   2.29825677E-05  
  35               7.71734045E-02   3.53964383E+02   8.38158271E-01   1.60479990E-01   7.52799556E-04   5.04873752E-04   8.54903031E-30   9.06030838E-06   5.37277422E-05   2.29825676E-05  
  36               9.39399483E-02   3.63700947E+02   8.38158253E-01   1.60479986E-01   7.52799723E-04   5.04873864E-04   5.64752807E-29   9.06031040E-06   5.37277541E-05   2.29825670E-05  
  37               1.14277734E-01   3.74958932E+02   8.38158256E-01   1.60479983E-01   7.52799842E-04   5.04873943E-04   4.47880054E-28   9.06031183E-06   5.37277626E-05   2.29825665E-05  
  38               1.38922781E-01   3.85998166E+02   8.38158258E-01   1.60479980E-01   7.52800188E-04   5.04874175E-04   3.01466233E-27   9.06031601E-06   5.37277873E-05   2.29825661E-05  
  39               1.68747968E-01   3.98676091E+02   8.38158263E-01   1.60479975E-01   7.52800341E-04   5.04874278E-04   2.38532518E-26   9.06031787E-06   5.37277983E-05   2.29825654E-05  
  40               2.04777447E-01   4.11295039E+02   8.38157930E-01   1.60479903E-01   7.52800317E-04   5.04874262E-04   1.63841990E-25   9.06031760E-06   5.37277966E-05   2.29825550E-05  
  41               2.48216865E-01   4.25710864E+02   8.38157970E-01   1.60479854E-01   7.52804512E-04   5.04877075E-04   1.29806191E-24   9.06036809E-06   5.37280960E-05   2.29825481E-05  
  42               3.00508269E-01   4.40212381E+02   8.38157985E-01   1.60479830E-01   7.52804692E-04   5.04877196E-04   9.04107014E-24   9.06037027E-06   5.37281088E-05   2.29825447E-05  
  43               3.63341983E-01   4.56715398E+02   8.38157936E-01   1.60479774E-01   7.52804830E-04   5.04877289E-04   7.13799977E-23   9.06037196E-06   5.37281187E-05   2.29825367E-05  
  44               4.38666202E-01   4.73623391E+02   8.38157629E-01   1.60479710E-01   7.52805210E-04   5.04877544E-04   5.09176177E-22   9.06037655E-06   5.37281459E-05   2.29825275E-05  
  45               5.28758671E-01   4.92877282E+02   8.38154809E-01   1.60479284E-01   7.52804958E-04   5.04877375E-04   4.07699201E-21   9.06037354E-06   5.37281279E-05   2.29824665E-05  
  46               6.36208240E-01   5.13031450E+02   8.38155218E-01   1.60478763E-01   7.52868263E-04   5.04919831E-04   3.04048003E-20   9.06113546E-06   5.37326460E-05   2.29823919E-05  
  47               7.64097710E-01   5.34886224E+02   8.38155642E-01   1.60478339E-01   7.52868225E-04   5.04919806E-04   2.26861013E-19   9.06113502E-06   5.37326433E-05   2.29823311E-05  
  48               9.16107491E-01   5.57440925E+02   8.38156299E-01   1.60477685E-01   7.52867105E-04   5.04919055E-04   1.52646966E-18   9.06112157E-06   5.37325635E-05   2.29822374E-05  
  49               1.09654536E+00   5.82566095E+02   8.38157386E-01   1.60476601E-01   7.52865096E-04   5.04917708E-04   1.07730087E-17   9.06109742E-06   5.37324201E-05   2.29820822E-05  
  50               1.31016787E+00   6.08707542E+02   8.38158886E-01   1.60475106E-01   7.52862122E-04   5.04915713E-04   6.91993456E-17   9.06106164E-06   5.37322079E-05   2.29818681E-05  
  51               1.56209473E+00   6.37552797E+02   8.38160966E-01   1.60473034E-01   7.52857947E-04   5.04912914E-04   4.52873852E-16   9.06101143E-06   5.37319099E-05   2.29815713E-05  
  52               1.85837596E+00   6.67548041E+02   8.38163335E-01   1.60470673E-01   7.52853066E-04   5.04909640E-04   2.68387912E-15   9.06095271E-06   5.37315616E-05   2.29812332E-05  
  53               2.20646287E+00   7.00108064E+02   8.38165958E-01   1.60468055E-01   7.52847718E-04   5.04906054E-04   1.56088080E-14   9.06088839E-06   5.37311800E-05   2.29808583E-05  
  54               2.61431749E+00   7.33727324E+02   8.38168415E-01   1.60465584E-01   7.52842703E-04   5.04902691E-04   8.13814519E-14   9.06082807E-06   5.37308221E-05   2.29805043E-05  
  55               3.09017346E+00   7.69843633E+02   8.38170581E-01   1.60463206E-01   7.52838314E-04   5.04899748E-04   4.08824056E-13   9.06077530E-06   5.37305089E-05   2.29801637E-05  
  56               3.64395937E+00   8.07100849E+02   8.38172344E-01   1.60461171E-01   7.52835530E-04   5.04897881E-04   1.85311002E-12   9.06074191E-06   5.37303102E-05   2.29798719E-05  
  57               4.28884816E+00   8.47014626E+02   8.38174084E-01   1.60459416E-01   7.52837193E-04   5.04898997E-04   8.07557894E-12   9.06076266E-06   5.37304290E-05   2.29796196E-05  
  58               5.03862560E+00   8.88313958E+02   8.38175472E-01   1.60457980E-01   7.52838962E-04   5.04900184E-04   3.21461573E-11   9.06079047E-06   5.37305553E-05   2.29880054E-05  
  59               5.90673155E+00   9.30984921E+02   8.38176487E-01   1.60456789E-01   7.52837358E-04   5.04899108E-04   1.17524445E-10   9.06082746E-06   5.37304408E-05   2.30197919E-05  
  60               6.90731305E+00   9.74820001E+02   8.38176907E-01   1.60455732E-01   7.52837491E-04   5.04899198E-04   3.94568578E-10   9.06126719E-06   5.37304503E-05   2.31390059E-05  
  61               8.05895309E+00   1.01969698E+03   8.38176405E-01   1.60454678E-01   7.52842831E-04   5.04902778E-04   1.22080235E-09   9.06434804E-06   5.37308316E-05   2.35414065E-05  
  62               9.38477158E+00   1.06605686E+03   8.38175902E-01   1.60453640E-01   7.52862803E-04   5.04916149E-04   3.54112957E-09   9.08285107E-06   5.37322595E-05   2.42846472E-05  
  63               1.09099642E+01   1.11142444E+03   8.38176850E-01   1.60452588E-01   7.52860509E-04   5.04914290E-04   9.15985889E-09   9.18008152E-06   5.37321268E-05   2.42843504E-05  
  64               1.26630691E+01   1.15702007E+03   8.38177918E-01   1.60451089E-01   7.52855115E-04   5.04907509E-04   2.20028401E-08   9.60290287E-06   5.37320531E-05   2.42838778E-05  
  65               1.46773471E+01   1.20117983E+03   8.38178677E-01   1.60448918E-01   7.52823944E-04   5.04861605E-04   4.79601482E-08   1.10523370E-05   5.37323423E-05   2.42831534E-05  
  66               1.69958019E+01   1.24538013E+03   8.38178707E-01   1.60445649E-01   7.52624102E-04   5.04579268E-04   9.86002318E-08   1.46992237E-05   5.37335283E-05   2.42820311E-05  
  67               1.96718006E+01   1.28806892E+03   8.38178693E-01   1.60441514E-01   7.51622259E-04   5.03245970E-04   1.87508924E-07   2.10588741E-05   5.37357211E-05   2.42804945E-05  
  68               2.27615672E+01   1.33106546E+03   8.38182045E-01   1.60436856E-01   7.48132597E-04   4.98919254E-04   3.42457013E-07   2.99758159E-05   5.37377281E-05   2.42784517E-05  
  69               2.63257939E+01   1.37304026E+03   8.38191930E-01   1.60432687E-01   7.40319275E-04   4.90176951E-04   5.91355601E-07   4.05062797E-05   5.37380705E-05   2.42759695E-05  
  70               3.04314925E+01   1.41621666E+03   8.38207275E-01   1.60428320E-01   7.28447714E-04   4.77810526E-04   1.00120250E-06   5.32731601E-05   5.37370516E-05   2.42725831E-05  
  71               3.51757971E+01   1.45943621E+03   8.38224861E-01   1.60423723E-01   7.14681684E-04   4.63792491E-04   1.63785976E-06   6.73029446E-05   5.37354701E-05   2.42678699E-05  
  72               4.06612481E+01   1.50511287E+03   8.38245347E-01   1.60418279E-01   6.98390119E-04   4.47203027E-04   2.67229786E-06   8.38627827E-05   5.37332882E-05   2.42601384E-05  
  73               4.69660591E+01   1.55207272E+03   8.38266927E-01   1.60412267E-01   6.80617095E-04   4.29090725E-04   4.28315031E-06   1.01911631E-04   5.37295209E-05   2.42459419E-05  
  74               5.41319907E+01   1.60259364E+03   8.38290803E-01   1.60404968E-01   6.59911180E-04   4.07701522E-04   6.91506278E-06   1.23211586E-04   5.37222277E-05   2.42127084E-05  
  75               6.21486315E+01   1.65516465E+03   8.38299764E-01   1.60393988E-01   6.38208230E-04   3.84270863E-04   1.10436849E-05   1.46513842E-04   5.37062871E-05   2.41253033E-05  
  76               7.09754645E+01   1.71191609E+03   8.38313169E-01   1.60383713E-01   6.28491156E-04   3.54294048E-04   1.77953366E-05   1.76327964E-04   5.37061739E-05   2.31551439E-05  
  77               8.06041831E+01   1.77170752E+03   8.38338699E-01   1.60373144E-01   6.00674379E-04   3.25067701E-04   2.85264953E-05   2.05342992E-04   5.36910572E-05   2.31099805E-05  
  78               9.09300213E+01   1.82793022E+03   8.38346501E-01   1.60362429E-01   5.80075093E-04   2.99608490E-04   4.30616465E-05   2.30560913E-04   5.36228535E-05   2.30121113E-05  
  79               1.01792355E+02   1.88355640E+03   8.38329066E-01   1.60349253E-01   5.69701272E-04   2.73637647E-04   6.31778895E-05   2.56247740E-04   5.35410998E-05   2.27611162E-05  
  80               1.12862347E+02   1.93396693E+03   8.38271136E-01   1.60333080E-01   5.78837690E-04   2.48886338E-04   8.74717953E-05   2.80709774E-04   5.34216367E-05   2.23002129E-05  
  81               1.23624667E+02   1.98069437E+03   8.38204370E-01   1.60318369E-01   6.01048565E-04   2.24302631E-04   1.16553416E-04   3.05023084E-04   5.33129455E-05   2.17608025E-05  
  82               1.33665605E+02   2.02014921E+03   8.38191928E-01   1.60312260E-01   5.89433462E-04   2.12417912E-04   1.46693366E-04   3.16637505E-04   5.31830090E-05   2.17324501E-05  
  83               1.45052572E+02   2.06337907E+03   8.38159827E-01   1.60303133E-01   5.77426929E-04   2.00091497E-04   1.86906181E-04   3.28628591E-04   5.30406015E-05   2.16966032E-05  
  84               1.54899795E+02   2.09749139E+03   8.38136112E-01   1.60297563E-01   5.69250279E-04   1.91634652E-04   2.24324594E-04   3.36799597E-04   5.29027014E-05   2.16683127E-05  
  85               1.62767609E+02   2.12446149E+03   8.38113249E-01   1.60292839E-01   5.62928840E-04   1.85073963E-04   2.58201914E-04   3.43117825E-04   5.27989222E-05   2.16431020E-05  
  86               1.71988647E+02   2.15364899E+03   8.38083461E-01   1.60287678E-01   5.56967770E-04   1.78833392E-04   2.99050846E-04   3.49076531E-04   5.26652693E-05   2.16161637E-05  
  87               1.82733613E+02   2.18713073E+03   8.38043066E-01   1.60281293E-01   5.50331103E-04   1.71846267E-04   3.52395503E-04   3.55717308E-04   5.25165765E-05   2.15817291E-05  
  88               1.95176025E+02   2.22288515E+03   8.37960202E-01   1.60268195E-01   5.44239661E-04   1.65347668E-04   4.16985027E-04   3.61793786E-04   5.23312971E-05   2.15435396E-05  
  89               2.04888576E+02   2.25023943E+03   8.37914754E-01   1.60262384E-01   5.39725224E-04   1.60524319E-04   4.72726359E-04   3.66288434E-04   5.21934610E-05   2.15119429E-05  
  90               2.12214651E+02   2.26945862E+03   8.37879479E-01   1.60258153E-01   5.36995855E-04   1.57565084E-04   5.14926825E-04   3.69002381E-04   5.20831106E-05   2.14899842E-05  
  91               2.20969436E+02   2.29259446E+03   8.37833212E-01   1.60252686E-01   5.33629257E-04   1.53910387E-04   5.69998040E-04   3.72350280E-04   5.19578729E-05   2.14610818E-05  
  92               2.31383348E+02   2.31823196E+03   8.37774872E-01   1.60246051E-01   5.30444859E-04   1.50387364E-04   6.35746645E-04   3.75510654E-04   5.18014219E-05   2.14291333E-05  
  93               2.43713028E+02   2.34818768E+03   8.37695348E-01   1.60237754E-01   5.31435472E-04   1.45393836E-04   7.20321417E-04   3.80090715E-04   5.16271082E-05   2.14045448E-05  
  94               2.58246939E+02   2.38103641E+03   8.37605904E-01   1.60228551E-01   5.28203966E-04   1.41525577E-04   8.22099583E-04   3.83438319E-04   5.14103874E-05   2.13597059E-05  
  95               2.75309278E+02   2.41837102E+03   8.37491574E-01   1.60217086E-01   5.24760921E-04   1.37329991E-04   9.51236504E-04   3.87000595E-04   5.11618378E-05   2.13046114E-05  
  96               2.95263050E+02   2.45884767E+03   8.37351936E-01   1.60203615E-01   5.21752918E-04   1.33461158E-04   1.10723396E-03   3.90121677E-04   5.08670358E-05   2.12426094E-05  
  97               3.18520126E+02   2.50363859E+03   8.37176650E-01   1.60187086E-01   5.18851788E-04   1.29551930E-04   1.30182549E-03   3.93132143E-04   5.05291851E-05   2.11689542E-05  
  98               3.45555063E+02   2.55173230E+03   8.36963216E-01   1.60167483E-01   5.16507830E-04   1.26043408E-04   1.53706334E-03   3.95578911E-04   5.01365523E-05   2.10860103E-05  
  99               3.76933298E+02   2.60363767E+03   8.36701336E-01   1.60143866E-01   5.14635355E-04   1.22807158E-04   1.82427657E-03   3.97552985E-04   4.96869578E-05   2.09911083E-05  
  100              4.13324478E+02   2.65916795E+03   8.36382861E-01   1.60115586E-01   5.13382135E-04   1.19950735E-04   2.17210912E-03   3.98913714E-04   4.91731323E-05   2.08840700E-05  
  101              4.55552801E+02   2.71767298E+03   8.36003078E-01   1.60082348E-01   5.13015794E-04   1.17700993E-04   2.58528724E-03   3.99404180E-04   4.85841276E-05   2.07669561E-05  
