# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              N2               NH3              H2S              H2O(s)          
  26               3.09030995E-02   1.21428722E+02   8.38022886E-01   1.60454074E-01   7.78207651E-04   5.28956074E-04   4.05714742E-05   4.06565770E-05   2.29785445E-05   1.05469122E-12  
  27               3.60223996E-02   1.27286005E+02   8.38112762E-01   1.60471283E-01   7.78289721E-04   5.29011857E-04   4.05757529E-05   4.06608646E-05   2.29810089E-05   1.01225831E-11  
  28               4.19701018E-02   1.34017850E+02   8.38112771E-01   1.60471284E-01   7.78283375E-04   5.29007544E-04   4.05754221E-05   4.06605331E-05   2.29810092E-05   6.91760695E-11  
  29               4.88808464E-02   1.40561450E+02   8.38112884E-01   1.60471306E-01   7.78208022E-04   5.28956325E-04   4.05714935E-05   4.06565963E-05   2.29810123E-05   5.30993453E-10  
  30               5.69111467E-02   1.47994281E+02   8.38112757E-01   1.60471282E-01   7.78291570E-04   5.29013114E-04   4.05758493E-05   4.06609612E-05   2.29810088E-05   2.92548237E-09  
  31               6.62431138E-02   1.55169972E+02   8.38112743E-01   1.60471279E-01   7.78292157E-04   5.29013513E-04   4.05758799E-05   4.06609919E-05   2.29810084E-05   1.82923397E-08  
  32               7.70888583E-02   1.63340928E+02   8.38112688E-01   1.60471269E-01   7.78292099E-04   5.29013473E-04   4.05758769E-05   4.06609888E-05   2.29810069E-05   8.33497408E-08  
  33               8.96956441E-02   1.71219287E+02   8.38112422E-01   1.60471218E-01   7.78292078E-04   5.29013459E-04   4.05758758E-05   4.06609878E-05   2.29809996E-05   4.00354112E-07  
  34               1.04350013E-01   1.79866635E+02   8.38111607E-01   1.60471062E-01   7.78292282E-04   5.29013598E-04   4.05758865E-05   4.06609984E-05   2.29809773E-05   1.37134094E-06  
  35               1.21381371E-01   1.87931321E+02   8.38108024E-01   1.60470375E-01   7.78293192E-04   5.29014216E-04   4.05759339E-05   4.06610460E-05   2.29808790E-05   5.63930234E-06  
  36               1.41162453E-01   1.97215636E+02   8.38098545E-01   1.60468561E-01   7.78297238E-04   5.29016966E-04   4.05761448E-05   4.06612573E-05   2.29806191E-05   1.69260990E-05  
  37               1.64113919E-01   2.06031995E+02   8.37960580E-01   1.60442145E-01   7.78309527E-04   5.29025319E-04   4.05767855E-05   4.06618994E-05   2.29768361E-05   1.81288880E-04  
  38               1.90740071E-01   2.15405841E+02   8.38112525E-01   1.60471237E-01   7.78447558E-04   5.29119141E-04   4.05839817E-05   4.06691107E-05   2.29810024E-05   0.00000000E+00  
  39               2.21631872E-01   2.24259883E+02   8.37629365E-01   1.60378728E-01   7.78438214E-04   5.29112790E-04   4.05834946E-05   4.06686225E-05   2.29677542E-05   5.75702665E-04  
  40               2.57478816E-01   2.33907430E+02   8.38111908E-01   1.60471119E-01   7.78859977E-04   5.29399466E-04   4.06054830E-05   4.06906570E-05   2.29809855E-05   0.00000000E+00  
  41               2.99096118E-01   2.43462810E+02   8.38112010E-01   1.60471139E-01   7.78791973E-04   5.29353243E-04   4.06019376E-05   4.06871042E-05   2.29809883E-05   0.00000000E+00  
  42               3.47422814E-01   2.54754636E+02   8.38112511E-01   1.60471235E-01   7.78457479E-04   5.29125884E-04   4.05844990E-05   4.06696290E-05   2.29810020E-05   0.00000000E+00  
  43               4.03498957E-01   2.67015852E+02   8.38111842E-01   1.60471106E-01   7.78904025E-04   5.29429406E-04   4.06077795E-05   4.06929583E-05   2.29809837E-05   0.00000000E+00  
  44               4.68553984E-01   2.79294247E+02   8.38111842E-01   1.60471107E-01   7.78903760E-04   5.29429226E-04   4.06077656E-05   4.06929444E-05   2.29809837E-05   0.00000000E+00  
  45               5.43984394E-01   2.92548149E+02   8.38111843E-01   1.60471107E-01   7.78903463E-04   5.29429024E-04   4.06077502E-05   4.06929289E-05   2.29809837E-05   0.00000000E+00  
  46               6.31391867E-01   3.05883319E+02   8.38111843E-01   1.60471107E-01   7.78903131E-04   5.29428798E-04   4.06077329E-05   4.06929116E-05   2.29809837E-05   0.00000000E+00  
  47               7.32605520E-01   3.20211579E+02   8.38111844E-01   1.60471107E-01   7.78902761E-04   5.29428547E-04   4.06077136E-05   4.06928922E-05   2.29809837E-05   0.00000000E+00  
  48               8.49698881E-01   3.34680298E+02   8.38111844E-01   1.60471107E-01   7.78902349E-04   5.29428267E-04   4.06076921E-05   4.06928707E-05   2.29809837E-05   0.00000000E+00  
  49               9.85087617E-01   3.50175437E+02   8.38111844E-01   1.60471107E-01   7.78901891E-04   5.29427955E-04   4.06076683E-05   4.06928468E-05   2.29809837E-05   0.00000000E+00  
  50               1.14161387E+00   3.65868143E+02   8.38111836E-01   1.60471105E-01   7.78901384E-04   5.29427611E-04   4.06076419E-05   4.06928203E-05   2.29809835E-05   0.00000000E+00  
  51               1.32247245E+00   3.82643666E+02   8.38111838E-01   1.60471105E-01   7.78900816E-04   5.29427225E-04   4.06076123E-05   4.06927906E-05   2.29809834E-05   0.00000000E+00  
  52               1.53115811E+00   3.99650074E+02   8.38111839E-01   1.60471105E-01   7.78900199E-04   5.29426805E-04   4.06075801E-05   4.06927584E-05   2.29809834E-05   0.00000000E+00  
  53               1.77146621E+00   4.17772303E+02   8.38111543E-01   1.60471048E-01   7.78899569E-04   5.29426377E-04   4.06075473E-05   4.06927255E-05   2.29809753E-05   0.00000000E+00  
  54               2.04783518E+00   4.36121899E+02   8.38111573E-01   1.60471019E-01   7.78898262E-04   5.29425489E-04   4.06074793E-05   4.06926573E-05   2.29809712E-05   0.00000000E+00  
  55               2.36536397E+00   4.55639629E+02   8.38111546E-01   1.60471013E-01   7.78904212E-04   5.29429533E-04   4.06077895E-05   4.06929681E-05   2.29809703E-05   0.00000000E+00  
  56               2.72950282E+00   4.75380708E+02   8.38111148E-01   1.60470951E-01   7.78903378E-04   5.29428966E-04   4.06077460E-05   4.06929245E-05   2.29809615E-05   0.00000000E+00  
  57               3.14605157E+00   4.96310848E+02   8.38110858E-01   1.60471241E-01   7.78903817E-04   5.29429265E-04   4.06077690E-05   4.06929475E-05   2.29810030E-05   0.00000000E+00  
  58               3.62126841E+00   5.17412269E+02   8.38108092E-01   1.60470699E-01   7.78902496E-04   5.29428367E-04   4.06077002E-05   4.06928785E-05   2.29809253E-05   0.00000000E+00  
  59               4.16334680E+00   5.39755899E+02   8.38108377E-01   1.60470411E-01   7.78904255E-04   5.29429563E-04   4.06077919E-05   4.06929704E-05   2.29808840E-05   0.00000000E+00  
  60               4.78160725E+00   5.62315534E+02   8.38108420E-01   1.60470374E-01   7.78900403E-04   5.29426944E-04   4.06075912E-05   4.06927692E-05   2.29808788E-05   0.00000000E+00  
  61               5.48560933E+00   5.86190607E+02   8.38108396E-01   1.60470288E-01   7.78961755E-04   5.29468646E-04   4.06107898E-05   4.06959745E-05   2.29808665E-05   0.00000000E+00  
  62               6.28491924E+00   6.10232241E+02   8.38108508E-01   1.60470180E-01   7.78960112E-04   5.29467529E-04   4.06107042E-05   4.06958886E-05   2.29808510E-05   0.00000000E+00  
  63               7.18898275E+00   6.35539375E+02   8.38108691E-01   1.60470000E-01   7.78958225E-04   5.29466247E-04   4.06106059E-05   4.06957901E-05   2.29808252E-05   0.00000000E+00  
  64               8.21067595E+00   6.60959952E+02   8.38108959E-01   1.60469735E-01   7.78956051E-04   5.29464769E-04   4.06104927E-05   4.06956765E-05   2.29807873E-05   0.00000000E+00  
  65               9.36570617E+00   6.87730947E+02   8.38109363E-01   1.60469336E-01   7.78953485E-04   5.29463025E-04   4.06103590E-05   4.06955425E-05   2.29807301E-05   0.00000000E+00  
  66               1.06695391E+01   7.14655907E+02   8.38109900E-01   1.60468802E-01   7.78950512E-04   5.29461004E-04   4.06102041E-05   4.06953872E-05   2.29806537E-05   0.00000000E+00  
  67               1.21375776E+01   7.42901375E+02   8.38110626E-01   1.60468078E-01   7.78946971E-04   5.29458597E-04   4.06100196E-05   4.06952023E-05   2.29805499E-05   0.00000000E+00  
  68               1.37855547E+01   7.71238324E+02   8.38111488E-01   1.60467208E-01   7.78942946E-04   5.29455861E-04   4.06098099E-05   4.06949920E-05   2.29804253E-05   0.00000000E+00  
  69               1.56343830E+01   8.00849123E+02   8.38112517E-01   1.60466148E-01   7.78938421E-04   5.29452785E-04   4.06095741E-05   4.06947556E-05   2.29802734E-05   0.00000000E+00  
  70               1.77151761E+01   8.30740772E+02   8.38113499E-01   1.60464968E-01   7.78933743E-04   5.29449606E-04   4.06093303E-05   4.06945113E-05   2.29801042E-05   0.00000000E+00  
  71               2.00580601E+01   8.62022825E+02   8.38114557E-01   1.60463658E-01   7.78929395E-04   5.29446651E-04   4.06091038E-05   4.06942842E-05   2.29799160E-05   0.00000000E+00  
  72               2.26895028E+01   8.93661488E+02   8.38115821E-01   1.60462385E-01   7.78928517E-04   5.29446054E-04   4.06090582E-05   4.06942384E-05   2.29797324E-05   0.00000000E+00  
  73               2.56311644E+01   9.26430127E+02   8.38117091E-01   1.60461089E-01   7.78927403E-04   5.29445296E-04   4.06090002E-05   4.06941802E-05   2.29865540E-05   0.00000000E+00  
  74               2.89013252E+01   9.59376413E+02   8.38118249E-01   1.60459868E-01   7.78921926E-04   5.29441574E-04   4.06087149E-05   4.06938941E-05   2.30030575E-05   0.00000000E+00  
  75               3.25281780E+01   9.93201659E+02   8.38119258E-01   1.60458682E-01   7.78917045E-04   5.29438256E-04   4.06084606E-05   4.06936392E-05   2.30453353E-05   0.00000000E+00  
  76               3.65568395E+01   1.02729879E+03   8.38119932E-01   1.60457571E-01   7.78913864E-04   5.29436094E-04   4.06082950E-05   4.06934731E-05   2.31474457E-05   0.00000000E+00  
  77               4.10275681E+01   1.06232449E+03   8.38119723E-01   1.60456397E-01   7.78914431E-04   5.29436476E-04   4.06083248E-05   4.06935028E-05   2.33861694E-05   0.00000000E+00  
  78               4.59733867E+01   1.09760189E+03   8.38118919E-01   1.60455359E-01   7.78931879E-04   5.29448318E-04   4.06092354E-05   4.06944151E-05   2.42849382E-05   0.00000000E+00  
  79               5.14257899E+01   1.13359594E+03   8.38119697E-01   1.60454535E-01   7.78926942E-04   5.29444847E-04   4.06089824E-05   4.06941613E-05   2.42847398E-05   0.00000000E+00  
  80               5.74253107E+01   1.16979009E+03   8.38120346E-01   1.60453780E-01   7.78922474E-04   5.29441173E-04   4.06087751E-05   4.06939525E-05   2.42845106E-05   0.00000000E+00  
  81               6.40140746E+01   1.20657091E+03   8.38120884E-01   1.60453052E-01   7.78917156E-04   5.29434447E-04   4.06086321E-05   4.06938047E-05   2.42842234E-05   0.00000000E+00  
  82               7.12710315E+01   1.24369833E+03   8.38121307E-01   1.60452346E-01   7.78903833E-04   5.29412079E-04   4.06085674E-05   4.06937202E-05   2.42838522E-05   0.00000000E+00  
  83               7.92682603E+01   1.28157423E+03   8.38121679E-01   1.60451622E-01   7.78854787E-04   5.29330195E-04   4.06085812E-05   4.06936525E-05   2.42833520E-05   0.00000000E+00  
  84               8.80641301E+01   1.31983148E+03   8.38122134E-01   1.60450893E-01   7.78687719E-04   5.29073861E-04   4.06086590E-05   4.06934127E-05   2.42826809E-05   0.00000000E+00  
  85               9.77047096E+01   1.35865779E+03   8.38122938E-01   1.60450158E-01   7.78242567E-04   5.28462789E-04   4.06088425E-05   4.06924454E-05   2.42817731E-05   0.00000000E+00  
  86               1.08229448E+02   1.39768435E+03   8.38124247E-01   1.60449425E-01   7.77377695E-04   5.27404034E-04   4.06095632E-05   4.06893145E-05   2.42805554E-05   0.00000000E+00  
  87               1.19705624E+02   1.43712010E+03   8.38126030E-01   1.60448634E-01   7.76068053E-04   5.25911273E-04   4.06120625E-05   4.06799919E-05   2.42788929E-05   0.00000000E+00  
  88               1.32211347E+02   1.47678834E+03   8.38128231E-01   1.60447752E-01   7.74318452E-04   5.23981444E-04   4.06193202E-05   4.06544339E-05   2.42765928E-05   0.00000000E+00  
  89               1.45859041E+02   1.51694176E+03   8.38130796E-01   1.60446718E-01   7.72079980E-04   5.21549180E-04   4.06376816E-05   4.05916769E-05   2.42732622E-05   0.00000000E+00  
  90               1.60721326E+02   1.55739839E+03   8.38133825E-01   1.60445556E-01   7.69424324E-04   5.18576396E-04   4.06776983E-05   4.04598952E-05   2.42639800E-05   0.00000000E+00  
  91               1.76833210E+02   1.59811287E+03   8.38136797E-01   1.60444100E-01   7.66053637E-04   5.15027145E-04   4.07508037E-05   4.02384627E-05   2.42596784E-05   0.00000000E+00  
  92               1.94206923E+02   1.63884574E+03   8.38140065E-01   1.60442581E-01   7.62826726E-04   5.10891158E-04   4.08493894E-05   3.99608135E-05   2.42219298E-05   0.00000000E+00  
  93               2.12797926E+02   1.67937702E+03   8.38127160E-01   1.60437624E-01   7.58328123E-04   5.06222996E-04   4.09586612E-05   3.97273872E-05   2.42158200E-05   0.00000000E+00  
  94               2.32619457E+02   1.71962426E+03   8.38112035E-01   1.60435464E-01   7.73445392E-04   5.00319136E-04   4.10217827E-05   3.95755482E-05   2.33788026E-05   0.00000000E+00  
  95               2.53730866E+02   1.75957453E+03   8.38114928E-01   1.60433180E-01   7.68055879E-04   4.94605943E-04   4.10382744E-05   3.95198934E-05   2.33837552E-05   0.00000000E+00  
  96               2.76168627E+02   1.79927962E+03   8.38117595E-01   1.60430782E-01   7.62372178E-04   4.88500471E-04   4.10123100E-05   3.95429243E-05   2.33856652E-05   0.00000000E+00  
  97               2.99903730E+02   1.83850000E+03   8.38118494E-01   1.60428121E-01   7.56815662E-04   4.82116316E-04   4.09450091E-05   3.96430055E-05   2.33801247E-05   0.00000000E+00  
  98               3.25512560E+02   1.87821799E+03   8.38115711E-01   1.60424898E-01   7.51820225E-04   4.75294758E-04   4.08426784E-05   3.98062186E-05   2.33607184E-05   0.00000000E+00  
  99               3.52433691E+02   1.91722526E+03   8.38107706E-01   1.60421181E-01   7.48706600E-04   4.68263992E-04   4.07037309E-05   4.00370293E-05   2.33160883E-05   0.00000000E+00  
  100              3.80303794E+02   1.95530529E+03   8.38090335E-01   1.60416487E-01   7.49167055E-04   4.60914670E-04   4.05416786E-05   4.03083420E-05   2.32287504E-05   0.00000000E+00  
  101              4.10449729E+02   1.99385986E+03   8.37996536E-01   1.60398453E-01   7.55782416E-04   4.52790396E-04   4.03392279E-05   4.06439424E-05   2.30707127E-05   0.00000000E+00  
