# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               CH4             
  56               1.70999757E+00   1.47267619E+03   8.38805548E-01   1.60276720E-01   8.77670117E-06   5.13462109E-04   2.74970990E-04   6.02461092E-05   7.19033858E-08   1.85779639E-05  
  57               1.92334788E+00   1.51260641E+03   8.38788565E-01   1.60272143E-01   1.34349919E-05   5.16436495E-04   2.75786870E-04   6.02465969E-05   1.94989606E-07   1.45136977E-05  
  58               2.15552192E+00   1.55275582E+03   8.38775064E-01   1.60271404E-01   2.01531474E-05   5.19600200E-04   2.84875588E-04   6.02688905E-05   3.29533667E-07   1.08880011E-05  
  59               2.40338327E+00   1.59458642E+03   8.38761792E-01   1.60268807E-01   3.01556619E-05   5.21979207E-04   2.86429666E-04   6.02717306E-05   1.36362041E-06   8.57562000E-06  
  60               2.66199370E+00   1.63885641E+03   8.38736361E-01   1.60265412E-01   4.53464478E-05   5.23969228E-04   2.90995664E-04   6.02780825E-05   5.37663262E-06   6.54746897E-06  
  61               2.90901646E+00   1.67855514E+03   8.38686533E-01   1.60259760E-01   6.41563079E-05   5.25478159E-04   3.04998729E-04   6.03016303E-05   1.53684739E-05   5.03939252E-06  
  62               3.12075447E+00   1.71008010E+03   8.38617610E-01   1.60252350E-01   8.34470380E-05   5.26521486E-04   3.28984352E-04   6.03348459E-05   3.06818161E-05   4.00283782E-06  
  63               3.33864793E+00   1.74127936E+03   8.38517632E-01   1.60245165E-01   1.07226414E-04   5.27500487E-04   3.77580417E-04   6.03793121E-05   6.53913254E-05   2.96723407E-06  
  64               3.51800867E+00   1.76529603E+03   8.38495922E-01   1.60242944E-01   1.29158875E-04   5.27824892E-04   3.79484118E-04   6.03942113E-05   6.53266304E-05   2.66532792E-06  
  65               3.65729271E+00   1.78374714E+03   8.38467941E-01   1.60239332E-01   1.48542532E-04   5.28018802E-04   3.79310359E-04   6.03909488E-05   6.52757797E-05   2.45725252E-06  
  66               3.81439066E+00   1.80330120E+03   8.38446986E-01   1.60237427E-01   1.71592197E-04   5.28197583E-04   3.79088399E-04   6.03879484E-05   6.52207080E-05   2.26646982E-06  
  67               3.99198136E+00   1.82519040E+03   8.38420203E-01   1.60235010E-01   2.00986900E-04   5.28380846E-04   3.78853308E-04   6.03838029E-05   6.51585456E-05   2.07263512E-06  
  68               4.19195981E+00   1.84834128E+03   8.38387885E-01   1.60232120E-01   2.36395702E-04   5.28530624E-04   3.78626836E-04   6.03752924E-05   6.50902159E-05   1.89721494E-06  
  69               4.33795931E+00   1.86516418E+03   8.38361299E-01   1.60229746E-01   2.65389740E-04   5.28662361E-04   3.78489576E-04   6.04207765E-05   6.50403164E-05   1.77974154E-06  
  70               4.43819854E+00   1.87595610E+03   8.38312220E-01   1.60222238E-01   2.85346292E-04   5.28695450E-04   3.78380601E-04   6.04140515E-05   6.50045899E-05   1.71332215E-06  
  71               4.55280734E+00   1.88865534E+03   8.38289066E-01   1.60220196E-01   3.10618723E-04   5.28761994E-04   3.78283701E-04   6.04095736E-05   6.49660047E-05   1.63577572E-06  
  72               4.68426863E+00   1.90224053E+03   8.38262649E-01   1.60217862E-01   3.39445443E-04   5.28825897E-04   3.78181953E-04   6.04050722E-05   6.49229282E-05   1.56278442E-06  
  73               4.83453875E+00   1.91803609E+03   8.38229166E-01   1.60214909E-01   3.75949131E-04   5.28896245E-04   3.78079392E-04   6.04003719E-05   6.48732765E-05   1.48019472E-06  
  74               5.00553641E+00   1.93488209E+03   8.38190490E-01   1.60211505E-01   4.18114679E-04   5.28959925E-04   3.77965426E-04   6.03956121E-05   6.48182055E-05   1.40296181E-06  
  75               5.19923145E+00   1.95406108E+03   8.38141867E-01   1.60207231E-01   4.71078632E-04   5.29026554E-04   3.77852218E-04   6.03904415E-05   6.47556071E-05   1.31910373E-06  
  76               5.41786406E+00   1.97434865E+03   8.38085335E-01   1.60202270E-01   5.32612017E-04   5.29083905E-04   3.77749434E-04   6.03848745E-05   6.46867188E-05   1.24199971E-06  
  77               5.66353245E+00   1.99702847E+03   8.38014758E-01   1.60196085E-01   6.09409646E-04   5.29140241E-04   3.77654474E-04   6.03784631E-05   6.46093636E-05   1.16116800E-06  
  78               5.94012595E+00   2.02091079E+03   8.37932198E-01   1.60188858E-01   6.99304705E-04   5.29184778E-04   3.77523892E-04   6.03709573E-05   6.45245065E-05   1.08812427E-06  
  79               6.25048167E+00   2.04732760E+03   8.37829152E-01   1.60179844E-01   8.11485970E-04   5.29224245E-04   3.77382720E-04   6.03622289E-05   6.44297077E-05   1.01347568E-06  
  80               6.59760430E+00   2.07487760E+03   8.37708463E-01   1.60169297E-01   9.42845210E-04   5.29249348E-04   3.77244474E-04   6.03518594E-05   6.43265097E-05   9.47316927E-07  
  81               6.98469023E+00   2.10491725E+03   8.37558808E-01   1.60156224E-01   1.10571181E-03   5.29264941E-04   3.77095579E-04   6.03399087E-05   6.42123144E-05   8.81397709E-07  
  82               7.41518369E+00   2.13594783E+03   8.37384079E-01   1.60140970E-01   1.29583746E-03   5.29263585E-04   3.76948324E-04   6.03258140E-05   6.40888921E-05   8.24184402E-07  
  83               7.89281564E+00   2.16936904E+03   8.37169115E-01   1.60122208E-01   1.52972691E-03   5.29248166E-04   3.76788813E-04   6.03096510E-05   6.39534165E-05   7.68301341E-07  
  84               8.42163681E+00   2.20360288E+03   8.36919544E-01   1.60100433E-01   1.80124602E-03   5.29213176E-04   3.76628534E-04   6.02907997E-05   6.38078930E-05   7.20742544E-07  
  85               9.00607547E+00   2.24010690E+03   8.36615209E-01   1.60073885E-01   2.13233065E-03   5.29159233E-04   3.76452876E-04   6.02692218E-05   6.36492045E-05   6.74941191E-07  
  86               9.65099573E+00   2.27721793E+03   8.36264736E-01   1.60043319E-01   2.51358682E-03   5.29082789E-04   3.76273262E-04   6.02443338E-05   6.34796471E-05   6.36762835E-07  
  87               1.03617816E+01   2.31643914E+03   8.35840044E-01   1.60006078E-01   2.97341630E-03   5.28980641E-04   3.76073621E-04   6.02157452E-05   6.32956382E-05   6.00453386E-07  
  88               1.11439626E+01   2.35603442E+03   8.35349869E-01   1.59963852E-01   3.49729878E-03   5.28865827E-04   3.82303079E-04   6.01845180E-05   6.31000900E-05   5.61318298E-07  
  89               1.20042055E+01   2.39756515E+03   8.34775985E-01   1.59913817E-01   4.12143809E-03   5.28708736E-04   3.82162880E-04   6.01476615E-05   6.28891855E-05   5.33885539E-07  
  90               1.29503222E+01   2.43932362E+03   8.34128662E-01   1.59857384E-01   4.82546405E-03   5.28522272E-04   3.81994000E-04   6.01059791E-05   6.26656005E-05   5.12254614E-07  
  91               1.39906058E+01   2.48286912E+03   8.33367109E-01   1.59790994E-01   5.65374631E-03   5.28298595E-04   3.81783649E-04   6.00586260E-05   6.24252124E-05   4.92197835E-07  
  92               1.51346708E+01   2.52653548E+03   8.32516738E-01   1.59716866E-01   6.57863354E-03   5.28041331E-04   3.81545424E-04   6.00054947E-05   6.21709891E-05   4.77100754E-07  
  93               1.63933393E+01   2.57182292E+03   8.31529924E-01   1.59630847E-01   7.65192822E-03   5.27739812E-04   3.81264145E-04   5.99453646E-05   6.18985675E-05   4.63485133E-07  
  94               1.77788391E+01   2.61721159E+03   8.30437652E-01   1.59535640E-01   8.83991530E-03   5.27399831E-04   3.80955504E-04   5.98782986E-05   6.16108808E-05   4.54081075E-07  
  95               1.93051509E+01   2.66399764E+03   8.29189984E-01   1.59426891E-01   1.01969129E-02   5.27009068E-04   3.80604090E-04   5.98027380E-05   6.13037285E-05   4.46254216E-07  
  96               2.09880199E+01   2.71097949E+03   8.27817931E-01   1.59307306E-01   1.16891772E-02   5.26573949E-04   3.80225500E-04   5.97187268E-05   6.09795174E-05   4.41962020E-07  
  97               2.28454503E+01   2.75906802E+03   8.26278479E-01   1.59173135E-01   1.33634916E-02   5.26083007E-04   3.79807820E-04   5.96245093E-05   6.06348285E-05   4.39538260E-07  
  98               2.48976840E+01   2.80757754E+03   8.24591460E-01   1.59026109E-01   1.51982714E-02   5.25540143E-04   3.79362734E-04   5.95196611E-05   6.02708483E-05   4.40022820E-07  
  99               2.71679301E+01   2.85673739E+03   8.22740968E-01   1.58864841E-01   1.72108099E-02   5.24940223E-04   3.78889155E-04   5.94026345E-05   5.98860878E-05   4.43009630E-07  
  100              2.96822359E+01   2.90679875E+03   8.20706732E-01   1.58687566E-01   1.94231443E-02   5.24276651E-04   3.78385058E-04   5.92713519E-05   5.94789041E-05   4.48134791E-07  
  101              3.24703685E+01   2.95691228E+03   8.18533702E-01   1.58498206E-01   2.17863663E-02   5.23559860E-04   3.77871611E-04   5.91252547E-05   5.90514730E-05   4.56705759E-07  
