# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                N2               NH3              CO              
  48               8.60517448E-01   3.80726847E+02   8.38117437E-01   1.60472170E-01   7.77285071E-04   5.27908184E-04   4.71873454E-28   4.46337869E-05   3.26507914E-05   4.21214285E-07  
  49               1.03873560E+00   4.00086850E+02   8.38117455E-01   1.60472152E-01   7.77284880E-04   5.27908054E-04   1.21307698E-26   4.46337761E-05   3.26507834E-05   4.21214181E-07  
  50               1.25201716E+00   4.19806128E+02   8.38117452E-01   1.60472151E-01   7.77287633E-04   5.27909924E-04   2.42304474E-25   4.46339343E-05   3.26508991E-05   4.21215674E-07  
  51               1.50614946E+00   4.44024064E+02   8.38117443E-01   1.60472147E-01   7.77287747E-04   5.27910002E-04   6.74736853E-24   4.46339410E-05   3.26509039E-05   4.21215736E-07  
  52               1.80754779E+00   4.68694099E+02   8.38117043E-01   1.60472074E-01   7.77287909E-04   5.27910112E-04   1.39732258E-22   4.46339506E-05   3.26509108E-05   4.21215825E-07  
  53               2.16444542E+00   4.95016475E+02   8.38113858E-01   1.60471809E-01   7.77289440E-04   5.27911152E-04   2.53897412E-21   4.46340387E-05   3.26509751E-05   4.21216655E-07  
  54               2.58633150E+00   5.21806012E+02   8.38114172E-01   1.60471503E-01   7.77285109E-04   5.27908210E-04   3.58011097E-20   4.46337902E-05   3.26507932E-05   4.21214309E-07  
  55               3.08401948E+00   5.50386240E+02   8.38114135E-01   1.60471413E-01   7.77356425E-04   5.27956646E-04   4.53294113E-19   4.46378856E-05   3.26537890E-05   4.21252956E-07  
  56               3.66929942E+00   5.79390093E+02   8.38114272E-01   1.60471276E-01   7.77356382E-04   5.27956617E-04   4.59245599E-18   4.46378834E-05   3.26537872E-05   4.21252934E-07  
  57               4.35660238E+00   6.10295514E+02   8.38114543E-01   1.60471006E-01   7.77356101E-04   5.27956427E-04   4.24883791E-17   4.46378676E-05   3.26537755E-05   4.21252783E-07  
  58               5.16197914E+00   6.41606684E+02   8.38115001E-01   1.60470548E-01   7.77355432E-04   5.27955973E-04   3.23840286E-16   4.46378296E-05   3.26537475E-05   4.21252422E-07  
  59               6.10312614E+00   6.74921098E+02   8.38115768E-01   1.60469783E-01   7.77354133E-04   5.27955091E-04   2.28470066E-15   4.46377554E-05   3.26536930E-05   4.21251719E-07  
  60               7.19842432E+00   7.08497730E+02   8.38116842E-01   1.60468710E-01   7.77352184E-04   5.27953767E-04   1.35322658E-14   4.46376439E-05   3.26536112E-05   4.21250665E-07  
  61               8.47060476E+00   7.44123712E+02   8.38118311E-01   1.60467235E-01   7.77349334E-04   5.27951832E-04   7.49433777E-14   4.46374807E-05   3.26534916E-05   4.21249123E-07  
  62               9.94863427E+00   7.80014510E+02   8.38119967E-01   1.60465542E-01   7.77345920E-04   5.27949513E-04   3.57331713E-13   4.46372852E-05   3.26533482E-05   4.21247280E-07  
  63               1.16662756E+01   8.18228549E+02   8.38121725E-01   1.60463570E-01   7.77342162E-04   5.27946961E-04   1.62119811E-12   4.46370700E-05   3.26531905E-05   4.21245306E-07  
  64               1.36577193E+01   8.56661133E+02   8.38123392E-01   1.60461652E-01   7.77339691E-04   5.27945284E-04   6.44701992E-12   4.46369288E-05   3.26530868E-05   4.21244565E-07  
  65               1.59569583E+01   8.97413189E+02   8.38125262E-01   1.60459754E-01   7.77344652E-04   5.27948653E-04   2.44859006E-11   4.46372143E-05   3.26532953E-05   4.21252512E-07  
  66               1.86095613E+01   9.38206713E+02   8.38126851E-01   1.60458095E-01   7.77341596E-04   5.27946578E-04   8.25516380E-11   4.46370396E-05   3.26531671E-05   4.21294317E-07  
  67               2.16606917E+01   9.81425758E+02   8.38128198E-01   1.60456502E-01   7.77339445E-04   5.27945118E-04   2.67931144E-10   4.46369169E-05   3.26530769E-05   4.21601686E-07  
  68               2.51550575E+01   1.02437607E+03   8.38128812E-01   1.60455117E-01   7.77340475E-04   5.27945817E-04   7.78894589E-10   4.46369769E-05   3.26531203E-05   4.23605014E-07  
  69               2.91330642E+01   1.06958369E+03   8.38128609E-01   1.60453742E-01   7.77351322E-04   5.27953178E-04   2.18326309E-09   4.46376010E-05   3.26535763E-05   4.34499905E-07  
  70               3.36466518E+01   1.11410920E+03   8.38128375E-01   1.60452654E-01   7.77363924E-04   5.27961669E-04   5.52775361E-09   4.46383294E-05   3.26541086E-05   4.84109612E-07  
  71               3.87847781E+01   1.16120543E+03   8.38129185E-01   1.60451660E-01   7.77362763E-04   5.27960239E-04   1.36678713E-08   4.46383003E-05   3.26540865E-05   6.55665717E-07  
  72               4.46380849E+01   1.20776789E+03   8.38129689E-01   1.60450725E-01   7.77358742E-04   5.27952298E-04   3.10677634E-08   4.46383887E-05   3.26541486E-05   1.07138768E-06  
  73               5.12948306E+01   1.25036348E+03   8.38129866E-01   1.60449940E-01   7.77324909E-04   5.27896977E-04   6.18538096E-08   4.46385966E-05   3.26542868E-05   1.72205708E-06  
  74               5.88285150E+01   1.29459679E+03   8.38130116E-01   1.60449011E-01   7.77154452E-04   5.27645629E-04   1.20474459E-07   4.46388464E-05   3.26543997E-05   2.74169366E-06  
  75               6.73251094E+01   1.33689425E+03   8.38130890E-01   1.60448171E-01   7.76557757E-04   5.26854011E-04   2.17485247E-07   4.46390712E-05   3.26542419E-05   4.06787409E-06  
  76               7.69304693E+01   1.38228326E+03   8.38132840E-01   1.60447164E-01   7.75113759E-04   5.25134678E-04   3.94467358E-07   4.46392759E-05   3.26530363E-05   6.06440806E-06  
  77               8.77931545E+01   1.42693704E+03   8.38135749E-01   1.60446150E-01   7.72842612E-04   5.22643240E-04   6.80177411E-07   4.46400717E-05   3.26483163E-05   8.58870063E-06  
  78               1.00058026E+02   1.47545721E+03   8.38140045E-01   1.60444721E-01   7.69378061E-04   5.18947500E-04   1.18727851E-06   4.46434860E-05   3.26312285E-05   1.22857786E-05  
  79               1.13813499E+02   1.52392411E+03   8.38145190E-01   1.60443036E-01   7.64997692E-04   5.14321164E-04   1.99379278E-06   4.46554045E-05   3.25771562E-05   1.68856077E-05  
  80               1.29089683E+02   1.57669886E+03   8.38152204E-01   1.60440613E-01   7.58760589E-04   5.07715144E-04   3.39229922E-06   4.46923932E-05   3.24218387E-05   2.34469937E-05  
  81               1.45960168E+02   1.63000171E+03   8.38159816E-01   1.60437587E-01   7.51160627E-04   4.99583526E-04   5.59572497E-06   4.47710974E-05   3.21403609E-05   3.15115511E-05  
  82               1.64471531E+02   1.68276722E+03   8.38151553E-01   1.60431104E-01   7.42938931E-04   4.90235717E-04   8.88175874E-06   4.48639314E-05   3.18775223E-05   4.07575776E-05  
  83               1.84609297E+02   1.73549811E+03   8.38142192E-01   1.60426848E-01   7.52018857E-04   4.78520046E-04   1.36865907E-05   4.49287428E-05   3.17202163E-05   5.23491399E-05  
  84               2.06435014E+02   1.78732589E+03   8.38149756E-01   1.60422553E-01   7.41207478E-04   4.67156568E-04   2.03803718E-05   4.49116001E-05   3.17109211E-05   6.35549064E-05  
  85               2.30066373E+02   1.83913331E+03   8.38154131E-01   1.60417661E-01   7.30494171E-04   4.55026492E-04   2.96378722E-05   4.48444032E-05   3.17891843E-05   7.54826457E-05  
  86               2.55512353E+02   1.88997676E+03   8.38149271E-01   1.60411691E-01   7.22055163E-04   4.42628677E-04   4.18796259E-05   4.47137928E-05   3.19831801E-05   8.76299134E-05  
  87               2.82589346E+02   1.94017142E+03   8.38129858E-01   1.60404187E-01   7.19274511E-04   4.29476164E-04   5.78235323E-05   4.45462364E-05   3.22390882E-05   1.00476531E-04  
  88               3.10765674E+02   1.98809253E+03   8.38078034E-01   1.60392840E-01   7.27472480E-04   4.15629361E-04   7.73714883E-05   4.43340421E-05   3.25751301E-05   1.13966189E-04  
  89               3.42080578E+02   2.03776872E+03   8.37976224E-01   1.60378089E-01   7.72794747E-04   3.96283767E-04   1.03048541E-04   4.40860598E-05   3.29722341E-05   1.32891643E-04  
  90               3.74353391E+02   2.08488156E+03   8.37962202E-01   1.60372323E-01   7.62101999E-04   3.85121598E-04   1.33351261E-04   4.38013759E-05   3.34361821E-05   1.43595965E-04  
  91               4.06449887E+02   2.12888487E+03   8.37942869E-01   1.60366577E-01   7.52546582E-04   3.75064187E-04   1.67806397E-04   4.35120852E-05   3.39053884E-05   1.53159936E-04  
  92               4.43103611E+02   2.17549278E+03   8.37902965E-01   1.60357911E-01   7.43154084E-04   3.65070308E-04   2.11632195E-04   4.31649558E-05   3.44709373E-05   1.62549167E-04  
  93               4.76478972E+02   2.21541146E+03   8.37871780E-01   1.60352052E-01   7.35614583E-04   3.56940744E-04   2.56007378E-04   4.28466089E-05   3.49891867E-05   1.70100678E-04  
  94               5.04457515E+02   2.24698539E+03   8.37842054E-01   1.60347132E-01   7.30084199E-04   3.50892353E-04   2.95993562E-04   4.25742168E-05   3.54341477E-05   1.75645600E-04  
  95               5.37194440E+02   2.28230838E+03   8.37803125E-01   1.60341278E-01   7.24240013E-04   3.44407525E-04   3.46392938E-04   4.22568366E-05   3.59504060E-05   1.81515535E-04  
  96               5.75395039E+02   2.32117316E+03   8.37750784E-01   1.60334043E-01   7.18358733E-04   3.37747681E-04   4.09231563E-04   4.18829825E-05   3.65595119E-05   1.87431575E-04  
  97               6.19991245E+02   2.36396404E+03   8.37648743E-01   1.60319757E-01   7.16872904E-04   3.30130866E-04   4.88214499E-04   4.14484003E-05   3.72649432E-05   1.94140772E-04  
  98               6.58140460E+02   2.39847235E+03   8.37587855E-01   1.60312823E-01   7.12683197E-04   3.24980851E-04   5.59972759E-04   4.10780480E-05   3.78679060E-05   1.98497612E-04  
  99               6.89461456E+02   2.42556199E+03   8.37534842E-01   1.60306930E-01   7.09672476E-04   3.21175075E-04   6.21687734E-04   4.07754101E-05   3.83603072E-05   2.01635722E-04  
  100              7.26878873E+02   2.45665620E+03   8.37467922E-01   1.60299752E-01   7.06483009E-04   3.17026136E-04   6.98739250E-04   4.04175345E-05   3.89413204E-05   2.04967878E-04  
  101              7.71359547E+02   2.49168693E+03   8.37384396E-01   1.60291153E-01   7.03329192E-04   3.12728782E-04   7.93743236E-04   3.99934481E-05   3.96315629E-05   2.08278176E-04  
