# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CO               CH4              H                N2               H2S             
  21               6.20667423E-03   2.29944867E+02   8.38358583E-01   1.60518341E-01   5.30733987E-04   2.06781721E-04   2.95871279E-04   1.37480494E-46   5.91667991E-05   2.29899512E-05  
  22               7.21574545E-03   2.37548528E+02   8.38358583E-01   1.60518341E-01   5.30734189E-04   2.06781799E-04   2.95871392E-04   4.86870514E-45   5.91668218E-05   2.29899512E-05  
  23               8.38148972E-03   2.44400934E+02   8.38358583E-01   1.60518341E-01   5.30734403E-04   2.06781883E-04   2.95871511E-04   9.91884516E-44   5.91668457E-05   2.29899512E-05  
  24               9.72857702E-03   2.51835723E+02   8.38358582E-01   1.60518341E-01   5.30734620E-04   2.06781967E-04   2.95871632E-04   2.17472894E-42   5.91668700E-05   2.29899512E-05  
  25               1.12850780E-02   2.58759697E+02   8.38358582E-01   1.60518341E-01   5.30734889E-04   2.06782072E-04   2.95871782E-04   3.26155107E-41   5.91669001E-05   2.29899512E-05  
  26               1.30831085E-02   2.66472182E+02   8.38358581E-01   1.60518341E-01   5.30735152E-04   2.06782175E-04   2.95871929E-04   5.66920369E-40   5.91669296E-05   2.29899512E-05  
  27               1.51595322E-02   2.73773883E+02   8.38358581E-01   1.60518341E-01   5.30735422E-04   2.06782280E-04   2.95872080E-04   7.24732861E-39   5.91669599E-05   2.29899512E-05  
  28               1.75567194E-02   2.81884829E+02   8.38358580E-01   1.60518341E-01   5.30735689E-04   2.06782384E-04   2.95872229E-04   1.05743596E-37   5.91669898E-05   2.29899511E-05  
  29               2.03232565E-02   2.89610608E+02   8.38358580E-01   1.60518341E-01   5.30735973E-04   2.06782494E-04   2.95872386E-04   1.17381892E-36   5.91670215E-05   2.29899511E-05  
  30               2.35152629E-02   2.98137254E+02   8.38358579E-01   1.60518341E-01   5.30736280E-04   2.06782614E-04   2.95872558E-04   1.45266314E-35   5.91670560E-05   2.29899511E-05  
  31               2.71970974E-02   3.06315843E+02   8.38358579E-01   1.60518340E-01   5.30736614E-04   2.06782744E-04   2.95872744E-04   1.41373916E-34   5.91670933E-05   2.29899511E-05  
  32               3.14428215E-02   3.15327578E+02   8.38358578E-01   1.60518340E-01   5.30736975E-04   2.06782885E-04   2.95872945E-04   1.51898307E-33   5.91671338E-05   2.29899511E-05  
  33               3.63363160E-02   3.24139930E+02   8.38358578E-01   1.60518340E-01   5.30737370E-04   2.06783039E-04   2.95873166E-04   1.35651636E-32   5.91671781E-05   2.29899510E-05  
  34               4.19720689E-02   3.34046999E+02   8.38358576E-01   1.60518339E-01   5.30737792E-04   2.06783204E-04   2.95873401E-04   1.39257462E-31   5.91672253E-05   2.29899509E-05  
  35               4.84554715E-02   3.44065875E+02   8.38358576E-01   1.60518338E-01   5.30738264E-04   2.06783387E-04   2.95873664E-04   1.27736151E-30   5.91672781E-05   2.29899508E-05  
  36               5.59067659E-02   3.55370869E+02   8.38358572E-01   1.60518335E-01   5.30738752E-04   2.06783577E-04   2.95873936E-04   1.34753202E-29   5.91673328E-05   2.29899504E-05  
  37               6.44641627E-02   3.66885140E+02   8.38358575E-01   1.60518331E-01   5.30739342E-04   2.06783807E-04   2.95874265E-04   1.27630356E-28   5.91673989E-05   2.29899498E-05  
  38               7.42816183E-02   3.79896812E+02   8.38358344E-01   1.60518278E-01   5.30739766E-04   2.06783973E-04   2.95874501E-04   1.38163968E-27   5.91674465E-05   2.29899422E-05  
  39               8.55247249E-02   3.93701860E+02   8.38358377E-01   1.60518238E-01   5.30743579E-04   2.06785458E-04   2.95876627E-04   1.45673564E-26   5.91678719E-05   2.29899364E-05  
  40               9.83554037E-02   4.10838044E+02   8.38358423E-01   1.60518190E-01   5.30744187E-04   2.06785695E-04   2.95876966E-04   2.20231048E-25   5.91679400E-05   2.29899295E-05  
  41               1.12951406E-01   4.28024311E+02   8.38358525E-01   1.60518083E-01   5.30744753E-04   2.06785916E-04   2.95877281E-04   2.68817644E-24   5.91680035E-05   2.29899143E-05  
  42               1.29550020E-01   4.46272417E+02   8.38358696E-01   1.60517836E-01   5.30745178E-04   2.06786081E-04   2.95877518E-04   3.10244172E-23   5.91680513E-05   2.29898788E-05  
  43               1.48415564E-01   4.64572996E+02   8.38355928E-01   1.60516815E-01   5.30743882E-04   2.06785576E-04   2.95876795E-04   2.96277509E-22   5.91679073E-05   2.29897326E-05  
  44               1.69831724E-01   4.84027949E+02   8.38356748E-01   1.60515901E-01   5.30789553E-04   2.06803371E-04   2.95902256E-04   2.70667573E-21   5.91729992E-05   2.29896017E-05  
  45               1.94103683E-01   5.03497132E+02   8.38358154E-01   1.60514497E-01   5.30788733E-04   2.06803051E-04   2.95901799E-04   2.08001673E-20   5.91729084E-05   2.29894006E-05  
  46               2.21574359E-01   5.24185768E+02   8.38360274E-01   1.60512381E-01   5.30786514E-04   2.06802187E-04   2.95900562E-04   1.53920164E-19   5.91726616E-05   2.29890976E-05  
  47               2.52662119E-01   5.44875207E+02   8.38362821E-01   1.60509840E-01   5.30783734E-04   2.06801104E-04   2.95899012E-04   9.75163808E-19   5.91723524E-05   2.29887337E-05  
  48               2.87826596E-01   5.66901987E+02   8.38365753E-01   1.60506916E-01   5.30780422E-04   2.06799814E-04   2.95897166E-04   6.00656090E-18   5.91719839E-05   2.29883149E-05  
  49               3.27561021E-01   5.88908723E+02   8.38368523E-01   1.60504152E-01   5.30777488E-04   2.06798670E-04   2.95895530E-04   3.21377743E-17   5.91716575E-05   2.29879190E-05  
  50               3.72393239E-01   6.12327010E+02   8.38371180E-01   1.60501501E-01   5.30774869E-04   2.06797650E-04   2.95894070E-04   1.67845393E-16   5.91713664E-05   2.29875393E-05  
  51               4.22895660E-01   6.35658091E+02   8.38373374E-01   1.60499310E-01   5.30773164E-04   2.06796986E-04   2.95893120E-04   7.69261863E-16   5.91711773E-05   2.29872256E-05  
  52               4.79804874E-01   6.60510378E+02   8.38375309E-01   1.60497376E-01   5.30772080E-04   2.06796564E-04   2.95892515E-04   3.46166027E-15   5.91710575E-05   2.29869485E-05  
  53               5.43931882E-01   6.85278878E+02   8.38376816E-01   1.60495863E-01   5.30771990E-04   2.06796529E-04   2.95892465E-04   1.38577860E-14   5.91710488E-05   2.29867318E-05  
  54               6.16110982E-01   7.11684047E+02   8.38378094E-01   1.60494562E-01   5.30772711E-04   2.06796810E-04   2.95892867E-04   5.47102531E-14   5.91711306E-05   2.29865454E-05  
  55               6.97200329E-01   7.37905641E+02   8.38379026E-01   1.60493559E-01   5.30774562E-04   2.06797531E-04   2.95893899E-04   1.93456210E-13   5.91713388E-05   2.29864018E-05  
  56               7.88083436E-01   7.65799760E+02   8.38379699E-01   1.60492678E-01   5.30780341E-04   2.06799783E-04   2.95897120E-04   6.74853183E-13   5.91719851E-05   2.29862753E-05  
  57               8.89882729E-01   7.93400567E+02   8.38380141E-01   1.60491991E-01   5.30784179E-04   2.06801279E-04   2.95899260E-04   2.12362561E-12   5.91724154E-05   2.29861765E-05  
  58               1.00400635E+00   8.22851010E+02   8.38380692E-01   1.60491416E-01   5.30790794E-04   2.06803857E-04   2.95902948E-04   6.63552806E-12   5.91731555E-05   2.29860933E-05  
  59               1.13187856E+00   8.51968377E+02   8.38381119E-01   1.60490951E-01   5.30795074E-04   2.06805525E-04   2.95905334E-04   1.88763326E-11   5.91736356E-05   2.29925930E-05  
  60               1.27491106E+00   8.83043512E+02   8.38381494E-01   1.60490477E-01   5.30799737E-04   2.06807348E-04   2.95907933E-04   5.34426073E-11   5.91741586E-05   2.30124335E-05  
  61               1.43450666E+00   9.13577907E+02   8.38381729E-01   1.60489975E-01   5.30805134E-04   2.06809474E-04   2.95910942E-04   1.38186442E-10   5.91747634E-05   2.30674741E-05  
  62               1.61210107E+00   9.46108071E+02   8.38381773E-01   1.60489229E-01   5.30812192E-04   2.06812331E-04   2.95914876E-04   3.55787661E-10   5.91755537E-05   2.32276250E-05  
  63               1.80961472E+00   9.77902118E+02   8.38381428E-01   1.60488108E-01   5.30832222E-04   2.06820593E-04   2.95926042E-04   8.40607016E-10   5.91777902E-05   2.36213542E-05  
  64               2.02934671E+00   1.01185946E+03   8.38381903E-01   1.60486318E-01   5.30834210E-04   2.06823177E-04   2.95927144E-04   1.98609985E-09   5.91780162E-05   2.42896219E-05  
  65               2.27373593E+00   1.04503670E+03   8.38384581E-01   1.60483650E-01   5.30834347E-04   2.06830211E-04   2.95927171E-04   4.34275517E-09   5.91780418E-05   2.42891341E-05  
  66               2.54530515E+00   1.08047313E+03   8.38389257E-01   1.60478966E-01   5.30830721E-04   2.06853808E-04   2.95924822E-04   9.50896240E-09   5.91776850E-05   2.42882761E-05  
  67               2.84669588E+00   1.11501485E+03   8.38396058E-01   1.60472098E-01   5.30821800E-04   2.06937673E-04   2.95917741E-04   1.93845484E-08   5.91769753E-05   2.42870037E-05  
  68               3.18078871E+00   1.15186029E+03   8.38406518E-01   1.60461401E-01   5.30796463E-04   2.07212054E-04   2.95891853E-04   3.95791669E-08   5.91757136E-05   2.42849916E-05  
  69               3.55117937E+00   1.18772700E+03   8.38419358E-01   1.60447858E-01   5.30711095E-04   2.08070745E-04   2.95781651E-04   7.57069448E-08   5.91744203E-05   2.42823583E-05  
  70               3.96246762E+00   1.22611026E+03   8.38435719E-01   1.60429780E-01   5.30364704E-04   2.10532573E-04   2.95299577E-04   1.45489705E-07   5.91733789E-05   2.42786771E-05  
  71               4.42070377E+00   1.26360039E+03   8.38452012E-01   1.60410265E-01   5.28956930E-04   2.17016730E-04   2.93296926E-04   2.64010362E-07   5.91739750E-05   2.42743682E-05  
  72               4.93544752E+00   1.30425690E+03   8.38471172E-01   1.60387880E-01   5.24073110E-04   2.31743265E-04   2.86406780E-04   4.85306249E-07   5.91757936E-05   2.42688070E-05  
  73               5.52346871E+00   1.34486166E+03   8.38495795E-01   1.60367947E-01   5.10692441E-04   2.58050307E-04   2.68341636E-04   8.55794794E-07   5.91765424E-05   2.42625732E-05  
  74               6.20800709E+00   1.39029857E+03   8.38536269E-01   1.60349702E-01   4.83744108E-04   2.95317123E-04   2.34962774E-04   1.55433601E-06   5.91740298E-05   2.42539628E-05  
  75               7.01185193E+00   1.43616704E+03   8.38582424E-01   1.60336396E-01   4.49079867E-04   3.33160774E-04   1.97468235E-04   2.71869832E-06   5.91707967E-05   2.42406919E-05  
  76               7.95288319E+00   1.48207748E+03   8.38621477E-01   1.60325880E-01   4.17683072E-04   3.65113280E-04   1.65564206E-04   4.57165191E-06   5.91682553E-05   2.42127432E-05  
  77               9.04201781E+00   1.52993565E+03   8.38652286E-01   1.60316381E-01   3.90959669E-04   3.92694773E-04   1.37941868E-04   7.58694359E-06   5.91668539E-05   2.41345010E-05  
  78               1.02792450E+01   1.57852121E+03   8.38660524E-01   1.60305619E-01   3.70556223E-04   4.15793019E-04   1.14803708E-04   1.22658581E-05   5.91686092E-05   2.39033438E-05  
  79               1.16382360E+01   1.62938025E+03   8.38665412E-01   1.60297309E-01   3.66678581E-04   4.39102006E-04   9.14138300E-05   1.96972805E-05   5.91912661E-05   2.23790542E-05  
  80               1.30801391E+01   1.68101715E+03   8.38671973E-01   1.60290394E-01   3.52047141E-04   4.55880775E-04   7.45748432E-05   3.09803525E-05   5.91896086E-05   2.22945058E-05  
  81               1.45301937E+01   1.72887449E+03   8.38658606E-01   1.60283124E-01   3.46349654E-04   4.69024320E-04   6.13667399E-05   4.59600934E-05   5.91927897E-05   2.21025288E-05  
  82               1.58589724E+01   1.76921268E+03   8.38622331E-01   1.60275121E-01   3.52702586E-04   4.79174031E-04   5.11612183E-05   6.29457963E-05   5.91965237E-05   2.17545188E-05  
  83               1.72521295E+01   1.80897418E+03   8.38549923E-01   1.60263866E-01   3.74838885E-04   4.88870676E-04   4.14069093E-05   8.45961682E-05   5.92015150E-05   2.12059677E-05  
  84               1.84813048E+01   1.84173436E+03   8.38472782E-01   1.60255168E-01   4.10467129E-04   4.96541207E-04   3.37007063E-05   1.06798506E-04   5.92177189E-05   2.06299842E-05  
  85               1.95371465E+01   1.86874861E+03   8.38456494E-01   1.60252505E-01   4.07589973E-04   4.99405508E-04   3.08037181E-05   1.28611525E-04   5.91970173E-05   2.06279547E-05  
  86               2.07031380E+01   1.89698880E+03   8.38435464E-01   1.60249548E-01   4.04962356E-04   5.01998526E-04   2.81724839E-05   1.55203139E-04   5.91775119E-05   2.06239266E-05  
  87               2.19908030E+01   1.92693005E+03   8.38397578E-01   1.60244088E-01   4.02503077E-04   5.04406212E-04   2.57143554E-05   1.88237486E-04   5.91557021E-05   2.06162732E-05  
  88               2.30698101E+01   1.95077528E+03   8.38371977E-01   1.60241135E-01   4.00789869E-04   5.06085912E-04   2.39975534E-05   2.18471246E-04   5.91452394E-05   2.06080696E-05  
  89               2.39282889E+01   1.96928244E+03   8.38349501E-01   1.60238659E-01   3.99567485E-04   5.07281509E-04   2.27719370E-05   2.44626865E-04   5.91288375E-05   2.05998846E-05  
  90               2.48907779E+01   1.98920027E+03   8.38322611E-01   1.60235813E-01   3.98376554E-04   5.08443436E-04   2.15758249E-05   2.75527407E-04   5.91122302E-05   2.05895156E-05  
  91               2.59648120E+01   2.01084548E+03   8.38289958E-01   1.60232465E-01   3.97186480E-04   5.09602670E-04   2.03775455E-05   3.12684583E-04   5.90936378E-05   2.05759515E-05  
  92               2.71668610E+01   2.03404962E+03   8.38220916E-01   1.60222864E-01   3.96030771E-04   5.10695112E-04   1.92218023E-05   3.56865148E-04   5.90698052E-05   2.05581996E-05  
  93               2.85231471E+01   2.05940640E+03   8.38172641E-01   1.60218205E-01   3.94901343E-04   5.11794667E-04   1.80705935E-05   4.10870130E-04   5.90430583E-05   2.05361742E-05  
  94               2.95272252E+01   2.07745818E+03   8.38134629E-01   1.60214589E-01   3.94200001E-04   5.12499043E-04   1.73274253E-05   4.53143237E-04   5.90290826E-05   2.05185531E-05  
  95               3.02410371E+01   2.09006725E+03   8.38106204E-01   1.60211912E-01   3.93708981E-04   5.12961713E-04   1.68364877E-05   4.84728501E-04   5.90135860E-05   2.05048826E-05  
  96               3.10526007E+01   2.10400508E+03   8.38072916E-01   1.60208806E-01   3.93201074E-04   5.13437416E-04   1.63283574E-05   5.21620992E-04   5.89979994E-05   2.04887837E-05  
  97               3.19724648E+01   2.11948888E+03   8.38033484E-01   1.60205155E-01   3.92667016E-04   5.13934463E-04   1.57939234E-05   5.65227380E-04   5.89803009E-05   2.04694985E-05  
  98               3.30114659E+01   2.13646943E+03   8.37987195E-01   1.60200905E-01   3.92122374E-04   5.14436987E-04   1.52485298E-05   6.16300877E-04   5.89599455E-05   2.04467497E-05  
  99               3.41844067E+01   2.15508916E+03   8.37932580E-01   1.60195926E-01   3.91567569E-04   5.14943726E-04   1.46925062E-05   6.76437468E-04   5.89366682E-05   2.04197946E-05  
  100              3.55045052E+01   2.17540661E+03   8.37868142E-01   1.60190093E-01   3.91007939E-04   5.15448602E-04   1.41310287E-05   7.47257556E-04   5.89101666E-05   2.03879329E-05  
  101              3.69858839E+01   2.19732266E+03   8.37790767E-01   1.60182933E-01   3.90458843E-04   5.15933740E-04   1.35799087E-05   8.29967970E-04   5.88797251E-05   2.03507592E-05  
