# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  30               4.47740015E-03   3.67051571E+02   8.38077434E-01   1.60463009E-01   7.81699949E-04   5.31342590E-04   5.00095594E-28   3.04423764E-20   1.16599766E-04   2.56180382E-06  
  31               5.15771727E-03   3.66197583E+02   8.38076546E-01   1.60463246E-01   7.81627830E-04   5.31343376E-04   3.94325654E-28   1.95487280E-20   1.18042708E-04   1.84042289E-06  
  32               5.94885341E-03   3.84300125E+02   8.38081171E-01   1.60462125E-01   7.81622371E-04   5.31339664E-04   1.07822056E-26   3.76610964E-19   1.11055713E-04   5.33349515E-06  
  33               6.86586514E-03   3.84568439E+02   8.38079736E-01   1.60462473E-01   7.81624065E-04   5.31340816E-04   1.05268527E-26   2.96001360E-19   1.13223927E-04   4.24952008E-06  
  34               7.94818207E-03   4.04312892E+02   8.38088208E-01   1.60460364E-01   7.81613878E-04   5.31333831E-04   2.75634056E-25   5.49817461E-18   1.00229645E-04   1.07458614E-05  
  35               9.22160104E-03   4.06275855E+02   8.38086821E-01   1.60460745E-01   7.81462853E-04   5.31335093E-04   3.50382914E-25   5.53005457E-18   1.02532915E-04   9.59437065E-06  
  36               1.07621732E-02   4.28568991E+02   8.38100056E-01   1.60457347E-01   7.81462022E-04   5.31323842E-04   9.41339473E-24   1.05313737E-16   8.18660095E-05   1.99265349E-05  
  37               1.26260190E-02   4.33345728E+02   8.38099874E-01   1.60457371E-01   7.80952978E-04   5.31323921E-04   1.71009195E-23   1.47319027E-16   8.22391814E-05   1.97399579E-05  
  38               1.49445625E-02   4.59416755E+02   8.38111895E-01   1.60452927E-01   7.82853750E-04   5.31309206E-04   4.93983134E-22   2.99859848E-15   5.74679295E-05   3.21238984E-05  
  39               1.78371058E-02   4.69175233E+02   8.38116947E-01   1.60452589E-01   7.79926298E-04   5.31308086E-04   1.49005065E-21   6.69814566E-15   5.38965952E-05   3.39094372E-05  
  40               2.14492852E-02   4.98570618E+02   8.38129652E-01   1.60449509E-01   7.79911336E-04   5.31297887E-04   3.72828407E-20   1.17600210E-13   3.47006384E-05   4.35062474E-05  
  41               2.58994209E-02   5.12743695E+02   8.38132292E-01   1.60448869E-01   7.79908234E-04   5.31295767E-04   1.46399217E-19   3.37808430E-13   3.07115819E-05   4.55005329E-05  
  42               3.12872419E-02   5.46607997E+02   8.38140062E-01   1.60446985E-01   7.79899140E-04   5.31289525E-04   3.23030990E-18   5.31251104E-12   1.89712646E-05   5.13699771E-05  
  43               3.76884851E-02   5.65133332E+02   8.38141981E-01   1.60446520E-01   7.79896950E-04   5.31287971E-04   1.43425711E-17   1.74497766E-11   1.60714513E-05   5.28197073E-05  
  44               4.51328216E-02   6.03469622E+02   8.38146054E-01   1.60445532E-01   7.79892420E-04   5.31284482E-04   2.55697955E-16   2.29938342E-10   9.91619073E-06   5.58969629E-05  
  45               5.36303693E-02   6.27964649E+02   8.38147343E-01   1.60445217E-01   7.79890938E-04   5.31282768E-04   1.29670877E-15   8.89077663E-10   7.95943651E-06   5.68752204E-05  
  46               6.31887484E-02   6.67215393E+02   8.38149107E-01   1.60444782E-01   7.79884846E-04   5.31274567E-04   1.42690862E-14   7.57185294E-09   5.28170214E-06   5.82139226E-05  
  47               7.38599103E-02   6.90874618E+02   8.38149454E-01   1.60444611E-01   7.79873098E-04   5.31259898E-04   5.14276613E-14   2.15590949E-08   4.48349901E-06   5.86129594E-05  
  48               8.57011440E-02   7.30566516E+02   8.38150229E-01   1.60444323E-01   7.79774066E-04   5.31150568E-04   3.84352279E-13   1.29262220E-07   3.17693417E-06   5.92661325E-05  
  49               9.87796011E-02   7.53299850E+02   8.38150670E-01   1.60444211E-01   7.79619568E-04   5.30986293E-04   1.07180165E-12   2.92392310E-07   2.81741237E-06   5.94458507E-05  
  50               1.13193212E-01   7.93404011E+02   8.38152485E-01   1.60443756E-01   7.78602226E-04   5.29939246E-04   5.95355871E-12   1.33400094E-06   2.10490847E-06   5.98019291E-05  
  51               1.29096801E-01   8.15497907E+02   8.38154133E-01   1.60443322E-01   7.77402792E-04   5.28716706E-04   1.38219922E-11   2.55151682E-06   1.92723097E-06   5.98906018E-05  
  52               1.46709838E-01   8.56551058E+02   8.38163228E-01   1.60441024E-01   7.70614890E-04   5.21865048E-04   6.19565934E-11   9.37891036E-06   1.49860902E-06   6.01040330E-05  
  53               1.66263815E-01   8.78696984E+02   8.38171068E-01   1.60438823E-01   7.64216903E-04   5.15423383E-04   1.27435569E-10   1.58011273E-05   1.40255530E-06   6.01512147E-05  
  54               1.88336359E-01   9.21723741E+02   8.38210417E-01   1.60428675E-01   7.33436363E-04   4.84524821E-04   4.93507736E-10   4.66184548E-05   1.12344309E-06   6.02868706E-05  
  55               2.13536696E-01   9.45583479E+02   8.38240497E-01   1.60421045E-01   7.10040328E-04   4.61037481E-04   9.62180611E-10   7.00552260E-05   1.06428937E-06   6.03134992E-05  
  56               2.43798234E-01   9.93757842E+02   8.38352706E-01   1.60393728E-01   6.25357892E-04   3.76037160E-04   3.54097717E-09   1.54901657E-04   8.67162141E-07   6.04014707E-05  
  57               2.81276459E-01   1.02448428E+03   8.38422487E-01   1.60376720E-01   5.72673289E-04   3.23086128E-04   7.38745439E-09   2.07781388E-04   8.19406497E-07   6.04186561E-05  
  58               3.31111333E-01   1.08558056E+03   8.38582461E-01   1.60337701E-01   4.51929438E-04   2.01649387E-04   2.96251006E-08   3.29087744E-04   6.69966236E-07   6.04777839E-05  
  59               3.99425356E-01   1.13316943E+03   8.38663220E-01   1.60317959E-01   3.90955293E-04   1.40223948E-04   7.60722296E-08   3.90468800E-04   6.24447027E-07   6.04921738E-05  
  60               4.88998762E-01   1.18952082E+03   8.38731995E-01   1.60301104E-01   3.38954875E-04   8.78216653E-05   2.11112289E-07   4.42839959E-04   5.78014644E-07   6.05076819E-05  
  61               5.99658531E-01   1.22640373E+03   8.38752691E-01   1.60295974E-01   3.23190115E-04   7.19003091E-05   3.76001318E-07   4.58756193E-04   5.98193281E-07   6.04944979E-05  
  62               7.30336693E-01   1.27494114E+03   8.38779746E-01   1.60289213E-01   3.02448462E-04   5.09805642E-05   7.85075464E-07   4.79666081E-04   5.91416052E-07   6.04936852E-05  
  63               8.81156903E-01   1.30718025E+03   8.38786894E-01   1.60287277E-01   2.96655774E-04   4.51048249E-05   1.20301240E-06   4.85540187E-04   6.26385460E-07   6.04739606E-05  
  64               1.05200679E+00   1.35276890E+03   8.38800681E-01   1.60283536E-01   2.85530352E-04   3.37478367E-05   2.20500812E-06   4.96890508E-04   6.28664841E-07   6.04693735E-05  
  65               1.24371798E+00   1.38370461E+03   8.38803104E-01   1.60282275E-01   2.82407494E-04   3.05253287E-05   3.16647920E-06   5.00109810E-04   6.64814414E-07   6.04488820E-05  
  66               1.45665061E+00   1.42918283E+03   8.38809514E-01   1.60279692E-01   2.76239144E-04   2.31376199E-05   5.44202106E-06   5.07490378E-04   6.66843959E-07   6.04444597E-05  
  67               1.69188453E+00   1.46139947E+03   8.38807841E-01   1.60278230E-01   2.73919274E-04   2.07283882E-05   7.65884312E-06   5.09893141E-04   6.97960746E-07   6.04259172E-05  
  68               1.94879958E+00   1.50902510E+03   8.38792285E-01   1.60273273E-01   2.71759545E-04   1.54994719E-05   1.27925682E-05   5.15103994E-04   6.95058034E-07   6.04227486E-05  
  69               2.21969723E+00   1.54409807E+03   8.38773282E-01   1.60271840E-01   2.88236044E-04   1.26231634E-05   1.80106699E-05   5.17971035E-04   7.15252874E-07   6.04106637E-05  
  70               2.50057139E+00   1.59443983E+03   8.38762328E-01   1.60269230E-01   2.86503656E-04   9.26779504E-06   2.95177175E-05   5.21315249E-04   7.02180869E-07   6.04134289E-05  
  71               2.78880415E+00   1.63366789E+03   8.38740699E-01   1.60266203E-01   2.89439180E-04   7.58098625E-06   4.20360732E-05   5.22988054E-04   7.07655643E-07   6.04071215E-05  
  72               3.06511101E+00   1.68359729E+03   8.38684426E-01   1.60259977E-01   3.06207112E-04   5.29123000E-06   6.56015387E-05   5.25254454E-04   6.88493019E-07   6.04133461E-05  
  73               3.31752775E+00   1.71136298E+03   8.38623782E-01   1.60253352E-01   3.25809381E-04   4.48276753E-06   8.19037342E-05   5.26037645E-04   6.98447873E-07   6.04054163E-05  
  74               3.53225389E+00   1.74786474E+03   8.38513554E-01   1.60244812E-01   3.80061523E-04   3.12829682E-06   1.10557099E-04   5.27362033E-04   6.85183678E-07   6.04112051E-05  
  75               3.75101592E+00   1.76795844E+03   8.38485733E-01   1.60241074E-01   3.79847127E-04   2.95643511E-06   1.28014986E-04   5.27518856E-04   6.96574038E-07   6.04025508E-05  
  76               3.93351169E+00   1.79775820E+03   8.38455695E-01   1.60238268E-01   3.79356856E-04   2.52234361E-06   1.61298392E-04   5.27942222E-04   6.86075695E-07   6.04054243E-05  
  77               4.06985327E+00   1.80632043E+03   8.38447360E-01   1.60237543E-01   3.79331742E-04   2.51302226E-06   1.70360146E-04   5.27947097E-04   6.97420028E-07   6.03985201E-05  
  78               4.22134118E+00   1.83104163E+03   8.38415922E-01   1.60234668E-01   3.78980075E-04   2.20828784E-06   2.04985091E-04   5.28240950E-04   6.88172163E-07   6.04009610E-05  
  79               4.38911848E+00   1.84233640E+03   8.38401951E-01   1.60233443E-01   3.78929980E-04   2.17944228E-06   2.20202089E-04   5.28263181E-04   6.99673546E-07   6.03935628E-05  
  80               4.57444831E+00   1.86924188E+03   8.38359444E-01   1.60229622E-01   3.78616839E-04   1.91585608E-06   2.66799852E-04   5.28512057E-04   6.92207061E-07   6.03945084E-05  
  81               4.77840802E+00   1.88351132E+03   8.38306329E-01   1.60221813E-01   3.78531987E-04   1.87240594E-06   2.91487155E-04   5.28526455E-04   7.03739409E-07   6.03843359E-05  
  82               4.93114370E+00   1.90550664E+03   8.38262811E-01   1.60217947E-01   3.78308299E-04   1.68894238E-06   3.39060729E-04   5.28695272E-04   6.97180862E-07   6.03850382E-05  
  83               5.04134116E+00   1.90983267E+03   8.38256048E-01   1.60217370E-01   3.78320925E-04   1.70893957E-06   3.46370729E-04   5.28671415E-04   7.07114342E-07   6.03790765E-05  
  84               5.16512648E+00   1.92812808E+03   8.38214454E-01   1.60213681E-01   3.78150458E-04   1.56807778E-06   3.91794136E-04   5.28798517E-04   7.00936620E-07   6.03798582E-05  
  85               5.30373830E+00   1.93498398E+03   8.38200912E-01   1.60212507E-01   3.78142244E-04   1.57274746E-06   4.06494377E-04   5.28787538E-04   7.10976118E-07   6.03734098E-05  
  86               5.45849794E+00   1.95523411E+03   8.38148524E-01   1.60207881E-01   3.77986545E-04   1.44104830E-06   4.63621550E-04   5.28901777E-04   7.06162026E-07   6.03729259E-05  
  87               5.63064860E+00   1.96488436E+03   8.38125323E-01   1.60205858E-01   3.77958346E-04   1.43225123E-06   4.88833648E-04   5.28900863E-04   7.16350862E-07   6.03658338E-05  
  88               5.82135300E+00   1.98701746E+03   8.38058920E-01   1.60200016E-01   3.77839747E-04   1.31290665E-06   5.61126733E-04   5.28997988E-04   7.13268660E-07   6.03637560E-05  
  89               6.03154327E+00   1.99965203E+03   8.38022082E-01   1.60196802E-01   3.77792821E-04   1.29293776E-06   6.01209137E-04   5.29003587E-04   7.23568178E-07   6.03558715E-05  
  90               6.26457281E+00   2.02359371E+03   8.37937589E-01   1.60189390E-01   3.77629347E-04   1.18835960E-06   6.93261117E-04   5.29079828E-04   7.22620907E-07   6.03518015E-05  
  91               6.52214471E+00   2.03956738E+03   8.37880739E-01   1.60184427E-01   3.77564151E-04   1.15981775E-06   7.55124060E-04   5.29087268E-04   7.33261047E-07   6.03427213E-05  
  92               6.80637356E+00   2.06532499E+03   8.37772052E-01   1.60174913E-01   3.77407831E-04   1.07047926E-06   8.73468616E-04   5.29140165E-04   7.34859797E-07   6.03361819E-05  
  93               7.11913628E+00   2.08474232E+03   8.37687023E-01   1.60167491E-01   3.77325417E-04   1.03649174E-06   9.65990670E-04   5.29143742E-04   7.46012410E-07   6.03254787E-05  
  94               7.46286371E+00   2.11207795E+03   8.37547512E-01   1.60155298E-01   3.77175741E-04   9.62924616E-07   1.11783839E-03   5.29170607E-04   7.50584991E-07   6.03159604E-05  
  95               7.83967358E+00   2.13495974E+03   8.37423422E-01   1.60144469E-01   3.77076255E-04   9.26296849E-07   1.25285155E-03   5.29164110E-04   7.62470462E-07   6.03030766E-05  
  96               8.25237545E+00   2.16359448E+03   8.37245384E-01   1.60128925E-01   3.76931499E-04   8.68010470E-07   1.44658302E-03   5.29162926E-04   7.70421394E-07   6.02900305E-05  
  97               8.70340938E+00   2.18984531E+03   8.37068523E-01   1.60113496E-01   3.76814163E-04   8.31175028E-07   1.63899709E-03   5.29139647E-04   7.83348801E-07   6.02742493E-05  
  98               9.19605176E+00   2.21948306E+03   8.36843441E-01   1.60093858E-01   3.76671751E-04   7.86960499E-07   1.88387595E-03   5.29108830E-04   7.95060041E-07   6.02570907E-05  
  99               9.73320575E+00   2.24882608E+03   8.36598182E-01   1.60072467E-01   3.76535382E-04   7.52109768E-07   2.15068586E-03   5.29061682E-04   8.09505621E-07   6.02375212E-05  
  100              1.03186827E+01   2.27930413E+03   8.36315772E-01   1.60047839E-01   3.76391269E-04   7.19891033E-07   2.45789939E-03   5.28999936E-04   8.25215058E-07   6.02156505E-05  
  101              1.09564488E+01   2.30996495E+03   8.36001571E-01   1.60020238E-01   3.76245673E-04   6.93514369E-07   2.79752879E-03   5.28921114E-04   8.43225193E-07   6.01910314E-05  
