# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  43               2.47226684E-01   6.14452442E+02   8.38125984E-01   1.60450359E-01   7.80075621E-04   5.31300595E-04   2.51118737E-15   1.03628284E-10   3.99984669E-05   4.08576554E-05  
  44               3.00272022E-01   6.47904739E+02   8.38131490E-01   1.60449019E-01   7.80069788E-04   5.31295747E-04   1.66791757E-14   5.13307970E-10   3.16639865E-05   4.50243877E-05  
  45               3.63984668E-01   6.76519459E+02   8.38135567E-01   1.60448009E-01   7.80065570E-04   5.31290976E-04   8.07898649E-14   1.92895172E-09   2.54297327E-05   4.81411313E-05  
  46               4.39458306E-01   7.13402562E+02   8.38139027E-01   1.60447130E-01   7.80059606E-04   5.31281810E-04   4.44250969E-13   8.15432151E-09   2.00727127E-05   5.08193079E-05  
  47               5.27576698E-01   7.45490802E+02   8.38141521E-01   1.60446483E-01   7.80045139E-04   5.31260053E-04   1.89864538E-12   2.76969407E-08   1.61915795E-05   5.27596289E-05  
  48               6.29124062E-01   7.85690950E+02   8.38143677E-01   1.60445910E-01   7.79981669E-04   5.31181038E-04   9.08380384E-12   1.04606037E-07   1.29050320E-05   5.44026848E-05  
  49               7.45131301E-01   8.21404144E+02   8.38145306E-01   1.60445439E-01   7.79810306E-04   5.30984559E-04   3.17676235E-11   2.99096623E-07   1.05505982E-05   5.55797215E-05  
  50               8.76557032E-01   8.66277435E+02   8.38146980E-01   1.60444866E-01   7.79247616E-04   5.30379264E-04   1.18670979E-10   9.01444588E-07   8.58768084E-06   5.65609576E-05  
  51               1.02466339E+00   9.02298932E+02   8.38148843E-01   1.60444145E-01   7.78027531E-04   5.29101962E-04   3.46482041E-10   2.17448164E-06   7.19038932E-06   5.72593164E-05  
  52               1.19094059E+00   9.47771654E+02   8.38153107E-01   1.60442831E-01   7.74880332E-04   5.25861698E-04   1.07189807E-09   5.40649992E-06   6.03925882E-06   5.78343444E-05  
  53               1.37773228E+00   9.84002520E+02   8.38160626E-01   1.60440724E-01   7.69111475E-04   5.19970346E-04   2.75752158E-09   1.12848334E-05   5.24542879E-06   5.82303778E-05  
  54               1.58868167E+00   1.03066108E+03   8.38176487E-01   1.60436603E-01   7.57039624E-04   5.07725237E-04   7.51151025E-09   2.35060261E-05   4.56083928E-06   5.85709056E-05  
  55               1.82877296E+00   1.06834033E+03   8.38201302E-01   1.60430399E-01   7.38296304E-04   4.88771908E-04   1.78486389E-08   4.24254796E-05   4.07360789E-06   5.88117857E-05  
  56               2.10510800E+00   1.11771309E+03   8.38238945E-01   1.60421179E-01   7.10085207E-04   4.60300075E-04   4.13918359E-08   7.08502745E-05   3.65462221E-06   5.90170658E-05  
  57               2.42646485E+00   1.15883006E+03   8.38283807E-01   1.60410198E-01   6.76329032E-04   4.26272353E-04   8.41186757E-08   1.04825025E-04   3.37501796E-06   5.91516240E-05  
  58               2.80602847E+00   1.20550336E+03   8.38337175E-01   1.60397135E-01   6.36083346E-04   3.85736217E-04   1.66761044E-07   1.45301283E-04   3.14905001E-06   5.92579907E-05  
  59               3.25900870E+00   1.24331704E+03   8.38389007E-01   1.60384434E-01   5.96897370E-04   3.46283764E-04   2.98453501E-07   1.84698132E-04   3.03341162E-06   5.93088201E-05  
  60               3.80174532E+00   1.28735378E+03   8.38440338E-01   1.60371827E-01   5.57987313E-04   3.07119691E-04   5.25662861E-07   2.23808493E-04   2.96560137E-06   5.93349838E-05  
  61               4.45081615E+00   1.32277857E+03   8.38482752E-01   1.60361346E-01   5.25674109E-04   2.74589948E-04   8.58624907E-07   2.56293637E-04   2.96979710E-06   5.93253474E-05  
  62               5.22201560E+00   1.36530287E+03   8.38521837E-01   1.60351604E-01   4.95726342E-04   2.44396969E-04   1.39849583E-06   2.86443369E-04   2.99566995E-06   5.93041143E-05  
  63               6.12892364E+00   1.39976346E+03   8.38551835E-01   1.60343892E-01   4.72260685E-04   2.20720318E-04   2.15927339E-06   3.10082338E-04   3.06753427E-06   5.92598766E-05  
  64               7.18479352E+00   1.44249293E+03   8.38579809E-01   1.60336467E-01   4.50106821E-04   1.98047628E-04   3.36360688E-06   3.32714271E-04   3.14180938E-06   5.92131081E-05  
  65               8.40339666E+00   1.47793107E+03   8.38600842E-01   1.60330261E-01   4.32289528E-04   1.79717145E-04   5.05416807E-06   3.51004229E-04   3.24215871E-06   5.91526312E-05  
  66               9.79884085E+00   1.52274298E+03   8.38618301E-01   1.60323296E-01   4.14752631E-04   1.60838969E-04   7.73302162E-06   3.69832784E-04   3.32796071E-06   5.90971704E-05  
  67               1.13751875E+01   1.56121456E+03   8.38628715E-01   1.60316807E-01   4.02531970E-04   1.43898514E-04   1.15573897E-05   3.86720098E-04   3.42118654E-06   5.90370516E-05  
  68               1.31222900E+01   1.60996260E+03   8.38637243E-01   1.60309710E-01   3.89914179E-04   1.25967367E-04   1.76243300E-05   4.04587849E-04   3.48400136E-06   5.89895778E-05  
  69               1.50060650E+01   1.65316510E+03   8.38636999E-01   1.60302379E-01   3.80425293E-04   1.09574997E-04   2.63654574E-05   4.20910399E-04   3.53655273E-06   5.89459030E-05  
  70               1.69754948E+01   1.70635199E+03   8.38623321E-01   1.60293531E-01   3.75568588E-04   9.26762645E-05   3.89295384E-05   4.37731466E-04   3.55860470E-06   5.89166278E-05  
  71               1.89527564E+01   1.75402554E+03   8.38588175E-01   1.60284019E-01   3.83917124E-04   7.73098807E-05   5.46804203E-05   4.53025739E-04   3.57794261E-06   5.88918294E-05  
  72               2.08624615E+01   1.80180246E+03   8.38549830E-01   1.60274894E-01   3.90909794E-04   6.40391357E-05   7.47131458E-05   4.66224886E-04   3.58000340E-06   5.88757455E-05  
  73               2.26453182E+01   1.83840398E+03   8.38506540E-01   1.60266703E-01   4.00328080E-04   5.38058019E-05   9.73166327E-05   4.76393303E-04   3.59100710E-06   5.88570398E-05  
  74               2.43765715E+01   1.87641646E+03   8.38460305E-01   1.60259087E-01   4.10015971E-04   4.57739643E-05   1.22434620E-04   4.84365825E-04   3.60100160E-06   5.88403393E-05  
  75               2.59652552E+01   1.90532958E+03   8.38421572E-01   1.60253469E-01   4.17153471E-04   4.03641811E-05   1.47999435E-04   4.89725007E-04   3.62070382E-06   5.88201519E-05  
  76               2.73271749E+01   1.93258816E+03   8.38398334E-01   1.60249802E-01   4.13892763E-04   3.70838762E-05   1.75372723E-04   4.92955060E-04   3.63697353E-06   5.88001252E-05  
  77               2.85972186E+01   1.95363814E+03   8.38373940E-01   1.60246411E-01   4.11498196E-04   3.46723356E-05   2.02755700E-04   4.95319626E-04   3.65911171E-06   5.87781392E-05  
  78               2.98499359E+01   1.97675783E+03   8.38347125E-01   1.60242936E-01   4.09400148E-04   3.25571715E-05   2.32346124E-04   4.97388217E-04   3.67826786E-06   5.87579287E-05  
  79               3.11116854E+01   1.99649827E+03   8.38320800E-01   1.60239914E-01   4.07688071E-04   3.08259764E-05   2.63377349E-04   4.99074254E-04   3.70224244E-06   5.87356194E-05  
  80               3.24443000E+01   2.01902192E+03   8.38286009E-01   1.60235587E-01   4.06098144E-04   2.92146985E-05   2.96969067E-04   5.00635785E-04   3.72426270E-06   5.87138186E-05  
  81               3.37993725E+01   2.03927769E+03   8.38250158E-01   1.60231287E-01   4.04770031E-04   2.78664487E-05   3.31328092E-04   5.01934758E-04   3.74928100E-06   5.86907485E-05  
  82               3.50215595E+01   2.05833451E+03   8.38212461E-01   1.60226871E-01   4.03553850E-04   2.66232007E-05   3.67532583E-04   5.03128582E-04   3.77264824E-06   5.86686012E-05  
  83               3.61824238E+01   2.07482788E+03   8.38174270E-01   1.60222500E-01   4.02537419E-04   2.55816543E-05   4.03988570E-04   5.04121695E-04   3.79759105E-06   5.86459984E-05  
  84               3.73240845E+01   2.09145970E+03   8.38134597E-01   1.60218042E-01   4.01616561E-04   2.46380174E-05   4.41925010E-04   5.05016969E-04   3.82150894E-06   5.86240423E-05  
  85               3.84741649E+01   2.10715297E+03   8.38098333E-01   1.60214541E-01   4.00783938E-04   2.37850810E-05   4.82500628E-04   5.05823477E-04   3.84759942E-06   5.86011505E-05  
  86               3.96980978E+01   2.12383701E+03   8.38057324E-01   1.60210629E-01   3.99969881E-04   2.29496044E-05   5.28214785E-04   5.06608362E-04   3.87551839E-06   5.85765882E-05  
  87               4.10913698E+01   2.14204587E+03   8.38010047E-01   1.60206183E-01   3.99168608E-04   2.21333921E-05   5.80727562E-04   5.07368058E-04   3.90720490E-06   5.85490367E-05  
  88               4.26740867E+01   2.16217905E+03   8.37954243E-01   1.60200993E-01   3.98361329E-04   2.13088444E-05   6.42515259E-04   5.08128037E-04   3.94318855E-06   5.85178281E-05  
  89               4.44663328E+01   2.18427065E+03   8.37887810E-01   1.60194880E-01   3.97552614E-04   2.04799000E-05   7.15857049E-04   5.08882553E-04   3.98455009E-06   5.84821020E-05  
  90               4.64893332E+01   2.20810808E+03   8.37809014E-01   1.60187697E-01   3.96753358E-04   1.96568143E-05   8.02622130E-04   5.09620017E-04   4.03196700E-06   5.84413094E-05  
  91               4.87656506E+01   2.23414670E+03   8.37715693E-01   1.60179260E-01   3.95974729E-04   1.88500316E-05   9.05144711E-04   5.10328428E-04   4.08605902E-06   5.83949018E-05  
  92               5.13194570E+01   2.26178678E+03   8.37605100E-01   1.60169294E-01   3.95228487E-04   1.80705776E-05   1.02596433E-03   5.10994804E-04   4.14754798E-06   5.83422326E-05  
  93               5.41766915E+01   2.29140069E+03   8.37473584E-01   1.60157621E-01   3.95695539E-04   1.72820116E-05   1.16774059E-03   5.11658206E-04   4.21721960E-06   5.82837386E-05  
  94               5.73652351E+01   2.32284241E+03   8.37319677E-01   1.60144025E-01   3.96238955E-04   1.65396781E-05   1.33375234E-03   5.12257362E-04   4.29580311E-06   5.82177557E-05  
  95               6.09156291E+01   2.35578481E+03   8.37140449E-01   1.60128252E-01   3.96862769E-04   1.58482394E-05   1.52717848E-03   5.12785353E-04   4.38404212E-06   5.81435845E-05  
  96               6.48608424E+01   2.39065549E+03   8.36931860E-01   1.60109953E-01   3.97568339E-04   1.52091758E-05   1.75241102E-03   5.13237903E-04   4.48239011E-06   5.80605922E-05  
  97               6.92368814E+01   2.42678359E+03   8.36691609E-01   1.60088972E-01   3.98365276E-04   1.46318315E-05   2.01236735E-03   5.13603403E-04   4.59212322E-06   5.79678158E-05  
  98               7.40830111E+01   2.46482322E+03   8.36415326E-01   1.60064793E-01   3.98076273E-04   1.41542068E-05   2.31310284E-03   5.13835433E-04   4.71342612E-06   5.78634770E-05  
  99               7.94416930E+01   2.50376577E+03   8.36098807E-01   1.60037146E-01   3.97860535E-04   1.37403034E-05   2.65747618E-03   5.13970722E-04   4.84790038E-06   5.77473367E-05  
  100              8.53910741E+01   2.54470923E+03   8.35784646E-01   1.60009698E-01   3.97630246E-04   1.33166147E-05   2.99930701E-03   5.14119156E-04   4.98059649E-06   5.76325495E-05  
  101              9.19590788E+01   2.58639927E+03   8.35379804E-01   1.59974437E-01   3.97571621E-04   1.30325306E-05   3.43947228E-03   5.14051094E-04   5.14350004E-06   5.74906940E-05  
