# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           N2              
  24               8.40451308E-02   1.24743440E+02   8.38795618E-01   1.60602029E-01   5.31802928E-04   1.95378749E-13   1.23535554E-05   2.30005584E-05   4.27564382E-13   5.91979395E-35  
  25               9.14888489E-02   1.28025029E+02   8.38795618E-01   1.60602029E-01   5.31802928E-04   6.25381480E-13   4.32613312E-05   2.30005584E-05   2.27269333E-12   4.82730865E-33  
  26               9.74609299E-02   1.30703756E+02   8.38729722E-01   1.60589412E-01   5.31761149E-04   2.89784713E-12   4.33311189E-05   2.29987515E-05   0.00000000E+00   2.13741667E-32  
  27               1.02266992E-01   1.32623067E+02   8.38729722E-01   1.60589412E-01   5.31761149E-04   2.90268341E-12   1.21819260E-04   2.29987515E-05   5.18662879E-12   4.68374177E-31  
  28               1.05968347E-01   1.34239829E+02   8.38729722E-01   1.60589412E-01   5.31761149E-04   8.08931220E-12   1.21819260E-04   2.29987515E-05   0.00000000E+00   1.09045102E-30  
  29               1.10331298E-01   1.35890895E+02   8.38729722E-01   1.60589412E-01   5.31761149E-04   8.10894847E-12   1.21819260E-04   2.29987515E-05   2.10587837E-11   2.50910163E-30  
  30               1.15471631E-01   1.38009495E+02   8.38729722E-01   1.60589412E-01   5.31761149E-04   2.91677322E-11   1.21819260E-04   2.29987515E-05   0.00000000E+00   7.17759588E-30  
  31               1.21524797E-01   1.40209692E+02   8.38729721E-01   1.60589412E-01   5.31761149E-04   2.92683231E-11   1.21819260E-04   2.29987515E-05   1.07878039E-10   2.04880393E-29  
  32               1.28649174E-01   1.42945025E+02   8.38729721E-01   1.60589412E-01   5.31761149E-04   1.37146362E-10   1.21819260E-04   2.29987515E-05   0.00000000E+00   7.29347008E-29  
  33               1.37029939E-01   1.45809021E+02   8.38729721E-01   1.60589412E-01   5.31761148E-04   1.37780662E-10   1.21819260E-04   2.29987515E-05   6.80251518E-10   2.59510449E-28  
  34               1.46883663E-01   1.49249910E+02   8.38729721E-01   1.60589412E-01   5.31761148E-04   8.18032180E-10   1.21819260E-04   2.29987515E-05   0.00000000E+00   1.12851015E-27  
  35               1.58463757E-01   1.52868472E+02   8.38729717E-01   1.60589411E-01   5.31761146E-04   8.22875685E-10   1.21819259E-04   2.29987513E-05   5.19442679E-09   4.88516720E-27  
  36               1.72067005E-01   1.57129604E+02   8.38729717E-01   1.60589411E-01   5.31761146E-04   6.01730247E-09   1.21819259E-04   2.29987513E-05   0.00000000E+00   2.53924491E-26  
  37               1.88041060E-01   1.61612826E+02   8.38729707E-01   1.60589409E-01   5.31761139E-04   6.02823943E-09   1.21819258E-04   2.29987511E-05   1.17296030E-08   1.29776531E-25  
  38               2.06793048E-01   1.66800842E+02   8.38729679E-01   1.60589404E-01   5.31761121E-04   1.77890078E-08   1.21819254E-04   2.29987503E-05   3.34259331E-08   7.75279317E-25  
  39               2.28796292E-01   1.72247662E+02   8.38729589E-01   1.60589386E-01   5.31761064E-04   5.13149030E-08   1.21819241E-04   2.29987478E-05   1.07231309E-07   4.46957587E-24  
  40               2.54604503E-01   1.78453029E+02   8.38729325E-01   1.60589336E-01   5.31760897E-04   1.58839288E-07   1.21819203E-04   2.29987406E-05   3.14550745E-07   2.91194068E-23  
  41               2.84867197E-01   1.84946559E+02   8.38728477E-01   1.60589174E-01   5.31760360E-04   4.74328681E-07   1.21819080E-04   2.29987174E-05   1.00907168E-06   1.79299784E-22  
  42               3.20344949E-01   1.92244126E+02   8.38726010E-01   1.60588701E-01   5.31758795E-04   1.48612155E-06   1.21818721E-04   2.29986497E-05   2.93962847E-06   1.20379415E-21  
  43               3.61870067E-01   1.99846347E+02   8.38718382E-01   1.60587241E-01   5.31753959E-04   4.43403562E-06   1.21817613E-04   2.29984405E-05   9.08598628E-06   7.48224038E-21  
  44               4.10390750E-01   2.08261661E+02   8.38697206E-01   1.60583186E-01   5.31740534E-04   1.35420365E-05   1.21814538E-04   2.29978599E-05   2.52251087E-05   4.87365222E-20  
  45               4.66915319E-01   2.16968567E+02   8.38489785E-01   1.60543472E-01   5.31609027E-04   3.89037795E-05   1.21784411E-04   2.29921722E-05   2.47167575E-04   2.88149074E-19  
  46               5.31779322E-01   2.26341366E+02   8.38489785E-01   1.60543472E-01   5.31609027E-04   2.86071355E-04   1.21784411E-04   2.29921722E-05   0.00000000E+00   1.68550683E-18  
  47               6.04695500E-01   2.35706988E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   2.85929896E-04   1.21724008E-04   2.29807683E-05   4.95988370E-04   8.47911276E-18  
  48               6.86655485E-01   2.45555013E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724008E-04   2.29807683E-05   0.00000000E+00   4.08191422E-17  
  49               7.76652400E-01   2.55212567E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724008E-04   2.29807683E-05   0.00000000E+00   1.68020797E-16  
  50               8.81790521E-01   2.65747614E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724008E-04   2.29807683E-05   0.00000000E+00   7.01689267E-16  
  51               1.00458266E+00   2.76743156E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724008E-04   2.29807683E-05   0.00000000E+00   2.75709319E-15  
  52               1.14787259E+00   2.88601578E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724007E-04   2.29807683E-05   0.00000000E+00   1.07482570E-14  
  53               1.31493900E+00   3.00957902E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918265E-04   1.21724007E-04   2.29807683E-05   0.00000000E+00   3.93106291E-14  
  54               1.50954631E+00   3.14160351E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918253E-04   1.21724007E-04   2.29807683E-05   0.00000000E+00   1.40414105E-13  
  55               1.73595233E+00   3.27899965E+02   8.38073903E-01   1.60463844E-01   5.31345355E-04   7.81918220E-04   1.21724007E-04   2.29807683E-05   0.00000000E+00   4.70733760E-13  
  56               1.99913663E+00   3.42471202E+02   8.38073904E-01   1.60463844E-01   5.31345355E-04   7.81917913E-04   1.21724004E-04   2.29807683E-05   0.00000000E+00   1.52580268E-12  
  57               2.30492349E+00   3.57635542E+02   8.38073900E-01   1.60463843E-01   5.31345352E-04   7.81917909E-04   1.21723998E-04   2.29807682E-05   0.00000000E+00   4.65857158E-12  
  58               2.65997586E+00   3.73639829E+02   8.38073904E-01   1.60463844E-01   5.31345354E-04   7.81913321E-04   1.21723980E-04   2.29807683E-05   0.00000000E+00   1.36890879E-11  
  59               3.07165114E+00   3.90278421E+02   8.38073904E-01   1.60463844E-01   5.31345354E-04   7.81913321E-04   1.21723931E-04   2.29807683E-05   0.00000000E+00   3.80064498E-11  
  60               3.54791252E+00   4.07746502E+02   8.38073634E-01   1.60463792E-01   5.31345182E-04   7.81913069E-04   1.21723765E-04   2.29807609E-05   0.00000000E+00   1.01255321E-10  
  61               4.09791585E+00   4.25856472E+02   8.38073930E-01   1.60463818E-01   5.31345268E-04   7.81591031E-04   1.21723477E-04   2.29807646E-05   0.00000000E+00   2.55431151E-10  
  62               4.73209039E+00   4.44798676E+02   8.38073929E-01   1.60463817E-01   5.31345266E-04   7.81591363E-04   1.21722750E-04   2.29807645E-05   0.00000000E+00   6.18382420E-10  
  63               5.46152682E+00   4.64383824E+02   8.38073887E-01   1.60463810E-01   5.31345244E-04   7.81599443E-04   1.21721139E-04   2.29807635E-05   0.00000000E+00   1.42161195E-09  
  64               6.29788538E+00   4.84770285E+02   8.38073355E-01   1.60463739E-01   5.31345007E-04   7.81763931E-04   1.21717653E-04   2.29807533E-05   0.00000000E+00   3.13727574E-09  
  65               7.25327072E+00   5.05749068E+02   8.38071594E-01   1.60463738E-01   5.31345004E-04   7.83528965E-04   1.21710751E-04   2.29807531E-05   0.00000000E+00   6.58815725E-09  
  66               8.34343841E+00   5.27523025E+02   8.38068797E-01   1.60463198E-01   5.31343217E-04   7.83526331E-04   1.21696884E-04   2.29806759E-05   0.00000000E+00   1.33170060E-08  
  67               9.58832628E+00   5.49961939E+02   8.38071891E-01   1.60463463E-01   5.31344093E-04   7.80178711E-04   1.21672162E-04   2.29807138E-05   0.00000000E+00   2.57784627E-08  
  68               1.10075702E+01   5.73266250E+02   8.38071921E-01   1.60463456E-01   5.31344069E-04   7.80178684E-04   1.21627220E-04   2.29807127E-05   0.00000000E+00   4.82464748E-08  
  69               1.26198507E+01   5.97195380E+02   8.38071971E-01   1.60463444E-01   5.31344028E-04   7.80178642E-04   1.21550405E-04   2.29807110E-05   0.00000000E+00   8.66494544E-08  
  70               1.44439036E+01   6.21909302E+02   8.38072056E-01   1.60463423E-01   5.31343960E-04   7.80178580E-04   1.21422660E-04   2.29807080E-05   0.00000000E+00   1.50513991E-07  
  71               1.65032002E+01   6.47185387E+02   8.38072189E-01   1.60463391E-01   5.31343852E-04   7.80178499E-04   1.21220857E-04   2.29807034E-05   0.00000000E+00   2.51403495E-07  
  72               1.88300117E+01   6.73316618E+02   8.38072395E-01   1.60463340E-01   5.31343685E-04   7.80178402E-04   1.20908394E-04   2.29806962E-05   0.00000000E+00   4.07615770E-07  
  73               2.14561440E+01   7.00081540E+02   8.38072700E-01   1.60463266E-01   5.31343439E-04   7.80178314E-04   1.20447861E-04   2.29806856E-05   0.00000000E+00   6.37854278E-07  
  74               2.44130235E+01   7.27706688E+02   8.38073138E-01   1.60463160E-01   5.31343083E-04   7.80178284E-04   1.19783850E-04   2.29806703E-05   0.00000000E+00   9.69818973E-07  
  75               2.77323763E+01   7.55901083E+02   8.38073735E-01   1.60463013E-01   5.31342593E-04   7.80178408E-04   1.18875625E-04   2.29806493E-05   0.00000000E+00   1.42387629E-06  
  76               3.14517451E+01   7.84923935E+02   8.38074529E-01   1.60462816E-01   5.31341929E-04   7.80178845E-04   1.17660043E-04   2.29806211E-05   0.00000000E+00   2.03159256E-06  
  77               3.56385328E+01   8.14679287E+02   8.38075530E-01   1.60462562E-01   5.31341062E-04   7.80179848E-04   1.16106981E-04   2.29805845E-05   0.00000000E+00   2.80802716E-06  
  78               4.03618387E+01   8.45544593E+02   8.38076596E-01   1.60462207E-01   5.31339824E-04   7.80181639E-04   1.14157065E-04   2.29805334E-05   0.00000000E+00   3.78285023E-06  
  79               4.56829307E+01   8.77224196E+02   8.38078123E-01   1.60461833E-01   5.31338453E-04   7.80184679E-04   1.11836845E-04   2.29804793E-05   0.00000000E+00   4.94281882E-06  
  80               5.16511420E+01   9.09907020E+02   8.38079714E-01   1.60461364E-01   5.31336600E-04   7.80189488E-04   1.09139896E-04   2.29832764E-05   0.00000000E+00   6.29111498E-06  
  81               5.82997039E+01   9.43117138E+02   8.38081643E-01   1.60460886E-01   5.31334382E-04   7.80198109E-04   1.06181105E-04   2.29842351E-05   0.00000000E+00   7.77032903E-06  
  82               6.56717733E+01   9.77057449E+02   8.38083688E-01   1.60460365E-01   5.31331370E-04   7.80208559E-04   1.02993986E-04   2.29984350E-05   0.00000000E+00   9.36369088E-06  
  83               7.38587069E+01   1.01150095E+03   8.38085715E-01   1.60459818E-01   5.31327068E-04   7.80220863E-04   9.97140487E-05   2.30329256E-05   0.00000000E+00   1.10034513E-05  
  84               8.29402417E+01   1.04679048E+03   8.38087614E-01   1.60459234E-01   5.31320444E-04   7.80233225E-04   9.63585400E-05   2.31161005E-05   0.00000000E+00   1.26809823E-05  
  85               9.29791780E+01   1.08246933E+03   8.38089087E-01   1.60458610E-01   5.31310032E-04   7.80241918E-04   9.30849422E-05   2.33042256E-05   0.00000000E+00   1.43175412E-05  
  86               1.04022565E+02   1.11881310E+03   8.38089978E-01   1.60457935E-01   5.31293332E-04   7.80241202E-04   8.98847606E-05   2.37104313E-05   0.00000000E+00   1.59173693E-05  
  87               1.16110099E+02   1.15525523E+03   8.38090898E-01   1.60457357E-01   5.31267773E-04   7.80240641E-04   8.69004109E-05   2.42851800E-05   0.00000000E+00   1.74093123E-05  
  88               1.29305501E+02   1.19219815E+03   8.38092724E-01   1.60456885E-01   5.31228325E-04   7.80288767E-04   8.40762233E-05   2.42850039E-05   0.00000000E+00   1.88212032E-05  
  89               1.43772270E+02   1.22937358E+03   8.38094395E-01   1.60456445E-01   5.31168903E-04   7.80327089E-04   8.15035709E-05   2.42847798E-05   0.00000000E+00   2.01073210E-05  
  90               1.59649236E+02   1.26733704E+03   8.38095971E-01   1.60456021E-01   5.31079585E-04   7.80347812E-04   7.90996696E-05   2.42844795E-05   0.00000000E+00   2.13090388E-05  
  91               1.77042366E+02   1.30555607E+03   8.38097399E-01   1.60455624E-01   5.30951207E-04   7.80339689E-04   7.69579626E-05   2.42840784E-05   0.00000000E+00   2.23796237E-05  
  92               1.96032302E+02   1.34442628E+03   8.38098741E-01   1.60455236E-01   5.30768153E-04   7.80287872E-04   7.49991364E-05   2.42835304E-05   0.00000000E+00   2.33586987E-05  
  93               2.16683060E+02   1.38335603E+03   8.38099954E-01   1.60454865E-01   5.30519013E-04   7.80177341E-04   7.32970648E-05   2.42827949E-05   0.00000000E+00   2.42092996E-05  
  94               2.39103643E+02   1.42277415E+03   8.38101100E-01   1.60454488E-01   5.30182305E-04   7.79987254E-04   7.17734515E-05   2.42817936E-05   0.00000000E+00   2.49705172E-05  
  95               2.63455734E+02   1.46229950E+03   8.38102141E-01   1.60454109E-01   5.29744615E-04   7.79701841E-04   7.04768936E-05   2.42804392E-05   0.00000000E+00   2.56180009E-05  
  96               2.90031028E+02   1.50256303E+03   8.38103122E-01   1.60453701E-01   5.29175046E-04   7.79294754E-04   6.93340128E-05   2.42785373E-05   0.00000000E+00   2.61883395E-05  
  97               3.19061947E+02   1.54322600E+03   8.38103911E-01   1.60453248E-01   5.28458656E-04   7.78756721E-04   6.83863455E-05   2.42757837E-05   0.00000000E+00   2.66606684E-05  
  98               3.50688672E+02   1.58457935E+03   8.38104611E-01   1.60452761E-01   5.27562381E-04   7.78148321E-04   6.75813179E-05   2.42678877E-05   0.00000000E+00   2.70611393E-05  
  99               3.84960744E+02   1.62605554E+03   8.38104805E-01   1.60452135E-01   5.26484535E-04   7.77240434E-04   6.69558885E-05   2.42644007E-05   0.00000000E+00   2.73711201E-05  
  100              4.21849172E+02   1.66780858E+03   8.38104759E-01   1.60451515E-01   5.25194772E-04   7.76635881E-04   6.64592170E-05   2.42382342E-05   0.00000000E+00   2.76159095E-05  
  101              4.61277696E+02   1.70917654E+03   8.38010578E-01   1.60432782E-01   5.23663503E-04   7.75286626E-04   6.61173158E-05   2.42303196E-05   0.00000000E+00   2.77755355E-05  
