# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  18               3.22166386E-03   1.94128086E+03   8.22854305E-01   1.71055421E-02   1.58871699E-01   5.26017772E-04   3.70322530E-04   6.61768953E-05   5.50819062E-05   6.02577474E-05  
  19               3.70473798E-03   1.96967195E+03   8.20648959E-01   1.95045862E-02   1.58679389E-01   5.25382286E-04   3.69640751E-04   6.60922531E-05   5.50147899E-05   6.01847407E-05  
  20               4.25266175E-03   1.98101795E+03   8.20464590E-01   1.97051176E-02   1.58663337E-01   5.25329623E-04   3.69588212E-04   6.60811843E-05   5.50088345E-05   6.01786059E-05  
  21               4.87386692E-03   2.00983890E+03   8.17994843E-01   2.23917747E-02   1.58447984E-01   5.24617744E-04   3.68827601E-04   6.59863044E-05   5.49336571E-05   6.00968377E-05  
  22               5.57718660E-03   2.02246156E+03   8.17639045E-01   2.27787928E-02   1.58416983E-01   5.24515589E-04   3.68718130E-04   6.59683506E-05   5.49224476E-05   6.00850178E-05  
  23               6.37298438E-03   2.05207285E+03   8.14818340E-01   2.58472210E-02   1.58171039E-01   5.23702346E-04   3.67848468E-04   6.58600037E-05   5.48365803E-05   5.99916168E-05  
  24               7.27213267E-03   2.06649298E+03   8.14180508E-01   2.65410444E-02   1.58115446E-01   5.23518782E-04   3.67647100E-04   6.58310466E-05   5.48167589E-05   5.99704466E-05  
  25               8.28721982E-03   2.09751544E+03   8.10844584E-01   3.01699292E-02   1.57824592E-01   5.22556778E-04   3.66612781E-04   6.57031702E-05   5.47152214E-05   5.98599647E-05  
  26               9.43081595E-03   2.11480157E+03   8.09679348E-01   3.14374739E-02   1.57723014E-01   5.22220996E-04   3.66241339E-04   6.56541776E-05   5.46793512E-05   5.98213136E-05  
  27               1.07154993E-02   2.15102683E+03   8.04969944E-01   3.65604486E-02   1.57312422E-01   5.20862570E-04   3.64767972E-04   6.54754238E-05   5.45361624E-05   5.96653162E-05  
  28               1.21434407E-02   2.18557650E+03   8.00094407E-01   4.18641316E-02   1.56887361E-01   5.19456105E-04   3.63225940E-04   6.52903426E-05   5.43879189E-05   5.95037692E-05  
  29               1.37335172E-02   2.21890361E+03   7.95039804E-01   4.73625939E-02   1.56446699E-01   5.17997884E-04   3.61604718E-04   6.50984216E-05   5.42342231E-05   5.93362299E-05  
  30               1.55065073E-02   2.25110718E+03   7.89852238E-01   5.30056859E-02   1.55994453E-01   5.16501221E-04   3.59913316E-04   6.49013038E-05   5.40764644E-05   5.91642089E-05  
  31               1.74851286E-02   2.28254176E+03   7.84502932E-01   5.88247145E-02   1.55528113E-01   5.14957820E-04   3.58137750E-04   6.46979073E-05   5.39137669E-05   5.89867334E-05  
  32               1.96943367E-02   2.31310893E+03   7.79069242E-01   6.47334446E-02   1.55054221E-01   5.13389348E-04   3.56298596E-04   6.44909340E-05   5.37483968E-05   5.88062689E-05  
  33               2.21499307E-02   2.34301703E+03   7.73521858E-01   7.07584658E-02   1.54571013E-01   5.11789190E-04   3.61062643E-04   6.42796616E-05   5.35797423E-05   5.86220960E-05  
  34               2.48802930E-02   2.37216063E+03   7.67955774E-01   7.68133294E-02   1.54085780E-01   5.10183072E-04   3.59067876E-04   6.40670999E-05   5.34103285E-05   5.84370025E-05  
  35               2.79297911E-02   2.40106925E+03   7.62247052E-01   8.30233545E-02   1.53588112E-01   5.08535740E-04   3.56978204E-04   6.38488345E-05   5.32365351E-05   5.82469669E-05  
  36               3.13338557E-02   2.42953319E+03   7.56494801E-01   8.92807308E-02   1.53086647E-01   5.06875799E-04   3.54825341E-04   6.36284437E-05   5.30613556E-05   5.80552334E-05  
  37               3.51306835E-02   2.45787727E+03   7.50608711E-01   9.56836987E-02   1.52573513E-01   5.05177184E-04   3.52574353E-04   6.34026253E-05   5.28820549E-05   5.78587427E-05  
  38               3.93583801E-02   2.48580548E+03   7.44717846E-01   1.02091862E-01   1.52059960E-01   5.03477145E-04   3.50269682E-04   6.31760556E-05   5.27025335E-05   5.76617203E-05  
  39               4.40560112E-02   2.51363143E+03   7.38718010E-01   1.08618564E-01   1.51536904E-01   5.01745610E-04   3.47870964E-04   6.29449479E-05   5.25196387E-05   5.74606144E-05  
  40               4.92743227E-02   2.54107388E+03   7.32745886E-01   1.15115121E-01   1.51016260E-01   5.00022028E-04   3.45427734E-04   6.27142328E-05   5.23374990E-05   5.72598842E-05  
  41               5.50682815E-02   2.56853639E+03   7.26655222E-01   1.21740629E-01   1.50485276E-01   4.98264184E-04   3.42882180E-04   6.24785808E-05   5.21516878E-05   5.70545221E-05  
  42               6.14972349E-02   2.59568755E+03   7.20605337E-01   1.28321776E-01   1.49957843E-01   4.96518065E-04   3.40294741E-04   6.22437428E-05   5.19670183E-05   5.68497112E-05  
  43               6.86250859E-02   2.62293119E+03   7.14434283E-01   1.35034734E-01   1.49419841E-01   4.94736924E-04   3.37599517E-04   6.20038303E-05   5.17785902E-05   5.66398377E-05  
  44               7.65206310E-02   2.64987743E+03   7.08331939E-01   1.41672946E-01   1.48887823E-01   4.92975566E-04   3.34872079E-04   6.17656984E-05   5.15921403E-05   5.64310693E-05  
  45               8.52578379E-02   2.67694154E+03   7.02118986E-01   1.48431481E-01   1.48346156E-01   4.91182230E-04   3.32037566E-04   6.15228392E-05   5.14022439E-05   5.62170922E-05  
  46               9.49161697E-02   2.70370554E+03   6.96004677E-01   1.55082708E-01   1.47813083E-01   4.89417316E-04   3.29183213E-04   6.12828034E-05   5.12152232E-05   5.60046804E-05  
  47               1.05580810E-01   2.73062709E+03   6.89778337E-01   1.61855802E-01   1.47270235E-01   4.87620009E-04   3.26218569E-04   6.10379595E-05   5.10247066E-05   5.57862872E-05  
  48               1.17343124E-01   2.75725335E+03   6.83671991E-01   1.68498363E-01   1.46737842E-01   4.85857282E-04   3.23244483E-04   6.07966738E-05   5.08377039E-05   5.55694002E-05  
  49               1.30301021E-01   2.78406854E+03   6.77451653E-01   1.75264924E-01   1.46195504E-01   4.84061591E-04   3.20157358E-04   6.05504849E-05   5.06471400E-05   5.53454215E-05  
  50               1.44559512E-01   2.81058940E+03   6.71370729E-01   1.81879822E-01   1.45665312E-01   4.82306082E-04   3.17071790E-04   6.03085207E-05   5.04606701E-05   5.51225049E-05  
  51               1.60231276E-01   2.83733163E+03   6.65170365E-01   1.88624644E-01   1.45124700E-01   4.80516029E-04   3.13869485E-04   6.00614356E-05   5.02704687E-05   5.48908202E-05  
  52               1.77437244E-01   2.86379188E+03   6.59120150E-01   1.95206126E-01   1.44597170E-01   4.78769252E-04   3.10676917E-04   5.98189278E-05   5.00846786E-05   5.46590042E-05  
  53               1.96307220E-01   2.89052335E+03   6.52933731E-01   2.01935763E-01   1.44057757E-01   4.76983082E-04   3.07358801E-04   5.95706766E-05   4.98946449E-05   5.44157037E-05  
  54               2.16980915E-01   2.91698071E+03   6.46908393E-01   2.08490163E-01   1.43532381E-01   4.75243337E-04   3.04059425E-04   5.93273609E-05   4.97093458E-05   5.41704539E-05  
  55               2.39609203E-01   2.94373315E+03   6.40743241E-01   2.15196643E-01   1.42994805E-01   4.73463146E-04   3.00632131E-04   5.90781529E-05   4.95196882E-05   5.39105930E-05  
  56               2.64355319E-01   2.97019714E+03   6.34762072E-01   2.21702968E-01   1.42473263E-01   4.71735981E-04   2.97239562E-04   5.88346611E-05   4.93354488E-05   5.36465896E-05  
  57               2.91396536E-01   2.99696116E+03   6.28649179E-01   2.28352567E-01   1.41940226E-01   4.69970694E-04   2.93723383E-04   5.85855411E-05   4.91470884E-05   5.33641663E-05  
  58               3.20924968E-01   3.02341480E+03   6.22748357E-01   2.34771450E-01   1.41425672E-01   4.68266528E-04   2.90262177E-04   5.83430901E-05   4.89649849E-05   5.30746209E-05  
  59               3.53142596E-01   3.05018176E+03   6.16719002E-01   2.41330129E-01   1.40899901E-01   4.66525145E-04   2.86680355E-04   5.80950960E-05   4.87788494E-05   5.27612528E-05  
  60               3.88267876E-01   3.07663709E+03   6.10915168E-01   2.47643454E-01   1.40393785E-01   4.64848751E-04   2.83167584E-04   5.78541986E-05   4.85993669E-05   5.24359606E-05  
  61               4.26539403E-01   3.10344814E+03   6.04969611E-01   2.54110915E-01   1.39875302E-01   4.63131309E-04   2.79528976E-04   5.76072546E-05   4.84154463E-05   5.20788553E-05  
  62               4.68217338E-01   3.12997399E+03   5.99248857E-01   2.60333794E-01   1.39376412E-01   4.61478631E-04   2.75966126E-04   5.73673134E-05   4.82381451E-05   5.17026513E-05  
  63               5.13585034E-01   3.15691861E+03   5.93363560E-01   2.66735621E-01   1.38863163E-01   4.59778287E-04   2.72266493E-04   5.71204709E-05   4.80557073E-05   5.12835036E-05  
  64               5.62950369E-01   3.18362117E+03   5.87693283E-01   2.72903497E-01   1.38368654E-01   4.58139854E-04   2.68643891E-04   5.68802046E-05   4.78795800E-05   5.08351743E-05  
  65               6.16647895E-01   3.21081911E+03   5.81828775E-01   2.79282599E-01   1.37857196E-01   4.56445147E-04   2.64868855E-04   5.66319380E-05   4.76974099E-05   5.03286818E-05  
  66               6.75040657E-01   3.23782278E+03   5.76166594E-01   2.85441545E-01   1.37363370E-01   4.54808650E-04   2.61169736E-04   5.63897148E-05   4.75211524E-05   4.97793920E-05  
  67               7.38524695E-01   3.26536818E+03   5.70298471E-01   2.91824437E-01   1.36851573E-01   4.53112448E-04   2.57312121E-04   5.61390326E-05   4.73384877E-05   4.91529747E-05  
  68               8.07531920E-01   3.29273321E+03   5.64639659E-01   2.97979557E-01   1.36358015E-01   4.51476424E-04   2.53540432E-04   5.58945501E-05   4.71619294E-05   4.84674871E-05  
  69               8.82535603E-01   3.32066324E+03   5.58778062E-01   3.04355165E-01   1.35846759E-01   4.49781542E-04   2.49613079E-04   5.56416679E-05   4.69790460E-05   4.76817708E-05  
  70               9.64054100E-01   3.34840757E+03   5.53144730E-01   3.10482363E-01   1.35355395E-01   4.48152251E-04   2.45789161E-04   5.53955452E-05   4.68028204E-05   4.68180536E-05  
  71               1.05265682E+00   3.37672568E+03   5.47321947E-01   3.16815514E-01   1.34847492E-01   4.46467871E-04   2.41819190E-04   5.51414238E-05   4.66206556E-05   4.58271388E-05  
  72               1.14896845E+00   3.40484265E+03   5.41752842E-01   3.22872588E-01   1.34361697E-01   4.44856342E-04   2.37974713E-04   5.48948215E-05   4.64458903E-05   4.47377274E-05  
  73               1.25367414E+00   3.43356612E+03   5.35995613E-01   3.29134144E-01   1.33859476E-01   4.43190003E-04   2.33987139E-04   5.46401799E-05   4.62652065E-05   4.34898201E-05  
  74               1.36752157E+00   3.46212276E+03   5.30489427E-01   3.35122463E-01   1.33379131E-01   4.41595655E-04   2.30129985E-04   5.43928124E-05   4.60918155E-05   4.21198172E-05  
  75               1.49132750E+00   3.49135639E+03   5.24775821E-01   3.41336221E-01   1.32880674E-01   4.39940789E-04   2.26119732E-04   5.41366401E-05   4.59119043E-05   4.05564508E-05  
  76               1.62598137E+00   3.52047788E+03   5.19298645E-01   3.47292618E-01   1.32402818E-01   4.38353563E-04   2.22236520E-04   5.38870754E-05   4.57388171E-05   3.88487335E-05  
  77               1.77245528E+00   3.55035015E+03   5.13593563E-01   3.53496709E-01   1.31905060E-01   4.36699726E-04   2.18188803E-04   5.36279085E-05   4.55585722E-05   3.69168597E-05  
  78               1.93180863E+00   3.58017050E+03   5.08107298E-01   3.59462588E-01   1.31426367E-01   4.35108270E-04   2.14261811E-04   5.33745815E-05   4.53845917E-05   3.48287023E-05  
  79               2.10519858E+00   3.61082445E+03   5.02369119E-01   3.65702264E-01   1.30925676E-01   4.33443039E-04   2.10156020E-04   5.31107467E-05   4.52027112E-05   3.25011633E-05  
  80               2.29388757E+00   3.64147506E+03   4.96839064E-01   3.71715375E-01   1.30443119E-01   4.31836873E-04   2.06168105E-04   5.28522302E-05   4.50267434E-05   3.00317537E-05  
  81               2.49926206E+00   3.67300372E+03   4.91055737E-01   3.78003781E-01   1.29938448E-01   4.30156234E-04   2.02001297E-04   5.25830924E-05   4.48428149E-05   2.73479345E-05  
  82               2.72284231E+00   3.70454267E+03   4.85489839E-01   3.84055560E-01   1.29452727E-01   4.28537049E-04   1.97961893E-04   5.23194299E-05   4.46650464E-05   2.45855013E-05  
  83               2.96630392E+00   3.73698534E+03   4.79681608E-01   3.90370813E-01   1.28945853E-01   4.26846134E-04   1.93751597E-04   5.20454449E-05   4.44796243E-05   2.16932188E-05  
  84               3.23148544E+00   3.76945948E+03   4.74097352E-01   3.96442427E-01   1.28458512E-01   4.25218134E-04   1.89676118E-04   5.17769746E-05   4.43005233E-05   1.88399930E-05  
  85               3.52041425E+00   3.80287316E+03   4.68278413E-01   4.02769327E-01   1.27950697E-01   4.23520008E-04   1.85435814E-04   5.14983540E-05   4.41139749E-05   1.59981848E-05  
  86               3.83531887E+00   3.83634269E+03   4.62689412E-01   4.08846244E-01   1.27462947E-01   4.21885866E-04   1.81337025E-04   5.12252447E-05   4.39338864E-05   1.33461423E-05  
  87               4.17865540E+00   3.87080882E+03   4.56864620E-01   4.15179797E-01   1.26954640E-01   4.20180344E-04   1.77074006E-04   5.09418491E-05   4.37462912E-05   1.08614205E-05  
  88               4.55311707E+00   3.90538440E+03   4.51261911E-01   4.21272027E-01   1.26465725E-01   4.18535510E-04   1.72949901E-04   5.06634791E-05   4.35648757E-05   8.68683870E-06  
  89               4.96166792E+00   3.94104258E+03   4.45410016E-01   4.27635566E-01   1.25955093E-01   4.16813973E-04   1.68654602E-04   5.03742787E-05   4.33755233E-05   6.78010387E-06  
  90               5.40755664E+00   3.97688310E+03   4.39764273E-01   4.33775149E-01   1.25462467E-01   4.15146937E-04   1.64490449E-04   5.00893494E-05   4.31918242E-05   5.21645507E-06  
  91               5.89436528E+00   4.01387936E+03   4.33865147E-01   4.40190619E-01   1.24947760E-01   4.13399823E-04   1.60155341E-04   4.97933666E-05   4.30000303E-05   3.92919918E-06  
  92               6.42603201E+00   4.05109651E+03   4.28174843E-01   4.46379187E-01   1.24451287E-01   4.11705691E-04   1.55956619E-04   4.95015140E-05   4.28139130E-05   2.93246300E-06  
  93               7.00691254E+00   4.08949989E+03   4.22249935E-01   4.52823167E-01   1.23934366E-01   4.09933844E-04   1.51603996E-04   4.91991359E-05   4.26202230E-05   2.15304058E-06  
  94               7.64179803E+00   4.12815996E+03   4.16539041E-01   4.59034521E-01   1.23436126E-01   4.08213238E-04   1.47395659E-04   4.89008046E-05   4.24323001E-05   1.57427705E-06  
  95               8.33597462E+00   4.16807495E+03   4.10596289E-01   4.65498237E-01   1.22917671E-01   4.06411314E-04   1.43041833E-04   4.85919409E-05   4.22368435E-05   1.13687321E-06  
  96               9.09524103E+00   4.20831861E+03   4.04857213E-01   4.71740503E-01   1.22416991E-01   4.04652952E-04   1.38831290E-04   4.82865327E-05   4.20467779E-05   8.20408588E-07  
  97               9.92597809E+00   4.24991293E+03   3.98879176E-01   4.78242807E-01   1.21895471E-01   4.02804822E-04   1.34479649E-04   4.79702914E-05   4.18489254E-05   5.86166487E-07  
  98               1.08351724E+01   4.29192320E+03   3.93089452E-01   4.84540327E-01   1.21390382E-01   4.00988932E-04   1.30268818E-04   4.76567805E-05   4.16559389E-05   4.19290327E-07  
  99               1.18304947E+01   4.33538613E+03   3.87053886E-01   4.91105334E-01   1.20863851E-01   3.99071915E-04   1.25924388E-04   4.73321919E-05   4.14549229E-05   2.97361777E-07  
  100              1.29203166E+01   4.37937795E+03   3.81182515E-01   4.97491761E-01   1.20351646E-01   3.97169904E-04   1.21714964E-04   4.70093845E-05   4.12579929E-05   2.11276051E-07  
  101              1.41137991E+01   4.42492072E+03   3.75063004E-01   5.04148149E-01   1.19817799E-01   3.95152287E-04   1.17385753E-04   4.66754696E-05   4.10529342E-05   1.48949131E-07  
