# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  23               2.06397821E-04   1.87573874E+03   8.01041828E-01   4.08343145E-02   1.56969361E-01   5.19715378E-04   3.64184402E-04   6.54234387E-05   5.44255083E-05   5.95363473E-05  
  24               2.38865948E-04   1.80667764E+03   8.18324164E-01   2.20342283E-02   1.58476133E-01   5.24700620E-04   3.68841414E-04   6.60508163E-05   5.49479518E-05   6.01079804E-05  
  25               2.76707739E-04   1.91721807E+03   7.94377804E-01   4.80834609E-02   1.56388463E-01   5.17794026E-04   3.62351134E-04   6.51791230E-05   5.42238944E-05   5.93159161E-05  
  26               3.20607338E-04   1.85291913E+03   8.13200212E-01   2.76081388E-02   1.58029410E-01   5.23224214E-04   3.67435216E-04   6.58622474E-05   5.47928460E-05   5.99384890E-05  
  27               3.71647938E-04   1.96255702E+03   7.85893109E-01   5.73131391E-02   1.55648863E-01   5.15347158E-04   3.59965500E-04   6.48682573E-05   5.39672110E-05   5.90352328E-05  
  28               4.30626900E-04   1.90550366E+03   8.05877180E-01   3.55742169E-02   1.57391000E-01   5.21113118E-04   3.65419385E-04   6.55933141E-05   5.45712247E-05   5.96962509E-05  
  29               4.98771736E-04   2.01782349E+03   7.72592956E-01   7.17810954E-02   1.54489505E-01   5.11510570E-04   3.56135606E-04   6.43819831E-05   5.35649300E-05   5.85951926E-05  
  30               5.73478512E-04   2.04347602E+03   7.65963238E-01   7.89929250E-02   1.53911603E-01   5.09597993E-04   3.54168245E-04   6.41395070E-05   5.33643962E-05   5.83758070E-05  
  31               6.60083696E-04   2.06912580E+03   7.59059325E-01   8.65030263E-02   1.53309800E-01   5.07606224E-04   3.52076300E-04   6.38869445E-05   5.31555614E-05   5.81473150E-05  
  32               7.60523685E-04   2.09466293E+03   7.51964458E-01   9.42208476E-02   1.52691350E-01   5.05559286E-04   3.49878001E-04   6.36273110E-05   5.29409402E-05   5.79124628E-05  
  33               8.77044970E-04   2.12022245E+03   7.44644242E-01   1.02183807E-01   1.52053253E-01   5.03447255E-04   3.47557161E-04   6.33593469E-05   5.27194913E-05   5.76701026E-05  
  34               1.01225061E-03   2.14569879E+03   7.37186482E-01   1.10296390E-01   1.51403163E-01   5.01295473E-04   3.45134536E-04   6.30862317E-05   5.24938669E-05   5.74231294E-05  
  35               1.16914687E-03   2.17130391E+03   7.29503346E-01   1.18654143E-01   1.50733422E-01   4.99078592E-04   3.42576944E-04   6.28047639E-05   5.22614105E-05   5.71686228E-05  
  36               1.35120240E-03   2.19689510E+03   7.21703456E-01   1.27138904E-01   1.50053498E-01   4.96827960E-04   3.39912373E-04   6.25188784E-05   5.20254035E-05   5.69101630E-05  
  37               1.56241466E-03   2.22266104E+03   7.13698298E-01   1.35846964E-01   1.49355674E-01   4.94518033E-04   3.37106110E-04   6.22253484E-05   5.17831685E-05   5.66448003E-05  
  38               1.80738631E-03   2.24841045E+03   7.05632179E-01   1.44621344E-01   1.48652528E-01   4.92190458E-04   3.34199542E-04   6.19294033E-05   5.15390656E-05   5.63772920E-05  
  39               2.09140581E-03   2.27434162E+03   6.97400938E-01   1.53575352E-01   1.47934979E-01   4.89815172E-04   3.31152005E-04   6.16272478E-05   5.12899442E-05   5.61041609E-05  
  40               2.42052728E-03   2.30030932E+03   6.89123082E-01   1.62580074E-01   1.47213357E-01   4.87426379E-04   3.27998412E-04   6.13231729E-05   5.10393844E-05   5.58293022E-05  
  41               2.80166217E-03   2.32651647E+03   6.80676043E-01   1.71766874E-01   1.46476788E-01   4.84988077E-04   3.24689675E-04   6.10126367E-05   5.07836139E-05   5.55485417E-05  
  42               3.24008770E-03   2.35262489E+03   6.72256257E-01   1.80917088E-01   1.45743115E-01   4.82558566E-04   3.27381710E-04   6.07030816E-05   5.05288201E-05   5.52685499E-05  
  43               3.74418306E-03   2.37885481E+03   6.63745334E-01   1.90175429E-01   1.45001138E-01   4.80102333E-04   3.23783886E-04   6.03898292E-05   5.02711176E-05   5.49851508E-05  
  44               4.32669069E-03   2.40513827E+03   6.55268733E-01   1.99396445E-01   1.44262140E-01   4.77655950E-04   3.20090307E-04   6.00775398E-05   5.00144141E-05   5.47025044E-05  
  45               4.99899989E-03   2.43172424E+03   6.46648116E-01   2.08774135E-01   1.43510573E-01   4.75167939E-04   3.16226320E-04   5.97597282E-05   4.97533170E-05   5.44145992E-05  
  46               5.77391691E-03   2.45836743E+03   6.38080269E-01   2.18094433E-01   1.42763592E-01   4.72695101E-04   3.12267042E-04   5.94435233E-05   4.94937721E-05   5.41278737E-05  
  47               6.66473585E-03   2.48528412E+03   6.29389027E-01   2.27548973E-01   1.42005839E-01   4.70186585E-04   3.08136682E-04   5.91225279E-05   4.92304533E-05   5.38363358E-05  
  48               7.68575901E-03   2.51215954E+03   6.20814425E-01   2.36876643E-01   1.41258238E-01   4.67711674E-04   3.03935134E-04   5.88054467E-05   4.89706146E-05   5.35478332E-05  
  49               8.85522379E-03   2.53926734E+03   6.12157162E-01   2.46294245E-01   1.40503415E-01   4.65212840E-04   2.99574256E-04   5.84850339E-05   4.87082294E-05   5.32555229E-05  
  50               1.01935784E-02   2.56635720E+03   6.03637013E-01   2.55562703E-01   1.39760530E-01   4.62753522E-04   2.95150684E-04   5.81692431E-05   4.84499379E-05   5.29665192E-05  
  51               1.17237059E-02   2.59363845E+03   5.95097410E-01   2.64852334E-01   1.39015931E-01   4.60288524E-04   2.90593656E-04   5.78523809E-05   4.81910052E-05   5.26752934E-05  
  52               1.34712717E-02   2.62063053E+03   5.86949080E-01   2.73716338E-01   1.38305430E-01   4.57936411E-04   2.86099799E-04   5.75493155E-05   4.79438423E-05   5.23953343E-05  
  53               1.54645120E-02   2.64813253E+03   5.78537415E-01   2.82866816E-01   1.37571952E-01   4.55508216E-04   2.81358576E-04   5.72363087E-05   4.76886621E-05   5.21041648E-05  
  54               1.77344909E-02   2.67538213E+03   5.70500451E-01   2.91609692E-01   1.36871128E-01   4.53188125E-04   2.76683573E-04   5.69364634E-05   4.74447459E-05   5.18228513E-05  
  55               2.03151878E-02   2.70329851E+03   5.62072054E-01   3.00778390E-01   1.36136155E-01   4.50754966E-04   2.71692955E-04   5.66220206E-05   4.71889369E-05   5.15246940E-05  
  56               2.32434582E-02   2.73111513E+03   5.53890656E-01   3.09678400E-01   1.35422702E-01   4.48393045E-04   2.66711679E-04   5.63160926E-05   4.69405283E-05   5.12306421E-05  
  57               2.65593846E-02   2.75961932E+03   5.45294997E-01   3.19029063E-01   1.34673109E-01   4.45911457E-04   2.61394382E-04   5.59947417E-05   4.66795345E-05   5.09168614E-05  
  58               3.03065677E-02   2.78786276E+03   5.37076113E-01   3.27969862E-01   1.33956350E-01   4.43538570E-04   2.56164554E-04   5.56865884E-05   4.64298600E-05   5.06095075E-05  
  59               3.45325904E-02   2.81662783E+03   5.28578762E-01   3.37213587E-01   1.33215291E-01   4.41085215E-04   2.50671108E-04   5.53679273E-05   4.61717020E-05   5.02841281E-05  
  60               3.92892495E-02   2.84495141E+03   5.20605015E-01   3.45887714E-01   1.32519873E-01   4.38782954E-04   2.45366598E-04   5.50677507E-05   4.59292970E-05   4.99674709E-05  
  61               4.46331354E-02   2.87367790E+03   5.12451705E-01   3.54757172E-01   1.31808779E-01   4.36428773E-04   2.39863613E-04   5.47606348E-05   4.56813947E-05   4.96322863E-05  
  62               5.06257425E-02   2.90191754E+03   5.04854758E-01   3.63021386E-01   1.31146187E-01   4.34235151E-04   2.34595581E-04   5.44731529E-05   4.54502308E-05   4.93032795E-05  
  63               5.73338659E-02   2.93065520E+03   4.97001608E-01   3.71564293E-01   1.30461235E-01   4.31967477E-04   2.29096996E-04   5.41759556E-05   4.52112512E-05   4.89473237E-05  
  64               6.48297343E-02   2.95899529E+03   4.89626255E-01   3.79587414E-01   1.29817935E-01   4.29837677E-04   2.23811893E-04   5.38955238E-05   4.49866316E-05   4.85892157E-05  
  65               7.31918444E-02   2.98792917E+03   4.81922747E-01   3.87967490E-01   1.29146002E-01   4.27613040E-04   2.18262760E-04   5.36027822E-05   4.47520208E-05   4.81930845E-05  
  66               8.25053917E-02   3.01651160E+03   4.74658056E-01   3.95870171E-01   1.28512323E-01   4.25515019E-04   2.12924836E-04   5.33253732E-05   4.45305880E-05   4.77853388E-05  
  67               9.28609262E-02   3.04573424E+03   4.67037550E-01   4.04159883E-01   1.27847597E-01   4.23314159E-04   2.07314902E-04   5.30346690E-05   4.42983274E-05   4.73264205E-05  
  68               1.04355925E-01   3.07456030E+03   4.59887173E-01   4.11938122E-01   1.27223858E-01   4.21248947E-04   2.01956526E-04   5.27604028E-05   4.40801869E-05   4.68463014E-05  
  69               1.17098878E-01   3.10395880E+03   4.52447850E-01   4.20030628E-01   1.26574904E-01   4.19100184E-04   1.96379395E-04   5.24752570E-05   4.38532373E-05   4.63019004E-05  
  70               1.31210152E-01   3.13290757E+03   4.45524929E-01   4.27561308E-01   1.25970974E-01   4.17100417E-04   1.91104203E-04   5.22081690E-05   4.36417988E-05   4.57246479E-05  
  71               1.46823835E-01   3.16243544E+03   4.38332713E-01   4.35384853E-01   1.25343542E-01   4.15022747E-04   1.85635516E-04   5.19308949E-05   4.34221409E-05   4.50633862E-05  
  72               1.64088528E-01   3.19153799E+03   4.31649967E-01   4.42654090E-01   1.24760532E-01   4.13092050E-04   1.80483368E-04   5.16713634E-05   4.32177751E-05   4.43515500E-05  
  73               1.83169518E-01   3.22128505E+03   4.24680204E-01   4.50235442E-01   1.24152471E-01   4.11078292E-04   1.75138530E-04   5.14009855E-05   4.30046490E-05   4.35279838E-05  
  74               2.04249195E-01   3.25071451E+03   4.18155539E-01   4.57332486E-01   1.23583219E-01   4.09192883E-04   1.70084264E-04   5.11459672E-05   4.28048602E-05   4.26275856E-05  
  75               2.27529324E-01   3.28094227E+03   4.11267465E-01   4.64824707E-01   1.22982251E-01   4.07202293E-04   1.64798956E-04   5.08773459E-05   4.25939991E-05   4.15752137E-05  
  76               2.53232402E-01   3.31096823E+03   4.04760584E-01   4.71902104E-01   1.22414516E-01   4.05321540E-04   1.59775663E-04   5.06217270E-05   4.23945348E-05   4.04125650E-05  
  77               2.81605917E-01   3.34187009E+03   3.97877486E-01   4.79388565E-01   1.21813945E-01   4.03331820E-04   1.54524705E-04   5.03520348E-05   4.21836061E-05   3.90534538E-05  
  78               3.12924725E-01   3.37259870E+03   3.91379693E-01   4.86455695E-01   1.21246965E-01   4.01453044E-04   1.49550096E-04   5.00954163E-05   4.19841855E-05   3.75530409E-05  
  79               3.47496671E-01   3.40420366E+03   3.84551986E-01   4.93881474E-01   1.20651185E-01   3.99478557E-04   1.44390385E-04   4.98263537E-05   4.17746903E-05   3.58164559E-05  
  80               3.85665749E-01   3.43559523E+03   3.78162313E-01   5.00830540E-01   1.20093595E-01   3.97630136E-04   1.39550786E-04   4.95721431E-05   4.15782778E-05   3.39219940E-05  
  81               4.27818365E-01   3.46784268E+03   3.71503296E-01   5.08072337E-01   1.19512486E-01   3.95703342E-04   1.34576812E-04   4.93075966E-05   4.13736071E-05   3.17696062E-05  
  82               4.74385599E-01   3.49988738E+03   3.65297954E-01   5.14820411E-01   1.18970935E-01   3.93906987E-04   1.29938862E-04   4.90583275E-05   4.11824708E-05   2.94656496E-05  
  83               5.25848871E-01   3.53288627E+03   3.58804309E-01   5.21881840E-01   1.18404212E-01   3.92026566E-04   1.25164173E-04   4.87979901E-05   4.09824929E-05   2.69074937E-05  
  84               5.82742034E-01   3.56581542E+03   3.52700573E-01   5.28518950E-01   1.17871488E-01   3.90257950E-04   1.20688016E-04   4.85505371E-05   4.07941068E-05   2.42373149E-05  
  85               6.45659585E-01   3.59987390E+03   3.46245892E-01   5.35537608E-01   1.17308136E-01   3.88386848E-04   1.16045516E-04   4.82897587E-05   4.05949828E-05   2.13692369E-05  
  86               7.15260984E-01   3.63401497E+03   3.40112237E-01   5.42206981E-01   1.16772784E-01   3.86607317E-04   1.11661067E-04   4.80393167E-05   4.04053578E-05   1.84934025E-05  
  87               7.92282008E-01   3.66945510E+03   3.33578941E-01   5.49311003E-01   1.16202567E-01   3.84710726E-04   1.07091770E-04   4.77738212E-05   4.02035247E-05   1.55601822E-05  
  88               8.77540641E-01   3.70511862E+03   3.27314365E-01   5.56122803E-01   1.15655805E-01   3.82890046E-04   1.02751596E-04   4.75167273E-05   4.00096018E-05   1.27924479E-05  
  89               9.71954315E-01   3.74215770E+03   3.20667189E-01   5.63350909E-01   1.15075684E-01   3.80956415E-04   9.82501782E-05   4.72451861E-05   3.98039838E-05   1.01757792E-05  
  90               1.07654861E+00   3.77942937E+03   3.14319305E-01   5.70253708E-01   1.14521701E-01   3.79106637E-04   9.39984103E-05   4.69830145E-05   3.96071803E-05   7.90587031E-06  
  91               1.19247765E+00   3.81802523E+03   3.07680154E-01   5.77473611E-01   1.13942341E-01   3.77169009E-04   8.96508574E-05   4.67095725E-05   3.94014237E-05   5.94953297E-06  
  92               1.32103297E+00   3.85678116E+03   3.01411248E-01   5.84291089E-01   1.13395314E-01   3.75334334E-04   8.55920198E-05   4.64478197E-05   3.92065881E-05   4.39898177E-06  
  93               1.46366182E+00   3.89686803E+03   2.94903197E-01   5.91368988E-01   1.12827458E-01   3.73424823E-04   8.14748169E-05   4.61765508E-05   3.90043502E-05   3.16917016E-06  
  94               1.62197327E+00   3.93720666E+03   2.88741765E-01   5.98070097E-01   1.12289868E-01   3.71609152E-04   7.76277846E-05   4.59159669E-05   3.88122872E-05   2.25980892E-06  
  95               1.79775832E+00   3.97906308E+03   2.82299623E-01   6.05076774E-01   1.11727817E-01   3.69703259E-04   7.37074400E-05   4.56443848E-05   3.86115564E-05   1.57870961E-06  
  96               1.99299787E+00   4.02144544E+03   2.76095478E-01   6.11824727E-01   1.11186548E-01   3.67855905E-04   6.99964344E-05   4.53796030E-05   3.84177083E-05   1.09643015E-06  
  97               2.20988680E+00   4.06560877E+03   2.69545795E-01   6.18948695E-01   1.10615158E-01   3.65893921E-04   6.61916829E-05   4.51016321E-05   3.82132405E-05   7.48485511E-07  
  98               2.45084807E+00   4.11047031E+03   2.63190653E-01   6.25861141E-01   1.10060752E-01   3.63971487E-04   6.25775320E-05   4.48289076E-05   3.80143305E-05   5.09697325E-07  
  99               2.71855813E+00   4.15718507E+03   2.56526347E-01   6.33109985E-01   1.09479394E-01   3.61935924E-04   5.89062034E-05   4.45443332E-05   3.78058924E-05   3.42441418E-07  
  100              3.01595713E+00   4.20461991E+03   2.50084191E-01   6.40117225E-01   1.08917427E-01   3.59937731E-04   5.54436863E-05   4.42659054E-05   3.76038203E-05   2.30249514E-07  
  101              3.34626483E+00   4.25386889E+03   2.43412696E-01   6.47373992E-01   1.08335468E-01   3.57835403E-04   5.19788922E-05   4.39784437E-05   3.73946127E-05   1.53282347E-07  
