# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               CH4             
  25               1.80401328E-03   8.26265334E+02   8.38804287E-01   1.60284403E-01   1.78935839E-10   4.94419954E-04   2.84148608E-04   6.07816772E-05   0.00000000E+00   3.57273272E-05  
  26               2.15442530E-03   8.33009081E+02   8.38800503E-01   1.60285308E-01   2.12508365E-10   4.91620981E-04   2.87019505E-04   6.07805382E-05   0.00000000E+00   3.85521837E-05  
  27               2.57163631E-03   8.46272108E+02   8.38806389E-01   1.60283824E-01   3.20933005E-10   4.96258856E-04   2.82620889E-04   6.07791957E-05   0.00000000E+00   3.39585630E-05  
  28               3.06859086E-03   8.53574856E+02   8.38803178E-01   1.60284588E-01   3.84538763E-10   4.93893374E-04   2.85059419E-04   6.07777796E-05   0.00000000E+00   3.63475815E-05  
  29               3.66027195E-03   8.67619332E+02   8.38808993E-01   1.60283122E-01   5.83428931E-10   4.98470045E-04   2.80713703E-04   6.07763370E-05   0.00000000E+00   3.18093844E-05  
  30               4.36502963E-03   8.75629071E+02   8.38806449E-01   1.60283723E-01   7.07496208E-10   4.96610382E-04   2.82649258E-04   6.07746231E-05   0.00000000E+00   3.36905179E-05  
  31               5.20380249E-03   8.90520328E+02   8.38812074E-01   1.60282304E-01   1.07785503E-09   5.01033817E-04   2.78446132E-04   6.07730791E-05   0.00000000E+00   2.93003767E-05  
  32               6.20234569E-03   8.99379591E+02   8.38810234E-01   1.60282733E-01   1.32583911E-09   4.99709451E-04   2.79849730E-04   6.07710569E-05   0.00000000E+00   3.06442849E-05  
  33               7.39028259E-03   9.15464552E+02   8.38815821E-01   1.60281324E-01   2.04486540E-09   5.04097406E-04   2.75673785E-04   6.07694350E-05   0.00000000E+00   2.62854095E-05  
  34               8.80400323E-03   9.25504638E+02   8.38814847E-01   1.60281541E-01   2.56994199E-09   5.03431534E-04   2.76424675E-04   6.07671266E-05   0.00000000E+00   2.69691784E-05  
  35               1.04854043E-02   9.42904074E+02   8.38820167E-01   1.60280199E-01   4.00882658E-09   5.07607648E-04   2.72447719E-04   6.07654516E-05   0.00000000E+00   2.28182660E-05  
  36               1.24863719E-02   9.54276022E+02   8.38819908E-01   1.60280240E-01   5.14754603E-09   5.07485129E-04   2.72657976E-04   6.07628820E-05   8.42973062E-16   2.29569543E-05  
  37               1.48655769E-02   9.73366565E+02   8.38824915E-01   1.60278976E-01   8.16722819E-09   5.11415190E-04   2.68913004E-04   6.07612107E-05   1.87629748E-15   1.90488179E-05  
  38               1.76945471E-02   9.86435517E+02   8.38825308E-01   1.60278858E-01   1.07685718E-08   5.11787915E-04   2.68629443E-04   6.07584519E-05   5.25986753E-15   1.86906632E-05  
  39               2.10519774E-02   1.00746324E+03   8.38829788E-01   1.60277724E-01   1.73787593E-08   5.15308757E-04   2.65275346E-04   6.07568421E-05   1.16897214E-14   1.51887960E-05  
  40               2.50324904E-02   1.02259548E+03   8.38830659E-01   1.60277488E-01   2.36034181E-08   5.16045252E-04   2.64626432E-04   6.07540034E-05   3.64685979E-14   1.44653385E-05  
  41               2.97384431E-02   1.04624947E+03   8.38834584E-01   1.60276490E-01   3.91223267E-08   5.19141511E-04   2.61678642E-04   6.07526109E-05   8.19997168E-14   1.13856618E-05  
  42               3.52892180E-02   1.06409798E+03   8.38835766E-01   1.60276175E-01   5.51589773E-08   5.20119386E-04   2.60784731E-04   6.07498953E-05   2.92163996E-13   1.04194656E-05  
  43               4.18075873E-02   1.09070783E+03   8.38838885E-01   1.60275368E-01   9.36400617E-08   5.22611150E-04   2.58419207E-04   6.07488242E-05   6.60009755E-13   7.94206943E-06  
  44               4.94309251E-02   1.11172084E+03   8.38840060E-01   1.60275045E-01   1.37010997E-07   5.23602831E-04   2.57503531E-04   6.07464189E-05   2.67519222E-12   6.96073401E-06  
  45               5.82968415E-02   1.14213679E+03   8.38842322E-01   1.60274428E-01   2.39811416E-07   5.25485815E-04   2.55725370E-04   6.07458657E-05   1.03221813E-11   5.09025472E-06  
  46               6.85755680E-02   1.16710323E+03   8.38843238E-01   1.60274140E-01   3.65468364E-07   5.26341122E-04   2.54936355E-04   6.07439922E-05   2.85884344E-11   4.24408215E-06  
  47               8.04429742E-02   1.20174988E+03   8.38844504E-01   1.60273705E-01   6.54985287E-07   5.27600943E-04   2.53760917E-04   6.07439583E-05   1.15561404E-10   2.99495185E-06  
  48               9.40851399E-02   1.23101416E+03   8.38844839E-01   1.60273471E-01   1.03050690E-06   5.28210159E-04   2.53210610E-04   6.07426269E-05   3.42535626E-10   2.39355639E-06  
  49               1.09682375E-01   1.27038198E+03   8.38844872E-01   1.60273142E-01   1.87815386E-06   5.28971950E-04   2.52540025E-04   6.07430475E-05   1.42620108E-09   1.64058733E-06  
  50               1.27413577E-01   1.30437949E+03   8.38843848E-01   1.60272864E-01   3.02688683E-06   5.29353853E-04   2.52287059E-04   6.07422054E-05   4.43539521E-09   1.26486365E-06  
  51               1.47426463E-01   1.34884387E+03   8.38840639E-01   1.60272340E-01   5.55857987E-06   5.29776663E-04   2.52364935E-04   6.07428908E-05   1.85750407E-08   8.48127884E-07  
  52               1.69772017E-01   1.38849147E+03   8.38832143E-01   1.60271258E-01   9.16635030E-06   5.30000376E-04   2.53953492E-04   6.07423187E-05   5.99954517E-08   6.26169640E-07  
  53               1.94378905E-01   1.44142142E+03   8.38805740E-01   1.60267673E-01   1.74892893E-05   5.30229155E-04   2.58469645E-04   6.07426173E-05   2.66921931E-07   3.90977771E-07  
  54               2.20191166E-01   1.49156259E+03   8.38774557E-01   1.60266139E-01   3.08561909E-05   5.30368798E-04   2.77062611E-04   6.07433028E-05   8.71718260E-07   2.47121066E-07  
  55               2.46911202E-01   1.53879003E+03   8.38738371E-01   1.60262204E-01   5.08325536E-05   5.30432850E-04   2.82906265E-04   6.07425953E-05   4.74912988E-06   1.73225358E-07  
  56               2.73905119E-01   1.58251341E+03   8.38672215E-01   1.60255874E-01   7.84654180E-05   5.30462815E-04   3.02581392E-04   6.07408079E-05   1.75898921E-05   1.21895688E-07  
  57               2.99015784E-01   1.62018130E+03   8.38560726E-01   1.60244991E-01   1.11802836E-04   5.30457970E-04   3.41064217E-04   6.07372142E-05   4.27270581E-05   8.61843495E-08  
  58               3.21419830E-01   1.65170328E+03   8.38471387E-01   1.60238240E-01   1.48398770E-04   5.30452344E-04   3.77168363E-04   6.07350040E-05   6.63851797E-05   6.52230078E-08  
  59               3.40979411E-01   1.67778783E+03   8.38436840E-01   1.60235219E-01   1.85984268E-04   5.30452944E-04   3.77082764E-04   6.07338813E-05   6.63618397E-05   5.67539506E-08  
  60               3.63200202E-01   1.70597644E+03   8.38361063E-01   1.60225449E-01   2.35403995E-04   5.30430251E-04   3.76976703E-04   6.07301343E-05   6.63331249E-05   4.92002511E-08  
  61               3.83014094E-01   1.72994630E+03   8.38314743E-01   1.60221404E-01   2.85790824E-04   5.30423862E-04   3.76897856E-04   6.07285121E-05   6.63098225E-05   4.38267252E-08  
  62               3.99515243E-01   1.74917450E+03   8.38271770E-01   1.60217650E-01   3.32535350E-04   5.30416383E-04   3.76834351E-04   6.07269855E-05   6.62904861E-05   4.00892166E-08  
  63               4.18373578E-01   1.77032811E+03   8.38217817E-01   1.60212938E-01   3.91221821E-04   5.30405626E-04   3.76764351E-04   6.07250476E-05   6.62684924E-05   3.64843899E-08  
  64               4.39815273E-01   1.79343885E+03   8.38149951E-01   1.60207011E-01   4.65035626E-04   5.30390680E-04   3.76688097E-04   6.07225949E-05   6.62435821E-05   3.30560780E-08  
  65               4.64052647E-01   1.81840771E+03   8.38064932E-01   1.60199587E-01   5.57497223E-04   5.30370525E-04   3.76607056E-04   6.07195068E-05   6.62155514E-05   2.98627728E-08  
  66               4.91254858E-01   1.84514999E+03   8.37958686E-01   1.60190309E-01   6.73013556E-04   5.30343931E-04   3.76524229E-04   6.07156423E-05   6.61841948E-05   2.69275519E-08  
  67               5.21319295E-01   1.87322014E+03   8.37828153E-01   1.60178914E-01   8.14891263E-04   5.30309944E-04   3.76475749E-04   6.07108936E-05   6.61496700E-05   2.42981171E-08  
  68               5.54416360E-01   1.90252784E+03   8.37668603E-01   1.60164988E-01   9.88457804E-04   5.30267197E-04   3.76355003E-04   6.07050970E-05   6.61117696E-05   2.19639871E-08  
  69               5.91595728E-01   1.93360685E+03   8.37470057E-01   1.60147659E-01   1.20444452E-03   5.30212862E-04   3.76219306E-04   6.06978971E-05   6.60693235E-05   1.98671572E-08  
  70               6.33247662E-01   1.96640195E+03   8.37223597E-01   1.60126151E-01   1.47255482E-03   5.30144354E-04   3.76066219E-04   6.06889880E-05   6.60218599E-05   1.79976097E-08  
  71               6.79801035E-01   2.00074327E+03   8.36919838E-01   1.60099644E-01   1.80299789E-03   5.30058943E-04   3.75893424E-04   6.06780403E-05   6.59689411E-05   1.63535102E-08  
  72               7.31731093E-01   2.03652819E+03   8.36547460E-01   1.60067152E-01   2.20808692E-03   5.29953359E-04   3.75697735E-04   6.06646646E-05   6.59100286E-05   1.49179455E-08  
  73               7.89567864E-01   2.07357561E+03   8.36094892E-01   1.60027666E-01   2.70041114E-03   5.29824252E-04   3.75475988E-04   6.06484567E-05   6.58446097E-05   1.36791331E-08  
  74               8.53902947E-01   2.11179809E+03   8.35548257E-01   1.59979977E-01   3.29506305E-03   5.29667625E-04   3.75223924E-04   6.06289402E-05   6.57720440E-05   1.26148478E-08  
  75               9.25397998E-01   2.15100391E+03   8.34894644E-01   1.59922959E-01   4.00608912E-03   5.29479742E-04   3.74937711E-04   6.06056613E-05   6.56917743E-05   1.17120337E-08  
  76               1.00478960E+00   2.19112506E+03   8.34118394E-01   1.59855246E-01   4.85052293E-03   5.29256091E-04   3.74612187E-04   6.05780796E-05   6.56030855E-05   1.09492018E-08  
  77               1.09289706E+00   2.23195982E+03   8.33206901E-01   1.59775742E-01   5.84207419E-03   5.28993024E-04   3.74243317E-04   6.05457434E-05   6.55054404E-05   1.03157293E-08  
  78               1.19063073E+00   2.27344546E+03   8.32144687E-01   1.59683096E-01   6.99758035E-03   5.28686073E-04   3.73825617E-04   6.05081082E-05   6.53981308E-05   9.79413247E-09  
  79               1.29900366E+00   2.31532056E+03   8.30922128E-01   1.59576266E-01   8.32536117E-03   5.28331763E-04   3.73355490E-04   6.04647280E-05   6.52806796E-05   9.37972289E-09  
  80               1.41896497E+00   2.35752813E+03   8.29521883E-01   1.59454611E-01   9.83898252E-03   5.27927766E-04   3.79570017E-04   6.04154911E-05   6.51527538E-05   8.89544329E-09  
  81               1.55174384E+00   2.39988435E+03   8.27955150E-01   1.59317981E-01   1.15432596E-02   5.27474023E-04   3.79022170E-04   6.03599476E-05   6.50142055E-05   8.66199585E-09  
  82               1.69886339E+00   2.44252408E+03   8.26196335E-01   1.59164607E-01   1.34564900E-02   5.26964412E-04   3.78397789E-04   6.02975112E-05   6.48639896E-05   8.49939857E-09  
  83               1.86180212E+00   2.48514333E+03   8.24253087E-01   1.58995157E-01   1.55703465E-02   5.26401105E-04   3.77699990E-04   6.02283338E-05   6.47023838E-05   8.41097808E-09  
  84               2.04218595E+00   2.52795488E+03   8.22106061E-01   1.58807943E-01   1.79058700E-02   5.25778501E-04   3.76921525E-04   6.01516691E-05   6.45284265E-05   8.38148236E-09  
  85               2.24179325E+00   2.57064465E+03   8.19771936E-01   1.58604422E-01   2.04449128E-02   5.25101369E-04   3.76067752E-04   6.00679131E-05   6.43427353E-05   8.41738388E-09  
  86               2.46256040E+00   2.61341282E+03   8.17234302E-01   1.58383162E-01   2.32053240E-02   5.24364938E-04   3.75131553E-04   5.99763362E-05   6.41444772E-05   8.50746750E-09  
  87               2.70658671E+00   2.65593476E+03   8.14520711E-01   1.58146567E-01   2.61571266E-02   5.23577103E-04   3.74121880E-04   5.98776026E-05   6.39346820E-05   8.66061465E-09  
  88               2.97612479E+00   2.69853284E+03   8.11605163E-01   1.57892368E-01   2.93286013E-02   5.22730316E-04   3.73027589E-04   5.97705230E-05   6.37121412E-05   8.86376329E-09  
  89               3.27359171E+00   2.74079304E+03   8.08532534E-01   1.57624479E-01   3.26709294E-02   5.21837453E-04   3.71864252E-04   5.96561786E-05   6.34785788E-05   9.13068236E-09  
  90               3.60158210E+00   2.78304464E+03   8.05275628E-01   1.57340528E-01   3.62136882E-02   5.20890606E-04   3.70620218E-04   5.95330938E-05   6.32327753E-05   9.44989903E-09  
  91               3.96288618E+00   2.82491702E+03   8.01884731E-01   1.57044900E-01   3.99021757E-02   5.19904198E-04   3.69313754E-04   5.94022670E-05   6.29766380E-05   9.83559075E-09  
  92               4.36044802E+00   2.86684448E+03   7.98316361E-01   1.56733803E-01   4.37836856E-02   5.18865602E-04   3.67926959E-04   5.92612327E-05   6.27083633E-05   1.02735661E-08  
  93               4.79738344E+00   2.90836825E+03   7.94638710E-01   1.56413183E-01   4.77840350E-02   5.17794390E-04   3.66485902E-04   5.91111692E-05   6.24305717E-05   1.07827613E-08  
  94               5.27700376E+00   2.94994049E+03   7.90800526E-01   1.56078570E-01   5.19589704E-02   5.16675669E-04   3.64969639E-04   5.89486217E-05   6.21412267E-05   1.13487282E-08  
  95               5.80284372E+00   2.99108355E+03   7.86881086E-01   1.55736876E-01   5.62222498E-02   5.15532190E-04   3.63409724E-04   5.87745002E-05   6.18433491E-05   1.19934195E-08  
  96               6.37866857E+00   3.03231573E+03   7.82812877E-01   1.55382214E-01   6.06473081E-02   5.14344338E-04   3.61778476E-04   5.85835871E-05   6.15343387E-05   1.26998058E-08  
  97               7.00829201E+00   3.07307625E+03   7.78695115E-01   1.55023235E-01   6.51262147E-02   5.13140596E-04   3.60116669E-04   5.83765986E-05   6.12179876E-05   1.34952032E-08  
  98               7.69580594E+00   3.11391730E+03   7.74447384E-01   1.54652926E-01   6.97464357E-02   5.11897597E-04   3.58390847E-04   5.81460480E-05   6.08913046E-05   1.43601336E-08  
  99               8.44572395E+00   3.15427338E+03   7.70178723E-01   1.54280795E-01   7.43893548E-02   5.10646621E-04   3.56647025E-04   5.78917700E-05   6.05583448E-05   1.53264528E-08  
  100              9.26297467E+00   3.19478411E+03   7.65786077E-01   1.53897853E-01   7.91670634E-02   5.09357723E-04   3.54841249E-04   5.76025280E-05   6.02152788E-05   1.63704171E-08  
  101              1.01529580E+01   3.23485518E+03   7.61390926E-01   1.53514694E-01   8.39474119E-02   5.08065727E-04   3.53025775E-04   5.72769397E-05   5.98665153E-05   1.75299978E-08  
