# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  23               2.44561344E-03   2.03225966E+03   8.05091093E-01   3.64289840E-02   1.57322737E-01   5.20892726E-04   3.65020225E-04   6.55365900E-05   5.45450615E-05   5.96700276E-05  
  24               2.87988223E-03   2.03592336E+03   8.06927936E-01   3.44307929E-02   1.57482912E-01   5.21423239E-04   3.65539400E-04   6.55991915E-05   5.46002396E-05   5.97307672E-05  
  25               3.38805721E-03   2.06745404E+03   8.02864498E-01   3.88510490E-02   1.57128665E-01   5.20251418E-04   3.64319252E-04   6.54465903E-05   5.44769161E-05   5.95962522E-05  
  26               3.98188740E-03   2.07223469E+03   8.04579172E-01   3.69857577E-02   1.57278185E-01   5.20746680E-04   3.64803611E-04   6.55039714E-05   5.45283223E-05   5.96529398E-05  
  27               4.67548504E-03   2.10398146E+03   8.00395006E-01   4.15373403E-02   1.56913416E-01   5.19539940E-04   3.63525509E-04   6.53461102E-05   5.44012545E-05   5.95143927E-05  
  28               5.48432554E-03   2.11007574E+03   8.01939778E-01   3.98568748E-02   1.57048121E-01   5.19986173E-04   3.63959739E-04   6.53964003E-05   5.44474298E-05   5.95654442E-05  
  29               6.42692615E-03   2.14222481E+03   7.97580355E-01   4.45991001E-02   1.56668076E-01   5.18728782E-04   3.62603367E-04   6.52311607E-05   5.43149520E-05   5.94210469E-05  
  30               7.52342291E-03   2.14990019E+03   7.98886123E-01   4.31786299E-02   1.56781941E-01   5.19106040E-04   3.62964656E-04   6.52716961E-05   5.43537885E-05   5.94641680E-05  
  31               8.79781888E-03   2.18268005E+03   7.94272431E-01   4.81974499E-02   1.56379731E-01   5.17775194E-04   3.61500481E-04   6.50960588E-05   5.42134922E-05   5.93112851E-05  
  32               1.02759228E-02   2.19226173E+03   7.95246910E-01   4.71373622E-02   1.56464711E-01   5.18056838E-04   3.61757250E-04   6.51233187E-05   5.42421780E-05   5.93434089E-05  
  33               1.19883398E-02   2.22599421E+03   7.90256359E-01   5.25661317E-02   1.56029649E-01   5.16617157E-04   3.60139309E-04   6.49326738E-05   5.40903349E-05   5.91779502E-05  
  34               1.39674587E-02   2.23797466E+03   7.90748343E-01   5.20309110E-02   1.56072562E-01   5.16759540E-04   3.60238788E-04   6.49409855E-05   5.41042732E-05   5.91940488E-05  
  35               1.62513482E-02   2.27323608E+03   7.85155392E-01   5.81149744E-02   1.55584985E-01   5.15145927E-04   3.58383118E-04   6.47269847E-05   5.39340400E-05   5.90084905E-05  
  36               1.88791447E-02   2.28851348E+03   7.84868947E-01   5.84265423E-02   1.55560032E-01   5.15063634E-04   3.58220611E-04   6.47054167E-05   5.39242541E-05   5.89987189E-05  
  37               2.18951649E-02   2.32690924E+03   7.78067904E-01   6.58226912E-02   1.54966938E-01   5.13100613E-04   3.55906783E-04   6.44458429E-05   5.37172215E-05   5.87728041E-05  
  38               2.52959493E-02   2.36356112E+03   7.71278891E-01   7.31983789E-02   1.54375487E-01   5.11142163E-04   3.60203029E-04   6.41864205E-05   5.35106882E-05   5.85472568E-05  
  39               2.91335834E-02   2.39927808E+03   7.64372256E-01   8.07115113E-02   1.53773387E-01   5.09149171E-04   3.57690223E-04   6.39219589E-05   5.33003806E-05   5.83173873E-05  
  40               3.34842716E-02   2.43396895E+03   7.57469491E-01   8.82204318E-02   1.53171624E-01   5.07157224E-04   3.55110235E-04   6.36569281E-05   5.30900969E-05   5.80872844E-05  
  41               3.84133470E-02   2.46828979E+03   7.50402176E-01   9.59083524E-02   1.52555513E-01   5.05117717E-04   3.52399556E-04   6.33851663E-05   5.28747362E-05   5.78512539E-05  
  42               4.39827023E-02   2.50173248E+03   7.43399272E-01   1.03526205E-01   1.51945013E-01   5.03096733E-04   3.49638853E-04   6.31149755E-05   5.26612194E-05   5.76167998E-05  
  43               5.02690185E-02   2.53497806E+03   7.36245616E-01   1.11308048E-01   1.51321365E-01   5.01032171E-04   3.46745756E-04   6.28385103E-05   5.24430337E-05   5.73766050E-05  
  44               5.73625562E-02   2.56753143E+03   7.29184847E-01   1.18988847E-01   1.50705809E-01   4.98994354E-04   3.43810559E-04   6.25645580E-05   5.22275387E-05   5.71386197E-05  
  45               6.53617912E-02   2.60013575E+03   7.21943562E-01   1.26866015E-01   1.50074510E-01   4.96904366E-04   3.40724797E-04   6.22831642E-05   5.20064604E-05   5.68934601E-05  
  46               7.43740759E-02   2.63215744E+03   7.14826466E-01   1.34608087E-01   1.49454029E-01   4.94850157E-04   3.37607409E-04   6.20053283E-05   5.17890050E-05   5.66510548E-05  
  47               8.45162236E-02   2.66433808E+03   7.07529592E-01   1.42545724E-01   1.48817868E-01   4.92743986E-04   3.34333555E-04   6.17200102E-05   5.15659762E-05   5.64008028E-05  
  48               9.59153441E-02   2.69595122E+03   7.00410168E-01   1.50290327E-01   1.48197168E-01   4.90688963E-04   3.31050350E-04   6.14401012E-05   5.13481672E-05   5.61543247E-05  
  49               1.08709332E-01   2.72781505E+03   6.93103307E-01   1.58238824E-01   1.47560118E-01   4.88579761E-04   3.27602773E-04   6.11523791E-05   5.11245422E-05   5.58986608E-05  
  50               1.23047782E-01   2.75913678E+03   6.86009150E-01   1.65955935E-01   1.46941602E-01   4.86531878E-04   3.24163738E-04   6.08712723E-05   5.09071904E-05   5.56467932E-05  
  51               1.39092838E-01   2.79078393E+03   6.78716172E-01   1.73889322E-01   1.46305743E-01   4.84426521E-04   3.20551770E-04   6.05818992E-05   5.06836684E-05   5.53836901E-05  
  52               1.57020446E-01   2.82189977E+03   6.71668290E-01   1.81556084E-01   1.45691243E-01   4.82391827E-04   3.16967595E-04   6.03002475E-05   5.04673867E-05   5.51237310E-05  
  53               1.77021709E-01   2.85341079E+03   6.64405376E-01   1.89456751E-01   1.45057984E-01   4.80294968E-04   3.13200471E-04   6.00097105E-05   5.02444355E-05   5.48494497E-05  
  54               1.99304135E-01   2.88442202E+03   6.57402513E-01   1.97074521E-01   1.44447387E-01   4.78273080E-04   3.09474387E-04   5.97273711E-05   5.00291646E-05   5.45761933E-05  
  55               2.24093661E-01   2.91590896E+03   6.50158157E-01   2.04954977E-01   1.43815724E-01   4.76181372E-04   3.05550542E-04   5.94351644E-05   4.98064155E-05   5.42838464E-05  
  56               2.51637060E-01   2.94689545E+03   6.43201557E-01   2.12522389E-01   1.43209139E-01   4.74172620E-04   3.01688558E-04   5.91520846E-05   4.95921709E-05   5.39896110E-05  
  57               2.82205067E-01   2.97839017E+03   6.36002126E-01   2.20353936E-01   1.42581369E-01   4.72093641E-04   2.97626697E-04   5.88590556E-05   4.93703977E-05   5.36705684E-05  
  58               3.16095588E-01   3.00935006E+03   6.29136616E-01   2.27822213E-01   1.41982703E-01   4.70110930E-04   2.93659290E-04   5.85767241E-05   4.91585080E-05   5.33457928E-05  
  59               3.53632375E-01   3.04084029E+03   6.22034263E-01   2.35548101E-01   1.41363374E-01   4.68059693E-04   2.89495349E-04   5.82846122E-05   4.89392588E-05   5.29883206E-05  
  60               3.95162259E-01   3.07178092E+03   6.15297607E-01   2.42876140E-01   1.40775919E-01   4.66113875E-04   2.85454009E-04   5.80042413E-05   4.87308359E-05   5.26186472E-05  
  61               4.41069667E-01   3.10331790E+03   6.08303554E-01   2.50484135E-01   1.40166007E-01   4.64093564E-04   2.81206798E-04   5.77133122E-05   4.85144210E-05   5.22039182E-05  
  62               4.91779852E-01   3.13434019E+03   6.01679540E-01   2.57689545E-01   1.39588349E-01   4.62179893E-04   2.77096698E-04   5.74341637E-05   4.83089435E-05   5.17663641E-05  
  63               5.47762736E-01   3.16606616E+03   5.94758453E-01   2.65218054E-01   1.38984771E-01   4.60180226E-04   2.72760217E-04   5.71429824E-05   4.80942615E-05   5.12654707E-05  
  64               6.09535956E-01   3.19734210E+03   5.88195412E-01   2.72357004E-01   1.38412402E-01   4.58283693E-04   2.68565709E-04   5.68630198E-05   4.78901317E-05   5.07258828E-05  
  65               6.77670093E-01   3.22944877E+03   5.81286095E-01   2.79872551E-01   1.37809821E-01   4.56286892E-04   2.64117357E-04   5.65692134E-05   4.76752964E-05   5.00968084E-05  
  66               7.52793912E-01   3.26115839E+03   5.74728674E-01   2.87005207E-01   1.37237910E-01   4.54391387E-04   2.59818056E-04   5.62862621E-05   4.74708017E-05   4.94072742E-05  
  67               8.35604690E-01   3.29376728E+03   5.67810690E-01   2.94529965E-01   1.36634537E-01   4.52391399E-04   2.55256484E-04   5.59888957E-05   4.72551526E-05   4.85946540E-05  
  68               9.26875785E-01   3.32598288E+03   5.61267102E-01   3.01647327E-01   1.36063796E-01   4.50499119E-04   2.50867732E-04   5.57030103E-05   4.70504920E-05   4.76948356E-05  
  69               1.02746967E+00   3.35912659E+03   5.54374728E-01   3.09143936E-01   1.35462617E-01   4.48505637E-04   2.46224386E-04   5.54030385E-05   4.68350094E-05   4.66302828E-05  
  70               1.13834616E+00   3.39185102E+03   5.47897454E-01   3.16188839E-01   1.34897617E-01   4.46631505E-04   2.41789555E-04   5.51157683E-05   4.66317045E-05   4.54480856E-05  
  71               1.26057698E+00   3.42553476E+03   5.41085229E-01   3.23597889E-01   1.34303379E-01   4.44660007E-04   2.37110454E-04   5.48147775E-05   4.64179660E-05   4.40518218E-05  
  72               1.39535012E+00   3.45883268E+03   5.34695810E-01   3.30546814E-01   1.33745992E-01   4.42809934E-04   2.32655991E-04   5.45265036E-05   4.62165924E-05   4.25028284E-05  
  73               1.54398412E+00   3.49319918E+03   5.27943484E-01   3.37890242E-01   1.33156925E-01   4.40854208E-04   2.27942067E-04   5.42233980E-05   4.60039115E-05   4.06819201E-05  
  74               1.70793572E+00   3.52725686E+03   5.21596159E-01   3.44792881E-01   1.32603153E-01   4.39014561E-04   2.23451755E-04   5.39321192E-05   4.58030107E-05   3.86747769E-05  
  75               1.88882249E+00   3.56250560E+03   5.14852142E-01   3.52126726E-01   1.32014748E-01   4.37059211E-04   2.18682080E-04   5.36247105E-05   4.55897535E-05   3.63437191E-05  
  76               2.08843039E+00   3.59754176E+03   5.08484545E-01   3.59050860E-01   1.31459147E-01   4.35211407E-04   2.14126213E-04   5.33278674E-05   4.53873659E-05   3.38122764E-05  
  77               2.30874272E+00   3.63389327E+03   5.01688144E-01   3.66441115E-01   1.30866110E-01   4.33238223E-04   2.09271062E-04   5.30136830E-05   4.51716253E-05   3.09385072E-05  
  78               2.55195816E+00   3.67008640E+03   4.95263156E-01   3.73427147E-01   1.30305445E-01   4.31370755E-04   2.04633252E-04   5.27096217E-05   4.49665514E-05   2.79079288E-05  
  79               2.82053699E+00   3.70764895E+03   4.88418828E-01   3.80869068E-01   1.29708173E-01   4.29380083E-04   1.99702699E-04   5.23884482E-05   4.47483775E-05   2.46037826E-05  
  80               3.11721881E+00   3.74507502E+03   4.81960164E-01   3.87891396E-01   1.29144529E-01   4.27498691E-04   1.95004567E-04   5.20775843E-05   4.45412403E-05   2.12830468E-05  
  81               3.44507383E+00   3.78393325E+03   4.75091395E-01   3.95359738E-01   1.28545099E-01   4.25495932E-04   1.90020501E-04   5.17498096E-05   4.43212464E-05   1.78715475E-05  
  82               3.80752671E+00   3.82268533E+03   4.68619926E-01   4.02396042E-01   1.27980332E-01   4.23604941E-04   1.85281505E-04   5.14323968E-05   4.41125731E-05   1.46707024E-05  
  83               4.20842103E+00   3.86294562E+03   4.61744992E-01   4.09871375E-01   1.27380381E-01   4.21593160E-04   1.80262256E-04   5.10981656E-05   4.38912038E-05   1.16335529E-05  
  84               4.65203562E+00   3.90317313E+03   4.55258844E-01   4.16924133E-01   1.26814368E-01   4.19689207E-04   1.75486888E-04   5.07736282E-05   4.36808248E-05   9.01717363E-06  
  85               5.14315946E+00   3.94504652E+03   4.48349168E-01   4.24437924E-01   1.26211437E-01   4.17656418E-04   1.70420383E-04   5.04314706E-05   4.34571061E-05   6.74847028E-06  
  86               5.68712055E+00   3.98699530E+03   4.41804810E-01   4.31554734E-01   1.25640405E-01   4.15722215E-04   1.65586747E-04   5.00978340E-05   4.32435906E-05   4.96069176E-06  
  87               6.28989844E+00   4.03070142E+03   4.34835091E-01   4.39134597E-01   1.25032296E-01   4.13655060E-04   1.60465333E-04   4.97464074E-05   4.30166310E-05   3.53851578E-06  
  88               6.95817395E+00   4.07452524E+03   4.28242008E-01   4.46305092E-01   1.24457067E-01   4.11685990E-04   1.55589956E-04   4.94034618E-05   4.28001134E-05   2.50072008E-06  
  89               7.69946537E+00   4.12017249E+03   4.21248153E-01   4.53911809E-01   1.23846898E-01   4.09585674E-04   1.50450964E-04   4.90434102E-05   4.25708248E-05   1.72776456E-06  
  90               8.52216159E+00   4.16601705E+03   4.14626604E-01   4.61113739E-01   1.23269219E-01   4.07576486E-04   1.45562642E-04   4.86912432E-05   4.23517359E-05   1.19158983E-06  
  91               9.43567006E+00   4.21381056E+03   4.07605305E-01   4.68750687E-01   1.22656681E-01   4.05428093E-04   1.40423417E-04   4.83218898E-05   4.21198407E-05   8.07825853E-07  
  92               1.04504561E+01   4.26193055E+03   4.00931927E-01   4.76009278E-01   1.22074499E-01   4.03354942E-04   1.35528895E-04   4.79591912E-05   4.18973012E-05   5.49030111E-07  
  93               1.15782206E+01   4.31215393E+03   3.93851883E-01   4.83710343E-01   1.21456849E-01   4.01127789E-04   1.30396178E-04   4.75790369E-05   4.16616886E-05   3.67916547E-07  
  94               1.28319364E+01   4.36287336E+03   3.87081561E-01   4.91074541E-01   1.20866220E-01   3.98950849E-04   1.25496902E-04   4.72039451E-05   4.14341821E-05   2.47578471E-07  
  95               1.42260426E+01   4.41587025E+03   3.79895087E-01   4.98891491E-01   1.20239293E-01   3.96597011E-04   1.20376824E-04   4.68111694E-05   4.11932718E-05   1.64500776E-07  
  96               1.57765061E+01   4.46947381E+03   3.73008568E-01   5.06382154E-01   1.19638536E-01   3.94268736E-04   1.15501381E-04   4.64228656E-05   4.09600687E-05   1.09868617E-07  
  97               1.75010323E+01   4.52540097E+03   3.65751856E-01   5.14275528E-01   1.19005491E-01   3.91746243E-04   1.10463178E-04   4.60184706E-05   4.07147782E-05   7.25935996E-08  
  98               1.94191288E+01   4.58191646E+03   3.58834162E-01   5.21800072E-01   1.18402022E-01   3.89228025E-04   1.05712895E-04   4.56194934E-05   4.04782324E-05   4.82883895E-08  
  99               2.15522186E+01   4.64079630E+03   3.51589290E-01   5.29680482E-01   1.17770021E-01   3.86481886E-04   1.00857949E-04   4.52059699E-05   4.02308284E-05   3.18218371E-08  
  100              2.39236129E+01   4.70034527E+03   3.44675977E-01   5.37200112E-01   1.17166946E-01   3.83687956E-04   9.63052813E-05   4.47974835E-05   3.99918425E-05   2.11151890E-08  
  101              2.65585061E+01   4.76239219E+03   3.37438034E-01   5.45072759E-01   1.16535562E-01   3.80596562E-04   9.16835376E-05   4.43749773E-05   3.97420652E-05   1.38848148E-08  
