# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               Mg              
  38               4.43902339E-01   8.39727222E+02   8.38149342E-01   1.60444495E-01   1.91089460E-11   7.79412393E-04   5.30717833E-04   5.61693204E-07   5.82562173E-05   0.00000000E+00  
  39               5.11561720E-01   8.72026046E+02   8.38150740E-01   1.60444101E-01   5.76110031E-11   7.78630900E-04   5.29893662E-04   1.38276285E-06   5.86004183E-05   0.00000000E+00  
  40               5.88338501E-01   8.97460213E+02   8.38152075E-01   1.60443639E-01   1.27718760E-10   7.77549665E-04   5.28769996E-04   2.50286873E-06   5.87550561E-05   0.00000000E+00  
  41               6.75300148E-01   9.32560474E+02   8.38155530E-01   1.60442283E-01   3.64807937E-10   7.74282427E-04   5.25424258E-04   5.83885842E-06   5.90195176E-05   0.00000000E+00  
  42               7.73731588E-01   9.60995487E+02   8.38159861E-01   1.60440633E-01   7.94898182E-10   7.69823745E-04   5.20901127E-04   1.03506419E-05   5.91458186E-05   0.00000000E+00  
  43               8.85687665E-01   9.99242496E+02   8.38175912E-01   1.60436690E-01   2.15307405E-09   7.57929296E-04   5.08848227E-04   2.23770170E-05   5.93467258E-05   0.00000000E+00  
  44               1.01383978E+00   1.03101730E+03   8.38195974E-01   1.60431775E-01   4.59052995E-09   7.42895545E-04   4.93660614E-04   3.75347066E-05   5.94442175E-05   5.31060411E-16  
  45               1.16284319E+00   1.07301240E+03   8.38240613E-01   1.60420867E-01   1.18387354E-08   7.09347302E-04   4.59859078E-04   7.12754731E-05   5.95909959E-05   5.33164672E-15  
  46               1.33873246E+00   1.10866947E+03   8.38287379E-01   1.60409445E-01   2.46290904E-08   6.74101348E-04   4.24371755E-04   1.06706314E-04   5.96571699E-05   3.22616808E-14  
  47               1.55118422E+00   1.15381446E+03   8.38363557E-01   1.60390847E-01   5.89488612E-08   6.16645854E-04   3.66564666E-04   1.64430269E-04   5.97482843E-05   2.80774041E-13  
  48               1.81090279E+00   1.19127456E+03   8.38420917E-01   1.60376828E-01   1.13389381E-07   5.73315311E-04   3.22954416E-04   2.07985045E-04   5.97709691E-05   1.43446242E-12  
  49               2.13126485E+00   1.23734029E+03   8.38494197E-01   1.60358904E-01   2.42039939E-07   5.17914023E-04   2.67216022E-04   2.63656858E-04   5.98096217E-05   9.58762969E-12  
  50               2.52440360E+00   1.27485336E+03   8.38536969E-01   1.60348398E-01   4.21599070E-07   4.85458910E-04   2.34542902E-04   2.96293257E-04   5.97936787E-05   3.83026836E-11  
  51               3.00212226E+00   1.32109687E+03   8.38589957E-01   1.60335337E-01   8.09617869E-07   4.45143846E-04   1.93982223E-04   3.36807248E-04   5.97962748E-05   1.95555713E-10  
  52               3.57411968E+00   1.35872806E+03   8.38617252E-01   1.60328489E-01   1.30538871E-06   4.24097361E-04   1.72779055E-04   3.57983754E-04   5.97561221E-05   6.38124485E-10  
  53               4.24947423E+00   1.40526696E+03   8.38653139E-01   1.60319361E-01   2.31019764E-06   3.96193184E-04   1.44649619E-04   3.86074797E-04   5.97376692E-05   2.62378258E-09  
  54               5.03869243E+00   1.44281846E+03   8.38668604E-01   1.60314754E-01   3.49771109E-06   3.82930406E-04   1.31126950E-04   3.99571815E-04   5.96818425E-05   7.24560647E-09  
  55               5.94846656E+00   1.48926915E+03   8.38691160E-01   1.60308237E-01   5.77295239E-06   3.64620300E-04   1.11405595E-04   4.19255043E-04   5.96490549E-05   1.56121372E-08  
  56               6.98323231E+00   1.52659693E+03   8.38697571E-01   1.60304651E-01   8.30592837E-06   3.55838759E-04   1.02482495E-04   4.28147500E-04   5.95833312E-05   5.95922304E-08  
  57               8.14288334E+00   1.57336121E+03   8.38695590E-01   1.60296713E-01   1.30276481E-05   3.43970963E-04   8.75362343E-05   4.43041064E-04   5.95434074E-05   1.76361699E-07  
  58               9.41230700E+00   1.61109199E+03   8.38685967E-01   1.60292990E-01   1.81346149E-05   3.52800912E-04   7.75715936E-05   4.52968773E-04   5.94798083E-05   2.35991207E-07  
  59               1.07786839E+01   1.65881186E+03   8.38689645E-01   1.60288195E-01   2.74978059E-05   3.42559555E-04   6.59337258E-05   4.64555799E-04   5.94460229E-05   1.06884678E-06  
  60               1.22253702E+01   1.69844465E+03   8.38678656E-01   1.60283892E-01   3.78182794E-05   3.39327622E-04   5.91392920E-05   4.71300690E-04   5.93924386E-05   3.27405507E-06  
  61               1.36872674E+01   1.74874639E+03   8.38646631E-01   1.60275584E-01   5.66095514E-05   3.41898848E-04   4.74624595E-05   4.82913643E-04   5.93786292E-05   1.21474233E-05  
  62               1.50625873E+01   1.79353610E+03   8.38574350E-01   1.60264069E-01   7.95488683E-05   3.62460127E-04   3.74686358E-05   4.92847670E-04   5.93686918E-05   3.12116120E-05  
  63               1.62921938E+01   1.83060515E+03   8.38482876E-01   1.60254145E-01   1.03976789E-04   4.06025887E-04   2.92327329E-05   5.01048580E-04   5.93632201E-05   6.35659422E-05  
  64               1.73501629E+01   1.86101554E+03   8.38464144E-01   1.60251268E-01   1.28461019E-04   4.03123078E-04   2.63318885E-05   5.03915085E-04   5.93499654E-05   6.33965563E-05  
  65               1.85195265E+01   1.89261360E+03   8.38427982E-01   1.60245810E-01   1.58738930E-04   4.00550105E-04   2.37678281E-05   5.06433278E-04   5.93322740E-05   6.32135861E-05  
  66               1.94527036E+01   1.91693973E+03   8.38405243E-01   1.60243091E-01   1.85923217E-04   3.98798836E-04   2.20198002E-05   5.08149764E-04   5.93185190E-05   6.30707771E-05  
  67               2.01404366E+01   1.93399973E+03   8.38387147E-01   1.60241052E-01   2.07131489E-04   3.97705640E-04   2.09286730E-05   5.09217398E-04   5.93073131E-05   6.29678271E-05  
  68               2.09194630E+01   1.95307083E+03   8.38364625E-01   1.60238605E-01   2.33223914E-04   3.96558523E-04   1.97834156E-05   5.10335363E-04   5.92949163E-05   6.28520728E-05  
  69               2.17983067E+01   1.97355683E+03   8.38337635E-01   1.60235790E-01   2.64102172E-04   3.95457241E-04   1.86828514E-05   5.11404800E-04   5.92797149E-05   6.27243413E-05  
  70               2.27855133E+01   1.99611220E+03   8.38304227E-01   1.60232408E-01   3.01977792E-04   3.94336331E-04   1.75605958E-05   5.12491039E-04   5.92628563E-05   6.25824232E-05  
  71               2.38893236E+01   2.02010733E+03   8.38233987E-01   1.60222700E-01   3.46896407E-04   3.93268212E-04   1.65003658E-05   5.13491119E-04   5.92406797E-05   6.24251171E-05  
  72               2.47083714E+01   2.03763019E+03   8.38201527E-01   1.60219593E-01   3.83131222E-04   3.92562153E-04   1.57744955E-05   5.14185677E-04   5.92261557E-05   6.23112502E-05  
  73               2.53032499E+01   2.04978484E+03   8.38177466E-01   1.60217308E-01   4.09905525E-04   3.92102775E-04   1.53186639E-05   5.14618565E-04   5.92148303E-05   6.22301622E-05  
  74               2.59849852E+01   2.06378041E+03   8.38147854E-01   1.60214516E-01   4.42733950E-04   3.91625783E-04   1.48014447E-05   5.15108796E-04   5.92024161E-05   6.21372793E-05  
  75               2.67632497E+01   2.07903058E+03   8.38113565E-01   1.60211321E-01   4.80719078E-04   3.91111746E-04   1.42915924E-05   5.15587662E-04   5.91873155E-05   6.20334189E-05  
  76               2.76516320E+01   2.09635228E+03   8.38071553E-01   1.60207434E-01   5.27169953E-04   3.90547808E-04   1.37326978E-05   5.16110134E-04   5.91705439E-05   6.19154607E-05  
  77               2.86622776E+01   2.11513368E+03   8.38022431E-01   1.60202936E-01   5.81325817E-04   3.89997685E-04   1.31875488E-05   5.16613407E-04   5.91504695E-05   6.17841881E-05  
  78               2.98081111E+01   2.13613098E+03   8.37962529E-01   1.60197486E-01   6.47248262E-04   3.89413546E-04   1.26092003E-05   5.17142743E-04   5.91280721E-05   6.16367665E-05  
  79               3.11028532E+01   2.15867909E+03   8.37892384E-01   1.60191158E-01   7.24265553E-04   3.88855332E-04   1.20564477E-05   5.17639214E-04   5.91016791E-05   6.14741436E-05  
  80               3.25610608E+01   2.18351586E+03   8.37807263E-01   1.60183520E-01   8.17586423E-04   3.88280142E-04   1.14873522E-05   5.18142678E-04   5.90722059E-05   6.12935054E-05  
  81               3.41981936E+01   2.20991084E+03   8.37707692E-01   1.60174644E-01   9.26558419E-04   3.87743074E-04   1.09555606E-05   5.18599239E-04   5.90379327E-05   6.10960426E-05  
  82               3.60307184E+01   2.23858578E+03   8.37587577E-01   1.60163979E-01   1.05786538E-03   3.87204893E-04   1.04228616E-05   5.19044509E-04   5.89997013E-05   6.08789790E-05  
  83               3.80762414E+01   2.26874104E+03   8.37447596E-01   1.60151609E-01   1.21069828E-03   3.86715113E-04   9.93689492E-06   5.19430503E-04   5.89557392E-05   6.06437970E-05  
  84               4.03536734E+01   2.30110155E+03   8.37277930E-01   1.60136454E-01   1.39363269E-03   3.86235720E-04   9.46159914E-06   5.19788762E-04   5.89066782E-05   6.03875717E-05  
  85               4.28827707E+01   2.33479957E+03   8.37075620E-01   1.60119187E-01   1.60538128E-03   3.91763327E-04   8.90337851E-06   5.20229392E-04   5.88550982E-05   6.01123867E-05  
  86               4.56857678E+01   2.37057861E+03   8.36844661E-01   1.60098942E-01   1.85684655E-03   3.91481489E-04   8.50127752E-06   5.20480855E-04   5.87936883E-05   5.98153490E-05  
  87               4.87873154E+01   2.40752778E+03   8.36579088E-01   1.60075709E-01   2.14587849E-03   3.91245187E-04   8.15256732E-06   5.20658392E-04   5.87243251E-05   5.94984389E-05  
  88               5.22138342E+01   2.44642873E+03   8.36266286E-01   1.60048375E-01   2.48623805E-03   3.91023255E-04   7.82484003E-06   5.20789274E-04   5.86475811E-05   5.91586973E-05  
  89               5.59942695E+01   2.48630913E+03   8.35909773E-01   1.60017262E-01   2.87404956E-03   3.90848880E-04   7.54928835E-06   5.20842079E-04   5.85615075E-05   5.87985264E-05  
  90               6.01606378E+01   2.52799822E+03   8.35493867E-01   1.59980989E-01   3.32640824E-03   3.90693584E-04   7.29524761E-06   5.20841065E-04   5.84665196E-05   5.84147987E-05  
  91               6.47497506E+01   2.57047869E+03   8.35024527E-01   1.59940092E-01   3.83678124E-03   3.90590759E-04   7.09100044E-06   5.20757997E-04   5.83605520E-05   5.80101295E-05  
  92               6.98025694E+01   2.61466498E+03   8.34482076E-01   1.59892841E-01   4.42660621E-03   3.90513909E-04   6.90715610E-06   5.20614134E-04   5.82437889E-05   5.75809991E-05  
  93               7.53648248E+01   2.65948208E+03   8.33876136E-01   1.59840091E-01   5.08536671E-03   3.90497565E-04   6.77023294E-06   5.20383535E-04   5.81140589E-05   5.71303658E-05  
  94               8.14875538E+01   2.70592234E+03   8.33182404E-01   1.59779711E-01   5.83952366E-03   3.90517364E-04   6.65220804E-06   5.20084045E-04   5.79712523E-05   5.66544003E-05  
  95               8.82276489E+01   2.75283543E+03   8.32415916E-01   1.59713027E-01   6.67267453E-03   3.90610212E-04   6.57896448E-06   5.19691244E-04   5.78130626E-05   5.61565053E-05  
  96               9.56483547E+01   2.80131447E+03   8.31546530E-01   1.59637400E-01   7.61762547E-03   3.90753380E-04   6.52310685E-06   5.19219744E-04   5.76389875E-05   5.56324917E-05  
  97               1.03819699E+02   2.85015103E+03   8.30595845E-01   1.59554729E-01   8.65083213E-03   3.90986164E-04   6.50997430E-06   5.18646710E-04   5.74465715E-05   5.50862245E-05  
  98               1.12818975E+02   2.90052969E+03   8.29526871E-01   1.59461780E-01   9.81254519E-03   3.91287591E-04   6.51274732E-06   5.17983062E-04   5.72347046E-05   5.45132410E-05  
  99               1.22731193E+02   2.95114300E+03   8.28370498E-01   1.59361259E-01   1.10691120E-02   3.91700267E-04   6.55745232E-06   5.17206941E-04   5.70006672E-05   5.39180992E-05  
  100              1.33648465E+02   3.00326123E+03   8.27082008E-01   1.59249261E-01   1.24691822E-02   3.92204110E-04   6.61738974E-06   5.16325576E-04   5.67423948E-05   5.32961921E-05  
  101              1.45666855E+02   3.05544506E+03   8.25704776E-01   1.59129582E-01   1.39655263E-02   3.92843923E-04   6.71966185E-06   5.15318686E-04   5.64568378E-05   5.26531758E-05  
