# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  25               2.25739956E-03   7.97588765E+02   8.38699353E-01   1.60310743E-01   5.02775777E-11   4.13238483E-04   3.65254991E-04   1.16813604E-04   6.07836207E-05   0.00000000E+00  
  26               2.75030223E-03   8.09749388E+02   8.38709292E-01   1.60308172E-01   7.51499307E-11   4.21135071E-04   3.57582044E-04   1.08973028E-04   6.07810391E-05   0.00000000E+00  
  27               3.34769238E-03   8.16809068E+02   8.38698617E-01   1.60310562E-01   9.04764292E-11   4.13568553E-04   3.65231812E-04   1.16578557E-04   6.07789634E-05   0.00000000E+00  
  28               4.07157609E-03   8.29487735E+02   8.38708437E-01   1.60307925E-01   1.34971252E-10   4.21531613E-04   3.57484150E-04   1.08662855E-04   6.07760299E-05   0.00000000E+00  
  29               4.94933266E-03   8.37027027E+02   8.38698079E-01   1.60310080E-01   1.63434712E-10   4.14563495E-04   3.64531290E-04   1.15665882E-04   6.07732801E-05   0.00000000E+00  
  30               6.01358779E-03   8.50361037E+02   8.38708631E-01   1.60307472E-01   2.44129885E-10   4.22713646E-04   3.56592556E-04   1.07556237E-04   6.07699788E-05   0.00000000E+00  
  31               7.30570586E-03   8.58614557E+02   8.38700668E-01   1.60309389E-01   2.99276995E-10   4.16768082E-04   3.62620687E-04   1.13533561E-04   6.07664939E-05   0.00000000E+00  
  32               8.87526298E-03   8.72879251E+02   8.38711917E-01   1.60306609E-01   4.50793154E-10   4.25444598E-04   3.54156380E-04   1.04891534E-04   6.07627288E-05   0.00000000E+00  
  33               1.07847130E-02   8.82077291E+02   8.38705687E-01   1.60308103E-01   5.62200099E-10   4.20812915E-04   3.58875854E-04   1.09551697E-04   6.07583787E-05   0.00000000E+00  
  34               1.31093471E-02   8.97542113E+02   8.38717818E-01   1.60305106E-01   8.58225580E-10   4.30157624E-04   3.49747250E-04   1.00236223E-04   6.07541160E-05   0.00000000E+00  
  35               1.59468341E-02   9.08190214E+02   8.38714307E-01   1.60305936E-01   1.10230926E-09   4.27591563E-04   3.52414325E-04   1.02827579E-04   6.07488605E-05   0.00000000E+00  
  36               1.94132549E-02   9.25217478E+02   8.38727379E-01   1.60302707E-01   1.71516704E-09   4.37651130E-04   3.42576614E-04   9.27926128E-05   6.07441058E-05   0.00000000E+00  
  37               2.36575581E-02   9.37474445E+02   8.38726204E-01   1.60302966E-01   2.26522120E-09   4.36859717E-04   3.43480204E-04   9.36060226E-05   6.07379149E-05   0.00000000E+00  
  38               2.88612322E-02   9.56386588E+02   8.38739902E-01   1.60299583E-01   3.60124529E-09   4.47394095E-04   3.33170392E-04   8.30921021E-05   6.07326961E-05   0.00000000E+00  
  39               3.52599796E-02   9.70808414E+02   8.38741363E-01   1.60299196E-01   4.93289086E-09   4.48606967E-04   3.32083067E-04   8.18979837E-05   6.07256406E-05   0.00000000E+00  
  40               4.31346857E-02   9.92108397E+02   8.38755368E-01   1.60295737E-01   8.05217448E-09   4.59372382E-04   3.21539812E-04   7.11493649E-05   6.07200497E-05   1.67499193E-15  
  41               5.28430195E-02   1.00908764E+03   8.38758929E-01   1.60294838E-01   1.14473303E-08   4.62179517E-04   3.18865550E-04   6.83578260E-05   6.07122342E-05   6.26416764E-15  
  42               6.48114656E-02   1.03343985E+03   8.38772846E-01   1.60291400E-01   1.93012011E-08   4.72874804E-04   3.08382124E-04   5.76761043E-05   6.07064945E-05   1.40687725E-14  
  43               7.95751323E-02   1.05368018E+03   8.38778110E-01   1.60290083E-01   2.86431097E-08   4.76976400E-04   3.04414306E-04   5.35871280E-05   6.06982320E-05   6.17309012E-14  
  44               9.77394420E-02   1.08171950E+03   8.38791052E-01   1.60286881E-01   4.99366741E-08   4.86929898E-04   2.94650351E-04   4.36444384E-05   6.06926584E-05   2.45297999E-13  
  45               1.20043646E-01   1.10603478E+03   8.38797253E-01   1.60285331E-01   7.76694369E-08   4.91749922E-04   2.89955724E-04   3.88343402E-05   6.06844923E-05   7.30967249E-13  
  46               1.47274920E-01   1.13858527E+03   8.38808357E-01   1.60282567E-01   1.40219076E-07   5.00327028E-04   2.81536887E-04   3.02658078E-05   6.06796164E-05   3.12512172E-12  
  47               1.80387894E-01   1.16751011E+03   8.38814175E-01   1.60281092E-01   2.27145277E-07   5.04894238E-04   2.77076040E-04   2.57062774E-05   6.06720931E-05   1.01887813E-11  
  48               2.20362400E-01   1.20510431E+03   8.38822482E-01   1.60278969E-01   4.21135237E-07   5.11435997E-04   2.70656975E-04   1.91713783E-05   6.06682873E-05   4.57403987E-11  
  49               2.68295881E-01   1.23946713E+03   8.38826974E-01   1.60277749E-01   7.08232749E-07   5.15144979E-04   2.67034537E-04   1.54682738E-05   6.06620362E-05   1.61193920E-10  
  50               3.25180025E-01   1.28227721E+03   8.38831940E-01   1.60276295E-01   1.32758907E-06   5.19475727E-04   2.62806704E-04   1.11428852E-05   6.06593956E-05   7.30055492E-10  
  51               3.91997401E-01   1.32144493E+03   8.38833946E-01   1.60275400E-01   2.25293118E-06   5.21905125E-04   2.60493154E-04   8.71754716E-06   6.06542404E-05   2.59211952E-09  
  52               4.69561442E-01   1.36878318E+03   8.38834675E-01   1.60274334E-01   4.16710759E-06   5.24435453E-04   2.58309685E-04   6.19046810E-06   6.06524027E-05   1.11748425E-08  
  53               5.58746033E-01   1.41212029E+03   8.38830663E-01   1.60273150E-01   6.99405532E-06   5.25857559E-04   2.57614400E-04   4.76873827E-06   6.06479357E-05   3.80569174E-08  
  54               6.60217228E-01   1.46359113E+03   8.38809655E-01   1.60269318E-01   1.26044686E-05   5.27259395E-04   2.58899937E-04   3.35784076E-06   6.06455865E-05   1.50723279E-07  
  55               7.70758271E-01   1.51088152E+03   8.38782954E-01   1.60267928E-01   2.07943672E-05   5.28236796E-04   2.78237066E-04   2.37471017E-06   6.06430356E-05   2.99439439E-07  
  56               8.88403967E-01   1.56722801E+03   8.38760252E-01   1.60265253E-01   3.68741761E-05   5.28971158E-04   2.80393417E-04   1.63400331E-06   6.06434375E-05   2.20805278E-06  
  57               1.00719935E+00   1.62423783E+03   8.38699356E-01   1.60258823E-01   6.35220503E-05   5.29504000E-04   2.95680677E-04   1.07992770E-06   6.06437413E-05   1.24688817E-05  
  58               1.11952915E+00   1.66752283E+03   8.38607827E-01   1.60250280E-01   9.29256006E-05   5.29777290E-04   3.28840181E-04   7.75080851E-07   6.06407740E-05   3.41540072E-05  
  59               1.21885316E+00   1.70888025E+03   8.38486373E-01   1.60239947E-01   1.32035849E-04   5.29975035E-04   3.77532929E-04   5.38171449E-07   6.06389943E-05   6.59613173E-05  
  60               1.30695163E+00   1.73726336E+03   8.38455855E-01   1.60237260E-01   1.65302733E-04   5.30028360E-04   3.77403072E-04   4.76726228E-07   6.06366162E-05   6.59107021E-05  
  61               1.38545477E+00   1.76747574E+03   8.38415071E-01   1.60233673E-01   2.09749397E-04   5.30084442E-04   3.77261716E-04   4.09672544E-07   6.06356785E-05   6.58614676E-05  
  62               1.47608239E+00   1.79348486E+03   8.38343310E-01   1.60224163E-01   2.53966837E-04   5.30091057E-04   3.77146115E-04   3.71810913E-07   6.06303354E-05   6.58087095E-05  
  63               1.55036909E+00   1.82005103E+03   8.38292574E-01   1.60219722E-01   3.09195793E-04   5.30120030E-04   3.77038857E-04   3.28578484E-07   6.06288124E-05   6.57629245E-05  
  64               1.60791327E+00   1.83380947E+03   8.38264596E-01   1.60217277E-01   3.39638753E-04   5.30124480E-04   3.76990449E-04   3.15879866E-07   6.06263152E-05   6.57329258E-05  
  65               1.67546149E+00   1.85700199E+03   8.38208704E-01   1.60212386E-01   4.00461190E-04   5.30139445E-04   3.76902176E-04   2.84920040E-07   6.06245339E-05   6.56915346E-05  
  66               1.75420760E+00   1.87548180E+03   8.38161152E-01   1.60208233E-01   4.52178416E-04   5.30139953E-04   3.76844584E-04   2.70314852E-07   6.06210137E-05   6.56504558E-05  
  67               1.84536641E+00   1.90363552E+03   8.38074469E-01   1.60200657E-01   5.46459992E-04   5.30143722E-04   3.76752436E-04   2.41358792E-07   6.06177227E-05   6.55965206E-05  
  68               1.95000953E+00   1.92686668E+03   8.37996069E-01   1.60193811E-01   6.31691509E-04   5.30134884E-04   3.76694399E-04   2.26839807E-07   6.06126492E-05   6.55425484E-05  
  69               2.06922789E+00   1.95976216E+03   8.37861964E-01   1.60182101E-01   7.77526158E-04   5.30120837E-04   3.76603883E-04   2.01537866E-07   6.06071367E-05   6.54743817E-05  
  70               2.20497850E+00   1.98749224E+03   8.37736000E-01   1.60171110E-01   9.14558293E-04   5.30096171E-04   3.76502651E-04   1.88588859E-07   6.05997816E-05   6.54057496E-05  
  71               2.36016221E+00   2.02526556E+03   8.37527096E-01   1.60152877E-01   1.14182915E-03   5.30055675E-04   3.76349190E-04   1.67449285E-07   6.05909076E-05   6.53201587E-05  
  72               2.53686815E+00   2.05772573E+03   8.37324548E-01   1.60135207E-01   1.36216729E-03   5.30006029E-04   3.76220665E-04   1.56584536E-07   6.05800353E-05   6.52331514E-05  
  73               2.73743341E+00   2.10016028E+03   8.37000711E-01   1.60106953E-01   1.71445818E-03   5.29927162E-04   3.76031018E-04   1.39669786E-07   6.05661966E-05   6.51267213E-05  
  74               2.96440955E+00   2.13680417E+03   8.36683839E-01   1.60079315E-01   2.05915403E-03   5.29841001E-04   3.75865794E-04   1.31246870E-07   6.05502815E-05   6.50186120E-05  
  75               3.22069562E+00   2.18325361E+03   8.36192915E-01   1.60036492E-01   2.59319727E-03   5.29708699E-04   3.75625317E-04   1.18258271E-07   6.05294483E-05   6.48881802E-05  
  76               3.50946781E+00   2.22342956E+03   8.35713294E-01   1.59994663E-01   3.11492714E-03   5.29571801E-04   3.75409932E-04   1.12190761E-07   6.05065626E-05   6.47559748E-05  
  77               3.83440424E+00   2.27313075E+03   8.34992090E-01   1.59931763E-01   3.89946132E-03   5.29368008E-04   3.75099792E-04   1.02577237E-07   6.04762671E-05   6.45981343E-05  
  78               4.19954801E+00   2.31607026E+03   8.34293266E-01   1.59870618E-01   4.65747778E-03   5.29163229E-04   3.74817469E-04   9.86293081E-08   6.04440389E-05   6.44385922E-05  
  79               4.60920850E+00   2.36807974E+03   8.33268600E-01   1.59781751E-01   5.76261310E-03   5.28870792E-04   3.81034881E-04   9.02534709E-08   6.04021000E-05   6.42500930E-05  
  80               5.06841924E+00   2.41303454E+03   8.32300434E-01   1.59697332E-01   6.81568570E-03   5.28585001E-04   3.80735380E-04   8.81304072E-08   6.03585616E-05   6.40606596E-05  
  81               5.58333912E+00   2.46653489E+03   8.30931112E-01   1.59577930E-01   8.30513897E-03   5.28184356E-04   3.80286826E-04   8.37426189E-08   6.03015295E-05   6.38386927E-05  
  82               6.16024808E+00   2.51301060E+03   8.29641181E-01   1.59465464E-01   9.70823025E-03   5.27801276E-04   3.79860370E-04   8.31202105E-08   6.02440747E-05   6.36160221E-05  
  83               6.80650105E+00   2.56728283E+03   8.27877076E-01   1.59311651E-01   1.16271191E-02   5.27281401E-04   3.79261795E-04   8.06597324E-08   6.01700263E-05   6.33580505E-05  
  84               7.52982271E+00   2.61486467E+03   8.26227312E-01   1.59167822E-01   1.34216091E-02   5.26789415E-04   3.78705521E-04   8.13379284E-08   6.00963333E-05   6.30995994E-05  
  85               8.33937150E+00   2.66919739E+03   8.24058154E-01   1.58978707E-01   1.57810719E-02   5.26146613E-04   3.77963737E-04   8.05973830E-08   6.00034913E-05   6.28045311E-05  
  86               9.24456305E+00   2.71765381E+03   8.22023131E-01   1.58801301E-01   1.79945913E-02   5.25537417E-04   3.77276666E-04   8.24509281E-08   5.99110396E-05   6.25081972E-05  
  87               1.02564343E+01   2.77143053E+03   8.19473824E-01   1.58579059E-01   2.07675039E-02   5.24777721E-04   3.76408971E-04   8.33551875E-08   5.97979232E-05   6.21763125E-05  
  88               1.13860320E+01   2.82059135E+03   8.17045485E-01   1.58367377E-01   2.34087848E-02   5.24047615E-04   3.75595881E-04   8.63470202E-08   5.96835895E-05   6.18409072E-05  
  89               1.26462962E+01   2.87357498E+03   8.14152405E-01   1.58115182E-01   2.65555428E-02   5.23179997E-04   3.74623933E-04   8.88438007E-08   5.95475430E-05   6.14729285E-05  
  90               1.40500423E+01   2.92333276E+03   8.11335837E-01   1.57869671E-01   2.96190127E-02   5.22328616E-04   3.73695415E-04   9.29970712E-08   5.94063915E-05   6.10981835E-05  
  91               1.56123908E+01   2.97540996E+03   8.08147911E-01   1.57591791E-01   3.30863571E-02   5.21365140E-04   3.72646928E-04   9.71210797E-08   5.92422303E-05   6.06955910E-05  
  92               1.73483912E+01   3.02563515E+03   8.04965137E-01   1.57314371E-01   3.65480162E-02   5.20396430E-04   3.71621064E-04   1.02537393E-07   5.90656783E-05   6.02823007E-05  
  93               1.92748086E+01   3.07683309E+03   8.01531488E-01   1.57015089E-01   4.02824702E-02   5.19348611E-04   3.70524777E-04   1.08380613E-07   5.88629579E-05   5.98468799E-05  
  94               2.14074932E+01   3.12727523E+03   7.98028383E-01   1.56709762E-01   4.40923697E-02   5.18272782E-04   3.69428100E-04   1.15235196E-07   5.86360129E-05   5.93975663E-05  
  95               2.37650368E+01   3.17774293E+03   7.94385729E-01   1.56392279E-01   4.80539441E-02   5.17147990E-04   3.68306381E-04   1.22889732E-07   5.83749238E-05   5.89314457E-05  
  96               2.63668273E+01   3.22811723E+03   7.90625900E-01   1.56064590E-01   5.21428434E-02   5.15979624E-04   3.67168922E-04   1.31432981E-07   5.80714691E-05   5.84496980E-05  
  97               2.92348011E+01   3.27822613E+03   7.86782254E-01   1.55729602E-01   5.63227675E-02   5.14776061E-04   3.66028620E-04   1.41002537E-07   5.77157524E-05   5.79537807E-05  
  98               3.23927091E+01   3.32850389E+03   7.82810624E-01   1.55383463E-01   6.06417396E-02   5.13523334E-04   3.64867289E-04   1.51506578E-07   5.72897384E-05   5.74420691E-05  
  99               3.58668698E+01   3.37850479E+03   7.78781473E-01   1.55032315E-01   6.50230998E-02   5.12240123E-04   3.63710141E-04   1.63222674E-07   5.67792016E-05   5.69174237E-05  
  100              3.96865205E+01   3.42877890E+03   7.74630972E-01   1.54670590E-01   6.95362469E-02   5.10906442E-04   3.62528295E-04   1.76023072E-07   5.61546150E-05   5.63774290E-05  
  101              4.38842176E+01   3.47885545E+03   7.70438043E-01   1.54305167E-01   7.40953193E-02   5.09542980E-04   3.61348384E-04   1.90250922E-07   5.53938022E-05   5.58250842E-05  
