# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              N2               H2O(s)          
  18               2.77699117E-02   1.24643182E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   5.68572440E-13   3.64714163E-05   2.30011449E-05   4.43053405E-33   1.39036441E-12  
  19               2.92415857E-02   1.26816741E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   1.95893685E-12   1.21819260E-04   2.30011449E-05   1.77370799E-31   0.00000000E+00  
  20               3.03075267E-02   1.28130715E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   1.96320703E-12   1.21819260E-04   2.30011449E-05   3.72230770E-31   4.57954985E-12  
  21               3.15642560E-02   1.29951274E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   6.54275688E-12   1.21819260E-04   2.30011449E-05   1.03112873E-30   0.00000000E+00  
  22               3.30452853E-02   1.31721688E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   6.56354580E-12   1.21819260E-04   2.30011449E-05   2.66649857E-30   2.22950459E-11  
  23               3.47898226E-02   1.34094845E+02   8.38729724E-01   1.60589412E-01   5.31761148E-04   2.88585917E-11   1.21819260E-04   2.30011449E-05   9.32714077E-30   0.00000000E+00  
  24               3.68437301E-02   1.36430358E+02   8.38729724E-01   1.60589411E-01   5.31761148E-04   2.89879324E-11   1.21819260E-04   2.30011449E-05   3.01919381E-29   1.38711389E-10  
  25               3.92605710E-02   1.39466511E+02   8.38729724E-01   1.60589411E-01   5.31761148E-04   1.67699321E-10   1.21819260E-04   2.30011449E-05   1.33582991E-28   0.00000000E+00  
  26               4.21028805E-02   1.42477475E+02   8.38729723E-01   1.60589411E-01   5.31761147E-04   1.68706858E-10   1.21819260E-04   2.30011449E-05   5.39479925E-28   1.08053356E-09  
  27               4.54435819E-02   1.46276255E+02   8.38729723E-01   1.60589411E-01   5.31761147E-04   1.24924042E-09   1.21819260E-04   2.30011449E-05   2.94818844E-27   0.00000000E+00  
  28               4.93676501E-02   1.50061875E+02   8.38729721E-01   1.60589411E-01   5.31761146E-04   1.25167522E-09   1.21819260E-04   2.30011448E-05   1.44533182E-26   2.61122182E-09  
  29               5.39739225E-02   1.54692804E+02   8.38729715E-01   1.60589410E-01   5.31761142E-04   3.86964137E-09   1.21819259E-04   2.30011447E-05   9.25833267E-26   7.23307416E-09  
  30               5.93776497E-02   1.59347237E+02   8.38729673E-01   1.60589402E-01   5.31761115E-04   1.11494454E-08   1.21819253E-04   2.30011435E-05   5.28102778E-25   5.01199026E-08  
  31               6.57147336E-02   1.63668717E+02   8.38729673E-01   1.60589402E-01   5.31761115E-04   6.12693480E-08   1.21819253E-04   2.30011435E-05   2.35998400E-24   0.00000000E+00  
  32               7.31442141E-02   1.67719111E+02   8.38729482E-01   1.60589365E-01   5.31760994E-04   6.14812806E-08   1.21819225E-04   2.30011383E-05   8.68782475E-24   2.27385797E-07  
  33               8.18509006E-02   1.72374028E+02   8.38729482E-01   1.60589365E-01   5.31760994E-04   2.88867077E-07   1.21819225E-04   2.30011383E-05   3.64922377E-23   0.00000000E+00  
  34               9.20511620E-02   1.76316206E+02   8.38728668E-01   1.60589209E-01   5.31760478E-04   2.89768945E-07   1.21819107E-04   2.30011160E-05   1.10269562E-22   9.69066612E-07  
  35               1.03996506E-01   1.81536650E+02   8.38728668E-01   1.60589209E-01   5.31760478E-04   1.25883556E-06   1.21819107E-04   2.30011160E-05   4.68346360E-22   0.00000000E+00  
  36               1.17977562E-01   1.85496892E+02   8.38724222E-01   1.60588358E-01   5.31757659E-04   1.26372643E-06   1.21818461E-04   2.30009940E-05   1.23517268E-21   5.29677739E-06  
  37               1.34329999E-01   1.91586981E+02   8.38724222E-01   1.60588358E-01   5.31757659E-04   6.56050382E-06   1.21818461E-04   2.30009940E-05   5.68251135E-21   0.00000000E+00  
  38               1.53433802E-01   1.96873406E+02   8.38710882E-01   1.60585804E-01   5.31749202E-04   6.57479099E-06   1.21816523E-04   2.30006282E-05   1.88540032E-20   1.58903539E-05  
  39               1.75728211E-01   2.05887484E+02   8.38672067E-01   1.60578372E-01   5.31724593E-04   2.25034336E-05   1.21810886E-04   2.29995638E-05   1.48365790E-19   4.62396743E-05  
  40               2.01602455E-01   2.14925261E+02   8.38553624E-01   1.60555694E-01   5.31649499E-04   6.88296886E-05   1.21793683E-04   2.29963156E-05   9.72250913E-19   1.41130819E-04  
  41               2.31258949E-01   2.24763631E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   2.09840889E-04   1.21724008E-04   2.29831600E-05   6.40368298E-18   5.72073025E-04  
  42               2.63762631E-01   2.34130575E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   3.28686969E-17   0.00000000E+00  
  43               2.98828214E-01   2.43757193E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   1.56062448E-16   0.00000000E+00  
  44               3.39729670E-01   2.53607194E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   6.71703947E-16   0.00000000E+00  
  45               3.87442762E-01   2.64474507E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   2.98540057E-15   0.00000000E+00  
  46               4.43094104E-01   2.75618121E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   1.20628939E-14   0.00000000E+00  
  47               5.07966777E-01   2.87782032E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724008E-04   2.29831600E-05   4.92443257E-14   0.00000000E+00  
  48               5.83549386E-01   3.00261137E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913914E-04   1.21724007E-04   2.29831600E-05   1.83289896E-13   0.00000000E+00  
  49               6.71571722E-01   3.13765521E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913896E-04   1.21724006E-04   2.29831600E-05   6.78515703E-13   0.00000000E+00  
  50               7.74025746E-01   3.27606778E+02   8.38073909E-01   1.60463844E-01   5.31345356E-04   7.81913848E-04   1.21724003E-04   2.29831600E-05   2.29648434E-12   0.00000000E+00  
  51               8.93215633E-01   3.42462965E+02   8.38073910E-01   1.60463844E-01   5.31345356E-04   7.81913384E-04   1.21723992E-04   2.29831600E-05   7.63706814E-12   0.00000000E+00  
  52               1.03184670E+00   3.57731124E+02   8.38073904E-01   1.60463843E-01   5.31345352E-04   7.81913378E-04   1.21723960E-04   2.29831598E-05   2.34433068E-11   0.00000000E+00  
  53               1.19307580E+00   3.74026876E+02   8.38073911E-01   1.60463844E-01   5.31345354E-04   7.81906208E-04   1.21723867E-04   2.29831599E-05   7.02335671E-11   0.00000000E+00  
  54               1.38046451E+00   3.90824600E+02   8.38073911E-01   1.60463844E-01   5.31345354E-04   7.81906208E-04   1.21723615E-04   2.29831599E-05   1.96089158E-10   0.00000000E+00  
  55               1.59799962E+00   4.08646428E+02   8.38073671E-01   1.60463798E-01   5.31345201E-04   7.81905984E-04   1.21722910E-04   2.29831533E-05   5.31380340E-10   0.00000000E+00  
  56               1.85014376E+00   4.27020991E+02   8.38073935E-01   1.60463820E-01   5.31345276E-04   7.81619354E-04   1.21721289E-04   2.29831566E-05   1.35038432E-09   0.00000000E+00  
  57               2.14219391E+00   4.46424100E+02   8.38073932E-01   1.60463819E-01   5.31345271E-04   7.81620334E-04   1.21717344E-04   2.29831563E-05   3.32225574E-09   0.00000000E+00  
  58               2.48011035E+00   4.66447642E+02   8.38073799E-01   1.60463796E-01   5.31345194E-04   7.81645213E-04   1.21708538E-04   2.29831530E-05   7.71637805E-09   0.00000000E+00  
  59               2.87043807E+00   4.87512301E+02   8.38072983E-01   1.60463737E-01   5.31345002E-04   7.82186681E-04   1.21689251E-04   2.29831447E-05   1.73377063E-08   0.00000000E+00  
  60               3.32029707E+00   5.09215355E+02   8.38068804E-01   1.60463189E-01   5.31343184E-04   7.83554573E-04   1.21649661E-04   2.29830661E-05   3.69248014E-08   0.00000000E+00  
  61               3.83820029E+00   5.31968180E+02   8.38071964E-01   1.60463447E-01   5.31344041E-04   7.80174282E-04   1.21571557E-04   2.29831031E-05   7.60746840E-08   0.00000000E+00  
  62               4.43473618E+00   5.55434239E+02   8.38072061E-01   1.60463424E-01   5.31343963E-04   7.80174174E-04   1.21425058E-04   2.29830998E-05   1.49315541E-07   0.00000000E+00  
  63               5.12103459E+00   5.80028958E+02   8.38072239E-01   1.60463381E-01   5.31343820E-04   7.80173980E-04   1.21155801E-04   2.29830936E-05   2.83927306E-07   0.00000000E+00  
  64               5.90930179E+00   6.05359745E+02   8.38072545E-01   1.60463306E-01   5.31343574E-04   7.80173655E-04   1.20693401E-04   2.29830830E-05   5.15099514E-07   0.00000000E+00  
  65               6.81260245E+00   6.31823407E+02   8.38073059E-01   1.60463182E-01   5.31343161E-04   7.80173127E-04   1.19916920E-04   2.29830651E-05   9.03292572E-07   0.00000000E+00  
  66               7.84649562E+00   6.59022028E+02   8.38073861E-01   1.60462987E-01   5.31342516E-04   7.80172341E-04   1.18704094E-04   2.29830372E-05   1.50963194E-06   0.00000000E+00  
  67               9.03193206E+00   6.87481997E+02   8.38075083E-01   1.60462690E-01   5.31341532E-04   7.80171222E-04   1.16855793E-04   2.29829947E-05   2.43366983E-06   0.00000000E+00  
  68               1.03922278E+01   7.16842041E+02   8.38076805E-01   1.60462272E-01   5.31340142E-04   7.80169801E-04   1.14250596E-04   2.29829348E-05   3.73610973E-06   0.00000000E+00  
  69               1.19530455E+01   7.47588603E+02   8.38079143E-01   1.60461702E-01   5.31338242E-04   7.80168172E-04   1.10707483E-04   2.29828532E-05   5.50744978E-06   0.00000000E+00  
  70               1.37426370E+01   7.79290422E+02   8.38082042E-01   1.60460990E-01   5.31335845E-04   7.80166708E-04   1.06293385E-04   2.29827511E-05   7.71422860E-06   0.00000000E+00  
  71               1.57960981E+01   8.12483348E+02   8.38085481E-01   1.60460128E-01   5.31332883E-04   7.80165920E-04   1.00998649E-04   2.29826275E-05   1.03612701E-05   0.00000000E+00  
  72               1.81596629E+01   8.46851118E+02   8.38089178E-01   1.60459154E-01   5.31329360E-04   7.80166621E-04   9.51395502E-05   2.29824875E-05   1.32904498E-05   0.00000000E+00  
  73               2.08783003E+01   8.82889965E+02   8.38093146E-01   1.60458109E-01   5.31325105E-04   7.80169852E-04   8.88528936E-05   2.29823368E-05   1.64333817E-05   0.00000000E+00  
  74               2.39890080E+01   9.19985114E+02   8.38097251E-01   1.60457100E-01   5.31319789E-04   7.80177762E-04   8.25974224E-05   2.29844845E-05   1.95607343E-05   0.00000000E+00  
  75               2.75176050E+01   9.58335025E+02   8.38101191E-01   1.60456109E-01   5.31311820E-04   7.80188795E-04   7.65103346E-05   2.30028179E-05   2.26039016E-05   0.00000000E+00  
  76               3.14874244E+01   9.97233682E+02   8.38104654E-01   1.60455175E-01   5.31298476E-04   7.80200866E-04   7.09247941E-05   2.30562555E-05   2.53963158E-05   0.00000000E+00  
  77               3.59425629E+01   1.03709192E+03   8.38107450E-01   1.60454258E-01   5.31273965E-04   7.80207567E-04   6.57975778E-05   2.32061295E-05   2.79595716E-05   0.00000000E+00  
  78               4.09239863E+01   1.07740946E+03   8.38109179E-01   1.60453344E-01   5.31229061E-04   7.80196446E-04   6.12723920E-05   2.35898584E-05   3.02218076E-05   0.00000000E+00  
  79               4.64611322E+01   1.11839442E+03   8.38110618E-01   1.60452561E-01   5.31148337E-04   7.80159434E-04   5.72565428E-05   2.42844724E-05   3.22294132E-05   0.00000000E+00  
  80               5.25819903E+01   1.15955157E+03   8.38112973E-01   1.60451953E-01   5.31009868E-04   7.80132273E-04   5.37980081E-05   2.42842643E-05   3.39584049E-05   0.00000000E+00  
  81               5.93196255E+01   1.20109176E+03   8.38115131E-01   1.60451386E-01   5.30779029E-04   7.80029991E-04   5.07869769E-05   2.42839887E-05   3.54636183E-05   0.00000000E+00  
  82               6.67184559E+01   1.24269242E+03   8.38117143E-01   1.60450844E-01   5.30413927E-04   7.79808982E-04   4.82234963E-05   2.42836101E-05   3.67449955E-05   0.00000000E+00  
  83               7.48584888E+01   1.28477679E+03   8.38119153E-01   1.60450291E-01   5.29851261E-04   7.79405859E-04   4.60012791E-05   2.42830715E-05   3.78556172E-05   0.00000000E+00  
  84               8.38008756E+01   1.32709717E+03   8.38121245E-01   1.60449703E-01   5.29022358E-04   7.78748193E-04   4.41143383E-05   2.42823069E-05   3.87983999E-05   0.00000000E+00  
  85               9.35888132E+01   1.36977462E+03   8.38123562E-01   1.60449038E-01   5.27836816E-04   7.77743200E-04   4.24974635E-05   2.42812210E-05   3.96058324E-05   0.00000000E+00  
  86               1.04265266E+02   1.41252853E+03   8.38126195E-01   1.60448267E-01   5.26212097E-04   7.76304376E-04   4.11430131E-05   2.42796964E-05   4.02815973E-05   0.00000000E+00  
  87               1.15898517E+02   1.45552573E+03   8.38129267E-01   1.60447344E-01   5.24043614E-04   7.74327579E-04   4.00015048E-05   2.42775334E-05   4.08502404E-05   0.00000000E+00  
  88               1.28535893E+02   1.49857790E+03   8.38132824E-01   1.60446237E-01   5.21253398E-04   7.71739211E-04   3.90607744E-05   2.42743982E-05   4.13176251E-05   0.00000000E+00  
  89               1.42265956E+02   1.54183394E+03   8.38136882E-01   1.60444900E-01   5.17749886E-04   7.68472172E-04   3.82880581E-05   2.42695703E-05   4.16998453E-05   0.00000000E+00  
  90               1.57145423E+02   1.58517329E+03   8.38140928E-01   1.60443214E-01   5.13486684E-04   7.64476287E-04   3.76712125E-05   2.42614859E-05   4.20026341E-05   0.00000000E+00  
  91               1.73188826E+02   1.62847763E+03   8.38145458E-01   1.60441371E-01   5.08430603E-04   7.60318024E-04   3.71915648E-05   2.42242081E-05   4.22350826E-05   0.00000000E+00  
  92               1.90389745E+02   1.67157294E+03   8.38134000E-01   1.60436025E-01   5.02637523E-04   7.54706055E-04   3.68345549E-05   2.42175699E-05   4.24028881E-05   0.00000000E+00  
  93               2.08701250E+02   1.71419365E+03   8.38120470E-01   1.60433370E-01   4.95335327E-04   7.68499825E-04   3.65899572E-05   2.33697592E-05   4.25133273E-05   0.00000000E+00  
  94               2.28159579E+02   1.75640902E+03   8.38125199E-01   1.60430609E-01   4.88159446E-04   7.61672835E-04   3.64427065E-05   2.33735460E-05   4.25724668E-05   0.00000000E+00  
  95               2.48840113E+02   1.79820448E+03   8.38129086E-01   1.60427595E-01   4.80509526E-04   7.54502390E-04   3.63864321E-05   2.33734669E-05   4.25832366E-05   0.00000000E+00  
  96               2.70777485E+02   1.83970906E+03   8.38131196E-01   1.60424277E-01   4.72423514E-04   7.47426058E-04   3.64032343E-05   2.33639756E-05   4.25542628E-05   0.00000000E+00  
  97               2.93975647E+02   1.88067560E+03   8.38129193E-01   1.60420460E-01   4.64036408E-04   7.41322739E-04   3.64962854E-05   2.33370033E-05   4.24838612E-05   0.00000000E+00  
  98               3.18991970E+02   1.92219496E+03   8.38118675E-01   1.60415517E-01   4.55017268E-04   7.37574239E-04   3.66479357E-05   2.32742388E-05   4.23797734E-05   0.00000000E+00  
  99               3.45330290E+02   1.96300547E+03   8.38096076E-01   1.60409399E-01   4.45505500E-04   7.38964769E-04   3.68671646E-05   2.31505847E-05   4.22383239E-05   0.00000000E+00  
  100              3.72637294E+02   2.00295422E+03   8.38046059E-01   1.60399666E-01   4.35106235E-04   7.48521594E-04   3.71235334E-05   2.29398461E-05   4.20741856E-05   0.00000000E+00  
  101              4.02196006E+02   2.04342659E+03   8.37901425E-01   1.60378444E-01   4.20187388E-04   7.96568284E-04   3.74415850E-05   2.23718514E-05   4.18731532E-05   0.00000000E+00  
