# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               N2               Fe              
  12               8.97905639E-05   1.33636409E+03   8.38477275E-01   1.86860123E-04   1.60234040E-01   5.30472507E-04   3.31331907E-04   3.63536097E-05   6.07748125E-05   5.55581731E-05  
  13               1.01334274E-04   1.36158074E+03   8.38343018E-01   2.55521449E-04   1.60223626E-01   5.30428930E-04   3.77522350E-04   6.67857008E-05   6.07708618E-05   5.55545295E-05  
  14               1.13449653E-04   1.37455822E+03   8.38310300E-01   2.91130048E-04   1.60220756E-01   5.30422568E-04   3.77433897E-04   6.67840670E-05   6.07697710E-05   5.55535083E-05  
  15               1.27578223E-04   1.39699823E+03   8.38232101E-01   3.76240512E-04   1.60213895E-01   5.30404943E-04   3.77253715E-04   6.67806385E-05   6.07671673E-05   5.55510930E-05  
  16               1.44054132E-04   1.41038477E+03   8.38187020E-01   4.25299090E-04   1.60209944E-01   5.30394703E-04   3.77160389E-04   6.67784576E-05   6.07656660E-05   5.55496901E-05  
  17               1.63265284E-04   1.43350054E+03   8.38078049E-01   5.43891482E-04   1.60200391E-01   5.30367680E-04   3.76964352E-04   6.67737937E-05   6.07620407E-05   5.55463322E-05  
  18               1.85652173E-04   1.44773706E+03   8.38013787E-01   6.13819898E-04   1.60194763E-01   5.30351699E-04   3.76861384E-04   6.67707932E-05   6.07599028E-05   5.55443386E-05  
  19               2.11722256E-04   1.47190654E+03   8.37860349E-01   7.80792879E-04   1.60181322E-01   5.30311424E-04   3.76644030E-04   6.67643699E-05   6.07548023E-05   5.55396210E-05  
  20               2.42041297E-04   1.48741151E+03   8.37765275E-01   8.84242654E-04   1.60173002E-01   5.30286405E-04   3.76525462E-04   6.67600993E-05   6.07516421E-05   5.55366817E-05  
  21               2.77242664E-04   1.51312024E+03   8.37544010E-01   1.12500754E-03   1.60153633E-01   5.30226210E-04   3.76278689E-04   6.67510369E-05   6.07442926E-05   5.55298934E-05  
  22               3.17987150E-04   1.53055372E+03   8.37394598E-01   1.28756891E-03   1.60140564E-01   5.30185421E-04   3.76134042E-04   6.67446081E-05   6.07393306E-05   5.55252921E-05  
  23               3.64917201E-04   1.55875449E+03   8.37057198E-01   1.65466670E-03   1.60111049E-01   5.30091446E-04   3.75842634E-04   6.67311152E-05   6.07281319E-05   5.55149659E-05  
  24               4.18428250E-04   1.57969637E+03   8.36790263E-01   1.94504512E-03   1.60087709E-01   5.30016743E-04   3.75647686E-04   6.67201933E-05   6.07192736E-05   5.55067824E-05  
  25               4.77559750E-04   1.61400557E+03   8.36169375E-01   2.62045188E-03   1.60033432E-01   5.29840915E-04   3.75287738E-04   6.66961537E-05   6.06986823E-05   5.54878425E-05  
  26               5.41469118E-04   1.63667136E+03   8.35724493E-01   3.10447787E-03   1.59994561E-01   5.29714581E-04   3.75021556E-04   6.66786292E-05   6.06839330E-05   5.54742570E-05  
  27               6.15216665E-04   1.65823540E+03   8.35258303E-01   3.61167319E-03   1.59953841E-01   5.29581868E-04   3.74767866E-04   6.66602284E-05   6.06684809E-05   5.54600210E-05  
  28               7.00359541E-04   1.68016063E+03   8.34727423E-01   4.18924047E-03   1.59907481E-01   5.29430387E-04   3.74501472E-04   6.66393423E-05   6.06508883E-05   5.54438164E-05  
  29               7.98692664E-04   1.70205046E+03   8.34141284E-01   4.82691519E-03   1.59856306E-01   5.29262843E-04   3.74228902E-04   6.66163079E-05   6.06314682E-05   5.54259291E-05  
  30               9.12254606E-04   1.72476495E+03   8.33458242E-01   5.57000457E-03   1.59796680E-01   5.29067275E-04   3.73931856E-04   6.65895852E-05   6.06088414E-05   5.54050953E-05  
  31               1.04335085E-03   1.74777042E+03   8.32690700E-01   6.40501209E-03   1.59729690E-01   5.28847234E-04   3.73618600E-04   6.65596205E-05   6.05834193E-05   5.53816910E-05  
  32               1.19458445E-03   1.77187494E+03   8.31783727E-01   7.39169532E-03   1.59650542E-01   5.28586911E-04   3.73268372E-04   6.65243893E-05   6.05533835E-05   5.53540504E-05  
  33               1.36887477E-03   1.79659942E+03   8.30743758E-01   8.52305276E-03   1.59559801E-01   5.28288137E-04   3.72887010E-04   6.64841194E-05   6.05189476E-05   5.53223688E-05  
  34               1.56946760E-03   1.82284231E+03   8.29486693E-01   9.89057285E-03   1.59450130E-01   5.27926678E-04   3.72446046E-04   6.64357227E-05   6.04773282E-05   5.52840977E-05  
  35               1.79990916E-03   1.85036296E+03   8.27987724E-01   1.15212386E-02   1.59319371E-01   5.27495359E-04   3.71941045E-04   6.63782873E-05   6.04277050E-05   5.52384867E-05  
  36               2.06390611E-03   1.88077490E+03   8.26046564E-01   1.36329327E-02   1.59150054E-01   5.26936423E-04   3.71309174E-04   6.63044893E-05   6.03634498E-05   5.51794713E-05  
  37               2.36333946E-03   1.92329939E+03   8.22481690E-01   1.75109664E-02   1.58839140E-01   5.25909112E-04   3.70187319E-04   6.61712105E-05   6.02454661E-05   5.50712883E-05  
  38               2.70089673E-03   1.96319227E+03   8.18543518E-01   2.17950457E-02   1.58495717E-01   5.24773838E-04   3.68987707E-04   6.60242019E-05   6.01151332E-05   5.49518134E-05  
  39               3.08279825E-03   2.00111184E+03   8.14241230E-01   2.64751895E-02   1.58120581E-01   5.23533311E-04   3.67697122E-04   6.58637638E-05   5.99727473E-05   5.48213184E-05  
  40               3.51600906E-03   2.03742634E+03   8.09601186E-01   3.15227255E-02   1.57716024E-01   5.22195177E-04   3.66310238E-04   6.56908272E-05   5.98191728E-05   5.46805957E-05  
  41               4.00856553E-03   2.07246440E+03   8.04641634E-01   3.69178088E-02   1.57283632E-01   5.20764724E-04   3.64821249E-04   6.55060278E-05   5.96550045E-05   5.45301918E-05  
  42               4.56979989E-03   2.10634131E+03   7.99413813E-01   4.26047044E-02   1.56827869E-01   5.19256755E-04   3.63235735E-04   6.53112014E-05   5.94819278E-05   5.43716518E-05  
  43               5.21027720E-03   2.13946220E+03   7.93892582E-01   4.86107627E-02   1.56346540E-01   5.17664030E-04   3.61537634E-04   6.51054036E-05   5.92990991E-05   5.42042101E-05  
  44               5.94194220E-03   2.17187099E+03   7.88123436E-01   5.48864956E-02   1.55843607E-01   5.15999684E-04   3.59732870E-04   6.48902627E-05   5.91080105E-05   5.40292381E-05  
  45               6.77834182E-03   2.20377566E+03   7.82102665E-01   6.14359423E-02   1.55318744E-01   5.14262653E-04   3.57813097E-04   6.46656164E-05   5.89085231E-05   5.38466191E-05  
  46               7.73481928E-03   2.23515178E+03   7.75887580E-01   6.81967612E-02   1.54776947E-01   5.12469480E-04   3.55789447E-04   6.44335220E-05   5.87025152E-05   5.36580818E-05  
  47               8.82867953E-03   2.26623044E+03   7.69449861E-01   7.51997595E-02   1.54215744E-01   5.10611995E-04   3.53646685E-04   6.41929230E-05   5.84890257E-05   5.34627653E-05  
  48               1.00793704E-02   2.29696682E+03   7.62843399E-01   8.23842469E-02   1.53639633E-01   5.08705100E-04   3.51395792E-04   6.39456705E-05   5.82697369E-05   5.32622264E-05  
  49               1.15014205E-02   2.32737742E+03   7.56074402E-01   8.97382322E-02   1.53049935E-01   5.06752375E-04   3.55625239E-04   6.36923278E-05   5.80450871E-05   5.30569231E-05  
  50               1.31177724E-02   2.35742571E+03   7.49213143E-01   9.72020006E-02   1.52451804E-01   5.04772491E-04   3.53128612E-04   6.34350169E-05   5.78170548E-05   5.28486391E-05  
  51               1.49629412E-02   2.38750886E+03   7.42147165E-01   1.04888467E-01   1.51835823E-01   5.02733469E-04   3.50492628E-04   6.31697513E-05   5.75819765E-05   5.26341006E-05  
  52               1.70672516E-02   2.41734259E+03   7.35024326E-01   1.12636791E-01   1.51214880E-01   5.00677981E-04   3.47764500E-04   6.29018762E-05   5.73446971E-05   5.24177739E-05  
  53               1.94640719E-02   2.44719968E+03   7.27748447E-01   1.20551596E-01   1.50580591E-01   4.98578271E-04   3.44905231E-04   6.26278787E-05   5.71019429E-05   5.21967472E-05  
  54               2.21901591E-02   2.47681322E+03   7.20466424E-01   1.28473087E-01   1.49945759E-01   4.96476732E-04   3.41965136E-04   6.23530686E-05   5.68585035E-05   5.19754576E-05  
  55               2.52783743E-02   2.50641823E+03   7.13070425E-01   1.36518568E-01   1.49300983E-01   4.94342241E-04   3.38901015E-04   6.20735418E-05   5.66106748E-05   5.17506445E-05  
  56               2.87746838E-02   2.53576336E+03   7.05713345E-01   1.44521715E-01   1.48659592E-01   4.92218929E-04   3.35768925E-04   6.17948135E-05   5.63634117E-05   5.15269252E-05  
  57               3.27298416E-02   2.56518809E+03   6.98245510E-01   1.52645346E-01   1.48008537E-01   4.90063592E-04   3.32507537E-04   6.15114309E-05   5.61115374E-05   5.12997706E-05  
  58               3.71996408E-02   2.59440625E+03   6.90838142E-01   1.60703204E-01   1.47362745E-01   4.87925652E-04   3.29183459E-04   6.12295722E-05   5.58605610E-05   5.10743519E-05  
  59               4.22451137E-02   2.62378376E+03   6.83310923E-01   1.68891442E-01   1.46706493E-01   4.85753058E-04   3.25720649E-04   6.09426833E-05   5.56041578E-05   5.08452147E-05  
  60               4.79328574E-02   2.65297809E+03   6.75867172E-01   1.76988884E-01   1.46057509E-01   4.83604498E-04   3.22202804E-04   6.06581039E-05   5.53488277E-05   5.06185002E-05  
  61               5.43354099E-02   2.68235404E+03   6.68314078E-01   1.85205274E-01   1.45398980E-01   4.81424313E-04   3.18546130E-04   6.03688375E-05   5.50876398E-05   5.03883770E-05  
  62               6.15316556E-02   2.71152874E+03   6.60882144E-01   1.93289865E-01   1.44751004E-01   4.79279037E-04   3.14851127E-04   6.00832029E-05   5.48279003E-05   5.01618080E-05  
  63               6.96071652E-02   2.74090317E+03   6.53347369E-01   2.01486329E-01   1.44094050E-01   4.77104009E-04   3.11017574E-04   5.97930860E-05   5.45613432E-05   4.99320199E-05  
  64               7.86548196E-02   2.77004230E+03   6.45975738E-01   2.09505322E-01   1.43451308E-01   4.74976006E-04   3.07167771E-04   5.95080804E-05   5.42963425E-05   4.97070472E-05  
  65               8.87754296E-02   2.79938170E+03   6.38514714E-01   2.17621556E-01   1.42800761E-01   4.72822126E-04   3.03185262E-04   5.92190516E-05   5.40232465E-05   4.94792554E-05  
  66               1.00078388E-01   2.82847030E+03   6.31245041E-01   2.25529629E-01   1.42166884E-01   4.70723410E-04   2.99205596E-04   5.89361143E-05   5.37507641E-05   4.92571239E-05  
  67               1.12682471E-01   2.85778883E+03   6.23879967E-01   2.33541476E-01   1.41524678E-01   4.68597075E-04   2.95091729E-04   5.86489115E-05   5.34674336E-05   4.90319853E-05  
  68               1.26716430E-01   2.88688420E+03   6.16705315E-01   2.41346170E-01   1.40899062E-01   4.66525629E-04   2.90987501E-04   5.83677280E-05   5.31818885E-05   4.88124713E-05  
  69               1.42319901E-01   2.91627258E+03   6.09406699E-01   2.49285703E-01   1.40262625E-01   4.64418309E-04   2.86736581E-04   5.80812281E-05   5.28807169E-05   4.85890810E-05  
  70               1.59644631E-01   2.94545494E+03   6.02301900E-01   2.57014382E-01   1.39643074E-01   4.62366849E-04   2.82504744E-04   5.78008313E-05   5.25733679E-05   4.83714102E-05  
  71               1.78856348E-01   2.97494524E+03   5.95075238E-01   2.64875609E-01   1.39012885E-01   4.60280108E-04   2.78129641E-04   5.75151710E-05   5.22450171E-05   4.81499201E-05  
  72               2.00136722E-01   3.00419492E+03   5.88080000E-01   2.72485064E-01   1.38402862E-01   4.58260073E-04   2.73802735E-04   5.72369166E-05   5.19061688E-05   4.79352760E-05  
  73               2.23683736E-01   3.03374046E+03   5.80985188E-01   2.80202810E-01   1.37784143E-01   4.56211173E-04   2.69348857E-04   5.69541655E-05   5.15395967E-05   4.77174778E-05  
  74               2.49708425E-01   3.06301260E+03   5.74156770E-01   2.87630732E-01   1.37188641E-01   4.54239061E-04   2.64973904E-04   5.66800177E-05   5.11561834E-05   4.75075714E-05  
  75               2.78443794E-01   3.09259414E+03   5.67233018E-01   2.95162320E-01   1.36584811E-01   4.52239286E-04   2.60480631E-04   5.64014894E-05   5.07349243E-05   4.72946304E-05  
  76               3.10147221E-01   3.12192271E+03   5.60578610E-01   3.02400863E-01   1.36004455E-01   4.50317128E-04   2.56080485E-04   5.61315959E-05   5.02865262E-05   4.70896576E-05  
  77               3.45102440E-01   3.15164490E+03   5.53793723E-01   3.09781286E-01   1.35412707E-01   4.48357130E-04   2.51548149E-04   5.58560132E-05   4.97844587E-05   4.68805783E-05  
  78               3.83621318E-01   3.18119010E+03   5.47248509E-01   3.16900923E-01   1.34841845E-01   4.46466151E-04   2.47103285E-04   5.55879181E-05   4.92393944E-05   4.66785566E-05  
  79               4.26046689E-01   3.21123892E+03   5.40524176E-01   3.24215330E-01   1.34255348E-01   4.44523243E-04   2.42502683E-04   5.53123444E-05   4.86182347E-05   4.64709487E-05  
  80               4.72754845E-01   3.24119817E+03   5.34003868E-01   3.31307706E-01   1.33686627E-01   4.42639016E-04   2.37978355E-04   5.50428988E-05   4.79320194E-05   4.62693065E-05  
  81               5.24160070E-01   3.27174785E+03   5.27272934E-01   3.38629096E-01   1.33099520E-01   4.40693701E-04   2.33283401E-04   5.47648029E-05   4.71403422E-05   4.60611150E-05  
  82               5.80719069E-01   3.30224495E+03   5.20743792E-01   3.45730857E-01   1.32529994E-01   4.38806359E-04   2.28672574E-04   5.44926612E-05   4.62566679E-05   4.58588042E-05  
  83               6.42938500E-01   3.33335264E+03   5.14017493E-01   3.53046943E-01   1.31943253E-01   4.36861733E-04   2.23903809E-04   5.42122883E-05   4.52330113E-05   4.56503357E-05  
  84               7.11381444E-01   3.36437997E+03   5.07533483E-01   3.60099314E-01   1.31377623E-01   4.34986691E-04   2.19253982E-04   5.39391845E-05   4.40883626E-05   4.54489469E-05  
  85               7.86676067E-01   3.39600340E+03   5.00890598E-01   3.67324326E-01   1.30798113E-01   4.33065311E-04   2.14475918E-04   5.36591144E-05   4.27660767E-05   4.52425352E-05  
  86               8.69521259E-01   3.42753054E+03   4.94524642E-01   3.74247906E-01   1.30242735E-01   4.31223409E-04   2.09848941E-04   5.33873768E-05   4.12927498E-05   4.50442192E-05  
  87               9.60694207E-01   3.45970028E+03   4.88002695E-01   3.81340950E-01   1.29673725E-01   4.29335856E-04   2.05102029E-04   5.31086562E-05   3.96005014E-05   4.48409430E-05  
  88               1.06105463E+00   3.49183263E+03   4.81746725E-01   3.88144447E-01   1.29127889E-01   4.27524468E-04   2.00508855E-04   5.28376985E-05   3.77274270E-05   4.46454003E-05  
  89               1.17155400E+00   3.52471179E+03   4.75303817E-01   3.95151035E-01   1.28565721E-01   4.25658294E-04   1.95781841E-04   5.25585490E-05   3.55975978E-05   4.44439396E-05  
  90               1.29324033E+00   3.55767191E+03   4.69080588E-01   4.01918424E-01   1.28022687E-01   4.23854707E-04   1.91186773E-04   5.22853586E-05   3.32681489E-05   4.42487853E-05  
  91               1.42727094E+00   3.59152115E+03   4.62619066E-01   4.08944752E-01   1.27458840E-01   4.21981221E-04   1.86429685E-04   5.20020801E-05   3.06654181E-05   4.40461435E-05  
  92               1.57492204E+00   3.62556749E+03   4.56334340E-01   4.15778548E-01   1.26910391E-01   4.20157644E-04   1.81783239E-04   5.17231033E-05   2.78829003E-05   4.38484866E-05  
  93               1.73761169E+00   3.66058440E+03   4.49799314E-01   4.22884390E-01   1.26340085E-01   4.18260313E-04   1.76971602E-04   5.14335403E-05   2.48743915E-05   4.36429596E-05  
  94               1.91691579E+00   3.69584177E+03   4.43443638E-01   4.29795014E-01   1.25785408E-01   4.16413216E-04   1.72277935E-04   5.11482043E-05   2.17867005E-05   4.34424629E-05  
  95               2.11459340E+00   3.73211398E+03   4.36851273E-01   4.36963009E-01   1.25210074E-01   4.14495736E-04   1.67432684E-04   5.08526653E-05   1.86151691E-05   4.32344835E-05  
  96               2.33260432E+00   3.76864470E+03   4.30457792E-01   4.43914712E-01   1.24652089E-01   4.12633510E-04   1.62723139E-04   5.05618387E-05   1.55509991E-05   4.30320863E-05  
  97               2.57314344E+00   3.80620153E+03   4.23862517E-01   4.51086026E-01   1.24076510E-01   4.10710124E-04   1.57889601E-04   5.02618950E-05   1.26201598E-05   4.28232286E-05  
  98               2.83866257E+00   3.84401001E+03   4.17500315E-01   4.58004051E-01   1.23521282E-01   4.08850887E-04   1.53218249E-04   4.99676000E-05   1.00026368E-05   4.26209357E-05  
  99               3.13190003E+00   3.88292194E+03   4.10937589E-01   4.65140476E-01   1.22948585E-01   4.06929454E-04   1.48428544E-04   4.96640848E-05   7.69643164E-06   4.24121872E-05  
  100              3.45589587E+00   3.92220550E+03   4.04575837E-01   4.72058626E-01   1.22393449E-01   4.05061241E-04   1.43783865E-04   4.93648703E-05   5.79828449E-06   4.22089898E-05  
  101              3.81403802E+00   3.96273627E+03   3.97983957E-01   4.79227430E-01   1.21818266E-01   4.03119982E-04   1.39007488E-04   4.90553006E-05   4.25467685E-06   4.19984127E-05  
