# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               CH4             
  55               4.15261914E+00   1.77261404E+03   8.38508979E-01   1.60243502E-01   1.27624241E-04   5.26797879E-04   3.67811162E-04   6.03671566E-05   5.69893200E-05   3.67820040E-06  
  56               4.44680684E+00   1.80637413E+03   8.38454144E-01   1.60238431E-01   1.62495145E-04   5.27399059E-04   3.79883381E-04   6.03630917E-05   6.50985153E-05   3.05666370E-06  
  57               4.72710843E+00   1.83359018E+03   8.38418305E-01   1.60235156E-01   2.01968270E-04   5.27743584E-04   3.79468613E-04   6.03591850E-05   6.50051178E-05   2.69756449E-06  
  58               5.02239146E+00   1.86436019E+03   8.38369153E-01   1.60229694E-01   2.44620862E-04   5.27985741E-04   3.79148996E-04   6.03531231E-05   6.49139903E-05   2.43324763E-06  
  59               5.31888428E+00   1.89030212E+03   8.38315007E-01   1.60223812E-01   2.92656516E-04   5.28194667E-04   3.78863427E-04   6.03475880E-05   6.48256211E-05   2.20076621E-06  
  60               5.57119078E+00   1.91477933E+03   8.38262296E-01   1.60218086E-01   3.39027389E-04   5.28335021E-04   3.78655756E-04   6.03412764E-05   6.47461424E-05   2.03742741E-06  
  61               5.80819106E+00   1.93347978E+03   8.38215761E-01   1.60213971E-01   3.89814544E-04   5.28464122E-04   3.78473423E-04   6.03364626E-05   6.46715581E-05   1.89082813E-06  
  62               6.05824340E+00   1.95627979E+03   8.38165663E-01   1.60209556E-01   4.44421561E-04   5.28561834E-04   3.78326531E-04   6.03302865E-05   6.45954358E-05   1.77419330E-06  
  63               6.35507765E+00   1.97834023E+03   8.38099441E-01   1.60203730E-01   5.16563850E-04   5.28666947E-04   3.78170082E-04   6.03236401E-05   6.45077131E-05   1.64477212E-06  
  64               6.70512925E+00   2.00729922E+03   8.38019515E-01   1.60196716E-01   6.03600293E-04   5.28752403E-04   3.78018315E-04   6.03146201E-05   6.44080106E-05   1.52994045E-06  
  65               7.11598121E+00   2.03563221E+03   8.37911619E-01   1.60187260E-01   7.21094148E-04   5.28838737E-04   3.77836342E-04   6.03042144E-05   6.42910631E-05   1.40490032E-06  
  66               7.59650468E+00   2.07115474E+03   8.37780071E-01   1.60175751E-01   8.64317099E-04   5.28899504E-04   3.77649287E-04   6.02906923E-05   6.41593718E-05   1.29704746E-06  
  67               8.15648978E+00   2.10603220E+03   8.37604197E-01   1.60160376E-01   1.05575857E-03   5.28949374E-04   3.77441359E-04   6.02747617E-05   6.40072978E-05   1.18552700E-06  
  68               8.80573164E+00   2.14814543E+03   8.37389596E-01   1.60141635E-01   1.28929398E-03   5.28967502E-04   3.77241308E-04   6.02547229E-05   6.38378858E-05   1.09245011E-06  
  69               9.55503351E+00   2.18922234E+03   8.37106814E-01   1.60116950E-01   1.59698948E-03   5.28962659E-04   3.77019572E-04   6.02309415E-05   6.36452811E-05   1.00024161E-06  
  70               1.04163763E+01   2.23736076E+03   8.36764098E-01   1.60086982E-01   1.96912693E-03   5.28919346E-04   3.76801145E-04   6.02017588E-05   6.34331485E-05   9.26133452E-07  
  71               1.14030199E+01   2.28388177E+03   8.36318587E-01   1.60048226E-01   2.44999620E-03   5.28846009E-04   3.78674758E-04   6.01675778E-05   6.31952541E-05   8.50818435E-07  
  72               1.25298527E+01   2.33704612E+03   8.35788186E-01   1.60002080E-01   3.02312037E-03   5.28728087E-04   3.80586717E-04   6.01265755E-05   6.29359345E-05   7.91986383E-07  
  73               1.38138633E+01   2.38811528E+03   8.35119974E-01   1.59943993E-01   3.74680955E-03   5.28562384E-04   3.82501158E-04   6.00781339E-05   6.26485083E-05   7.37214642E-07  
  74               1.52744483E+01   2.44522716E+03   8.34341008E-01   1.59876089E-01   4.59397888E-03   5.28339798E-04   3.82312701E-04   6.00206348E-05   6.23377284E-05   7.00814514E-07  
  75               1.69337093E+01   2.49994415E+03   8.33381794E-01   1.59792476E-01   5.63721054E-03   5.28055548E-04   3.82062785E-04   5.99531256E-05   6.19964478E-05   6.68213421E-07  
  76               1.88169372E+01   2.56004590E+03   8.32281236E-01   1.59696552E-01   6.83416323E-03   5.27712292E-04   3.81776489E-04   5.98748959E-05   6.16298923E-05   6.47060915E-07  
  77               2.09528223E+01   2.61755299E+03   8.30960516E-01   1.59581444E-01   8.27056904E-03   5.27294023E-04   3.81430018E-04   5.97838177E-05   6.12307295E-05   6.29454231E-07  
  78               2.33739193E+01   2.67981835E+03   8.29476608E-01   1.59452124E-01   9.88442926E-03   5.26809751E-04   3.81055313E-04   5.96796294E-05   6.08046763E-05   6.21572937E-07  
  79               2.61171971E+01   2.73939055E+03   8.27743768E-01   1.59301115E-01   1.17690018E-02   5.26239284E-04   3.80628210E-04   5.95593498E-05   6.03446333E-05   6.17253793E-07  
  80               2.92238188E+01   2.80290029E+03   8.25827749E-01   1.59134155E-01   1.38527398E-02   5.25595206E-04   3.80183588E-04   5.94227220E-05   5.98560659E-05   6.21171944E-07  
  81               3.27396392E+01   2.86448912E+03   8.23649539E-01   1.58944356E-01   1.62215709E-02   5.24856940E-04   3.79702310E-04   5.92658373E-05   5.93331339E-05   6.28933604E-07  
  82               3.67147914E+01   2.92859178E+03   8.21277892E-01   1.58737716E-01   1.88006846E-02   5.24038546E-04   3.79220078E-04   5.90876798E-05   5.87808613E-05   6.43989653E-07  
  83               4.12051993E+01   2.99148385E+03   8.18658798E-01   1.58509527E-01   2.16488058E-02   5.23124085E-04   3.78728384E-04   5.88830447E-05   5.81957419E-05   6.63837155E-07  
  84               4.62710315E+01   3.05566786E+03   8.15842402E-01   1.58264164E-01   2.47113634E-02   5.22123094E-04   3.78255029E-04   5.86482321E-05   5.75814129E-05   6.90333829E-07  
  85               5.19723370E+01   3.11951100E+03   8.12818127E-01   1.58000707E-01   2.79998387E-02   5.21029792E-04   3.77804888E-04   5.83760150E-05   5.69377692E-05   7.22700998E-07  
  86               5.83711689E+01   3.18310892E+03   8.09593681E-01   1.57719829E-01   3.15058207E-02   5.19842336E-04   3.77387517E-04   5.80563530E-05   5.62664182E-05   7.61107368E-07  
  87               6.55359672E+01   3.24763098E+03   8.06210706E-01   1.57425160E-01   3.51839923E-02   5.18567579E-04   3.77020216E-04   5.76779765E-05   5.55704393E-05   8.06419529E-07  
  88               7.35403832E+01   3.31072018E+03   8.02646028E-01   1.57114680E-01   3.90595317E-02   5.17194490E-04   3.76695795E-04   5.72205065E-05   5.48497361E-05   8.57943648E-07  
  89               8.24662117E+01   3.37475301E+03   7.98963132E-01   1.56793922E-01   4.30633619E-02   5.15734223E-04   3.76431726E-04   5.66627783E-05   5.41083522E-05   9.17341855E-07  
  90               9.24051394E+01   3.43793784E+03   7.95119414E-01   1.56459169E-01   4.72417901E-02   5.14168957E-04   3.76206684E-04   5.59681686E-05   5.33450806E-05   9.83628075E-07  
  91               1.03458626E+02   3.50163446E+03   7.91162157E-01   1.56114539E-01   5.15433550E-02   5.12503704E-04   3.76025376E-04   5.50963585E-05   5.25628960E-05   1.05827536E-06  
  92               1.15742367E+02   3.56517548E+03   7.87073888E-01   1.55758503E-01   5.59870141E-02   5.10725193E-04   3.75867901E-04   5.39897795E-05   5.17616361E-05   1.14125502E-06  
  93               1.29386704E+02   3.62889455E+03   7.82882588E-01   1.55393494E-01   6.05422829E-02   5.08831095E-04   3.75727390E-04   5.25822868E-05   5.09430760E-05   1.23383326E-06  
  94               1.44538062E+02   3.69274114E+03   7.78586532E-01   1.55019352E-01   6.52109742E-02   5.06809996E-04   3.75585253E-04   5.07912136E-05   5.01076322E-05   1.33668847E-06  
  95               1.61361070E+02   3.75692669E+03   7.74191884E-01   1.54636604E-01   6.99863107E-02   5.04651376E-04   3.75425105E-04   4.85247570E-05   4.92560154E-05   1.45085785E-06  
  96               1.80042862E+02   3.82154070E+03   7.69699335E-01   1.54245298E-01   7.48674633E-02   5.02341941E-04   3.75229156E-04   4.56881339E-05   4.83886513E-05   1.57742360E-06  
  97               2.00797004E+02   3.88667320E+03   7.65115175E-01   1.53845973E-01   7.98475261E-02   4.99868342E-04   3.74983781E-04   4.22024715E-05   4.75060988E-05   1.71781856E-06  
  98               2.23867916E+02   3.95239284E+03   7.60440595E-01   1.53438723E-01   8.49251668E-02   4.97213817E-04   3.74676096E-04   3.80270594E-05   4.66086740E-05   1.87355132E-06  
  99               2.49535069E+02   4.01891208E+03   7.55676187E-01   1.53023598E-01   9.00997707E-02   4.94358322E-04   3.74297495E-04   3.31977921E-05   4.56966625E-05   2.04631718E-06  
  100              2.78115209E+02   4.08633495E+03   7.50813888E-01   1.52599904E-01   9.53802195E-02   4.91271546E-04   3.73844240E-04   2.78573060E-05   4.47691086E-05   2.23820260E-06  
  101              3.10096312E+02   4.15504368E+03   7.45885159E-01   1.52170400E-01   1.00732551E-01   4.88020366E-04   3.73341378E-04   2.22375786E-05   4.38309359E-05   2.44359052E-06  
