# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  27               2.46795263E-02   3.41389807E+02   8.38073949E-01   1.60463841E-01   7.81883678E-04   5.31345345E-04   9.83862028E-31   5.86249199E-24   1.21705970E-04   9.01767601E-09  
  28               3.01652852E-02   3.48079972E+02   8.38073948E-01   1.60463840E-01   7.81883671E-04   5.31345340E-04   3.90152569E-30   1.60841080E-23   1.21701214E-04   1.13951376E-08  
  29               3.68485973E-02   3.56424024E+02   8.38073959E-01   1.60463838E-01   7.81879385E-04   5.31345336E-04   2.06414593E-29   5.82935639E-23   1.21691294E-04   1.63546306E-08  
  30               4.49867460E-02   3.63695488E+02   8.38073965E-01   1.60463837E-01   7.81879378E-04   5.31345331E-04   8.15129931E-29   1.60212580E-22   1.21682492E-04   2.07548398E-08  
  31               5.48902051E-02   3.72796184E+02   8.38073943E-01   1.60463827E-01   7.81879332E-04   5.31345300E-04   4.30332658E-28   5.83346148E-22   1.21664060E-04   2.99672441E-08  
  32               6.69352942E-02   3.80831103E+02   8.38073991E-01   1.60463828E-01   7.81838538E-04   5.31345302E-04   1.72409653E-27   1.63532023E-21   1.21646976E-04   3.85097278E-08  
  33               8.15776474E-02   3.90866109E+02   8.38074015E-01   1.60463822E-01   7.81838511E-04   5.31345283E-04   9.18569374E-27   6.04902132E-21   1.21611543E-04   5.62238207E-08  
  34               9.93670727E-02   3.99858297E+02   8.38074038E-01   1.60463817E-01   7.81838485E-04   5.31345265E-04   3.77731572E-26   1.74994061E-20   1.21576884E-04   7.35515653E-08  
  35               1.20965557E-01   4.11081687E+02   8.38074085E-01   1.60463805E-01   7.81838446E-04   5.31345226E-04   2.06194954E-25   6.67597508E-20   1.21505317E-04   1.09330375E-07  
  36               1.47169855E-01   4.21322492E+02   8.38073756E-01   1.60463721E-01   7.81838144E-04   5.31344946E-04   8.85499026E-25   2.02793683E-19   1.21430382E-04   1.46765793E-07  
  37               1.78950828E-01   4.34052842E+02   8.38074269E-01   1.60463732E-01   7.81387355E-04   5.31344984E-04   5.01473595E-24   8.07737590E-19   1.21277233E-04   2.23344857E-07  
  38               2.17482453E-01   4.45924313E+02   8.38074358E-01   1.60463701E-01   7.81395134E-04   5.31344881E-04   2.28592878E-23   2.61912101E-18   1.21104294E-04   3.09802370E-07  
  39               2.64176776E-01   4.60722896E+02   8.38074121E-01   1.60463570E-01   7.81481249E-04   5.31344446E-04   1.38223182E-22   1.12231838E-17   1.20747242E-04   4.88278744E-07  
  40               3.20724307E-01   4.75106732E+02   8.38072581E-01   1.60463496E-01   7.83323267E-04   5.31344203E-04   7.08364484E-22   4.12262982E-17   1.20290173E-04   7.16785157E-07  
  41               3.89221845E-01   4.92748259E+02   8.38070528E-01   1.60462839E-01   7.83320057E-04   5.31342026E-04   4.68537068E-21   1.94714751E-16   1.19368479E-04   1.17738273E-06  
  42               4.72321561E-01   5.08555296E+02   8.38074108E-01   1.60462934E-01   7.80143218E-04   5.31342340E-04   2.24421019E-20   6.70924853E-16   1.18372236E-04   1.67554033E-06  
  43               5.73349187E-01   5.28863150E+02   8.38075501E-01   1.60462596E-01   7.80141581E-04   5.31341222E-04   1.49296815E-19   3.21541864E-15   1.16266967E-04   2.72804662E-06  
  44               6.96426695E-01   5.47712092E+02   8.38077066E-01   1.60462217E-01   7.80139747E-04   5.31339966E-04   7.54674946E-19   1.18088334E-14   1.13902981E-04   3.90989602E-06  
  45               8.47124484E-01   5.71519035E+02   8.38080059E-01   1.60461491E-01   7.80136247E-04   5.31337563E-04   5.10004378E-18   5.78868018E-14   1.09380217E-04   6.17100280E-06  
  46               1.03255496E+00   5.94269275E+02   8.38083319E-01   1.60460701E-01   7.80132458E-04   5.31334946E-04   2.71276939E-17   2.24451119E-13   1.04454930E-04   8.63334632E-06  
  47               1.26240519E+00   6.22380912E+02   8.38088604E-01   1.60459419E-01   7.80126366E-04   5.31330701E-04   1.83130157E-16   1.10276565E-12   9.64684010E-05   1.26261250E-05  
  48               1.54852567E+00   6.49540208E+02   8.38093659E-01   1.60458194E-01   7.80120675E-04   5.31326639E-04   9.78689246E-16   4.29772789E-12   8.88297928E-05   1.64449642E-05  
  49               1.90591967E+00   6.81896583E+02   8.38100246E-01   1.60456596E-01   7.80113550E-04   5.31321332E-04   6.10896422E-15   1.95545134E-11   7.88737927E-05   2.14223582E-05  
  50               2.35164462E+00   7.12940642E+02   8.38105564E-01   1.60455303E-01   7.80108412E-04   5.31316998E-04   2.98956028E-14   6.98637293E-11   7.08255165E-05   2.54460059E-05  
  51               2.90418985E+00   7.48833044E+02   8.38111484E-01   1.60453855E-01   7.80103789E-04   5.31311995E-04   1.60181615E-13   2.74232092E-10   6.18350886E-05   2.99406707E-05  
  52               3.58188913E+00   7.83021977E+02   8.38115634E-01   1.60452766E-01   7.80102289E-04   5.31307803E-04   6.78761491E-13   8.55702380E-10   5.52774673E-05   3.32190684E-05  
  53               4.40638167E+00   8.21778617E+02   8.38119945E-01   1.60451624E-01   7.80103163E-04   5.31302022E-04   3.03563957E-12   2.84036198E-09   4.84249540E-05   3.66448917E-05  
  54               5.40176455E+00   8.58815825E+02   8.38123124E-01   1.60450844E-01   7.80107523E-04   5.31294512E-04   1.10826512E-11   7.74727903E-09   4.35955355E-05   3.90593050E-05  
  55               6.59049343E+00   9.00772241E+02   8.38126436E-01   1.60450017E-01   7.80111782E-04   5.31277013E-04   4.25632888E-11   2.24603422E-08   3.85231820E-05   4.15951674E-05  
  56               7.99306742E+00   9.41272375E+02   8.38128691E-01   1.60449395E-01   7.80107442E-04   5.31241792E-04   1.38186451E-10   5.55410249E-08   3.48867202E-05   4.34131603E-05  
  57               9.63773331E+00   9.86967040E+02   8.38130728E-01   1.60448668E-01   7.80063825E-04   5.31149913E-04   4.67999543E-10   1.44843892E-07   3.10725873E-05   4.53199447E-05  
  58               1.15534402E+01   1.03121237E+03   8.38131385E-01   1.60447985E-01   7.79935498E-04   5.30964128E-04   1.36648965E-09   3.28082214E-07   2.83461536E-05   4.66828869E-05  
  59               1.37653351E+01   1.08001178E+03   8.38132314E-01   1.60447281E-01   7.79592004E-04   5.30528773E-04   4.04472014E-09   7.60510778E-07   2.56048910E-05   4.80532068E-05  
  60               1.63005929E+01   1.12617033E+03   8.38134392E-01   1.60446728E-01   7.78977495E-04   5.29764010E-04   1.02762803E-08   1.52247867E-06   2.37630772E-05   4.89738094E-05  
  61               1.92083291E+01   1.17556748E+03   8.38137341E-01   1.60445948E-01   7.77664190E-04   5.28259905E-04   2.57585307E-08   3.02218028E-06   2.20102654E-05   4.98497012E-05  
  62               2.25421884E+01   1.22132120E+03   8.38140705E-01   1.60445061E-01   7.75667842E-04   5.26069462E-04   5.59604409E-08   5.20698627E-06   2.09689850E-05   5.03696170E-05  
  63               2.63530912E+01   1.26959830E+03   8.38145869E-01   1.60443716E-01   7.72261156E-04   5.22440073E-04   1.19543464E-07   8.82727299E-06   1.99840904E-05   5.08608012E-05  
  64               3.06884474E+01   1.31354433E+03   8.38151655E-01   1.60442211E-01   7.68076627E-04   5.18051175E-04   2.25158756E-07   1.32049414E-05   1.95341621E-05   5.10840696E-05  
  65               3.56229284E+01   1.35996840E+03   8.38159956E-01   1.60440060E-01   7.61924680E-04   5.11678098E-04   4.20919813E-07   1.95608981E-05   1.90773223E-05   5.13097644E-05  
  66               4.12439538E+01   1.40210486E+03   8.38168242E-01   1.60437892E-01   7.55498953E-04   5.05059446E-04   7.09912771E-07   2.61598751E-05   1.90358378E-05   5.13271797E-05  
  67               4.76483622E+01   1.44760460E+03   8.38179520E-01   1.60434920E-01   7.46688885E-04   4.96034403E-04   1.20967478E-06   3.51556948E-05   1.89186498E-05   5.13806965E-05  
  68               5.49147400E+01   1.48967929E+03   8.38190007E-01   1.60432068E-01   7.38156790E-04   4.87295541E-04   1.90895835E-06   4.38612873E-05   1.91000968E-05   5.12840072E-05  
  69               6.30999065E+01   1.53640853E+03   8.38204226E-01   1.60428099E-01   7.26493616E-04   4.75325902E-04   3.09332161E-06   5.57807710E-05   1.91238608E-05   5.12630782E-05  
  70               7.23017345E+01   1.58073292E+03   8.38216901E-01   1.60424194E-01   7.15304370E-04   4.63782452E-04   4.73606398E-06   6.72651459E-05   1.93561571E-05   5.11362257E-05  
  71               8.26003696E+01   1.63101228E+03   8.38233286E-01   1.60418642E-01   7.00196576E-04   4.47890909E-04   7.51582037E-06   8.30665734E-05   1.93899848E-05   5.11030875E-05  
  72               9.39957061E+01   1.67977455E+03   8.38232349E-01   1.60410198E-01   6.86196792E-04   4.32161067E-04   1.14165669E-05   9.86774122E-05   1.95596611E-05   5.09976895E-05  
  73               1.06397588E+02   1.73563359E+03   8.38237891E-01   1.60401968E-01   6.82522359E-04   4.08468506E-04   1.80514249E-05   1.22203631E-04   1.94745766E-05   5.10113004E-05  
  74               1.19734076E+02   1.79049434E+03   8.38255089E-01   1.60394061E-01   6.62148257E-04   3.86915411E-04   2.74923661E-05   1.43553335E-04   1.94695409E-05   5.09787472E-05  
  75               1.33943667E+02   1.84356790E+03   8.38261148E-01   1.60385370E-01   6.45118831E-04   3.66249954E-04   4.02528508E-05   1.63975088E-04   1.95496507E-05   5.08980246E-05  
  76               1.48781310E+02   1.89470446E+03   8.38250700E-01   1.60375417E-01   6.35088391E-04   3.45878302E-04   5.68953474E-05   1.84063201E-04   1.96782825E-05   5.07881536E-05  
  77               1.63697692E+02   1.94183806E+03   8.38206065E-01   1.60361902E-01   6.37558765E-04   3.25873119E-04   7.68979629E-05   2.03758404E-04   1.98585855E-05   5.06506872E-05  
  78               1.80032995E+02   1.99002368E+03   8.38113360E-01   1.60344467E-01   6.75792709E-04   2.99203132E-04   1.03019019E-04   2.30094881E-04   2.00759793E-05   5.04942635E-05  
  79               1.96309161E+02   2.03427216E+03   8.38103359E-01   1.60337838E-01   6.62438142E-04   2.85488729E-04   1.32943930E-04   2.43454156E-04   2.03313448E-05   5.03144393E-05  
  80               2.11918519E+02   2.07439484E+03   8.38087906E-01   1.60331608E-01   6.51114804E-04   2.73801809E-04   1.65888661E-04   2.54778331E-04   2.05805551E-05   5.01381983E-05  
  81               2.29649681E+02   2.11672779E+03   8.38052461E-01   1.60322686E-01   6.40305849E-04   2.62571491E-04   2.07383305E-04   2.65573508E-04   2.08899642E-05   4.99238152E-05  
  82               2.45249465E+02   2.15220293E+03   8.38025859E-01   1.60316758E-01   6.31843168E-04   2.53711855E-04   2.48296253E-04   2.74036184E-04   2.11598941E-05   4.97358131E-05  
  83               2.57986246E+02   2.17942128E+03   8.38000915E-01   1.60312063E-01   6.25962136E-04   2.47498936E-04   2.83733182E-04   2.79919043E-04   2.13960427E-05   4.95748635E-05  
  84               2.72882482E+02   2.21036786E+03   8.37967709E-01   1.60306412E-01   6.19542847E-04   2.40669280E-04   3.28901787E-04   2.86345545E-04   2.16626280E-05   4.93902541E-05  
  85               2.90200997E+02   2.24413279E+03   8.37924868E-01   1.60299995E-01   6.13295631E-04   2.33908465E-04   3.84271083E-04   2.92630199E-04   2.19897913E-05   4.91678132E-05  
  86               3.10261739E+02   2.28182152E+03   8.37838312E-01   1.60286458E-01   6.06647560E-04   2.26713688E-04   4.54631309E-04   2.99228071E-04   2.23548535E-05   4.89134510E-05  
  87               3.26464790E+02   2.31037253E+03   8.37787251E-01   1.60280025E-01   6.02207295E-04   2.21814803E-04   5.14119232E-04   3.03653028E-04   2.26622890E-05   4.87042752E-05  
  88               3.39073323E+02   2.33228223E+03   8.37739552E-01   1.60274621E-01   6.03257719E-04   2.17164810E-04   5.63948455E-04   3.07942945E-04   2.28901816E-05   4.85492529E-05  
  89               3.54085360E+02   2.35687893E+03   8.37688530E-01   1.60268785E-01   6.00054598E-04   2.13404162E-04   6.23903556E-04   3.11252185E-04   2.31767860E-05   4.83551324E-05  
  90               3.71883686E+02   2.38553014E+03   8.37623138E-01   1.60261499E-01   5.96404917E-04   2.09080283E-04   7.00118259E-04   3.15020487E-04   2.35012047E-05   4.81313567E-05  
  91               3.92896636E+02   2.41727234E+03   8.37542870E-01   1.60253010E-01   5.92948660E-04   2.04842596E-04   7.92195237E-04   3.18599909E-04   2.38987497E-05   4.78616688E-05  
  92               4.17603627E+02   2.45342576E+03   8.37440768E-01   1.60242503E-01   5.89234959E-04   2.00194967E-04   9.08371281E-04   3.22444969E-04   2.43486500E-05   4.75521185E-05  
  93               4.46541849E+02   2.49287861E+03   8.37315896E-01   1.60230195E-01   5.85917896E-04   1.95797083E-04   1.04869522E-03   3.25894359E-04   2.48872331E-05   4.71860763E-05  
  94               4.80322057E+02   2.53690228E+03   8.37158604E-01   1.60215056E-01   5.82593515E-04   1.91188186E-04   1.22426650E-03   3.29356691E-04   2.54939326E-05   4.67689247E-05  
  95               5.19673135E+02   2.58427625E+03   8.36967511E-01   1.60197258E-01   5.79907498E-04   1.87010196E-04   1.43562533E-03   3.32183560E-04   2.62067683E-05   4.62833279E-05  
  96               5.65496017E+02   2.63636928E+03   8.36728859E-01   1.60175421E-01   5.77481516E-04   1.82804988E-04   1.69830506E-03   3.34763282E-04   2.70064757E-05   4.57329730E-05  
  97               6.18781368E+02   2.69182827E+03   8.36441120E-01   1.60149694E-01   5.75942455E-04   1.79182096E-04   2.01303259E-03   3.36474247E-04   2.79325183E-05   4.51001098E-05  
  98               6.80653827E+02   2.75196689E+03   8.36086163E-01   1.60118325E-01   5.74938963E-04   1.75685453E-04   2.40005899E-03   3.37686334E-04   2.89634807E-05   4.43887921E-05  
  99               7.52358291E+02   2.81522369E+03   8.35663933E-01   1.60081570E-01   5.75064657E-04   1.72881749E-04   2.85855650E-03   3.37820161E-04   3.01384925E-05   4.35822877E-05  
  100              8.35219873E+02   2.88284999E+03   8.35152032E-01   1.60037305E-01   5.75975425E-04   1.70299095E-04   3.41341242E-03   3.37247463E-04   3.14312089E-05   4.26865005E-05  
  101              9.30564515E+02   2.95297358E+03   8.34555474E-01   1.59986201E-01   5.78199910E-04   1.68450252E-04   4.05837790E-03   3.35456855E-04   3.28758779E-05   4.16888347E-05  
