# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  53               2.86646860E-02   2.55001292E+03   6.97925701E-01   1.52993261E-01   1.47980668E-01   4.89971130E-04   3.32661100E-04   6.15129675E-05   5.12915630E-05   5.61030555E-05  
  54               3.29123596E-02   2.58091518E+03   6.90063481E-01   1.61545916E-01   1.47295222E-01   4.87701934E-04   3.29147088E-04   6.12144788E-05   5.10523919E-05   5.58371835E-05  
  55               3.77507399E-02   2.61206003E+03   6.82029327E-01   1.70285609E-01   1.46594776E-01   4.85383044E-04   3.25461164E-04   6.09090145E-05   5.08079202E-05   5.55640890E-05  
  56               4.32540836E-02   2.64293860E+03   6.74126432E-01   1.78882519E-01   1.45905761E-01   4.83101975E-04   3.21727979E-04   6.06075270E-05   5.05673071E-05   5.52935829E-05  
  57               4.95037906E-02   2.67411051E+03   6.66049728E-01   1.87668505E-01   1.45201581E-01   4.80770667E-04   3.17815475E-04   6.02989511E-05   5.03213276E-05   5.50149027E-05  
  58               5.65889654E-02   2.70499445E+03   6.58151260E-01   1.96260604E-01   1.44512927E-01   4.78490735E-04   3.13876913E-04   5.99960003E-05   5.00806170E-05   5.47393870E-05  
  59               6.46068430E-02   2.73620420E+03   6.50078236E-01   2.05042591E-01   1.43809042E-01   4.76160342E-04   3.09754136E-04   5.96858991E-05   4.98345095E-05   5.44542899E-05  
  60               7.36635166E-02   2.76708362E+03   6.42235503E-01   2.13574061E-01   1.43125221E-01   4.73896348E-04   3.05633171E-04   5.93832583E-05   4.95952351E-05   5.41725989E-05  
  61               8.38748205E-02   2.79828255E+03   6.34236381E-01   2.22275654E-01   1.42427751E-01   4.71587129E-04   3.01334602E-04   5.90740946E-05   4.93511053E-05   5.38798541E-05  
  62               9.53671264E-02   2.82912224E+03   6.26508059E-01   2.30682658E-01   1.41753878E-01   4.69356000E-04   2.97065040E-04   5.87738066E-05   4.91150238E-05   5.35896464E-05  
  63               1.08278392E-01   2.86031612E+03   6.18614728E-01   2.39269158E-01   1.41065603E-01   4.67077147E-04   2.92614355E-04   5.84666577E-05   4.88738190E-05   5.32849458E-05  
  64               1.22758940E-01   2.89118208E+03   6.10991826E-01   2.47561469E-01   1.40400893E-01   4.64876270E-04   2.88202538E-04   5.81683232E-05   4.86406423E-05   5.29793856E-05  
  65               1.38972739E-01   2.92247764E+03   6.03167888E-01   2.56072458E-01   1.39718640E-01   4.62617256E-04   2.83592602E-04   5.78618078E-05   4.84012470E-05   5.26532865E-05  
  66               1.57098916E-01   2.95346240E+03   5.95620393E-01   2.64282709E-01   1.39060476E-01   4.60437945E-04   2.79035283E-04   5.75642752E-05   4.81700520E-05   5.23214842E-05  
  67               1.77334415E-01   2.98489103E+03   5.87876255E-01   2.72706850E-01   1.38385151E-01   4.58201748E-04   2.74284104E-04   5.72586969E-05   4.79327639E-05   5.19622457E-05  
  68               1.99896570E-01   3.01595685E+03   5.80461160E-01   2.80773022E-01   1.37738502E-01   4.56060425E-04   2.69626426E-04   5.69639291E-05   4.77052534E-05   5.15920812E-05  
  69               2.25020549E-01   3.04745105E+03   5.72875952E-01   2.89024212E-01   1.37077005E-01   4.53869854E-04   2.64794097E-04   5.66620348E-05   4.74724421E-05   5.11855378E-05  
  70               2.52961961E-01   3.07854743E+03   5.65658312E-01   2.96875512E-01   1.36447544E-01   4.51785261E-04   2.60092421E-04   5.63722605E-05   4.72505591E-05   5.07597681E-05  
  71               2.84005799E-01   3.11010334E+03   5.58267735E-01   3.04914886E-01   1.35802987E-01   4.49650575E-04   2.55221517E-04   5.60752167E-05   4.70232801E-05   5.02836628E-05  
  72               3.18468433E-01   3.14130329E+03   5.51237945E-01   3.12561726E-01   1.35189876E-01   4.47619883E-04   2.50493742E-04   5.57899525E-05   4.68067084E-05   4.97744496E-05  
  73               3.56700649E-01   3.17307962E+03   5.43984103E-01   3.20452223E-01   1.34557210E-01   4.45524298E-04   2.45573680E-04   5.54955334E-05   4.65831849E-05   4.91929082E-05  
  74               3.99089820E-01   3.20460320E+03   5.37047476E-01   3.27997563E-01   1.33952191E-01   4.43520084E-04   2.40785734E-04   5.52112280E-05   4.63690351E-05   4.85568079E-05  
  75               4.46064432E-01   3.23684254E+03   5.29824897E-01   3.35853864E-01   1.33322215E-01   4.41433043E-04   2.35773607E-04   5.49155056E-05   4.61460520E-05   4.78169957E-05  
  76               4.98098306E-01   3.26891073E+03   5.22891414E-01   3.43395568E-01   1.32717433E-01   4.39429194E-04   2.30889326E-04   5.46287836E-05   4.59315740E-05   4.69938998E-05  
  77               5.55718259E-01   3.30177004E+03   5.15654871E-01   3.51266802E-01   1.32086198E-01   4.37337491E-04   2.25774853E-04   5.43299827E-05   4.57077322E-05   4.60274298E-05  
  78               6.19510779E-01   3.33446726E+03   5.08727852E-01   3.58801178E-01   1.31481937E-01   4.35334794E-04   2.20813144E-04   5.40407793E-05   4.54929882E-05   4.49439673E-05  
  79               6.90133938E-01   3.36794715E+03   5.01538043E-01   3.66621230E-01   1.30854732E-01   4.33255755E-04   2.15652041E-04   5.37408485E-05   4.52700760E-05   4.36722339E-05  
  80               7.68325913E-01   3.40121263E+03   4.94719110E-01   3.74037648E-01   1.30259850E-01   4.31283325E-04   2.10695367E-04   5.34525116E-05   4.50580806E-05   4.22497014E-05  
  81               8.54915902E-01   3.43527098E+03   4.87669669E-01   3.81704573E-01   1.29644834E-01   4.29243721E-04   2.05567170E-04   5.31544684E-05   4.48388648E-05   4.05901544E-05  
  82               9.50829550E-01   3.46915465E+03   4.80996047E-01   3.88962449E-01   1.29062571E-01   4.27312000E-04   2.00659468E-04   5.28679738E-05   4.46306772E-05   3.87445498E-05  
  83               1.05710005E+00   3.50394110E+03   4.74064768E-01   3.96500317E-01   1.28457804E-01   4.25305048E-04   1.95570275E-04   5.25706803E-05   4.44144222E-05   3.66119088E-05  
  84               1.17487478E+00   3.53866341E+03   4.67470884E-01   4.03670911E-01   1.27882436E-01   4.23394666E-04   1.90687796E-04   5.22833564E-05   4.42079979E-05   3.42678076E-05  
  85               1.30542973E+00   3.57446224E+03   4.60556368E-01   4.11189971E-01   1.27279069E-01   4.21390558E-04   1.85589547E-04   5.19829085E-05   4.39915826E-05   3.16048219E-05  
  86               1.45017854E+00   3.61035485E+03   4.53914450E-01   4.18412257E-01   1.26699453E-01   4.19463988E-04   1.80664715E-04   5.16899568E-05   4.37830090E-05   2.87405674E-05  
  87               1.61069937E+00   3.64746222E+03   4.46914864E-01   4.26023328E-01   1.26088609E-01   4.17432554E-04   1.75505876E-04   5.13825065E-05   4.35633066E-05   2.55913890E-05  
  88               1.78875505E+00   3.68472382E+03   4.40184060E-01   4.33341871E-01   1.25501193E-01   4.15477102E-04   1.70525298E-04   5.10822196E-05   4.33512936E-05   2.23452903E-05  
  89               1.98632995E+00   3.72325132E+03   4.33114923E-01   4.41028310E-01   1.24884249E-01   4.13421730E-04   1.65329391E-04   5.07680206E-05   4.31287102E-05   1.89697697E-05  
  90               2.20564872E+00   3.76196104E+03   4.26333057E-01   4.48402310E-01   1.24292365E-01   4.11446982E-04   1.60330079E-04   5.04613930E-05   4.29143300E-05   1.57122319E-05  
  91               2.44922184E+00   3.80195885E+03   4.19252644E-01   4.56101164E-01   1.23674445E-01   4.09382801E-04   1.55147679E-04   5.01421110E-05   4.26905476E-05   1.25833569E-05  
  92               2.71987337E+00   3.84212435E+03   4.12502732E-01   4.63440786E-01   1.23085379E-01   4.07410598E-04   1.50195048E-04   4.98315952E-05   4.24762139E-05   9.81995355E-06  
  93               3.02078610E+00   3.88364760E+03   4.05470852E-01   4.71087436E-01   1.22471743E-01   4.05352075E-04   1.45076440E-04   4.95088358E-05   4.22529390E-05   7.40375806E-06  
  94               3.35551714E+00   3.92547967E+03   3.98730541E-01   4.78417311E-01   1.21883575E-01   4.03372313E-04   1.40166487E-04   4.91931929E-05   4.20378822E-05   5.45806561E-06  
  95               3.72805913E+00   3.96885155E+03   3.91670387E-01   4.86095467E-01   1.21267538E-01   4.01292448E-04   1.35073817E-04   4.88638820E-05   4.18127077E-05   3.90310911E-06  
  96               4.14287730E+00   4.01269010E+03   3.84859907E-01   4.93502375E-01   1.20673311E-01   3.99275992E-04   1.30168090E-04   4.85399703E-05   4.15944278E-05   2.74928997E-06  
  97               4.60499295E+00   4.05819934E+03   3.77725582E-01   5.01261843E-01   1.20050859E-01   3.97153756E-04   1.25087961E-04   4.82021522E-05   4.13658667E-05   1.89224549E-06  
  98               5.12002956E+00   4.10427033E+03   3.70835944E-01   5.08755368E-01   1.19449771E-01   3.95088409E-04   1.20198900E-04   4.78692727E-05   4.11439767E-05   1.29322587E-06  
  99               5.69431255E+00   4.15209046E+03   3.63649150E-01   5.16572324E-01   1.18822776E-01   3.92917980E-04   1.15166600E-04   4.75232836E-05   4.09125555E-05   8.69560437E-07  
  100              6.33491950E+00   4.20053221E+03   3.56720790E-01   5.24108279E-01   1.18218336E-01   3.90800521E-04   1.10343105E-04   4.71823819E-05   4.06881349E-05   5.84038620E-07  
  101              7.04978174E+00   4.25080776E+03   3.49520598E-01   5.31940041E-01   1.17590194E-01   3.88574315E-04   1.05409582E-04   4.68291224E-05   4.04548888E-05   3.87649074E-07  
