# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  31               1.02029171E-02   2.04991922E+03   8.20001904E-01   2.02082381E-02   1.58623156E-01   5.25199253E-04   3.69460988E-04   6.60276993E-05   5.49915792E-05   6.01629260E-05  
  32               1.18847442E-02   2.08315341E+03   8.17324301E-01   2.31210039E-02   1.58389680E-01   5.24427348E-04   3.68610680E-04   6.59211470E-05   5.49096852E-05   6.00742022E-05  
  33               1.38284026E-02   2.09288119E+03   8.17631921E-01   2.27863267E-02   1.58416535E-01   5.24516576E-04   3.68704905E-04   6.59233483E-05   5.49181681E-05   6.00842653E-05  
  34               1.60725535E-02   2.12700590E+03   8.14663867E-01   2.60150430E-02   1.58157743E-01   5.23660763E-04   3.67756277E-04   6.58047029E-05   5.48273177E-05   5.99858813E-05  
  35               1.86577951E-02   2.13893745E+03   8.14731322E-01   2.59416274E-02   1.58163653E-01   5.23680670E-04   3.67768656E-04   6.57965725E-05   5.48283604E-05   5.99879569E-05  
  36               2.16324517E-02   2.17433904E+03   8.11361707E-01   2.96071627E-02   1.57869857E-01   5.22708882E-04   3.66681215E-04   6.56615905E-05   5.47251634E-05   5.98762122E-05  
  37               2.50462570E-02   2.18908660E+03   8.11051752E-01   2.99443050E-02   1.57842858E-01   5.22619851E-04   3.66565733E-04   6.56379001E-05   5.47145803E-05   5.98657399E-05  
  38               2.89577080E-02   2.22655364E+03   8.07060704E-01   3.42858372E-02   1.57494890E-01   5.21468630E-04   3.65260781E-04   6.54783754E-05   5.45923521E-05   5.97333158E-05  
  39               3.34244658E-02   2.24541629E+03   8.06069046E-01   3.53645521E-02   1.57408451E-01   5.21182833E-04   3.64914009E-04   6.54278034E-05   5.45608959E-05   5.97001862E-05  
  40               3.85072399E-02   2.28848969E+03   8.00599047E-01   4.13127922E-02   1.56931347E-01   5.19604027E-04   3.63096013E-04   6.52122170E-05   5.43935745E-05   5.95185136E-05  
  41               4.41896801E-02   2.32943328E+03   7.94962187E-01   4.74350752E-02   1.56440317E-01   5.17978186E-04   3.67967937E-04   6.49902053E-05   5.42213373E-05   5.93313617E-05  
  42               5.05562902E-02   2.36846683E+03   7.89247638E-01   5.36514555E-02   1.55942115E-01   5.16329284E-04   3.65970400E-04   6.47644920E-05   5.40465170E-05   5.91412740E-05  
  43               5.77259734E-02   2.40647563E+03   7.83350428E-01   6.00665304E-02   1.55427995E-01   5.14627583E-04   3.63862226E-04   6.45312613E-05   5.38660568E-05   5.89448523E-05  
  44               6.58012017E-02   2.44340161E+03   7.77352691E-01   6.65909546E-02   1.54905114E-01   5.12896793E-04   3.61666997E-04   6.42934392E-05   5.36824327E-05   5.87447469E-05  
  45               7.48925786E-02   2.47972969E+03   7.71184091E-01   7.33012414E-02   1.54367339E-01   5.11116615E-04   3.59355367E-04   6.40484039E-05   5.34935055E-05   5.85385199E-05  
  46               8.50998204E-02   2.51516102E+03   7.64971228E-01   8.00596732E-02   1.53825705E-01   5.09323590E-04   3.56969292E-04   6.38007533E-05   5.33031029E-05   5.83302652E-05  
  47               9.65608607E-02   2.55021664E+03   7.58608728E-01   8.69808792E-02   1.53271025E-01   5.07487303E-04   3.54466630E-04   6.35465860E-05   5.31080248E-05   5.81163128E-05  
  48               1.09426230E-01   2.58460960E+03   7.52228870E-01   9.39209634E-02   1.52714829E-01   5.05645933E-04   3.51893808E-04   6.32906459E-05   5.29122640E-05   5.79008852E-05  
  49               1.23859408E-01   2.61882528E+03   7.45708610E-01   1.01013775E-01   1.52146390E-01   5.03763964E-04   3.49200977E-04   6.30284106E-05   5.27120880E-05   5.76796095E-05  
  50               1.40037765E-01   2.65247530E+03   7.39213992E-01   1.08078687E-01   1.51580181E-01   5.01889318E-04   3.46450641E-04   6.27658513E-05   5.25125112E-05   5.74577521E-05  
  51               1.58153119E-01   2.68607357E+03   7.32589661E-01   1.15284699E-01   1.51002659E-01   4.99977151E-04   3.43579053E-04   6.24972940E-05   5.23088254E-05   5.72296778E-05  
  52               1.78412693E-01   2.71918669E+03   7.26021262E-01   1.22429863E-01   1.50430008E-01   4.98081043E-04   3.40660176E-04   6.22294183E-05   5.21066379E-05   5.70011870E-05  
  53               2.01040014E-01   2.75235761E+03   7.19322155E-01   1.29717205E-01   1.49845954E-01   4.96147116E-04   3.37615422E-04   6.19554397E-05   5.19002965E-05   5.67652986E-05  
  54               2.26276942E-01   2.78508351E+03   7.12710348E-01   1.36909573E-01   1.49269505E-01   4.94238293E-04   3.34536264E-04   6.16832001E-05   5.16963865E-05   5.65287355E-05  
  55               2.54385230E-01   2.81794013E+03   7.05969501E-01   1.44242304E-01   1.48681799E-01   4.92292119E-04   3.31328893E-04   6.14048620E-05   5.14883593E-05   5.62830517E-05  
  56               2.85648762E-01   2.85037258E+03   6.99346622E-01   1.51446696E-01   1.48104369E-01   4.90379888E-04   3.28102028E-04   6.11292974E-05   5.12836755E-05   5.60357371E-05  
  57               3.20375279E-01   2.88302064E+03   6.92583894E-01   1.58803204E-01   1.47514739E-01   4.88427169E-04   3.24740121E-04   6.08471948E-05   5.10745345E-05   5.57761946E-05  
  58               3.58899359E-01   2.91527899E+03   6.85957705E-01   1.66011167E-01   1.46937005E-01   4.86513737E-04   3.21370038E-04   6.05684616E-05   5.08692826E-05   5.55126321E-05  
  59               4.01586107E-01   2.94780927E+03   6.79188304E-01   1.73374897E-01   1.46346775E-01   4.84558823E-04   3.17862044E-04   6.02830190E-05   5.06594581E-05   5.52325878E-05  
  60               4.48835913E-01   2.97995030E+03   6.72586134E-01   1.80556690E-01   1.45771116E-01   4.82652033E-04   3.14364630E-04   6.00019621E-05   5.04544327E-05   5.49451474E-05  
  61               5.01089431E-01   3.01239599E+03   6.65847664E-01   1.87886723E-01   1.45183564E-01   4.80705728E-04   3.10732463E-04   5.97143771E-05   5.02450273E-05   5.46353912E-05  
  62               5.58822489E-01   3.04444327E+03   6.59310350E-01   1.94997906E-01   1.44613541E-01   4.78817310E-04   3.07133530E-04   5.94322872E-05   5.00414254E-05   5.43130915E-05  
  63               6.22544922E-01   3.07684789E+03   6.52630821E-01   2.02263752E-01   1.44031107E-01   4.76887631E-04   3.03398053E-04   5.91433949E-05   4.98332484E-05   5.39594508E-05  
  64               6.92820505E-01   3.10888560E+03   6.46162749E-01   2.09299528E-01   1.43467101E-01   4.75018776E-04   2.99708328E-04   5.88602592E-05   4.96311649E-05   5.35845221E-05  
  65               7.70272470E-01   3.14136922E+03   6.39529502E-01   2.16514931E-01   1.42888680E-01   4.73101980E-04   2.95871569E-04   5.85694248E-05   4.94237939E-05   5.31645527E-05  
  66               8.55589040E-01   3.17354020E+03   6.33107623E-01   2.23500345E-01   1.42328678E-01   4.71245929E-04   2.92087830E-04   5.82842065E-05   4.92224873E-05   5.27101798E-05  
  67               9.49531556E-01   3.20625319E+03   6.26494914E-01   2.30693271E-01   1.41752023E-01   4.69334462E-04   2.88144314E-04   5.79902808E-05   4.90150961E-05   5.21912238E-05  
  68               1.05293845E+00   3.23872473E+03   6.20084680E-01   2.37665864E-01   1.41193009E-01   4.67481100E-04   2.84255954E-04   5.77014958E-05   4.88134703E-05   5.16187612E-05  
  69               1.16673648E+00   3.27181730E+03   6.13466642E-01   2.44864404E-01   1.40615860E-01   4.65567329E-04   2.80198929E-04   5.74032936E-05   4.86052216E-05   5.09548415E-05  
  70               1.29195099E+00   3.30469395E+03   6.07064206E-01   2.51828303E-01   1.40057496E-01   4.63715357E-04   2.76211134E-04   5.71105120E-05   4.84030990E-05   5.02126257E-05  
  71               1.42972022E+00   3.33824123E+03   6.00453207E-01   2.59018939E-01   1.39480927E-01   4.61802633E-04   2.72054792E-04   5.68081551E-05   4.81942996E-05   4.93437973E-05  
  72               1.58130685E+00   3.37158329E+03   5.94079157E-01   2.65951681E-01   1.38925002E-01   4.59957744E-04   2.67987022E-04   5.65117484E-05   4.79922275E-05   4.83651574E-05  
  73               1.74811582E+00   3.40563735E+03   5.87502077E-01   2.73105096E-01   1.38351349E-01   4.58053536E-04   2.63754887E-04   5.62057981E-05   4.77836081E-05   4.72155945E-05  
  74               1.93170680E+00   3.43951330E+03   5.81175816E-01   2.79985488E-01   1.37799548E-01   4.56221003E-04   2.59626834E-04   5.59060209E-05   4.75820837E-05   4.59178241E-05  
  75               2.13380783E+00   3.47419274E+03   5.74628610E-01   2.87105991E-01   1.37228452E-01   4.54323757E-04   2.55324745E-04   5.55958910E-05   4.73734300E-05   4.43940880E-05  
  76               2.35632630E+00   3.50876553E+03   5.68323042E-01   2.93963416E-01   1.36678403E-01   4.52495311E-04   2.51127950E-04   5.52913338E-05   4.71715393E-05   4.26780875E-05  
  77               2.60137309E+00   3.54424693E+03   5.61771908E-01   3.01087677E-01   1.36106907E-01   4.50594753E-04   2.46742254E-04   5.49753897E-05   4.69617333E-05   4.06771421E-05  
  78               2.87128098E+00   3.57968667E+03   5.55455346E-01   3.07956514E-01   1.35555839E-01   4.48760657E-04   2.42463024E-04   5.46644863E-05   4.67584184E-05   3.84474415E-05  
  79               3.16863564E+00   3.61613598E+03   5.48871749E-01   3.15115502E-01   1.34981447E-01   4.46847861E-04   2.37980655E-04   5.43412829E-05   4.65464957E-05   3.58887191E-05  
  80               3.49629810E+00   3.65260763E+03   5.42516261E-01   3.22026092E-01   1.34426919E-01   4.44999266E-04   2.33605009E-04   5.40226028E-05   4.63408066E-05   3.30968274E-05  
  81               3.85745512E+00   3.69016506E+03   5.35886705E-01   3.29234494E-01   1.33848453E-01   4.43069416E-04   2.29019989E-04   5.36912101E-05   4.61262492E-05   2.99847254E-05  
  82               4.25564816E+00   3.72778246E+03   5.29493197E-01   3.36185929E-01   1.33290551E-01   4.41205515E-04   2.24550101E-04   5.33642913E-05   4.59180945E-05   2.67104797E-05  
  83               4.69483007E+00   3.76654628E+03   5.22829501E-01   3.43431059E-01   1.32709057E-01   4.39260739E-04   2.19871199E-04   5.30246040E-05   4.57011348E-05   2.32256776E-05  
  84               5.17939585E+00   3.80541806E+03   5.16406561E-01   3.50414271E-01   1.32148552E-01   4.37382452E-04   2.15313294E-04   5.26891973E-05   4.54906430E-05   1.97558375E-05  
  85               5.71425148E+00   3.84552397E+03   5.09707631E-01   3.57697698E-01   1.31563968E-01   4.35420448E-04   2.10540474E-04   5.23406295E-05   4.52711157E-05   1.62988420E-05  
  86               6.30485053E+00   3.88581422E+03   5.03242445E-01   3.64727069E-01   1.30999785E-01   4.33521553E-04   2.05886504E-04   5.19957348E-05   4.50577639E-05   1.31071803E-05  
  87               6.95728840E+00   3.92743653E+03   4.96494239E-01   3.72064552E-01   1.30410930E-01   4.31534956E-04   2.01011266E-04   5.16372490E-05   4.48351052E-05   1.01881902E-05  
  88               7.67835733E+00   3.96931436E+03   4.89977545E-01   3.79150593E-01   1.29842299E-01   4.29608542E-04   1.96256088E-04   5.12819679E-05   4.46184613E-05   7.72825611E-06  
  89               8.47566544E+00   4.01262451E+03   4.83174029E-01   3.86549016E-01   1.29248678E-01   4.27590115E-04   1.91276871E-04   5.09127679E-05   4.43923253E-05   5.67902599E-06  
  90               9.35770846E+00   4.05624722E+03   4.76608933E-01   3.93688506E-01   1.28675884E-01   4.25630244E-04   1.86426402E-04   5.05465682E-05   4.41722987E-05   4.10011468E-06  
  91               1.03340309E+01   4.10136926E+03   4.69772551E-01   4.01123448E-01   1.28079451E-01   4.23577944E-04   1.81364940E-04   5.01667267E-05   4.39431549E-05   2.88819244E-06  
  92               1.14153025E+01   4.14686122E+03   4.63183786E-01   4.08289340E-01   1.27504639E-01   4.21581461E-04   1.76444964E-04   4.97897000E-05   4.37202618E-05   2.01649223E-06  
  93               1.26134816E+01   4.19398004E+03   4.56316571E-01   4.15758370E-01   1.26905552E-01   4.19483121E-04   1.71315736E-04   4.93985645E-05   4.34879381E-05   1.38320858E-06  
  94               1.39418850E+01   4.24161554E+03   4.49669855E-01   4.22987722E-01   1.26325710E-01   4.17424566E-04   1.66319334E-04   4.90089066E-05   4.32609175E-05   9.46109141E-07  
  95               1.54153978E+01   4.29106199E+03   4.42718401E-01   4.30548714E-01   1.25719292E-01   4.15245301E-04   1.61107386E-04   4.86041457E-05   4.30235874E-05   6.38489375E-07  
  96               1.70505820E+01   4.34117601E+03   4.35962932E-01   4.37896607E-01   1.25129974E-01   4.13086140E-04   1.56025421E-04   4.81996903E-05   4.27906922E-05   4.31101352E-07  
  97               1.88659614E+01   4.39324186E+03   4.28900585E-01   4.45578405E-01   1.24513889E-01   4.10788472E-04   1.50744125E-04   4.77799940E-05   4.25473293E-05   2.87949965E-07  
  98               2.08821419E+01   4.44609898E+03   4.22025228E-01   4.53056831E-01   1.23914118E-01   4.08488940E-04   1.45605364E-04   4.73599856E-05   4.23079912E-05   1.92767697E-07  
  99               2.31221300E+01   4.50100439E+03   4.14863249E-01   4.60847076E-01   1.23289346E-01   4.06030586E-04   1.40305228E-04   4.69253585E-05   4.20586885E-05   1.27897366E-07  
  100              2.56114968E+01   4.55672776E+03   4.07918982E-01   4.68400477E-01   1.22683567E-01   4.03550246E-04   1.35191127E-04   4.64910317E-05   4.18141606E-05   8.51893339E-08  
  101              2.83786798E+01   4.61452621E+03   4.00735445E-01   4.76214136E-01   1.22056921E-01   4.00885895E-04   1.29976834E-04   4.60435372E-05   4.15609571E-05   5.63361065E-08  
