# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               CH4             
  18               7.27780395E-04   7.74483072E+02   8.38791310E-01   1.60288695E-01   3.35693717E-11   4.81822974E-04   2.95711307E-04   6.07871927E-05   0.00000000E+00   4.80627091E-05  
  19               8.92836818E-04   7.83881087E+02   8.38791923E-01   1.60288385E-01   4.64241784E-11   4.82712786E-04   2.95020906E-04   6.07861835E-05   0.00000000E+00   4.72332450E-05  
  20               1.09354637E-03   7.93895573E+02   8.38791829E-01   1.60288199E-01   6.32283860E-11   4.83123715E-04   2.94792712E-04   6.07851055E-05   0.00000000E+00   4.68761594E-05  
  21               1.33738127E-03   8.03412861E+02   8.38791595E-01   1.60287945E-01   8.62972799E-11   4.83679543E-04   2.94415562E-04   6.07839127E-05   0.00000000E+00   4.63704158E-05  
  22               1.63335174E-03   8.13583204E+02   8.38790989E-01   1.60287839E-01   1.16198986E-10   4.83812687E-04   2.94447016E-04   6.07826356E-05   0.00000000E+00   4.62823958E-05  
  23               1.99229673E-03   8.23290854E+02   8.38790788E-01   1.60287717E-01   1.56870170E-10   4.84106547E-04   2.94315553E-04   6.07812426E-05   0.00000000E+00   4.60308870E-05  
  24               2.42726468E-03   8.33651130E+02   8.38790496E-01   1.60287756E-01   2.09119829E-10   4.84007819E-04   2.94564391E-04   6.07797383E-05   0.00000000E+00   4.61680902E-05  
  25               2.95394003E-03   8.43555468E+02   8.38790458E-01   1.60287733E-01   2.79896751E-10   4.84100336E-04   2.94620754E-04   6.07780779E-05   0.00000000E+00   4.61117620E-05  
  26               3.59121886E-03   8.54217855E+02   8.38790024E-01   1.60287808E-01   3.70930586E-10   4.83885419E-04   2.94974039E-04   6.07762522E-05   0.00000000E+00   4.63597552E-05  
  27               4.36191168E-03   8.64493661E+02   8.38789961E-01   1.60287792E-01   4.94775390E-10   4.83950512E-04   2.95048052E-04   6.07742418E-05   0.00000000E+00   4.63259883E-05  
  28               5.29354136E-03   8.75614640E+02   8.38789595E-01   1.60287851E-01   6.54817277E-10   4.83780769E-04   2.95348219E-04   6.07720243E-05   0.00000000E+00   4.65245652E-05  
  29               6.41939421E-03   8.86386670E+02   8.38789706E-01   1.60287794E-01   8.74590831E-10   4.83972137E-04   2.95289492E-04   6.07695962E-05   0.00000000E+00   4.63606127E-05  
  30               7.77968832E-03   8.98173441E+02   8.38789612E-01   1.60287788E-01   1.16155650E-09   4.84003521E-04   2.95383644E-04   6.07669198E-05   0.00000000E+00   4.63545986E-05  
  31               9.42303654E-03   9.09645658E+02   8.38790069E-01   1.60287647E-01   1.55935816E-09   4.84453933E-04   2.95061770E-04   6.07640096E-05   0.00000000E+00   4.59283313E-05  
  32               1.14083193E-02   9.22221419E+02   8.38790426E-01   1.60287530E-01   2.08786698E-09   4.84825069E-04   2.94813445E-04   6.07608142E-05   0.00000000E+00   4.55796126E-05  
  33               1.38080127E-02   9.34678584E+02   8.38791488E-01   1.60287241E-01   2.83842318E-09   4.85732156E-04   2.94033698E-04   6.07573791E-05   0.00000000E+00   4.46938861E-05  
  34               1.67116544E-02   9.48519695E+02   8.38792602E-01   1.60286941E-01   3.86189653E-09   4.86675439E-04   2.93213760E-04   6.07536342E-05   0.00000000E+00   4.37705047E-05  
  35               2.02285433E-02   9.62307312E+02   8.38794444E-01   1.60286461E-01   5.34436844E-09   4.88173594E-04   2.91843171E-04   6.07496511E-05   4.33958211E-16   4.22912355E-05  
  36               2.44922473E-02   9.77624717E+02   8.38796402E-01   1.60285954E-01   7.42904300E-09   4.89756858E-04   2.90383784E-04   6.07453513E-05   1.94319641E-15   4.07255323E-05  
  37               2.96650564E-02   9.93226061E+02   8.38799083E-01   1.60285270E-01   1.05289695E-08   4.91890264E-04   2.88377591E-04   6.07408439E-05   4.33058291E-15   3.86086874E-05  
  38               3.59444800E-02   1.01051036E+03   8.38801887E-01   1.60284556E-01   1.50125054E-08   4.94115381E-04   2.86275481E-04   6.07360341E-05   1.30010435E-14   3.63989053E-05  
  39               4.35682957E-02   1.02817862E+03   8.38805292E-01   1.60283694E-01   2.18637252E-08   4.96797753E-04   2.83717181E-04   6.07310762E-05   2.62156169E-14   3.37308630E-05  
  40               5.28216311E-02   1.04790190E+03   8.38808817E-01   1.60282803E-01   3.21782917E-08   4.99570803E-04   2.81063372E-04   6.07258961E-05   8.78374105E-14   3.09710139E-05  
  41               6.40436774E-02   1.06843921E+03   8.38812835E-01   1.60281790E-01   4.85158746E-08   5.02721405E-04   2.78031305E-04   6.07207087E-05   2.62802033E-13   2.78326612E-05  
  42               7.76327983E-02   1.09129711E+03   8.38816866E-01   1.60280771E-01   7.41175976E-08   5.05885734E-04   2.74979293E-04   6.07154442E-05   7.81144059E-13   2.46795468E-05  
  43               9.40433366E-02   1.11531973E+03   8.38821118E-01   1.60279693E-01   1.16233608E-07   5.09229373E-04   2.71744392E-04   6.07103728E-05   2.39716977E-12   2.13462358E-05  
  44               1.13790717E-01   1.14215181E+03   8.38825192E-01   1.60278650E-01   1.85316376E-07   5.12455070E-04   2.68619860E-04   6.07054522E-05   7.59242518E-12   1.81299570E-05  
  45               1.37487410E-01   1.17067783E+03   8.38829143E-01   1.60277620E-01   3.03149662E-07   5.15623003E-04   2.65547264E-04   6.07009507E-05   2.55504957E-11   1.49706635E-05  
  46               1.65811845E-01   1.20229625E+03   8.38832611E-01   1.60276680E-01   5.03495022E-07   5.18485159E-04   2.62772366E-04   6.06967863E-05   8.82041599E-11   1.21163452E-05  
  47               1.99474132E-01   1.23598841E+03   8.38835564E-01   1.60275813E-01   8.56054740E-07   5.21073693E-04   2.60267762E-04   6.06932151E-05   3.21502035E-10   9.53493500E-06  
  48               2.39197580E-01   1.27327801E+03   8.38837673E-01   1.60275044E-01   1.47096274E-06   5.23256610E-04   2.58177912E-04   6.06901100E-05   1.18364528E-09   7.35833211E-06  
  49               2.85694996E-01   1.31274509E+03   8.38838623E-01   1.60274319E-01   2.56067775E-06   5.25077119E-04   2.56521269E-04   6.06876084E-05   4.45865358E-09   5.54323092E-06  
  50               3.39601321E-01   1.35553210E+03   8.38837344E-01   1.60273527E-01   4.45195695E-06   5.26498689E-04   2.55571175E-04   6.06854376E-05   1.64515576E-08   4.12561661E-06  
  51               4.01374729E-01   1.40015080E+03   8.38828322E-01   1.60271728E-01   7.75664417E-06   5.27605491E-04   2.55860641E-04   6.06834231E-05   6.03316169E-08   3.01821987E-06  
  52               4.70728051E-01   1.44788900E+03   8.38810109E-01   1.60269710E-01   1.34421177E-05   5.28466391E-04   2.63220926E-04   6.06819477E-05   1.53955529E-07   2.15365246E-06  
  53               5.46694063E-01   1.49772278E+03   8.38785506E-01   1.60267163E-01   2.38104056E-05   5.29127511E-04   2.71448566E-04   6.06814655E-05   9.02495908E-07   1.48652687E-06  
  54               6.26809012E-01   1.55450737E+03   8.38749428E-01   1.60263845E-01   4.06533462E-05   5.29604259E-04   2.83500470E-04   6.06813819E-05   4.61053233E-06   1.00004952E-06  
  55               7.07446409E-01   1.60605484E+03   8.38691150E-01   1.60258047E-01   6.50056421E-05   5.29904401E-04   3.00142094E-04   6.06806739E-05   1.56328033E-05   6.81032299E-07  
  56               7.83857278E-01   1.65076889E+03   8.38600019E-01   1.60249621E-01   9.56707736E-05   5.30080700E-04   3.32648646E-04   6.06786153E-05   3.69081286E-05   4.74020736E-07  
  57               8.53007746E-01   1.68834832E+03   8.38516018E-01   1.60242173E-01   1.30883922E-04   5.30178902E-04   3.60600451E-04   6.06764338E-05   5.51766803E-05   3.48696851E-07  
  58               9.14426492E-01   1.71965293E+03   8.38450037E-01   1.60236471E-01   1.70392368E-04   5.30229833E-04   3.77235121E-04   6.06744377E-05   6.60643939E-05   2.77905216E-07  
  59               9.75125808E-01   1.74907531E+03   8.38400191E-01   1.60231080E-01   2.13898345E-04   5.30249293E-04   3.77119284E-04   6.06720829E-05   6.60209390E-05   2.41879147E-07  
  60               1.03303403E+00   1.77561363E+03   8.38347127E-01   1.60225412E-01   2.60892900E-04   5.30258792E-04   3.77018587E-04   6.06695248E-05   6.59801518E-05   2.14590594E-07  
  61               1.08517199E+00   1.79864856E+03   8.38292022E-01   1.60219570E-01   3.10097065E-04   5.30260881E-04   3.76931364E-04   6.06668192E-05   6.59423357E-05   1.93876506E-07  
  62               1.13515434E+00   1.81969899E+03   8.38243324E-01   1.60215314E-01   3.63076304E-04   5.30263994E-04   3.76857036E-04   6.06646685E-05   6.59068631E-05   1.77218348E-07  
  63               1.18767209E+00   1.84124318E+03   8.38186814E-01   1.60210377E-01   4.24545580E-04   5.30262671E-04   3.76784962E-04   6.06621421E-05   6.58698126E-05   1.62619262E-07  
  64               1.24853758E+00   1.86494900E+03   8.38116723E-01   1.60204254E-01   5.00768884E-04   5.30256565E-04   3.76711328E-04   6.06590315E-05   6.58285741E-05   1.48789648E-07  
  65               1.31848115E+00   1.89131996E+03   8.38028599E-01   1.60196559E-01   5.96574390E-04   5.30244415E-04   3.76646714E-04   6.06551081E-05   6.57818002E-05   1.35677937E-07  
  66               1.39818377E+00   1.91957971E+03   8.37916994E-01   1.60186816E-01   7.17931098E-04   5.30224638E-04   3.76568302E-04   6.06501988E-05   6.57289036E-05   1.23270363E-07  
  67               1.48882016E+00   1.95047551E+03   8.37777227E-01   1.60174617E-01   8.69942420E-04   5.30195475E-04   3.76472994E-04   6.06440688E-05   6.56695307E-05   1.11926071E-07  
  68               1.59199025E+00   1.98323439E+03   8.37600000E-01   1.60159151E-01   1.06274050E-03   5.30154390E-04   3.76343780E-04   6.06364125E-05   6.56026376E-05   1.01461655E-07  
  69               1.70958244E+00   2.01886276E+03   8.37378275E-01   1.60139804E-01   1.30394431E-03   5.30099032E-04   3.76199252E-04   6.06268935E-05   6.55277186E-05   9.21338336E-08  
  70               1.84316538E+00   2.05612529E+03   8.37098311E-01   1.60115378E-01   1.60849992E-03   5.30025625E-04   3.76034501E-04   6.06150643E-05   6.54436157E-05   8.37124361E-08  
  71               1.99447084E+00   2.09612958E+03   8.36752040E-01   1.60085170E-01   1.98518472E-03   5.29931547E-04   3.75848604E-04   6.06005374E-05   6.53500641E-05   7.64229730E-08  
  72               2.16543475E+00   2.13726332E+03   8.36320223E-01   1.60047502E-01   2.45492566E-03   5.29811483E-04   3.75634664E-04   6.05826918E-05   6.52457362E-05   6.99823901E-08  
  73               2.35822119E+00   2.18098858E+03   8.35795020E-01   1.60001691E-01   3.02625253E-03   5.29662918E-04   3.75391858E-04   6.05611216E-05   6.51305007E-05   6.45668443E-08  
  74               2.57526142E+00   2.22528293E+03   8.35150328E-01   1.59945461E-01   3.72755834E-03   5.29478576E-04   3.75110619E-04   6.05349797E-05   6.50026878E-05   5.98654101E-08  
  75               2.81927942E+00   2.27201936E+03   8.34382111E-01   1.59878392E-01   4.56251455E-03   5.29256809E-04   3.74791330E-04   6.05039228E-05   6.48624532E-05   5.60491473E-08  
  76               3.09324439E+00   2.31862614E+03   8.33454921E-01   1.59797624E-01   5.56722323E-03   5.28988763E-04   3.76641060E-04   6.04670118E-05   6.47078065E-05   5.25180677E-08  
  77               3.40047259E+00   2.36750327E+03   8.32377855E-01   1.59703790E-01   6.73493851E-03   5.28675916E-04   3.78464669E-04   6.04241371E-05   6.45394976E-05   4.97461739E-08  
  78               3.74478883E+00   2.41565842E+03   8.31109115E-01   1.59593313E-01   8.11184977E-03   5.28306650E-04   3.80241679E-04   6.03739303E-05   6.43550568E-05   4.74301525E-08  
  79               4.13058878E+00   2.46601915E+03   8.29671816E-01   1.59467984E-01   9.67527089E-03   5.27886202E-04   3.79756211E-04   6.03166447E-05   6.41557854E-05   4.60438072E-08  
  80               4.56280016E+00   2.51518532E+03   8.28009991E-01   1.59323081E-01   1.14829316E-02   5.27399455E-04   3.79183713E-04   6.02505397E-05   6.39385878E-05   4.50050460E-08  
  81               5.04680458E+00   2.56650463E+03   8.26164476E-01   1.59162168E-01   1.34904013E-02   5.26857854E-04   3.78540819E-04   6.01765928E-05   6.37056209E-05   4.45094315E-08  
  82               5.58852045E+00   2.61627736E+03   8.24073186E-01   1.58979832E-01   1.57652107E-02   5.26243565E-04   3.77806481E-04   6.00925460E-05   6.34534916E-05   4.43064663E-08  
  83               6.19441263E+00   2.66800073E+03   8.21796694E-01   1.58781355E-01   1.82414605E-02   5.25573693E-04   3.77003879E-04   5.99998943E-05   6.31851386E-05   4.45913332E-08  
  84               6.87152205E+00   2.71811797E+03   8.19269095E-01   1.58560992E-01   2.09908349E-02   5.24829211E-04   3.76109583E-04   5.98959881E-05   6.28971381E-05   4.51508398E-08  
  85               7.62748612E+00   2.76977137E+03   8.16564242E-01   1.58325182E-01   2.39329907E-02   5.24031028E-04   3.75151650E-04   5.97825064E-05   6.25928626E-05   4.61638572E-08  
  86               8.47068501E+00   2.81998912E+03   8.13619145E-01   1.58068434E-01   2.71364369E-02   5.23160848E-04   3.74107417E-04   5.96563917E-05   6.22691949E-05   4.74626362E-08  
  87               9.41003911E+00   2.87130653E+03   8.10505257E-01   1.57796977E-01   3.05234423E-02   5.22238860E-04   3.73004510E-04   5.95187238E-05   6.19292657E-05   4.91885222E-08  
  88               1.04551543E+01   2.92160065E+03   8.07175709E-01   1.57506727E-01   3.41449791E-02   5.21251291E-04   3.71826372E-04   5.93660956E-05   6.15708670E-05   5.12323125E-08  
  89               1.16162270E+01   2.97238301E+03   8.03686981E-01   1.57202607E-01   3.79396012E-02   5.20213968E-04   3.70595541E-04   5.91980434E-05   6.11964281E-05   5.36922512E-08  
  90               1.29043229E+01   3.02265228E+03   8.00018596E-01   1.56882832E-01   4.19295721E-02   5.19120589E-04   3.69305552E-04   5.90105747E-05   6.08050467E-05   5.65219550E-08  
  91               1.43307219E+01   3.07288021E+03   7.96204528E-01   1.56550363E-01   4.60779256E-02   5.17980437E-04   3.67970582E-04   5.88005759E-05   6.03982541E-05   5.97746393E-08  
  92               1.59070854E+01   3.12289426E+03   7.92251252E-01   1.56205766E-01   5.03776072E-02   5.16794847E-04   3.66594235E-04   5.85626401E-05   5.99764383E-05   6.34564010E-08  
  93               1.76461489E+01   3.17257991E+03   7.88172489E-01   1.55850235E-01   5.48136783E-02   5.15567162E-04   3.65182471E-04   5.82898037E-05   5.95403170E-05   6.75913564E-08  
  94               1.95618993E+01   3.22217060E+03   7.83978883E-01   1.55484697E-01   5.93745484E-02   5.14299762E-04   3.63739605E-04   5.79728116E-05   5.90904357E-05   7.22044176E-08  
  95               2.16696825E+01   3.27160471E+03   7.79670887E-01   1.55109192E-01   6.40597081E-02   5.12991996E-04   3.62265205E-04   5.75990652E-05   5.86269013E-05   7.73118011E-08  
  96               2.39865581E+01   3.32099099E+03   7.75270163E-01   1.54725606E-01   6.88455773E-02   5.11649209E-04   3.60766616E-04   5.71539598E-05   5.81505876E-05   8.29696090E-08  
  97               2.65315277E+01   3.37011873E+03   7.70773209E-01   1.54333632E-01   7.37359471E-02   5.10269379E-04   3.59239891E-04   5.66168771E-05   5.76613649E-05   8.92030047E-08  
  98               2.93258037E+01   3.41942768E+03   7.66201237E-01   1.53935117E-01   7.87077194E-02   5.08857467E-04   3.57690412E-04   5.59646488E-05   5.71599680E-05   9.60845899E-08  
  99               3.23929108E+01   3.46855995E+03   7.61538984E-01   1.53528727E-01   8.37774699E-02   5.07407788E-04   3.56107029E-04   5.51648611E-05   5.66457658E-05   1.03637240E-07  
  100              3.57587564E+01   3.51797567E+03   7.56807401E-01   1.53116284E-01   8.89223770E-02   5.05924754E-04   3.54493328E-04   5.41818600E-05   5.61189707E-05   1.11972719E-07  
  101              3.94664423E+01   3.56751670E+03   7.52021632E-01   1.52699111E-01   9.41260408E-02   5.04416635E-04   3.52854132E-04   5.30625633E-05   5.55833057E-05   1.20844249E-07  
