# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              Mg               N2               Fe              
  11               3.85858557E-03   1.41417527E+03   8.38679362E-01   1.60256742E-01   8.65256122E-05   5.30573440E-04   2.96822608E-04   1.37926735E-05   6.07824842E-05   1.38074647E-05  
  12               4.46236011E-03   1.42759509E+03   8.38658479E-01   1.60253679E-01   9.62697039E-05   5.30565367E-04   2.96781274E-04   1.37917224E-05   6.07812184E-05   1.38071478E-05  
  13               5.09865080E-03   1.45637397E+03   8.38560205E-01   1.60246341E-01   1.30874740E-04   5.30533642E-04   3.40170944E-04   4.21966633E-05   6.07783934E-05   1.38064410E-05  
  14               5.76578558E-03   1.47019737E+03   8.38500498E-01   1.60236421E-01   1.46512763E-04   5.30502921E-04   3.40103507E-04   4.21918580E-05   6.07745368E-05   1.38055278E-05  
  15               6.43137353E-03   1.49913615E+03   8.38395887E-01   1.60228358E-01   1.97814854E-04   5.30471113E-04   3.77369212E-04   6.67422196E-05   6.07714544E-05   5.55533888E-05  
  16               7.05809684E-03   1.51140686E+03   8.38376779E-01   1.60226686E-01   2.18604057E-04   5.30467405E-04   3.77318220E-04   6.67383946E-05   6.07707470E-05   5.55525862E-05  
  17               7.76872991E-03   1.53436203E+03   8.38327400E-01   1.60222366E-01   2.72330154E-04   5.30456360E-04   3.77211079E-04   6.67325411E-05   6.07690658E-05   5.55507734E-05  
  18               8.57343815E-03   1.54729016E+03   8.38301612E-01   1.60220111E-01   3.00385980E-04   5.30450610E-04   3.77156957E-04   6.67278631E-05   6.07681222E-05   5.55497180E-05  
  19               9.48338710E-03   1.57126032E+03   8.38234907E-01   1.60214276E-01   3.72962166E-04   5.30434331E-04   3.77041545E-04   6.67206496E-05   6.07658544E-05   5.55473145E-05  
  20               1.05103363E-02   1.58536698E+03   8.38198124E-01   1.60211061E-01   4.12978762E-04   5.30425352E-04   3.76980979E-04   6.67148415E-05   6.07645323E-05   5.55458625E-05  
  21               1.16670818E-02   1.61068191E+03   8.38106463E-01   1.60203047E-01   5.12702747E-04   5.30401671E-04   3.76854271E-04   6.67058722E-05   6.07614257E-05   5.55426227E-05  
  22               1.29664461E-02   1.62638320E+03   8.38051869E-01   1.60198276E-01   5.72093785E-04   5.30387520E-04   3.76784023E-04   6.66985658E-05   6.07595002E-05   5.55405526E-05  
  23               1.44214411E-02   1.65352399E+03   8.37922225E-01   1.60186945E-01   7.13134498E-04   5.30352711E-04   3.76642000E-04   6.66872375E-05   6.07551252E-05   5.55360644E-05  
  24               1.60427361E-02   1.67146835E+03   8.37836579E-01   1.60179462E-01   8.06296526E-04   5.30329594E-04   3.76557352E-04   6.66778218E-05   6.07521612E-05   5.55329566E-05  
  25               1.78377417E-02   1.70111678E+03   8.37645078E-01   1.60162728E-01   1.01460829E-03   5.30276789E-04   3.76396688E-04   6.66631524E-05   6.07457320E-05   5.55264769E-05  
  26               1.98019289E-02   1.72233503E+03   8.37500263E-01   1.60150077E-01   1.17209767E-03   5.30236616E-04   3.76293432E-04   6.66505132E-05   6.07408072E-05   5.55214586E-05  
  27               2.19037726E-02   1.75606873E+03   8.37190940E-01   1.60123058E-01   1.50850970E-03   5.30149721E-04   3.76123364E-04   6.66304599E-05   6.07304875E-05   5.55112730E-05  
  28               2.41476099E-02   1.77728521E+03   8.36989164E-01   1.60105438E-01   1.72802427E-03   5.30092867E-04   3.75988643E-04   6.66151816E-05   6.07236745E-05   5.55044571E-05  
  29               2.66553291E-02   1.80349129E+03   8.36689737E-01   1.60079293E-01   2.05377469E-03   5.30008035E-04   3.75803746E-04   6.65952975E-05   6.07136369E-05   5.54945606E-05  
  30               2.94577864E-02   1.82450495E+03   8.36441438E-01   1.60057617E-01   2.32389742E-03   5.29937558E-04   3.75660896E-04   6.65771809E-05   6.07052557E-05   5.54862199E-05  
  31               3.25876463E-02   1.85138461E+03   8.36056179E-01   1.60023985E-01   2.74301911E-03   5.29827774E-04   3.75452906E-04   6.65528327E-05   6.06923515E-05   5.54735805E-05  
  32               3.60784928E-02   1.87377520E+03   8.35721540E-01   1.59994777E-01   3.10706714E-03   5.29732280E-04   3.75283297E-04   6.65301232E-05   6.06810873E-05   5.54624685E-05  
  33               3.99669480E-02   1.90221717E+03   8.35206376E-01   1.59949815E-01   3.66750630E-03   5.29584869E-04   3.75035730E-04   6.64994648E-05   6.06638583E-05   5.54457172E-05  
  34               4.42903725E-02   1.92676101E+03   8.34735200E-01   1.59908697E-01   4.18008633E-03   5.29449893E-04   3.74821494E-04   6.64700986E-05   6.06480499E-05   5.54302786E-05  
  35               4.90889062E-02   1.95760029E+03   8.34018554E-01   1.59846160E-01   4.95970814E-03   5.29244218E-04   3.74509940E-04   6.64302827E-05   6.06241274E-05   5.54072100E-05  
  36               5.44015932E-02   1.98547518E+03   8.33313533E-01   1.59784646E-01   5.72667656E-03   5.29041692E-04   3.74217535E-04   6.63904335E-05   6.06005563E-05   5.53844516E-05  
  37               6.02664419E-02   2.02072668E+03   8.32225346E-01   1.59689704E-01   6.91047858E-03   5.28728704E-04   3.73783283E-04   6.63349035E-05   6.05643162E-05   5.53498531E-05  
  38               6.66813232E-02   2.06285486E+03   8.30627238E-01   1.59550284E-01   8.64899993E-03   5.28268587E-04   3.73172326E-04   6.62591758E-05   6.05112067E-05   5.52995781E-05  
  39               7.36790469E-02   2.10363340E+03   8.28810971E-01   1.59391851E-01   1.06248340E-02   5.27745319E-04   3.72504212E-04   6.61749054E-05   6.04508409E-05   5.52426181E-05  
  40               8.13335047E-02   2.14315384E+03   8.26779068E-01   1.59214625E-01   1.28352329E-02   5.27159657E-04   3.71777268E-04   6.60821233E-05   6.03832946E-05   5.51790444E-05  
  41               8.97242395E-02   2.18173190E+03   8.24519321E-01   1.59017542E-01   1.52934782E-02   5.26508108E-04   3.70984054E-04   6.59802970E-05   6.03081549E-05   5.51084768E-05  
  42               9.89379697E-02   2.21923913E+03   8.22052734E-01   1.58802435E-01   1.79767186E-02   5.25796748E-04   3.70128430E-04   6.58701570E-05   6.02261043E-05   5.50315489E-05  
  43               1.09069027E-01   2.25604300E+03   8.19360670E-01   1.58567679E-01   2.09052276E-02   5.25020217E-04   3.69200123E-04   6.57509304E-05   6.01365116E-05   5.49476834E-05  
  44               1.20219897E-01   2.29196487E+03   8.16472840E-01   1.58315661E-01   2.40445535E-02   5.24186423E-04   3.68205159E-04   6.56235865E-05   6.00402647E-05   5.48577068E-05  
  45               1.32463280E-01   2.32711739E+03   8.13388135E-01   1.58047110E-01   2.73905289E-02   5.23297037E-04   3.73967579E-04   6.54884254E-05   5.99376278E-05   5.47618698E-05  
  46               1.45918060E-01   2.36143043E+03   8.10152607E-01   1.57764997E-01   3.09102054E-02   5.22363424E-04   3.72838990E-04   6.53466382E-05   5.98296884E-05   5.46611973E-05  
  47               1.60755895E-01   2.39534754E+03   8.06721834E-01   1.57465868E-01   3.46422665E-02   5.21373391E-04   3.71627756E-04   6.51966236E-05   5.97151063E-05   5.45544685E-05  
  48               1.77117267E-01   2.42873455E+03   8.03130711E-01   1.57152765E-01   3.85487549E-02   5.20337010E-04   3.70342849E-04   6.50396202E-05   5.95949973E-05   5.44427352E-05  
  49               1.95152921E-01   2.46178874E+03   7.99364860E-01   1.56824435E-01   4.26453085E-02   5.19250131E-04   3.68976057E-04   6.48750426E-05   5.94688315E-05   5.43255511E-05  
  50               2.15011873E-01   2.49435006E+03   7.95466838E-01   1.56484585E-01   4.68856332E-02   5.18125036E-04   3.67539483E-04   6.47044298E-05   5.93379611E-05   5.42042021E-05  
  51               2.36861157E-01   2.52663298E+03   7.91414700E-01   1.56131303E-01   5.12936019E-02   5.16955389E-04   3.66022342E-04   6.45269320E-05   5.92015758E-05   5.40780132E-05  
  52               2.60896373E-01   2.55852296E+03   7.87247494E-01   1.55767992E-01   5.58267373E-02   5.15752459E-04   3.64436068E-04   6.43439281E-05   5.90608794E-05   5.39481600E-05  
  53               2.87327271E-01   2.59019616E+03   7.82946150E-01   1.55392989E-01   6.05057819E-02   5.14510739E-04   3.62771006E-04   6.41546642E-05   5.89151112E-05   5.38140540E-05  
  54               3.16378094E-01   2.62152466E+03   7.78554312E-01   1.55010097E-01   6.52832611E-02   5.13242820E-04   3.61041114E-04   6.39606904E-05   5.87655822E-05   5.36770099E-05  
  55               3.48287958E-01   2.65268941E+03   7.74046539E-01   1.54617099E-01   7.01868490E-02   5.11941355E-04   3.59234545E-04   6.37610312E-05   5.86112498E-05   5.35362469E-05  
  56               3.83310855E-01   2.68357518E+03   7.69464343E-01   1.54217612E-01   7.51713861E-02   5.10618321E-04   3.57365322E-04   6.35571636E-05   5.84532827E-05   5.33930157E-05  
  57               4.21716436E-01   2.71435770E+03   7.64777287E-01   1.53808983E-01   8.02699836E-02   5.09264927E-04   3.55419704E-04   6.33479437E-05   5.82903634E-05   5.32463852E-05  
  58               4.63792031E-01   2.74488706E+03   7.60036565E-01   1.53395674E-01   8.54269510E-02   5.07895941E-04   3.53416469E-04   6.31352041E-05   5.81238846E-05   5.30978999E-05  
  59               5.09843510E-01   2.77533079E+03   7.55209272E-01   1.52974817E-01   9.06780804E-02   5.06501860E-04   3.51341001E-04   6.29177204E-05   5.79522911E-05   5.29465550E-05  
  60               5.60196693E-01   2.80553262E+03   7.50350445E-01   1.52551208E-01   9.59635033E-02   5.05098561E-04   3.49214804E-04   6.26974628E-05   5.77769651E-05   5.27940111E-05  
  61               6.15199177E-01   2.83567147E+03   7.45419742E-01   1.52121331E-01   1.01327100E-01   5.03674391E-04   3.47020248E-04   6.24729446E-05   5.75958725E-05   5.26390388E-05  
  62               6.75222010E-01   2.86559667E+03   7.40472264E-01   1.51689989E-01   1.06708933E-01   5.02245245E-04   3.44779995E-04   6.22461336E-05   5.74101962E-05   5.24833002E-05  
  63               7.40662362E-01   2.89548984E+03   7.35462545E-01   1.51253217E-01   1.12158457E-01   5.00797987E-04   3.42474072E-04   6.20153641E-05   5.72173972E-05   5.23254110E-05  
  64               8.11946434E-01   2.92519146E+03   7.30450102E-01   1.50816204E-01   1.17610927E-01   4.99349786E-04   3.40128149E-04   6.17827549E-05   5.70185359E-05   5.21671662E-05  
  65               8.89533691E-01   2.95489048E+03   7.25383556E-01   1.50374471E-01   1.23122233E-01   4.97885796E-04   3.37719383E-04   6.15464296E-05   5.68103980E-05   5.20070026E-05  
  66               9.73920700E-01   2.98442128E+03   7.20326411E-01   1.49933554E-01   1.28623290E-01   4.96424335E-04   3.35276329E-04   6.13086363E-05   5.65938128E-05   5.18468339E-05  
  67               1.06564277E+00   3.01398413E+03   7.15220235E-01   1.49488357E-01   1.34177660E-01   4.94948517E-04   3.32772527E-04   6.10672472E-05   5.63646466E-05   5.16848834E-05  
  68               1.16526249E+00   3.04340148E+03   7.10133583E-01   1.49044858E-01   1.39710766E-01   4.93478114E-04   3.30239981E-04   6.08246861E-05   5.61234238E-05   5.15232168E-05  
  69               1.27337271E+00   3.07287607E+03   7.05002806E-01   1.48597508E-01   1.45291840E-01   4.91994731E-04   3.27649282E-04   6.05786583E-05   5.58649084E-05   5.13599018E-05  
  70               1.39061985E+00   3.10222146E+03   6.99901324E-01   1.48152706E-01   1.50841013E-01   4.90519541E-04   3.25035880E-04   6.03317477E-05   5.55891881E-05   5.11971495E-05  
  71               1.51770882E+00   3.13165787E+03   6.94757380E-01   1.47704196E-01   1.56436338E-01   4.89031801E-04   3.22365757E-04   6.00813656E-05   5.52894358E-05   5.10327810E-05  
  72               1.65540853E+00   3.16099260E+03   6.89649026E-01   1.47258784E-01   1.61992904E-01   4.87554017E-04   3.19677693E-04   5.98302345E-05   5.49651174E-05   5.08691441E-05  
  73               1.80455785E+00   3.19046583E+03   6.84495114E-01   1.46809393E-01   1.67598980E-01   4.86062726E-04   3.16932111E-04   5.95754318E-05   5.46072328E-05   5.07037752E-05  
  74               1.96607173E+00   3.21988103E+03   6.79376967E-01   1.46363113E-01   1.73166094E-01   4.84581371E-04   3.14170418E-04   5.93197710E-05   5.42143222E-05   5.05391174E-05  
  75               2.14094502E+00   3.24949056E+03   6.74206622E-01   1.45912274E-01   1.78789925E-01   4.83084513E-04   3.11348424E-04   5.90600943E-05   5.37746297E-05   5.03725010E-05  
  76               2.33026066E+00   3.27907908E+03   6.69074015E-01   1.45464717E-01   1.84372635E-01   4.81598073E-04   3.08512943E-04   5.87994955E-05   5.32858558E-05   5.02066256E-05  
  77               2.53519813E+00   3.30890694E+03   6.63886213E-01   1.45012339E-01   1.90015304E-01   4.80095162E-04   3.05615984E-04   5.85346502E-05   5.27328276E-05   5.00386714E-05  
  78               2.75704322E+00   3.33874173E+03   6.58741295E-01   1.44563690E-01   1.95611233E-01   4.78604046E-04   3.02709753E-04   5.82689102E-05   5.21123792E-05   4.98715797E-05  
  79               2.99719821E+00   3.36885460E+03   6.53540629E-01   1.44110168E-01   2.01267702E-01   4.77096172E-04   2.99741956E-04   5.79987614E-05   5.14050751E-05   4.97023587E-05  
  80               3.25719339E+00   3.39899768E+03   6.48389814E-01   1.43660981E-01   2.06869828E-01   4.75601965E-04   2.96770043E-04   5.77277862E-05   5.06071276E-05   4.95341714E-05  
  81               3.53869617E+00   3.42946757E+03   6.43178798E-01   1.43206530E-01   2.12537307E-01   4.74089556E-04   2.93734085E-04   5.74520875E-05   4.96935220E-05   4.93636824E-05  
  82               3.84352680E+00   3.46000396E+03   6.38019235E-01   1.42756552E-01   2.18148677E-01   4.72591105E-04   2.90696006E-04   5.71754259E-05   4.86603642E-05   4.91942320E-05  
  83               4.17366640E+00   3.49092283E+03   6.32792106E-01   1.42300665E-01   2.23833378E-01   4.71072123E-04   2.87589207E-04   5.68936150E-05   4.74766117E-05   4.90222156E-05  
  84               4.53127175E+00   3.52194516E+03   6.27617272E-01   1.41849319E-01   2.29461021E-01   4.69567129E-04   2.84481371E-04   5.66106673E-05   4.61402101E-05   4.88512156E-05  
  85               4.91869068E+00   3.55340484E+03   6.22367488E-01   1.41391418E-01   2.35169992E-01   4.68039225E-04   2.81299390E-04   5.63221416E-05   4.46146626E-05   4.86773819E-05  
  86               5.33848008E+00   3.58500671E+03   6.17169704E-01   1.40938030E-01   2.40822196E-01   4.66524958E-04   2.78116211E-04   5.60322586E-05   4.29032292E-05   4.85045043E-05  
  87               5.79342436E+00   3.61710421E+03   6.11888158E-01   1.40477313E-01   2.46565283E-01   4.64984929E-04   2.74851791E-04   5.57363207E-05   4.09665293E-05   4.83284792E-05  
  88               6.28655827E+00   3.64938228E+03   6.06658284E-01   1.40021078E-01   2.52251939E-01   4.63458114E-04   2.71585310E-04   5.54387985E-05   3.88199280E-05   4.81533454E-05  
  89               6.82119353E+00   3.68220669E+03   6.01339228E-01   1.39557040E-01   2.58035356E-01   4.61903587E-04   2.68231661E-04   5.51348597E-05   3.64283071E-05   4.79748492E-05  
  90               7.40094745E+00   3.71524438E+03   5.96074144E-01   1.39097685E-01   2.63759845E-01   4.60362524E-04   2.64876078E-04   5.48291885E-05   3.38294499E-05   4.77972538E-05  
  91               8.02977701E+00   3.74887831E+03   5.90715674E-01   1.38630160E-01   2.69585688E-01   4.58792038E-04   2.61427475E-04   5.45167747E-05   3.10032563E-05   4.76161142E-05  
  92               8.71200687E+00   3.78276004E+03   5.85413433E-01   1.38167518E-01   2.75350200E-01   4.57235115E-04   2.57976635E-04   5.42024658E-05   2.80218213E-05   4.74358787E-05  
  93               9.45236798E+00   3.81729132E+03   5.80013273E-01   1.37696318E-01   2.81221074E-01   4.55646770E-04   2.54426250E-04   5.38810743E-05   2.48922960E-05   4.72519040E-05  
  94               1.02560315E+01   3.85211525E+03   5.74668120E-01   1.37229904E-01   2.87032058E-01   4.54070830E-04   2.50870915E-04   5.35575029E-05   2.17262536E-05   4.70687286E-05  
  95               1.11286634E+01   3.88764234E+03   5.69221571E-01   1.36754640E-01   2.92953330E-01   4.52461422E-04   2.47209961E-04   5.32265447E-05   1.85623091E-05   4.68816474E-05  
  96               1.20764695E+01   3.92350269E+03   5.63831491E-01   1.36284304E-01   2.98813287E-01   4.50863582E-04   2.43543121E-04   5.28932011E-05   1.55367595E-05   4.66953357E-05  
  97               1.31062607E+01   3.96011967E+03   5.58338112E-01   1.35804968E-01   3.04785777E-01   4.49230061E-04   2.39765898E-04   5.25522138E-05   1.26976569E-05   4.65049935E-05  
  98               1.42255098E+01   3.99710976E+03   5.52904193E-01   1.35330837E-01   3.10693855E-01   4.47606966E-04   2.35983498E-04   5.22086695E-05   1.01616760E-05   4.63154276E-05  
  99               1.54424361E+01   4.03490212E+03   5.47369882E-01   1.34847969E-01   3.16711432E-01   4.45946441E-04   2.32090076E-04   5.18573660E-05   7.94579927E-06   4.61218401E-05  
  100              1.67660745E+01   4.07309883E+03   5.41902778E-01   1.34370988E-01   3.22656240E-01   4.44295557E-04   2.28196679E-04   5.15034578E-05   6.10269827E-06   4.59291638E-05  
  101              1.82063734E+01   4.11215121E+03   5.36336911E-01   1.33885414E-01   3.28708796E-01   4.42603933E-04   2.24192501E-04   5.11416139E-05   4.59764482E-06   4.57324233E-05  
