# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  57               8.84226185E-01   1.07601111E+03   8.38296222E-01   1.60407303E-01   6.67669723E-04   4.17909612E-04   1.45547017E-08   1.13147769E-04   1.87947756E-06   5.98999566E-05  
  58               1.03218017E+00   1.13012905E+03   8.38405681E-01   1.60380602E-01   5.85100429E-04   3.34880369E-04   4.43967135E-08   1.96059561E-04   1.63221507E-06   6.00123590E-05  
  59               1.22203848E+00   1.18004995E+03   8.38500299E-01   1.60357497E-01   5.13652695E-04   2.63005502E-04   1.11401119E-07   2.67849967E-04   1.50515743E-06   6.00655145E-05  
  60               1.46431742E+00   1.22623418E+03   8.38569497E-01   1.60340563E-01   4.61315333E-04   2.10333921E-04   2.39861390E-07   3.20467244E-04   1.45636870E-06   6.00814187E-05  
  61               1.76707563E+00   1.27137781E+03   8.38621570E-01   1.60327769E-01   4.21805264E-04   1.70564543E-04   4.75683513E-07   3.60197787E-04   1.44686170E-06   6.00786797E-05  
  62               2.13655584E+00   1.31399424E+03   8.38657538E-01   1.60318851E-01   3.94323403E-04   1.42892364E-04   8.59604738E-07   3.87842394E-04   1.47336779E-06   6.00589013E-05  
  63               2.57803679E+00   1.35643910E+03   8.38685476E-01   1.60311804E-01   3.72711056E-04   1.21114135E-04   1.48647805E-06   4.09596535E-04   1.51416497E-06   6.00319887E-05  
  64               3.09599920E+00   1.39734903E+03   8.38705510E-01   1.60306537E-01   3.56784924E-04   1.05005752E-04   2.42762443E-06   4.25683532E-04   1.57189397E-06   5.99966506E-05  
  65               3.69558068E+00   1.43934357E+03   8.38722135E-01   1.60301782E-01   3.42861060E-04   9.08089121E-05   3.90384208E-06   4.39857234E-04   1.62960707E-06   5.99605917E-05  
  66               4.38352860E+00   1.48094060E+03   8.38733669E-01   1.60297733E-01   3.31921990E-04   7.93448554E-05   6.07257479E-06   4.51296859E-04   1.69426072E-06   5.99204942E-05  
  67               5.16484460E+00   1.52470993E+03   8.38740440E-01   1.60293303E-01   3.22344402E-04   6.83292702E-05   9.44875593E-06   4.62282679E-04   1.75136260E-06   5.98829197E-05  
  68               6.03802091E+00   1.56925215E+03   8.38731443E-01   1.60287062E-01   3.16314931E-04   5.83887397E-05   1.44626405E-05   4.72183734E-04   1.80570590E-06   5.98452948E-05  
  69               6.98182015E+00   1.61692141E+03   8.38721881E-01   1.60282540E-01   3.22708961E-04   4.68716946E-05   2.23726193E-05   4.83666022E-04   1.83965405E-06   5.98194126E-05  
  70               7.97356716E+00   1.66600043E+03   8.38713007E-01   1.60277721E-01   3.17250198E-04   3.84370577E-05   3.43084084E-05   4.92060514E-04   1.85861130E-06   5.97986520E-05  
  71               8.97660366E+00   1.71865244E+03   8.38680490E-01   1.60270612E-01   3.20748526E-04   2.96656587E-05   5.32591892E-05   5.00785680E-04   1.84945875E-06   5.97924518E-05  
  72               9.91369709E+00   1.76520953E+03   8.38604743E-01   1.60259827E-01   3.42535472E-04   2.25912910E-05   7.68865715E-05   5.07811627E-04   1.84284653E-06   5.97884732E-05  
  73               1.07375418E+01   1.80195509E+03   8.38502146E-01   1.60250208E-01   3.93833409E-04   1.69967965E-05   1.01129901E-04   5.13376139E-04   1.84730618E-06   5.97863139E-05  
  74               1.14341933E+01   1.83258944E+03   8.38481639E-01   1.60247604E-01   3.91908101E-04   1.50949521E-05   1.26128196E-04   5.15255195E-04   1.84893498E-06   5.97793940E-05  
  75               1.22052512E+01   1.86340107E+03   8.38445892E-01   1.60242763E-01   3.90328029E-04   1.35446175E-05   1.56054079E-04   5.16773501E-04   1.85821455E-06   5.97673454E-05  
  76               1.28435948E+01   1.88886732E+03   8.38420547E-01   1.60240063E-01   3.89142741E-04   1.23807360E-05   1.85251128E-04   5.17914902E-04   1.86329756E-06   5.97591474E-05  
  77               1.33377754E+01   1.90683294E+03   8.38400290E-01   1.60238008E-01   3.88440074E-04   1.16929746E-05   2.08239898E-04   5.18585244E-04   1.87172463E-06   5.97506129E-05  
  78               1.38956113E+01   1.92769768E+03   8.38373797E-01   1.60235369E-01   3.87643624E-04   1.09137037E-05   2.38138883E-04   5.19343612E-04   1.87771096E-06   5.97425875E-05  
  79               1.45226391E+01   1.94916485E+03   8.38343343E-01   1.60232431E-01   3.86950276E-04   1.02366964E-05   2.72189541E-04   5.19997062E-04   1.88924197E-06   5.97312213E-05  
  80               1.52244354E+01   1.97341381E+03   8.38272791E-01   1.60222706E-01   3.86192009E-04   9.50920812E-06   3.15684178E-04   5.20676629E-04   1.89921993E-06   5.97174943E-05  
  81               1.57341950E+01   1.98955848E+03   8.38244116E-01   1.60220056E-01   3.85780653E-04   9.09902299E-06   3.47387194E-04   5.21066514E-04   1.90985241E-06   5.97075376E-05  
  82               1.60936294E+01   2.00152722E+03   8.38221108E-01   1.60217920E-01   3.85454614E-04   8.78581704E-06   3.72834700E-04   5.21364411E-04   1.91491554E-06   5.97016000E-05  
  83               1.65062803E+01   2.01391583E+03   8.38196112E-01   1.60215631E-01   3.85192319E-04   8.51228410E-06   4.00346601E-04   5.21620886E-04   1.92436144E-06   5.96930682E-05  
  84               1.69783245E+01   2.02886004E+03   8.38163589E-01   1.60212653E-01   3.84831553E-04   8.16780843E-06   4.36174452E-04   5.21944521E-04   1.93198826E-06   5.96847177E-05  
  85               1.75161366E+01   2.04434621E+03   8.38127729E-01   1.60209407E-01   3.84557084E-04   7.86582457E-06   4.75498159E-04   5.22223199E-04   1.94446183E-06   5.96734124E-05  
  86               1.81263679E+01   2.06256051E+03   8.38081807E-01   1.60205259E-01   3.84175661E-04   7.50452205E-06   5.25935064E-04   5.22556305E-04   1.95547738E-06   5.96619211E-05  
  87               1.88190557E+01   2.08145091E+03   8.38030578E-01   1.60200671E-01   3.83840554E-04   7.18973892E-06   5.82071756E-04   5.22839337E-04   1.97192412E-06   5.96469809E-05  
  88               1.96026719E+01   2.10327323E+03   8.37965337E-01   1.60194841E-01   3.83452548E-04   6.82661166E-06   6.53515056E-04   5.23164173E-04   1.98745315E-06   5.96313244E-05  
  89               2.04862028E+01   2.12579727E+03   8.37892065E-01   1.60188336E-01   3.83115059E-04   6.51419010E-06   7.33613361E-04   5.23433413E-04   2.00901654E-06   5.96116936E-05  
  90               2.14791957E+01   2.15130808E+03   8.37799751E-01   1.60180157E-01   3.82737805E-04   6.16710202E-06   8.34470347E-04   5.23728724E-04   2.03025557E-06   5.95907329E-05  
  91               2.25917984E+01   2.17748073E+03   8.37695734E-01   1.60170985E-01   3.82413721E-04   5.87327200E-06   9.47970576E-04   5.23964152E-04   2.05813456E-06   5.95652147E-05  
  92               2.38348894E+01   2.20657844E+03   8.37566248E-01   1.60159584E-01   3.82062569E-04   5.55792585E-06   1.08919847E-03   5.24209903E-04   2.08644115E-06   5.95375975E-05  
  93               2.52201201E+01   2.23622904E+03   8.37420429E-01   1.60146788E-01   3.81765353E-04   5.29632155E-06   1.24810418E-03   5.24393117E-04   2.12202377E-06   5.95047601E-05  
  94               2.67601093E+01   2.26867324E+03   8.37241094E-01   1.60131067E-01   3.81450745E-04   5.02322077E-06   1.44347323E-03   5.24573381E-04   2.15883103E-06   5.94689358E-05  
  95               2.84684754E+01   2.30152956E+03   8.37037785E-01   1.60113077E-01   3.81187606E-04   4.80175203E-06   1.66267554E-03   5.24689291E-04   2.20352520E-06   5.94270195E-05  
  96               3.03595633E+01   2.33692699E+03   8.36785691E-01   1.60091559E-01   3.87021334E-04   4.50543161E-06   1.92814783E-03   5.24872736E-04   2.25045756E-06   5.93843149E-05  
  97               3.24495916E+01   2.37262038E+03   8.36512901E-01   1.60067749E-01   3.86909245E-04   4.32899763E-06   2.22485288E-03   5.24913046E-04   2.30575004E-06   5.93320539E-05  
  98               3.47569633E+01   2.41050655E+03   8.36188363E-01   1.60039433E-01   3.86786361E-04   4.15641762E-06   2.57783672E-03   5.24927286E-04   2.36455180E-06   5.92744675E-05  
  99               3.73009461E+01   2.44873555E+03   8.35825880E-01   1.60007832E-01   3.86689026E-04   4.02193626E-06   2.97203691E-03   5.24884485E-04   2.43189318E-06   5.92094176E-05  
  100              4.01031745E+01   2.48860021E+03   8.35404966E-01   1.59971148E-01   3.86590739E-04   3.89898211E-06   3.42976504E-03   5.24804185E-04   2.50456074E-06   5.91374990E-05  
  101              4.31871727E+01   2.52899772E+03   8.34934232E-01   1.59930140E-01   3.86513014E-04   3.80450976E-06   3.94162717E-03   5.24670909E-04   2.58564755E-06   5.90572815E-05  
