# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  31               9.48742542E-02   4.23799563E+02   8.38074618E-01   1.60463626E-01   7.81510156E-04   5.31344632E-04   1.40533530E-23   3.67791268E-18   1.20648334E-04   5.37753754E-07  
  32               1.11039799E-01   4.37596539E+02   8.38074935E-01   1.60463485E-01   7.81507667E-04   5.31344165E-04   9.37903503E-23   1.81972388E-17   1.19914935E-04   9.04399963E-07  
  33               1.29938959E-01   4.51057960E+02   8.38074803E-01   1.60463187E-01   7.81797563E-04   5.31343181E-04   5.59386019E-22   8.22208240E-17   1.18741458E-04   1.49102586E-06  
  34               1.52088521E-01   4.67123244E+02   8.38075706E-01   1.60462801E-01   7.81552677E-04   5.31341902E-04   3.82151185E-21   4.18378631E-16   1.16746893E-04   2.48816195E-06  
  35               1.78150157E-01   4.82907457E+02   8.38077294E-01   1.60462250E-01   7.81306260E-04   5.31340076E-04   2.35662617E-20   1.95585529E-15   1.13719330E-04   4.00173408E-06  
  36               2.08993678E-01   5.01526720E+02   8.38079953E-01   1.60461448E-01   7.81051833E-04   5.31337421E-04   1.61327946E-19   1.00404999E-14   1.09111795E-04   6.30519762E-06  
  37               2.45760199E-01   5.20136108E+02   8.38083814E-01   1.60460403E-01   7.80709310E-04   5.31333960E-04   1.00207180E-18   4.72550697E-14   1.02911685E-04   9.40485591E-06  
  38               2.89989313E-01   5.41762842E+02   8.38089747E-01   1.60459156E-01   7.80072669E-04   5.31329830E-04   6.76965477E-18   2.39186398E-13   9.48232666E-05   1.34485922E-05  
  39               3.43660784E-01   5.63662218E+02   8.38095950E-01   1.60457652E-01   7.80065416E-04   5.31324849E-04   4.12643048E-17   1.10212948E-12   8.54507463E-05   1.81342819E-05  
  40               4.09225412E-01   5.88952663E+02   8.38102838E-01   1.60455982E-01   7.80057430E-04   5.31319315E-04   2.60951086E-16   5.23183794E-12   7.50424595E-05   2.33377919E-05  
  41               4.89538902E-01   6.14665686E+02   8.38109714E-01   1.60454314E-01   7.80049602E-04   5.31313776E-04   1.45619527E-15   2.21581143E-11   6.46514563E-05   2.85326611E-05  
  42               5.87756756E-01   6.43714780E+02   8.38116352E-01   1.60452704E-01   7.80042335E-04   5.31308370E-04   8.06643343E-15   9.29927120E-11   5.46161110E-05   3.35497228E-05  
  43               7.07260288E-01   6.72934545E+02   8.38122193E-01   1.60451281E-01   7.80036431E-04   5.31303403E-04   3.92885493E-14   3.47899243E-10   4.57686763E-05   3.79729006E-05  
  44               8.51344982E-01   7.05214317E+02   8.38127255E-01   1.60450031E-01   7.80031936E-04   5.31298335E-04   1.86057263E-13   1.26941066E-09   3.80410287E-05   4.18362503E-05  
  45               1.02303562E+00   7.37448814E+02   8.38131349E-01   1.60448998E-01   7.80028559E-04   5.31291978E-04   7.85988492E-13   4.19359753E-09   3.17204082E-05   4.49961689E-05  
  46               1.22506450E+00   7.72590219E+02   8.38134752E-01   1.60448131E-01   7.80023393E-04   5.31279762E-04   3.22014519E-12   1.35047922E-08   2.64458497E-05   4.76331190E-05  
  47               1.46032984E+00   8.07709910E+02   8.38137461E-01   1.60447425E-01   7.80007625E-04   5.31250859E-04   1.19639205E-11   4.00006682E-08   2.22278547E-05   4.97418483E-05  
  48               1.73181918E+00   8.45865714E+02   8.38139697E-01   1.60446814E-01   7.79953327E-04   5.31174004E-04   4.27525475E-11   1.14674434E-07   1.87387867E-05   5.14861491E-05  
  49               2.04238911E+00   8.84093329E+02   8.38141399E-01   1.60446245E-01   7.79798004E-04   5.30983776E-04   1.38906797E-10   3.02699245E-07   1.59509808E-05   5.28798325E-05  
  50               2.39481331E+00   9.25160744E+02   8.38142786E-01   1.60445642E-01   7.79385899E-04   5.30522849E-04   4.27822879E-10   7.60981756E-07   1.36525255E-05   5.40288204E-05  
  51               2.79190550E+00   9.65873834E+02   8.38144542E-01   1.60444941E-01   7.78466663E-04   5.29528329E-04   1.19753392E-09   1.75199371E-06   1.18288244E-05   5.49403784E-05  
  52               3.23793477E+00   1.00871399E+03   8.38147431E-01   1.60443963E-01   7.76538742E-04   5.27493436E-04   3.14646534E-09   3.78153730E-06   1.03480816E-05   5.56803148E-05  
  53               3.73812207E+00   1.05041876E+03   8.38152282E-01   1.60442519E-01   7.73009658E-04   5.23826148E-04   7.53594118E-09   7.44069354E-06   9.19848969E-06   5.62544308E-05  
  54               4.29997196E+00   1.09332481E+03   8.38160508E-01   1.60440344E-01   7.66997986E-04   5.17643802E-04   1.69337144E-08   1.36107903E-05   8.29024336E-06   5.67074698E-05  
  55               4.93297840E+00   1.13418031E+03   8.38172934E-01   1.60437261E-01   7.57979194E-04   5.08425319E-04   3.50822288E-08   2.28122275E-05   7.61106266E-06   5.70454381E-05  
  56               5.64960581E+00   1.17553825E+03   8.38190082E-01   1.60433023E-01   7.45296730E-04   4.95527091E-04   6.87822717E-08   3.56876087E-05   7.09718922E-06   5.73000165E-05  
  57               6.46542898E+00   1.21440546E+03   8.38211450E-01   1.60427751E-01   7.29324161E-04   4.79334428E-04   1.26222172E-07   5.18524031E-05   6.73986550E-06   5.74755462E-05  
  58               7.39840794E+00   1.25366245E+03   8.38236866E-01   1.60421484E-01   7.10202793E-04   4.59992413E-04   2.21818578E-07   7.11616760E-05   6.49294948E-06   5.75949783E-05  
  59               8.47045693E+00   1.29044796E+03   8.38264522E-01   1.60414659E-01   6.89289185E-04   4.38867409E-04   3.70697109E-07   9.22509877E-05   6.35227417E-06   5.76604913E-05  
  60               9.70583388E+00   1.32794163E+03   8.38293879E-01   1.60407396E-01   6.66987547E-04   4.16362076E-04   6.01419733E-07   1.14717701E-04   6.28261608E-06   5.76895743E-05  
  61               1.11287761E+01   1.36341582E+03   8.38322958E-01   1.60400159E-01   6.44757658E-04   3.93938872E-04   9.42439482E-07   1.37100907E-04   6.28285660E-06   5.76828950E-05  
  62               1.27631157E+01   1.40034456E+03   8.38351953E-01   1.60392882E-01   6.22452054E-04   3.71412866E-04   1.45241923E-06   1.59584149E-04   6.32398283E-06   5.76546792E-05  
  63               1.46339782E+01   1.43599590E+03   8.38379359E-01   1.60385840E-01   6.01024575E-04   3.49762618E-04   2.19032335E-06   1.81189197E-04   6.40690785E-06   5.76044646E-05  
  64               1.67698479E+01   1.47395376E+03   8.38406142E-01   1.60378771E-01   5.79847618E-04   3.28130616E-04   3.28260988E-06   2.02770723E-04   6.50658511E-06   5.75442597E-05  
  65               1.92014626E+01   1.51137265E+03   8.38431174E-01   1.60371809E-01   5.59349308E-04   3.07171468E-04   4.86364911E-06   2.23673417E-04   6.62460209E-06   5.74731063E-05  
  66               2.19514248E+01   1.55189559E+03   8.38452605E-01   1.60364062E-01   5.38904700E-04   2.85752085E-04   7.21558971E-06   2.45024608E-04   6.73729912E-06   5.74018793E-05  
  67               2.50254615E+01   1.59263319E+03   8.38470304E-01   1.60356016E-01   5.21524665E-04   2.63719029E-04   1.06545646E-05   2.66978448E-04   6.84457719E-06   5.73308307E-05  
  68               2.84080146E+01   1.63711657E+03   8.38486756E-01   1.60347485E-01   5.03628137E-04   2.40886696E-04   1.57965635E-05   2.89716161E-04   6.92260455E-06   5.72708128E-05  
  69               3.20497016E+01   1.68233719E+03   8.38499140E-01   1.60338425E-01   4.86357463E-04   2.17789983E-04   2.33571218E-05   3.12701569E-04   6.97257265E-06   5.72211226E-05  
  70               3.58528562E+01   1.73127197E+03   8.38503328E-01   1.60328746E-01   4.72113627E-04   1.94973738E-04   3.36349881E-05   3.35392824E-04   7.00235981E-06   5.71789054E-05  
  71               3.98063083E+01   1.78120023E+03   8.38495062E-01   1.60318417E-01   4.63652402E-04   1.72972772E-04   4.70122513E-05   3.57261198E-04   7.01873797E-06   5.71425158E-05  
  72               4.37552119E+01   1.82484620E+03   8.38469543E-01   1.60307244E-01   4.63395640E-04   1.52342729E-04   6.33578858E-05   3.77760696E-04   7.03204934E-06   5.71093725E-05  
  73               4.74993600E+01   1.86567110E+03   8.38438108E-01   1.60296873E-01   4.65740169E-04   1.34617082E-04   8.30087966E-05   3.95356808E-04   7.05329215E-06   5.70728503E-05  
  74               5.11673547E+01   1.90101711E+03   8.38402498E-01   1.60287658E-01   4.70318753E-04   1.20264264E-04   1.05045823E-04   4.09586921E-04   7.09297965E-06   5.70289477E-05  
  75               5.48753777E+01   1.93689490E+03   8.38364997E-01   1.60279242E-01   4.74693644E-04   1.08478725E-04   1.29352924E-04   4.21254910E-04   7.13401675E-06   5.69856863E-05  
  76               5.83957062E+01   1.96713453E+03   8.38334450E-01   1.60272922E-01   4.76526197E-04   9.96507609E-05   1.54976691E-04   4.29973033E-04   7.18505725E-06   5.69386553E-05  
  77               6.15300257E+01   1.99476540E+03   8.38314673E-01   1.60268416E-01   4.70613627E-04   9.36398636E-05   1.82582685E-04   4.35871694E-04   7.23390638E-06   5.68913463E-05  
  78               6.45501141E+01   2.01839638E+03   8.38292532E-01   1.60264226E-01   4.65896455E-04   8.88300243E-05   2.11032353E-04   4.40573517E-04   7.28920672E-06   5.68420750E-05  
  79               6.75437860E+01   2.04284478E+03   8.38267477E-01   1.60260013E-01   4.61713105E-04   8.45534249E-05   2.41881764E-04   4.44741484E-04   7.34172941E-06   5.67944087E-05  
  80               7.05710296E+01   2.06478426E+03   8.38242019E-01   1.60256260E-01   4.58150773E-04   8.08917799E-05   2.74627512E-04   4.48294799E-04   7.40138544E-06   5.67434794E-05  
  81               7.37750948E+01   2.08909890E+03   8.38207762E-01   1.60251211E-01   4.54854616E-04   7.74995683E-05   3.09828707E-04   4.51573119E-04   7.45811060E-06   5.66935202E-05  
  82               7.70187509E+01   2.11100074E+03   8.38172226E-01   1.60246282E-01   4.52070630E-04   7.46159008E-05   3.45669568E-04   4.54344714E-04   7.51926179E-06   5.66419944E-05  
  83               7.99069607E+01   2.13156219E+03   8.38134781E-01   1.60241278E-01   4.49496404E-04   7.19441443E-05   3.83288052E-04   4.56904513E-04   7.57626688E-06   5.65927935E-05  
  84               8.26318036E+01   2.14869915E+03   8.38097020E-01   1.60236440E-01   4.47363434E-04   6.97194723E-05   4.20618901E-04   4.59020948E-04   7.63602940E-06   5.65431845E-05  
  85               8.53005430E+01   2.16673806E+03   8.38057566E-01   1.60231523E-01   4.45383116E-04   6.76548455E-05   4.59576769E-04   4.60977793E-04   7.69138576E-06   5.64960730E-05  
  86               8.79817055E+01   2.18270834E+03   8.38022185E-01   1.60227710E-01   4.43643265E-04   6.58260072E-05   5.00493361E-04   4.62699909E-04   7.75256766E-06   5.64462404E-05  
  87               9.08306533E+01   2.20092601E+03   8.37981589E-01   1.60223419E-01   4.41864771E-04   6.39585195E-05   5.47148638E-04   4.64450713E-04   7.81533153E-06   5.63940474E-05  
  88               9.40795335E+01   2.21943944E+03   8.37935357E-01   1.60218684E-01   4.40185977E-04   6.21815231E-05   5.99780150E-04   4.66098808E-04   7.88848150E-06   5.63347991E-05  
  89               9.77753315E+01   2.24141401E+03   8.37879912E-01   1.60213110E-01   4.38418552E-04   6.03015539E-05   6.62554543E-04   4.67830904E-04   7.96840018E-06   5.62691339E-05  
  90               1.01966838E+02   2.26403375E+03   8.37814285E-01   1.60206635E-01   4.36707422E-04   5.84618532E-05   7.35877792E-04   4.69501490E-04   8.06266875E-06   5.61930433E-05  
  91               1.06705891E+02   2.28996235E+03   8.37734088E-01   1.60198940E-01   4.36006105E-04   5.64429601E-05   8.23531431E-04   4.71331961E-04   8.16764849E-06   5.61089400E-05  
  92               1.12047828E+02   2.31687389E+03   8.37640012E-01   1.60190080E-01   4.35419271E-04   5.44932105E-05   9.26103902E-04   4.73066625E-04   8.28894064E-06   5.60127729E-05  
  93               1.18052885E+02   2.34675052E+03   8.37528478E-01   1.60179716E-01   4.34886775E-04   5.25490079E-05   1.04757890E-03   4.74764089E-04   8.42436199E-06   5.59049369E-05  
  94               1.24785678E+02   2.37798039E+03   8.37397768E-01   1.60167739E-01   4.34499623E-04   5.06997815E-05   1.18969099E-03   4.76331998E-04   8.57807482E-06   5.57831103E-05  
  95               1.32317115E+02   2.41162069E+03   8.37244962E-01   1.60153929E-01   4.34240302E-04   4.89248513E-05   1.35607080E-03   4.77786200E-04   8.74995675E-06   5.56467687E-05  
  96               1.40723953E+02   2.44705874E+03   8.37068014E-01   1.60138020E-01   4.33100498E-04   4.73816428E-05   1.55001927E-03   4.78957737E-04   8.94237857E-06   5.54929031E-05  
  97               1.50091048E+02   2.48407451E+03   8.36861838E-01   1.60119635E-01   4.32109891E-04   4.59499644E-05   1.77552415E-03   4.79966588E-04   9.15617771E-06   5.53216269E-05  
  98               1.60510661E+02   2.52332243E+03   8.36621819E-01   1.60098379E-01   4.31288882E-04   4.46429081E-05   2.03757476E-03   4.80792251E-04   9.39320386E-06   5.51312064E-05  
  99               1.72088787E+02   2.56401088E+03   8.36344154E-01   1.60073930E-01   4.30658280E-04   4.34726755E-05   2.34027478E-03   4.81415276E-04   9.65547376E-06   5.49199104E-05  
  100              1.85012377E+02   2.60706068E+03   8.36069941E-01   1.60049765E-01   4.29988041E-04   4.22732065E-05   2.63928053E-03   4.82075376E-04   9.91449280E-06   5.47109593E-05  
  101              1.99355883E+02   2.65141249E+03   8.35707933E-01   1.60018152E-01   4.29770714E-04   4.13890989E-05   3.03307505E-03   4.82264171E-04   1.02310481E-05   5.44543122E-05  
