# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  12               3.03989616E-04   1.75486426E+02   8.38525938E-01   1.60550357E-01   7.44371898E-05   5.31631826E-04   1.40920942E-50   2.97142250E-61   1.21789634E-04   7.66054979E-18  
  13               3.62790497E-04   1.85242520E+02   8.38525938E-01   1.60550357E-01   2.43004233E-04   5.31631826E-04   4.47158680E-47   6.90686950E-58   1.21789634E-04   1.20970332E-16  
  14               4.31410101E-04   1.83541925E+02   8.38074096E-01   1.60463844E-01   2.42873755E-04   5.31345355E-04   9.45600348E-48   1.71366565E-58   1.21724007E-04   5.08322681E-17  
  15               5.07883189E-04   1.89550328E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.42083372E-45   1.43957276E-56   1.21724007E-04   2.21606359E-16  
  16               5.90741014E-04   1.97865265E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   2.23653648E-43   4.38117383E-54   1.21724007E-04   1.66192237E-15  
  17               6.87238376E-04   2.02213059E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   2.29724018E-42   6.95477492E-53   1.21724007E-04   3.83884424E-15  
  18               7.99652826E-04   2.10569468E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.98283269E-40   1.09059050E-50   1.21724007E-04   2.23759043E-14  
  19               9.30652054E-04   2.14452060E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.18243184E-39   9.57493374E-50   1.21724007E-04   4.09651073E-14  
  20               1.08336351E-03   2.22375304E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   4.97200665E-38   6.84369989E-48   1.21724007E-04   1.75810623E-13  
  21               1.26138918E-03   2.26035438E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   2.16266154E-37   4.26085473E-47   1.21724007E-04   2.81237752E-13  
  22               1.46892209E-03   2.33963218E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   6.18574439E-36   1.99423146E-45   1.21724005E-04   1.02572466E-12  
  23               1.71082556E-03   2.37726724E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   2.38295918E-35   1.08559279E-44   1.21724004E-04   1.55948862E-12  
  24               1.99279429E-03   2.45796508E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   5.15726158E-34   3.73537735E-43   1.21723997E-04   5.05944363E-12  
  25               2.32139759E-03   2.49768562E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.85566927E-33   1.88256139E-42   1.21723993E-04   7.48218028E-12  
  26               2.70430222E-03   2.58071518E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   3.22819568E-32   5.08514697E-41   1.21723963E-04   2.21614847E-11  
  27               3.15035719E-03   2.62357759E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.12766711E-31   2.47248081E-40   1.21723943E-04   3.24264378E-11  
  28               3.66993813E-03   2.70933335E+02   8.38074096E-01   1.60463844E-01   7.81725824E-04   5.31345355E-04   1.61993785E-30   5.39942099E-39   1.21723830E-04   8.86976449E-11  
  29               4.27500581E-03   2.75515480E+02   8.38074096E-01   1.60463844E-01   7.81725823E-04   5.31345355E-04   5.42355973E-30   2.49812834E-38   1.21723752E-04   1.27690016E-10  
  30               4.97946058E-03   2.84473415E+02   8.38074096E-01   1.60463844E-01   7.81725823E-04   5.31345355E-04   6.72414077E-29   4.62514769E-37   1.21723350E-04   3.28815689E-10  
  31               5.79931450E-03   2.89487372E+02   8.38074096E-01   1.60463844E-01   7.81725823E-04   5.31345354E-04   2.23526511E-28   2.11363429E-36   1.21723061E-04   4.73142972E-10  
  32               6.75327312E-03   2.98985943E+02   8.38074097E-01   1.60463844E-01   7.81725822E-04   5.31345354E-04   2.50020082E-27   3.47809443E-35   1.21721668E-04   1.16968158E-09  
  33               7.86292910E-03   3.04546204E+02   8.38074098E-01   1.60463843E-01   7.81725648E-04   5.31345353E-04   8.39601404E-27   1.59829635E-34   1.21720616E-04   1.69562059E-09  
  34               9.15327244E-03   3.14743378E+02   8.38074101E-01   1.60463843E-01   7.81725644E-04   5.31345350E-04   8.72673933E-26   2.41170588E-33   1.21715851E-04   4.07752338E-09  
  35               1.06528501E-02   3.21159033E+02   8.38074104E-01   1.60463842E-01   7.81725036E-04   5.31345348E-04   3.13127230E-25   1.18154556E-32   1.21711789E-04   6.10827797E-09  
  36               1.23946041E-02   3.32438944E+02   8.38074114E-01   1.60463839E-01   7.81725021E-04   5.31345338E-04   3.23150612E-24   1.75184152E-31   1.21694560E-04   1.47216004E-08  
  37               1.44164876E-02   3.39987763E+02   8.38074127E-01   1.60463836E-01   7.81722883E-04   5.31345330E-04   1.26943961E-23   9.37493794E-31   1.21677894E-04   2.30536000E-08  
  38               1.67628275E-02   3.52372148E+02   8.38074162E-01   1.60463825E-01   7.81722828E-04   5.31345292E-04   1.25280571E-22   1.31175773E-29   1.21614490E-04   5.47516556E-08  
  39               1.94848136E-02   3.60962261E+02   8.38074212E-01   1.60463815E-01   7.81715435E-04   5.31345260E-04   5.05794563E-22   7.16855954E-29   1.21549760E-04   8.71129192E-08  
  40               2.26423783E-02   3.74647197E+02   8.38074251E-01   1.60463756E-01   7.81715145E-04   5.31345063E-04   4.78719435E-21   9.49108161E-28   1.21316430E-04   2.03755426E-07  
  41               2.63040966E-02   3.84903967E+02   8.38074557E-01   1.60463723E-01   7.81577444E-04   5.31344955E-04   2.13548406E-20   5.70829116E-27   1.21044644E-04   3.39635903E-07  
  42               3.05546422E-02   4.00765902E+02   8.38075181E-01   1.60463572E-01   7.81576716E-04   5.31344454E-04   2.13573981E-19   7.90570842E-26   1.20102779E-04   8.10511127E-07  
  43               3.54950056E-02   4.13604512E+02   8.38076017E-01   1.60463369E-01   7.81575828E-04   5.31343781E-04   1.12996459E-18   5.62366702E-25   1.18837448E-04   1.44309968E-06  
  44               4.12764071E-02   4.32690276E+02   8.38075704E-01   1.60462154E-01   7.81574051E-04   5.31339757E-04   1.26200231E-17   8.62662142E-24   1.14811197E-04   3.45576388E-06  
  45               4.81203615E-02   4.49754544E+02   8.38082387E-01   1.60461415E-01   7.78121127E-04   5.31337311E-04   8.68221709E-17   8.03500580E-23   1.08906391E-04   6.40788673E-06  
  46               5.64798014E-02   4.75329758E+02   8.38090744E-01   1.60458939E-01   7.79964342E-04   5.31329114E-04   1.35758786E-15   1.73253402E-21   9.34768975E-05   1.41216947E-05  
  47               6.69320617E-02   4.96484938E+02   8.38100054E-01   1.60456682E-01   7.79953376E-04   5.31321641E-04   9.71957612E-15   1.69009824E-20   7.94108010E-05   2.11538870E-05  
  48               8.04269307E-02   5.28406828E+02   8.38115010E-01   1.60453057E-01   7.79935771E-04   5.31309635E-04   1.56560606E-13   3.81817787E-19   5.68133971E-05   3.24512137E-05  
  49               9.78501687E-02   5.56246983E+02   8.38124251E-01   1.60450816E-01   7.79924929E-04   5.31302215E-04   1.23944739E-12   4.21880047E-18   4.28494256E-05   3.94323497E-05  
  50               1.19967641E-01   5.95544448E+02   8.38134278E-01   1.60448385E-01   7.79913328E-04   5.31294147E-04   1.82625652E-11   8.75425902E-17   2.76984841E-05   4.70068984E-05  
  51               1.47058857E-01   6.28261642E+02   8.38139045E-01   1.60447228E-01   7.79908144E-04   5.31290212E-04   1.20616546E-10   7.98824306E-16   2.04916816E-05   5.06098609E-05  
  52               1.79156300E-01   6.71299259E+02   8.38143577E-01   1.60446124E-01   7.79903659E-04   5.31285463E-04   1.19876936E-09   1.07895386E-14   1.36247614E-05   5.40429020E-05  
  53               2.16296276E-01   7.04827063E+02   8.38145345E-01   1.60445609E-01   7.79900435E-04   5.31279548E-04   5.37601166E-09   6.42395063E-14   1.06608078E-05   5.55246835E-05  
  54               2.58518124E-01   7.48728997E+02   8.38147164E-01   1.60445065E-01   7.79878704E-04   5.31248544E-04   3.44194712E-08   5.34255551E-13   7.60755562E-06   5.70511031E-05  
  55               3.05954892E-01   7.81302727E+02   8.38148084E-01   1.60444834E-01   7.79816783E-04   5.31173192E-04   1.08708306E-07   2.15535552E-12   6.33593535E-06   5.76868256E-05  
  56               3.59033093E-01   8.25316613E+02   8.38149537E-01   1.60444460E-01   7.79465451E-04   5.30788276E-04   4.91214956E-07   1.22181324E-11   4.81777019E-06   5.84457653E-05  
  57               4.18285564E-01   8.56964547E+02   8.38150712E-01   1.60444108E-01   7.78788563E-04   5.30074119E-04   1.20251435E-06   3.72470492E-11   4.20874807E-06   5.87501402E-05  
  58               4.84344182E-01   9.01447707E+02   8.38154723E-01   1.60442939E-01   7.75866662E-04   5.27071043E-04   4.19597562E-06   1.60529779E-10   3.35862792E-06   5.91747451E-05  
  59               5.57951309E-01   9.32643771E+02   8.38159339E-01   1.60441312E-01   7.71622498E-04   5.22752692E-04   8.50237147E-06   4.02369738E-10   3.03725334E-06   5.93347940E-05  
  60               6.40605646E-01   9.78287022E+02   8.38178179E-01   1.60436157E-01   7.56448058E-04   5.07423751E-04   2.37950630E-05   1.42772829E-09   2.51354966E-06   5.95946085E-05  
  61               7.34347856E-01   1.01042820E+03   8.38201325E-01   1.60430496E-01   7.39076525E-04   4.89901282E-04   4.12819260E-05   3.17956676E-09   2.32562243E-06   5.96863034E-05  
  62               8.43635069E-01   1.05961144E+03   8.38267497E-01   1.60414347E-01   6.89282254E-04   4.39797846E-04   9.12948630E-05   1.01380043E-08   1.97253074E-06   5.98563183E-05  
  63               9.73986613E-01   1.09638873E+03   8.38326727E-01   1.60399894E-01   6.44609272E-04   3.94855940E-04   1.36167949E-04   2.20268683E-08   1.84547344E-06   5.99138330E-05  
  64               1.13693918E+00   1.15439878E+03   8.38448862E-01   1.60370094E-01   5.52455990E-04   3.02187796E-04   2.28712878E-04   6.96742361E-08   1.58791213E-06   6.00298330E-05  
  65               1.34658856E+00   1.20274848E+03   8.38533821E-01   1.60349333E-01   4.88267294E-04   2.37606928E-04   2.93222221E-04   1.63056103E-07   1.49007257E-06   6.00690246E-05  
  66               1.61176325E+00   1.25049654E+03   8.38600370E-01   1.60333027E-01   4.37881418E-04   1.86903489E-04   3.43874651E-04   3.49837995E-07   1.44151352E-06   6.00846493E-05  
  67               1.93775892E+00   1.29200182E+03   8.38640126E-01   1.60323218E-01   4.07619357E-04   1.56435141E-04   3.74313390E-04   6.36845669E-07   1.45807879E-06   6.00699061E-05  
  68               2.32920167E+00   1.33581378E+03   8.38675062E-01   1.60314510E-01   3.80822495E-04   1.29454042E-04   4.01266493E-04   1.15073632E-06   1.47724685E-06   6.00534582E-05  
  69               2.79058006E+00   1.37569932E+03   8.38697041E-01   1.60308856E-01   3.63594476E-04   1.12069583E-04   4.18630061E-04   1.88715871E-06   1.52881365E-06   6.00215663E-05  
  70               3.32621132E+00   1.41961683E+03   8.38718875E-01   1.60302978E-01   3.46010258E-04   9.42237671E-05   4.36451001E-04   3.17077276E-06   1.56577351E-06   5.99957704E-05  
  71               3.94150092E+00   1.46122239E+03   8.38732643E-01   1.60298592E-01   3.33780676E-04   8.14892721E-05   4.49162116E-04   5.00640307E-06   1.62042285E-06   5.99610927E-05  
  72               4.64156608E+00   1.50784609E+03   8.38744164E-01   1.60293442E-01   3.21169132E-04   6.77900250E-05   4.62831335E-04   8.17362239E-06   1.65436351E-06   5.99351219E-05  
  73               5.42650842E+00   1.55308161E+03   8.38736271E-01   1.60286829E-01   3.13542082E-04   5.72001054E-05   4.73382886E-04   1.27477238E-05   1.69778008E-06   5.99033144E-05  
  74               6.27584547E+00   1.60357079E+03   8.38727796E-01   1.60281895E-01   3.19864716E-04   4.42312595E-05   4.86317711E-04   2.05245762E-05   1.71286979E-06   5.98872108E-05  
  75               7.16750757E+00   1.65281566E+03   8.38720887E-01   1.60277353E-01   3.13903204E-04   3.59623555E-05   4.94550333E-04   3.17793558E-05   1.72635490E-06   5.98700365E-05  
  76               8.07084652E+00   1.70716576E+03   8.38692233E-01   1.60270678E-01   3.15839584E-04   2.72362672E-05   5.03233817E-04   5.05049068E-05   1.70817179E-06   5.98689045E-05  
  77               8.92064572E+00   1.75201584E+03   8.38620902E-01   1.60260243E-01   3.34070610E-04   2.11342390E-05   5.09288653E-04   7.21822614E-05   1.70735264E-06   5.98618424E-05  
  78               9.63786912E+00   1.78912478E+03   8.38508339E-01   1.60249887E-01   3.92227377E-04   1.53753649E-05   5.15017455E-04   9.57962061E-05   1.70390733E-06   5.98645957E-05  
  79               1.01996843E+01   1.81501735E+03   8.38491928E-01   1.60247844E-01   3.90773304E-04   1.39440847E-05   5.16431064E-04   1.15666803E-04   1.70959444E-06   5.98569018E-05  
  80               1.08210861E+01   1.84417675E+03   8.38469342E-01   1.60245240E-01   3.89262743E-04   1.24604955E-05   5.17893667E-04   1.42329118E-04   1.71124757E-06   5.98505498E-05  
  81               1.15059776E+01   1.87304163E+03   8.38431373E-01   1.60240282E-01   3.88049198E-04   1.12794416E-05   5.19044377E-04   1.73277286E-04   1.72083835E-06   5.98389501E-05  
  82               1.20692653E+01   1.89716822E+03   8.38404726E-01   1.60237573E-01   3.87105396E-04   1.03589998E-05   5.19944154E-04   2.03544776E-04   1.72521355E-06   5.98316585E-05  
  83               1.25074756E+01   1.91404496E+03   8.38383898E-01   1.60235535E-01   3.86557313E-04   9.82680044E-06   5.20460378E-04   2.26932828E-04   1.73334172E-06   5.98236891E-05  
  84               1.29999609E+01   1.93385590E+03   8.38356550E-01   1.60232888E-01   3.85915573E-04   9.20347878E-06   5.21064422E-04   2.57541013E-04   1.73856736E-06   5.98165181E-05  
  85               1.35512553E+01   1.95395371E+03   8.38325894E-01   1.60229996E-01   3.85369757E-04   8.67476976E-06   5.21571637E-04   2.91600275E-04   1.74929857E-06   5.98061154E-05  
  86               1.41658677E+01   1.97685147E+03   8.38256821E-01   1.60220645E-01   3.84754095E-04   8.09000780E-06   5.22111962E-04   3.35224630E-04   1.75796680E-06   5.97938128E-05  
  87               1.46266711E+01   1.99250762E+03   8.38227356E-01   1.60217956E-01   3.84416512E-04   7.75314009E-06   5.22429715E-04   3.67682777E-04   1.76780156E-06   5.97845875E-05  
  88               1.49648142E+01   2.00464761E+03   8.38202638E-01   1.60215689E-01   3.84130729E-04   7.48205705E-06   5.22685706E-04   3.94928884E-04   1.77257326E-06   5.97788986E-05  
  89               1.53501601E+01   2.01714841E+03   8.38175917E-01   1.60213265E-01   3.83907370E-04   7.24588923E-06   5.22905167E-04   4.24258771E-04   1.78130463E-06   5.97708623E-05  
  90               1.57878173E+01   2.03198367E+03   8.38141780E-01   1.60210170E-01   3.83600274E-04   6.95700384E-06   5.23173832E-04   4.61767942E-04   1.78867211E-06   5.97628442E-05  
  91               1.62833772E+01   2.04748879E+03   8.38103785E-01   1.60206755E-01   3.83355601E-04   6.69628580E-06   5.23411879E-04   5.03376231E-04   1.79981636E-06   5.97524263E-05  
  92               1.68425608E+01   2.06529014E+03   8.38056472E-01   1.60202512E-01   3.83036924E-04   6.39982117E-06   5.23681307E-04   5.55236412E-04   1.81046543E-06   5.97414484E-05  
  93               1.74735251E+01   2.08388406E+03   8.38003330E-01   1.60197777E-01   3.82748628E-04   6.13445338E-06   5.23916192E-04   6.13386361E-04   1.82534857E-06   5.97276627E-05  
  94               1.81833229E+01   2.10492957E+03   8.37937382E-01   1.60191915E-01   3.82428024E-04   5.84095453E-06   5.24173415E-04   6.85504032E-04   1.84019883E-06   5.97128618E-05  
  95               1.89793468E+01   2.12697328E+03   8.37862212E-01   1.60185263E-01   3.82134634E-04   5.57588537E-06   5.24397319E-04   7.67605025E-04   1.85927727E-06   5.96950248E-05  
  96               1.98695431E+01   2.15130244E+03   8.37770632E-01   1.60177176E-01   3.81824917E-04   5.29871289E-06   5.24626013E-04   8.67568859E-04   1.87935904E-06   5.96754162E-05  
  97               2.08622481E+01   2.17681664E+03   8.37665078E-01   1.60167885E-01   3.81538428E-04   5.04661628E-06   5.24822806E-04   9.82690972E-04   1.90359669E-06   5.96525085E-05  
  98               2.19665394E+01   2.20429754E+03   8.37539037E-01   1.60156812E-01   3.81251210E-04   4.79775113E-06   5.25007287E-04   1.12008548E-03   1.93011834E-06   5.96269134E-05  
  99               2.31922108E+01   2.23281918E+03   8.37394642E-01   1.60144153E-01   3.80990799E-04   4.57739798E-06   5.25154490E-04   1.27739426E-03   1.96149845E-06   5.95973618E-05  
  100              2.45498893E+01   2.26316783E+03   8.37223838E-01   1.60129199E-01   3.80734460E-04   4.36516127E-06   5.25282028E-04   1.46340850E-03   1.99586084E-06   5.95643943E-05  
  101              2.60511763E+01   2.29434099E+03   8.37028007E-01   1.60111874E-01   3.80506475E-04   4.18334200E-06   5.25366928E-04   1.67443652E-03   2.03589305E-06   5.95265694E-05  
