# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               NH3              H                N2              
  20               2.15230076E-03   1.50598948E+02   8.38729694E-01   1.60589398E-01   4.08626702E-08   5.31761104E-04   2.38574524E-65   1.21819250E-04   2.35144048E-72   9.68801210E-24  
  21               2.38843746E-03   1.51778911E+02   8.38729582E-01   1.60589377E-01   4.09870159E-08   5.31761033E-04   6.67962250E-65   1.21819234E-04   8.58563058E-72   1.33172984E-23  
  22               2.66032869E-03   1.57087089E+02   8.38729582E-01   1.60589377E-01   1.74383633E-07   5.31761033E-04   4.72674454E-62   1.21819234E-04   2.71528860E-69   1.04369775E-22  
  23               2.97333521E-03   1.58348734E+02   8.38729186E-01   1.60589301E-01   1.74823152E-07   5.31760782E-04   1.27879556E-61   1.21819176E-04   9.65198584E-69   1.40422973E-22  
  24               3.33368394E-03   1.63675850E+02   8.38729186E-01   1.60589301E-01   6.46685789E-07   5.31760782E-04   5.20060976E-59   1.21819176E-04   1.94975389E-66   9.19546595E-22  
  25               3.74849712E-03   1.64936161E+02   8.38727784E-01   1.60589033E-01   6.48237211E-07   5.31759893E-04   1.26426002E-58   1.21818973E-04   6.22076848E-66   1.17504643E-21  
  26               4.22591552E-03   1.70497428E+02   8.38727784E-01   1.60589033E-01   2.31824790E-06   5.31759893E-04   4.11380909E-56   1.21818973E-04   1.02412747E-63   7.08355913E-21  
  27               4.77519293E-03   1.71975026E+02   8.38722607E-01   1.60588041E-01   2.32392099E-06   5.31756611E-04   1.08484826E-55   1.21818221E-04   3.59194122E-63   9.33078702E-21  
  28               5.40680243E-03   1.77982485E+02   8.38722607E-01   1.60588041E-01   8.49057047E-06   5.31756611E-04   3.47986106E-53   1.21818221E-04   5.68210763E-61   5.53838902E-20  
  29               6.13250842E-03   1.79788011E+02   8.38704047E-01   1.60584488E-01   8.51019071E-06   5.31744843E-04   1.05562242E-52   1.21815525E-04   2.32929666E-60   7.72565148E-20  
  30               6.96549063E-03   1.86046828E+02   8.38704047E-01   1.60584488E-01   3.06196071E-05   5.31744843E-04   2.68328390E-50   1.21815525E-04   2.90055674E-58   4.18257437E-19  
  31               7.91972740E-03   1.88276541E+02   8.38645647E-01   1.60573306E-01   3.06740354E-05   5.31707817E-04   9.66767274E-50   1.21807043E-04   1.43504534E-57   6.27711899E-19  
  32               9.00936605E-03   1.96177756E+02   8.38073946E-01   1.60463844E-01   1.00180820E-04   5.31345355E-04   4.29701029E-47   1.21724007E-04   3.60027802E-55   4.52606087E-18  
  33               1.01943358E-02   2.04008968E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   2.99968229E-44   1.21724007E-04   5.63499667E-53   2.75647290E-17  
  34               1.14102846E-02   2.11392330E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   1.52605401E-42   1.21724007E-04   4.68152483E-51   1.33572834E-16  
  35               1.28004918E-02   2.19152458E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   7.11958414E-41   1.21724007E-04   3.53068038E-49   6.24312818E-16  
  36               1.43891465E-02   2.27314930E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   3.05065048E-39   1.21724007E-04   2.42005585E-47   2.81723442E-15  
  37               1.62035657E-02   2.35856749E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   1.17584577E-37   1.21724007E-04   1.47377101E-45   1.21660227E-14  
  38               1.82748851E-02   2.44812498E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   4.10927458E-36   1.21724007E-04   8.03972429E-44   5.04617059E-14  
  39               2.06384687E-02   2.54156378E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   1.27992442E-34   1.21724007E-04   3.85663484E-42   1.99551016E-13  
  40               2.33343022E-02   2.63929930E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   3.59378673E-33   1.21724006E-04   1.64650089E-40   7.56203064E-13  
  41               2.64077228E-02   2.74101452E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   8.95769045E-32   1.21724002E-04   6.15422842E-39   2.72769639E-12  
  42               2.99102085E-02   2.84721586E+02   8.38073946E-01   1.60463844E-01   7.81875190E-04   5.31345355E-04   2.01068528E-30   1.21723989E-04   2.04493553E-37   9.42500670E-12  
  43               3.39002845E-02   2.95758191E+02   8.38073946E-01   1.60463844E-01   7.81875189E-04   5.31345355E-04   4.01428729E-29   1.21723945E-04   5.96214139E-36   3.10237061E-11  
  44               3.84445682E-02   3.07270962E+02   8.38073946E-01   1.60463844E-01   7.81875189E-04   5.31345355E-04   7.24131234E-28   1.21723811E-04   1.55108320E-34   9.79573664E-11  
  45               4.36183718E-02   3.19224821E+02   8.38073947E-01   1.60463844E-01   7.81874850E-04   5.31345354E-04   1.16731449E-26   1.21723417E-04   3.55959995E-33   2.95218297E-10  
  46               4.95067144E-02   3.31683880E+02   8.38073946E-01   1.60463843E-01   7.81874848E-04   5.31345353E-04   1.70730838E-25   1.21722297E-04   7.32377377E-32   8.54895992E-10  
  47               5.62057187E-02   3.44610036E+02   8.38073950E-01   1.60463843E-01   7.81873033E-04   5.31345352E-04   2.24358747E-24   1.21719271E-04   1.33743224E-30   2.36801970E-09  
  48               6.38252329E-02   3.58073666E+02   8.38073948E-01   1.60463840E-01   7.81873020E-04   5.31345343E-04   2.68847411E-23   1.21711375E-04   2.20228950E-29   6.31482386E-09  
  49               7.24916782E-02   3.72038413E+02   8.38073969E-01   1.60463838E-01   7.81864526E-04   5.31345335E-04   2.91426673E-22   1.21691705E-04   3.24389742E-28   1.61489885E-08  
  50               8.23480424E-02   3.86582599E+02   8.38073734E-01   1.60463779E-01   7.81864241E-04   5.31345141E-04   2.89877134E-21   1.21644274E-04   4.33971613E-27   3.98423719E-08  
  51               9.35566500E-02   4.01667192E+02   8.38074098E-01   1.60463787E-01   7.81546927E-04   5.31345167E-04   2.62530550E-20   1.21535073E-04   5.23454220E-26   9.44457333E-08  
  52               1.06302245E-01   4.17378281E+02   8.38074259E-01   1.60463748E-01   7.81546813E-04   5.31345038E-04   2.19604888E-19   1.21291668E-04   5.77518922E-25   2.16133352E-07  
  53               1.20801490E-01   4.33680261E+02   8.38074593E-01   1.60463664E-01   7.81548076E-04   5.31344758E-04   1.68559796E-18   1.20774036E-04   5.79369733E-24   4.74917319E-07  
  54               1.37326656E-01   4.50696072E+02   8.38075150E-01   1.60463473E-01   7.81579077E-04   5.31344125E-04   1.20596840E-17   1.19715231E-04   5.37509518E-23   1.00424744E-06  
  55               1.56225785E-01   4.68436367E+02   8.38072875E-01   1.60462553E-01   7.82107613E-04   5.31341079E-04   8.03380165E-17   1.17672922E-04   4.60798741E-22   2.02505307E-06  
  56               1.77981261E-01   4.87116181E+02   8.38077033E-01   1.60462227E-01   7.80129679E-04   5.31340000E-04   5.06634901E-16   1.13967928E-04   3.73284434E-21   3.87742629E-06  
  57               2.03278674E-01   5.06875898E+02   8.38081089E-01   1.60461244E-01   7.80124901E-04   5.31336744E-04   3.06069452E-15   1.07838629E-04   2.88083572E-20   6.94170291E-06  
  58               2.33099508E-01   5.28103701E+02   8.38087136E-01   1.60459778E-01   7.80117783E-04   5.31331890E-04   1.81273191E-14   9.87027067E-05   2.17936635E-19   1.15091081E-05  
  59               2.68845731E-01   5.51120985E+02   8.38095030E-01   1.60457864E-01   7.80108501E-04   5.31325553E-04   1.06287092E-13   8.67752036E-05   1.63662171E-18   1.74721338E-05  
  60               3.12327579E-01   5.76423043E+02   8.38104097E-01   1.60455666E-01   7.80097872E-04   5.31318274E-04   6.28015950E-13   7.30760085E-05   1.24469626E-17   2.43208977E-05  
  61               3.65604220E-01   6.04188957E+02   8.38113218E-01   1.60453455E-01   7.80087264E-04   5.31310948E-04   3.69164361E-12   5.92929172E-05   9.46491965E-17   3.12116045E-05  
  62               4.30661596E-01   6.34508438E+02   8.38121474E-01   1.60451453E-01   7.80077883E-04   5.31304302E-04   2.12488914E-11   4.68183709E-05   7.06689384E-16   3.74481185E-05  
  63               5.09194143E-01   6.67008346E+02   8.38128289E-01   1.60449799E-01   7.80070627E-04   5.31298729E-04   1.15220562E-10   3.65140697E-05   4.96496880E-15   4.25996417E-05  
  64               6.02411145E-01   7.01312311E+02   8.38133598E-01   1.60448503E-01   7.80065852E-04   5.31293973E-04   5.74031744E-10   2.84609429E-05   3.18779659E-14   4.66257135E-05  
  65               7.10938267E-01   7.36716642E+02   8.38137406E-01   1.60447498E-01   7.80063123E-04   5.31288658E-04   2.54807820E-09   2.24257493E-05   1.80721030E-13   4.96429292E-05  
  66               8.34998803E-01   7.72796308E+02   8.38140137E-01   1.60446732E-01   7.80059862E-04   5.31278616E-04   1.00192183E-08   1.79514678E-05   8.97276054E-13   5.18797796E-05  
  67               9.75132332E-01   8.09130358E+02   8.38142336E-01   1.60446192E-01   7.80046525E-04   5.31251951E-04   3.48064257E-08   1.46481460E-05   3.89070103E-12   5.35312354E-05  
  68               1.13221115E+00   8.45698030E+02   8.38144027E-01   1.60445765E-01   7.79994176E-04   5.31176721E-04   1.08419949E-07   1.21694151E-05   1.49661576E-11   5.47704380E-05  
  69               1.30706539E+00   8.82241930E+02   8.38145396E-01   1.60445384E-01   7.79832531E-04   5.30979383E-04   3.04071408E-07   1.02981972E-05   5.13392685E-11   5.57059006E-05  
  70               1.50053440E+00   9.18803679E+02   8.38146622E-01   1.60444950E-01   7.79407303E-04   5.30502555E-04   7.78619346E-07   8.85667646E-06   1.59470568E-10   5.64264905E-05  
  71               1.71367770E+00   9.55217753E+02   8.38147461E-01   1.60444234E-01   7.78422217E-04   5.29448554E-04   1.82869772E-06   7.73771339E-06   4.51499815E-10   5.69856856E-05  
  72               1.94849032E+00   9.91736709E+02   8.38149034E-01   1.60443230E-01   7.76325133E-04   5.27275578E-04   3.99564449E-06   6.84774065E-06   1.18559475E-09   5.74302568E-05  
  73               2.20757622E+00   1.02836384E+03   8.38154873E-01   1.60441769E-01   7.72302781E-04   5.23113316E-04   8.14863476E-06   6.13466351E-06   2.90942492E-09   5.77861658E-05  
  74               2.49423884E+00   1.06541126E+03   8.38165012E-01   1.60439256E-01   7.64970812E-04   5.15612089E-04   1.56346630E-05   5.55048722E-06   6.76492162E-09   5.80771444E-05  
  75               2.81287764E+00   1.10295631E+03   8.38181740E-01   1.60435134E-01   7.52607553E-04   5.03050097E-04   2.81731028E-05   5.06977586E-06   1.49904900E-08   5.83156328E-05  
  76               3.16960452E+00   1.14144888E+03   8.38207780E-01   1.60428741E-01   7.33162513E-04   4.83375903E-04   4.78128855E-05   4.66560910E-06   3.20537515E-08   5.85147297E-05  
  77               3.57336220E+00   1.18118614E+03   8.38245222E-01   1.60419567E-01   7.05052533E-04   4.55008058E-04   7.61342687E-05   4.32453268E-06   6.65781071E-08   5.86808059E-05  
  78               4.03707661E+00   1.22290703E+03   8.38295153E-01   1.60407343E-01   6.67448502E-04   4.17119148E-04   1.13964846E-04   4.03048121E-06   1.36074721E-07   5.88215485E-05  
  79               4.57787935E+00   1.26712371E+03   8.38355986E-01   1.60392444E-01   6.21523502E-04   3.70891442E-04   1.60125114E-04   3.77732782E-06   2.75227900E-07   5.89398436E-05  
  80               5.21682115E+00   1.31457546E+03   8.38424186E-01   1.60375709E-01   5.69897860E-04   3.18958604E-04   2.11984857E-04   3.55730038E-06   5.55044461E-07   5.90394700E-05  
  81               5.97706240E+00   1.36548178E+03   8.38493849E-01   1.60358524E-01   5.16920454E-04   2.65684544E-04   2.65184106E-04   3.36991978E-06   1.11343985E-06   5.91207347E-05  
  82               6.88050151E+00   1.41993892E+03   8.38559237E-01   1.60342150E-01   4.66678701E-04   2.15133442E-04   3.15660586E-04   3.21257231E-06   2.21391885E-06   5.91849627E-05  
  83               7.94633280E+00   1.47740960E+03   8.38614799E-01   1.60327523E-01   4.22671391E-04   1.70668153E-04   3.60051757E-04   3.08633002E-06   4.31747045E-06   5.92316891E-05  
  84               9.18443632E+00   1.53712981E+03   8.38655067E-01   1.60314565E-01   3.86891058E-04   1.33669615E-04   3.96974185E-04   2.98912462E-06   8.17744716E-06   5.92619102E-05  
  85               1.05819923E+01   1.59734437E+03   8.38669678E-01   1.60301858E-01   3.62062307E-04   1.04104345E-04   4.26456872E-04   2.92047485E-06   1.47981802E-05   5.92761526E-05  
  86               1.20748860E+01   1.65517894E+03   8.38673567E-01   1.60292973E-01   3.56087183E-04   8.00262373E-05   4.50464499E-04   2.87699490E-06   2.50640024E-05   5.92805820E-05  
  87               1.35987766E+01   1.70862831E+03   8.38668304E-01   1.60285388E-01   3.45488786E-04   6.45438942E-05   4.65876914E-04   2.85407200E-06   3.94410822E-05   5.92740264E-05  
  88               1.51041114E+01   1.75699083E+03   8.38636822E-01   1.60276919E-01   3.48060710E-04   5.22382788E-05   4.78116292E-04   2.84543975E-06   5.79641186E-05   5.92633300E-05  
  89               1.65089636E+01   1.79873427E+03   8.38567659E-01   1.60265505E-01   3.66966679E-04   4.21398294E-05   4.88153953E-04   2.84674208E-06   7.93869567E-05   5.92525569E-05  
  90               1.77194999E+01   1.83250332E+03   8.38478951E-01   1.60255621E-01   4.10202619E-04   3.34197944E-05   4.96841022E-04   2.85300333E-06   1.01247778E-04   5.92483990E-05  
  91               1.87016150E+01   1.85853242E+03   8.38464147E-01   1.60253124E-01   4.07394130E-04   3.06076317E-05   4.99621319E-04   2.86129182E-06   1.21337865E-04   5.92360573E-05  
  92               1.97720048E+01   1.88572444E+03   8.38445060E-01   1.60250351E-01   4.04804713E-04   2.80157860E-05   5.02177925E-04   2.87243559E-06   1.45763553E-04   5.92215897E-05  
  93               2.09353424E+01   1.91390359E+03   8.38410163E-01   1.60245177E-01   4.02448650E-04   2.56628444E-05   5.04485060E-04   2.88715495E-06   1.75222339E-04   5.92038109E-05  
  94               2.18686542E+01   1.93562859E+03   8.38388405E-01   1.60242601E-01   4.00832093E-04   2.40448589E-05   5.06071230E-04   2.90031211E-06   2.01150156E-04   5.91895050E-05  
  95               2.25742851E+01   1.95153469E+03   8.38370568E-01   1.60240587E-01   3.99752331E-04   2.29600670E-05   5.07131598E-04   2.91115713E-06   2.22060232E-04   5.91782358E-05  
  96               2.33582739E+01   1.96877140E+03   8.38349314E-01   1.60238273E-01   3.98657675E-04   2.18668049E-05   5.08197298E-04   2.92370510E-06   2.46705261E-04   5.91654462E-05  
  97               2.42272775E+01   1.98729362E+03   8.38324101E-01   1.60235621E-01   3.97579196E-04   2.07846584E-05   5.09248426E-04   2.93853858E-06   2.75624539E-04   5.91507946E-05  
  98               2.51867817E+01   2.00715796E+03   8.38294155E-01   1.60232563E-01   3.96516061E-04   1.97154241E-05   5.10282750E-04   2.95552186E-06   3.09660466E-04   5.91342778E-05  
  99               2.62425333E+01   2.02827480E+03   8.38228508E-01   1.60223257E-01   3.95474098E-04   1.86769587E-05   5.11262887E-04   2.97508991E-06   3.49484316E-04   5.91134339E-05  
  100              2.70122766E+01   2.04324956E+03   8.38201088E-01   1.60220609E-01   3.94810500E-04   1.79932113E-05   5.11917646E-04   2.98972906E-06   3.80183416E-04   5.90996306E-05  
  101              2.75604913E+01   2.05369079E+03   8.38178825E-01   1.60218276E-01   3.94359008E-04   1.75435964E-05   5.12345015E-04   3.00049171E-06   4.02839867E-04   5.90894560E-05  
